mishnah_tref,yerushalmi_french_text
Mishnah Gittin 7:4,"Une femme (dont la répudiation est conditionnelle) ne devra pas rester seule avec son mari<sup>271</sup><i class=""footnote"">Si elle cohabitait avec lui, il faudrait un nouvel acte</i>, sauf en présence de témoins, fut-ce un esclave ou une servante, excepté la servante de la femme, parce qu’il est notoire qu’elle se fie à elle<sup>272</sup><i class=""footnote"">La maîtresse serait sans pudeur devant elle</i>. Comment est-elle considérée dans l’intervalle de temps entre l’énoncé du divorce conditionnel et le décès du mari? Selon R. Juda, elle sera considérée en tout comme femme mariée; selon R. Yossé, elle est à la fois répudiée et non répudiée<sup>273</sup><i class=""footnote"">A chaque instant il y a doute que le décès survienne, de sorte qu'en cas d'union on s'expose à un péché par erreur</i>."
Mishnah Gittin 7:5,"Si le mari dit à la femme: “Voici ton acte de divorce, à la condition de me donner 200 zouz”, elle sera tenue pour répudiée dès l’acceptation<sup>280</sup><i class=""footnote"">Cf J, (Qidushin 3, 2) ( 43d)</i>, et dès lors elle doit ladite somme à son mari. Si le mari établit la condition qu’elle lui remette cette somme à partir d’à présent jusqu’à 30 jours de là, au cas où elle lui remet ladite somme dans les 30 jours, la femme sera déclarée répudiée; au cas contraire, elle ne le sera pas. R. Simon b. Gamliel raconte qu’à Sidon il arriva à quelqu’un de dire à sa femme: “voici ton acte de divorce, à condition de me remettre ton vêtement (stola) de luxe”; comme elle l’avait perdu, la condition était irréalisable, et l’acte nul. Selon les autres sages, il suffit à la femme de remettre le montant du vêtement au mari, pour valider l’acte."
Mishnah Gittin 7:6,"Si le mari a dit: “voici ton divorce, à la condition de servir mon père, ou d’allaiter mon fils” (sans durée déterminée), quelle sera la durée de l’allaitement (ou du service, sous peine d’annulation de la condition)? Deux ans. Selon R. Juda, 18 mois. Si le fils ou le père meurt (avant l’exécution de la condition), l’acte reste valable. Si le mari dit: “voici ton acte de divorce, à la condition de servir mon père 2 ans, ou d’allaiter mon fils 2 ans”, et qu’ensuite le fils meurt<sup>282</sup><i class=""footnote"">""Dans l'édition de la Mishna selon le Talmud Babli, le texte ajoute comme hypothèse: """" si le père meurt """"""</i>, ou le père déclare ne pas vouloir être servi par elle, lors même qu’elle n’a pas provoqué ce refus en irritant le père, l’acte devient nul; selon R. Simon b. Gamliel, il reste valable. R. Simon b. Gamliel établit cette règle: pour tout obstacle qui n’émane pas de la femme, l’acte reste valable."
Mishnah Gittin 7:7,"S’il dit: “Voici ton divorce si je ne suis pas revenu”, et qu’allant de Judée en Galilée il s’arrête à Antipatris (limite de Judée) et revient, les conditions ne sont pas remplies, et l‘acte est nul. Il en est de même s’il remet l’acte, en le subordonnant à la condition d’être revenu de voyage d’ici à 30 jours, et qu’allant de Judée en Galilée il s’arrête à Othnaï (limite de la Galilée); ou encore s’il le remet à condition du retour d’ici à 30 jours d’un voyage d’outre-mer, et arrivé à Acco (le port palestinien) il retourne chez lui: les conditions énoncées n’ont pas été remplies. S’il dit: “Voici ton divorce après que j’aurai passé devant ta face pendant 30 jours”, et qu’en ce temps il sera toujours allé et venu, à condition de ne pas s’être isolé avec elle, l’acte sera valable."
Mishnah Gittin 7:8,"S’il dit: “Voici ton divorce, si d’ici à un an je ne revient pas”, et dans l’intervalle de temps il meurt, l’acte sera nul (pour défaut de condition). S’il dit: “Voici ton divorce dès à présent, si je ne reviens pas d’ici un an”, et avant ce délai il meurt, l’acte est valable (ayant été établi pour valoir de suite)."
Mishnah Gittin 7:9,"S’il dit: “Au cas où je ne reviens pas d’ici à un an, écrivez un acte de divorce à ma femme et donnez-le-lui”, puis on l’a écrit pendant cet intervalle de temps, et on l’a remis après<sup>288</sup><i class=""footnote"">""Au lieu de """" après """", le texte Jérusalémite: """" pendant """", sens peu probable""</i> ce temps écoulé, l’acte est nul (pour avoir été écrit trop tôt). Mais s'il a dit (d’abord): “Ecrivez l’acte de divorce à ma femme et donnez-le-lui si je ne reviens pas d’ici à un an”, puis on l’a écrit pendant cet intervalle de temps, et on l’a remis après ce délai, R. Yossé le déclare valable. Si l’on a écrit après l’an écoulé et l’on a remis l’acte après, puis l’on apprend le décès du mari, si la remise de l’acte a précédé le décès, l’acte est valable; si le décès a précédé, l’acte est nul. En cas de doute, on appliquera à la femme la règle de celle qui est répudiée dans l’être<sup>289</sup><i class=""footnote"">Comme ci-dessus, 4</i>."
Mishnah Gittin 8:1,"En jetant le divorce à sa femme qui se trouve dans sa maison ou sa cour à elle, on accomplit la répudiation<sup>290</sup><i class=""footnote"">C'est l'équivalent de la remise en main</i>. Mais s’il lui jette dans sa maison ou sa cour à lui, se fut-il trouvé avec elle dans le même lit, ce n’est pas une séparation effective. S’il jette l’acte dans le sein de la femme, ou dans son panier à ouvrage, la répudiation est réelle."
Mishnah Gittin 8:2,"S’il dit à la femme: “prends cette créance”, ou si, se courbant, il lui dit de détacher de son dos l’acte, qu’ensuite elle lit, et elle s’aperçoit que c’est son divorce, il sera nul; il faut que le mari dise: “voici ton divorce”. Si le mari met l’acte aux mains de la femme qui dort, et à son réveil elle lit, voyant que c’est son divorce, celui-ci est nul; il faut que le mari dise: “voici ton divorce”. Si elle se trouve sur la voie publique et le mari lui jette l’acte, si celui-ci tombe près d’elle, l’acte est valable; s’il tombe près du mari, la répudiation n’est pas effectuée<sup>298</sup><i class=""footnote"">Cf J, (Baba Metsia 1, 4) ( 7d)</i>; si enfin l’acte tombe à mi-chemin des deux époux, la femme sera à la fois répudiée et non répudiée (en état de doute)."
Mishnah Gittin 8:3,"Il en est de même pour une consécration de mariage et un contrat de dette: Si le créancier dit au débiteur de lui jeter la somme due, et en effet le débiteur la jette, si la somme se trouvait plus près du créancier (et qu’ensuite elle se perd), le débiteur est hors de cause (n’a rien à rembourser); mais si l’argent est tombé près du débiteur, il en est responsable. Si enfin l’argent est tombé au milieu d’eux deux, ils doivent partager la perte. – Si la femme était placée au sommet du toit et le mari lui a jeté là l’acte, dès que l’acte a atteint l’aire du toit (même sans y rester), la répudiation est effective; si le mari était en haut et la femme au bas, et il lui a jeté l’acte, dès que l’acte a quitté l’emplacement du toit, fut-il désormais effacé par l’eau ou brûlé, il a effectué la répudiation."
Mishnah Gittin 8:4,"D’après l’école de Shammaï, un homme peut répudier sa femme par un viel acte de divorce<sup>304</sup><i class=""footnote"">(Eduyot 4, 7)</i>; mais l’école de Hillel l’interdit. Un tel acte est déclaré vieux lorsqu’après sa rédaction le mari y renonce et s’isole avec sa femme (se remet avec elle)."
Mishnah Gittin 8:5,"Si un mari date l’acte de divorce d’après un comput de gouvernement non convenable<sup>305</sup><i class=""footnote"">""Au lieu de ces mots, l'édition du Tal Babli, par le fait soit de la censure, soit de l'éditeur qui la craignait, a: """" d'un autre royaume """" (des étrangers)""</i>, p. ex. selon le règne des Mèdes ou celui des Grecs (en se trouvant dans la Babylonie), ou d’après le compte depuis la construction du Temple, ou depuis sa destruction, ou si en se trouvant à l’Est il écrit l’Ouest, ou à l’inverse; si la femme s’est remariée sur la base d’un tel divorce, elle devra quitter le 1er et le 2e mari, mais en recourant à un nouvel acte de divorce de tous deux. Elle ne peut réclamer le douaire, ni les revenus, ni la nourriture, ni un dédommagement pour usure des effets par le mari, pas plus du 1er que du 2e; si elle a pris un de ces objets, soit à l’un, soit à l’autre, elle doit le restituer. L’enfant qu’elle aurait eu de l’un ou de l’autre sera mamzer (illégitime). Ni le 1er mari, ni le 2e (s’il est cohen), ne pourra se rendre impur pour l’enterrer; ni l’un ni l’autre n’aura droit à prendre pour lui ce qu’elle trouve, ou à toucher le gain produit par son travail, ou à la délier d’un vœu qu’elle aurait formé. Si elle est fille de simple israélite, elle devient inapte à épouser un cohen. Si elle est fille de lévite, elle ne pourra pas consommer de dîme; ou si elle est fille de cohen, elle devient impropre à manger de l’oblation. Ni les héritiers du 1er mari, ni ceux du 2e n’ont de droit sur le douaire de la femme. A la mort de ces maris, les frères de l’un et l’autre devront se laisser déchausser par la veuve, sans que nul ne puisse l’épouser. Si en lui remettant un acte de divorce le 1er mari a modifié son propre nom, ou celui de la femme, ou celui de sa ville à lui, ou celui de la ville à elle, il faudra (en cas de 2e mariage) qu’elle se sépare de tous deux, et toutes les règles précitées sont applicables à cette femme."
Mishnah Gittin 8:6,"Pour toutes les femmes à degré de relation illicite avec l’époux projeté, dont les femmes adjointes sont permises à chacun<sup>307</sup><i class=""footnote"">En cas de décès du mari sans enfant, l'adjointe est libre sans accomplir le lévirat, V. (Yebamot 1, 1)</i>, si celles-ci ayant quitté la maison du défunt, se sont mariée, puis il se trouve que les premières étaient des femmes de stérilité évidente<sup>308</sup><i class=""footnote"">Par cette constatation, les 1re n'étaient pas mariées réellement, mais les adjointes l'étaient, et, par suite, étaient soumises aux cérémonies du lévirat</i>, l’adjointe remariée ne pourra rester ni avec le nouveau mari, ni avec le beau-frère, et les règles précitées sont applicables à cette femme."
Mishnah Gittin 8:7,"Un homme épouse par lévirat sa belle-sœur veuve, et l’adjointe de celle-ci est allée épouser un autre homme (selon son droit), puis il se trouve que la première veuve est de stérilité évidente<sup>309</sup><i class=""footnote"">Même observation qu'au 6, note 2</i>, l’adjointe devra aussi se séparer de son deuxième mari, elle ne pourra pas épouser le beau-frère, et toutes les règles précitées lui sont applicables.–<sup>310</sup><i class=""footnote"">La Guémara sur ce est déjà traduite en (Yebamot 10, 4)</i>"
Mishnah Gittin 8:8,"Un écrivain rédigeant un acte de divorce pour le mari et l’acquit de douaire de la femme<sup>311</sup><i class=""footnote"">Le passage entre est omis dans le texte jérusalémite</i> se trompe dans les remises, donnant le divorce à la femme et l’acquit à l’homme, puis les époux échangent entre eux ces 2 actes reçus par erreur. Plus tard, l’acte de divorce émanant des mains de l’homme est présenté, ainsi que l’acquit par la femme<sup>312</sup><i class=""footnote"">Chacun des deux conjoints croyait posséder l'acte en bonne forme qui lui appartient</i>; celle-ci remariée à un autre devra se séparer des deux maris, et toutes les règles précitées lui sont applicables. R. Eléazar dit: si l’acte de divorce a été présenté de suite<sup>313</sup><i class=""footnote"">Avant la seconde union</i>, il est seulement déclaré nul; mais s’il est présenté plus tard (après l’union), il est valable, car le mari ne mérite pas assez de créance illimitée pour annuler les prétentions de possession du deuxième mari. Si après avoir écrit l’acte de divorce le mari change d’idée et ne le remet pas, d’après l’école de Shammaï, la femme devient pourtant impropre à épouser jamais un cohen; d’après l’école de Hillel, elle ne le dévient pas, lors même que le mari lui a remis le divorce à une condition non réalisée ensuite."
