1:8, ""@45{$}(ה)@46 משל למלך. המשל הזה מובא בסנהדרין ל"ט רע"ב. ועיין בפירש"י שם. 
""27:61, ""@45{$}(נט)@46 וצריך לברך קודם השחיטה כו'. זה לקח מבה"ג ה' שחיטת חולין שכתב וז"ל ומן קמי דשחיט צריך לברוכי על השחיטה והדר משחט וטבתא דלא בירך ואישתלי ושחט שרי למיכל מההיא חיותא דשחט. וכן הרמב"ם ה' שחיטה פ"א ה"ב כתב כן ועיין בהרא"ש ריש חולין סי' א' מה שהביא בשם הלכות ארץ ישראל שכח ולא בירך שחיטתו פסולה. ועיין בדברי תמודות שם אות ב'. ואגב אעיר שהגאון חיד"א בשם הגדוליס אות ה' סי' ס' הביא וז"ל הלכות ארץ ישראל שמזכירים התוס' והרא"ש ריש חולין הם הלכות שחיבר חכם אחד מדינים שאמר אלדד הדני שבא מעשרת השבטים בימי הגאונים. וכ"כ הרב שלטי הגבורים ריש חולין ובריש ס' כרתי ופלתי. עכ"ל. אולם לא מצאתי דבריהם בשאלה ששאלו למר צמת גאון ז"ל הנדפס בס' אלדד הדני. ועיין במרדכי ריש חולין בשם ר' ברוך. 
""27:62, ""@45{$}(ס)@46 ר' אליעזר בשם ר' יוסי. ב"ר פס"ה. 
""27:63, ""@45{$}(ס)@46 מיכן שהנשים צייתניות הן. עיין ב"ר פי"ח והרי היא צייתנית שנא' ושרה שומעת ועיין שם פמ"ה. 
""27:64, ""@45{$}(סא)@46 מהו להביא. ב"ר שם וילקוט רמז קי"ד ורש"י עה"ת. 
""27:65, ""@45{$}(סב)@46 ורבקה אמרה אל יעקב. בכ"י שלפני כתוב ליעקב ותקנתי כמו שהוא בקרא אל יעקב ונאמר לנכון בכ"י פלארענץ. 
""27:66, ""@45{$}(סג)@46 על שם העוה"ז שנברא בה"א. ב"ר פי"ב מנחות כ"ט ע"ב מס' היכלות פ"ז (בית המדרש ח"ב צד מ"ו). 
""27:67, ""@45{$}(סד)@46 מהו לי. ב"ר פס"ה וילקוט רמז קי"ד. 
""27:68, ""@45{$}(סה)@46 מכתובתי. בב"ר נאמר מפרפורנין. והיא המלה היונית @500 פי' מה שיותן לארוסה בלתי המוהר עיין ערוך ערך פרן ובילקוט רמז קי"ד גורס מפורנין ונרשם בצדו פי' מכתובתי וגם רבינו השמיט המלה הזרה והציג "מכתובתי" ועיין רש"י עה"ת וקח לי. משלי הם ואינם גזל שכך כתב לה יצחק בכתובתה ליטול שני גדיי עזים בכל יום. 
""27:69, ""@45{$}(סו)@46 אמר לו טובים לך. ב"ר פס"ה. ילקוט רמז קי"ד. פסיקתא אחרי מות דף קע"ז ע"ב. ויק"ר סוף פכ"א. ותנחומא אמור. 
""27:70, ""@45{$}(סז)@46 שאין שכינה שורה. שבת ל' ע"ב. וזה לשון רבינו בחיי תולדות ועשה לי מטעמים בעבור תברכך נפשי. אין כוונת יצחק בשאלת המטעמים בתענוג הגוף וחוש הטעם אלא כדי שתהיה נפשו שמחה ומתענגת כי בהתחזק כחות הגוף יתעוררו כחות הנפש ומתוך שמתת הנפש תחול עליו רוח הקודש והוא שאמרו חז"ל אין השכינה שורה לא מתוך עצלות וכו'. 
""27:71, ""@45{$}(סח)@46 ותהי עליו רוח אלהים. וכ"ה בכ"י פלארענץ. ובמקרא כתוב ותהי עליו יד ה'. 
""27:72, ""@45{$}(שט)@46 הן אין שני כו'. דרש הן מלשון יוני שפי' אחד. 
""27:73, ""@45{$}(ע)@46 גבר שידין. כמו ושעירים ירקדו שם. ב"ר שם. ודרש שעיר מלשון שעירים. ואולי היתה הגי' גם בת"א גבר שידין. ולפנינו בת"א וביב"ע גבר שערן. פי' בעל שער וההפך חלק שתרגם גבר שעיע. 
""27:74, ""@45{$}(עא)@46 כעובד ע"ז. ב"ר פס"ה וילקוט רמז קט"ו. 
""27:75, ""@45{$}(עב)@46 כמו הבל המה מעשה תעתועים. במדרש חסר הראיה מן הכתוב ונמצא במס' כלה פ"א. ורבינו לקח זה מםנהדרין צ"ב ע"א אמר ר' אלעזר כל המחליף בדבורו כאילו עובד ע"ז כתיב הכא והייתי בעיניו כמתעתע וכתיב התם הבל המה מעשה תעתועים. ובילקוט רמז קט"ו מובא באמצע המאמר מהמדרש דברי ר' אלעזר וחסר הציון "סנהדרין צ"ב ע"א". 
""27:76, ""@45{$}(ענ)@46 אראב"כ. ב"ר שם. ובכ"י פלארענץ חסרים המלות "בר כהנא". 
""27:77, ""@45{$}(עד)@46 אדם חטא אמו נתקללה. ר"ל שקילל את האדמה. שהיא אמו. כמ"ש ערום יצאתי מבטן אמי וערום אשוב שמה. כן גם יצחק יחלה העון בי כי אנכי הסיחך. 
""27:78, ""@45{$}(עה)@46 היה הולך ובוכה. ב"ר שם. 
""27:79, ""@45{$}(עו)@46 לחם. לשון זכר. לחם מצינו לשון זכר ולשון נקבה. עיין תוי"ט מנחות פי"א מ"א ד"ה שתי. 
""27:80, ""@45{$}(עז)@46 יש אומרים אלו בגדים היו של אדם הראשון כו'. בב"ר פס"ה וילקוט רמז קט"ו איתא רק החמודות מה שחמד מנמרוד והרגו ונטלן. אולם בפדר"א פכ"ד מצאתי ר' אומר עשו ראה את הכתונת שעשה הקדוש ברוך הוא לאדם ולחוה על נמרוד וחמד אותם בלבו והרגו ולקח אותם ממנו. ומנין שהיו חמודות בעיניו שנאמר החמודות ע"כ. והמאמר מפדר"א נמצא גם בילקוט שם וחסר הציון "פדר"א" ומן המאמר ר"מ אומר עשו ראה את הכתונת עד שנא' טמון בארץ חבלו. הוא מפדר"א. ומדברי הילקוט יש לתקן בפדר"א במקום ר' אומר צ"ל ר"מ אומר. וראיתי בב"ר פס"ג אנכי הולך למות שהיה נמרוד מבקש להמית אותו בשביל אותו הבגד שהיה לאדם הראשון כו'. ועי' רש"י פסחים נ"ד ריש ע"ב. שכתב וז"ל בגדו של אדם הראשון שהיו חקוקות בו כל מין חיה ובהמה והוא נמסר לנמרוד על כן יאמר כנמרוד גבור ציד ועשו הרגו ונטלו לפיכך היה איש ציד. והוא שכתב בהן החמודות אשר אתה בבית עכ"ל. 
""27:81, ""@45{$}(עה)@46 אלא אלו היו בבית אביו. ב"ר פס"ה ילקוט רמז קט"ו. 
""27:82, ""@45{$}(עט)@46 באת רבקה. ב"ר וילקוט שם. 
""27:83, ""@45{$}(פ)@46 הפסיק הדבור. ואמר אנכי עשו בכורך. עי' רש"י עה"ת אנכי עשו בכורך אנכי המביא לך ועשו הוא בכורך ועיין בהראב"ע בפסוק י"ג ויש אומרים חלילה לכזב הנביא כו'. 
""27:84, ""@45{$}(פא)@46 ע"א אנכי. הוא מאמר ר' לוי בב"ר שם וילקוט שם. ובילקוט הגי' א"ר לוי אנכי שעתידין בני לקבל עשרת הדברות. 
""27:85, ""@45{$}(פב)@46 שבה בהסיבה. דרש שבה כאולי הוא בשי"ן שמאלית כמו סבה. גם רש"י כתב שבה לשון מיםב על השלחן לכך מתורגם אסתחר. 
""27:86, ""@45{$}(פב)@46 שכל ישיבה. בכתובות קי"ב סע"א ושם הגי' ישיבה שאין בה סמיכה עמידה שיש בה סמיכה נוחה הימנה. 
""27:87, ""@45{$}(פג)@46 א"ל אביך נתברך בן ע"ה ב"ר פס"ה וילקוט רמז קט"ו ובמדרש שם סיים ואתה בן ס"ג שנה. 
""27:88, ""@45{$}(פר)@46 שהרי משמת אברהם. הוספת רבינו. 
""27:89, ""@45{$}(פה)@46 טול ק' עד שנולד יצחק וע"ה הרי קע"ה לאברהם. כי אברהם מת בן קע"ה ואברהם בן מאה בהולד לו יצחק. לכן נתברך יצחק בן ע"ה. כי כתוב ויהי אחרי מות אברהם ויברך אלהים את יצחק בנו. 
""27:90, ""@45{$}(פו)@46 ויעקב בן ס"ג שנה נתברך. עיין מגילה י"ז ע"א וברש"י שם. וברש"י עה"ת בראשית כ"ח ט' על הכתוב אחות נביות. 
""27:91, ""@45{$}(פז)@46 אם לקרבנך. ב"ר וילקוט שם בשם ר' יוחנן. 
""27:92, ""@45{$}(פח)@46 אמר יצחק. ב"ר וילקוט שם ורש"י עה"ת. 
""27:93, ""@45{$}(פט)@46 א"ר הושעיא. בב"ר וילקוט חסר שם האומר אולם נשנה המאמר גם בב"ר לך פמ"ד ושם איתא לנכון א"ר הושעיא בשעה שאמר כו' לכן יש לתקן גם פה בב"ר כמו שהביא רבינו ז"ל. ועוד תראה בילקוט ישעיה רמז שי"ג מובא המאמר הזה ונרשם בצדו "ב"ר פס"ה" והובא לנכון בשם ר' אושעיא. 
""27:94, ""@45{$}(צ)@46 מרפיקיו. בב"ר והיו אוחזין אותו במרפקו פי' תחת אצילי ידיו אצל הגוף תר' אצילי ידיו (יחזקאל י"ג י"ח) מרפקו. 
""27:95, ""@45{$}(צא)@46 שנא' אל תשתע. בכ"י פלארענץ חסר הסיום מהכתוב. ובב"ר שם סיים אל תשתע אל תשוע דרש תשתע לשון שעוה. ובילקוט רמז קט"ו סיים אל תהיה לבך כשעוה. 
""27:96, ""@45{$}(צב)@46 אל תשתע כי אתך אני. במקרא כתוב אל תירא כי עמך אני אל תשתע כי אני אלהיך. 
""27:97, ""@45{$}(צג)@46 אין יעקב נצלח אלא בקולו. עיין ב"ר שם אין יעקב שולט אלא בקולו פי' בקול תפלה וד"ת. ועי' עוד מכילתא דבשלח פ"ב. 
""27:98, ""@45{$}(צד)@46 א"ר ברכיה. ב"ר שם. וכן בפסיקתא פסקא איכה דף קכ"א ע"א. ובמדרש בפתיחת איכה רבתי סי' ב'. כל זמן שקולו של יעקב מצפצף בבתי כנסיות ובבתי מדרשות אין הידים ידי עשו. 
""27:99, ""@45{$}(צה)@46 ר' יהודה בר אלעאי היה דורש כו'. בב"ר השמיטו כל זאת והציגו קולו של יעקב מצווחת ממה שעשו לו הידים ידי עשו. ואין ספק שהמדפיסים השמיטו במדרש מפני אימת הבקורת (צענזור) שבימיהם. וכוונו אל הרומים שהצירו והציקו עד מאד. ובירושלמי תענית פ"ד ה"ו (דף ס"ח ע"ד) איתא תני א"ר יהודה ב"ר אלעאי רבי היה דורש הקול קול יעקב והידים ידי עשו קולו של יעקב צווח ממה שעשה לו ידי עשו בביתר. ועיין בבלי גיטין נ"ז ע"ב הקול קול יעקב זה אספסיאנוס קיסר שהרג בכרך ביתר ארבע מאות רבוא. והידים ידי עשו זו המלכות שהחריבה את ביתנו ושרפה את היכלנו והגליתנו מארצנו. 
""27:100, ""@45{$}(צה)@46 הקול היה מרחק. בכ"י פלארענץ הגוף היה מרחק. 
""27:101, ""@45{$}(צו)@46 ד"א אלו רשעי ישראל. עיין ב"ר שם בשעה שהיו רשעים עומדים ממנו לא הכירו ועיין ביפ"ת שמפרש כוונת המאמר. 
""27:102, ""@45{$}(צו)@46 אפי' בוגדיו רשעים. בב"ר פס"ה וירח את ריח בגדיו כגון יוסי משיתא ויקום איש צרורות צ"ל ריח בגדיו ריח בוגדיו כגון יוסי וכו'. ומובא לנכון בילקוט רמז קט"ו. ועי' סנהדרין ל"ז ע"א אל תקרי בגדיו אלא בוגדיו אפילו ריקנין שבך מלאים מצות כרמון. 
""27:103, ""@45{$}(צח)@46 לא אמר אני עשו כו'. וכן הביא כן רש"י עה"ת ובוודאי לקחו מאיזה מדרש. 
""27:104, ""@45{$}(צט)@46 הלא משחך ה' למלך. במקרא כתוב הלא כי משחך ה' על נחלתו לנגיד. ובכ"י פלארענץ מובא ראה משחך ה' למלך. 
""27:105, ""@45{$}(ק)@46 מלמד. ב"ר פס"ה. וילקוט רמז קט"ו. 
""27:106, ""@45{$}(קא)@46 ע"א ראה בה"מ בנוי. ב"ר וילקוט שם. וספרי וזאת הברכה סי'. שנ"ב ע"ש. 
""27:107, ""@45{$}(קב)@46 יתן לך את שלך. ב"ר פס"ו והמלות לא אמר יתן אלא ויתן. הוא דברי רבינו ז"ל. כי הל"ל יתן לך ה' מאי ויתן לכך דריש יתן ויחזור ויתן לך. 
""27:108, ""@45{$}(קג)@46 זה המן. ב"ר פס"ו. וילקוט רמז קט"ו. 
""27:109, ""@45{$}(קד)@46 אלו ע' אומות. ב"ר וילקוט שם. 
""27:110, ""@45{$}(קה)@46 אלו בני ישמעאל ובני קטורה ובני דדן. וכ"ה בכ"י פלארענץ. ויותר נכון כמו שהוא בב"ר פס"ה ובילקוט רמז קט"ו. אלו בני ישמעאל ובר קטורה דכתיב ובני דדן היו אשורים ולטושים ולאומים (בראשית כ"ה ג'). והרב בעל יפ"ת הביא ראיה מהכתוב על אלו בני ישמעאל דכתיב בהון אלה הם בני ישמעאל י"ב נשיאים לאומותם (בראשית כ"ה ט"ז). 
""27:111, ""@45{$}(קו)@46 זה עשו ואליפז. תקנתי זה עשו ואלופיו כמו שהוא לנכון בכ"י פלארענץ ובב"ר ובילקוט. וכתב היפ"ת אחיך בסגו"ל לשון רבים זה עשו ואלופיו ואע"ג דיצחק כלפי עשו היה מכוון בברכה. בעל אגדה קושטא דמילתא קאמר. 
""27:112, ""@45{$}(קז)@46 יצחק שנשא אחת. ב"ר וילקוט שם ורש"י עה"ת. 
""27:113, ""@45{$}(קח)@46 ולמה שינה לומר. הוא הוספת רבינו. 
""27:114, ""@45{$}(קט)@46 ותהי אדום עבדים לדוד. וכן מובא בכ"י פלארענץ. במקרא כתוב ויהי כל אדום עבדים לדוד. 
""27:115, ""@45{$}(קי)@46 בלעם שהיה שונא. ב"ר וילקוט שם ורש"י עה"ת. 
""27:116, ""@45{$}(קיא)@46 הרשעים. ב"ר שם בשם ר' יצחק ב"ר חייא ומלקוט השמיט שם האומר והציג "ד"א". 
""27:117, ""@45{$}(קיב)@46 מן ויבא אל אביו עד סוף כל הברכות. בראשית כ"ז י"ח עד פסוק כ"ז נמצא י"ב ויאמר. 
""27:118, ""@45{$}(קיג)@46 אך יצא יצא שתי יציאות הללו למה. נראה כי היה לפניו הגי' במדרש כמו שהיה לפני הרב רבינו הערוך ערך אסטרופומיטא אך יצא יצא. אך יצא אינו אומר אלא אך יצא יצא. 
""27:119, ""@45{$}(קיד)@46 א"ר אייבו. עיין ב"ר שם א"ר אייבו פוליונו של אבינו יצחק מפולש היה ורבינו השמיט כל זה והביא רק הסיום הה"ד אך יצא יצא יעקב נראה כיוצא ואינו יוצא. ובכ"י פלארענץ חסרים המלות "א"ר אייבו". 
""27:120, ""@45{$}(קטו)@46 מלמד. ב"ר פס"ז. וחנחומא תולדות. 
""27:121, ""@45{$}(קטו)@46 בא וראה כו'. בב"ר סוף פס"ו נמצא רק סיום המאמר יקום אבי על שאמר לו יקום. אני נפרע לו בו בלשון. יקום אלהים יפוצו אויביו. אבל בב"ר פס"ה בפסוק קום שבה איתא א"ל הקדוש ברוך הוא ליעקב אתה אמרת קום נא שבה חייך בו בלשון אני פורע לך שנא' קומה ה' ויפוצו אויביך כו'. 
""27:122, ""@45{$}(קיז)@46 ויפוצו אויבו. וכן מובא גם בכ"י פלארענץ. ובקרא יפוצו אויבו בלי וי"ו. 
""27:123, ""@45{$}(קיח)@46 אמר ר' חמא. ב"ר ריש פס"ז וילקוט רמז קט"ו. 
""27:124, ""@45{$}(קיט)@46 ר' יהודה אמר. שם. 
""27:125, ""@45{$}(קכ)@46 אמרו חז"ל. ב"ר פס"ה בפ' וירח את ריח בגדיו. ופס"ז בפ' ויחרד ובשני המקומות ר' יוחנן הוא בעל המאמר. 
""27:126, ""@45{$}(קכא)@46 אמר מי ייאפה. ב"ר שם מי איפוא מי זה שהוא עתיד ליאפת וכן עוד שם ולכה אפוא. ברם לך פיתן אפויה. ודרש איפא לשון אפיה. 
""27:127, ""@45{$}(קכב)@46 יצא ב"ק. בב"ר שם א"ל הקדוש ברוך הוא. 
""27:128, ""@45{$}(קכג)@46 בחכמה. וכן ת"א בחכמתא. וכן הביא רש"י במרמה. בחכמה. וכן במדרש ב"ר פס"ז ר' יוחנן אמר בא בחכמת תורתו. 
