Index Title,Nazir
Nazir 34a:2,"<sup>vii</sup> <b>W</b><small>ENN JEMAND EINEN</small> K<small>OJ</small>$fn74<small>SIEHT UND SPRICHT: ICH WILL</small> N<small>AZIR SEIN, WENN ES EIN</small> W<small>ILD IST</small>, [<small>DARAUF EIN ANDERER</small>:] <small>ICH WILL</small> N<small>AZIR SEIN, WENN ES KEIN</small> W<small>ILD IST</small>, [<small>DARAUF EIN ANDERER</small>:] <small>ICH WILL</small> N<small>AZIR SEIN, WENN ES EIN</small> V<small>IEH IST</small>, [<small>DARAUF EIN ANDERER</small>:] <small>ICH WILL</small> N<small>AZIR SEIN</small>, <small>WENN ES KEIN</small> V<small>IEH IST</small>, [<small>DARAUF EIN ANDERER</small>:] <small>ICH WILL</small> N<small>AZIR SEIN, WENN ES</small> V<small>IEH UND</small> W<small>ILD IST,</small> [<small>DARAUF EIN ANDERER:</small>] <small>ICH WILL</small> N<small>AZIR SEIN, WENN ES WEDER</small> V<small>IEH NOCH WILD IST,</small> [<small>DARAUF EIN ANDERER:</small>] <small>ICH WILL</small> N<small>AZIR SEIN, WENN EINER VON EUCH</small> N<small>AZIR IST,</small> [<small>DARAUF EIN ANDERER:</small>] <small>ICH WILL</small> N<small>AZIR SEIN, WENN NICHT EINER VON EUCH</small> N<small>AZIR IST,</small> [<small>DARAUF EIN ANDERER:</small>] <small>ICH WILL</small> N<small>AZIR SEIN, WENN IHR ALLE</small> N<small>AZIRÄER SEID, SO SIND SIE ALLE NAZIRÄER.</small>"
Nazir 34a:3,"GEMARA. Eine Lehre spricht von neun$fn75Naziräern, und eine andere spricht von neun Naziraten ; allerdings können es neun Naziräer sein, wenn es viele Personen sind und sie nach einander$fn76erfaßt werden, wieso aber können neun Nazirate bei einer Person vorkommen!? Allerdings können sechs vorkommen, wie gelehrt$fn77wird, wieso aber weitere$fn78drei!? R. Šešeth erwiderte: Wenn er gesagt hat: ich will Nazir sein, indem ich die Nazirate von euch allen$fn79auf mich nehme."
Nazir 34a:4,"<sup>i</sup> <b>D</b>REIERLEI <small>IST DEM</small> N<small>AZIR VERBOTEN: DIE</small> V<small>ERUNREINIGUNG, DIE</small> H<small>AARSCHUR UND DIE</small> P<small>RODUKTE DES</small> W<small>EINSTOCKES.</small> A<small>LLE</small> P<small>RODUKTE DES</small> W<small>EINSTOCKES WERDEN MITEINANDER VEREINIGT</small>$fn1, <small>UND SCHULDIG IST ER NUR DANN, WENN ER EIN OLIVENGROSSES QUANTUM VON DEN</small> T<small>RAUBEN GEGESSEN</small>$fn2 <small>HAT</small>. D<small>IE URSPRÜNGLICHE</small> L<small>EHRE LAUTETE: NUR WENN ER EIN</small>"
Nazir 34b:1,"V<small>IERTEL</small>[<small>LOG</small>] W<small>EIN GETRUNKEN HAT.</small> R. A͑<small>QIBA SAGT, SELBST WENN ER NUR SEIN</small> B<small>ROT IN</small> W<small>EIN EINTAUCHT, UND DARAN SOVIEL IST, DASS EIN OLIVEN-GROSSES</small> Q<small>UANTUM VEREINIGT WERDEN KANN, SEI ER SCHULDIG</small> <sup>ii</sup>. E<small>R IST SCHULDIG WEGEN DES</small> W<small>EINES ALLEIN, WEGEN DER</small> T<small>RAUBEN ALLEIN, WEGEN DER</small> K<small>ERNE ALLEIN UND WEGEN DER</small> S<small>CHLAUBEN ALLEIN.</small> R. E<small>LEA͑ZAR B.</small> A͑<small>ZARJA SAGT, ER SEI NUR DANN SCHULDIG, WENN ER ZWEI</small> K<small>ERNE</small>$fn3 <small>UND EINE</small> S<small>CHLAUBE GEGESSEN HAT</small>. F<small>OLGENDES IST UNTER ḤARÇANIM</small>$fn4 <small>UND UNTER</small> Z<small>AGIM</small>$fn4 <small>ZU VERSTEHEN. ḤARÇANIM IST DAS</small> Ä<small>USSERE UND</small> Z<small>AGIM IST DAS</small> I<small>NNERE</small>$fn5 – <small>SO</small> R. J<small>EHUDA.</small> R. J<small>OSE SAGTE</small> : D<small>AMIT DU DICH NICHT IRRST : WIE BEI DER</small> V<small>IEHGLOCKE; DER ÄUSSERE</small> T<small>EIL HEISST</small> Z<small>OG UND DER INNERE HEISST</small> I͑<small>NBAL</small> [K<small>LÖPPEL</small>]."
Nazir 34b:2,"GEMARA. D<small>REIERLEI IST DEM</small> N<small>AZIR VERBOTEN: DIE</small> V<small>ERUNREINIGUNG</small> &amp;<small>C</small>. Nur das, was aus dem Weinstocke kommt, nicht aber der Weinstock selbst, somit vertritt unsere Mišna nicht die Ansicht R. Elie͑zers, denn es wird gelehrt : R. Elie͑zer sagt, auch Blätter und Stengel seien einbegriffen. Manche beziehen dies auf den Schlußsatz : Schuldig ist er nur dann, wenn er ein olivengroßes Quantum von den Trauben gegessen hat. Nur von den Trauben, nicht aber vom Weinstocke selbst, somit vertritt unsere Mišna nicht die Ansicht R. Elie͑zers, denn es wird gelehrt: R. Elie͑zer sagt, auch Blätter und Stengel seien einbegriffen. – Worin besteht ihr Streit? – R. Elie͑zer wendet hierbei [die Regel von der] Einschließung und Ausschließung <i>an</i>: $fn6<i>von Wein und Rauschtrank enthalte er sich,</i> ausschließend, <i>von allem, was aus dem Weinstocke bereitet wird,</i> einschließend, und wenn auf eine Ausschließung eine Einschließung folgt, so ist alles eingeschlossen; eingeschlossen ist somit alles$fn7, und ausgeschlossen sind die Ranken. Die Rabbanan aber wenden hierbei [die Regel von der] Generalisierung und Spezialisierung an: <i>von Wein und Rauschtrank enthalte er sich,</i> speziell, <i>von allem, was aus dem Weinstocke bereitet wird,</i> generell, <i>weder Kerne noch Schlaube,</i> wiederum speziell, und wenn auf eine Spezialisierung eine Generalisierung und wiederum eine Spezialisierung folgt, so richte man sich nach dem Speziellen; wie das Spezielle Frucht und Fruchtabfall ist, ebenso alles andere, was Frucht und Fruchtabfall ist. Demnach sollte doch, wie das Spezielle eine fertige Frucht ist, nur das [einbegriffen sein], was eine fertige Frucht ist!? Ich will dir sagen, wenn dem so wäre, so hätte ja die Schrift nichts Ungenanntes$fn8 zurückgelassen ; frische und getrocknete Trauben werden genannt, Wein und Essig werden genannt. Es ist daher nicht nach der anderen Fassung, sondern nach der ersten Fassung auszulegen. Wozu heißt es: <i>weder Kerne noch Schlaube,</i> wo wir doch alles einschließen!? Um dir zu sagen, daß überall, wo auf eine Spezialisierung eine Generalisierung folgt, du diese nicht der Spezialisierung anschließen und dich nach dieser richten darfst, sondern die Generalisierung eine Hinzufügung zur Spezialisierung ist, es sei denn, daß die Schrift es$fn9 ausdrücklich hervorhebt, wie sie dies beim Nazir hervorhebt."
Nazir 34b:3,"Der Meister sagte : Wie das Speziellgenannte Frucht und Fruchtabfall ist, ebenso alles andere, was Frucht und Fruchtabfall ist. Frucht sind die Trauben, was ist Fruchtabfall? – Essig. – Was ist alles andere, was Frucht ist? – Die unreifen Beeren. – Was ist alles andere, was Fruchtabfall ist? R. Kahana erwiderte : Dies schließt die wurmstichigen$fn10Trauben ein. <i>Noch Schlaube.</i> Rabina sagte: Dies schließt die dazwischen befindliche [Masse] ein$fn11."
Nazir 34b:4,"Der Meister sagte: Demnach sollte doch, wie das Spezielle eine fertige Frucht ist, nur das [einbegriffen sein,] was eine fertige Frucht ist!? Ich will dir sagen, wenn dem so wäre, so hätte ja die Schrift nichts Ungenanntes zurückgelassen; frische und getrocknete Trauben werden genannt, Wein und Essig werden genannt. Es ist daher nicht nach der anderen Fassung, sondern nach der ersten Fassung auszulegen. Wozu heißt es: <i>weder Kerne noch Schlaube,</i> wo wir doch alles einschließen!? Um dir zu sagen, daß überall, wo auf eine Spezialisierung eine Generalisierung folgt, du diese nicht der Spezialisierung anschließen und dich nach dieser richten darfst, sondern die Generalisierung eine Hinzufügung zur Spezialisierung ist, es sei denn, daß die Schrift es ausdrücklich hervorhebt, wie sie dies beim Nazir hervorhebt: <i>weder Kerne noch Schlaube</i>"
Nazir 35a:1,". Woher entnimmt R. Elea͑zar b. A͑zarja, der aus [den Worten] <i>weder Kerne noch Schlaube</i> folgert, daß er nur dann schuldig sei, wenn er zwei Kerne und eine Schlaube gegessen hat, die Spezialisierung$fn12? – Er ist der Ansicht R. Elie͑zers, der hierbei [die Regel von der] Ausschließung und Einschließung anwendet. Wenn du willst, sage ich : er ist der Ansicht der Rabbanan; wenn man sagen wollte, [die Worte] <i>weder Kerne noch Schlaube</i> deuten nur auf die Lehre des R. Elea͑zar b. A͑zarja, so sollte sie der Allbarmherzige nach der [ersten] Spezialisierung geschrieben haben, da er sie aber nach der Generalisierung geschrieben hat, so ist hieraus zu entnehmen, daß hierbei [die Regel von der] Generalisierung und Spezialisierung anzuwenden sei. – Vielleicht deuten sie nur hierauf$fn13!? – Demnach sollte es ‘(zwei) Kerne und (zwei) Schlauben’ oder ‘Kern und Schlaube’ heißen, wenn aber der Allbarmherzige <i>loeder Kerne noch Schlaube</i>$fn14geschrieben hat, so deutet dies darauf, daß hier [die Regel von der] Generalisierung und Spezialisierung anzuwenden sei, und ferner auch, daß er$fn15zwei Kerne und eine Schlaube gegessen haben muß."
Nazir 35a:2,"Woher entnimmt R. Elie͑zer, der hierbei [die Regel von der] Ausschließung und Einschließung anwendet, [die Regel von der] Generalisierung, Spezialisierung und Gener alisier ung$fn12? R. Abahu erwiderte: Er entnimmt diese aus folgendem Schriftverse :$fn16<i>Wenn jemand seinem Nächsten gibt einen Esel, ein Rind oder ein Schaf,</i> speziell, <i>oder sonst ein Vieh,</i> generell, <i>zur Verwahrung,</i> wiederum speziell, und wenn auf eine Spezialisierung eine Generalisierung und wiederum eine Spezialisierung folgt, so richte man sich, nach dem Speziellen$fn17. Raba erwiderte: Er entnimmt dies aus folgendem Schriftverse :$fn18<i>Wenn von,</i> speziell, <i>dem Kleinvieh,</i> generell, <i>Lämmer und Ziegen,</i> wiederum speziell, und wenn auf eine Spezialisierung eine Generalisier un g und wiederum eine Spezialisierung folgt, so richte man sich nach dem Speziellen$fn19. R. Jehuda aus Disqarta sprach zu Raba: Er kann es ja aus folgendem Schriftverse entnehmen :$fn20<i>Von,</i> speziell$fn21, <i>dem Vieh,</i> generell, <i>Rind und Schaf,</i> wiederum speziell, und wenn auf eine Spezialisierung eine Generalisierung und wiederum eine Spezialisierung folgt, so richte man sich nach dem Speziellen$fn22!? Dieser erwiderte: Hieraus ist dies$fn23nicht zu entnehmen,"
Nazir 35b:1,"denn man kann sagen, das Wild sei im Vieh einbegriffen$fn24. – Wieso ist das Wild im Vieh einbegriffen, es heißt ja: <i>Rind und Schaf</i>$fn25!? Dies ist vielmehr eine Spezialisierung, Generalisierung [und Spezialisierung,] wobei man sich nach der Spezialisierung zu richten hat. – Woher, daß dem so$fn26ist? – Es wird gelehrt :$fn27<i>Und gib das Geld hin für alles, was du begehrst,</i> generell, <i>Rinder, Schafe, Wein und Rauschtrank,</i> speziell, <i>und alles, wonach du Verlangen hast,</i> wiederum generell, und wenn auf eine Generalisierung eine Spezialisierung und dann wiederum eine Generalisierung folgt, so richte man sich nach dem Speziellen; wie das Spezielle eine Frucht aus Frucht$fn28ist und seine Nahrung aus dem Boden zieht, ebenso alles andere, was eine Frucht aus Frucht ist und seine Nahrung aus dem Boden zieht. – Merke, wenn auf eine Generalisierung eine Spezialisierung und dann wiederum eine Generalisierung folgt, so richten wir uns ja nach der Spezialisierung, wozu dient nun die letztere Generalisierung!? – Diese dient zur Hinzufügung dessen, was jener gleicht$fn29. – Ferner, wenn auf eine Spezialisierung eine Generalisierung und dann wiederum eine Spezialisierung folgt, so richten wir uns ja nach der Spezialisierung, wozu dient nun die letztere Spezialisierung!? – Wenn nicht die letztere Spezialisierung, könnte man glauben, die Generalisierung sei eine Hinzufügung zur Spezialisierung. – Merke, sowohl bei zwei Generalisierungen und einer Spezialisierung als auch bei zwei Spezialisierungen und einer Generalisierung richten wir uns ja nach der Spezialisierung, welchen Unterschied gibt es nun zwischen ihnen? – Es gibt folgenden; bei zwei Generalisierungen und einer Spezialisierung ist auch das einbegriffen, was der Spezialisierung in einer Hinsicht gleicht, bei zwei Spezialisierungen und einer Generalisierung aber ist nur das einbegriffen, was der Spezialisierung in beiden Hinsichten gleicht, nicht aber das, was ihr in einer Hinsicht gleicht. – Merke, wenn auf eine Spezialisierung eine Generalisierung folgt, so gilt die Generalisierung als Hinzufügung zur Spezialisierung und alles andere ist einbegriffen, und wenn auf eine Ausschließung eine Einschließung folgt, ist ebenfalls alles andere einbegriffen, welchen Unterschied gibt es nun zwischen [der Regel von der] Ausschließung und Einschließung und [der Regel von der] Spezialisierung und Generalisierung$fn30? – Es gibt folgenden: nach [der Regel von der] Spezialisierung und Generalisierung sind auch Blätter und Stengel einzuschließen, nach [der Regel von der] Ausschließung und Einschließung$fn31sind nur Stengel und nicht Blätter einzuschließen."
Nazir 35b:2,"R. Abahu sagte im Namen R. Joḥanans : Bei allen in der Tora verbotenen Dingen$fn32wird das Erlaubte nicht mit dem Verbotenen vereinigt$fn33, ausgenommen die dem Nazir verbotenen Dinge, denn die Tora sagt:$fn34<i>Auf geweichtes</i>$fn35. Zee͑ri sagt, auch beim Verbote, Sauerteig aufzuräuehern$fn36"
Nazir 36a:1,". – Wohl nach R. Elie͑zer, der [das Wort] <i>allen</i>$fn37auslegt, demnach sollte dies auch vom Gesäuerten$fn38gelten!? – Freilich, dem ist auch so, nur schließt dies die Lehre Abajjes aus; dieser sagt, es gebe eine Aufräucherung bei einem Quantum unter einer Olive, so lehrt er uns, daß es bei einem Quantum unter einer Olive keine Aufräucherung gebe$fn39."
Nazir 36a:2,"R. Dimi saß und trug diese Lehre vor, da wandte Abajje gegen ihn ein: Wenn der Brei von Hebe und der Knoblauch und das Öl profan sind, und einer, der am selben Tage untergetaucht$fn40ist, einen Teil berührt, so hat er alles untauglich gemacht; wenn aber der Brei profan und der Knoblauch und das Öl von Hebe sind, und einer, der am selben Tage untergetaucht ist, einen Teil berührt, so hat er nur die berührte Stelle untauglich gemacht. Und auf unseren Einwand, weshalb denn die berührte Stelle untauglich$fn40sei, erwiderte Rabba b. Bar Ḥana im Namen R. Joḥanans, aus dem Grunde, weil ein Gemeiner$fn41wegen [des Quantums]"
Nazir 36b:1,"einer Olive$fn42Geißelhiebe erhält. Doch wohl deshalb, weil das Erlaubte mit dem Verbotenen vereinigt$fn43wird!? Dieser erwiderte: Unter Olive ist zu verstehen, wenn er ein Peras$fn44ißt, und darin eine Olive$fn45enthaiten ist. – Ist denn [die Norm vom] Essen eines Peras$fn46aus der Tora$fn47!? Dieser erwiderte: Freilich. – Wieso streiten demnach die Rabbanan gegen R. Elie͑zer über den babylonischen Quarkbrei$fn48!? – Wieso streiten, auch wenn aus dem Grunde, weil das Erlaubte mit dem Verbotenen vereinigt wird, die Rabbanan gegen R. Elie͑zer über den babylonischen Quarkbrei!? Laß vielmehr den babylonischen Quarkbrei, von dem man während der Dauer des Essens eines Peras keine Olive ißt. Wenn man ihn allein schlürft, so ist dies gegenüber dem Brauche aller anderen Menschen bedeutungslos$fn49, und wenn man ihn [auf Brot] streicht, so ißt man davon während der Dauer des Essens eines Peras keine Olive. Er wandte ferner gegen ihn ein: Wenn vor zwei Gewürzmörsern, einer Hebe und einer Profanes enthaltend, zwei Töpfe, einer Hebe und einer Profanes enthaltend, sich befinden und [Gewürze] aus jenen in diese gekommen sind, so sind beide erlaubt, denn man nehme an, das Profane sei in das Profane und die Hebe in die Hebe gekommen. Wieso nehme man dies an, wenn du sagst, [die Norm von] einer Olive während der Dauer des Essens eines Peras sei aus der Tora$fn50!? – Wieso nehme man dies an, auch wenn du sagst, das Erlaubte werde mit dem Verbotenen vereinigt$fn51!? Laß vielmehr die Hebe vom Gewürz, die nur rabbanitisch [zu entrichten] ist. Er wandte ferner gegen ihn ein: Wenn vor zwei Körben, einer Hebe und einer Profanes enthaltend, zwei Seá [Früchte] sich befinden, eine Profanes und eine Hebe enthaltend, und jene in diese gekommen sind, so sind beide erlaubt, denn man nehme an, das Profane sei in das Profane und die Hebe in die Hebe gekommen. Wieso nehme man dies an, wenn du sagst, eine Olive während der Dauer des Essens eines Peras sei [nach der Tora] verboten!? Allerdings ist nach meiner Erklärung,"
Nazir 37a:1,"weil das Erlaubte mit dem Verbotenen vereinigt wird, dies auf den Fall zu beziehen, wenn das Profane mehr$fn52ist, nach deiner Erklärung aber, weil während der Dauer des Essens eines Peras ein olivengroßes Quantum vorhanden ist, ist ja nichts dabei, daß das Profane mehr ist!? Dieser erwiderte: Laß die Hebe, die in der Jetztzeit nur rabbanitisch [zu entrichten]$fn53ist. Abajje sprach zu ihm: Woher, daß [das Wort] <i>Aufgeweichtes</i> darauf deutet, daß das Erlaubte mit dem Verbotenen vereinigt werde, vielleicht deutet es darauf, daß der Geschmack der Sache$fn54selbst gleiche!? – Abajje erhob zuerst gegen die Lehre R. Dimis$fn55all jene Einwendungen$fn56, und nachher sagt er, dies deute vielleicht darauf, daß der Geschmack der Sache selbst gleiche$fn57 !? – Nachdem jener ihm erwidert hatte, sprach er zu ihm: vielleicht deutet es darauf, daß der Geschmack der Sache selbst gleiche. Es wird nämlich gelehrt: <i>Aufgeweichtes,</i> dies besagt, daß der Geschmack der Sache selbst gleiche, wenn nämlich [ein Nazir] Trauben in Wasser geweicht und es den Geschmack von Wein hat, so ist er [wegen des Genusses] schuldig. Hiervon kannst du auf alle Verbote der Tora schließen; wenn beim Nazir, bei dem das Verbot nicht bleibend ist, sich nicht auf die Nutznießung erstreckt$fn58und aufgehoben werden$fn59kann, der Geschmack der Sache gleicht, um wieviel mehr gleicht der Geschmack der Sache [beim Verbote] der Mischsaat$fn60, das ein ewiges ist, sich auch auf die Nutznießung erstreckt und nicht aufgehoben werden kann. Und in zwei Hinsichten gilt dies auch vom Unge weihten$fn61. Dieser erwiderte: Hier ist die Ansicht der Rabbanan vertreten, während R. Abahu es nach R. A͑qiba$fn62lehrte. – Welche [Lehre] R. A͑qibas [ist hier gemeint]; wollte man sagen, folgende Lehre: R. A͑qiba sagt, selbst wenn [der Nazir] nur sein Brot in Wein eintaucht und eine Olive vereinigt werden kann, sei er schuldig. Vielleicht aber ist es erforderlich, daß [vom Weine allein] eine Olive vorhanden ist!? Wolltest du erwidern, dies zu lehren sei nicht nötig, so schließt dies die Ansicht des ersten Autors aus, welcher sagt, nur wenn er ein Viertel[log] Wein getrunken$fn63hat. – Vielmehr, es ist [die Lehre] R. A͑qibas in der folgenden Barajtha : R. A͑qiba sagt, wenn ein Nazir sein Brot in Wein eingetaucht und vom Brote und vom Weine zusammen eine Olive gegessen hat, sei er schuldig."
Nazir 37a:2,"R. Aḥa, Sohn des R. Ivja, sprach zu R. Aši: Woher folgert R. A͑qiba, der aus [dem Worte] <i>nichts Aufgeweichtes</i> entnimmt, daß das Erlaubte mit dem Verbotenen vereinigt werde, daß der Geschmack der Sache selbst gleiche? – Er folgert dies [vom Verbote] des Fleisches mit Milch; hierbei handelt es sich nur um den Geschmack$fn64, und es ist verboten, ebenso auch sonst. – Und die Rabbanan!? – [Vom Verbote] des Fleisches mit Milch ist nichts zu folgern, denn dieses ist ein Novum. – Wieso ist es ein Novum; wollte man sagen, weil dieses allein und jenes allein erlaubt ist, zusammen aber verboten, so ist dies ja auch bei der$fn66Mischsaat der Fall, die eine allein und die andere allein ist erlaubt, zusammen aber verboten!? – Vielmehr, läßt man [das Fleisch] den ganzen Tag in Milch weichen, so ist es erlaubt, gekocht aber ist es verboten. – Und R. A͑qiba, [das Verbot von] Fleisch mit Milch ist ja ein"
Nazir 37b:1,"Novum!? – Vielmehr, er folgert dies von der Reinigung nichtjüdischer [Gefäße], von denen der Allbarmherzige sagt :$fn65<i>alles, was in Feuer</i>$fn66<i>kommt;</i> hierbei handelt es sich ja nur um den Geschmack, und sie sind verboten, ebenso auch sonst. – Sollten die Rabbanan es ebenfalls von der Reinigung nichtjüdischer [Gefäße] folgern!? Dieser erwiderte: Dieses ist ein Novum; in der ganzen Tora ist die verschlechternde Geschmacksübertragung$fn67erlaubt, bei der Reinigung nichtjüdischer [Gefäße]$fn68aber verboten. Und R. A͑qiba, dies ist ja ein Novum!? R. Hona b. Ḥija erwiderte: Die Tora hat auch einen am selben Tage benutzten Topf verboten, wobei die Geschmacksübertragung nicht verschlechternd wirkt. – Und die Rabbanan!? – Auch bei einem am selben Tage benutzten Topfe ist es nicht möglich, daß es nicht etwas verschlechternd wirkt."
