Index Title,Temurah
Temurah 31b:1,"<small>WER SIE AUSSERHALB</small>$fn1 <small>SCHLACHTET, IST SCHULDIG, UND MAN DARF NICHT DAVON</small> H<small>ANDWERKERN</small>$fn2 <small>ALS</small> L<small>OHN GEBEN, WAS ABER BEIM</small> G<small>EHEILIGTEN FÜR DEN</small> T<small>EMPELREPARATURFONDS NICHT DER</small> F<small>ALL IST</small>. <sup>ii</sup> M<small>ANCHES GILT NUR BEIM</small> G<small>EHEILIGTEN FÜR DEN</small> T<small>EMPELREPARATURFONDS</small>: G<small>EHEILIGTES OHNE</small> B<small>ESTIMMUNG IST FÜR DEN</small> T<small>EMPELREPARATURFONDS, DIE</small> H<small>EILIGUNG FÜR DEN</small> T<small>EMPELREPARATURFONDS ERSTRECKT SICH AUF ALLES, MAN BEGEHT EINE</small> V<small>ERUNTREUUNG AN IHREN</small> E<small>RZEUGNISSEN, UND DIE</small> P<small>RIESTER</small>$fn3 <small>HABEN NICHTS DAVON</small>."
Temurah 31b:2,"GEMARA. Ist es denn eine stichhaltige Regel, daß alles Geheiligte für den Altar umgetauscht werden kann, das Geflügel ist ja Geheiligtes für den Altar, und wir haben gelernt, Speisopfer und Geflügel können nicht umgetauscht werden!? – Er lehrt dies nur vom Vieh. – Das Junge$fn4ist ja Geheiligtes für den Altar, und wir haben gelernt, das Junge könne nicht umgetauscht werden!? – Hier ist die Ansicht R. Jehudas vertreten, welcher sagt, das Junge könne umgetauscht werden. – Das Umgetauschte selbst ist ja Geheiligtes für den Altar, und wir haben gelernt, Umgetauschtes könne nicht umgetauscht werden!? – Er spricht nur vom originären Schlachtopfer. – Da du nun darauf gekommen bist, so kannst du auch sagen, nach der Ansicht der Rabbanan, denn er lehrt dies nur vom originären Schlachtopfer."
Temurah 31b:3,"M<small>AN DARF NICHTS DAVON</small> H<small>ANDWERKERN GEBEN &amp;C</small>. Geheiligtes für den Tempelreparaturfonds darf man also geben. [Woher dies?] R. Abahu erwiderte: Die Schrift sagt: $fn5<i>sie sollen mir machen</i>, von meinem$fn6."
Temurah 31b:4,"M<small>ANCHES GILT BEIM</small> G<small>EHEILIGTEN FÜR DEN</small> T<small>EMPELREPARATUBFONDS &amp;C</small>. Der Meister sagte, die Heiligung für den Tempelreparaturfonds erstrecke sich auf alles. Wer lehrte dies? R. Ḥija b. Abba erwiderte im Namen R. Joḥanans: Nicht R. Jehošua͑, denn es wird gelehrt: Wenn jemand sein Vermögen dem Heiligtume geweiht hat und darunter sich für den Altar geeignetes männliches und weibliches Vieh befindet, so sind, wie R. Elie͑zer sagt, die männlichen als Brandopfer und die weiblichen als Heilsopfer zu verkaufen, und der Erlös fällt mit dem übrigen Vermögen dem Tempelreparaturfonds zu. R. Jehošua͑ sagt, die männlichen sind selber als Brandopfer darzubringen$fn7 und die weiblichen als Heilsopfer zu verkaufen und für den Erlös Brandopfer darzubringen, und das übrige Vermögen fällt dem Tempelreparaturfonds zu. Er streitet somit gegen R. Ada b. Ahaba, denn R. Ada b. Ahaba sagte im Namen Rabhs: Bei einer Herde, die aus nur männlichen Tieren besteht, pflichtet auch R. Elie͑zer bei, daß niemand die Heiligung für den Altar läßt und für den Tempelreparaturfonds heiligt, sie streiten nur über eine Herde, die zur Hälfte aus männlichen und zur Hälfte aus weiblichen besteht; R. Elie͑zer ist der Ansicht, niemand teile sein Gelübde, und da die weiblichen keine Brandopfer sind, sind auch die männlichen keine Brandopfer, und R. Jehošua͑ ist der Ansicht, man teile$fn8 sein Gelübde. Manche haben folgende Fassung: R. Ada b. Ahaba sagte im Namen Rabhs: Hat jemand nur ein Vieh dem Heiligtum geweiht, so pflichtet auch R. Elie͑zer bei, daß niemand die Heiligung für den Altar läßt und für den Tempelreparaturfonds heiligt, sie streiten nur über den Fall, wenn damit noch anderes Vermögen vorhanden ist; R. Elie͑zer ist der Ansicht, niemand teile sein Gelübde, und da das übrige Vermögen kein Geheiligtes für den Altar ist, so ist auch das Vieh kein Geheiligtes für den Altar, und R. Jehošua͑ ist der Ansicht, man teile sein Gelübde. – [Wir haben gelernt:] Und ihr Erlös fällt mit dem übrigen Vermögen dem Tempelreparaturfonds zu. Erklärlich ist es nach der anderen Fassung, daß er lehrt: [fällt] mit dem übrigen Vermögen dem Tempelreparaturfonds zu, nach der ersten Fassung aber sollte er doch lehren: fällt dem Tempelreparaturfonds zu!? – Lies auch so: und ihr Erlös fällt dem Tempelreparaturfonds zu."
Temurah 31b:5,D<small>IE</small> H<small>EILIGUNG FÜR DEN</small> T<small>EMPELUEPARATURFONDS ERSTRECKT SICH AUF ALLES</small>. Was schließt dies ein? Rabina erwiderte: Dies schließt Späne und Laub ein$fn9.
Temurah 31b:6,"M<small>AN BEGEHT EINE</small> V<small>ERUNTREUUNG AN IHREN</small> E<small>RZEUGNISSEN</small>. Was schließt dies ein? R. Papa erwiderte: Dies schließt die Milch von Opfertieren und die Eier von Turteltauben$fn10ein. Wie gelehrt wird. Die Milch von Opfertieren und die Eier von Turteltauben darf man nicht nießbrauchen, jedoch begeht man an ihnen keine Veruntreuung. Dies gilt nur vom Geheiligten für den Altar, beim Geheiligten für den Tempelreparaturfonds aber begeht man, wenn man eine Henne geheiligt hat, eine Veruntreuung an ihrem Ei, und wenn eine Eselin, eine Veruntreuung an ihrer Milch. Und auch nach demjenigen, welcher sagt, man begehe eine Veruntreuung an Erzeugnissen [vom Geheiligten] für den Altar, gilt dies nur von Erzeugnissen, die für den Altar geeignet$fn11sind, an Erzeugnissen aber, die für den Altar nicht geeignet sind, begeht man keine Veruntreuung."
Temurah 31b:7,<sup>iii</sup>
Temurah 32a:1,"W<small>EDER</small> G<small>EHEILIGTES FÜR DEN</small> A<small>LTAR NOCH</small> G<small>EHEILIGTES FÜR DEN</small> T<small>EMPELREPARATURFONDS DARF MAN VON EINER</small> H<small>EILIGKEIT AUF EINE ANDERE</small> H<small>EILIGKEIT ABÄNDERN</small>$fn12, <small>WOHL ABER DARF MAN IHREN</small> S<small>CHÄTZUNGSWERT DEM</small> H<small>EILIGTUME GELOBEN ODER ALS</small> G<small>EBANNTES WEIHEN, UND WENN SIE</small>$fn13<small>VERENDEN, SIND SIE ZU BEGRABEN</small>. R. Š<small>IMO͑N SAGT</small>, G<small>EHEILIGTES FÜR DEN</small> T<small>EMPELREPARATURFONDS IST, WENN ES VERENDET, AUSZULÖSEN</small>."
Temurah 32a:2,"GEMARA. R. Hona sagte: Hat man für den Altar Geheiligtes als Gebanntes für die Priester erfassen lassen, so hat man nichts getan$fn14. – Aus welchem Grunde? – Die Schrift sagt:$fn15<i>alles Gebannte ist hochheilig für den Herrn</i>; alles, was vom Hochheiligen gebannt wird, bleibt heilig für den Herrn. Man wandte ein: Hat man für den Tempelreparaturfonds Geheiligtes erfassen$fn16lassen, einerlei ob als Geheiligtes für den Altar oder als Gebanntes für die Priester, so hat man nichts getan. Hat man für die Priester Gebanntes erfassen lassen, einerlei ob als Geheiligtes für den Altar oder als Geheiligtes für den Tempelreparaturfonds, so hat man nichts getan. Demnach ist, wenn man für den Altar Geheiligtes als Gebanntes für die Priester hat erfassen lassen, was man getan hat, gültig. Dies ist eine Widerlegung R. Honas!? – R. Hona kann dir erwidern: was er zurückläßt, ist folgendes: hat man für den Altar Geheiligtes für den Tempelreparaturfonds erfassen lassen, so ist, was man getan hat, gültig: wenn aber als Gebanntes für die Priester, so hat man nichts getan. – Sollte er es doch mit jenen lehren!? – Der Autor lehrt nur das, wobei zweierlei$fn17vorkommen kann, nicht aber das, wobei zweierlei nicht vorkommen kann. – Wir haben gelernt: Wohl aber darf man ihren Schätzungswert dem Geheiligten geloben [oder als Gebanntes weihen]. Doch wohl den Schätzungswert heiligen, für den Reparaturfonds, und als Gebanntes weihen, für die Priester!? – Nein, beides als Geheiligtes für den Tempelreparaturfonds, und es ist einerlei, ob man dabei den Ausdruck ‘Geheiligtes’ für den Tempelreparaturfonds oder den Ausdruck ‘Gebanntes’ für den Tempelrcparaturfonds gebraucht. – Aber es wird ja anders gelehrt!? In einer Barajtha wird nämlich gelehrt: Man darf den Schätzungswert von Geheiligtem für den Tempelreparaturfonds als Gebanntes für die Priester weihen. Ferner wird folgendes gelehrt: Hat man für den Altar Geheiligtes als Gebanntes für die Priester geweiht, so ist, was man getan, gültig. Dies ist eine Widerlegung R. Honas. Eine Widerlegung. – R. Hona bezieht sich ja aber auf einen Schriftvers!? U͑la erwiderte: Die Schrift sagt <i>Gebanntes</i> und <i>alles</i>$fn18<i>Gebannte</i>. – Kann U͑la dies denn gesagt haben, U͑la sagte ja, wenn jemand ein Brandopfer für den Tempelreparaturfonds"
Temurah 32b:1,"erfassen läßt, habe dies nur die Abhängigkeit von den Schatzmeister zur Folge$fn19!? – Tatsächlich rabbanitisch, und der Schriftvers ist nur wegen der Veruntreuung$fn20nötig. – Wozu ist wegen der Veruntreuung ein Schriftvers nötig, es heißt ja dabei <i>hochheilig</i>!? – Auch nach deiner Auffassung [ist ja folgendes einzuwenden:] R. Jannaj sagte: Die Veruntreuung ist in der Tora nur beim Brandopfer genannt, denn es heißt:$fn21<i>wenn jemand eine Veruntreuung begeht und sich versehentlich am Geheiligten des Herrn versündigt</i>, nur was für den Herrn allein bestimmt ist, hinsichtlich des Sündopfers und des Schuldopfers$fn22aber ist dies aus einer Lehre Rabbis zu entnehmen, denn es wird gelehrt: Rabbi sagte:$fn23<i>Alles Fett gehört dem Herrn</i>, dies schließt die Opferteile der minderheiligen Opfer hinsichtlich der Veruntreuung ein. Wozu ist nun der Schriftvers nötig, bei diesen heißt es ja$fn24<i>hochheilig</i>!? Bei diesen ist also, obgleich es bei ihnen <i>hochheilig</i> heißt, ein Schriftvers nötig, sie hinsichtlich der Veruntreuung einzuschließen, ebenso ist beim Gebannten, obgleich es dabei <i>hochheilig</i> heißt, ein Schriftvers nötig, es hinsichtlich der Veruntreuung einzuschließen."
Temurah 32b:2,"Der Text. Wenn jemand ein Brandopfer für den Tempelreparaturfonds heiligt, so hat es nur die Abhängigkeit von den Schatzmeistern zur Folge. Man wandte ein: Wenn jemand ein Brandopfer für den Tempelreparaturfonds heiligt, so darf er es nicht eher schlachten, als bis er es ausgelöst hat!? – Rabbanitisch. Dies ist auch einleuchtend, denn im Schlußsatze lehrt er: hat er übertreten und es geschlachtet, so ist, was er getan hat, gültig. – Wie ist, wenn rabbanitisch, der Schlußsatz zu erklären: und er begeht daran zwei$fn25Veruntreuungen; wieso begeht er, wenn rabbanitisch, zwei Veruntreuungen!? – Er meint es wie folgt: er sollte daran zwei Veruntreuungen begehen."
Temurah 32b:3,"W<small>ENN SIE VERENDEN, SIND SIE ZU BEGRABEN &amp;C</small>. R. Joḥanansagte: Nach den Rabbanan war sowohl Geheiligtes für den Altar als auch Geheiligtes für den Tempelreparaturfonds hinsichtlich des Hinstellens und Schätzens$fn26einbegriffen. Reš Laqiš aber sagte: Nach den Rabbanan war nur Geheiligtes für den Tempelreparaturfonds hinsichtlich des Hinstcllens und Schätzens einbegriffen, Geheiligtes für den Altar aber war hinsichtlich des Hinslellens und Schätzens nicht einbegriffen. Beide pflichten jedoch bei, daß nach R. Šimo͑n Geheiligtes für den Tempelreparaturfonds hinsichtlich des Hinstellens und Schätzens nicht einbegriffen war, und Geheiligtes für den Altar hinsichtlich des Hinstellens und Schätzens wohl einbegriffen war. Und beide stimmen überein, daß ein von früher her fehlerbehaftetes [Vieh] hinsichtlich des Hinstellens und Schätzens nicht einbegriffen war. – Wir haben gelernt: R. Šimo͑n sagt, Geheiligtes für den Tempelreparaturfonds ist, wenn es verendet, auszulösen. Erklärlich ist es nach R. Joḥanan, weicher sagt, nach den Rabbanan war sowohl das eine als auch das andere hinsichtlich des Hinstellens und Schätzens einbegriffen, daß R. Šimo͑n das Geheiligte für den Tempelreparaturfonds besonders zu nennen braucht, daß es, wenn es verendet, auszulösen sei. wozu aber braucht er nach Reš Laqiš es besonders zu nennen, er sollte doch sagen: verenden sie, so sind sie auszulösen$fn27!? – Reš Laqiš kann dir erwidern: R. Šimo͑n verstand den ersten Autor nicht und sprach zu ihm wie folgt: meinst du Geheiligtes für den Altar, so pflichte ich dir bei, Geheiligtes für den Tempelreparaturfonds aber ist, wenn es verendet, auszulösen. Übereinstimmend mit R. Joḥanan wird gelehrt:$fn28<i>Wenn irgend ein Vieh, wie man &amp;c. darbringen darf</i>; die Schrift spricht von fehlerbchafteten, die auszulösen sind. Du sagst, von fehlerbehafteten, vielleicht ist dem nicht so, sondern von einem unreinen Vieh? Wenn es heißt:$fn29<i>wenn vom unreinen Vieh, so löse er aus nach Schätzung</i>, so wird ja vom unreinen Vieh schon gesprochen, somit beziehe"
Temurah 33a:1,"ich die Worte: <i>wenn irgend ein Vieh, wie man davon ein Opfer für den Herrn nicht darbringen darf</i>, auf fehlerbehaftete, daß sie auzulösen sind. Man könnte glauben, sie seien auch wegen eines vorübergehenden Leibesfehlers auszulösen, so heißt es: <i>wie man davon nicht darbringen darf</i>, das überhaupt nicht dargebracht werden darf, ausgenommen ein solches, das heute nicht dargebracht werden darf, wohl aber morgen. Und der Allbarmherzige sagt, dabei sei das Hinstellen und Schätzen erforderlich."
Temurah 33a:2,"R. Gidel sagte im Namen Rabhs: Was ist der Grund des Reš Laqiš, welcher sagt, nach den Rabbanan sei Geheiligtes für den Tempelreparaturfonds hinsichtlich des Hinstellens und Schätzens einbegriffen, Geheiligtes für den Altar aber hinsichtlich des Hinstellens und Schätzens nicht einbegriffen? Die Schrift sagt:$fn30<i>und der Priester schätze es, ob gut oder schlecht</i>; was ist es, wobei zwischen gut und schlecht nicht unterschieden wird? Sage, das ist das Geheiligte für den Tempelreparaturfonds, und die Schrift sagt <i>es</i>, was Geheiligtes für den Altar ausschließt. – Was schließt nach R. Joḥanan das <i>es</i> aus? – Dies schließt das von früher her fehlerbehaftete aus. – Der Autor der Schule Levis sagt ja aber, auch, ein von früher her fehlerbehaftetes sei hinsichtlich des Hinstellens und Schätzens einbegriffen, denn Levi lehrte, alles war hinsichtlich des Hinstellens und Schätzens einbegriffen, auch ein von früher her fehlerbehaftetes, und ebenso lehrte Levi in seiner Barajtha, sogar Wild und Geflügel$fn31; es heißt ja <i>es</i>!? – Ein Einwand."
Temurah 33a:3,"R. Jehuda sagte im Namen Rabhs: Was ist der Grund des Reš Laqiš, welcher sagt: Geheiligtes für den Altar war hinsichtlich des Schätzens und Hinstellens einbegriffen, nicht aber war es das Geheiligte des Tempelreparaturfonds? Die Schrift sagt: <i>und der Priester schätze es, ob gut oder schlecht</i>; das Geheiligte für den Altar ist es, wobei zwischen gut und schlecht unterschieden wird, und die Schrift sagt <i>es</i>, das Geheiligte für den Tempelreparaturfonds auszuschließen. – Demnach sollte es doch heißen: zwischen gut und schiecht$fn32!? – Ein Einwand. Man wandte ein: Verenden sie fehlerfrei, so sind sie zu begraben, wenn fehlerbehaftet, so sind sie auszulösen. Diese Worte gelten nur vom Geheiligten für den Altar, Geheiligtes für den Tempelreparaturfonds aber ist, ob fehlerfrei oder fehlerbehaftet, zu begraben. R. Šimo͑n sagt, sowohl Geheiligtes für den Altar als auch Geheiligtes für den Tempelreparaturfonds sei fehlerfrei zu begraben und fehlerbehaftel auszulösen. Der Anfangsatz ist also eine Widerlegung R. Joḥanans!? – R. Joḥanan kann dir erwidern: hier wird von einem von früher her fehlerbehafteten gesprochen. Dies ist auch einleuchtend, denn wenn man sagen wollte, wenn die Heiligung vor dem Leibesfehler erfolgt ist, so sollte doch R. Šimo͑n hinsichtlich dieses Falles streiten. Vielmehr ist hieraus zu entnehmen, daß hier von einem von früher her fehlerbehafteten [gesprochen wird]. – Demnach wäre dies ja eine Widerlegung des Reš Laqiš!? – Reš Laqiš bezieht dies auf den Fall, wenn die Heiligung vor dem Leibesfehler erfolgt ist. – Demnach sollte doch R. Šimo͑n hinsichtlich dieses Falles streiten!? – Reš Laqiš wendet es um und erhebt folgenden Einwand$fn33aus einer anderen Mekhilta$fn34: Verenden sie, ob fehlerfrei oder fehlerbehaftet, so sind sie zu begraben. R. Šimo͑n sagt, fehlerfreie seien zu begraben, fehlerbehaftete seien auszulösen. Diese Worte$fn35gelten nur vom Geheiligten für den Tempelreparaturfonds, Opfertiere aber sind auszulösen. – Der Schlußsatz ist ja eine Widerlegung R. Joḥanans!? – R. Joḥanan kann dir erwidern: hier wird von einem von früher her fehlerbehafteten gesprochen. Dies ist auch einleuchtend, denn wenn man sagen wollte, wenn die Heiligung vor dem Leibesfehler erfolgt ist, so sollte doch R. Šimo͑n hinsichtlich dieses Falles streiten. – Demnach wäre dies ja eine Widerlegung des Reš Laqiš!? – Reš Laqiš kann dir erwidern: hier wird von dem Falle gesprochen, wenn die Heiligung vor dem Leibesfehler erfolgt ist. – Sollte doch R. Šimo͑n hinsichtlich dieses Falles streiten!? – Reš Laqiš kann dir erwidern: dem ist auch so, daß R. Šimo͑n streitet."
Temurah 33a:4,"R. Jirmeja sprach zu R. Zera: Nach Reš Laqiš, welcher sagt, nach den Rabbanan sei das für den Altar Geheiligte hinsichtlich des Hinstellens und Schätzens nicht einbegriffen, ist ja, da gelehrt wird, das für den Altar Geheiligte sei fehlerbehaftet auszulösen, was auf den Fall bezogen wird,"
Temurah 33b:1,"wenn die Heiligung vor dem Leibesfehler erfolgt ist, hieraus zu entnehmen, daß man Opfertiere auslöse, um sie Hunden zum Fressen zu geben. – Hier wird von dem Falle gesprochen, wenn man übertreten und es geschlachtet$fn36hat. Wie gelehrt wird: Alle Opfertiere, die einen Leibesfehler bekommen haben, die man geschlachtet hat, sind, wie R. Meír sagt, zu begraben, und wie die Weisen sagen, auszulösen."
Temurah 33b:2,"R. Jirmeja sprach zu R. Zera: Wieso sind nach R. Šimo͑n, welcher sagt, Geheiligtes für den Tempelreparaturfonds sei hinsichtlich des Hinsteilens und Schätzens nicht einbegriffen, fehlerfreie zu begraben? – Weil sie zur Darbringung geeignet sind. Wie gelehrt wird: Wenn jemand fehlerfreie [Tiere] für den Tempelreparaturfonds erfassen läßt, so sind sie, wenn sie ausgelöst werden, nur für den Altar auszulösen, denn alles, was für den Altar geeignet ist, kommt nie aus dem Besitze des Altars."
Temurah 33b:3,"R. Papa sprach zu Abajje, und wie manche sagen, zu Raba: Nach R. Joḥanan, der es auf ein von früher her fehlerbehaftetes bezieht, sind alle der Ansicht, das von früher her fehlerbehaftete sei hinsichtlich des Hinsteilens und Schätzens nicht einbegriffen. Etwa nicht, wir haben ja gelernt: Alle Opfertiere, die einen dauernden Leibesfehler vor ihrer Heiligung hatten und ausgelöst worden sind, sind pflichtig für die Erstgeburt und die Priestergaben, sie werden nach ihrer Auslösung profan zur Schur und zur Arbeit, ihre Jungen und ihre Milch sind erlaubt, wer sie außerhalb$fn37schlachtet, ist frei, sie können nicht umgetauscht werden, und wenn sie verenden, sind sie auszulösen. Hierzu sagte R. Jehuda im Namen Rabhs, dies sei die Ansicht R. Šimo͑ns, welcher sagt, Geheiligtes für den Altar war hinsichtlich des Hinstellens und Schätzens einbegriffen, Geheiligtes für den Tempelreparaturfonds war es nicht Wie wir gelernt haben: R. Šimo͑n sagt, für den Tempelreparaturfonds geheiligte [Tiere] seien, wenn sie verenden, auszulösen. Jedoch pflichtet R. Šimo͑n bei, daß ein von früher her fehlerbehaftetes auszulösen sei, denn die Schrift sagt$fn30<i>es</i>, und das <i>es</i> schließt das von früher her fehlerbehaftete aus. Die Weisen aber sagen, auch das von früher her fehlerbehaftete sei hinsichtlich des Hinstellens und Schätzens einbegriffen. Dieser erwiderte: Unter Weisen ist der Autor der Schule$fn38Levis zu verstehen. – Wieso heißt es demnach, dies sei die Ansicht R. Šimo͑ns, und nichts weiter, er sollte ja sagen, dies sei die Ansicht R. Šimo͑ns und seiner Gegner$fn39!? Dieser erwiderte: Er lehrt deshalb nicht demgemäß, weil Rabh der Ansicht des Reš Laqiš ist, welcher sagt, nach den Rabbanan sei Geheiligtes für den Tempelreparaturfonds hinsichtlich des Hinstellens und Schätzens einbegriffen, und Geheiligtes für den Altar sei es nicht. Im Anfangsatze$fn40Iehrt er: verenden sie, so sind sie auszulösen, und im Schlußsatze$fn41lehrt er: verenden sie, so sind sie zu begraben. Wenn du aber willst, sage ich: Rabh ist der Ansicht R. Joḥanans, und wenn du einwendest, er sollte ja sagen, dies sei die Ansicht R. Šimo͑ns und seiner Gegner, so lies auch demgemäß."
