Index Title,Yoma
Yoma 77a:1,"<sup>124</sup><i class=""footnote"">fn1595,Ib. V. 16.</i><i>und er brachte mich in den inneren Vorhof des Tempels des Herrn; da waren am Eingange des Tempels des Herrn, zwischen der Vorhalle und dem Altar, gegen fünfundzwanzig Mann, mit dem Rücken gegen den Tempel des Herrn und mit dem Gesichte gegen Osten gewendet, sie bückten sich nach Osten hin zur Sonne</i>. – Wenn es heißt: <i>mit dem Gesichte gegen Osten</i>, so weiß ich ja, daß mit dem Rücken gegen den Tempel des Herrn, und wenn es dennoch mit dem Rücken gegen den Tempel des Herrn heißt, so lehrt dies, daß sie sich entblößten und nach unten<sup>125</sup><i class=""footnote"">fn1596,Euphemistisch für oben, dh. gegen Gott.</i>gewendet sich entleerten. Der Heilige, gepriesen sei er, sprach zu Mikhaél<sup>126</sup><i class=""footnote"">fn1597,Dem Schutzengel Jisraéls.</i>: Mikhaél, dein Volk hat sich vergangen! Dieser sprach vor ihm: Herr der Welt, die Guten unter ihnen genügen ja! Er erwiderte: Ich verbrenne sie samt den Guten unter ihnen. Hierauf: <sup>127</sup><i class=""footnote"">fn1598,Ez. 10,2.</i><i>Da sprach er zum Manne, der in Linnen gekleidet war: Tritt hinein zwischen die Räder unterhalb des Kerubs, fülle deine Hände mit glühenden Kohlen aus dem Raume zwischen den Kerubim und streue sie über die Stadt. Da trat er vor meinen Augen hinein</i>. Hierauf:<sup>128</sup><i class=""footnote"">fn1599,Ib. V. 7.</i><i>Da langte der Kerub mit seiner Hand zwischen die Kerubim zum Feuer, das sich zwischen den Kerubim befand, hob welches auf und gab es dem in Linnen Gekleideten in die Hände; er nahm es und ging hinaus</i><sup>129</sup><i class=""footnote"">fn1600,Nach dem T. identisch mit dem Engel Gabriél im obigen Berichte Daniéls, u. dies der Bericht über sein Fortgehen aus der Umgebung Gottes.</i>."
Yoma 77a:2,"R. Ḥana b.Bizna sagte im Namen R. Šimo͑n des Gerechten: Würden nicht die Kohlen aus der Hand des Kerubs in die Hand des Gabriél ausgekühlt sein, so würde von den Feinden<sup>130</sup><i class=""footnote"">fn1601,Euphem. für Jisraél.</i>Jisraéls kein Rest und kein Entronnener zurückgeblieben sein, denn es heißt:<sup>131</sup><i class=""footnote"">fn1602,Ez. 9,11.</i><i>es brachte aber der in Linnen Gekleidete, der das Schreibzeug an seiner Lende hatte, Bescheid und sprach: Ich habe getan, wie du mir befohlen hast</i>."
Yoma 77a:3,"R. Joḥanan sagte: In jener Stunde führte man Gabriél hinter die Umfriedigung hinaus und versetzte ihm sechzig Feuerschläge, indem man zu ihm sprach: Hättest du [den Befehl] überhaupt nicht ausgeführt, so hättest du ihn nicht<sup>132</sup><i class=""footnote"">fn1603,Er könnte sich mit der Hoffnung auf eine Rücknahme der Strafe entschuldigen.</i>ausgeführt, wenn du ihn aber wohl ausgeführt hast, warum hast du nicht getan, wie man dir befohlen<sup>133</sup><i class=""footnote"">fn1604,Er sollte die Kohlen selber holen.</i>hat? Und ferner solltest du wissen, wo du ihn schon ausgeführt hast, daß man Unheil nicht<sup>134</sup><i class=""footnote"">fn1605,Er sollte nicht melden, daß er den Befehl ausgeführt hat.</i>meldet. Hierauf holte man Dubiél<sup>135</sup><i class=""footnote"">fn1606,Eigentl. Bärengott; die Perser werden im Talmud (cf. Qid. Fol. 72a) als Bären bezeichnet, auf die auch der Schriftvers Dan. 7,5 bezogen wird.</i> den Schutzengel der Perser, und setzte ihn an seiner Stelle ein, und dieser amtete einundzwanzig Tage. Das ist es, was geschrieben sleht:<sup>136</sup><i class=""footnote"">fn1607,Dan. 10,13.</i><i>der Schutzengel des persischen Reiches stand mir einundzwanzig Tage entgegen; und siehe, da kam mir Mikhaél, einer der oberen Fürsten, zu Hilfe, während ich im, Kampfe mit den Perserkönigen allein geblieben war</i>. Nachdem man ihm einundzwanzig Provinzen nebst dem Hafen Mašmahig gegeben hatte, sprach er: Schreibt mir Jisraél für die Kopfsteuer auf. Sie taten dies. – Schreibt mir die Gelehrten für die Kopfsteuer auf. Sie taten dies. Als dies unterzeichnet werden sollte, trat Gabriél hinter der Umfriedigung vor und sprach:<sup>137</sup><i class=""footnote"">fn1608,Ps. 127.2.</i><i>Es ist umsonst für euch, die ihr früh aufsteht, erst spät euch niederlegt und das Brot der Mühen eßt; ebenso gibt er es seinen Lieben im Schlafe</i>. – Was heißt: <i>ebenso gibt er es seinen Lieben im Schlafe</i>? R. Jiçḥaq erwiderte: Das sind die Frauen der Schriftgelehrten, die auf dieser Welt ihren Schlaf<sup>138</sup><i class=""footnote"">fn1609,Das W. <span dir=""rtl"">ידידז</span> wird wohl von <span dir=""rtl"">נדד</span> <i>weichen, scheuchen</i>, hergeleitet.</i>verscheuchen, und der zukünftigen Welt teilhaftig werden. – Man beachtete ihn aber nicht. Da sprach er vor ihm: Herr der Welt, wenn alle Weisen der weltlichen Völker auf einer Wagschale sein würden und der Liebling Daniél auf der anderen Wagschale, würde er sie nicht aufwiegen!? Darauf sprach der Heilige, gepriesen sei er: Wer ist es, der meine Kinder verteidigt? Sie erwiderten ihm: Herr der Welt, es ist Gabriél. Da sprach er: Er komme herein. Wie es heißt: <sup>139</sup><i class=""footnote"">fn1610,Dan. 10,12.</i><i>ich bin wegen deiner Worte gekommen</i>. (Da befahl er, daß er hereinkomme.) Als sie ihn hineinführten und er Dubiél das Dokument in der Hand halten sah, wollte er es ihm entreißen, dieser aber verschluckte es. Manche sagen, es war nur geschrieben und nicht unterzeichnet, manche sagen, es war auch unterzeichnet, nur sei beim Herunterschlucken [die Unterschrift] verwischt worden. Deshalb gibt es im Königreiche Persien manchen, der Kopfsteuer zahlen, und manchen, der keine Kopfsteuer zahlen muß.<sup>140</sup><i class=""footnote"">fn1611,Ib. V. 20.</i><i>Und wie ich ausziehe, siehe, da ist der Schutzengel Griechenlands</i>. Er schrie und schrie, doch niemand beachtete ihn."
Yoma 77a:4,"Wenn du aber sagen willst, sage ich: aus folgendem ist zu entnehmen, daß [die Unterlassung des] Waschens eine Kasteiung ist; es heißt:<sup>141</sup><i class=""footnote"">fn1612,iReg. 2,26.</i><i>dem Priester Ebjathar aber befahl der König: Begib dich nach A͑nathoth auf dein Landgut, denn du hast den Tod verdient. Aber heute will ich dich nicht töten, weil du die Lade des Herrn vor meinem Vater getragen und dich gleich mit meinem Vater kasteiet hast</i>. Und von David heißt es:<sup>142</sup><i class=""footnote"">fn1613,iiSam. 17.29.</i><i>denn sie dachten: das Volk in der Steppe ist hungrig, erschöpft und durstig</i>. Hungrig an Brot, durstig an Wasser, woran erschöpft? Doch wohl [die Entbehrung] des Badens. – Vielleicht [die Entbehrung] des Schuhzeugs!? Vielmehr, erklärte R. Jiçḥaq, aus folgendem:<sup>143</sup><i class=""footnote"">fn1614,Pr. 25,25.</i><i>wie kaltes Wasser auf die müde Seele</i>. – Vielleicht [die Entbehrung] des Trinkens!? – Heißt es denn: in die müde Seele, es heißt ja: auf die müde Seele."
Yoma 77a:5,"Woher dies von [der Entbehrung des] Sandalenanziehens? – Es heißt:<sup>144</sup><i class=""footnote"">fn1615,iiSam. 15,30.</i><i>David aber stieg den Ölberg hinan, im Gehen weinend und mit verhülltem Haupte, und zwar ging er barfuß</i>; doch wohl barfuß [ohne] Sandalen. – Vielleicht [ohne] Pferd und Peitsche!? Vielmehr, erklärte R. Naḥman b. Jiçḥaq, aus folgendem:<sup>145</sup><i class=""footnote"">fn1616,Jes. 20,2.</i><i>wohlan, tue das härene Gewand von deinen Hüften ab und ziehe deine Schuhe von deinen Füßen</i>, und darauf folgt:<sup>145</sup><i class=""footnote"">fn1614,Pr. 25,25.</i><i>er tat also, daß er nackt und barfuß einherging</i>; doch wohl barfuß [ohne] Sandalen. – Vielleicht aber in geflickten Schuhen, denn wenn du nicht so erklären wolltest, müßte man auch unter ‘nackt’ vollständig nackt verstehen!? Vielmehr [ist zu verstehen:] in zerschlissenen Kleidern, ebenso auch: in geflickten Schuhen!? – Vielmehr, erklärte R. Naḥman b. Jiçḥaq, aus folgendem:<sup>146</sup><i class=""footnote"">fn1617,Jer. 2,25.</i><i>bewahre deinen Fuß vor Barfäßigkeit und deine Kehle vor Durst</i>; bewahre deinen Fuß vor der Sünde, damit dein Fuß nicht zur Barfüßigkeit komme, bewahre deine Zunge vor sündhaftem [Gerede], damit deine Kehle nicht zu dursten brauche."
Yoma 77a:6,"Woher, daß die [Entbehrung des] Beischlafes eine Peinigung heiße? – Es heißt:<sup>147</sup><i class=""footnote"">fn1618,Gen, 31,50.</i><i>wenn du etwa meine Töchter peinigen und noch Weiber</i>"
Yoma 77b:1,"<i>hinzunehmen wolltest</i>; wenn du peinigen wolltest, durch Verweigerung des Beischlafes, wenn du hinzunehmen wolltest, durch Nebenbuhlerinnen. – Vielleicht beides durch Nebenbuhlerinnen<sup>148</sup><i class=""footnote"">fn1619,Der zweite Satz wäre also eine Erklärung des ersten.</i>!? – Heißt es etwa: hinzunehmen wolltest, es heißt ja: und hinzunehmen wolltest. – Vielleicht beides durch Nebenbuhlerinnen, nur bezieht sich eines auf die Nebenbuhlerschaft untereinander<sup>149</sup><i class=""footnote"">fn1620,Daß er nicht die eine oder gar die Mägde bevorzuge.</i>und eines auf hinzukommende [Nebenbuhlerinnen, die Peinigungen] würden also einander gleichen!? – Heißt es etwa: wenn du nehmen und peinigen wolltest<sup>150</sup><i class=""footnote"">fn1621,Zuerst müßte ja das Schlimmere, das Nehmen anderer Frauen, genannt werden.</i>, es heißt ja: wenn du peinigen und nehmen wolltest. R. Papa sprach zu Abajje: Der Beischlaf selbst wird ja ‘Peinigung’ genannt, wie es heißt:<sup>151</sup><i class=""footnote"">fn1622,Gen. 34,2.</i><i>er schlief hei ihr und peinigte sie</i>!? Dieser erwiderte: Er peinigte sie durch andere Beschlafungen<sup>152</sup><i class=""footnote"">fn1623,Wahrsch. widernatürliche; so nach anderen Lesarten (<span dir=""rtl"">בביאזת</span>). Unsere Texte haben <span dir=""rtl"">מביאזת</span>, durch Verweigerung weiterer Beschlafungen; nach den Erklärern, er habe sie bei sich gehalten, ohne ihr, wenn sie danach verlangte, beizuwohnen.</i>."
Yoma 77b:2,"Die Rabbanan lehrten: Man darf einen Teil des Körpers ebensowenig waschen, wie den ganzen Körper; wenn jemand aber mit Lehm und Kot beschmutzt ist, so wasche er sich wie gewöhnlich, ohne Bedenken. Man darf einen Teil des Körpers ebensowenig salben, wie den ganzen Körper; wenn jemand aber krank ist oder Ausschläge auf dem Kopfe hat, so salbe er sich wie gewöhnlich, ohne Bedenken. In der Schule Menašes wurde gelehrt: R. Šimon b.Gamliél sagte, eine Frau dürfe, ohne Bedenken, eine Hand im Wasser abspülen und einem Kinde Brot geben. Man erzählt von Šammaj dem Älteren, daß er nicht mit einer Hand [einem Kinde] zu essen reichen wollte, und sie geboten ihm, mit beiden Händen zu reichen. – Aus welchem Grunde? Abajje erwiderte: Wegen der Šibta<sup>153</sup><i class=""footnote"">fn1624,Name eines bösen Geistes, der an den Fingerspitzen haftet, solange man sie morgens nicht gewaschen hat, od. einer Krankheit, die durch die Berührung von Speisen mit ungewaschenen Fingern von diesem bösen Geiste herrührt.</i>."
Yoma 77b:3,"Die Rabbanan lehrten: Wer seinen Vater, seinen Lehrer oder sonst einen bedeutenderen als er selbst empfangen geht, darf ohne Bedenken bis an den Hals in Wasser gehen. Sie fragten: Wie ist es, wenn ein Lehrer seinen Schüler [empfangen geht]? – Komm und höre: R. Jiçḥaq b.R. Ḥana erzählte, er habe gesehen, wie Zee͑ri zu seinem Schüler R. Ḥija b.Aši ging. R. Aši sagte: Es war R. Ḥija b.Aši, der zu seinem Lehrer Zee͑ri ging. Raba erlaubte den Leuten von E͑ber lamina über ein Gewässer zu gehen, um Früchte zu bewachen. Abajje sprach zu Raba: Es gibt eine Lehre als Stütze für dich: Obstwächter dürfen ohne Bedenken bis an den Hals ins Wasser gehen. R. Joseph erlaubte den Leuten von Be Tarbe<sup>154</sup><i class=""footnote"">fn1625,Nach Raschi zur Stelle Name eines Dorfes, Beza Fol. 23b aber: Name einer Familie; manche lesen <span dir=""rtl"">בי רב</span>, den Jüngern.</i>, über ein Gewässer zu gehen, um zum Vortrage zu kommen; heimzukehren erlaubte er ihnen aber nicht. Abajje sprach zu ihm: Demnach legst du ihnen ein Hindernis für die Zukunft. Manche erzählen: Er erlaubte ihnen zu kommen und er erlaubte ihnen heimzukehren; da sprach Abajje zu ihm: Allerdings zu kommen, wieso aber heimzukehren!? – Um ihnen kein Hindernis für die Zukunft zu legen."
Yoma 77b:4,"R. Jehuda und R. Šemuél b.R. Jehuda standen am Ufer des Papaflusses vor der Fähre von Ḥaçdad und Rami b. Papa stand auf der anderen Seite; da rief er ihnen zu: Darf ich zu euch hinübergehen, um euch über eine Lehre zu befragen? R. Jehuda erwiderte ihm: Rabh und Šemuél sagten beide, man dürfe hinübergehen, nur nicht die Hand unter den Saum des Rockes schieben<sup>155</sup><i class=""footnote"">fn1626,Dh. man darf das Ende des Rockes nicht hochheben, weil man dann am Versöhnungstage tragen würde.</i>. Manche sagen, R. Šemuél b.R. Jehuda erwiderte: Es wird gelehrt, man dürfe hinübergehen, nur nicht die Hand unter den Saum des Rockes schieben. R. Joseph wandte ein: Ist dies denn selbst am Wochentage erlaubt, es heißt ja:<sup>156</sup><i class=""footnote"">fn1627,Ez. 47,3.</i><i>er maß tausend Ellen und führte mich durch das Wasser bis an die Knöchel</i>, hieraus, daß man [durch ein Wasser] bis an die Knöchel gehen dürfe; <sup>157</sup><i class=""footnote"">fn1628,Ib. V. 4.</i><i>er maß tausend [Ellen] und führte mich durch ein Wasser bis an die Kniee</i>, hieraus, daß man [durch ein Wasser] bis an die Kniee gehen dürfe;<sup>157</sup><i class=""footnote"">fn1626,Dh. man darf das Ende des Rockes nicht hochheben, weil man dann am Versöhnungstage tragen würde.</i><i>er maß tausend [Ellen] und führte mich durch ein Wasser bis an die Hüften</i>, hieraus, daß man [durch ein Wasser] bis an die Hüften gehen dürfe; tiefer aber [nicht, denn es heißt]:<sup>158</sup><i class=""footnote"">fn1629,Ib. V. 5.</i><i>er maß noch tausend [Ellen], da war es ein Strom, den ich nicht durchschreiten konnte</i>!? Abajje erwiderte: Anders ist ein Strom, dessen Wasser reißend ist. Man könnte glauben, man dürfe einen solchen schwimmend überschreiten, so heißt es:<sup>158</sup><i class=""footnote"">fn1627,Ez. 47,3.</i><i>denn das Wasser war zu hoch, als daß man es durchschwimmen könnte</i>. – Was heißt <i>saḥu</i>? – Schwimmen, denn den Schwimmer nennt man Sajaḥa. Man könnte glauben, man dürfe einen solchen in einem kleinen Boote überschreiten, so heißt es:<sup>159</sup><i class=""footnote"">fn1630,Jes. 33,21.</i><i>kein Ruderboot durchfährt ihn</i>, Man könnte glauben, man dürfe ihn in einem großen Boote überschreiten, so heißt es:<sup>159</sup><i class=""footnote"">fn1628,Ib. V. 4.</i><i>und kein stolzes Schiff durchschreitet ihn</i>. – Wieso geht dies hieraus hervor? – Nach der Übertragung R. Josephs: Kein Fischerboot fährt auf ihm und kein großes Boot durchschneidet ihn. R. Jehuda b.Pazi sagte: Auch der Todesengel hat nicht die Befugnis, über einen solchen zu gehen, denn hier heißt es: <i>kein Ruderboot [šajiṭ] durchfährt ihn</i>, und dort<sup>160</sup><i class=""footnote"">fn1631,Beim Satan, mit dem Todesengel identisch, Ij. 1,7.</i>heißt es: <i>von einem Streifzuge [šuṭ] auf der Erde</i>."
Yoma 77b:5,"R. Pinḥas sagte im Namen R. Honas aus Sepphoris: Der Quellstrom, der aus dem Allerheiligsten hervorkam, glich beginnend den Fühlhörnern der Heuschrecken, an der Tür des Tempels glich er einem Kettenfaden, an der Vorhalle glich er einem Einschlagfaden und an der Tür des Vorhofes glich er einer kleinen Gießkanne. Das ist es, was wir gelernt haben: R. Elie͑zer b.Ja͑qob sagte: Da sprudelte das Wasser, das"
Yoma 78a:1,"dereinst unter der Schwelle des Hauses hervorquellen wird. Von da ab nahm er zu und stieg an, bis er die Tür des Davidischen Hauses<sup>161</sup><i class=""footnote"">fn1632,Dh. die Jerušalemische Stadtmauer.</i>erreichte, und an der Tür des Davidischen Hauses war er ein reißender Strom, in dem männliche und weibliche Flußbehaftete und Wöchnerinnen badeten, wie es heißt:<sup>162</sup><i class=""footnote"">fn1633,Zach. 13,1.</i>an <i>jedem Tage wird dem Hause Davids und den Bewohnern Jerušalems eine Quelle zur [Abwaschung von] Sünden und Menstruation eröffnet werden</i>. R. Joseph sagte: Hieraus ist eine Andeutung zu entnehmen, daß eine Menstruierende [beim Untertauchen] bis an den Hals im Wasser sitzen müsse. Die Halakha ist aber nicht wie er. – Allerdings am Versöhnungstage, an dem man keine Sandalen anhat, wie ist es aber am Šabbath, an dem man Sandalen<sup>163</sup><i class=""footnote"">fn1634,Wenn diese abgleiten, könnte man veranlaßt werden, sie am Š. in der Hand zu tragen.</i>anhat? R. Neḥemja, der Schwiegersohn des Exilarchen, erwiderte: Ich sah, wie R. Ami und R. Asi, als sie an einen Wassergraben herankamen, ihn in [Schuhen] überschritten. – Allerdings in Schuhen, wie verhält es sich aber mit den Sandalen<sup>164</sup><i class=""footnote"">fn1635,Die nicht so fest wie Schuhe sitzen.</i>? R. Reḥumi erwiderte: Ich sah, wie Rabina in solchen [über ein Gewässer] ging. R. Aši sagte: Von vornherein darf man es in Sandalen nicht."
Yoma 78a:2,"Einst traf der Exilarch in Hagron ja bei R. Nathan<sup>165</sup><i class=""footnote"">fn1636,Bei dem er den Šabbath verbrachte.</i>ein; Raphram und alle Rabbanan kamen zu seinem Vortrage, Rabina aber kam nicht. Am folgenden Tage wollte Raphram den Rabina aus den Gedanken des Exilarchen schlagen<sup>166</sup><i class=""footnote"">fn1637,Dh. ihn beim Exilarchen entschuldigen.</i>und fragte ihn: Weshalb kam der Meister nicht zum Vortrage? Dieser erwiderte: Ein Fuß schmerzte mich. – So solltest du Schuhe anziehen. – Es war der Fußrücken. – So solltest du Sandalen anziehen. – Auf dem Wege befindet sich ein Wassergraben. – So solltest du ihn [in Sandalen] überschreiten. Dieser erwiderte: Hält denn der Meister nichts von dem, was R. Aši gesagt hat, daß man es in Sandalen von vornherein nicht dürfe!?"
Yoma 78a:3,"Jehuda b.Grogroth<sup>167</sup><i class=""footnote"">fn1638,Möglicherweise ist G. Beiname, zumal an manchen Stellen das <span dir=""rtl"">בר</span> fehlt.</i>lehrte: Es ist verboten, am Versöhnungstage auf Lehm zu sitzen. R. Jehošua b.Levi sagte: Auf feuchtem. Abajje sagte: Nur wenn man sich zu befeuchten beabsichtigt."
Yoma 78a:4,"R. Jehuda sagte: Man darf sich an Früchten kühlen. R. Jehuda kühlte sich an einem Kürbis; Rabba kühlte sich an Gurken; Raba kühlte sich an einem silbernen Becher. R.Papa sagte: An einem silbernen Becher ist es, wenn er voll ist, verboten, wenn er nicht voll ist, erlaubt; an einem irdenen aber ist es in beiden Fällen verboten, weil er [Flüssigkeit] ausschwitzt. R. Papa sagte: An einem silbernen Becher ist es verboten, auch wenn er nicht voll ist, weil er [aus der Hand] gleiten<sup>168</sup><i class=""footnote"">fn1639,So nach Raschi; nach anderen: das Wasser könnte [durch eine Bewegung] ausspritzen.</i>kann."
Yoma 78a:5,"Zee͑ra b.Ḥama war der Wirt von R. Ami, R. Aši, R. Jehošua͑ b.Levi und allen übrigen Rabbanan von Cäsarea. Einst sprach er zu R. Joseph, dem Sohne des R. Jehošua͑ b.Levi: Gelehrtensohn, komm, ich will dir eine schöne Gepflogenheit von deinem Vater erzählen: Am Vorabende des Versöhnungstages tauchte er ein Tuch in Wasser und ließ es ein wenig trocknen und am nächsten Morgen rieb er damit Hände und Füße ab. Am Vorabend des Neunten Ab tauchte er ein solches in Wasser, und am folgenden Morgen fuhr er damit über die Augen, Ebenso erzählte Rabba b.Mari, als er kam: Am Vorabend des neunten Ab holte man ihm ein Tuch das er in Wasser tauchte und unter das Kopfende [des Bettes] legte, und am folgenden Morgen rieb er damit Gesicht, Hände und Füße ab. Am Vorabend des Versöhnungstages holte mah ihm ein Tuch, das er in Wasser tauchte und ein wehig trocknen ließ, und am folgenden Morgen fuhr er damit über die Augen. R. Jaqo͑b sprach zu R. Jirmeja b.Taḥlipha: Du hast uns dies entgegengesetzt<sup>169</sup><i class=""footnote"">fn1640,Daß er es am Versöhnungstage nicht troctnen ließ.</i>erzählt, und wir wandten ein: er drückte ja [das Wasser] aus<sup>170</sup><i class=""footnote"">fn1641,Bei der Benutzung, was am V. verboten ist.</i>."
