Index Title,Chagigah
Chagigah 16b:2,"GEMARA. Die Rabbanan lehrten: Die drei von den ersten Paaren, die sagen, man stütze nicht, und die zwei von den letzten Paaren, die sagen, man stütze wohl, waren Fürsten, und die anderen waren Gerichtsoberhäupter – so R. Meír; die Weisen sagen, Jehuda b. Ṭabaj war Gerichtsoberhaupt und Šimo͑n b. Šaṭaḥ war Fürst. – Wer ist der Autor der folgenden Lehre der Rabbanan: Jehuda b. Ṭabaj sagte: Ich will [keinen]$fn218Trost sehen, wenn ich nicht einen Falschzeugen hinrichten ließ, als Kundgebung gegen die Saduzäer, die sagen, Falschzeugen$fn219werden nur dann hingerichtet, wenn [durch ihre Aussage] der Angeklagte bereits hingerichtet worden$fn220ist. Darauf sprach Šimo͑n b. Šaṭaḥ zu ihm: Ich will [keinen] Trost sehen, wenn du nicht unschuldiges Blut vergossen hast. Die Weisen sagten nämlich, Falschzeugen werden nur dann hingerichtet, wenn beide als solche überführt worden sind, erhalten nur dann Geißelhiebe, wenn beide als solche überführt worden sind, und zahlen nur dann, wenn beide als solche überführt worden sind. Darauf nahm Jehuda b. Ṭabaj auf sich, nur in Gegenwart des Šimo͑n b. Šaṭaḥ eine Rechtsfrage zu entscheiden. Während seines ganzen Lebens pflegte Jehuda b. Ṭabaj sich auf das Grab dieses Hingerichteten niederzuwerfen. Das Volk hörte dann eine Stimme und glaubte, es sei die Stimme des Hingerichteten; da sprach er zu ihnen: Es ist meine Stimme; morgen sollt ihr sehen, daß er tot ist, indem ihr seine Stimme nicht mehr hören werdet. R. Aḥa, Sohn des Raba, sprach zu R. Aši : Vielleicht bat er ihn um Verzeihung, oder er lud ihn vor Gericht!? Einleuchtend ist es nun nach R. Meír, welcher sagt, Šimo͑n b. Šaṭaḥ war Geriehtsoberhaupt und Jehuda b. Ṭabaj war Fürst, daß er vor Šimo͑n b. Šaṭaḥ Rechtsfragen zu entscheiden pflegte; aber sollte denn nach den Rabbanan, welche sagen, Jehuda b. Ṭabaj war Gerichtsoberhaupt und Šimo͑n b. Šaṭaḥ war Fürst, das Gerichtsoberhaupt Rechtsfragen vor dem Fürsten entscheiden!? – Nein, unter ‘nahm auf sich’ ist zu verstehen, auch nicht mitzuzählen$fn221."
Chagigah 16b:3,"A<small>LS ABER</small> M<small>ENAḤEM AUSSCHIED UND</small> Š<small>AMMAJ EINTRAT</small> &amp;<small>C</small>. Die Rabbanan lehrten: Menaḥem schied aus und Šammaj trat ein. – Wo ging$fn222er hin? Abajje erwiderte: Er artete aus. Raba erwiderte: Er trat in königlichen Dienst ein. Ebenso wird auch gelehrt: Menaḥem trat in königlichen Dienst ein, und mit ihm traten auch achtzig Paare in Seide gekleidete Schüler ein."
Chagigah 16b:4,"R. Šamen b. Abba sagte im Namen R. Joḥanans: [Die Verbote] des Feierns sollen nicht gering sein in deinen Augen. Das Stützen ist ja [am Feste] nur des Feierns wegen verboten, und doch stritten darüber die Größten des Zeitalters. – Selbstverständlich!? – Sogar bei [der Ausübung] eines Gebotes. – Auch dies ist ja selbstverständlich!? – Um die Ansicht desjenigen auszuschließen, welcher sagt, sie streiten um das Stützen$fn223selbst ; er lehrt uns, daß sie über das Feiern streiten."
Chagigah 16b:5,"Rami b. Ḥama sagte: Hieraus ist zu entnehmen, daß das Stützen mit der ganzen Kraft erfolgen müsse, denn wenn man sagen wollte, es brauchte nicht mit der ganzen Kraft zu erfolgen, so sollte man doch stützen, da man dabei nichts tut. Man wandte ein :$fn224<i>Sprich zu den Söhnen JIsraels &amp;c</i>. <i>er soll stützen;</i> nur die Söhne Jisraéls stützen, nicht aber stützen die Töchter Jisraéls; R. Jose und R. Jišma͑él sagen, auch die Töchter Jisraéls dürfen stützen. R. Jose sagte : Abba Elea͑zar erzählte mir, daß sie einst ein Kalb als Heilsopfer hatten und es nach dem Frauenvorhofe brachten, wo die Frauen darauf [die Hände] stützten ; nicht etwa, weil das Stützen durch Frauen erfolgen darf, sondern um den Frauen eine Annehmlichkeit zu bereiten. Sollte man denn, wenn du sagen wolltest, das Stützen müsse mit der ganzen Kraft erfolgen, Frauen zum Opferdienste zulassen, um ihnen eine Annehmlichkeit zu bereiten!? Hieraus ist also zu entnehmen, daß es nicht mit der ganzen Kraft zu erfolgen brauche. – Tatsächlich, kann ich dir erwidern, muß es mit der ganzen Kraft erfolgen, nur wies man dann [die Frauen] an, die Hände schwebend zu halten. – Wozu begründet er demnach: nicht etwa weil das Stützen durch Frauen erfolgen darf, es ist ja schon der Umstand ausreichend, daß dies gar kein Stützen war!? R.Ami erwiderte: Erstens und zweitens: erstens war dies gar kein Stützen, und zweitens, um den Frauen eine Annehmlichkeit zu bereiten."
Chagigah 16b:6,"R. Papa sagte: Hieraus ist zu entnehmen, daß [die Tätigkeit]$fn225auch seitlich$fn226verboten ist, denn wenn man sagen wollte, es sei seitlich erlaubt, so sollte man doch stützen, da es seitlich erfolgt. Vielmehr ist hieraus zu entnehmen, daß es auch seitlich verboten ist. R. Aši sagte:"
Chagigah 17a:1,"Du kannst auch sagen, daß es seitlich erlaubt ist, denn was mit dem Rücken gleich [hoch] ist, gleicht dem Rücken$fn227."
Chagigah 17a:2,"<sup>iii</sup> <b>D</b><small>IE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, MAN BRINGE</small> [<small>AM</small> F<small>ESTE</small>] H<small>EILSOPFER DAR UND STÜTZE NICHT, JEDOCH KEINE</small> B<small>RANDOPFER; DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, MAN BRINGE</small> H<small>EILSOPFER UND</small> B<small>RANDOPFER DAR UND STÜTZE AUCH</small> <sup>iv</sup>. F<small>ÄLLT DAS</small> W<small>OCHENFEST AUF DEN</small> V<small>ORABEND DES</small> Š<small>ABBATHS, SO FINDET DER</small> S<small>CHLACHTTAG, WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, NACH DEM</small> Š<small>ABBATH STATT; DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, ES GEBE</small> (<small>NACH DEM</small> Š<small>ABBATH</small>) <small>KEINEN</small> S<small>CHLACHTTAG</small>$fn228. S<small>IE PFLICHTET JEDOCH BEI, DASS, WENN ES AUF EINEN</small> Š<small>ABBATH FÄLLT, DER</small> S<small>CHLACHTTAG AM FOLGENDEN</small> T<small>AGE STATTFINDE.</small> D<small>ER</small> H<small>OCHPRIESTER LEGT</small> [<small>AN DIESEM</small>] <small>KEINE</small> A<small>MTSKLEIDER AN, AUCH SIND</small> T<small>RAUER UND</small> F<small>ASTEN ERLAUBT, ALS</small> K<small>UNDGEBUNG GEGEN DIEJENIGEN, WELCHE SAGEN, DAS</small> W<small>OCHENFEST FOLGE UNMITTELBAR AUF DEN</small> Š<small>ABBATH</small>."
Chagigah 17a:3,"GEMARA. [R. Elea͑zar sagte im Namen] R. Oša͑jas: Woher, daß [das Festopfer des] Wochenfestes sieben Tage nachgeholt werden kann? Es heißt:$fn229<i>am Pesaḥfeste, am Wochenfeste und am Hüttenfeste;</i> er vergleicht das Wochenfest mit dem Pesaḥfeste: wie es am Pesaḥfeste innerhalb der sieben Tage nachgeholt werden kann, ebenso kann es am Wochenfeste sieben Tage nachgeholt werden. – Sollte er es dem Hüttenfeste gleichstellen: wie es am Hüttenfeste acht Tage nachgeholt werden kann, ebenso am Wochenfeste acht Tage!? – Der achte Tag ist ein Fest für sich. – Allerdings ist der achte Tag ein Fest für sich hinsichtlich des Loses$fn230, des Zeitsegens, des Festes, des Opfers, des Tempelgesanges und des Segens, hinsichtlich der Nachholung aber stimmen ja alle über ein, daß er eine Fortsetzung des ersten [Tages] sei!? Wir haben nämlich gelernt: Wer das Festopfer am ersten Tage des Hüttenfestes nicht dargebracht hat, bringe es während des ganzen Festes dar, auch am letzten Festtage. – Ergreifst du viel, so hast du nichts ergriffen, ergreifst du wenig, so hast du es ergriffen. – Wozu wiederholt der Allbarmherzige das Hüttenfest? – Um es mit dem Pesaḥfeste zu vergleichen: wie am Pesaḥfeste das Übernachten [in Jerušalem] erforderlich ist, ebenso ist am Hüttenfeste das Übernachten erforderlich"
Chagigah 17b:1,". – Woher wissen wir dies von diesem selbst? – Es heißt:$fn231<i>und am anderen Morgen sollst du dich auf den Weg machen und heimkehren.</i> – Wir haben gelernt: Fällt das Wochenfest auf den Vorabend des Šabbaths, so findet der Schlachttag, wie die Schule Šammajs sagt, nach dem Šabbath statt; die Schule Hillels sagt, es gebe keinen Schlachttag. Doch wohl überhaupt keinen Schlachttag$fn232!? – Nein, es gibt keinen bestimmten Schlachttag. – Sie lehrt also, daß man am [Feste] selbst Opfer darbringe, und hierüber streiten sie ja bereits einmal!? Wir haben nämlich gelernt: Die Schule Šammajs sagt, man bringe Heilsopfer dar und stütze nicht, jedoch keine Brandopfer; die Schule Hillels sagt, man bringe Heilsopfer und Brandopfer dar und stütze auch!? – Beides ist nötig. Würde er nur das eine gelehrt haben, so könnte man glauben, die Schule Šammajs vertrete nur in diesem Falle ihre Ansicht, weil [das Schlachten] am folgenden Tage möglich ist, in jenem aber pflichte sie der Schule Hillels bei. Würde er nur das andere gelehrt haben, so könnte man glauben, nur in diesem Falle vertrete die Schule Hillels ihre Ansicht, weil [das Schlachten] am folgenden Tage nicht möglich ist, in jenem Falle aber pflichte sie der Schule Šammajs bei. Daher ist beides nötig. – Komm und höre: Wer an den sieben Tagen des Pesaḥfestes, an den acht Tagen des Hüttenfestes und am Wochenfeste das Festopfer nicht dargebracht hat, bringe es nicht mehr dar. Doch wohl am Wochenfeste selbst!? – Nein, am Schlachttage. – Demnach ist ja hieraus zu entnehmen, daß es einen [bestimmten] Schlachttag gebe!? – Lies: an den Schlachttagen. Komm und höre: Rabba b. Šemuél lehrte: Die Tora sagt, man zähle die Tage und weihe den Neumond, man zähle die Tage und weihe das Wochenfest; wie der Neumondstag an einem der Gezählten$fn233, ebenso das Wochenfest an einem der Gezählten. Wahrscheinlich ist vom Neumondstage auf das Wochenfest zu folgern: wie [das Opfer des] Neumonds nur einen Tag [Zeit hat], ebenso auch [das Opfer des] Wochenfestes nur einen Tag!? Raba erwiderte: Meinst du: werden denn beim Wochenfeste nur die Tage und nicht auch Wochen gezählt!? Abajje sagte ja, es sei Gebot, die Tage zu zählen, denn es heißt:$fn234<i>ihr sollt fünfzig Tage zählen</i>, und es sei Gebot, die Wochen zu zählen, denn es heißt :$fn235<i>sieben Wochen sollst du dir zählen.</i> Ferner heißt es ja auch ‘Wochenfest’!?"
Chagigah 17b:2,"In der Schule des R. Elie͑zer b. Ja͑qob wurde gelehrt: Die Schrift sagt: $fn236<i>ihr sollt [ein Fest] ausrufen,</i> und:$fn237<i>wenn ihr aberntet;</i> welches ist das Fest, an dem du ausrufst und erntest? Das ist das Wochenfest Wann: wollte man sagen, am Feste selbst, so ist ja das Ernten am Feste nicht erlaubt; doch wohl an den Ersatz[tagen]$fn238. Und obgleich die Lehre R. Elea͑zars im Namen R. Oša͑jas gelehrt wurde, ist auch die des R. Elie͑zer b. Ja͑qob nötig. Aus der Lehre R. Elea͑zars im Namen R. Oša͑jas könnte man folgern, wie an den Ersatztagen des Pesaḥfestes die Arbeit verboten ist, ebenso sei auch an den Ersatztagen$fn239des Wochenfestes die Arbeit verboten, so lehrt er auch die des R. Elie͑zer b. Ja͑qob. Und aus der Lehre des R. Elie͑zer b. Ja͑qob würde man nicht gewußt"
Chagigah 18a:1,"haben, wieviel [Ersatztage] es sind, so lehrt er auch die des R. Elea͑zar im Namen R. Oša͑jas."
Chagigah 18a:2,"Reš Laqiš sagte: [Die Schrift sagt:]$fn240<i>und am Feste der Kornernte;</i> welches ist das Fest, an dem du feierst und erntest? Das ist das Wochenfest. Wann: wollte man sagen, am Feste selbst, so ist ja das Ernten am Feste nicht erlaubt; doch wohl an den Ersatz[tagen]$fn239. R. Joḥanan sprach [zu ihm]: Demnach sollte man auch auslegen:$fn240<i>am Feste der. Herbstlese</i>; welches ist das Fest, an dem es eine Herbstlese gibt? Das ist das Hüttenfest. Wann: wollte man sagen, am Feste selbst, so ist ja die Arbeit am Feste nicht erlaubt, und wenn am Halbfeste, so ist es ja auch am Halbfeste nicht erlaubt!? Vielmehr ist zu erklären: das Fest zur Zeit der Herbstlese, ebenso ist auch hierbei zu erklären: das Fest zur Zeit der Kornernte."
Chagigah 18a:3,"Beide sind somit der Ansicht, die Arbeit sei am Halbfeste verboten; woher dies? – Die Rabbanan lehrten :$fn241<i>Das Pesaḥfest sollst du halten, sieben Tage;</i> dies lehrt, daß am Halbfeste die Arbeit verboten ist – so R. Jošija͑. R. Jonathan sagte: Dies ist gar nicht nötig; es ist vom Leichteren auf das Schwerere zu folgern: wenn am ersten und am siebenten Tage, denen keine Heiligkeit vorangeht und folgt, die Arbeit verboten ist, um wieviel mehr ist die Arbeit vorboten am Halbfeste, dem eine Heiligkeit vorangeht und folgt. Die sechs Wochentage$fn242beweisen [das Entgegengesetzte]: diesen geht eine Heiligkeit voran und folgt, dennoch ist an diesen die Arbeit erlaubt. Wohl an den sechs Wochentagen, an denen es kein Zusatzopfer gibt, während es am Halbfeste ein Zusatzopfer gibt!? Der Neumond beweist [das Entgegengesetzte]: an diesem gibt es ein Zusatzopfer, dennoch ist an ihm die Arbeit erlaubt. Wohl am Neumond, da er nicht ‘heilige Festversammlung’ heißt, das Halbfest aber heißt ‘heilige Festversammlung’, und da es ‘heilige Festversammlung’ heißt, so ist es recht, daß an diesem die Arbeit verboten ist. Ein Anderes lehrt:$fn243<i>Ihr dürft keinerlei Arbeit verrichten;</i> dies lehrt, daß die Arbeit am Halbfeste verboten ist – so R. Jose der Galiläer. R. A͑qiba sagte: Dies ist gar nicht nötig; es heißt:$fn244<i>dies sind die Festzeiten des Herrn &amp;c.</i> Wovon spricht dieser Vers: wenn vom ersten [Tage], so heißt es ja bereits <i>Ruhetag,</i> wenn vom siebenten, so heißt es ja bereits <i>Ruhetag,</i> somit kann der Vers nur vom Halbfeste sprechen; dies lehrt dich, daß an diesem die Arbeit verboten ist. Ein Anderes lehrt :$fn245<i>Sechs Tage sollst du Ungesäuertes essen und der siebente Tag ist eine Feier des Herrn;</i> wie am siebenten zu feiern ist, ebenso ist auch an den sechs Tagen zu feiern. Man könnte glauben, wie am siebenten Tage jegliche Arbeit verboten ist, ebenso sei auch an den sechs Tagen jegliche Arbeit verboten, so heißt es: <i>und der siebente Tag ist eine Feier,</i> nur am siebenten ist jegliche Arbeit verboten, nicht aber ist an den sechs Tagen jegliche Arbeit verboten. Die Schrift hat es den Gelehrten zu bestimmen überlassen, an welchem Tage sie verboten und an welchem Tage sie erlaubt ist, welche Arbeit verboten und welche Arbeit erlaubt ist."
Chagigah 18a:4,"A<small>UCH SIND</small> T<small>RAUER UND</small> F<small>ASTEN ERLAUBT, ALS</small> K<small>UNDGEBUNG GEGEN DIEJENIGEN, WELCHE SAGEN, DAS</small> W<small>OCHENFEST FOLGE UNMITTELBAR AUF DEN</small> Š<small>ABBATH</small>. Es wurde ja aber gelehrt: Als Alexa in Lud starb, und ganz Jisraél sich versammelte, um ihn zu betrauern, ließ es R. Tryphon nicht zu, weil es gerade am Wochenfeste war. Am Feste selbst, wie kommst du darauf, am Feste würden sie ja nicht gekommen sein; vielmehr lese man: weil es gerade der Schlachttag war!? – Das ist kein Einwand; eines gilt von dem Falle, wenn das Fest auf einen Tag nach Šabbath fällt, und eines gilt von dem Falle, wenn es auf einen Šabbath fällt$fn246."
Chagigah 18a:5,
Chagigah 18b:1,"<sup>v</sup> <b>M</b><small>AN WASCHE DIE</small> H<small>ÄNDE ZU</small> P<small>ROFANEM,</small> [<small>ZWEITEM</small>] Z<small>EHNTEN UND</small> H<small>EBE; ZU</small> H<small>EILIGEM TAUCHE</small>$fn247<small>MAN SIE UNTER.</small> Z<small>UM</small> [B<small>ERÜHREN DES</small>] E<small>NTSÜNDIGUNGSWASSERS</small>$fn248<small>GILT, WENN DIE</small> H<small>ÄNDE UNREIN WERDEN, DER GANZE</small> K<small>ÖRPER ALS UNREIN</small> <sup>vi</sup>. W<small>ER AUF</small> P<small>ROFANES BESCHRÄNKT</small>$fn249<small>FÜR</small> P<small>ROFANES UNTERGETAUCHT IST</small>, <small>DEM IST DER</small> Z<small>EHNT VERBOTEN; WER AUF DEN</small> Z<small>EHNTEN BESCHRÄNKT FÜR DEN</small> Z<small>EHNTEN UNTERGETAUCHT IST, DEM IST DIE</small> H<small>EBE VERBOTEN, WER AUF</small> H<small>EBE BESCHRÄNKT FÜR</small> H<small>EBE UNTERGETAUCHT IST, DEM IST</small> H<small>EILIGES VERBOTEN; WER AUF</small> H<small>EILIGES BESCHRÄNKT FÜR</small> H<small>EILIGES UNTERGETAUCHT IST, DEM IST</small> [<small>DAS</small> B<small>ERÜHREN</small>] <small>DES</small> E<small>NTSÜNDIGUNGSWASSERS VERBOTEN.</small> W<small>ER FÜR DAS</small> S<small>TRENGERE UNTERGETAUCHT IST, DEM IST DAS</small> L<small>EICHTERE ERLAUBT.</small> T<small>AUCHTE ER OHNE</small> A<small>BSICHT</small>$fn250<small>UNTER, SO IST ES EBENSO, ALS WÄRE ER NICHT UNTERGETAUCHT</small> <sup>vii</sup>. D<small>IE</small> K<small>LEIDER EINES</small> M<small>ENSCHEN AUS DEM GEMEINEN</small> V<small>OLKE</small>$fn251<small>GELTEN FÜR</small> P<small>HARISÄER</small>$fn252<small>ALS</small> [<small>UNREIN DURCH</small>] A<small>UFTRETEN</small>$fn253<small>; DIE</small> K<small>LEIDER EINES</small> P<small>HARISÄERS GELTEN FÜR DIE, DIE</small> H<small>EBE ESSEN, ALS</small> [<small>UNREIN DURCH</small>] A<small>UFTRETEN; DIE</small> K<small>LEIDER DERER, DIE</small> H<small>EBE ESSEN, GELTEN FÜR DIE, DIE</small> H<small>EILIGES ESSEN, ALS</small> [<small>UNREIN DURCH</small>] A<small>UFTRETEN</small>; <small>DIE</small> K<small>LEIDER DERER, DIE</small> H<small>EILIGES ESSEN, GELTEN FÜR</small> [<small>DIE</small> B<small>ERÜHRUNG DES</small>] E<small>NTSÜNDIGUNGSWASSERS ALS</small> [<small>UNREIN DURCH</small>] A<small>UFTRETEN.</small> J<small>OSEPH B.</small> J<small>OËZER WAR DER</small> F<small>RÖMMSTE IN DER</small> P<small>RIESTERSCHAFT, UND DOCH GALT SEIN</small> T<small>UCH FÜR</small> H<small>EILIGES ALS</small> [<small>UNREIN DURCH</small>] A<small>UFTRETEN.</small> J<small>OḤANAN B.</small> G<small>UDGADA ASS WÄHREND SEINES GANZEN</small> L<small>EBENS NUR IN FÜR</small> H<small>EILIGES GELTENDE</small> R<small>EINHEIT, DENNOCH GALT SEIN</small> T<small>UCH FÜR DAS</small> E<small>NTSÜNDIGUNGSWASSER ALS</small> [<small>UNREIN DURCH</small>] A<small>UFTRETEN</small>."
Chagigah 18b:2,"GEMARA. Benötigen denn Profanes und [zweiter] Zehnt des Händewaschens, ich will auf einen Widerspruch hinweisen: Wegen der Hebe und der Erstlinge ist man des Todes$fn254, beziehungsweise des Fünftels$fn254schuldig. Ferner sind sie Gemeinen verboten, sind sie Eigentum des Priesters, gehen sie unter hundert und einem$fn255auf und benötigen des Händewaschens und des Sonnenunterganges$fn256. Dies gilt von der Hebe und den Erstlingen, nicht aber vom [zweiten] Zehnten. Und um so weniger von Profanem. Somit besteht ja ein Widerspruch sowohl hinsichtlich des [zweiten] Zehnten als auch hinsichtlich des Profanen!? Allerdings ist der Widerspruch hinsichtlich des [zweiten] Zehnten zu erklären, das eine nach R. Meír und das andere nach den Rabbanan. Wir haben nämlich gelernt: Wer nach den Schriftkundigen des Untertauchens$fn257benötigt, macht Heiliges unrein und Hebe untauglich, Profanes und [zweiter] Zehnt aber sind ihnen erlaubt – so R. Meír; die Weisen verbieten ihm den [zweiten] Zehnten. Hinsichtlich des Profanen besteht ja aber ein Widerspruch!? – Das ist kein Widerspruch, eines gilt vom Essen und eines gilt von der Berührung. R. Šimi b. Aši wandte ein : Die Rabbanan streiten ja gegen R. Meír nur hinsichtlich des Essens von [zweitem] Zehnten, hinsichtlich der Berührung von [zweitem] Zehnten und des Essens von Profanem streiten sie ja aber nicht!? – Vielmehr, beides gilt vom Essen, dennoch besteht kein Widerspruch; eines gilt vom Essen von Brot und eines gilt vom Essen von Früchten. R. Naḥman sagte nämlich: Wer zum Essen von Früchten die Hände wäscht, gehört zu den Hochmütigen."
