Index Title,Nedarim
Nedarim 42b:2,"W<small>ENN ABER IM</small> S<small>IEBENTJAHRE</small>, <small>SO DARF ER SEIN</small> F<small>ELD NICHT BETRETEN</small> &amp;<small>C</small>. Von den überragenden Früchten darf er wohl deshalb essen, weil sie Freigut sind, und auch der Boden$fn194ist ja Freigut!? U͑la erwiderte: Wenn die Bäume an der Grenze$fn195stehen. R. Šimo͑n b. Eljaqim erwiderte: Dies ist eine Maßregel, weil er da stehen bleiben könnte$fn196."
Nedarim 42b:3,"<sup>vi,1</sup><b>W</b><small>ENN EINEM DER</small> G<small>ENUSS VON SEINEM</small> N<small>ÄCHSTEN ABGELOBT IST</small>, <small>SO DARF ER IHM NICHTS LEIHEN NOCH VON IHM LEIHEN</small>, <small>IHM KEIN</small> G<small>ELD BORGEN NOCH VON IHM BORGEN</small>, <small>IHM NICHTS VERKAUFEN NOCH VON IHM KAUFEN</small>."
Nedarim 42b:4,
Nedarim 43a:1,"GEMARA. Allerdings ihm nichts borgen, weil er ihm einen Nutzen gewährt, weshalb aber von ihm nichts borgen, welchen Nutzen gewährt er ihm denn!? Ferner ist es erklärlich, daß er von ihm kein [Geld] borgen und nichts kaufen darf, weil er ihm einen Nutzen$fn197gewähren könnte, weshalb aber nicht von ihm leihen, welchen Nutzen hat er von ihm!? R. Jose b. R. Ḥanina erwiderte: Wenn sie einander jeden Genuß abgelobt haben. Abajje erwiderte: Beim Leihen ist das Verleihen berücksichtigt worden. Ebenso ist es bei allem nur eine Maßregel$fn198."
Nedarim 43a:2,"<sup>vi,2</sup><b>W</b><small>ENN JEMAND ZU EINEM SAGT</small>: L<small>EIHE MIR DEINE</small> K<small>UH</small>, <small>UND DIESER IHM ERWIDERT</small>: <small>SIE IST NICHT FREI</small>, <small>WORAUF JENER SAGT</small>: Q<small>ONAM SEI MIR DAS</small> F<small>ELD</small>, <small>WENN ICH JE MIT IHR PFLÜGE</small>, <small>SO IST ES</small>, <small>WENN ER SELBER ZU PFLÜGEN PFLEGT</small>, <small>IHM VERBOTEN UND JEDEM ANDEREN</small>$fn199<small>ERLAUBT</small>, <small>UND WENN ER NICHT SELBER ZU PFLÜGEN PFLEGT</small>, <small>IHM UND JEDEM ANDEREN VERBOTEN</small>. <sup>vii</sup>W<small>ENN EINEM DER</small> G<small>ENUSS VON SEINEM</small> N<small>ÄCHSTEN ABGELOBT IST UND ER NICHTS ZU ESSEN HAT</small>, <small>SO GEHE DIESER ZUM</small> K<small>RÄMER UND SPRECHE ZU IHM</small>: J<small>ENEM IST DER</small> G<small>ENUSS VON MIR ABGELOBT</small>, <small>UND ICH WEISS NICHT</small>, <small>WIEICH IHM HELFEN SOLL</small>. E<small>R KANN DANN JENEM GEBEN UND VON DIESEM</small> [Z<small>AHLUNG</small>] <small>NEHMEN</small>. W<small>ENN SEIN</small> H<small>AUS AUFZURICHTEN</small>, <small>SEIN</small> Z<small>AUN HERZUSTELLEN UND SEIN</small> F<small>ELD ZU ERNTEN IST</small>, <small>SO GEHE DIESER ZU DEN</small> L<small>OHNARBEITERN UND SPRECHE ZU IHNEN</small>: J<small>ENEM IST DER</small> G<small>ENUSS VON MIR ABGELOBT</small>, <small>UND ICH WEISS NICHT</small>, <small>WIE ICH IHM HELFEN SOLL</small>. S<small>IE KÖNNEN DANN BEI JENEM DIE</small> A<small>RBEIT VERRICHTEN UND IHREN</small> L<small>OHN VON DIESEM NEHMEN</small>. W<small>ENN SIE ZUSAMMEN</small><sup>viii</sup> <small>UNTERWEGS SIND UND JENER NICHTS ZU ESSEN HAT</small>, <small>SO GEBE ER ES SCHENKUNGSWEISE EINEM ANDEREN</small>, <small>SODANN IST ES DIESEM ERLAUBT</small>; <small>IST NIEMAND MIT IHNEN</small>, <small>SO LEGE ER ES AUF EINEN</small> F<small>ELSBLOCK ODER AUF EINE</small> M<small>AUER UND SPRECHE</small>: <small>DIES SEI JEDEM</small>, <small>DER ES WÜNSCHT</small>, <small>PREISGEGEBEN</small>, <small>SODANN KANN JENER ES NEHMEN UND ESSEN</small>; R. J<small>OSE VERBIETET DIES</small>."
Nedarim 43a:3,"GEMARA. R. Joḥanan sagte: Folgendes ist der Grund R. Joses: er ist der Ansicht, die Preisgabe gleiche der Schenkung, wie die Schenkung erst dann [erfolgt], wenn sie aus dem Besitze des Gebers in den Besitz des Empfängers kommt, ebenso die Preisgabe, erst wenn sie in den Besitz des Erwerbenden$fn199kommt. R. Abba wandte ein: Sodann kann jener es nehmen und essen; R. Jose verbietet dies. R. Jose sprach: Nur dann, wenn das Gelübde vor der Preisgabe getan worden ist, wenn"
Nedarim 43b:1,"aber die Preisgabe vor dem Gelübde erfolgt ist, so ist es$fn200erlaubt. Welchen Unterschied gibt es zwischen dem Falle, wenn das Gelübde der Preisgabe voranging, und dem Falle, wenn die Preisgabe dem Gelübde voranging, wenn du sagst, erst wenn die Sache in den Besitz des Erwerbenden kommt!? Er richtete den Einwand und er selbst erwiderte: Wer [solches] gelobt, denkt nicht an das, was er preisgegeben hat. Raba wandte ein: Wenn er$fn201dem ersten einen Teil und dem anderen alles gegeben hat, so hat der erste es erworben und der andere nicht$fn202erworben!? Vielmehr, erwiderte Raba, ist folgendes der Grund R. Joses: man berücksichtige die Schenkung von Beth Ḥoron$fn203. – Es wird gelehrt: Wer sein Feld freigibt, kann innerhalb dreier Tage zurücktreten, von da ab kann er nicht mehr zurücktreten. Sagt er: dieses Feld sei"
Nedarim 44a:1,"freigegeben auf einen Tag, eine Woche, einen Monat, ein Jahr oder ein Septennium, so kann er, solange ein anderer oder er selber es sich nicht angeeignet hat, zurücktreten und sobald ein anderer oder er seiber es sich angeeignet hat, nicht mehr zurücktreten. Der Anfangsatz$fn204nach den Rabbanan und der Schlußsatz$fn205nach R. Jose!? U͑la erwiderte: Auch der Schlußsatz nach den Rabbanan$fn206. – Wieso kann er demnach, solange weder er noch ein anderer es sich angeeignet hat, zurücktreten!? – Anders verhält es sich bei der [Preisgabe] auf ein Jahr oder ein Septennium, da dies ungewöhnlich ist. Reš Laqiš erwiderte: Da der Schlußsatz die Ansicht R. Joses vertritt, so vertritt auch der Anfangsatz die Ansicht R. Joses, denn im Anfangsatze erfolgt es$fn204aus dem Grunde, damit das Gesetz der Preisgabe nicht in Vergessenheit gerate. – Demnach sollte es schon vom ersten Tage an Freigut$fn207sein!? Rabba erwiderte: Wegen der Schwindler, die preisgeben$fn208und zurücktreten."
Nedarim 44b:1,"– Wenn es demnach nach der Tora kein Freigut ist, kann es ja vorkommen, daß der Zehnt vom Pflichtigen für Unpflichtiges$fn209und vom Unpflichtigen für Pflichtiges entrichtet$fn210wird!? – Man spreche zu ihm: Wenn du den Zehnten entrichtest, entrichte ihn von diesem für dieses. Man wandte ein: Wenn jemand seinen Weinberg preisgibt und am folgenden Morgen sich aufmacht und ihn abwinzert, so ist er zur [Zurücklassung von] Abfall, Nachlese, Vergessenem und Eckenlaß$fn211verpflichtet, und vom Zehnten frei. Allerdings lehrt er es nach U͑la rabbanitisch und nach der Tora$fn212, wieso aber ist er nach Res Laqiš vom Zehnten frei!? – Er kann dir erwidern: ich sage es nach R. Jose, während hier die"
Nedarim 45a:1,"Rabbanan vertreten sind. Wenn du aber willst, sage ich: das$fn213eine, wenn er es vor zweien preisgibt, und das andere, wenn er es vor dreien preisgibt. R. Joḥanan sagte nämlich im Namen des R. Šimo͑n b. Jehoçadaq: Wenn jemand etwas vor dreien preisgibt, so ist es Freigut, wenn vor zweien, so ist es kein Freigut. R. Jehošua͑ b. Levi sagte: Nach der Tora ist es Freigut, auch wenn es vor einem erfolgt, nur deshalb sagten sie, vor dreien, damit, wenn einer es sich aneignet, zwei es bekunden können."
Nedarim 45a:2,"<sup>i</sup> <b>W</b>ENN T<small>EILHABER</small>$fn1 <small>SICH DEN</small> G<small>ENUSS VON EINANDER ABGELOBEN, SO</small>"
Nedarim 45b:1,"<small>DÜRFEN SIE DEN</small> [<small>GEMEINSAMEN</small>] H<small>OF</small>$fn2 <small>NICHT BETRETEN</small>. R. E<small>LIE͑ZER B</small>. J<small>A͑QOB SAGT, DER EINE BETRETE DAS SEINE UND DER ANDERE BETRETE DAS SEINE; BEIDEN IST ES VERBOTEN, DA EINE</small> M<small>ÜHLE ODER EINEN</small>"
Nedarim 46a:1,"O<small>FEN AUFZUSTELLEN ODER</small> H<small>ÜHNER ZU HALTEN</small>$fn3. I<small>ST EINEM VON IHNEN DER</small> G<small>ENUSS VOM ANDEREN ABGELOBT, SO DARF ER DEN</small> H<small>OF NICHT BETRETEN</small>. R. E<small>LIE͑ZER B</small>. J<small>A͑QOB SAGT, ER KÖNNE ZUM ANDEREN SAGEN: ICH BETRETE DAS MEINE UND NICHT DAS DEINE</small>. M<small>AN ZWINGE DEN</small> G<small>ELOBENDEN, SEINEN</small> T<small>EIL ZU VERKAUFEN</small>$fn4. <sup>ii</sup> I<small>ST EINEM</small> [F<small>REMDEN</small>] <small>VON DER</small> S<small>TRASSE VON EINEM VON IHNEN DER</small> G<small>ENUSS ABGELOBT, SO DARF ER DEN</small> H<small>OF NICHT BETRETEN</small>. R. E<small>LIE͑ZER B.</small> J<small>A͑QOB SAGT, ER KÖNNE ZU IHM SAGEN: ICH BETRETE DEN</small> T<small>EIL DEINES</small> N<small>ÄCHSTEN UND NICHT DEINEN</small>. <sup>iii</sup> W<small>ENN EINEM DER</small> G<small>ENUSS VON SEINEM</small> N<small>ÄCHSTEN ABGELOBT IST UND DIESER IN DER</small> S<small>TADT EIN</small> B<small>AD ODER EINE</small> K<small>ELTER HAT, DIE VERPACHTET</small>$fn5 <small>SIND, SO IST JENEM</small> [<small>DIE</small> B<small>ENUTZUNG</small>], <small>WENN DIESER NOCH EIN</small> A<small>NRECHT</small>$fn6 <small>DARAUF HAT, VERBOTEN, UND WENN ER KEIN</small> A<small>NRECHT DARAUF HAT, ERLAUBT</small>. S<small>AGT JEMAND ZU SEINEM</small> N<small>ÄCHSTEN</small>: Q<small>ONAM SEI MIR DEIN</small> H<small>AUS, WENN ICH ES BETRETE, DEIN</small> F<small>ELD, WENN ICH ES KAUFE, SO IST ES IHM, WENN DIESER STIRBT ODER ES EINEM ANDEREN VERKAUFT, ERLAUBT; WENN ABER</small>: Q<small>ONAM SEI MIR DIESES</small> H<small>AUS, WENN ICH ES BETRETE, DIESES</small> F<small>ELD, WENN ICH ES KAUFE, SO IST ES IHM, WENN DIESER STIRBT ODER ES EINEM ANDEREN VERKAUFT, VERBOTEN</small>."
Nedarim 46a:2,"GEMARA. Sie fragten: Sie streiten über den Fall, wenn sie sich abgeloben, wie ist es aber, wenn sie einander abgeloben: sagen wir, sie streiten nur über den Fall, wenn sie sich selber abgeloben, wenn sie aber einander abgeloben, pflichten die Rabbanan R. Elie͑zer b. Ja͑qob bei, weil sie gezwungenen$fn7 gleichen, oder aber streiten die Rabbanan auch über den Fall, wenn sie einander abgeloben? – Komm und höre: Ist einem von ihnen der Genuß vom anderen abgelobt; und die Rabbanan streiten. – Lies: [hat] sich den Genuß von seinem Nächsten abgelobt. – Dies ist auch einleuchtend, denn im Schlußsatze wird gelehrt, man zwinge den Gelobenden, seinen Teil zu verkaufen; einleuchtend ist es, daß er lehrt, man zwinge ihn, wenn du sagst, er selber habe gelobt, wieso aber zwinge man ihn, wenn du sagst, der andere habe ihm abgelobt, er wurde ja gezwungen!?"
Nedarim 46a:3,
Nedarim 46b:1,"Rabba sagte im Namen Zee͑ris: Ihr Streit besteht nur über den Fall, wenn genügend zur Teilung$fn8 vorhanden ist, wenn aber nicht genügend zur Teilung vorhanden ist, stimmen alle überein, daß es erlaubt$fn9 sei. R. Joseph sprach zu ihm: Ein Bethaus gleicht ja dem, was nicht genügend zur Teilung ist, und wir haben gelernt, bei Dingen dieser Stadt$fn10sei [die Benutzung] beiden$fn11verboten!? – Vielmehr, sagte R. Joseph im Namen Zee͑ris, ihr Streit besteht nur über den Fall, wenn nicht genügend zur Teilung vorhanden ist, wenn aber genügend zur Teilung vorhanden ist, stimmen alle überein, daß es verboten sei. R. Hona sagte: Die Halakha ist wie R. Elie͑zer b. Ja͑qob. Ebenso sagte R. Elea͑zar, die Halakha sei wie R. Elie͑zer b. Ja͑qob."
Nedarim 46b:2,"W<small>ENN EINEM DER</small> G<small>ENUSS VON SEINEM</small> N<small>ÄCHSTEN ABGELOBT IST, UND DIESER DA EIN</small> B<small>AD HAT</small> &amp;<small>C</small>. Wieviel heißt Anrecht? R. Naḥman erwiderte: Die Hälfte, ein Drittel oder ein Viertel$fn12, nicht aber, wenn weniger$fn13. Abajje sagte, auch wenn weniger, sei es ihm verboten, und erlaubt nur in dem Falle, wenn [der Mieter] es in Pacht hat$fn14."
Nedarim 46b:3,
Nedarim 47a:1,"S<small>AGT JEMAND ZU SEINEM</small> N<small>ÄCHSTEN</small> &amp;<small>C</small>. Abimi fragte: Wie ist es, [wenn jemand zu seinem Nächsten gesagt hat:] Qonam sei dieses Haus, wenn du es betrittst, und gestorben ist oder er es an einen anderen verkauft hat: kann man das, was in seinem Besitze ist, [anderen] verboten machen für [die Zeit], wo es aus seinem Besitze kommt, oder nicht? Raba erwiderte: Komm und höre: Sagte jemand zu seinem Sohne: Qonam, daß du von mir nicht genießest, und stirbt, so beerbe er ihn; [sagte er:] bei meinen Lebzeiten und nach meinem Tode, und stirbt, so beerbe er ihn nicht. Schließe hieraus, daß man das, was in seinem Besitze ist, [anderen] verboten machen kann für [die Zeit], wo es aus seinem Besitze kommt. Schließe hieraus."
Nedarim 47a:2,"Dort haben wir gelernt: [Sagt jemand:] Qonam seien mir diese Früchte, Qonam seien sie für meinen Mund, Qonam seien sie meinem Munde, so sind ihm ihr Eingetauschtes und ihre Erzeugnisse verboten. Rami b. Ḥama fragte: Wie verhält es sich, wenn er sagt: Qonarn seien diese Früchte für jenen, mit ihrem Eingetauschten: sagen wir, da man, wie man die Früchte seines Nächsten für sich verboten machen kann, auch das, was noch nicht auf die Welt gekommen ist, für sich verboten machen kann, so kann man, wie man die Früchte seines Nächsten für einen anderen nicht verboten machen kann, auch das, was noch nicht auf die Welt gekommen ist, für einen anderen nicht verboten machen, oder aber gibt es hierbei, da das Eingetauschte den Erzeugnissen gleicht,"
Nedarim 47b:1,"keinen Unterschied zwischen ihm selbst und einem anderen? R. Aḥa b. Minjomi erwiderte: Komm und höre: Wenn jemand zu seiner Frau sagt: Qonam, daß ich dich nichts von mir genießen lasse, so borge sie, und die Gläubiger kommen und erhalten [von ihm] Zahlung. Die Gläubiger erhalten wohl deshalb [von ihm] Zahlung, weil das Eingetauschte nicht den Erzeugnissen$fn15gleicht. Raba erwiderte: Vielleicht von vornherein nicht, und nur wenn es geschehen ist, bleibe es dabei. – Vielmehr, komm und höre: Wenn jemand sich [eine Frau] mit Ungeweihtem$fn16antraut, so ist sie ihm nicht$fn17angetraut; wenn er es verkauft und sie sich mit dem Erlöse antraut, so ist sie ihm angetraut. – Auch hierbei von vornherein nicht, und nur wenn es geschehen ist, ist es gültig."
Nedarim 47b:2,"<sup>iv</sup> <b>S</b><small>AGT JEMAND ZU EINEM</small>:] ‘<small>ICH SEI DIR</small> B<small>ANNGUT</small>’, <small>SO IST ES DEM LOBTEN VERBOTEN</small>$fn18; [<small>SAGT ER</small>:] ‘<small>SEI DU MIR</small> B<small>ANNGUT</small>’, <small>SO IST ES DEM</small> G<small>ELOBENDEN VERBOTEN</small>$fn18; [<small>SAGT ER</small>:] <small>ICH DIR UND DU MIR, SO IST ES BEIDEN VERBOTEN</small>. B<small>EIDEN IST</small> [<small>DIE</small> B<small>ENUTZUNG</small>] <small>VON</small> D<small>INGEN, DIE DEN</small> A<small>USZÜGLERN</small>$fn19 <small>GEHÖREN, ERLAUBT, UND VON</small> D<small>INGEN, DIE</small> [<small>DEN</small> B<small>ÜRGERN</small>] <small>DIESER</small> S<small>TADT</small>"
Nedarim 48a:1,"<small>GEHÖREN</small>$fn20, <small>VERBOTEN</small>. <sup>v</sup> W<small>ELCHES SIND</small> D<small>INGE, DIE DEN</small> A<small>ÜSZÜGLERN AUS</small> B<small>ABYLONIEN GEHÖREN</small>? B<small>EISPIELSWEISE DER</small> T<small>EMPELBERG, DIE</small> [T<small>EMPEL</small>]-<small>VORHÖFE UND DIE</small> Z<small>ISTERNE</small>$fn21<small>IN DER</small> M<small>ITTE DES</small> W<small>EGES</small>. W<small>ELCHES SIND</small> D<small>INGE, DIE</small> [<small>DEN</small> B<small>ÜRGERN</small>] <small>DER</small> S<small>TADT GEHÖREN</small>? B<small>EISPIELSWEISE DER</small> M<small>ARKTPLATZ, DAS</small> B<small>AD, DAS</small> B<small>ETHAUS, DIE</small> L<small>ADE</small>$fn22<small>UND DIE</small> B<small>ÜCHER</small>. W<small>ER SEINEN</small> A<small>NTEIL DEM</small> F<small>ÜRSTEN VERSCHREIBT</small>$fn23. R. J<small>EHUDA SAGT: EINERLEI OB MAN IHN DEM</small> F<small>ÜRSTEN VERSCHREIBT ODER EINEM</small> G<small>EMEINEN</small>. E<small>IN UNTERSCHIED ZWISCHEN DEM, DER IHN DEM</small> F<small>ÜRSTEN VERSCHREIBT, UND DEM, DER IHN EINEM</small> G<small>EMEINEN VERSCHREIBT, BESTEHT NUR DARIN: WER IHN DEM</small> F<small>ÜRSTEN VERSCHREIBT, BRAUCHT IHN IHM NICHT ZUZUEIGNEN, UND WER EINEM</small> G<small>EMEINEN, MUSS IHN IHM ZUEIGNEN</small>$fn24. D<small>IE</small> W<small>EISEN SAGEN, DER EINE WIE DER ANDERE BENÖTIGE DER</small> Z<small>UEIGNUNG, UND NUR DESHALB SPRECHEN SIE VOM</small> F<small>ÜRSTEN, WEIL DIES DAS GEWÖHNLICHE IST</small>. R. J<small>EHUDA SAGT, DIE</small> L<small>EUTE VON</small> G<small>ALILÄA BRAUCHEN IHN NICHT ERST ZU VERSCHREIBEN, DENN BEREITS HABEN IHRE</small> V<small>ORFAHREN IHN FÜR SIE VERSCHRIEBEN</small>."
Nedarim 48a:2,"GEMARA. Weshalb ist es verboten$fn25? R. Šešeth erwiderte: Er meint es wie folgt: welches Mittel gibt es$fn26für sie? Sie verschreiben ihren Anteil dem Fürsten. R. Jehuda sagt, einerlei ob man ihn dem Fürsten verschreibt oder einem Gemeinen. Ein Unterschied zwischen dem, der ihn dem Fürsten verschreibt, und dem, der ihn einem Gemeinen verschreibt, besteht nur darin: wer ihn dem Fürsten verschreibt, braucht ihn ihm nicht zuzueignen, und wer ihn einem Gemeinen verschreibt, muß ihn ihm zueignen. Die Weisen sagen, der eine wie der andere benötige der Zueignung, und nur deshalb sprechen sie vom Fürsten, weil dies das gewöhnliche ist."
Nedarim 48a:3,"R. J<small>EHUDA SAGT, DIE</small> L<small>EUTE VON</small> G<small>ALILÄA BRAUCHEN IHN NICHT ZUZUEIGNEN, DENN BEREITS HABEN IHRE</small> V<small>ORFAHREN IHN FÜR SIE VERSCHRIEBEN</small>. Es wird gelehrt: Die Leute von Galiläa waren zänkisch und gelobten einander den Genuß ab, deshalb traten ihre Vorfahren auf und verschrieben ihren Anteil dem Fürsten."
Nedarim 48a:4,"<sup>vi</sup> <b>W</b><small>ENN EINEM DER</small> G<small>ENUSS VON SEINEM</small> N<small>ÄCHSTEN ABGELOBT 1ST UND ER NICHTS ZU ESSEN HAT, SO GEBE DIESER EINEM ANDEREN ETWAS SCHENKUNGSWEISE, SODANN IST ES JENEM ERLAUBT</small>. E<small>INST EREIGNETE ES SICH IN</small> B<small>ETH</small> Ḥ<small>ORON, DASS JEMAND, DER SEINEM</small> V<small>ATER DEN</small> G<small>ENUSS VON IHM ABGELOBT HATTE, ALS ER SEINEN</small> S<small>OHN VERHEIRATETE, ZU SEINEM</small> N<small>ÄCHSTEN SPRACH</small>: H<small>OF UND</small> G<small>ASTMAHL SEIEN DIR GESCHENKT, NUR DAMIT MEIN</small> V<small>ATER KOMME UND MIT UNS AM</small> G<small>ASTMAHLE TEILNEHME</small>. D<small>A SPRACH DIESER</small>: W<small>ENN SIE MEIN SIND, SO SOLLEN SIE DEM</small> H<small>IMMEL GEWEIHT SEIN</small>. J<small>ENER ERWIDERTE</small>: H<small>ABE ICH DIR MEINES ETWA DAZU GEGEBEN, DAMIT DU ES DEM</small> H<small>IMMEL WEIHEST</small>? D<small>IESER ENTGEGNETE</small>: D<small>U HAST MIR WOHL DEINES DESHALB GEGEBEN, DAMIT DU UND DEIN</small> V<small>ATER ZUSAMMEN ESSEN UND TRINKEN UND IHR EUCH MIT EINANDER AUSSÖHNEN KÖNNET UND DIE</small> S<small>ÜNDE AUF MEINEM</small>$fn27H<small>AUPTE RUHE</small>! H<small>IERAUF SAGTEN DIE</small> W<small>EISEN</small>: J<small>EDE</small> S<small>CHENKUNG, DIE NICHT DERART IST, DASS, WENN MAN SIE HEILIGT, SIE HEILIG IST, GILT NICHT ALS</small> S<small>CHENKUNG</small>."
