Index Title,Numbers
Numbers 23:13,"I rzekł doń Balak: ""Pójdźże ze mną na miejsce inne, z którego go zobaczysz, - tylko część jego ujrzysz, a całego nie zobaczysz, - i przeklnij mi go ztamtąd!"" "
Numbers 23:14,"I zaprowadził go na pole Strażników, na szczyt Pisgi, i zbudował siedm ofiarnic, i złożył po cielcu i po baranie na każdej ofiarnicy. "
Numbers 23:15,"I rzekł do Balaka: ""Postój tu przy całopaleniu twojém, a ja pójdę na spotkanie tam!"" "
Numbers 23:16,"I zjawił się Wiekuisty na spotkanie Bileama, i złożył słowo w usta jego, i rzekł: ""Wrócisz do Balaka, a powiesz tak!"" "
Numbers 23:17,"I przyszedł do niego, a oto, stał on przy całopaleniu swojém, a książęta Moabu z nim. I rzekł doń Balak: ""Cóż powiedział Wiekuisty?"" "
Numbers 23:18,"I wygłosił przypowieść swoję i rzekł: ""Wstań, Balaku, a słuchaj; uważaj na mnie, synu Cyppora! "
Numbers 23:19,"Nie śmiertelnym Bóg, aby kłamał, ani synem człowieczym, aby żałował! Czyżby On powiedział, a nie uczynił, wyrzekł, a nie spełnił? "
Numbers 23:20,"Oto błogosławieństwo mi poruczone: pobłogosławił On, a nie mnie to cofnąć! "
Numbers 23:21,"Nie widział On fałszu w Jakóbie, nie spostrzegł obłudy w Israelu; Wiekuisty, Bóg jego przy nim, a królewski odgłos surmy wpośród niego. "
Numbers 23:22,Pan wywiódł ich z Micraim - niby siła bawołu On u niego! 
Numbers 23:23,"Albowiem niema wieszczby w Jakóbie, ani wróżbiarstwa w Israelu. Już teraz powiedzieć można Jakóbowi i Israelowi co Bóg uczyni. "
Numbers 23:24,"Oto naród, jako lwica powstaje, i jako lew się podnosi; nie położy się, aż pożre zdobycz, a krew poległych wypije!"" "
Numbers 23:25,"I rzekł Balak do Bileama: ""Raczej byś go przekleństwem nie przeklinał, ani błogosławieństwem błogosławił!"" "
Numbers 23:26,"Ale Bileam odparł, i rzekł do Balaka: ""Alboż nie uprzedziłem cię, mówiąc: wszystko co rozkaże Wiekuisty, to uczynię!"" "
Numbers 23:27,"I rzekł Balak do Bileama: ""Pójdźże, zabiorę cię na miejsce inne: - może spodoba się ono Bogu, a przeklniesz mi go ztamtąd!"" "
Numbers 23:28,"I zabrał Balak Bileama na szczyt Peoru, który widnieje na równinie pustyni. "
Numbers 23:29,"I rzekł Bileam do Balaka: ""Zbuduj mi tu siedm ofiarnic, a przygotuj mi tu siedm cielców i siedm baranów!"" "
Numbers 23:30,"I uczynił Balak, jako powiedział Bileam; i złożył po cielcu i po baranie na każdej ofiarnicy. "
Numbers 24:1,"A widząc Bileam, że podoba się Wiekuistemu błogosławić Israelowi, nie chodził jak w poprzednich razach za wieszczbami, a zwrócił ku puszczy oblicze swoje. "
Numbers 24:2,"I podniósł Bileam oczy swoje, i zobaczył Israela, rozłożonego według pokoleń swoich, i przyszedł nań duch Boży: "
Numbers 24:3,"I wygłosił przypowieść swoję, i rzekł: Rzecze Bileam, syn Beora, rzecze mąż bystrego oka; "
Numbers 24:4,"Rzecze ten, który słyszy słowa Pańskie, który widzenia Wszechmocnego widzi, pada, ale z otwartémi oczyma: "
Numbers 24:5,"Jakże piękne namioty twoje Jakóbie, siedziby twoje Israelu! "
Numbers 24:6,"Jako potoki się rozciągają, jako ogrody nad rzeką; jako aloesy które zasadził Wiekuisty, jako cedry nad wodami! "
Numbers 24:7,"Ciecze woda z wiader jego, a nasienie jego u wód wielkich! przewyższy Agaga król jego, a wyniesie się państwo jego! "
Numbers 24:8,"Pan to wywiódł go z Micraim, jako siła bawołu On u niego; pożera narody, wrogi swoje; kości ich zgruchocze, strzałami swemi porazi! "
Numbers 24:9,"Przykląkł, przyległ jako lew, jako lwica: któż pobudzi go? błogosławiący cię, błogosławieni będą, a przeklinający cię - przeklęci! "
Numbers 24:10,"I wspłonął gniew Balaka na Bileama, i załamawszy ręce swoje rzekł Balak do Bileama: ""Dla złorzeczenia wrogom moim przyzwałem cię, a oto błogosławieństwem błogosławisz już trzeci raz. "
Numbers 24:11,"I tak uchodź na miejsce swoje! Rzekłem, czcią uczczę ciebie; ale oto pozbawił cię Wiekuisty czci!"" "
Numbers 24:12,"I rzekł Bileam do Balaka: ""Czyżem i posłom twoim, których wysyłałeś do mnie, nie powiedział, mówiąc: "
Numbers 24:13,"Choćby mi dawał Balak pełen dom swój srebra i złota, nie mógłbym przekroczyć rozkazu Wiekuistego, abym czynił co dobrego albo złego samowolnie: co powie Wiekuisty, to mówić będę. "
Numbers 24:14,"A teraz, oto odchodzę do ludu mojego; pójdź, wskażę ci, co uczyni lud ten ludowi twojemu w późniejszych czasach!"" "
Numbers 24:15,"I wygłosił przypowieść swoję, i rzekł: Rzecze Bileam, syn Beora, rzecze mąż bystrego oka; "
Numbers 24:16,"Rzecze ten, który słyszy słowa Pańskie, a poznał myśli Najwyższego; który widzenia Wszechmocnego widzi, pada, ale z otwartemi oczyma. "
Numbers 24:17,"Widzę go, ale nie teraz; spoglądam nań, ale nie zbliska: Wzejdzie gwiazda od Jakóba, i powstanie berło z Israela, - i zburzy krańce Moabu i skruszy wszystkich synów wywrotu! "
Numbers 24:18,"A będzie i Edom zaborem, zaborem będzie Seir wrogów swoich; a Israel - dokona przewagi. "
Numbers 24:19,"I wyjdzie władca od Jakóba, i wytępi rozbitki ze stolicy! -"" "
Numbers 24:20,"Ujrzał on i Amaleka, i wygłosił przypowieść swoję, i rzekł: ""Pierwszym z plemion Amalek; lecz potomstwo jego na zatracenie!"" "
Numbers 24:21,"Ujrzał on i Kenejczyka, i wygłosił przypowieść swoję, i rzekł: ""Silném siedlisko twoje, a założone na skale gniazdo twoje! "
Numbers 24:22,"Ale spustoszonym będzie Kain, rychło Aszur cię pochwyci!"" "
Numbers 24:23,"I wygłosił jeszcze przypowieść swoję, i rzekł: ""Biada! Któż żyw zostanie, gdy Bóg jego utwierdzi! "
Numbers 24:24,"Ale przybędą okręty ze strony Chittejczyków, i upokorzą Aszur, i upokorzą Eber; i tak pójdzie i on na zatracenie!"" "
Numbers 24:25,"I wstał Bileam, i poszedł, i powrócił na miejsce swoje; a Balak również poszedł w drogę swą. "
Numbers 25:1,"I przebywał Israel w Szyttym, i począł lud zalecać się do córek Moabu. "
Numbers 25:2,"I zapraszały one lud na ofiarne uczty bogów swoich, i jadał lud, i korzył się bogom ich; "
Numbers 25:3,I przystał Israel do Baal-Peora; i wspłonął gniew Wiekuistego na Israela; 
Numbers 25:4,"I rzekł Wiekuisty do Mojżesza: ""Zbierz wszystkich naczelników ludu, a każ im powywieszać ich gwoli Wiekuistemu przed słońcem, - a odwróci się zapalczywość gniewu Wiekuistego od Israela."" "
Numbers 25:5,"I rzekł Mojżesz do sędziów Israela: ""Zabijajcie - każdy ludzi swoich, którzy przystali do Baal-Peora!"" "
Numbers 25:6,"A oto jeden z synów Israela przyszedł, i przywiódł do braci swej Midjanitkę w oczach Mojżesza i w oczach całego zboru synów Israela; oni zaś płakali u wnijścia przybytku zboru; "
Numbers 25:7,"I zobaczył to Pinchas, syn Elazara, syna Ahrona, kapłana, i wstał z pośród zboru, i wziął oszczep w rękę swoję, -  "
Numbers 25:8,"I wszedł za owym mężem Israelskim do alkowy, i przebił oboje, męża Israelskiego, i kobietę przez żywot jej: i tak powstrzymana została klęska od synów Israela. "
Numbers 25:9,A było zmarłych w owej klęsce - dwadzieścia i cztery tysiące. 
Numbers 25:10,"I oświadczył Wiekuisty Mojżeszowi, i rzekł: "
Numbers 25:11,"""Pinchas, syn Elazara, syn Ahrona, kapłana, odwrócił zapalczywość Moję od synów Israela, uniósłszy się żarliwością Moją w pośród nich, żem nie wytępił synów Israela w żarliwości Mojej. "
Numbers 25:12,Przeto powiedz: oto ustanawiam z nim Moje przymierze pokoju! 
Numbers 25:13,"I będzie ono dla niego i dla potomstwa jego, przymierzem kapłaństwa wiecznego, za to, że uniósł się żarliwością za Boga swego, i rozgrzeszył synów Israela!"" "
Numbers 25:14,"A imię owego męża Israelskiego, zabitego, który zabity został wraz z Midjanitką, Zymry, syn Salua, naczelnik rodowego domu Szymeona; "
Numbers 25:15,"Imię zaś kobiety zabitej, Midjanitki, Kosbi, córka Cura, naczelnik rodu - dom rodowy to w Midjanie. "
Numbers 25:16,"I oświadczył Wiekuisty Mojżeszowi, i rzekł: "
Numbers 25:17,"""Wrogować wam Midjanitom, a pobić ich, -  "
Numbers 25:18,"Bo wrogują oni wam podejściami swemi - jak i podchodzą was w sprawie Baal-Peora, i w sprawie Kosby, córki naczelnika Midjanu, siostry swojej, zabitej w dzień klęski za sprawę Peora!"" "
Numbers 26:1,I było po klęsce... 
Numbers 26:2,"I oświadczył Wiekuisty Mojżeszowi i Elazarowi, synowi Ahrona, kapłana, i rzekł: "
Numbers 26:3,"""Zbierz poczet całego zboru synów Israela, od dwudziestu lat i wyżej, według domów ich rodowych, wszystkich stawających do broni w Israelu."" "
Numbers 26:4,"I oświadczył im Mojżesz wobec Elazara, kapłana, na stepach Moabu, nad Jardenem Jerychońskim i rzekł: "
Numbers 26:5,"""Od dwudziestu lat i wyżej"" - Jako rozkazał był Wiekuisty Mojżeszowi, i synom Israela, wyszłym z ziemi Micraim. "
Numbers 26:6,"Reuben, pierworodny Israela: synowie Reubena: Chanoch - z rodziną Chanochidów; od Fallua - rodzina Falluidów: "
Numbers 26:7,"Od Checrona - rodzina Checronidów, od Charmego - rodzina Charmidów; "
Numbers 26:8,Oto rodziny Reubenidów; a było spisowych ich - czterdzieści trzy tysiące siedmset trzydzieści. 
Numbers 26:9,A między synami Fallua był Eliab; 
Numbers 26:10,"A synowie Eliaba: Nemuel, i Dathan, i Abiram; są to owi Dathan i Abiram, członkowie zboru, którzy poduszczyli przeciw Mojżeszowi i przeciw Ahronowi w zborze Koracha, gdy się ci zbuntowali przeciw Wiekuistemu; "
Numbers 26:11,"A rozwarła ziemia paszczę swoję, i pochłonęła ich wraz z Korachem, podczas zagłady zboru, a pożarł ogień dwustu pięćdziesięciu ludzi, - i stali się przestrogą; "
Numbers 26:12,A synowie Koracha nie pomarli. 
Numbers 26:13,Synowie Szymeona według rodzin ich: od Nemuela - rodzina Nemuelidów; od Jamina - rodzina Jaminidów; od Jachina - rodzina Jachinidów; 
Numbers 26:14,Od Zeracha - rodzina Zarchydów; od Szaula - rodzina Szaulidów; 
Numbers 26:15,Oto rodziny Szymeonidów: dwadzieścia dwa tysiące dwieście. 
Numbers 26:16,Synowie Gada według rodzin ich: od Cefona - rodzina Cefonidów; od Chaggjasza - rodzina Chaggidów; od Szunego - rodzina Szunidów; 
Numbers 26:17,Od Ozniasza - rodzina Oznidów; od Erego - rodzina Erydów; 
Numbers 26:18,Od Aroda - rodzina Arodydów; od Arela - rodzina Arelidów; 
Numbers 26:19,Oto rodziny synów Gada według spisowych ich: czterdzieści tysięcy pięćset. 
Numbers 26:20,Synowie Jehudy - Er i Onan; ale pomarli Er i Onan w ziemi Kenaan. 
Numbers 26:21,A byli synowie Jehudy według rodzin ich: od Szeli - rodzina Szelanidów; od Fereca - rodzina Farcydów; od Zeracha - rodzina Zarchidów; 
Numbers 26:22,I byli synowie Fereca: od Checrona - rodzina Checronidów; od Chamula - rodzina Chamulidów; 
Numbers 26:23,Oto rodziny Jehudy według spisowych ich: siedmdziesiąt sześć tysięcy pięćset. 
Numbers 26:24,Synowie Isachara według rodzin ich: od Tholego - rodzina Tholaidów; od Fuwy - rodzina Fuwidów; 
Numbers 26:25,Od Jaszuba - rodzina Jaszubidów; od Szymrona - rodzina Szymronidów; 
Numbers 26:26,Oto rodziny Isachara według spisowych ich: sześćdziesiąt cztery tysiące trzysta. 
Numbers 26:27,Synowie Zebuluna według rodzin ich: od Sereda - rodzina Sardydów; od Elona - rodzina Elonidów; od Jachleela - rodzina Jachleelidów. 
Numbers 26:28,"Oto rodziny Zebulunidów, według spisowych ich: sześćdziesiąt tysięcy pięćset. "
Numbers 26:29,Synowie Josefa według rodzin ich - Menasze i Efraim. 
Numbers 26:30,Synowie Menaszy: od Machyra - rodzina Machyrydów; Machyr zaś urodził Gileada; od Gileada - rodzina Gileadczyków; 
Numbers 26:31,Oto synowie Gileada: od Jezera - rodzina Jezeridów; od Cheleka - rodzina Chelkidów; 
Numbers 26:32,Od Asriela - rodzina Asrielidów; od Szechema - rodzina Szechemidów; 
Numbers 26:33,Od Szemidy - rodzina Szemidaidów; od Chefera - rodzina Chefridów; 
Numbers 26:34,"Celafchad zaś, syn Chefera, nie miał synów, a tylko córki, a imiona córek Celafchada: Machla, i Noa, Chogla, Milka i Thyrca; "
Numbers 26:35,Oto rodziny Menaszy; a spisowych ich: pięćdziesiąt dwa tysiące siedmset. 
Numbers 26:36,Oto synowie Efraima według rodzin ich: od Szuthelacha - rodzina Szuthalchidów; od Bechera - rodzina Bachridów; od Thachana - rodzina Thachnidów; 
Numbers 26:37,A oto synowie Szuthelacha: od Erana - rodzina Eranidów; 
Numbers 26:38,Oto rodziny synów Efraima według spisowych ich: trzydzieści dwa tysiące pięćset. Oto synowie Josefa według rodzin ich. 
Numbers 26:39,Synowie Binjamina - według rodzin ich: od Beli - rodzina Balidów; od Aszbela - rodzina Aszbelidów; od Achyrama - rodzina Achyramidów; 
Numbers 26:40,Od Szefufama - rodzina Szefufamidów; od Chufama - rodzina Chufamidów; 
Numbers 26:41,"A byli synowie Beli - Ard i Naaman, - rodzina Ardidów; od Naamana - rodzina Naamidów; "
Numbers 26:42,Oto synowie Binjamina według rodzin ich; a spisowych ich: czterdzieści pięć tysięcy sześćset. 
Numbers 26:43,Oto synowie Dana według rodzin ich: od Szuchama - rodzina Szuchamidów; oto rodziny Dana według rodzin ich. 
Numbers 26:44,Wszystkich rodzin Szuchamickich według spisowych ich: sześćdziesiąt cztery tysiące czterysta. 
Numbers 26:45,Synowie Aszera według rodzin ich: od Imny - rodzina Imnidów; od Iszwego - rodzina Iszwidów; od Beryi - rodzina Beryidów; 
Numbers 26:46,"Od synów Beryi: od Chebera - rodzina Chebrydów, od Malkiela - rodzina Malkielidów; "
Numbers 26:47,Imię zaś córki Aszera - Serach. 
Numbers 26:48,Oto rodziny synów Aszera według spisowych ich: pięćdziesiąt trzy tysiące czterysta. 
Numbers 26:49,Synowie Naftalego według rodzin ich: od Jachceela - rodzina Jachceelidów; od Guna - rodzina Gunidów; 
Numbers 26:50,Od Jecera - rodzina Icrydów; od Szyllema - rodzina Szyllemidów. 
Numbers 26:51,"Oto rodziny Naftalego, według rodzin ich; a spisowych ich: czterdzieści pięć tysięcy czterysta. "
Numbers 26:52,Oto spisowi synów Israela: sześćkroć sto tysięcy tysiąc siedmset trzydzieści. 
Numbers 26:53,"I oświadczył Wiekuisty Mojżeszowi, i rzekł: "
Numbers 26:54,"""Między nich to rozdzieloną będzie ziemia w udziałach, podług liczby imion. "
Numbers 26:55,"Liczniejszemu powiększysz udział jego, a mniej licznemu zmniejszysz udział jego: każdemu w stosunku do spisowych jego danym będzie udział. "
Numbers 26:56,Tylko losem niechaj rozdzielona będzie ziemia; według imion pokoleń ojców swych brać będą udziały. 
Numbers 26:57,"Losem rozdzielonym będzie udział każdego, tak licznemu, jak i nielicznemu."" "
Numbers 26:58,A oto spisowi Lewitów według rodzin ich: od Gerszona - rodzina Gerszonidów; od Kehatha - rodzina Kehathydów; od Merarego - rodzina Merarydów; 
Numbers 26:59,"Oto rodziny Lewi'ego: rodzina Libnidów, rodzina Chebronidów, rodzina Machlidów, rodzina Muszydów, rodzina Korchidów. Kehath zaś był praojcem Amrama. "
Numbers 26:60,"A imię żony Amrama - Jochebed, córka Lewi'ego, którą zrodziła żona jego Lewi'emu w Micraim; i urodziła ona Amramowi Ahrona, i Mojżesza, i Mirjam, siostrę ich; "
Numbers 26:61,"I urodzili się Ahronowi: Nadab i Abihu, Elazar i Ithamar; "
Numbers 26:62,"Ale pomarli Nadab i Abihu, gdy przynieśli ogień niepoświęcony przed oblicze Wiekuistego. "
Numbers 26:63,"A było spisowych ich dwadzieścia trzy tysiące - wszystkich mężczyzn od miesiąca i wyżej; wszakże nie stawili się do przeglądu wraz z synami Israela, bo nie dano im udziału między synami Israela; "
Numbers 26:64,"Oto spisani przez Mojżesza i Elazara, kapłana, którzy spisali synów Israela na stepach Moabu nad Jardenem Jerychońskim. "
Numbers 26:65,"A między tymi nie było żadnego ze spisanych przez Mojżesza i Ahrona, kapłana, którzy spisali synów Israela na puszczy Synai. "
Numbers 26:66,"Gdyż rzekł był Wiekuisty o nich: umrzeć im na pustyni! I nie został z nich nikt - prócz Kaleba, syna Jefunny, i Jehoszuego, syna Nuna. "
