Index Title,Isaiah
Isaiah 43:24,"Nie kupowałeś Mi za pieniądze trzciny wonnej, aniś tukiem ofiar twoich napawał Mnie; aleś Mnie obarczał grzechy twoimi, trudził winami twojemi. "
Isaiah 43:25,"Ale Ja, Jam to jest, który zatrę występki twoje gwoli Mnie, a grzechów twoich nie wspomnę. "
Isaiah 43:26,"Przypomnij Mi a rozprawim się z sobą. Opowiedz ty, abyś się usprawiedliwił. "
Isaiah 43:27,"Praojciec twój zgrzeszył, a orędownicy twoi odstąpili odemnie. "
Isaiah 43:28,"Przetom znieważył książęta święte, i wydał zaklęciu Jakóba a Israela na urągowisko. "
Isaiah 44:1,"Ale teraz słuchaj Jakóbie, sługo Mój, i ty Israelu, któregom wybrał. "
Isaiah 44:2,"Tak rzecze Wiekuisty, który cię utworzył i ukształtował od żywota, który cię wspomaga: Nie obawiaj się, sługo Mój Jakóbie, i ty Jeszurun, którego wybrałem! "
Isaiah 44:3,"Bo jak rozlewam wody na spragnioną ziemię, a potoki na suszę, tak rozleję ducha Mojego na ród twój, a błogosławieństwo Moje na potomków twoich, "
Isaiah 44:4,"Że rozrosną się jak wpośród traw, jako wierzby nad potokami wód. "
Isaiah 44:5,"Ten powié: Do Wiekuistego należę, a drugi mianować się będzie imieniem Jakóba, a inny się zapisze ręką swą Wiekuistemu, i nazwą Israela chlubić się będzie. "
Isaiah 44:6,"Tak rzecze Wiekuisty, król Israela i wybawca jego, Wiekuisty zastępów: Jam pierwszy i Jam ostatni, a oprócz Mnie niemasz Boga! "
Isaiah 44:7,"I któż jak Ja wygłaszał niech oświadczy, i wyłoży to Mi, - od czasu, gdym ustanowił ten naród starodawny? Albo wypadki przeszłe i co w następstwie przyjdzie niechaj to zwiastują. "
Isaiah 44:8,"Nie trwóżcie i nie lękajcie się! Czyżem od dawna już nie oznajmił ci i nie zapowiedział, - a wyście wszak świadkowie Moi, - czyż jest Bóg oprócz Mnie? Wszak niema Opoki, nie znam żadnej. "
Isaiah 44:9,"Twórcy posągów - wszyscy znikomi, a chluby ich do niczego niezdatne, a świadkowie ich, oni sami; nic nie widzą i nie rozumieją ku hańbie swojej. "
Isaiah 44:10,"Kto tworzy bożka, a leje posąg do niczego nie przydatny! "
Isaiah 44:11,"Wszak wszyscy uczestniczący w tem wstydzić się powinni; mistrzowie owi ludzcy gdyby się zebrali społem, i stanęli, zadrżeliby i pokryli się sromotą wraz. "
Isaiah 44:12,"Ten wykuwa żelazo na topór, a obrabia go w zarzewiu i młotami go formuje, a wyrabia ramieniem swojem silnem; nawet łaknie, aż sił mu nie staje, nie pije wody i omdlewa. "
Isaiah 44:13,"Ów obciosuje pnie, rozciąga sznur, znaczy go sztyftem, obrabia go heblami i cyrklem znaczy, i tworzy go na podobiznę męża na wzór okazałego człowieka, aby zamieszkał w przybytku. "
Isaiah 44:14,"By narąbać sobie cedrów, albo wziąć korkodąb lub dąb przygotowuje sobie zapas z pomiędzy drzew leśnych, zasadza sosnę, którą deszcz rozwija. "
Isaiah 44:15,"I służy to człowiekowi na opał; i bierze z nich i ogrzewa się, roznieca téż ogień, aby napiec chleba; - nadto robi bożka i korzy się, tworzy zeń posąg i pokłony mu bije. "
Isaiah 44:16,"Część jego pali w ogniu, przy części najada się mięsa, piecze pieczeń i nasyca się, grzeje się téż i mówi: Ach, rozgrzałem się, poczułem płomień. "
Isaiah 44:17,"A z pozostałości jego bożka czyni, posąg sobie; klęka przed nim i korzy się, i modli się doń, i woła: Wybaw mnie, boś ty bóg mój! "
Isaiah 44:18,"Nie poznawają i nie rozważają, bo zaklejone oczy ich, aby nie widziały, i aby nie rozumiały serca ich. "
Isaiah 44:19,"I nie bierze nikt do serca swego, i niema tu ani rozumu, ani zastanowienia, by powiedzieć: Część tego spaliłem w ogniu, napiekłem téż przy węglach jego chleba, upiec chcę mięso i spożyć, a mamże pozostałość w ohydę obrócić, przed kłodą drzewa klęknąć? "
Isaiah 44:20,"Ten uganiający się za popiołem, - serce omamione zwiodło go, że nie ocala on duszy swojej, i nie powiada: Czyż nie jest kłamstwo w prawicy mojej? "
Isaiah 44:21,"Pomnij na to Jakóbie, i ty Israelu, żeś sługa Mój; utworzyłem cię na sługę Mojego; ty Israelu nie będziesz zapomniany przezemnie! "
Isaiah 44:22,"Starłem jako obłok występki twoje i jako chmurę grzechy twoje, nawróć się ku Mnie, bo cię wybawiłem. "
Isaiah 44:23,"Zagrzmijcie niebiosa, gdyż spełnił to Wiekuisty; wykrzykujcie niziny ziemi, wybuchnijcie góry śpiewem, lesie i wszystkie drzewa w nim! bo wybawił Wiekuisty Jakóba, a przez Israela się wsławił. "
Isaiah 44:24,"Tak rzecze Wiekuisty, wybawca twój, i który cię ukształtował od żywota: Jam Wiekuisty, który czynię wszystko, którym rozprężył niebiosa Sam, rozpostarł ziemię z własnej mocy, "
Isaiah 44:25,"Który niweczy znaki kłamców, a wróżbitów zbłaźnia, który odrzuca mędrców wstecz, a wiedzę ich ogłupia, "
Isaiah 44:26,"Który stwierdza słowo sługi Swojego, a zapowiedź wysłańców swych spełnia, który rzecze o Jeruszalaim: Niech będzie zaludnione, a o miastach Judei: Niech będą odbudowane, - bo ruiny jej dźwignę. "
Isaiah 44:27,Który powiada do głębi: Wyschnij! a strumienie twoje osuszę. 
Isaiah 44:28,"Który rzecze o Koreszu: On pasterz Mój, aby wszystką wolę Moję spełnił, a powiedział do Jeruszalaim: Odbudowaném będziesz, a ty świątynio, ugruntowaną. "
Isaiah 45:1,"Tak rzecze Wiekuisty do pomazańca Swojego, do Koresza, - którego ująłem prawicę, aby upokorzyć przed nim narody, a biodra królów rozpasać; aby otworzyć przed nim wrota, a bramy, aby zamknięte nie były. -  "
Isaiah 45:2,"Ja przed tobą kroczyć będę, a wyżyny strome urównam, podwoje spiżowe skruszę, a zawory żelazne rozsadzę. "
Isaiah 45:3,"I oddam ci skarby tajemne i bogactwa skryte, abyś poznał, żem to Ja Wiekuisty, który cię wezwał imieniem, Bóg Israela. "
Isaiah 45:4,"Dla sługi Mojego Jakóba, i dla Israela wybrańca Mojego, wezwałem cię imieniem twojem, wyróżniłem cię, jakkolwiek nie znałeś Mnie. "
Isaiah 45:5,"Jam Wiekuisty, a niema innego; oprócz Mnie niemasz Boga. Uzbroiłem cię, choć nie znałeś Mnie. "
Isaiah 45:6,"Aby poznano od wschodu słońca i zachodu jego, że nikt oprócz Mnie; Jam Wiekuisty, a niema innego. "
Isaiah 45:7,"Przygotowujący światło, i wytwarzający ciemność, sprawiający dobro i tworzący zło - Ja Wiekuisty czynię to wszystko. "
Isaiah 45:8,"Pokrapiajcie, niebiosa, z góry, a niech obłoki prószą sprawiedliwością; niech otworzy się ziemia i zrodzi pomyślność, a cnota niech rozkrzewi się zarazem: - Ja Wiekuisty uskuteczniam to. "
Isaiah 45:9,"Biada temu, co się spiera z Twórcą swoim, - skorupa między skorupami ziemi! Czyliż, powié glina do mistrza swojego: Co czynisz? Wszak robota twoja się nie trzyma. "
Isaiah 45:10,"Biada temu, który powiada do ojca: Czemu płodziłeś? albo do niewiasty: Czemu męczyłaś się porodem? "
Isaiah 45:11,"Tak rzecze Wiekuisty, Święty Israela i mistrz jego: O przyszłość pytajcie się u Mnie, a synów Moich i dzieło rąk Moich poruczcie Mnie. "
Isaiah 45:12,"Jam zdziałał ziemię, i człowieka na niej stworzyłem; Moje to ręce rozpięły niebiosa, a wszystek zastęp ich Jam urządził. "
Isaiah 45:13,"Jam go téż wzbudził do zwycięstwa, a wszystkie drogi jego wyrównam. On odbuduje gród Mój, a brańców Moich wyzwoli, nie za okup, nie za dary, rzecze Wiekuisty zastępów. "
Isaiah 45:14,"Tak rzecze Wiekuisty: Dorobek Micraimu, i przemysł Kuszytów i Sebejczyków, owych ludzi rosłych, na ciebie przejdą, i twojemi będą; za tobą się udadzą, w kajdanach pójdą, i przed tobą się korzyć będą, i do ciebie się modlić: Tylko wpośród ciebie Bóg, a niemasz innego oprócz tego Boga. "
Isaiah 45:15,"Zaprawdę, Tyś Bóg ukryty, Boże Israela, wybawco! "
Isaiah 45:16,"Zawstydzeni są i pohańbieni wszyscy, społem pohańbieni są wytwórcy rzeźb. "
Isaiah 45:17,Ale Israel zbawiony przez Wiekuistego zbawieniem wieczném; nie będziecie zawstydzeni ani pohańbieni na wieki wieków. 
Isaiah 45:18,"Bo tak rzecze Wiekuisty: Stwórca niebios, On Bogiem; który zdziałał ziemię i ustanowił ją; On ją utrzymuje; nie na pustynię jej stworzył, lecz dla zaludnienia ją urządził; Jam Wiekuisty a nikt inny. "
Isaiah 45:19,"Nie potajemnie mówiłem, na ustroniu ziemi ciemnej; nie powiedziałem potomstwu Jakóba: Napróżno mnie szukajcie! Ja, Wiekuisty, zwiastuję sprawiedliwość, wygłaszam prawdę. "
Isaiah 45:20,"Zgromadźcie się i przyjdźcie, przystąpcie społem, ocaleni z pośród narodów! - Nie wyrozumieli obnoszący drewno posągu swojego, a modlący się do boga, który dopomódz nie może. -  "
Isaiah 45:21,"Opowiedźcie, - przywiedźcie je nawet, a niech się poradzą między sobą, - Któż oznajmił to od dawna, od onego czasu to zwiastował? Czyż nie Ja, Wiekuisty? Bo niema innego Boga oprócz Mnie, Boga sprawiedliwego i wybawiającego niema oprócz Mnie! "
Isaiah 45:22,"Zwróćcie się do Mnie i bądźcie wybawione wszystkie krańce ziemi! bom Ja Bóg, a nikt inny. "
Isaiah 45:23,"Na Siebie przysięgam, wyszła z ust Moich prawda, słowo, które się nie cofnie, że przedemną się ugnie każde kolano, a przysięgać będzie każdy język! "
Isaiah 45:24,"Tylko u Wiekuistego, powiedzą o Mnie, jest prawda i potęga. Do niego przyjdą zawstydzeni wszyscy, co pałali nienawiścią ku Niemu. "
Isaiah 45:25,Przez Wiekuistego usprawiedliwieni będą i wsławieni wszyscy potomkowie Israela. 
Isaiah 46:1,"Zgiął się Bel, skulił Nebo, - dostały się posagi ich zwierzętom i bydlętom; obnoszone przez was, najuczone jako brzemię dla znużonych. "
Isaiah 46:2,"Skuliły się, zgięły społem; nie mogły unieść ciężaru, i same w niewolę poszły. "
Isaiah 46:3,"Słuchajcie Mnie, domu Jakóba i cały szczątek domu Israela, którzyście dźwigani od żywota, którzyście niesieni od łona. "
Isaiah 46:4,"I do starości waszej Ja tym samym zostanę, i do zgrzybiałości Ja nosić was będę; Jam stworzył, Ja téż nosić będę i dźwigać i ocalać. "
Isaiah 46:5,"Komuż przypodobać i przyrównać i przeciwstawić Mnie chcecie, abyśmy sobie równi byli? "
Isaiah 46:6,"Którzy sypią złoto z kiesy, a srebro na szali odważają, najmują złotnika, aby uczynił z tego bożka, któremu się kłaniają i korzą. "
Isaiah 46:7,"Niosą go na ramieniu, dźwigają i ustawiają na podstawie jego; i stoi, z miejsca swego się nie ruszy; choć się woła doń, nie odpowiada, z niedoli nikogo nie wybawia. "
Isaiah 46:8,"Pomnijcie na to, a stańcie się mężami, bierzcie to odstępcy do serca! "
Isaiah 46:9,"Pomnijcie na dzieje przedwieczne, że Ja Bóg, a nikt inny, Bóg, któremu nic nie dorówna. "
Isaiah 46:10,"Który zwiastuje w początku o końcu, a w zaraniu o tém, co się jeszcze nie stało; gdy wyrzeknę, postanowienie Moje się ostoi, a wszelką wolę Moję przeprowadzę. "
Isaiah 46:11,"Który wzywam ze Wschodu orła, z ziemi dalekiej męża przeznaczenia Mojego. Rzekłem, a sprowadzę to, ułożyłem, a spełnię. "
Isaiah 46:12,"Słuchajcie Mnie, wy, krnąbrnego serca, którzyście dalecy od zbawienia. "
Isaiah 46:13,"Zbliżam wybawienie Moje, nie dalekiém ono, a pomoc Moja nie omieszka; I dam Cyonowi pomoc, Israelowi sławę Moję. "
Isaiah 47:1,"Zstąp i usiądź w prochu, dziewicza córo Babelu, siądź na ziemi, pozbawiona tronu, córo Kasdym! bo nie będą cię nadal nazywać tkliwą i spieszczoną. "
Isaiah 47:2,"Weź żarna, a miel mąkę; zdejm zasłonę twoję, podkasaj podół, obnaż goleń, a brnij przez rzeki. "
Isaiah 47:3,"Odkryje się nagość twoja, i ukaże srom twój; pomsty dokonam i nie napotkam przeciwnika. "
Isaiah 47:4,"Wybawca nasz, - Wiekuisty zastępów imię Jego, Święty Israela. "
Isaiah 47:5,"Siedź w milczeniu, a skryj się w ciemności, córo Kasdym, bo nie będą cię nadal nazywać władczynią królestw. "
Isaiah 47:6,"Gdy gniewając się na lud Mój, poniewierałem dziedzictwem Mojém, i wydałem je w ręce twoje, - nie okazałeś im miłosierdzia; starców obciążałeś jarzmem twém nadmierném. "
Isaiah 47:7,"Mniemałaś: wiecznie panią będę; tak, że nie wzięłaś tego do serca, a nie pamiętałaś na koniec tego. "
Isaiah 47:8,"Oto posłuchaj tego, rozkosznico, która zasiadłaś bezpiecznie, która mawiasz w sercu swojém: Ja, a nikt inny! nie zostanę wdową, ani zaznam sieroctwa. "
Isaiah 47:9,"Więc przypadną na cię dwie te rzeczy nagle, dnia jednego, - sieroctwo i wdowieństwo; w całej pełni swojej spadną na cię, mimo mnóstwa guseł twoich, i mimo mocy wielkiej czarów twoich. "
Isaiah 47:10,"A mieniłaś się bezpieczną w niegodziwości twojej, mniemałaś: nikt mnie nie widzi. Mądrość i wiedza twoja, one cię uwiodły, żeś pomyślała w sercu swojém: Ja, a nikt inny. "
Isaiah 47:11,"Przeto nawiedzi cię niedola, której nie potrafisz rozjaśnić, a spadnie na cię nieszczęście, którego nie zdołasz zażegnać, a zaskoczy cię nagle ruina, której nie przewidziałaś. "
Isaiah 47:12,"Wytrwajże teraz przy czarach i mocy guseł twoich, któremi się mozoliłaś od młodości twojej, może potrafisz zaradzić, może odstraszysz. "
Isaiah 47:13,"Wyczerpałaś się mnóstwem rad twoich; niechże teraz powstaną i wyzwolą cię rozmierzający niebo, badacze gwiazd, wróżący każdego nowiu, o tém co cię spotkać ma. "
Isaiah 47:14,"Oto byli jako ścierń, - ogień ich popalił, a nie ocalili życia swego z mocy płomienia; węgla nie zostało, aby się rozgrzać, ani ogniska, aby posiedzieć przy niém. "
Isaiah 47:15,"Takimi stali się dla ciebie ci, z którymi się trudziłaś; otaczający cię od młodości twojej, - każdy w swoją stronę uszedł, nikt cię nie wspomaga. "
Isaiah 48:1,"Posłuchajcie tego, domu Jakóba, którzy nazywani są imieniem Israela, a ze źródeł Jehudy pochodzą, którzy przysięgają na imię Wiekuistego, a Boga w Israelu wspominają, nie w prawdzie ani w szczerości. "
Isaiah 48:2,"Niby od grodu świętego się mianują, a na Bogu Israela polegają, - Wiekuisty zastępów imię Jego. "
Isaiah 48:3,"Poprzednie od dawna oznajmiłem, zaledwie z ust Moich wyszły, znać o nich dałem; nagle je spełniłem, a urzeczywistniły się. "
Isaiah 48:4,"Ponieważ wiedziałem, żeś ty krnąbrny, a ścięgnem żelazném kark twój, a czoło twoje ze spiżu, "
Isaiah 48:5,"Przeto oznajmiłem ci to od dawna, zanim się spełniło o tém znać ci dałem, abyś nie powiedział: Bożek mój to uczynił, posąg i odlew mój urządził to. "
Isaiah 48:6,"Słyszałeś, - obacz, że wszystko jest. Czyż tego sami przyznać nie musicie? Zapowiedziałem ci odtąd nowe i tajemne rzeczy, o których jeszcze nie wiedziałeś. "
Isaiah 48:7,"Teraz się trworzą, a nie przedtém, nawet przed dniem jednym nie słyszałeś o nich; abyś nie rzekł: Owoż znane mi były. "
Isaiah 48:8,"Aniś słyszał, aniś wiedział, ani poprzednio otwierało się ucho twoje: bo wiem, że się chętnie przeniewierzasz, i że cię odstępcą od żywota nazywają. "
Isaiah 48:9,"Dla imienia Mojego zawieszę gniew Mój, a dla chwały Mojej powściągnę się względem ciebie, abym cię nie wytępił. "
Isaiah 48:10,"Oto przetapiałem cię, ale nie na srebro, - doświadczałem cię w topielni niedoli. "
Isaiah 48:11,"Dla Siebie, dla Siebie to uczynię; bo jakoż by miało znieważoném być (imię Moje), - a wszak chwały Mojej innemu nie odstąpię. "
Isaiah 48:12,"Słuchaj Mnie, Jakóbie, i Israelu, powołany Mój! Jam to jest, - Ja pierwszy i Ja ostatni. "
Isaiah 48:13,"Tylko Moja ręka ugruntowała ziemię, a Moja prawica rozpięła niebiosa, gdy Ja je wezwę, - staną społem. "
Isaiah 48:14,"Zgromadźcie się wszyscy i słuchajcie: Któż z nich zwiastował to, że ten, którego Wiekuisty umiłował, przeprowadzi wolę Jego w Babelu, a potęgę Jego nad Kasdejczykami? "
Isaiah 48:15,"Ja, Jam to zwiastował, i powołałem go; sprowadziłem go, a téż powiodła się droga jego. "
Isaiah 48:16,"Zbliżcie się do Mnie, a słuchajcie tego. Od początku nie przemawiałem w skrytości, od chwili, w której się to zaczęło, obecny tam byłem. - Oto i teraz Pan Wiekuisty mnie wysłał i duch Jego: "
Isaiah 48:17,"Tak rzecze Wiekuisty, wybawca twój, Święty Israela: Ja Wiekuisty, Bóg twój, uczę cię dla pożytku twojego, prowadzę cię drogą, którą ci postępować należy. "
Isaiah 48:18,"Gdybyś téż słuchał przykazań Moich! Byłby wtedy jako strumień pokój twój, a pomyślność twoja jako fale morza. "
Isaiah 48:19,"A byłoby jako piasek potomstwo twoje, a płody łona twego jako ziarnka jego. Ani wytępioném, ani zgładzoném będzie imię jego z przed oblicza Mojego. "
Isaiah 48:20,"Wyjdźcie z Babelu, uchodźcie z Kasdym! Głosem radości zapowiadajcie, rozgłaszajcie, roznoście to aż do kończyn ziemi, wołajcie: Wyswobodził Wiekuisty sługę Swego Jakóba. "
Isaiah 48:21,"A nie pragnęli w stepach, po których ich powiódł, wody ze skały wytoczył im; rozsadził opokę a trysnęły wody. "
Isaiah 48:22,"Ale niemasz pokoju, rzecze Wiekuisty, niegodziwym. "
Isaiah 49:1,"Słuchajcie mnie wybrzeża, a uważajcie narody w dali. Wiekuisty z żywota mnie powołał, z łona matki mojej wspomniał na imię moje. "
Isaiah 49:2,"I uczynił usta moje jako miecz ostry, w cieniu ręki Swojej chował mnie, i uczynił mnie grotem wyostrzonym, w kołczanie Swoim krył Mnie. "
