Mishnah Location	Last Used Talmud Location	Mishnah Text
Shevuot 3:4	Shevuot 22b:14	שְׁבוּעָה שֶׁלֹּא אֹכַל, וְאָכַל אֳכָלִים שֶׁאֵינָן רְאוּיִין לַאֲכִילָה וְשָׁתָה מַשְׁקִין שֶׁאֵינָן רְאוּיִין לִשְׁתִיָּה, פָּטוּר. שְׁבוּעָה שֶׁלֹּא אֹכַל, וְאָכַל נְבֵלוֹת וּטְרֵפוֹת שְׁקָצִים וּרְמָשִׂים, חַיָּב. רַבִּי שִׁמְעוֹן פּוֹטֵר. אָמַר, קוֹנָם אִשְׁתִּי נֶהֱנֵית לִי אִם אָכַלְתִּי הַיּוֹם, וְהוּא אָכַל נְבֵלוֹת וּטְרֵפוֹת שְׁקָצִים וּרְמָשִׂים, הֲרֵי אִשְׁתּוֹ אֲסוּרָה: 

Shevuot 3:6	Shevuot 27a:1	נִשְׁבַּע לְבַטֵּל אֶת הַמִּצְוָה וְלֹא בִטֵּל, פָּטוּר. לְקַיֵּם וְלֹא קִיֵּם, פָּטוּר. שֶׁהָיָה בַדִּין, שֶׁיְּהֵא חַיָּב, כְּדִבְרֵי רַבִּי יְהוּדָה בֶּן בְּתֵירָא. אָמַר רַבִּי יְהוּדָה בֶּן בְּתֵירָא, מָה אִם הָרְשׁוּת שֶׁאֵינוֹ מֻשְׁבָּע עָלֶיהָ מֵהַר סִינַי, הֲרֵי הוּא חַיָּב עָלֶיהָ, מִצְוָה שֶׁהוּא מֻשְׁבָּע עָלֶיהָ מֵהַר סִינַי, אֵינוֹ דִין שֶׁיְּהֵא חַיָּב עָלֶיהָ. אָמְרוּ לוֹ, לֹא, אִם אָמַרְתָּ בִשְׁבוּעַת הָרְשׁוּת, שֶׁכֵּן עָשָׂה בָהּ לָאו כְּהֵן, תֹּאמַר בִּשְׁבוּעַת מִצְוָה שֶׁלֹּא עָשָׂה בָהּ לָאו כְּהֵן, שֶׁאִם נִשְׁבַּע לְבַטֵּל וְלֹא בִטֵּל, פָּטוּר: 

Shevuot 3:7	Shevuot 27a:2	שְׁבוּעָה שֶׁלֹּא אֹכַל כִּכָּר זוֹ, שְׁבוּעָה שֶׁלֹּא אֹכֲלֶנָּה, שְׁבוּעָה שֶׁלֹּא אֹכֲלֶנָּה, וַאֲכָלָהּ, אֵינוֹ חַיָּב אֶלָּא אַחַת. זוֹ הִיא שְׁבוּעַת בִּטּוּי, שֶׁחַיָּבִין עַל זְדוֹנָהּ מַכּוֹת וְעַל שִׁגְגָתָהּ קָרְבָּן עוֹלֶה וְיוֹרֵד. שְׁבוּעַת שָׁוְא, חַיָּבִין עַל זְדוֹנָהּ מַכּוֹת וְעַל שִׁגְגָתָהּ פָּטוּר: 

Shevuot 3:8	Shevuot 27b:9	אֵיזוֹ הִיא שְׁבוּעַת שָׁוְא, נִשְׁבַּע לְשַׁנּוֹת אֶת הַיָּדוּעַ לָאָדָם, אָמַר עַל הָעַמּוּד שֶׁל אֶבֶן שֶׁהוּא שֶׁל זָהָב, וְעַל הָאִישׁ שֶׁהוּא אִשָּׁה, וְעַל הָאִשָּׁה שֶׁהִיא אִישׁ. נִשְׁבַּע עַל דָּבָר שֶׁאִי אֶפְשָׁר, אִם לֹא רָאִיתִי גָמָל שֶׁפּוֹרֵחַ בָּאֲוִיר, וְאִם לֹא רָאִיתִי נָחָשׁ כְּקוֹרַת בֵּית הַבַּד. אָמַר לְעֵדִים בֹּאוּ וַהֲעִידוּנִי, שְׁבוּעָה שֶׁלֹּא נְעִידֶךָ. נִשְׁבַּע לְבַטֵּל אֶת הַמִּצְוָה, שֶׁלֹּא לַעֲשׂוֹת סֻכָּה, וְשֶׁלֹּא לִטֹּל לוּלָב, וְשֶׁלֹּא לְהָנִיחַ תְּפִלִּין, זוֹ הִיא שְׁבוּעַת שָׁוְא, שֶׁחַיָּבִין עַל זְדוֹנָהּ מַכּוֹת וְעַל שִׁגְגָתָהּ פָּטוּר: 

Shevuot 3:10	Shevuot 29a:3	שְׁבוּעַת בִּטּוּי נוֹהֶגֶת בַּאֲנָשִׁים וּבְנָשִׁים, בִּרְחוֹקִים וּבִקְרוֹבִים, בִּכְשֵׁרִים וּבִפְסוּלִין, בִּפְנֵי בֵית דִּין וְשֶׁלֹּא בִּפְנֵי בֵית דִּין, מִפִּי עַצְמוֹ. וְחַיָּבִין עַל זְדוֹנָהּ מַכּוֹת וְעַל שִׁגְגָתָהּ קָרְבָּן עוֹלֶה וְיוֹרֵד: 

Shevuot 7:5	Shevuot 45a:4	וְהַחֶנְוָנִי עַל פִּנְקָסוֹ כֵּיצַד, לֹא שֶׁיֹּאמַר לוֹ כָּתוּב עַל פִּנְקָסִי שֶׁאַתָּה חַיָּב לִי מָאתַיִם זוּז, אֶלָּא אָמַר לוֹ תֵּן לִבְנִי סָאתַיִם חִטִּין, תֵּן לְפוֹעֲלִי בְּסֶלַע מָעוֹת, הוּא אוֹמֵר נָתַתִּי וְהֵן אוֹמְרִים לֹא נָטַלְנוּ, (שְׁנֵיהֶן נִשְׁבָּעִים), הוּא נִשְׁבָּע וְנוֹטֵל וְהֵן נִשְׁבָּעִין וְנוֹטְלִין. אָמַר בֶּן נַנָּס, כֵּיצַד אֵלּוּ בָאִין לִידֵי שְׁבוּעַת שָׁוְא וְאֵלּוּ בָאִין לִידֵי שְׁבוּעַת שָׁוְא, אֶלָּא הוּא נוֹטֵל שֶׁלֹּא בִשְׁבוּעָה וְהֵן נוֹטְלִין שֶׁלֹּא בִשְׁבוּעָה: 

Avodah Zarah 1:5	Avodah Zarah 13b:11	אֵלּוּ דְבָרִים אֲסוּרִים לִמְכֹּר לְגוֹיִם, אִצְטְרוֹבָּלִין, וּבְנוֹת שׁוּחַ וּפְטוֹטְרוֹתֵיהֶן, וּלְבוֹנָה, וְתַרְנְגוֹל הַלָּבָן. רַבִּי יְהוּדָה אוֹמֵר, מֻתָּר לִמְכּוֹר לוֹ תַּרְנְגוֹל לָבָן בֵּין הַתַּרְנְגוֹלִין. וּבִזְמַן שֶׁהוּא בִפְנֵי עַצְמוֹ, קוֹטֵעַ אֶת אֶצְבָּעוֹ וּמוֹכְרוֹ לוֹ, לְפִי שֶׁאֵין מַקְרִיבִין חָסֵר לַעֲבוֹדָה זָרָה. וּשְׁאָר כָּל הַדְּבָרִים, סְתָמָן מֻתָּר, וּפֵרוּשָׁן אָסוּר. רַבִּי מֵאִיר אוֹמֵר, אַף דֶּקֶל טָב וַחֲצָב וְנִקְלִיבָם אָסוּר לִמְכֹּר לְגוֹיִם: 

Avodah Zarah 2:2	Avodah Zarah 29b:1	מִתְרַפְּאִין מֵהֶן רִפּוּי מָמוֹן, אֲבָל לֹא רִפּוּי נְפָשׁוֹת. וְאֵין מִסְתַּפְּרִין מֵהֶן בְּכָל מָקוֹם, דִּבְרֵי רַבִּי מֵאִיר. וַחֲכָמִים אוֹמְרִים, בִּרְשׁוּת הָרַבִּים מֻתָּר, אֲבָל לֹא בֵינוֹ לְבֵינוֹ: 

Avodah Zarah 2:3	Avodah Zarah 29b:3	אֵלּוּ דְבָרִים שֶׁל גּוֹיִם אֲסוּרִין וְאִסּוּרָן אִסּוּר הֲנָאָה. הַיַּיִן, וְהַחֹמֶץ שֶׁל גּוֹיִם שֶׁהָיָה מִתְּחִלָּתוֹ יַיִן, וְחֶרֶס הַדְרִיָּנִי, וְעוֹרוֹת לְבוּבִין. רַבָּן שִׁמְעוֹן בֶּן גַּמְלִיאֵל אוֹמֵר, בִּזְמַן שֶׁהַקֶּרַע שֶׁלּוֹ עָגוֹל, אָסוּר. מָשׁוּךְ, מֻתָּר. בָּשָׂר הַנִּכְנָס לַעֲבוֹדָה זָרָה, מֻתָּר. וְהַיּוֹצֵא, אָסוּר, מִפְּנֵי שֶׁהוּא כְזִבְחֵי מֵתִים, דִּבְרֵי רַבִּי עֲקִיבָא. הַהוֹלְכִין לַתַּרְפּוּת, אָסוּר לָשֵׂאת וְלָתֵת עִמָּהֶם. וְהַבָּאִין, מֻתָּרִין: 

Avodah Zarah 2:4	Avodah Zarah 29b:5	נוֹדוֹת הַגּוֹיִם וְקַנְקַנֵּיהֶן וְיַיִן שֶׁל יִשְׂרָאֵל כָּנוּס בָּהֶן, אֲסוּרִין, וְאִסּוּרָן אִסּוּר הֲנָאָה, דִּבְרֵי רַבִּי מֵאִיר. וַחֲכָמִים אוֹמְרִים, אֵין אִסּוּרָן אִסּוּר הֲנָאָה. הַחַרְצַנִּים וְהַזַּגִּין שֶׁל גּוֹיִם אֲסוּרִין, וְאִסּוּרָן אִסּוּר הֲנָאָה, דִּבְרֵי רַבִּי מֵאִיר. וַחֲכָמִים אוֹמְרִים, לַחִין, אֲסוּרִין, יְבֵשִׁין, מֻתָּרִין. הַמֻּרְיָס וּגְבִינוֹת בֵּית אֻנְיָקִי שֶׁל גּוֹיִם אֲסוּרִין, וְאִסּוּרָן אִסּוּר הֲנָאָה, דִּבְרֵי רַבִּי מֵאִיר. וַחֲכָמִים אוֹמְרִים, אֵין אִסּוּרָן אִסּוּר הֲנָאָה: 

Avodah Zarah 2:5	Avodah Zarah 35b:9	אָמַר רַבִּי יְהוּדָה, שָׁאַל רַבִּי יִשְׁמָעֵאל אֶת רַבִּי יְהוֹשֻׁעַ, כְּשֶׁהָיוּ מְהַלְּכִין בַּדֶּרֶךְ. אָמַר לוֹ, מִפְּנֵי מָה אָסְרוּ גְבִינוֹת הַגּוֹיִם. אָמַר לוֹ, מִפְּנֵי שֶׁמַּעֲמִידִין אוֹתָהּ בְּקֵבָה שֶׁל נְבֵלָה. אָמַר לוֹ, וַהֲלֹא קֵבַת עוֹלָה חֲמוּרָה מִקֵּבַת נְבֵלָה, וְאָמְרוּ, כֹּהֵן שֶׁדַּעְתּוֹ יָפָה, שׂוֹרְפָהּ חַיָּה. וְלֹא הוֹדוּ לוֹ, אֲבָל אָמְרוּ, אֵין נֶהֱנִין וְלֹא מוֹעֲלִין. חָזַר, אָמַר לוֹ, מִפְּנֵי שֶׁמַּעֲמִידִין אוֹתָהּ בְּקֵבַת עֶגְלֵי עֲבוֹדָה זָרָה. אָמַר לוֹ, אִם כֵּן, לָמָּה לֹא אֲסָרוּהָ בַהֲנָאָה. הִשִּׂיאוֹ לְדָבָר אַחֵר, אָמַר לוֹ, יִשְׁמָעֵאל אָחִי, הֵיאַךְ אַתָּה קוֹרֵא (שיר השירים א), כִּי טוֹבִים דֹּדֶיךָ מִיָּיִן, אוֹ כִּי טוֹבִים דֹּדַיִךְ. אָמַר לוֹ, כִּי טוֹבִים דֹּדַיִךְ. אָמַר לוֹ, אֵין הַדָּבָר כֵּן, שֶׁהֲרֵי חֲבֵרוֹ מְלַמֵּד עָלָיו, לְרֵיחַ שְׁמָנֶיךָ טוֹבִים: 

Avodah Zarah 2:6	Avodah Zarah 39b:12	אֵלּוּ דְבָרִים שֶׁל גּוֹיִם אֲסוּרִין וְאֵין אִסּוּרָן אִסּוּר הֲנָאָה. חָלָב שֶׁחֲלָבוֹ גוֹי וְאֵין יִשְׂרָאֵל רוֹאֵהוּ, וְהַפַּת, וְהַשֶּׁמֶן שֶׁלָּהֶן. רַבִּי וּבֵית דִּינוֹ הִתִּירוּ בַשֶּׁמֶן. וּשְׁלָקוֹת, וּכְבָשִׁין שֶׁדַּרְכָּן לָתֵת לְתוֹכָן יַיִן וָחֹמֶץ, וְטָרִית טְרוּפָה, וְצִיר שֶׁאֵין בָּהּ דָּגָה כִלְבִּית שׁוֹטֶטֶת בּוֹ, וְהַחִלָּק, וְקֹרֶט שֶׁל חִלְתִּית, וּמֶלַח סַלְקוֹנְטִית, הֲרֵי אֵלּוּ אֲסוּרִין וְאֵין אִסּוּרָן אִסּוּר הֲנָאָה: 

Avodah Zarah 4:3	Avodah Zarah 51b:17	עֲבוֹדָה זָרָה שֶׁהָיָה לָהּ גִנָּה אוֹ מֶרְחָץ, נֶהֱנִין מֵהֶן שֶׁלֹּא בְטוֹבָה וְאֵין נֶהֱנִין מֵהֶן בְּטוֹבָה. הָיָה שֶׁלָּהּ וְשֶׁל אֲחֵרִים, נֶהֱנִין מֵהֶן בֵּין בְּטוֹבָה וּבֵין שֶׁלֹּא בְטוֹבָה: 

Avodah Zarah 4:4	Avodah Zarah 52b:14	עֲבוֹדָה זָרָה שֶׁל נָכְרִי, אֲסוּרָה מִיָּד. וְשֶׁל יִשְׂרָאֵל, אֵין אֲסוּרָה עַד שֶׁתֵּעָבֵד. נָכְרִי מְבַטֵּל עֲבוֹדָה זָרָה שֶׁלּוֹ וְשֶׁל חֲבֵרוֹ, וְיִשְׂרָאֵל אֵינוֹ מְבַטֵּל עֲבוֹדָה זָרָה שֶׁל נָכְרִי. הַמְבַטֵּל עֲבוֹדָה זָרָה, בִּטֵּל מְשַׁמְּשֶׁיהָ. בִּטֵּל מְשַׁמְּשֶׁיהָ, מְשַׁמְּשֶׁיהָ מֻתָּרִין וְהִיא אֲסוּרָה: 

Avodah Zarah 5:10	Avodah Zarah 74b:1	יֵין נֶסֶךְ שֶׁנָּפַל לְבוֹר, כֻּלּוֹ אָסוּר בַּהֲנָאָה. רַבָּן שִׁמְעוֹן בֶּן גַּמְלִיאֵל אוֹמֵר, יִמָּכֵר כֻּלּוֹ לְנָכְרִי, חוּץ מִדְּמֵי יֵין נֶסֶךְ שֶׁבּוֹ: 

Horayot 1:4	Horayot 4b:16	הוֹרוּ בֵית דִּין, וְיָדַע אֶחָד מֵהֶן שֶׁטָּעוּ, וְאָמַר לָהֶן טוֹעִין אַתֶּם, אוֹ שֶׁלֹּא הָיָה מֻפְלָא שֶׁל בֵּית דִּין שָׁם, אוֹ שֶׁהָיָה אַחַד מֵהֶן גֵּר אוֹ מַמְזֵר אוֹ נָתִין אוֹ זָקֵן שֶׁלֹּא רָאָה לוֹ בָנִים, הֲרֵי אֵלּוּ פְטוּרִין, שֶׁנֶּאֱמַר כָּאן עֵדָה (ויקרא ד) וְנֶאֱמַר לְהַלָּן (במדבר לה) עֵדָה, מָה עֵדָה הָאֲמוּר לְהַלָּן עַד שֶׁיִּהְיוּ כֻלָּם רְאוּיִין לְהוֹרָאָה, אַף עֵדָה הָאֲמוּרָה כָאן עַד שֶׁיִּהְיוּ כֻלָּם רְאוּיִים לְהוֹרָאָה. הוֹרוּ בֵית דִּין שׁוֹגְגִים וְעָשׂוּ כָל הַקָּהָל שׁוֹגְגִין, מְבִיאִין פָּר. מְזִידִין וְעָשׂוּ שׁוֹגְגִין, מְבִיאִין כִּשְׂבָּה וּשְׂעִירָה. שׁוֹגְגִין וְעָשׂוּ מְזִידִין, הֲרֵי אֵלּוּ פְטוּרִין: 

Horayot 3:1	Horayot 9b:11	כֹּהֵן מָשִׁיחַ שֶׁחָטָא וְאַחַר כָּךְ עָבַר מִמְּשִׁיחוּתוֹ, וְכֵן נָשִׂיא שֶׁחָטָא וְאַחַר כָּךְ עָבַר מִגְּדֻלָּתוֹ, כֹּהֵן מָשִׁיחַ מֵבִיא פַר, וְהַנָּשִׂיא מֵבִיא שָׂעִיר: 

Horayot 3:4	Horayot 12b:14	וְאֵיזֶהוּ הַמָּשִׁיחַ, הַמָּשׁוּחַ בְּשֶׁמֶן הַמִּשְׁחָה, לֹא הַמְרֻבֶּה בִבְגָדִים. אֵין בֵּין כֹּהֵן הַמָּשׁוּחַ בְּשֶׁמֶן הַמִּשְׁחָה לִמְרֻבֶּה בְגָדִים אֶלָּא פַר הַבָּא עַל כָּל הַמִּצְוֹת. וְאֵין בֵּין כֹּהֵן מְשַׁמֵּשׁ לְכֹהֵן שֶׁעָבַר, אֶלָּא פַר יוֹם הַכִּפּוּרִים וַעֲשִׂירִית הָאֵיפָה. זֶה וָזֶה שָׁוִין בַּעֲבוֹדַת יוֹם הַכִּפּוּרִים, וּמְצֻוִּין עַל הַבְּתוּלָה, וַאֲסוּרִין עַל הָאַלְמָנָה, וְאֵינָן מִטַּמְּאִין בִּקְרוֹבֵיהֶן, וְלֹא פוֹרְעִין, וְלֹא פוֹרְמִין, וּמַחֲזִירִין אֶת הָרוֹצֵחַ: 

Horayot 3:5	Horayot 12b:20	כֹּהֵן גָּדוֹל פּוֹרֵם מִלְּמַטָּה, וְהַהֶדְיוֹט מִלְמַעְלָה. כֹּהֵן גָּדוֹל מַקְרִיב אוֹנֵן וְלֹא אוֹכֵל, וְהַהֶדְיוֹט לֹא מַקְרִיב וְלֹא אוֹכֵל: 

Zevachim 6:4	Zevachim 64b:5	חַטַּאת הָעוֹף כֵּיצַד הָיְתָה נַעֲשֵׂית. הָיָה מוֹלֵק אֶת רֹאשָׁהּ מִמּוּל עָרְפָּהּ וְאֵינוֹ מַבְדִּיל, וּמַזֶּה מִדָּמָהּ עַל קִיר הַמִּזְבֵּחַ. שְׁיָרֵי הַדָּם, הָיָה מִתְמַצֶּה עַל הַיְסוֹד. אֵין לַמִּזְבֵּחַ אֶלָּא דָמָהּ, וְכֻלָּהּ לַכֹּהֲנִים: 

Zevachim 7:1	Zevachim 66b:14	חַטַּאת הָעוֹף שֶׁעֲשָׂאָהּ לְמַטָּה, כְּמַעֲשֵׂה חַטָּאת לְשֵׁם חַטָּאת, כְּשֵׁרָה. כְּמַעֲשֵׂה חַטָּאת לְשֵׁם עוֹלָה, כְּמַעֲשֵׂה עוֹלָה לְשֵׁם חַטָּאת, כְּמַעֲשֵׂה עוֹלָה לְשֵׁם עוֹלָה, פְּסוּלָה. עֲשָׂאָהּ לְמַעְלָה כְּמַעֲשֵׂה כֻלָּם, פְּסוּלָה: 

Zevachim 7:2	Zevachim 66b:15	עוֹלַת הָעוֹף שֶׁעֲשָׂאָהּ לְמַעְלָה, כְּמַעֲשֵׂה עוֹלָה לְשֵׁם עוֹלָה, כְּשֵׁרָה, כְּמַעֲשֵׂה עוֹלָה לְשֵׁם חַטָּאת, כְּשֵׁרָה, וּבִלְבַד שֶׁלֹּא עָלְתָה לַבְּעָלִים. כְּמַעֲשֵׂה חַטָּאת לְשֵׁם עוֹלָה, כְּמַעֲשֵׂה חַטָּאת לְשֵׁם חַטָּאת, פְּסוּלָה. עֲשָׂאָהּ לְמַטָּה כְּמַעֲשֵׂה כֻלָּן, פְּסוּלָה: 

Zevachim 7:3	Zevachim 66b:15	וְכֻלָּן אֵינָן מְטַמְּאוֹת בְּבֵית הַבְּלִיעָה, וּמוֹעֲלִין בָּהֶן, חוּץ מֵחַטַּאת הָעוֹף שֶׁעֲשָׂאָהּ לְמַטָּה, כְּמַעֲשֵׂה חַטָּאת לְשֵׁם חַטָּאת: 

Zevachim 7:5	Zevachim 69b:2	מָלַק בִּשְׂמֹאל, אוֹ בַלַּיְלָה, שָׁחַט חֻלִּין בִּפְנִים, וְקָדָשִׁים בַּחוּץ, אֵינָן מְטַמְּאִין בְּבֵית הַבְּלִיעָה. מָלַק בְּסַכִּין, מָלַק חֻלִּין בִּפְנִים, וְקָדָשִׁים בַּחוּץ, תּוֹרִין שֶׁלֹּא הִגִּיעַ זְמַנָּן, וּבְנֵי יוֹנָה שֶׁעָבַר זְמַנָּן, שֶׁיָּבַשׁ גַּפָּה, וְשֶׁנִּסְמֵת עֵינָהּ, וְשֶׁנִּקְטְעָה רַגְלָהּ, מְטַמֵּא בְבֵית הַבְּלִיעָה. זֶה הַכְּלָל, כֹּל שֶׁהָיָה פְסוּלָהּ בַּקֹּדֶשׁ, אֵינָהּ מְטַמְּאָה בְבֵית הַבְּלִיעָה. לֹא הָיָה פְסוּלָהּ בַּקֹּדֶשׁ, מְטַמְּאָה בְבֵית הַבְּלִיעָה. וְכָל הַפְּסוּלִים שֶׁמָּלְקוּ, מְלִיקָתָן פְּסוּלָה, וְאֵינָן מְטַמְּאוֹת בְּבֵית הַבְּלִיעָה: 

Zevachim 9:4	Zevachim 86a:14	כְּשֵׁם שֶׁאִם עָלוּ לֹא יֵרְדוּ, כָּךְ אִם יָרְדוּ לֹא יַעֲלוּ. וְכֻלָּן שֶׁעָלוּ חַיִּים לְרֹאשׁ הַמִּזְבֵּחַ, יֵרֵדוּ. עוֹלָה שֶׁעָלְתָה חַיָּה לְרֹאשׁ הַמִּזְבֵּחַ, תֵּרֵד. שְׁחָטָהּ בְּרֹאשׁ הַמִּזְבֵּחַ, יַפְשִׁיט וִינַתַּח בִּמְקוֹמָהּ: 

Zevachim 10:2	Zevachim 89a:10	וְכֹל הַמְקֻדָּשׁ מֵחֲבֵרוֹ, קוֹדֵם אֶת חֲבֵרוֹ. דַּם חַטָּאת קוֹדֵם לְדַם עוֹלָה, מִפְּנֵי שֶׁהוּא מְרַצֶּה. אֵבְרֵי עוֹלָה קוֹדְמִין לְאֵמוּרֵי חַטָּאת, מִפְּנֵי שֶׁהֵן כָּלִיל לָאִשִּׁים. חַטָּאת קוֹדֶמֶת לְאָשָׁם, מִפְּנֵי שֶׁדָּמָהּ נִתָּן עַל אַרְבַּע קְרָנוֹת וְעַל הַיְּסוֹד. אָשָׁם קוֹדֵם לְתוֹדָה וּלְאֵיל נָזִיר, מִפְּנֵי שֶׁהוּא קָדְשֵׁי קָדָשִׁים. הַתּוֹדָה וְאֵיל נָזִיר קוֹדְמִין לִשְׁלָמִים, מִפְּנֵי שֶׁהֵן נֶאֱכָלִין לְיוֹם אֶחָד, וּטְעוּנִים לָחֶם. שְׁלָמִים קוֹדְמִין לִבְכוֹר, מִפְּנֵי שֶׁהֵם טְעוּנִין מַתַּן אַרְבַּע, וּסְמִיכָה וּנְּסָכִים וּתְנוּפַת חָזֶה וָשׁוֹק: 
