Index,Daf,Siman,Siman Ref,Wiki Snippet
1396,Gittin 15b,ו,Gittin 15b:13,בשטיפה ידיו טהורות ואלא דקא משי פלגא פלגא דידיה והאמרי דבי ר' ינאי <ו> ידים אין טהורות לחצאין לא
1397,Gittin 16a,א,Gittin 16a:1, <א> הנצוק והקטפרס ומשקה טופח אינו
1398,Gittin 16a,ב,Gittin 16a:2,חיבור לא לטומאה ולא לטהרה לא צריכא <ב> דאיכא טופח להטפיח הא נמי
1399,Gittin 16a,ג,Gittin 16a:3,תנינא טופח להטפיח חיבור דלמא לענין מקואות ורבי יהודה היא דתנן <ג> מקוה שיש בו ארבעים סאה
1400,Gittin 16a,ד,Gittin 16a:6,רגליו של ראשון נוגעות במים אף השני טהור אמר רבי ירמיה הרי אמרו <ד> הבא ראשו ורובו במים שאובין
1401,Gittin 16a,ה,Gittin 16a:6,וטהור שנפלו על ראשו ועל רובו שלשה לוגין מים שאובין טמא <ה> בעי ר' ירמיה חציו בביאה
1402,Gittin 16a,ו,Gittin 16a:8,רבי יוחנן לא שנו אלא שאין הגט יוצא מתחת ידי שניהם <ו> אבל גט יוצא מתחת ידי
1403,Gittin 16b,א,Gittin 16b:3,שניהם הא גט יוצא מתחת ידי שניהם מכשרי רבנן אמר ליה <א> אין וכי אין גט יוצא
1404,Gittin 17a,א,Gittin 17a:8,לן הכי אמר ליה <א> יתד היא שלא תמוט: נכתב
1405,Gittin 17a,ב,Gittin 17a:9,ביום ונחתם ביום בלילה ונחתם בלילה <ב> בלילה ונחתם ביום כשר
1406,Gittin 17a,ג,Gittin 17a:9,בלילה ונחתם ביום כשר <ג> ביום ונחתם בלילה פסול רבי
1407,Gittin 17a,ד,Gittin 17a:11,זמן בגיטין רבי יוחנן אמר <ד> משום בת אחותו ריש לקיש
1408,Gittin 17b,א,Gittin 17b:9,הולד כשר מה הועילו חכמים בתקנתן אהנו <א> דלכתחילה לא תינשא
1409,Gittin 17b,ב,Gittin 17b:10,דלכתחילה לא תינשא <ב> גזייה לזמן דידיה ויהביה ניהלה
1410,Gittin 17b,ג,Gittin 17b:11,מאי אמר ליה לרמאי לא חיישינן כתוב בו שבוע שנה חדש שבת מאי אמר ליה <ג> כשר ומה הועילו חכמים בתקנתן
1411,Gittin 17b,ד,Gittin 17b:12,אהנו לשבוע דקמיה ולשבוע דבתריה דאי לא תימא הכי יומא גופיה מי ידעי' אי מצפרא אי מפניא אלא ליומא <ד> דקמיה וליומא דבתריה הכא נמי
1412,Gittin 18a,א,Gittin 18a:3,ממדינת הים דמיכתבי בניסן ולא מטו עד תשרי מה הועילו חכמים בתקנתם אמר ליה <א> הנהו קלא אית להו איתמר
1413,Gittin 18a,ב,Gittin 18a:8,רב כהנא ורב פפי ורב אשי עבדי משעת כתיבה רב פפא ורב הונא בריה דרב יהושע עבדי משעת נתינה <ב> והלכתא משעת כתיבה איתמר מאימתי
1414,Gittin 18a,ג,Gittin 18a:10,"כתובה משמטת רב אמר משתפגום ותזקוף ושמואל אמר <ג> פגמה אע""פ שלא זקפה זקפה"
1415,Gittin 18a,ד,Gittin 18a:12,זקפה ולא פגמה אינה משמטת עד שתפגום ותזקוף תניא כוותיה דשמואל <ד> אונס וקנס ופיתוי וכתובת אשה
1416,Gittin 18a,ה,Gittin 18a:14,בלילה הוה רב התם ולא אמר להו ולא מידי לימא כשמואל סבירא ליה <ה> עסוקין באותו ענין הוו דתניא
1417,Gittin 18b,א,Gittin 18b:2,לעשרה כתבו גט לאשתי אמר ר' יוחנן <א> שנים משום עדים וכולם משום
1418,Gittin 18b,ב,Gittin 18b:4,לאשתי אחד כותב ושנים חותמין אלא דאמר להו כולכם מאי בינייהו איכא בינייהו <ב> דחתום בי תרי מינייהו ביומיה
1419,Gittin 18b,ג,Gittin 18b:5,ואינך מכאן ועד עשרה ימים מאן דאמר משום תנאי כשר ומאן דאמר משום עדים פסול <ג> אי נמי כגון שנמצא אחד
1420,Gittin 18b,ד,Gittin 18b:6,אמרי לה כשר ואמרי לה <ד> פסול אמרי לה כשר תנאי
1421,Gittin 19a,א,Gittin 19a:4,לא בההיא כרבי יוחנן סבירא ליה והאמר ר' יוחנן שנים משום עדים וכולן משום תנאי בההיא כריש לקיש סבירא ליה: <א> בכל כותבים בדיו בסם בסיקרא
1422,Gittin 19a,ב,Gittin 19a:5,ובקומוס ובקנקנתום ובכל דבר שהוא של קיימא אין כותבין לא במשקין ולא במי פירות ולא בכל דבר שאינו מתקיים <ב> על הכל כותבין על העלה
1423,Gittin 19a,ג,Gittin 19a:7,שהוא מתקיים וכו': לאתויי מאי לאתויי הא דתני ר' חנינא <ג> כתבו במי טריא ואפצא כשר
1424,Gittin 19a,ד,Gittin 19a:7,תני ר' חייא <ד> כתבו באבר בשחור ובשיחור כשר
1425,Gittin 19a,ה,Gittin 19a:8,איתמר המעביר דיו על גבי סיקרא בשבת רבי יוחנן וריש לקיש דאמרי תרוייהו <ה> חייב שתים אחת משום כותב
1426,Gittin 19a,ו,Gittin 19a:8,"ואחת משום מוחק דיו ע""ג דיו סיקרא על גבי סיקרא <ו> פטור סיקרא ע""ג דיו אמרי"
1427,Gittin 19a,ז,Gittin 19a:8,לה חייב ואמרי לה <ז> פטור אמרי לה חייב מוחק
1428,Gittin 19a,ח,Gittin 19a:13,דיו ושמואל אמר באבר באבר סלקא דעתך והתני רבי חייא כתבו באבר בשחור ובשיחור כשר לא קשיא <ח> הא באברא הא במיא דאברא
1429,Gittin 19a,ט,Gittin 19a:15,"רבי אבהו אמר במי מילין והתני רבי חנינא כתבו במי טריא ואפצא כשר ל""ק <ט> הא דאפיץ הא דלא אפיץ"
1430,Gittin 19a,י,Gittin 19a:16,"שאין מי מילין ע""ג מי מילין רב פפא אמר <י> ברוק וכן אורי ליה רב"
1431,Gittin 19a,כ,Gittin 19a:16,"פפא לפפא תוראה ברוק וה""מ בגיטין <כ> אבל בשטרות לא דההוא דעבד"
1432,Gittin 19a,ל,Gittin 19a:17,עובדא בשאר שטרות <ל> ונגדיה רב כהנא
1433,Gittin 19b,א,Gittin 19b:5,"חותמין א""ר אלעזר מ""ט דרבן שמעון בן גמליאל שלא יהו בנות ישראל עגונות אמר רבא <א> הלכה כרשב""ג ורב גמדא משמיה"
1434,Gittin 19b,ב,Gittin 19b:7,ספרי דייני וחתים <ב> ודווקא רב נחמן וספרי דייני
1435,Gittin 19b,ג,Gittin 19b:8,פרסאה דעביד בערכאות של כותים <ג> מקרי להו לשני כותים זה
1436,Gittin 19b,ד,Gittin 19b:9,אמימר <ד> האי שטרא פרסאה דחתימי עליה
1437,Gittin 19b,ה,Gittin 19b:15,דאיכא כתב הא ליכא כתב לא כי קאמר שמואל <ה> דבדקינן ליה במיא דנרא אי
1438,Gittin 19b,ו,Gittin 19b:16,פליט פליט ואי לא פליט לאו כלום הוא וכי פליט מאי הוי השתא הוא דפליט שמואל נמי <ו> חיישינן קאמר אמר רבינא אמר
1439,Gittin 19b,ז,Gittin 19b:17,לי אמימר הכי אמר מרימר משמיה דרב דימי <ז> הני בי תרי דיהיב גיטא
1440,Gittin 19b,ח,Gittin 19b:17,"קמייהו צריכי למיקרייה מיתיבי <ח> ה""ז גיטך ונטלתו וזרקתו לים"
1441,Gittin 19b,ט,Gittin 19b:18,אמרת צריכי למיקרייה בתר דקריוה מי מצי אמר לה הכי <ט> לא צריכא דבתר דקריוה עייליה
1442,Gittin 19b,י,Gittin 19b:19,נחמן <י> מזוזתא ביני דני לא שכיחא
1443,Gittin 20a,א,Gittin 20a:1,אי משום כריתות דאית בה הא בעינא וכתב לה <א> לשמה וליכא וכי תימא ליחוש
1444,Gittin 20a,ב,Gittin 20a:4,"קמ""ל שאין מי מילין על גבי מי מילין אמר רב חסדא <ב> גט שכתבו שלא לשמה והעביר"
1445,Gittin 20a,ג,Gittin 20a:5,הטיל בו דלת מעביר עליו קולמוס ומקדשו דברי רבי יהודה וחכמים אומרים <ג> אין השם מן המובחר אמר
1446,Gittin 20a,ד,Gittin 20a:8,היא תדע דשלחו מתם <ד> כתבו על איסורי הנאה כשר:
1447,Gittin 20a,ה,Gittin 20a:11,קלסוה משמיה דרבים וקלסוה אלמא הלכתא כותיה תנו רבנן <ה> וכתב ולא חקק למימרא דחקיקה
1448,Gittin 20a,ו,Gittin 20a:12,אמר עולא אמר רבי אלעזר לא קשיא <ו> הא דחק תוכות הא דחק
1449,Gittin 20a,ז,Gittin 20a:13,יריכות ותוכות לא ורמינהו <ז> לא היה כתבו שוקע אלא
1450,Gittin 20a,ח,Gittin 20a:15,התם תוכות הכא יריכות אמר ליה רבינא לרב אשי רושמא מיחרץ חריץ או כנופי מכניף אמר ליה <ח> מיחרץ חריץ איתיביה לא היה
1451,Gittin 20b,א,Gittin 20b:1,הא בעינא מכתב וליכא כדינרי זהב ולא כדינרי זהב כדינרי זהב דבולט ולא כדינרי זהב דאילו התם מגואי <א> והכא מאבראי בעא מיניה רבא
1452,Gittin 20b,ב,Gittin 20b:2,מרב נחמן כתב לה גט על טס של זהב ואמר לה התקבלי גיטך והתקבלי כתובתך מהו אמר ליה <ב> נתקבלה גיטה ונתקבלה כתובתה איתיביה
1453,Gittin 20b,ג,Gittin 20b:5,"והא קמ""ל דאע""ג דאיכא שאר <ג> אי אמר לה אין אי"
1454,Gittin 20b,ד,Gittin 20b:7,"לא לא מאי טעמא אוירא דמגילתא הוא ת""ר <ד> הרי זה גיטך והנייר שלי"
1455,Gittin 20b,ה,Gittin 20b:8,אינה מגורשת על מנת שתחזירי לי את הנייר הרי זו מגורשת <ה> בעי רב פפא בין שיטה
1456,Gittin 20b,ו,Gittin 20b:10,לשיטה ובין תיבה לתיבה מאי תיקו ותיפוק ליה דספר אחד אמר רחמנא ולא שנים ושלשה ספרים לא צריכא דמעורה <ו> בעי רמי בר חמא היו
1457,Gittin 20b,ז,Gittin 20b:14,מתני' לרבא לא קשיא בעדי מסירה ורבי אלעזר היא אלא לרמי בר חמא קשיא לרמי בר חמא נמי לא קשיא <ז> בכתובת קעקע השתא דאתית להכי
1458,Gittin 20b,ח,Gittin 20b:14,מתניתין (לרבא) נמי לא תיקשי <ח> בכתובת קעקע מאי הוי עלה
1459,Gittin 20b,ט,Gittin 20b:15,תא שמע דאמר ריש לקיש <ט> הגודרות אין להן חזקה בעי
1460,Gittin 21a,א,Gittin 21a:2,זקן שאני דידע לאקנויי אלא אמר רבא מהכא ערב <א> היוצא לאחר חיתום שטרות גובה
1461,Gittin 21a,ב,Gittin 21a:3,מנכסים בני חורין אמר רב אשי מאי קושיא דלמא גברא שאני דידע לאקנויי אלא אמר רב אשי <ב> מהכא אשה
1462,Gittin 21a,ג,Gittin 21a:3,מהכא אשה <ג> כותבת את גיטה והאיש כותב
1463,Gittin 21a,ד,Gittin 21a:4,את שוברו שאין קיום הגט אלא בחותמיו אמר רבא <ד> כתב לה גט ונתנו ביד
1464,Gittin 21a,ה,Gittin 21a:5,והאמר רבא כל שאילו מהלך לא קנה עומד ויושב לא קנה <ה> והלכתא בכפות ואמר רבא
1465,Gittin 21a,ו,Gittin 21a:6,והלכתא בכפות ואמר רבא <ו> כתב לה גט ונתנו בחצרו
1466,Gittin 21a,ז,Gittin 21a:10,כורחה והא מתנה <ז> מדעתה איתא בעל כורחה ליתא
1467,Gittin 21a,ח,Gittin 21a:13,"שליחו' מידה איתרבי מושלח ושלחה איתרבי ואב""א שליחות לקבלה נמי אשכחן בעל כורחה <ח> שכן אב מקבל גט לבתו"
1468,Gittin 21b,א,Gittin 21b:2,לא אפשר למקצייה אלא קרן של פרה ליקצייה וליתביה לה אמר קרא וכתב ונתן לה <א> מי שאינו מחוסר אלא כתיבה
1469,Gittin 21b,ב,Gittin 21b:5,דכתיב ספר לספירת דברים הוא דאתא ורבנן האי וכתב מאי עבדי ליה מיבעי להו <ב> בכתיבה מתגרשת ואינה מתגרשת בכסף
1470,Gittin 21b,ג,Gittin 21b:7,ואין דבר אחר כורתה ואידך מיבעי ליה <ג> דבר הכורת בינו לבינה כדתניא
1471,Gittin 21b,ד,Gittin 21b:7,דבר הכורת בינו לבינה כדתניא <ד> הרי זה גיטיך על מנת
1472,Gittin 21b,ה,Gittin 21b:10,מכרת כריתות ואידך כרת כריתות לא דרשי: מתני' <ה> אין כותבין במחובר לקרקע כתבו
1473,Gittin 21b,ו,Gittin 21b:12,כותבין לא על הנייר המחוק ולא על הדיפתרא מפני שהוא יכול להזדייף וחכמים <ו> מכשירין: כתבו על המחובר והאמרת
1474,Gittin 21b,ז,Gittin 21b:16,שנינו ורבי מאיר היא דאמר עדי חתימה כרתי והכי קאמר <ז> אין כותבין תורף גזירה שמא
1475,Gittin 21b,ח,Gittin 21b:17,יחתום כתבו לתורף תלשו חתמו ונתנו לה כשר <ח> כתבו על חרס של עציץ
1476,Gittin 21b,ט,Gittin 21b:17,נקוב כשר דשקיל ליה ויהיב ליה ניהלה על עלה של עציץ נקוב אביי אמר כשר ורבא אמר <ט> פסול אביי אמר כשר
1477,Gittin 22a,א,Gittin 22a:2,דשקיל ליה ויהיב ליה ניהלה רבא אמר פסול גזרה שמא יקטום: <א> עציץ של אחד וזרעים של
1478,Gittin 22a,ב,Gittin 22a:2,אחר מכר בעל עציץ לבעל זרעים כיון שמשך קנה <ב> מכר בעל זרעים לבעל עציץ
1479,Gittin 22a,ג,Gittin 22a:3,לא קנה עד שיחזיק בזרעים <ג> עציץ וזרעים של אחד ומכרן
1480,Gittin 22a,ד,Gittin 22a:3,לאחר החזיק בזרעים קנה עציץ וזו היא ששנינו נכסים <ד> שאין להם אחריות נקנין עם
1481,Gittin 22a,ה,Gittin 22a:4,נכסים שיש להן אחריות בכסף ובשטר ובחזקה <ה> החזיק בעציץ אף עציץ לא
1482,Gittin 22a,ו,Gittin 22a:5,"קנה עד שיחזיק בזרעים נקבו בארץ ונופו בחוצה לארץ אביי אמר בתר נקבו אזלינן רבא אמר בתר <ו> נופו אזלינן בדאשרוש כ""ע לא"
1483,Gittin 22a,ז,Gittin 22a:6,פליגי כי פליגי <ז> בדלא אשרוש ובדאשרוש לא פליגי
1484,Gittin 22a,ח,Gittin 22a:10,למלאות את גנתו עפר אין כאן ירק ואכתי בדאשרוש לא פליגי והא תניא <ח> אילן מקצתו בארץ ומקצתו בחוצה
1485,Gittin 22a,ט,Gittin 22a:12,בארץ ומקצת נופו בחוצה לארץ לא <ט> מקצת שרשין בארץ ומקצת שרשין
1486,Gittin 22a,י,Gittin 22a:15,"לחודיה קאי והאי לחודיה קאי: ר' יהודה בן בתירא אומר כו': א""ר חייא בר אסי משמיה דעולא <י> ג' עורות הן מצה חיפה"
1487,Gittin 22b,א,Gittin 22b:1, <א> ר' אלעזר היא דאמר עדי
1488,Gittin 22b,ב,Gittin 22b:3,תנאה וזייפתיה ור' יוחנן אמר <ב> אפי' מכאן עד עשרה ימים
1489,Gittin 22b,ג,Gittin 22b:4,"דאם איתא דהוה ביה תנאי מידכר דכירי ואמר ר""א <ג> לא הכשיר ר""א אלא בגיטין"
1490,Gittin 22b,ד,Gittin 22b:6,"ימים רבים התם עצה טובה קמ""ל: <ד> הכל כשרין לכתוב את הגט"
1491,Gittin 22b,ה,Gittin 22b:6,אפי' חרש שוטה וקטן האשה <ה> כותבת את גיטה והאיש כותב
1492,Gittin 23a,א,Gittin 23a:1, <א> והוא שהיה גדול עומד על
1493,Gittin 23a,ב,Gittin 23a:4,"לענין הבאה מכלל דלענין כתיבה כשר והתניא עובד כוכבים פסול ההיא ר""א היא דאמר עדי מסירה כרתי ובעינן כתיבה לשמה <ב> והא ודאי עובד כוכבים אדעתיה"
