Phrase,Freq,,Alternate #1,Alternate #2,Alternate #3,Alternate #4,Alternate #5,Alternate #6,Alternate #7,Alternate #8,Alternate #9,Alternate #10,Alternate #11,Alternate #12,Alternate #13,Alternate #14,Alternate #15,Alternate #16,Alternate #17,Alternate #18,Alternate #19,Alternate #20,Alternate #21,Alternate #22,Alternate #23,,,,,,,,,,,,,,,,,,,,,,,,
"ובג""ד",337,|,ובגין_דא (0),ובגין_דאנת (43),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וברו',10,|,וברור (89),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"רצ""ג",326,|,רצג (356),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הבאבכ""ס",7,|,הבא_בכסנין (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ישאנ',10,|,ישאנה (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"רה""ג",330,|,רב_האי_גאון (4),רבינו_האי_גאון (30),רבינו_האיי_גאון (199),רב_האיי_גאון (504),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
השער',17,|,השערה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כההי',63,|,כההיא (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בח""ד",353,|,בספרי_חוות_דעת (323),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ולד""ה",30,|,ולדעת_הטור (45),ולדעת_המרדכי (60),ותמיה_לי_דהא (203),ולדעתי_הקלושה (269),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מאמ',63,|,מאמרו (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ת""ז",334,|,תוך_זמנו (0),תוך_זמני (187),תוך_זמניה (802),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"תתצ""ב",11,|,תתצב (47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הבגדי',63,|,הבגדים (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מועטי',63,|,מועטים (0),מועטין (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"והדגמ""ר",30,|,והדגול_מרבבה (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שניי',317,|,שנייה (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דשיילי',16,|,דשיילינן (21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דפסלי',10,|,דפסלינן (187),דפסליה (193),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"יש""ו",66,|,ישראל_ומנהיגיהם (121),ישראל_ומשם (532),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ויעו""ש",384,|,ויעוין_שם (36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"באב""נ",7,|,בספר_אבני_נזר (690),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שאכתו',27,|,שאכתוב (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"וכמוש""ב",69,|,וכמו_שביארתי (9),וכמו_שבארנו (118),וכמו_שאבאר_בסמוך (135),וכמו_שהארכתי_בזה (266),וכמו_שכתבתי_בסמוך (275),וכמו_שהארכנו_בזה (279),וכמו_שביאר (290),וכמו_שבארתי (777),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לגירושי',27,|,לגירושין (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מטלטלי',314,|,מטלטלים (0),מטלטלין (1),מטלטלי (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מבקשי',63,|,מבקשים (0),מבקשין (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שלשי',311,|,שלשים (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דקוד',16,|,דקודם (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לל""ת",323,|,ללא_תעשה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"כע""ה",29,|,כעובר_על_השבועה (320),כעם_הארץ (396),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
המלאכ',67,|,המלאכה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"רח""ה",11,|,רבינו_חיים_הלוי (49),רבנו_חיים_הלוי (482),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"יור""ד",316,|,יורה_דעה (62),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ולטעמי',65,|,ולטעמיה (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ובעי',315,|,ובעינן (0),ובעי (7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שבפ',319,|,שבפרק (0),שבפרשת (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
באגר',7,|,באגרך (466),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ובסמ""ג",337,|,ובספר_מצות_גדול (213),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ונאמני',10,|,ונאמנין (74),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הדו""ח",16,|,הדרישות_וחקירות (824),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"מלד""ה",318,|,מצוה_לקיים_דברי_המת (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בדאוריי',66,|,בדאורייתא (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נחלו',27,|,נחלות (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מבפני',65,|,מבפנים (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ובתכ""ד",16,|,ובתוך_כדי_דיבור (0),ובתוך_כדי_דבור (13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דבל""ז",310,|,דבלא_זה (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"וגמ""ח",66,|,וגמילות_חסדים (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
והרחוקי',5,|,והרחוקים (585),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"במו""ש",317,|,במוצאי_שבת (1),בליל_מוצאי_שבת (4),בכל_מוצאי_שבת (31),במוצאי_שבתות (52),בשאר_מוצאי_שבת (393),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"השע""א",69,|,השער_אפרים (63),הרב_שער_אשר (461),הגאון_שער_אפרים (479),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בודקי',63,|,בודקים (0),בודקין (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מסוגי',309,|,מסוגיא (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מצרפי',62,|,מצרפין (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חמץ',23,|,חמצך (336),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ונדוני',27,|,ונדוניא (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אאפי',7,|,אאפילו (972),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הקטני',63,|,הקטנים (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דליתי',316,|,דליתיה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בהו""א",63,|,בתמורה_הוא (152),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לתועלת',10,|,לתועלתו (210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ביד""א",322,|,בידי_אדם (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ובת""י",67,|,ובתוספות_ישנים (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גזלני',16,|,גזלנין (6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
השדר',27,|,השדרה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"אוה""ע",314,|,אומות_העולם (0),אותו_העיר (417),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דגר',64,|,דגרסינן (1),דגרסו (109),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
והודי',27,|,והודיה (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לבע""ד",311,|,לבעל_דין (0),למחות_בעדים (107),לחלק_בין_עדות (932),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"אה""כ",17,|,אמר_הכתוב_כאן (602),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"והצ""צ",65,|,והצמח_צדק (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
להז',7,|,להזנה (753),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דהמל""מ",65,|,דהנה_המשנה_למלך (410),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חדשו',27,|,חדשות (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"גמח""ט",21,|,גמר_חתימה_טובה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"וצעב""ח",7,|,וצער_בעלי_חיים (4),ודחי_צער_בעלי_חיים (13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
סככי',10,|,סככים (21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שד',317,|,שדברי (0),שדעת (4),שדבריו (114),שדברים (455),שדעה (693),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אתרי',63,|,אתריה (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"אכמ""ל",37,|,אין_כאן_מקומו_להאריך (21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שליח',16,|,שליחא (0),שליחותיה (6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"אמ""ו",328,|,אבי_מורי_ורבי (91),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"קוהתו""ס",27,|,קושית_התוספות (76),קושיית_התוספות (85),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דבראיי',10,|,דבראייה (300),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הגמ""ר",331,|,הגהות_מרדכי (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בחכמ""ה",11,|,בחכמה_היינו (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קצת',17,|,קצתן (540),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דלהד""ם",317,|,דלא_היו_דברים_מעולם (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"להפמ""א",28,|,להגאון_פנים_מאירות (534),להפנים_מאירות (655),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ביט""ר",10,|,בליל_יום_טוב_ראשון (11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בדיני',63,|,בדינין (0),בדיניהם (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"שט""ס",314,|,שטעות_סופר (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"אניגרו""ן",5,|,אניגרון (624),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לבי""ד",314,|,לבית_דין (1),לפני_בית_דין (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רומי',27,|,רומיא (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פשיע',64,|,פשיעה (0),פשיעותא (91),פשיעתו (103),פשיעותו (783),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"כדמו""י",324,|,כדת_משה_וישראל (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שתמ',16,|,שתמהנו (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בחל',27,|,בחלק (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יחז',319,|,יחזקאל (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דאנוסי',10,|,דאנוסים (96),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"השב""י",63,|,הרב_שב_יעקב (127),השבט_יהודה (620),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"שבלא""ה",310,|,שבלאו_הכי (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לכפרי',10,|,לכפרים (87),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ק""ר",320,|,קבלת_רשות (291),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"סמל""ח",63,|,סמוך_מיעוט_לחזקה (0),סמוך_מיעוטא_לחזקה (1),סמוך_מעוטא_לחזקה (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פסולי',311,|,פסולים (0),פסולין (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דנפ""מ",309,|,דנפקא_מיניה (1),דיש_נפקא_מינה (76),דאיכא_נפקא_מינה (100),דהא_נפקא_מינה (154),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"פיר""ש",29,|,פירש_רבינו_שלמה (50),פירשו_שם (706),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דבנ',10,|,דבנפקד (256),דבנקיט (594),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בכלי',64,|,בכלים (0),בכליו (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"במ""כ",325,|,במקום_כתיבה (244),במכר (633),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ששו""פ",27,|,ששוה_פרוטה (11),שהיה_שוה_פרוטה (35),שהוא_שוה_פרוטה (52),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דרחב""ע",7,|,דרבי_חנניא_בן_עקביא (27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בספ""ב",339,|,בסוף_פרק_בתרא (154),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
משתי',16,|,משתיה (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"שאצ""ל",308,|,שאינה_צריכה_לגופה (0),שאין_צריכה_לגופה (3),שאין_צריך_לגופה (4),שאינה_צריכה_לגופא (7),שאינו_צריך_לגופה (18),שאינה_צריכה_לגופיה (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קטט',26,|,קטטות (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"השו""מ",318,|,השואל_ומשיב (51),הרב_שמש_ומגן (797),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ממהרי',10,|,ממהרים (0),ממהרין (11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"והבע""ח",63,|,והבעל_חוב (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ההוגאר""ה",26,|,ההוגארה (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לב""מ",312,|,לבבא_מציעא (14),לקמא_במאי (361),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הנתב',26,|,הנתבע (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הסתימ',10,|,הסתימה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בהגה""ת",66,|,בהגהת (0),בשם_הגהת (281),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
משודכ',10,|,משודכתו (451),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ומתירי',16,|,ומתירים (3),ומתירין (5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ולס',69,|,ולסברת (6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בקש',26,|,בקשת (151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לאו""ח",309,|,לספר_אורחת_חיים (34),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרקעו',63,|,קרקעות (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לש""ץ",314,|,לשליח_ציבור (1),לשליח_צבור (3),להיות_שליח_ציבור (18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
האפוטרופו',26,|,האפוטרופוס (3),האפוטרופוסים (530),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נוספ',10,|,נוספת (34),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"כר""ט",319,|,כרבי_טרפון (9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ששניה',26,|,ששניהם (0),ששניהן (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הרבי',302,|,הרבים (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בהנכסי',10,|,בהנכסים (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נתוני',16,|,נתונים (20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"במה""י",16,|,במדינת_הים (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דהגז""ש",26,|,דהגזירה_שוה (5),דהך_גזירה_שוה (9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"פס""ר",303,|,פסיק_רישא (1),פסיק_רישיה (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בבתי',62,|,בבתים (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"כהברכ""י",17,|,כהברכי_יוסף (56),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לש""ד",28,|,לענין_שארי_דברים (29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הג""ש",305,|,הגזירה_שוה (1),האי_גזירה_שוה (33),הך_גזירה_שוה (64),הגמרא_שם (540),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"והשיני""ן",27,|,והשינין (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אונ',306,|,אונד (13),אונ (23),אונטר (62),אונז (121),אונטער (176),אונש (308),אונזער (414),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וחניכ',10,|,וחניכא (7),וחניכה (12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בדל""ב",62,|,במנא_דכשר_למיקנא_ביה (30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
החנו',62,|,החנות (0),החנויות (440),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"שאמרז""ל",26,|,שאמרו_רבותינו_זכרונם_לברכה (35),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בנכסי',301,|,בנכסים (0),בנכסיו (1),בנכסין (11),בנכסי (16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הפריש',11,|,הפרישה (87),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ולכתו',28,|,ולכתוב (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
למתניתי',10,|,למתניתין (98),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לנ""ח",66,|,לנר_חנוכה (0),לנרות_חנוכה (6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שכר',32,|,שכרו (505),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דרא""ל",7,|,דלתות_ראויות_לנעול (7),דראוי_לגרירה (798),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בקדושתי',62,|,בקדושתיה (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"אי""ט",27,|,איום_טוב (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לכאור',325,|,לכאורה (0),לכאורא (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"מברהמ""ז",16,|,מברכת_המזון (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
והנר',71,|,והנראה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
האידנ',64,|,האידנא (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לחברת',27,|,לחברתה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ובב""ב",320,|,ובבבא_בתרא (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שמזכירי',7,|,שמזכירין (66),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בשעה""כ",28,|,בשער_הכוונות (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בעל',304,|,בעלה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
משגיא',5,|,משגיאה (42),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
האמ',301,|,האמור (0),האמורה (7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"מהחיי""א",5,|,מהחיי_אדם (95),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הסחו',10,|,הסחורות (66),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לבהכנ""ס",63,|,לבית_הכנסת (3),להתפלל_בבית_הכנסת (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בש""ת",317,|,בשבת_תשובה (36),בשביל_תפלה (437),בשתי_תיבות (911),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חידושי',26,|,חידושיה (8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הת""כ",309,|,התורת_כהנים (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"למ""י",62,|,להוציאה_מידה (285),להוציאו_מידו (573),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עידי',27,|,עידים (56),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הה""ר",302,|,הרב_הגדול_רבינו (48),הרב_הגדול_רבי (98),החכם_הרב (128),החכם_הגדול_רבי (361),הרב_הקדוש_רבינו (419),הגדול_הרב_רבי (479),הגאון_המקובל_רבי (584),הגאון_הקדוש_רבי (715),החכם_השלם_רבי (799),הגאון_המפורסם_רבי (887),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ושמחתי',7,|,ושמחתים (9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הרה""ר",63,|,הרוח_הרביעית (413),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תפיל',27,|,תפילה (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קיימ',308,|,קיימא (0),קיימת (4),קיימה (12),קיימינן (42),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שקנ',61,|,שקנה (0),שקנו (6),שקנאו (12),שקנאם (37),שקנאהו (183),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
