level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,level 9,level 10,level 11,refs
Special Classes,Social Classes,Heretics,,,,,,,,,
Special Classes,Social Classes,Opponents of Torah - Minim,,,,,,,,,
Special Classes,Social Classes,Opponents of Torah - Minim,Dealing with a Min,,,,,,,,
Special Classes,Social Classes,Opponents of Torah - Minim,On the Nature of Minim,,,,,,,,
Special Classes,Social Classes,Opponents of Torah - Minim,Recorded Debates involving a Min,,,,,,,,
Special Classes,Social Classes,Intentional Transgressors - Mumar,,,,,,,,,
Special Classes,Social Classes,Intentional Transgressors - Mumar,General Details,,,,,,,,
Special Classes,Social Classes,Intentional Transgressors - Mumar,Laws relating to a decision to leave Judaism,,,,,,,,
Special Classes,Social Classes,Intentional Transgressors - Mumar,"""Poreik Ol"" - One who rejects the Mitzvot",,,,,,,,
Special Classes,Social Classes,Sadducees and Boethusians - Tziddukim and Baytusim,,,,,,,,,
Special Classes,Social Classes,Sadducees and Boethusians - Tziddukim and Baytusim,Legal Status,,,,,,,,
Special Classes,Social Classes,Sadducees and Boethusians - Tziddukim and Baytusim,Specific claims of Sadducees,,,,,,,,
Special Classes,Social Classes,Sadducees and Boethusians - Tziddukim and Baytusim,Anecdotes,,,,,,,,
Special Classes,Social Classes,A person who suffers from boils - Mukeh Shechin,,,,,,,,,
Special Classes,Social Classes,A person who suffers from boils - Mukeh Shechin,Practices of people with Shechin,,,,,,,,
Special Classes,Social Classes,Informers - Moser,,,,,,,,,
Special Classes,Unique Creatures,,,,,,,,,,
Special Classes,Unique Creatures,"Hermaphrodites, and creatures of Indeterminate Gender",,,,,,,,,
Special Classes,Unique Creatures,"Hermaphrodites, and creatures of Indeterminate Gender",Definition,,,,,,,,
Special Classes,Unique Creatures,"Hermaphrodites, and creatures of Indeterminate Gender",Cases,,,,,,,,
Special Classes,Unique Creatures,Half-avadim,,,,,,,,,
Special Classes,Unique Creatures,Half-avadim,Legal Status,,,,,,,,
Special Classes,Unique Creatures,"The ""Koy"" Creature",,,,,,,,,
Special Classes,Unique Creatures,"The ""Palgais"" Stage of a Ram's Development",,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",,,,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,,,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,"The General Mitzvah of Prayer - Procedure, concentration, goals, value, etc",,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,"The General Mitzvah of Prayer - Procedure, concentration, goals, value, etc",Procedure,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,"The General Mitzvah of Prayer - Procedure, concentration, goals, value, etc",Concentration during Prayer,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,"The General Mitzvah of Prayer - Procedure, concentration, goals, value, etc",Goals of Prayer,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,"The General Mitzvah of Prayer - Procedure, concentration, goals, value, etc",Value of Prayer,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,"The General Mitzvah of Prayer - Procedure, concentration, goals, value, etc",Approaching Gd in Prayer,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,Prayer Books,,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,Times for Prayer,,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,Times for Prayer,General Issues,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,Times for Prayer,Morning Prayers,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,Times for Prayer,Afternoon Prayers,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,Times for Prayer,Evening Prayers,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,Places of Prayer,,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,Places of Prayer,The Need for a Synagogue,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,Places of Prayer,Physical Placement within the Synagogue,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,Places of Prayer,Specific Synagogues,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,Places of Prayer,"Sanctified use of the Synagogue, beyond Prayer",,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,Places of Prayer,Beyond the Laws,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,Clothes for Prayer,,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,Clothes for Prayer,General Rules,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,Holiness of a Place of Prayer,,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,Holiness of a Place of Prayer,The Holiness Itself,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,Holiness of a Place of Prayer,Uses of a Synagogue,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,Holiness of a Place of Prayer,Uses of a Former Synagogue,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,Holiness of a Place of Prayer,Sale/Exchange of a Synagogue,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,Hand-Washing in the Morning and before Prayer,,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,A Quorum,,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,A Quorum,General Issues,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,A Quorum,Specific Procedures [Not] Requiring a Quorum,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,"The Reader, and Congregational Prayer",,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,"The Reader, and Congregational Prayer",The Reader,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",General Issues,"The Reader, and Congregational Prayer",Congregational Prayer,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,,,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,Daily Prayers,,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,Daily Prayers,Morning Prayers,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,Daily Prayers,Afternoon Prayers,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,Daily Prayers,Evening Prayers,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,"General Mitzvah of Reciting Shema, Structure of Shema",,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,"General Mitzvah of Reciting Shema, Structure of Shema",The Mitzvah,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,"General Mitzvah of Reciting Shema, Structure of Shema",Reciting Shema at Other Times,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,"General Mitzvah of Reciting Shema, Structure of Shema",Structure of Shema,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,Time for Reciting Shema,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,Time for Reciting Shema,General,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,Time for Reciting Shema,Morning,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,Time for Reciting Shema,Evening,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,Blessings Recited with Shema,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,Blessings Recited with Shema,General,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,Blessings Recited with Shema,Morning Prayers,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,Blessings Recited with Shema,Evening Prayers,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,How and Where to Read the Shema,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,How and Where to Read the Shema,Where to Read Shema,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,How and Where to Read the Shema,Posture while Reading,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,How and Where to Read the Shema,Interruptions,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,How and Where to Read the Shema,Mechanics of Reading Shema,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,How and Where to Read the Shema,Sections of Shema,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,How and Where to Read the Shema,Specific Words,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,How and Where to Read the Shema,Other,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,"The Special Half-Reading [""Porsin""] of the Shema",,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,Reading the Torah Section on Tzitzit-Fringes,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,Reading the Torah Section on Tzitzit-Fringes,The Recitation,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,Mental Focus in Reciting Shema,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,Mental Focus in Reciting Shema,Concentration and Focus,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,Exemptions from Reciting Shema,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,Exemptions from Reciting Shema,The Exemptions,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Shema,Reciting Shema at the Bedside,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Amidah,,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Amidah,Adjacency of Prayers of Redemption and the Amidah,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Amidah,Laws surrounding the Amidah,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Amidah,Laws surrounding the Amidah,Obligation and Exemption,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Amidah,Laws surrounding the Amidah,Timing of the Recitation,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Amidah,Laws surrounding the Amidah,During the Recitation,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Amidah,Laws surrounding the Amidah,A Make-Up Amidah,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Amidah,"Origin, Structure and Language of the Amidah and its repetition",,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Amidah,"Origin, Structure and Language of the Amidah and its repetition",Origin of the Amidah,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Amidah,"Origin, Structure and Language of the Amidah and its repetition",Reading the Amidah,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Amidah,"Origin, Structure and Language of the Amidah and its repetition",Wording of the Amidah,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Amidah,"Origin, Structure and Language of the Amidah and its repetition","The blessings in which we pray for, and mention, rain",,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Amidah,"Origin, Structure and Language of the Amidah and its repetition",Chazarat haShatz - Repetition of the Amidah,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Amidah,Physical behavior in the Amidah,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Amidah,Physical behavior in the Amidah,Physical Actions,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Amidah,Reciting a voluntary Amidah [tefillat nedavah],,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,The Amidah,Abbreviated Amidah,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,Prayers of Supplication [Tachanun],,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,Kaddish,,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,Reading the Torah,,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,Reading the Torah,The Mitzvah,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,Reading the Torah,The Mitzvah,The Mitzvah,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,Reading the Torah,The Mitzvah,Dates of Reading,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,Reading the Torah,Laws of the Reading,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,Reading the Torah,Laws of the Reading,Readings,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,Reading the Torah,Laws of the Reading,Questionable Readings for the Torah Reading,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,Reading the Torah,Laws of the Reading,Questionable Readings for the Haftorah section from the Prophets,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,Reading the Torah,Laws of the Reading,The Blessings on the Reading,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,Reading the Torah,Laws of the Reading,The Rolling of the Torah [Hagbah and Gelilah],,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,Reading the Torah,Laws of the Public Translation,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,Reading the Torah,Laws of the Listeners,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,Reading the Torah,Calling People up to the Torah,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,Reading the Torah,Calling People up to the Torah,How Many Are Called,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,Reading the Torah,Calling People up to the Torah,Who is Called Up,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Daily Prayers,Reading the Torah,Calling People up to the Torah,Adding to the Number of People Called to the Torah,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Special Occasions,,,,,,,,,,
"Prayer [Davening, Tefillah], and Morning Practices",Special Occasions,"The General Rules of the Additional [""Musaf""] Prayer",,,,,,,,,
