entry,suspected string
"<entry id=""E09460""><head-word>כֹּחַ כֹּחוֹ</head-word><senses><sense><definition>פעולה אמצעית, בעקיפין</definition><notes> 
indirect action | 
<italic>
indirekte Wirkung
</italic>
 
ב״ק י״ח ע״א׃ שאני וכו׳ בין נזק כחו לכח כחו.</notes></sense></senses>
<binyan><binyan-name>מִכֹּחַ</binyan-name> <senses><sense><definition>בפעולת־, ע״י גרם־</definition><notes> 
by virtue of, derived, from | 
<italic>
kraft 
</italic>
…
 ירוש׳ פסח׳ פ״א כ״ז ע״ג׃ לא תעשה שבא מכח עשה.</notes></sense></senses>
</binyan></entry>

",מִכֹּחַ
"<entry id=""E09461a""><head-word>(כחד)</head-word><senses><sense><definition>
 
מכחד [מבחר]
 עי׳ <xref>
אַבְחַר
 
(בְּחַר).</xref>--&gt; ירוש׳ שבת פ״ז י׳ ע״א׃ כד מכחד וכו׳.</definition></sense></senses>
<binyan><binyan-name>אִתְכַּחַד אתפ׳,</binyan-name><senses><sense><definition>הושמד</definition><notes> 
to be destroyed | 
<italic>
vertilgt werden
</italic>
 
תרג׳ איוב ד׳ ז׳ (ואיפה ישרים נכחדו)׃ והאן תריצין אתכחדו.</notes></sense></senses></binyan>
</entry>

",אִתְכַּחַד
"<entry id=""E09467""><head-word>כְּחַל</head-word><pos>פ״י,</pos><senses>
<sense>
<number>1) </number><definition>
 כנ״ל. שבת פ׳ ע״א׃ עין וכו׳
 הא לא כחלי.
 
</definition></sense><sense>
<number>2) </number><definition>
 סימא</definition><notes> 
to blind | 
<italic>
blenden
</italic>
 
בר׳ נ״ח ע״א׃ כחלינהו לעיניה.
</notes></sense></senses>
<binyan><binyan-name>אִיכְּחַל אתפ׳,</binyan-name><senses><sense><definition>נמשח בפוך</definition><notes> 
to be painted | 
<italic>
geschminkt werden
</italic>
 
נדה נ״ה ע״ב׃ ליכחול מארמאי.</notes></sense></senses></binyan>
</entry>

",אִיכְּחַל
"<entry id=""E09473""><head-word>כְּחַשׁ</head-word><pos>פ״ע,</pos><senses><sense><definition>עי׳ <bold>
<xref rid=""E06046"">
הִכְחִישׁ</xref>
</bold>
 
2. ב״מ ק״ד ע״ב׃ כחשא ארעא ולא ליכחוש מרה.</definition></sense></senses>
<binyan><binyan-name>אַכְחַשׁ אפ׳,</binyan-name><senses><sense><definition>עי׳ <bold>
<xref rid=""E06046"">
הִכְחִישׁ</xref>
</bold>
 
1. 4. ב״ר פמ״ח׃ אכחשה קדמה; יב׳ צ״ז ע״א׃ אכחשוהו.</definition></sense></senses></binyan>
<binyan><binyan-name>אִתְכְּחִישׁ אתפ׳,</binyan-name><senses><sense><definition>הוכחש</definition><notes> 
to be rebutted 
<bold>
|
</bold>
 
<italic>
Lügen gestraft werden
</italic>
 
סנה׳ פ״א ע״ב׃ אתכחוש בבדיקות ולא אתכחוש בחקירות.</notes></sense></senses></binyan>
</entry>

",אַכְחַשׁ
"<entry id=""E09505""><head-word>כֵּיוָן</head-word><pos>תה״פ,</pos><senses>
<sense>
<number>1) </number><definition>
 מיד</definition><notes> 
directly | 
<italic>
sofort, unmittelbar
</italic>
 
תמיד פ״ג מ״ו׃ ואחד פותח כיון.
 
</notes></sense><sense>
<number>2) </number><definition>
 בו ברגע, בה בשעה</definition><notes> 
as soon as | 
<italic>
sobald
</italic>
 
גיט׳ פ״ח מ״ג׃ כיון שהגיע לאויר הגג הרי זו מגורשת.
 
</notes></sense><sense>
<number>3) </number><definition>
 לפי, מפני</definition><notes> 
since | 
<italic>
da, weil
</italic>
 
שמו״ר פ״א׃ כיון שיצא לתרבות רעה לא נפנה אליו.
 
</notes></sense><sense>
<number>4) </number><definition>
 ת׳, נכון</definition><notes> 
true, right 
<bold>
|
</bold>
 
<italic>
richtig
</italic>
 
תרג׳ דב׳ י״ג ט״ו (נכון הדבר)׃ כיון פתגמא.
 
</notes></sense><sense>
<number>5) </number><definition>
 ישר</definition><notes> 
straight
<italic>
 | gerade
</italic>
 
תרג׳ יח׳ א׳ ז׳ (רגל ישרה)׃ ריגלן בױנן.
</notes></sense></senses>
<binyan><binyan-name>מִכֵּיוָן</binyan-name> <senses><sense><definition>כנ״ל 2. 3. ירוש׳ שבי׳ פ״ג ל״ד ע״ג׃ מכיון שנתקשר בו קשר העליון מיד הוא יבש; פסח׳ פ״ד ל׳ ע״ד׃ מכיון שנהגו בהן אבותיכם איסור אל תשנו מנהג אבותיכם.</definition></sense></senses>
</binyan></entry>

",מִכֵּיוָן
"<entry id=""E09511""><head-word>כִּיזָא</head-word><pos>שם איש</pos><notes>a man’s name | 
<italic>
männlicher Name
</italic>
 
תרג׳ שני אס׳ ה׳ א׳׃ בן כיזא וכו׳.</notes>
<binyan><binyan-name>בִּיזְבָּא</binyan-name> <pos>ז׳,</pos><senses><sense><definition>מדת חשטח</definition><notes> 
a measure of length 
| 
<italic>
ein Längenmaß
</italic>
 
מנה׳ ס״ט ע״ב׃ רום כיזבא חיטי.</notes></sense></senses>
</binyan></entry>

",בִּיזְבָּא
"<entry id=""E09522""><head-word>כִּיל</head-word><pos>פ״י,</pos><senses>
<sense>
<number>1) </number><definition>
 מדד</definition><notes> 
to measure | 
<italic>
messen
</italic>
 
מנח׳ נ״ג ע״ב׃ כי קא כייל לעשרון קא כייל.
 
</notes></sense><sense>
<number>2) </number><definition>
 קוה</definition><notes> 
to hope | 
<italic>
hoffen
</italic>
 
תרג׳ תה׳ ל״א כ״ה (המיחלים לה׳)׃ דכלין למימרא דה׳.
</notes></sense></senses>
<binyan><binyan-name>אָכִיל אפ׳,</binyan-name><senses><sense><definition>כנ״ל 1. תרג׳ ירוש׳ בר׳ ל״ח כ״ו׃ במכילא דאינש מכיל בה מתכיל ליה.</definition></sense></senses></binyan>
<binyan><binyan-name>אִתְכִּיל אתפ׳,</binyan-name><senses><sense><definition>נמדד</definition><notes> 
to be measured | 
<italic>
gemessen werden
</italic>
 
תרג׳ הושע ב׳ א׳ (אשר לא ימד)׃ דלא מתכל.</notes></sense></senses></binyan>
</entry>

",אָכִיל
"<entry id=""E09562""><head-word>כִּיפָה</head-word><pos>נ׳,</pos><senses>
<sense>
<number>1) </number><definition>
 בנין בצורת קשת, קמרון</definition><notes> 
vault | 
<italic>
Gewölbe
</italic>
 
ע״ז פ״א מ״ז׃ הגיעו לכיפה שמעמידין בה עבודת אלילים ובו׳.
 
</notes></sense><sense>
<number>2) </number><definition>

 בית האסורים</definition><notes> 
prison | 
<italic>
Gefängnis
</italic>
 סנה׳
 פ״א ע״ב׃ מי שלקה ושנה בי״ד מכניסין
 אותו לכיפה.
 
</notes></sense><sense>
<number>3) </number><definition>

 מין מלביש</definition><notes> 
a cloak | 
<italic>
ein Kleidungsstück
</italic>
 
שבת נ״ז ע״ב׃ כיפה של צמר.
 
</notes></sense><sense>
<number>4) </number><definition>

 גל</definition><notes> 
heap, pile | 
<italic>
Haufen
</italic>
 
ב״ר פ״ק׃ כיפת אבנים.
</notes></sense></senses>
<binyan><binyan-name>מָלַךְ בְּכִיפָּה</binyan-name> <senses><sense><definition>משל בכל העולם כולו</definition><notes> 
to rule over the whole world | 
<italic>
die Welt beherrschen
</italic>
 
במ״ר פי״ג׃ שמלכי בכיפה בים וביבשה וכו׳.</notes></sense></senses>
</binyan></entry>

",מָלַךְ
"<entry id=""E09587""><head-word>כִּיתְמָא</head-word><pos>ז׳,</pos><senses><sense><definition>כתם</definition><notes>
 
spot 
|
 
<italic>
Fleck
</italic>
 
תרג׳ יר׳ ב׳ כ״ב׃ כרושם כיתמא דלא דכי.</notes></sense></senses>

<binyan><binyan-name>בִּיתִּן, כִּיתָּנָא</binyan-name><senses><sense><definition>
 
ז׳, פשתן
 
flax 
|
 
<italic>
Flachs
</italic>
 
ירוש׳ מעש״ש פ״ה נ״ו ע״ד׃ רב הוה ליה כיתן ולקה; ע״ז ל״ח ע״ב׃
 
ביזרא
 
דכיתנא.</definition></sense></senses></binyan>
</entry>

","בִּיתִּן,"
"<entry id=""E09621""><head-word>כְּלוּם</head-word><pos>ז׳,</pos><senses>
<sense>
<number>1) </number><definition>
 מאומה, דבר מה, משהו</definition><notes> 
anything, something
 
|
 
<italic>
etwas
</italic>
 
ירוש׳ ברי פ״ו ט׳ ע״ד׃ הנהנה כלום מן העולם מעל.
 
</notes></sense><sense>
<number>2) </number><definition>
 שום דבר (במשפטים שוללים)</definition><notes> 
nothing (in
 negative sentences) | 
<italic>
nichts (in negativen
</italic>
 
<italic>
Sätzen
</italic>
<italic>
)
</italic>
 
תוס׳ בר׳ ד׳ א׳׃ לא יטעום אדם כלום עד שיברך.
 
</notes></sense><sense>
<number>3) </number><definition>
 מה״ש, האם, וכי 
is there any? has any? 
etc. (introducing a question) | 
<italic>
gibt es? ist
</italic>
<italic>
 etwa? hat etwa? usw.
</italic>
 
ברי כ״ז ע״ב׃ כלום יש ארם שחולק בדבר זה.</definition></sense></senses>
<binyan><binyan-name>אֵין בְּכַךְ</binyan-name> <senses><sense><definition>
כְּלוּם
 לא איכפת</definition><notes>it does not matter 
| 
<italic>
es
</italic>
 
<italic>
macht nichts
</italic>
 
דמ׳ פ״א מ״ד׃ אם הקדים מעשר שני לראשון אין בכך בלום.</notes></sense></senses>
</binyan></entry>

",אֵין
"<entry id=""E09626""><head-word>כַּלֵי</head-word><binyan><binyan-name>פַעל,</binyan-name><senses><sense><definition>איבד</definition><notes> 
to destroy | 
<italic>
vernichten
</italic>
 
ב״ק ג׳ ע״א׃ דמכליא קרנא.</notes></sense></senses></binyan>
<binyan><binyan-name>אַכְלֵי אפ׳,</binyan-name>

  <senses>
<sense>
<number>1) </number><definition>
 שאג</definition><notes>
 
to call, to roar 
|
 
<italic>
schreien
</italic>
 
תרג׳ יואל ד׳ ט״ו (מציון ישאג)׃ מציון יכלי.
 
</notes></sense><sense>
<number>2) </number><definition>
 עצר</definition><notes> 
to restrain 
|
 
<italic>
zurückhalten
</italic>
 תרג׳ דהי״ב ז׳ י״ג (אעצור השמים)׃ אכלי שמיא.
</notes></sense></senses></binyan>
<binyan><binyan-name>אִתְכְּלִי אתפ׳,</binyan-name><senses><sense><definition>נעצר</definition><notes> 
to be withheld | 
<italic>
zurückgehalten werden
</italic>
 
תרג׳ בר׳ ה׳ ב׳ (ויכלא חגשם)׃ ואתכלי מטרא.</notes></sense></senses></binyan>
</entry>

",אַכְלֵי
"<entry id=""E09632""><head-word>כֵּלִים שְׁחוֹרִים</head-word><senses><sense><definition>בגדים שחורים</definition><notes> 
black garments 
<italic>
|
</italic>
 
<italic>
schwarze Kleider
</italic>
 
שבת קי״ד ע״א׃ אל תקברוני לא בכלים לבנים ולא בכלים שחורים.</notes></sense></senses>
<binyan><binyan-name>בַּלְיָא עוֹרֵב</binyan-name> <senses><sense><definition>עי׳ <xref rid=""E09615"">
כֹּלֶה עוֹרֵב.</xref>
 שבת צ׳ ע״א׃ הרי עלי ברזל וכו׳ למאי חזיא לבליא עורב.</definition></sense></senses>
</binyan></entry>

",בַּלְיָא
"<entry id=""E09651""><head-word>כִּלְכֵּל</head-word><senses><sense><definition>·–
 גידל שער</definition><notes> 
to raise a crown of hair |
<italic>
 die Haare wachsen lassen
</italic>
 נזיר פ״א מ״א׃ הריני מסלסל הריני מכלכל הרי עלי לשלח פרע.</notes></sense></senses>
<binyan><binyan-name>נִתְכַּלְכֵּל נתפ׳,</binyan-name><senses><sense><definition>ניזון ונתפרנס</definition><notes> 
to be supported 
|
 
<italic>
ernährt werden
</italic>
 
פסיק״ר ד׳׃ ואליהו נתכלכל ע״י הצרפתית.</notes></sense></senses></binyan>
</entry>

",נִתְכַּלְכֵּל
"<entry id=""E09654""><head-word>כָּלַל</head-word><senses><sense><definition>
 
·–
 1) מנה והכניס אל הכלל 
to include 
| 
<italic>
einschließen, zusammenfassen
</italic>
 שבוע׳ כ״ג ע״ב׃ בכולל דברים המותרים עם דברים האסורין.
 
<pgbrk id=""vol1-p417""/>
 
2) קכע כלל, הכליל 
to generalize | 
<italic>
verallgemeinern
</italic>
 
ירוש׳ שבוע׳ פ״ג ל״ד ע״ג׃ לא 
סוף דבר כולל אלא אפילו פורט.</definition></sense></senses>
<binyan><binyan-name>נִכְלַל נפ׳,</binyan-name><senses><sense><definition>נמנה ונחשב בכלל</definition><notes> 
to be implied | 
<italic>
inbegriffen sein
</italic>
 
ירוש׳ סוטה פ״ז כ״א ע״ד׃ דברים שנכללו ונפרטו.</notes></sense></senses></binyan>
</entry>

",נִכְלַל
"<entry id=""E09657""><head-word>כַּלֵּל</head-word><binyan><binyan-name>פַעל,</binyan-name><binyan-name>אפ׳,</binyan-name><senses><sense><definition><bold>
אַכְלֵל
</bold>
 
 עי׳ <bold>
<xref rid=""E09655"">
כִּלֵּל.</xref> 
</bold>
תרג׳ תה׳ ה׳ י״ג (רצון תעטרנו)׃ רעוא תכללניה; שם ק״ג ד׳׃ דאכליל יתיכי חסדא.</definition></sense></senses></binyan>
<binyan><binyan-name>אִיכַּלֵּל, התפ׳,</binyan-name>

 
<senses><sense><definition><bold>
אִתְכַּלֵּל
</bold>
</definition></sense>
<sense>
<number>1) </number><definition>
 הוכתר</definition><notes> 
to be crowned | 
<italic>
gekrönt werden
</italic>
 
ב״ר פל״ד׃ יתכללון בי צדיקיא.
 
</notes></sense><sense>
<number>2) </number><definition>
 נכנס
 לחופה</definition><notes> 
to marry, to be married | 
<italic>
getraut werden
</italic>
 
מגי׳ כ״ז ע״ב׃ כי איכלל רבה וכו׳.
</notes></sense></senses></binyan>
</entry>

","אִיכַּלֵּל,"
"<entry id=""E09660""><head-word>כְּלָלָא</head-word><pos>ז׳,</pos><senses><sense><definition>כנ״ל. 1. ב״מ ק״ג ע״ב׃ כללא דמילתא.</definition></sense></senses>
<binyan><binyan-name>מִכְּלָלָא</binyan-name> <senses><sense><definition>מתוך הכלל, סתם</definition><notes> 
by implication | 
<italic>
durch Folgerung
</italic>
 
חול׳ צ״ה ע״א׃ הא דרב לאו בפירוש איתמר אלא מכללא איתמר.</notes></sense></senses>
</binyan></entry>

",מִכְּלָלָא
"<entry id=""E09696""><head-word>כִּמֵּן</head-word><binyan><binyan-name>פיעל,</binyan-name><senses><sense><definition>טמן</definition><notes> 
to hide | 
<italic>
verstecken
</italic>
 
מעש׳ פ״ד מ״א׃ המכמן באדמה פטור.</notes></sense></senses></binyan>
<binyan><binyan-name>הִכְמִין הפ׳,</binyan-name><senses><sense><definition>שם עדים במארב</definition><notes> 
to keep witnesses hidden | 
<italic>
Zeugen auflauern lassen
</italic>
 ירוש׳ יבמ׳ פט״ז ט״ו ע״ד׃ מכמינים עליו ב׳ עדים וכו׳ כדי שיהו רואין אותו ושומעין את קולו.</notes></sense></senses></binyan>
</entry>

",הִכְמִין
"<entry id=""E09698""><head-word>כְּמַן</head-word><pos>פ״י,</pos><senses><sense><definition>ארב</definition><notes> 
to lie in wait | 
<italic>
auflauern
</italic>
 תרג׳ שמ׳ כ״א י״ג (ואשר לא צרה)׃ ודלא כמן ליה.
 
<pgbrk id=""vol1-p419""/></notes></sense></senses>
<binyan><binyan-name>אַכְמֵן אפ׳,</binyan-name>

  <senses>
<sense>
<number>1) </number><definition>
 כנ״ל. תרג׳ איכה ג׳ י׳ (דוב אורב)׃ דובא מכמן.
 
</definition></sense><sense>
<number>2) </number><definition>
 צפן</definition><notes> 
to hide | 
<italic>
verbergen
</italic>
 
תרג׳ מש׳ י׳ י״כ (מכסה שנאה)׃ מכמין בעיל דבבא.
 
</notes></sense><sense>
<number>3) </number><definition>
 עי׳ <bold>
<xref>
הִכְמִין.</xref>--&gt;
</bold>
סנה׳ כ״ט ע״ב׃ ההוא דאכמין ליה עדים לחבריה וכו׳.
</definition></sense></senses></binyan>
<binyan><binyan-name>אִתְכְּמַן אתפ׳,</binyan-name><senses><sense><definition>עי׳ <bold><xref rid=""E09698"">כְּמַן.</xref> 
</bold>
תרג׳ הוש׳ ז׳ ו׳ (בארבם)׃ באתכמוניהון.</definition></sense></senses></binyan>
</entry>

",אַכְמֵן
"<entry id=""E09706""><head-word>כָּמר</head-word><binyan><binyan-name/><pos>פ״י,</pos><senses>
<sense>
<number>1) </number><definition>
 שם פירות באדמה</definition><notes> 
to store fruits in the ground | 
<italic>
Früchte im Boden halten
</italic>
 
ב״מ פ״ט ע״ב׃ ולא יכמור באדמה.
 
</notes></sense><sense>
<number>2) </number><definition>
 פרס מכמורת</definition><notes> 
to lay a net | 
<italic>
ein Netz auswerfen
</italic>
 
ירוש׳ יבמ׳ פט״ז ט״ו ע״ד׃ מעשה בשנים שירדו לכמור מכמורת לירדן.
 
כִּמֵּר פיעל, כנ״ל 2. תוס׳ יבמ׳ י״ד ו׳׃ מעשה בשנים שהיו מכמרין מכמרות בירדן.
</notes></sense></senses></binyan>
</entry>

",כִּמֵּר
