Index Title,"Shulchan Arukh, Yoreh De'ah"
"Shulchan Arukh, Yoreh De'ah 73:1","~[א] הכבד יש בו ריבוי דם. לפיכך לכתחלה אין לו תקנה לבשלו ע""י מליחה אלא קורעו שתי וערב ומניח חיתוכו למטה וצולהו שיהא ראוי לאכילה) (או""ה נתיב ט""ו) ואחר כך יכול לבשלו. הגה: ואם מנקבה הרבה פעמים בסכין הוי כקריעת שתי וערב (ארוך). וכן אם נטל משם המרה וחתיכת בשר מן הכבד דאפשר לדם לזוב משם (הגהת ש""ד). ומ""מ אם לא עשה כן נוטל הסמפונות לאחר צלייה ומבשלה (ארוך). וכל זה בכבד שלימה אבל כשהיא חתוכה אין צריך כלום (ר' ירוחם בתא""ו). וכשבא לבשלה אחר הצלייה ידיחנה תחלה אחר הצלייה קודם הבישול (דקדוק ב""י ממרדכי פכ""ה ובארוך). מיהו אם לא הדיחה ובשלה כך מותר (ראבי""ה ואו""ה שם). ובדיעבד מותר אם נתבשל לבדו בקדירה בלא צלייה) אבל הקדירה אסורה שפולטת ואינה בולעת. ויש מי שאוסר. הגה: ~[ב] ~[ג] וכן נוהגין לאסור הכל (הגהת סמ""ק ומהרא""י בהגהת ש""ד) אפילו נמלחה הכבד קודם בשולה (דעת רש""י לאפוקי ר""ת)."
"Shulchan Arukh, Yoreh De'ah 73:2",אם חלטו בחומץ או ברותחין ונקב והוציא מזרקי הדם שבתוכו מן הדין מותר לבשלו אלא שהגאונים אסרו לעשות כן ובדיעבד מותר.
"Shulchan Arukh, Yoreh De'ah 73:3","לצלי צריך חתיכה משום דם שבסמפונות ואם לא קרעו קודם צלייה יקרענו אחר כך. (וי""א דאין צריך לצלי שום חתיכה כלל) (טור בשם ר""י סמ""ק ואו""ה ושאר פוסקים) וכן נוהגין אפילו לכתחלה."
"Shulchan Arukh, Yoreh De'ah 73:4","אם צלאו עם בשר בתנורים שבימי חכמי הגמרא שפיהם למעלה יהיה הכבד למטה ולא למעלה. ובדיעבד מותר. ובשפודים שצולים אצל האש אסור לצלותן עם הבשר לכתחלה אפילו כבד למטה. הגה: מיהו אם נמלחה הכבד כבר מותר לצלותה עם בשר יד אפילו על גבי בשרא דכבר נתמעט דמו והוי כבשר על גבי בשר. (ב""י בשם תוספות ר""פ כ""צ =כיצד צולין= והגהות ש""ד ומרדכי פ' כ""ה)."
"Shulchan Arukh, Yoreh De'ah 73:5","לא ימלחנו לכתחלה על גבי הבשר אלא מתחתיו. הגה: ונהגו שלא למלוח כבד כלל אפילו לבדה ואין לשנות רק יש למלחה קצת כשהיא תחובה בשפוד או מונחת על האש לצלותה (הגהת ש""ד ואגור בשם אגודה). ומיהו אם איתא שמלח כבד בין שמלחה לבד או עם בשר אפילו על גבי בשרא הכל מותר (טור וש""ד וארוך). וי""א שיש לקלוף מעט סביב הכבד אם היא דבוקה בעוף ואינו אלא חומרא בעלמא (מרדכי פכ""ה ובארוך). נהגו להדיח כל כבד אחר צלייתה משום דם הדבוק בה (אגור בשם ר""י מולין). מיהו אם לא הדיחה מותרת."
"Shulchan Arukh, Yoreh De'ah 73:6","נמצא כבד בעוף צלי מותר. הגה: וי""א לקלוף מעט סביב הכבד ואינו אלא חומרא בעלמא (מרדכי בשם ריב""ן וש""ד ואו""ה). ואם הוא מבושל צריך ס' כנגד הכבד. הגה: ואין לך עוף שהוא ס' נגד הכבד כשהיא שלימה (ש""ד ומרדכי בשם ראבי""ה ומהרא""י ובארוך כלל י""ו) ולכן אם הכבד שלימה ודבוקה בעוף נעשה העוף חתיכת נבילה ובעינן ס' משאר דברים שבקדרה נגד כל העוף. והוא הדין אם דבוק חתיכת כבד בחתיכת עוף ואין ס' כנגדו (שם) דהא קיימא לן בכל האיסורים חתיכה נעשית נבילה כדלקמן סימן צ""ב. ואם אין הכבד דבוקה מצטרף כל מה שבקדרה לבטל הכבד ~[ד] ואם יש ששים בכל הכל מותר. ~[ה] מיהו הכבד עצמה אסורה כמו בלב (תא""ו נט""ו) כמו שנתבאר לעיל סימן ע""ב. עוף שמלאוהו בביצים ונמצא בו לב או כבד דינו כמבושל כה ובעינן ס' מן העוף בלא המילוי ואם לאו הכל אסור. ואם מלאוהו בבשר ואין שם ביצים הנקרשים ומעכבים הדם דינו כצלי. (ארוך בשם אגודה ובנימין זאב סימן של""ו)."
"Shulchan Arukh, Yoreh De'ah 74:1","~[א] הטחול אע""פ שיש בו מראה אדמומית ונראה כרבוי דם דינו כשאר בשר [וצריך מליחה]. הגה: י""א שנהגו שלא לבשל הכליות או ביצי זכר אפילו לאחר שניקר אותן משום דאית בהו רוב דם. ובדיעבד אין לחוש (אגור וארוך כלל א' בשם רוקח) ומותר למלוח כל אלו עם שאר בשר אף על פי שיש בהם רוב דם ובלבד שיסירו הקרומים והחלב מהם."
"Shulchan Arukh, Yoreh De'ah 75:1","אין מחזיקין דם בבני מעיים ~[א] כגון בכרס ובקיבה ובדקין. ובחלחולת (פירוש הכרכשא והוא המעי הדבוק בפי הטבעת) בלא שומן שעליהם. לפיכך אם בשלם בקדרה בלא מליחה מותר אלא אם כן אסמיק. הגה: וכ""ש אם נמלחו בכלי שאינו מנוקב דמותרים (מרדכי פכ""ה). מיהו לכתחלה צריכים מליחה בכלי מנוקב והדחה תחלה כשאר בשר (מרדכי וארוך). ויש חולקים בכרס ואומרים דמחזיקין בה דם ואפילו בדיעבד אסור בכרס ובית הכוסות כשאר בשר (מרדכי ור""ן ואו""ה). אבל שומן שעליהם דינו כשאר בשר. לפיכך כשמולחים החלחולת ושאר מעיים אין מולחין אותם בצד פנימי מעבר המאכל אלא בצד החיצון ששם השומן דבוק. הגה: ואם מלח החלחולת מצד פנים ולא מצד חוץ הוי כאילו לא נמלחה כלל ואם נתבשלה כך טריפה אם יש עליה שומן מבחוץ. ואם לא נתבשלה עדיין יחזור וימלחנה מבחוץ. ומותרת (ארוך בשם הרשב""א). ביצים הנמצאים בעופות לאחר שחיטה אם לא נגמר החלבון שלהם רק החלמון לבד צריכים מליחה כשאר בשר ומותר למלחן עם בשר (ב""י סימן פ""ז). ואם נגמר אף החלבון אפי' הקליפה הקשה עליו כמו שהיא נמכרת בשוק נוהגין למלחה אך יזהר שלא למלחה עם בשר (מהרא""י בהגהת ש""ד). מיהו בדיעבד אין לחוש. וכל שומן אפילו של עופות דינו כשאר בשר לענין מליחה והדחה (מרדכי)."
"Shulchan Arukh, Yoreh De'ah 75:2","בני מעיים בלא שומן שעליהם אף על פי שאין מחזיקים בהם דם מותר למלחם עם בשר. הגה: ויש אוסרים למלחם עם בשר (טור בשם א""ו) והכי נוהגין לכתחלה ובדיעבד מותר (מרדכי בשם ר' יואל והגהות אשר""י ואו""ה בשם א""ז)."
"Shulchan Arukh, Yoreh De'ah 75:3","שומן הכנתא (פירוש שומן הדקים אינטרי""לייא בלע""ז) שעל הדקים מלאה חוטים דקים מלאים דם ולפיכך יש אוסרים אותה לקדירה אפילו על ידי חתיכה ומליחה. ועכשיו נוהגין היתר ואותם חוטין של דם כשאדם בקי בהם מותחן ונפשלים היטב עד שלא ישאר אחד מהם."
"Shulchan Arukh, Yoreh De'ah 76:1",הצלי אין צריך מליחה לפי שהאש שואב הדם שבו מעצמו. אבל אם דם אחר נטף על הצלי אפי' אותו דם הוא צונן לא אמרינן שהאש שואבו ואוסר ממנו כדי נטילה.
"Shulchan Arukh, Yoreh De'ah 76:2","רצה למלוח צלי ולאכלו בלא הדחה עושה ואין לחוש לדם שעל המלח. ויש מי שאומר דהני מילי כשמולחו וצולהו מיד אבל אם שהה במלחו המלח בולע ונאסר לפיכך מדיחו יפה קודם צלייה. הגה: וי""א דצלי בעי הדחה תחלה (רמב""ן) וי""א דצריך גם כן קצת מליחה תחלה (רש""י). והמנהג להדיח תחלה וגם למלחו קצת כאשר נתחב בשפוד וצולהו מיד קודם שיתמלא המלח דם (הגהות ש""ד). מיהו אם לא הדיחו ולא מלחו כלל או מלחו בלא הדחה תחלה ונצלה כך מותר ובלבד שלא שהה כך במליחתו בלא הדחה שיעור מליחתו אבל אם שהה כל כך קודם שצלאו אסור (כך משמע בארוך כלל ה’). ואין חילוק בכל זה בין אווזות ושאר עופות החלולים (מרדכי וש""ד וב""י ועת""ח כ""ט דין ו’) ובלבד שלא יהיו מלואים בביצים או בשאר בשר. אבל אם הם מלואים דינם כבישול וצריכים מליחה תחלה כמו לקדרה (ש""ד). ונהגו להחמיר כשצולין בשר בלא מליחה שלא להפך השפוד תמיד כדי שיזוב הדם (ארוך כלל ט’) ובדיעבד אין לחוש. ואין חלוק בכל זה בין אם רוצה לאכלו כך צלי או רוצה לבשלו אחר כך רק שיצלנו תחלה כדי שיהא ראוי לאכילה יד דהיינו כחצי צלייתו (שם). י""א דכל צלי צריך הדחה אחר צלייתו משום דם הדבוק בו (אגודה ואגור) וכן נוהגין לכתחלה. מיהו אם לא הדיחו ואפילו בשלו כך מותר (ע""ל סימן ע""ג). ואפילו נמלח תחלה קודם צלייתו ולא הודח אחר המליחה אפילו הכי מותר ולא חיישינן לדם ומלח שעליו דנורא משאב שאיב (או""ה)."
"Shulchan Arukh, Yoreh De'ah 76:3",לא נקב הורידים (בעוף) בשעת שחיטה אסור לאכלו ואפילו צלי עד שיחתוך אבר אבר ויצלה. רצה לאכול ממנו בשר חי אסור עד שיחתוך וימלח. ואם נקר הבשר מחוטי דם אוכל אפילו בלא מליחה חי או צלי ואפילו כולו כאחד. ויש שהחמירו שלא לאכלו כולו כאחד אפילו בצלי אלא לאחר חתיכת הורידין ורוב שני הסימנים.
"Shulchan Arukh, Yoreh De'ah 76:4","יש מי שאוסר לחתוך בסכין צלי שאצל האש שלא נמלח כל זמן שאינו נצלה כל צרכו מפני דם שנבלע בסכין. ויש מי שאוסר השפוד שצלו בו בשר בלא מליחה. ויש מי שהורה שאסור להשהות הצלי על השפוד לאחר שהוסר מן האש לאחר שפסק הבשר מלזוב שמא יחזור הבשר החם ויבלע ממנו. ויש מתירין בכל זה וכן המנהג להתיר. (ואנו נזהרין לכתחלה ומתירין בדיעבד) (מהרא""י והגהת ש""ד ואו""ה כלל ל""ז)."
"Shulchan Arukh, Yoreh De'ah 76:5","צלי שלא נמלח וחתכו על גבי ככר אף על פי שיש בככר מראה אודם מותר אם נצלה עד כדי שהוא ראוי לאכילה לרוב בני אדם (דהיינו חצי צלייתו. וה""ה שהמוהל בלא ככר נמי שרי) (ב""י בשם הרשב""א)."
