Index Title,Rashi on Numbers
Rashi on Numbers 21:14:2,"<b>את והב.</b> כמו את יהב כמו שיאמר מן יעד ועד כן יאמר מן יהב והב והוי""ו יסוד הוא כלומר את אשר יהב להם והרבה נסים בים סוף: "
Rashi on Numbers 21:14:3,"<b>ואת הנחלים ארנון.</b> כשם שמספרים בנסי ים סוף כך יש לספר בנסי נחלי ארנון שאף כאן נעשו נסים גדולים <small>(תנחומא כ)</small>. ומה הם הנסים: 
"
Rashi on Numbers 21:14:4,
Rashi on Numbers 21:15:1,"<b> ואשד הנחלים.</b> תרגום של שפך אשד שפך הנחלים שנשפך שם דם אמוריים שהיו נחבאים שם לפי שהיו ההרים גבוהים והנחל עמוק וקצר וההרים סמוכים זה לזה אדם עומד על ההר מזה ומדבר עם חבירו בהר מזה והדרך עובר בתוך הנחל אמרו אמוריים כשיכנסו ישראל [לארץ] לתוך הנחל לעבור נצא מן המערות בהרים שלמעלה מהם ונהרגם בחצים ואבני בליסטראות והיו אותן הנקעים בהר של צד מואב ובהר של צד אמוריים היו כנגד אותן נקעים כמין קרנות ושדים בולטין לחוץ °כיון שבאו ישראל לעבור נזדעזע ההר של ארץ ישראל כשפחה היוצאת להקביל פני גבירתה ונתקרב לצד הר של מואב ונכנסו אותן השדים לתוך אותן נקעים והרגום וזהו אשר נטה לשבת ער שההר נטה ממקומו ונתקרב לצד גבול מואב ונדבק בו וזהו ונשען לגבול מואב (בס""א אינו) (ועברו ישראל על ההרים ולא ידעו הנסים האלו אלא על ידי הבאר שנכנס לשם) <small>(שם)</small>: 
"
Rashi on Numbers 21:16:1,"<b> ומשם בארה.</b> משם בא האשד אל הבאר כיצד אמר הקב""ה מי מודיע לבני הנסים הללו המשל אומר <small>(שבת י, ב)</small> נתת פת לתינוק הודיע לאמו לאחר שעברו חזרו ההרים למקומם והבאר ירדה לתוך הנחל והעלתה משם דם ההרוגים וזרועות ואיברים ומוליכתן סביב המחנה וישראל ראו ואמרו שירה <small>(תנחומא כ)</small>: "
Rashi on Numbers 21:17:1,"<b> עלי באר.</b> °מתוך הנחל והעלי מה שאת מעלה ומנין שהבאר הודיעה להם שנאמר ומשם בארה °וכי משם היתה והלא מתחלת ארבעים שנה היתה עמהם אלא שירדה לפרסם את הנסים וכן אז ישיר ישראל. השירה הזאת נאמרה בסוף ארבעים והבאר נתנה להם מתחלת מ' ומה ראה ליכתב כאן אלא הענין הזה נדרש למעלה הימנו <small>(שבת לה. במ""ר. תנחומא כ)</small>: "
Rashi on Numbers 21:18:1,<b> באר חפרוה.</b> זאת היא הבאר אשר חפרוה שרים משה ואהרן:
Rashi on Numbers 21:18:2,<b>במשענותם.</b> במטה:
Rashi on Numbers 21:18:3,<b>וממדבר.</b> נתנה להם:
Rashi on Numbers 21:19:1,<b> וממתנה נחליאל.</b> כתרגומו:
Rashi on Numbers 21:20:1,<b> ומבמות הגיא אשר בשדה מואב.</b> °כי שם מת משה °ושם בטלה הבאר. דבר אחר כרוה נדיבי העם כל נשיא ונשיא כשהיו חונים נוטל מקלו ומושך אצל דגלו ומחנהו ומי הבאר נמשכין דרך אותו סימן ובאין לפני חניית כל שבט ושבט <small>(תנחומא כא)</small>:
Rashi on Numbers 21:20:2,"<b>במחקק.</b> על פי משה שנקרא מחוקק שנאמר <small>(דברים לג, כא)</small> כי שם חלקת מחוקק ספון °ולמה לא נזכר משה בשירה זו לפי שלקה על ידי הבאר וכיון שלא נזכר שמו של משה לא נזכר שמו של הקב""ה משל למלך שהיו מזמנין אותו לסעודה אמר אם אוהבי שם אני שם ואם לאו איני הולך <small>(תנחומא כא)</small>: "
Rashi on Numbers 21:20:3,<b>ראש הפסגה.</b> כתרגומו ריש רמתא:
Rashi on Numbers 21:20:4,"<b>פסגה. </b>לשון גובה וכן <small>(תהלים מח, יד)</small> פסגו ארמנותיה הגביהו ארמנותיה: "
Rashi on Numbers 21:20:5,"<b>ונשקפה.</b> °אותה הפסגה על פני המקום ששמו ישימון והוא לשון מדבר שהוא שמם. °דבר אחר ונשקפה הבאר על פני הישימון שנגנזה בימה של טבריה והעומד על הישימון מביט ורואה כמין כברה בים והיא הבאר כך דרש רבי תנחומא <small>(תנחומא כא. שבת לה, א)</small>: "
Rashi on Numbers 21:21:1,"<b> וישלח ישראל מלאכים.</b> ובמקום אחר תולה השליחות במשה שנאמר <small>(דברים ב, כו)</small> ואשלח מלאכים ממדבר קדמות וכן <small>(במדבר כ, יד)</small> וישלח משה מלאכים מקדש אל מלך אדום וביפתח הוא אומר <small>(שופטים יא, יז)</small> וישלח ישראל מלאכים אל מלך אדום וגו' הכתובים הללו צריכים זה לזה זה נועל וזה פותח שמשה הוא ישראל וישראל הם משה לומר לך שנשיא הדור הוא ככל הדור כי הנשיא הוא הכל <small>(תנחומא כב)</small>: "
Rashi on Numbers 21:22:1,<b> אעברה בארצך.</b> °אף על פי שלא נצטוו לפתוח להם בשלום בקשו מהם שלום <small>(שם)</small>:
Rashi on Numbers 21:23:1,<b> ולא נתן סיחון וגו'.</b> לפי שכל מלכי כנען °היו מעלין לו מס שהיה שומרם שלא יעברו עליהם גייסות כיון שאמרו לו ישראל אעברה בארצך אמר להם כל עצמי איני יושב כאן אלא לשמרם מפניכם ואתם אומרים כך <small>(שם כג)</small>:
Rashi on Numbers 21:23:2,"<b>ויצא לקראת ישראל. </b>אילו היתה חשבון מלאה יתושין אין כל בריה יכולה לכבשה ואם היה סיחון בכפר חלש אין כל אדם יכול לכבשו וכל שכן אלו שהיה בחשבון. אמר הקב""ה °מה אני מטריח על בני כל זאת לצור על כל עיר ועיר נתן בלב כל אנשי המלחמה לצאת מן העיירות ונתקבצו כולם למקום אחד ושם נפלו ומשם הלכו ישראל אל הערים ואין עומד לנגדם כי אין שם איש אלא נשים וטף <small>(שם)</small>: "
Rashi on Numbers 21:24:1,"<b> כי עז. </b>ומהו חזקו התראתו של הקב""ה שאמר להם <small>(דברים ב, יט)</small> אל תצורם וגו': "
Rashi on Numbers 21:25:1,"<b> בנתיה.</b> כפרים הסמוכים לה: 
"
Rashi on Numbers 21:26:1,"<b> והוא נלחם.</b> למה הוצרך להכתב לפי שנאמר <small>(שם ט)</small> אל תצר את מואב וחשבון משל מואב היתה כתב לנו שסיחון לקחה מהם ועל ידו טהרה לישראל <small>(חולין ס, ב)</small>: "
Rashi on Numbers 21:26:2,"<b>מידו. </b>מרשותו <small>(ב""מ מו, ב)</small>: "
Rashi on Numbers 21:27:1,<b> על כן.</b> על אותה מלחמה שנלחם סיחון במואב:
Rashi on Numbers 21:27:2,"<b>יאמרו המשלים.</b> בלעם שנאמר בו <small>(במדבר כג, ז)</small> וישא משלו: <b>המשלים.</b> בלעם ובעור והם אמרו:"
Rashi on Numbers 21:27:3,"<b>באו חשבון.</b> שלא היה סיחון יכול לכבשה והלך ושכר את בלעם לקללו וזהו שאמר לו בלק <small>(שם כב, ו)</small> כי ידעתי את אשר תברך מבורך וגו' <small>(תנחומא כד)</small>: "
Rashi on Numbers 21:27:4,<b>תבנה ותכונן.</b> °חשבון בשם סיחון להיות עירו:
Rashi on Numbers 21:27:5,
Rashi on Numbers 21:28:1,<b> כי אש יצאה מחשבון.</b> °משכבשה סיחון:
Rashi on Numbers 21:28:2,<b>אכלה ער מואב.</b> שם אותה המדינה קרוי ער בלשון עברי ולחיית בלשון ארמי:
Rashi on Numbers 21:28:3,<b>ער מואב.</b> °ער של מואב:
Rashi on Numbers 21:29:1,<b> אוי לך מואב.</b> שקללו את מואב °שימסרו בידו <small>(שם)</small>:
Rashi on Numbers 21:29:2,"<b>כמוש.</b> שם אלהי מואב <small>(שופטים יא, סד)</small>: "
Rashi on Numbers 21:29:3,<b>נתן.</b> הנותן את בניו של מואב:
Rashi on Numbers 21:29:4,<b>פליטם.</b> נסים ופליטים מחרב ואת בנותיו בשבית וגו':
Rashi on Numbers 21:30:1,<b> ונירם אבד.</b> מלכות שלהם:
Rashi on Numbers 21:30:2,"<b>אבד חשבון עד דיבון.</b> מלכות ועול שהיה למואב בחשבון אבד משם וכן °עד דיבון תרגום של סר עד, כלומר סר ניר מדיבון. ניר לשון מלכות ועול וממשלת איש כמו <small>(מלכים־א יא, לו)</small> למען היות ניר לדוד עבדי: "
Rashi on Numbers 21:30:3,"<b>ונשים. </b>שי""ן דגושה לשון שממה כך יאמרו המושלים ונשים אותם: <b>עד נפח. </b>השימונום עד נפח:
"
Rashi on Numbers 21:30:4,
Rashi on Numbers 21:32:1,<b> וישלח משה לרגל את יעזר.</b> °המרגלים לכדוה אמרו לא נעשה כראשונים בטוחים אנו בכח תפלתו של משה להלחם <small>(תנחומא כד)</small>:
Rashi on Numbers 21:34:1,"<b> אל תירא אותו.</b> °שהיה משה ירא להלחם שמא תענוד לו זכותו של אברהם שנאמר <small>(בראשית יד, יג)</small> ויבא הפליט הוא עוג שפלט מן הרפאים שהכו כדרלעומר וחביריו בעשתרות קרנים שנאמר <small>(דברים ג, יא)</small> כי רק עוג מלך הבשן נשאר מיתר הרפאים <small>(נדה סא)</small>: "
Rashi on Numbers 21:35:1,"<b> ויכו אותו.</b> משה הרגו כדאיתא בברכות <small>(נד, ב)</small> בהרואה עקר טורא בר תלתא פרסי וכו': 
"
Rashi on Numbers 21:35:2,
Rashi on Numbers 22:2:1,<b> וירא בלק בן צפור את כל אשר עשה ישראל לאמורי.</b> °אמר אלו שני מלכים שהיינו בטוחים עליהם לא עמדו בפניהם °אנו על אחת כמה וכמה לפיכך ויגר מואב <small>(תנחומא בלק ב)</small>:
Rashi on Numbers 22:3:1,"<b> ויגר.</b> לשון מורא כמו <small>(איוב יט, כט)</small> גורו לכם: "
Rashi on Numbers 22:3:2,<b>ויקץ מואב.</b> °קצו בחייהם (כמו קצתי בחיי והוא מקרא קצר):
Rashi on Numbers 22:4:1,"<b> אל זקני מדין.</b> °והלא מעולם היו שונאים זה את זה שנאמר <small>(בראשית לו, לה)</small> המכה את מדין בשדה מואב. שבאו מדין על מואב למלחמה. אלא מיראתן של ישראל עשו שלום ביניהם. °ומה ראה מואב ליטול עצה ממדין כיון שראו את ישראל נוצחים שלא כמנהג העולם אמרו מנהיגם של אלו במדין נתגדל נשאל מהם מה מדתו אמרו לו אין כחו אלא בפיו אמרו אף אנו נבוא עליהם באדם שכחו בפיו <small>(תנחומא ג)</small>: "
Rashi on Numbers 22:4:2,<b>כלחוך השור.</b> °כל מה שהשור מלחך אין בו סימן ברכה <small>(במדבר רבה. תנחומא ג)</small>:
Rashi on Numbers 22:4:3,<b>בעת ההוא.</b> לא היה ראוי למלכות °מנסיכי מדין היה וכיון שמת סיחון מנוהו עליהם לצורך שעה:
Rashi on Numbers 22:5:1,"<b> פתורה.</b> °כשולחני הזה שהכל °מריצין לו מעות כך כל המלכים מריצין לו אגרותיהם <small>(במד""ר. תנחומא ד)</small> ולפי פשוטו של מקרא °כך שם המקום: "
Rashi on Numbers 22:5:2,"<b>ארץ בני עמון.</b> של בלק <small>(במד""ר. תנחומא ד)</small>. משם היה וזה היה °מתנבא ואומר לו עתיד אתה למלוך. °ואם תאמר מפני מה השרה הקב""ה שכינתו על גוי רשע כדי שלא יהא פתחון פה לאומות לומר אלו היו לנו נביאים חזרנו למוטב העמיד להם נביאים והם פרצו גדר העולם שבתחלה היו גדורים בעריות וזה נתן להם עצה להפקיר עצמן לזנות <small>(שם א)</small>: "
Rashi on Numbers 22:5:3,<b>לקרא לו.</b> הקריאה שלו היתה °ולהנאתו שהיה פוסק לו ממון הרבה <small>(שם ד)</small>:
Rashi on Numbers 22:5:4,<b>עם יצא ממצרים.</b> °ואם תאמר מה מזיקך:
Rashi on Numbers 22:5:5,<b>הנה כסה את עין הארץ.</b> °סיחון ועוג שהיו שומרים אותנו עמדו עליהם והרגום <small>(שם)</small>:
Rashi on Numbers 22:5:6,"<b>והוא יושב ממלי.</b> °חסר כתיב קרובים הם להכריתני כמו <small>(תהלים קיח, י)</small> כי אמילם <small>(תנחומא ד)</small>: 
"
Rashi on Numbers 22:6:1,"<b> נכה בו. °</b>אני ועמי נכה בהם. דבר אחר לשון משנה הוא <small>(ב""מ קה, ב)</small> מנכה לו מן הדמים °לחסר מהם מעט <small>(במד""ר. תנחומא ד)</small>: "
