Index Title,Rashi on Numbers
Rashi on Numbers 21:5:4,"<b>With this rotten bread.</b> Because the manna was absorbed into the limbs, they called it rotten. They said, °“the manna will eventually swell in our stomachs. °Can anyone born of a woman take in [food] without excreting? "
Rashi on Numbers 21:6:1,<b>The consuming (lit. burning) snakes.</b> °That consume a man with the venom in their fangs.
Rashi on Numbers 21:6:2,"<b>And they bit the people.</b> Let the snake, who was smitten for speaking wickedly, come and punish those who spoke wickedly. Let the snake, for whom every type [of food] tastes the same, come and punish the ingrates, for whom one thing changed to numerous tastes. 
"
Rashi on Numbers 21:7:1,<b>Moshe prayed.</b> From here we derive that someone from whom forgiveness is asked should not be mercilessly unpardoning.
Rashi on Numbers 21:8:1,"<b>Upon a banner.</b> On a pole, called “<i>perche</i>” in old French. Similarly, “like a banner on the hill,” “I shall lift my banner,” “raise the banner.” °Because it is held high as a signal and as verification, it is called נֵס . "
Rashi on Numbers 21:8:2,"<b>Anyone bitten.</b> °Even if a dog or donkey bit him, he would sicken and °deteriorate steadily, except that the snakebite killed quickly. This is why it says here “. . . who saw it” — at a glance. But regarding the snakebite, it says “. . . he gazed,” “. . . if a snake bit a man, he gazed, etc.,” as the snakebite was not quick to heal unless he gazed at it with concentration. The Rabbis said, °”Can a snake bring death or life? Rather, when the Israelites gazed heavenward and subjugated their hearts to their Father in heaven, they would heal, but if not, they would waste away.” "
Rashi on Numbers 21:9:1,"<b>A copper snake.</b> He was not told to make it of copper, but Moshe said: “The Holy One, Blessed is He, called it “ נָחָשׁ “ °(“snake,”) so I shall make it of “ נְחֹשֶׁת “ (“copper”). The terminology is well matched. "
Rashi on Numbers 21:11:1,"<b>In the wasteland passes.</b> °I do not know why they were called עִיִּים (“wasteland”). עִי denotes desolation, [like] something swept clean °with a broom. Only the עַיִ''ן is the root. It has the same meaning as יָעִים (“scoops”), and as וְיָעָה בָרָד (“hail shall sweep away”). "
Rashi on Numbers 21:11:2,<b>Passes.</b> This was the passage route °for those crossing Mount Nevo into the land of Canaan. It (Mount Nevo) separated the territory of Moav from the land of the Emorites.
Rashi on Numbers 21:11:3,"<b>Facing Moav, eastward of the sun.</b> East of the land of Moav. "
Rashi on Numbers 21:13:1,"<b>From the Emorite border.</b> The boundary, °the edge of their border. Similarly, “the border of Moav”, meaning the edge, the end. "
Rashi on Numbers 21:13:2,"<b>Opposite Arnon.</b> They circled the entire southern and eastern territory of Moav, until they reached the other side, at Arnon, inside Emorite territory, north of Moav. "
Rashi on Numbers 21:13:3,"<b>Extending from the Emorite border.</b> A strip extends from the Emorite border, and it belongs to the Emorites, but penetrates the boundary of Moav until Arnon, the Moavite border. The Israelites camped there without entering the border of Moav, Arnon being the Moav border, and they did not grant them permission to pass through their land. Although Moshe did not state this clearly, Yiftach did, as was said by Yiftach, “he (Moshe) also sent [a request] to the king of Moav, but he was unwilling.” Moshe alluded to this: “Just as they did to me, the children of Eisav, who dwell in Seir, and the Moavites, who dwell in Ar,” Just as these [children of Eisav] did not permit them to pass through their land, but they circled around them, so it was with Moav. "
Rashi on Numbers 21:14:1,"<b>Concerning this will be told.</b> °Concerning this encampment, and the miracles performed in it. <b>Will be told in the Book of Wars of Adonoy.</b> When they recount the miracles performed for our forefathers, they will recount that “He gave, etc.” "
Rashi on Numbers 21:14:2,"<b>He gave.</b> Like אֶת יָהֵב . Just as we transpose יָעֹד into וָעֹד, we also transpose וָהֵב into יָהֵב, the וָי""ו being basic. As if to say, “that He gave them, and wrought many miracles at the Reed Sea.” "
Rashi on Numbers 21:14:3,"<b>And the valleys of Arnon.</b> Just as we recount the miracles of the Reed Sea, so should we recount the miracles of the valleys of Arnon, since here, too, great miracles were wrought. What are the miracles? 
"
Rashi on Numbers 21:14:4,
Rashi on Numbers 21:15:1,"<b>The spillage in the valleys.</b> The Targum of שֶׁפֶךְ (“spillage,”) is אֶשֶׁד . The spillage in the valleys [was as follows]— the blood of the Emorites spilled there, as they were hidden there. Because there were high cliffs, with a deep, narrow valley. The cliffs were near each other— a man could stand on one of them, and converse with a friend on the other— and the road went through the valley. The Emorites said, “When the Israelites enter the valley to pass through, let us go out of the caves in the cliffs above them, and kill them with arrows and stone projectiles.” Now those cavities were in the mountain on the Moavite side, and in the mountain on the side of the Emorites, opposite the cavities, were horn-like projections, resembling breasts. °When the Israelites came to pass through, the Eretz Yisroel mountain was set in tremor like a maidservant going forth to receive her mistress, and moved next to the mountain on the Moavite side. The breasts entered the cavities and killed them. this is [the meaning of] “when it turned to dwell at Ar,” as the mountain leaned away from its place, and moved next to the side of the Moavite border, and attached itself to it. And this is [the meaning of] “and then leaned on the border of Moav.” "
Rashi on Numbers 21:16:1,"<b>From there, to the well.</b> From there, the spillage came to the well. How was this? The Holy One, Blessed is He, said, “Who will inform My children of these miracles?” The parable says, ‘if you gave the baby bread, tell his mother.’ After they passed, the mountains returned to their places, and the well descended to the valley, and brought up, from there, the blood of those who were killed, and their arms and limbs, and carried them around the camp. The Israelites saw, and sang. "
Rashi on Numbers 21:17:1,"<b>Arise, O well.</b> °From within the valley, and lift what you are to bring up. How do we know that the well informed them? As it is said, “from there to the well.” °Was it from there? Was it not with them at the beginning of the forty years? But, it descended to make the miracles known. Similarly, “then, Yisroel sang this song” was said at the end of forty years, but the well was given to them at the beginning of the forty years. Why was it seen fit to have been written here? Only because this subject is expounded in relation to the above text. "
Rashi on Numbers 21:18:1,"<b>The well dug [by princes].</b> This is the well dug by the princes, Moshe and Aharon. "
Rashi on Numbers 21:18:2,<b>With their staffs.</b> With the rod.
Rashi on Numbers 21:18:3,<b>From the wilderness.</b> It was given to them.
Rashi on Numbers 21:19:1,"<b>After it was given, it became a legacy.</b> As rendered by Targum [Onkelos]. 
"
Rashi on Numbers 21:20:1,"<b>From the heights to the valley in the field of Moav.</b> °As there Moshe died, °and there the well was discontinued. Another interpretation of “The nobles of the nation excavated”: Each tribal leader, when they encamped, took his staff and drew it to his banner and camp. The well water followed the path made by that mark, and reached each the camp of each tribe. "
Rashi on Numbers 21:20:2,"<b>Through the lawgiver.</b> Through Moshe, who was called the lawgiver, as it is said, “for there, the portion of the lawgiver is reserved.” °Why is Moshe not mentioned in this song? Because he was afflicted through the well. And since Moshe’s name is not mentioned, the Name of the God, is not mentioned. This is compared to a king who was invited to a banquet. he said, ‘If my intimate friend is there, I will be there, but if not, I will not go.’ "
Rashi on Numbers 21:20:3,"<b>At the top of the peak.</b> As Targum [Onkelos] translates, “the top of the height.” "
Rashi on Numbers 21:20:4,"<b>The peak.</b> This denotes a high point. Similarly, פַּסְּגוּ אַרְמְנוֹתֶיהָ —”raise its castles.” 
"
Rashi on Numbers 21:20:5,"<b>That overlooks.</b> °That peak, facing the place called Yeshimon. The word [Yeshimon] denotes a wilderness, a desolate place. °Another interpretation: The well may be seen on the face of the desolate place. It (the well) was hidden in the sea of Teveriah, and someone standing on the desolate place may look intently and observe a type of sieve in the sea— this is the well. This was expounded by R’ Tanchuma. "
Rashi on Numbers 21:21:1,"<b>Yisroel sent emissaries.</b> But elsewhere, the communication is attributed to Moshe, as it is said, “I sent emissaries from the eastern wilderness.” Similarly, “Moshe sent emissaries from Kadesh to the king of Edom”, but about Yiftach it says, “Israel sent emissaries to the king of Edom, etc.” These passages are mutually instructive, one closes, while the other opens. Moshe is Yisroel, Yisroel is Moshe, to teach you that the leader of the generation is like the entire generation. The leader is everything. "
Rashi on Numbers 21:22:1,"<b>Let me pass through your land.</b> °Although they were not commanded to offer a peace overture, they made a peaceful proposal. "
