Index Title,Rashi on Leviticus
Rashi on Leviticus 18:9:2,"<b>מולדת בית או מולדת חוץ.</b> בין שאומרים לו לאביך קיים את אמה, ובין שאומרים לו הוצא את אמה <small>(יבמות כג.)</small>, כגון ממזרת או נתינה: "
Rashi on Leviticus 18:10:1,"<b>ערות בת בנך וגו'.</b> בבתו °מאנוסתו הכתוב מדבר <small>(סנהדרין עו.)</small>, ובתו ובת בתו מאשתו °אנו למדין מערות אשה ובתה שנאמר בהן לא תגלה, בין שהיא ממנו בין שהיא מאיש אחר: "
Rashi on Leviticus 18:10:2,"<b>ערות בת בנך.</b> °קל וחומר לבתך, אלא לפי שאין מזהירין מן הדין °למדוה מגזרה שוה, <small>(במסכת יבמות ג.)</small>: "
Rashi on Leviticus 18:11:1,"<b>ערות בת אשת אביך.</b> לימד שאינו חייב על אחותו מִשִּׁפְחָה וְנָכְרִית, לכך נאמר בת אשת אביך, בראויה לקידושין <small>(יבמות כג.)</small>: "
Rashi on Leviticus 18:14:1,"<b>ערות אחי אביך לא תגלה.</b> ומה היא ערותו, °אל אשתו לא תקרב: "
Rashi on Leviticus 18:15:1,"<b>אשת בנך היא.</b> לא אמרתי אלא בשיש לבנך אישות בה, °פרט לאנוסה ושפחה ונכרית: "
Rashi on Leviticus 18:17:1,"<b>ערות אשה ובתה.</b> לא אסר הכתוב אלא ע""י נשואי הראשונה <small>(יבמות צז.)</small>, לכך נאמר לא תקח, לשון קיחה, וכן לענין העונש אֲשֶׁר יִקַּח אֶת אִשָּׁה וְאֶת אִמָּהּ <small>(ויקרא כ, יד)</small>, לשון קיחה, אבל °אנס אשה מותר לישא בתה: "
Rashi on Leviticus 18:17:2,<b>שארה הנה.</b> קרובות הן זו לזו:
Rashi on Leviticus 18:17:3,"<b>זמה.</b> עצה, כתרגומו °עֲצַת חֶטְאִין, שיצרך יועצך לחטוא: 
"
Rashi on Leviticus 18:18:1,<b>אל אחותה.</b> שתיהן °כאחת <small>(קידושין נ:)</small>:
Rashi on Leviticus 18:18:2,"<b>לצרר.</b> לשון צרה, לעשות את זו צרה לזו: "
Rashi on Leviticus 18:18:3,"<b>בחייה.</b> למדך, שאם גרשה לא ישא את אחותה, °כל זמן שהיא בחיים<small> (יבמות ח:)</small>: "
Rashi on Leviticus 18:21:1,"<b>למלך.</b> עבודת אלילים היא ששמה מולך, וזו היא עבודתה, שמוסר בנו לכומרים ועושין שתי מדורות גדולות ומעבירין את הבן ברגליו בין שתי מדורות האש <small>(סנהדרין סד:)</small>: "
Rashi on Leviticus 18:21:2,<b>לא תתן.</b> זו היא מסירתו לכומרים:
Rashi on Leviticus 18:21:3,<b>להעביר למלך.</b> זו העברת האש:
Rashi on Leviticus 18:23:1,"<b>תבל הוא.</b> לשון קָדֵשׁ וערוה וניאוף, וכן וְאַפִּי עַל תַּבְלִיתָם <small>(ישעי' י, כה)</small>. דבר אחר תבל הוא, לשון בלילה וערבוב, זרע אדם וזרע בהמה: 
"
Rashi on Leviticus 18:28:1,"<b>ולא תקיא הארץ אתכם.</b> משל לבן מלך שהאכילוהו דבר מאוס שאין עומד במעיו אלא מקיאו, כך °ארץ ישראל אינה מקיימת עוברי עבירה. ותרגומו וְלָא תְרוֹקֵן, לשון ריקון, מריקה עצמה מהם: "
Rashi on Leviticus 18:29:1,"<b>הנפשות העושות.</b> °הזכר והנקבה במשמע <small>(ב""ק לב.)</small>: "
Rashi on Leviticus 18:30:1,<b>ושמרתם את משמרתי.</b> °להזהיר בית דין על כך:
Rashi on Leviticus 18:30:2,"<b>ולא תטמאו בהם אני ה' אלהיכם.</b> הא אם תטמאו איני אלהיכם, °ואתם נפסלים מאחרי, ומה הנאה יש לי בכם, ואתם מתחייבים כלייה, לכך נאמר אני ה' אלהיכם: 
"
Rashi on Leviticus 18:30:3,
Rashi on Leviticus 19:2:1,"<b>דבר אל כל עדת בני ישראל.</b> מלמד שנאמרה פרשה זו °בהקהל, מפני שרוב גופי תורה תלויין בה <small>(ויק""ר כד, ה)</small>: "
Rashi on Leviticus 19:2:2,"<b>קדושים תהיו.</b> הוו פרושים °מן העריות ומן העבירה, שכל מקום שאתה מוצא גדר ערוה אתה מוצא קדושה <small>(ויק""ר שם ו)</small>, אִשָּׁה זֹנָה וַחֲלָלָה וגו' <small>(ויקרא כא, ז)</small>, אֲנִי ה' מְקַדִּשְׁכֶם. <small>(ת""כ פרשתא א, א)</small>) וְלֹא יְחַלֵּל זַרְעוֹ אֲנִי ה' מְקַדְּשׁוֹ <small>(שם פסוק טו)</small>. קְדשִׁים יִהְיוּ <small>(שם פסוק ו)</small>, אִשָּׁה זֹנָה וַחֲלָלָה וגו' <small>(שם פסוק ז)</small>: "
Rashi on Leviticus 19:3:1,"<b>איש אמו ואביו תיראו.</b> °כל אחד מכם תיראו אביו ואמו, זהו פשוטו. ומדרשו <small>(ת""כ שם ג — קידושין ל:)</small> אין לי אלא איש, אשה מנין, כשהוא אומר תיראו הרי כאן °שנים, א""כ למה נאמר איש, שהאיש סיפק בידו לעשות, אבל °אשה רשות אחרים עליה: "
Rashi on Leviticus 19:3:2,"<b>אמו ואביו תיראו.</b> כאן הקדים אֵם לאב, לפי שגלוי לפניו שהבן ירא את אביו יותר מאמו, וּבְכָבוֹד הקדים אב לאם, לפי שגלוי לפניו שהבן מכבד את אמו יותר מאביו, מפני °שמשדלתו בדברים <small>(קידושין לא.)</small>: "
Rashi on Leviticus 19:3:3,"<b>ואת שבתתי תשמרו.</b> סמך שמירת שבת למורא אב, לומר אף על פי שהזהרתיך על מורא אב, אם יאמר לך חלל את השבת, אל תשמע לו, וכן בשאר כל המצות <small>(ב""מ לב)</small>: "
Rashi on Leviticus 19:3:4,"<b>אני ה' אלהיכם.</b> אתה ואביך °חייבים °בכבודי <small>(יבמות ה:)</small>, לפיכך לא תשמע לו לבטל את דברי <small>(ב""מ לב.).</small> איזהו מורא, °לא ישב במקומו, °ולא ידבר במקומו, ולא יסתור את דבריו. °ואיזהו כָּבוֹד, מאכיל ומשקה, מלביש ומנעיל, מכניס ומוציא <small>(קידושין לא:)</small>: "
Rashi on Leviticus 19:4:1,"<b>אל תפנו אל האלילים.</b> °לעבדם. <small>(ת""כ שם י)</small> אלילים לשון אַל, כלא הוא חשוב: "
Rashi on Leviticus 19:4:2,"<b>ואלהי מסכה.</b> תחילתן אלילים הם, ואם אתה פונה אחריהם °סופך לעשותן אלהות: "
Rashi on Leviticus 19:4:3,"<b>לא תעשו לכם.</b> לא תעשו לאחרים, °ולא אחרים לכם. °ואם תאמר לא תעשו לעצמכם אבל אחרים עושין לכם, הרי כבר נאמר לֹא יִהְיֶה לְךָ <small>(שמות כ, ג)</small>, לא שלך ולא של אחרים: 
"
Rashi on Leviticus 19:5:1,"<b>וכי תזבחו וגו'.</b> °לא נאמרה פרשה זו, אלא ללמד, שלא תהא זביחתן אלא על מנת להאכל בתוך הזמן הזה, שאם לקבוע להם זמן אכילה, הרי כבר נאמר וְאִם נֵדֶר אוֹ נְדָבָה זֶבַח קָרְבָּנוֹ וגו' <small>(ויקרא ז, טז)</small>: "
Rashi on Leviticus 19:5:2,"<b>לרצנכם תזבחהו.</b> תחלת זביחתו תהא על מנת נחת רוח שיהא לכם לרצון, שאם תחשבו עליו מחשבת פסול לא ירצה עליכם לפני: "
Rashi on Leviticus 19:5:3,"<b>לרצנכם.</b> אנפיי""צימנטו, זהו לפי פשוטו. ורבותינו למדו <small>(חולין יג:)</small> מכאן °למתעסק בקדשים שפסול, שצריך שיתכוין לשחוט: 
"
Rashi on Leviticus 19:6:1,"<b>ביום זבחכם יאכל.</b> כשתזבחוהו, תשחטוהו על מנת זמן זה שקבעתי לכם כבר: "
Rashi on Leviticus 19:7:1,"<b>ואם האכל יאכל וגו'.</b> אם אינו ענין לחוץ, לזמנו, שהרי כבר נאמר וְאִם הֵאָכֹל יֵאָכֵל מִבְּשַׂר זֶבַח שְׁלָמָיו וגו' <small>(ויקרא שם, יח)</small>, תנהו ענין לחוץ למקומו, °יכול יהיו חייבין כרת על אכילתו, תלמוד לומר וְהַנֶּפֶשׁ הָאֹכֶלֶת מִמֶּנּוּ עֲוֹנָהּ תִּשָּׂא <small>(שם)</small>, ממנו ולא מחבירו, יצא הנשחט °במחשבת חוץ למקומו <small>(זבחים כט.)</small>: "
Rashi on Leviticus 19:7:2,"<b>פגול.</b> מתועב, כמו וּמְרַק פִּגּוּלִים כְּלֵיהֶם <small>(ישעי' סה, ד)</small>: 
"
Rashi on Leviticus 19:8:1,"<b>ואכליו עונו ישא.</b> °בנותר גמור הכתוב מדבר ואינו ענוש כרת על הנשחט חוץ למקומו, שכבר מיעטו הכתוב, וזהו בנותר גמור מדבר <small>(זבחים כח:)</small>, ובמסכת כריתות <small>(ה.)</small> °למדוהו מגזרה שוה: "
Rashi on Leviticus 19:9:1,"<b>לא תכלה פאת שדך.</b> שיניח °פאה בסוף שדהו <small>(ת""כ פרק א, ט)</small>: "
Rashi on Leviticus 19:9:2,"<b>ולקט קצירך.</b> שִׁבֳּלִים הנושרים °בשעת קצירה אחת או שתים, אבל °שלש אינן לקט <small>(פאה פ""ו, מ""ה)</small>: "
Rashi on Leviticus 19:10:1,"<b>לא תעולל.</b> °לא תטול עוללות שבה והן ניכרות. איזהו עוללות, כל שאין לה °לא כָּתֵף ולא נָטֵף <small>(פאה פ""ז, מ""ד)</small>: "
Rashi on Leviticus 19:10:2,<b>ופרט כרמך.</b> °גרגרי ענבים הנושרים בשעת בצירה:
Rashi on Leviticus 19:10:3,"<b>אני ה' אלהיכם.</b> °דיין להפרע, ואיני גובה מכם °אלא נפשות, שנאמר אַל תִּגְזָל דָּל וגו', כִּי ה' יָרִיב רִיבָם וגו' <small>(משלי כב, כב—כג)</small>: "
Rashi on Leviticus 19:11:1,"<b>לא תגנבו.</b> °אזהרה לגונב ממון, אבל לא תגנוב שבעשרת הדברות אזהרה לגונב נפשות, דבר הלמד מענינו, דבר שחייבין עליו מיתת ב""ד <small>(סנהדרין פו.)</small>: "
Rashi on Leviticus 19:11:2,"<b>ולא תכחשו</b>. לפי שנאמר וְכִחֶשׁ בָּהּ <small>(ויקרא ה, כב)</small>, משלם קרן וחומש, למדנו עונש, אזהרה מנין, תלמוד לומר ולא תכחשו: 
"
Rashi on Leviticus 19:11:3,"<b>ולא תשקרו.</b> לפי שנאמר וְנִשְׁבַּע עַל שָׁקֶר <small>(שם)</small>, ישלם קרן וחומש, למדנו עונש, אזהרה מנין, תלמוד לומר ולא תשקרו: "
Rashi on Leviticus 19:11:4,<b>לא תגנבו ולא תכחשו ולא תשקרו ולא תשבעו.</b> °אם גנבת סופך לכחש סופך לשקר סופך להשבע לשקר:
Rashi on Leviticus 19:12:1,"<b>ולא תשבעו בשמי.</b> למה נאמר, לפי שנאמר לֹא תִשָּׂא אֶת שֵׁם ה' אֱלֹהֶיךָ לַשָּׁוְא <small>(שמות כ, ז)</small>, יכול לא יהא חייב אלא על שם המיוחד, מנין לרבות כל הכנויין, ת""ל ולא תשבעו בשמי לשקר, כל שם שיש לי: "
Rashi on Leviticus 19:13:1,"<b>לא תעשק.</b> זה °הכובש שכר שכיר <small>(ת""כ פרשתא ב)</small>: "
Rashi on Leviticus 19:13:2,"<b>לא תלין.</b> לשון נקבה, מוסב °על הפעולה: "
Rashi on Leviticus 19:13:3,"<b>עד בקר.</b> °בשכיר יום הכתוב מדבר, שיציאתו מששקעה חמה, לפיכך זמן גִּבּוּי שכרו כל הלילה, ובמקום אחר הוא אומר וְלֹא תָבוֹא עָלָיו הַשֶּׁמֶשׁ <small>(דברים כד, טו)</small>, מדבר בשכיר לילה <small>(בבא מציעא קי:)</small>, שהשלמת פעולתו משיעלה עמוד השחר, לפיכך זמן גִּבּוּי שכרו כל היום, לפי שנתנה תורה זמן לבעל הבית °עונה, לבקש מעות: "
Rashi on Leviticus 19:14:1,"<b>לא תקלל חרש.</b> אין לי אלא חרש, מנין לרבות כל אדם, °תלמוד לומר בְעַמְּךָ לֹא תָאֹר <small>(שמות כב, כז)</small>, אם כן למה נאמר חרש, מה חרש מיוחד שהוא בחיים אף כל שהוא בחיים, °יצא המת שאינו בחיים <small>(ת""כ שם יג)</small>: "
Rashi on Leviticus 19:14:2,"<b>ולפני עור לא תתן מכשול.</b> לפני הסומא בדבר לא תתן °עצה שאינה הוגנת לו, אל תאמר מכור שדך וקח לך חמור, °ואתה עוקף עליו ונוטלה הימנו <small>(שם יד)</small>: "
Rashi on Leviticus 19:14:3,"<b>ויראת מאלהיך.</b> לפי שהדבר הזה אינו מסור לבריות לידע אם דעתו של זה לטובה או לרעה, ויכול להשמט ולומר לטובה נתכוונתי, לפיכך נאמר בו ויראת מאלהיך, המכיר מחשבותיך. וכן כל דבר המסור ללבו של אדם העושהו, ואין שאר הבריות מכירות בו, נאמר בו ויראת מאלהיך: 
"
Rashi on Leviticus 19:15:1,"<b>לא תעשו עול במשפט.</b> מלמד שהדיין המקלקל את הדין קרוי עול, שנאוי, ומשוקץ, חרם, ותועבה. שהעול קרוי תועבה, שנאמר כִּי תוֹעֲבַת ה' וגו' כֹּל עֹשֵׂה עָוֶל <small>(דברים כה, טז)</small>, °והתועבה קרויה שקץ וחרם, שנאמר וְלֹא תָבִיא תֹועֵבָה אֶל בֵּיתֶךָ וְהָיִיתָ חֵרֶם כָּמֹהוּ שַׁקֵּץ תְשַׁקְּצֶנוּ וגו' <small>(שם ז, כו)</small>: "
Rashi on Leviticus 19:15:2,"<b>לא תשא פני דל.</b> שלא תאמר °עני הוא זה והעשיר חייב לפרנסו אזכנו בדין ונמצא מתפרנס בנקיות <small>(ת""כ פרק ד, ב)</small>: "
Rashi on Leviticus 19:15:3,"<b>ולא תהדר פני גדול.</b> שלא תאמר עשיר הוא זה, בן גדולים הוא זה, היאך אביישנו ואראה בבושתו, עונש יש בדבר, לכך נאמר, ולא תהדר פני גדול: "
Rashi on Leviticus 19:15:4,<b>בצדק תשפוט עמיתך.</b> כמשמעו. °דבר אחר הוי דן את חבירך °לכף זכות:
Rashi on Leviticus 19:16:1,"<b>לא תלך רכיל.</b> אני אומר על שם שכל משלחי מדנים ומספרי לשון הרע הולכים בבתי רעיהם לְרַגֵּל מה יראו רע או מה ישמעו רע לספר בשוק, נקראים הולכי רכיל, הולכי רגילה, אשפיי""מנט בלע""ז. וראיה לדברי שלא מצינו רכילות שאין כתוב בלשון הליכה. לא תלך רכיל, הֹלְכֵי רָכִיל נְחשֶׁת וּבַרְזֶל <small>(ירמיה ו, כח)</small>, ושאר לשון הרע אין כתוב בו הליכה, מְלָשְׁנִי בַסֵּתֶר רֵעֵהוּ <small>(תהלים קא, ה)</small>, לָשׁוֹן רְמִיָּה <small>(שם קכ, ב)</small>, לָשׁוֹן מְדַבֶּרֶת גְּדֹלוֹת <small>(שם יב, ד)</small>, לכך אני אומר, שהלשון הולך ומרגל, °שהכ""ף נחלפת בגימ""ל, שכל האותיות שמוצאיהם ממקום אחד מתחלפות זו בזו, בי""ת בפ""א, וגימ""ל בכ""ף וקו""ף, ונו""ן בלמ""ד, וזי""ן בצד""י, וכן וַיְרַגֵּל בְּעַבְדְּךָ <small>(שמואל־ ב יט, כח)</small>, רגל במרמה לאמר עלי רעה, וכן לֹא רָגַל עַל לְשֹׁנוֹ <small>(תהלים טו, ג)</small>, וכן רוכל הסוחר ומרגל אחר כל סחורה, וכל המוכר בשמים להתקשט בהם הנשים, על שם שֶׁמְחַזֵר תמיד בעיירות נקרא רוכל, לשון רוגל. ותרגומו לָא תֵיכוּל קוּרְצִין, כמו וַאֲכַלוּ קַרְצֵיהוֹן דִּי יְהוּדָאֵי <small>(דניאל ג, ח)</small>, אָכַל בְּהוּ קוּרְצָא בֵּי מַלְכָּא <small>(ברכות נח.)</small>, נראה בעיני שהיה משפטם לאכול בבית המקבל דבריהם שום הלעטה, והוא גמר חזוק שדבריו מקויימים ומעמידם על האמת, ואותה הלעטה נקראת אכילת קורצין, לשון קֹרֵץ בְּעֵינָיו <small>(משלי ו, יג)</small>, שכן דרך כל הולכי רכיל לקרוץ בעיניהם ולרמוז דברי רכילותן שלא יבינו שאר השומעים: "
