Index Title,Rashi on Deuteronomy
Rashi on Deuteronomy 22:2:2,"<b>והשבותו לו.</b> °שתהא בו השבה, שלא יאכל בביתך כדי דמיו ותתבעם ממנו, מכאן אמרו כל דבר שעושה ואוכל יעשה ויאכל, °ושאינו עושה ואוכל ימכר <small>(שם:)</small>: "
Rashi on Deuteronomy 22:3:1,<b>לא תוכל להתעלם.</b> °לכבוש עינך כאילו אינך רואה אותו:
Rashi on Deuteronomy 22:4:1,"<b>הקם תקים.</b> °זו טעינה <small>(בבא מציעא לב.)</small>, להטעין משאוי שנפל מעליו: "
Rashi on Deuteronomy 22:4:2,"<b>עמו.</b> עם בעליו, אבל אם הלך וישב לו, ואמר לו הואיל ועליך מצוה, אם רצית לטעון, טעון, פטור <small>(בבא מציעא שם)</small>: "
Rashi on Deuteronomy 22:5:1,"<b>לא יהיה כלי גבר על אשה.</b> שתהא דומה לאיש כדי שתלך בין האנשים <small>(ספרי רכו — נזיר נט.)</small>, שאין זו אלא לשם ניאוף: "
Rashi on Deuteronomy 22:5:2,"<b>ולא ילבש גבר שמלת אשה. </b>לילך לישב בין הנשים. °דבר אחר, שלא יסיר שער הערוה ושער של בית השחי: "
Rashi on Deuteronomy 22:5:3,"<b>כי תועבת.</b> °לא אסרה תורה אלא לבוש המביא לידי תועבה: 
"
Rashi on Deuteronomy 22:6:1,<b>כי יקרא.</b> פרט למזומן:
Rashi on Deuteronomy 22:6:2,<b>לא תקח האם.</b> °בעודה על בניה <small>(חולין קמ:)</small>:
Rashi on Deuteronomy 22:7:1,"<b>למען ייטב לך וגו'.</b> °אם מצוה קלה שאין בה חסרון כיס, אמרה תורה למען ייטב לך והארכת ימים, קל וחומר למתן שכרן של מצות חמורות <small>(חולין קמב.)</small>: "
Rashi on Deuteronomy 22:8:1,"<b>כי תבנה בית חדש.</b> אם קיימת מצות שלוח הקן, סופך לבנות בית חדש ותקיים מצות מעקה, שמצוה גוררת מצוה, ותגיע לכרם ושדה ולבגדים נאים, לכך נסמכו פרשיות הללו: "
Rashi on Deuteronomy 22:8:2,"<b>מעקה.</b> גדר סביב לגג, ואונקלוס תרגם תְּיָקָא, כגון תיק שמשמר מה שבתוכו: "
Rashi on Deuteronomy 22:8:3,"<b>כי יפול הנופל.</b> °ראוי זה ליפול, ואף עפ""כ לא תתגלגל מיתתו על ידך, °שמגלגלין זכות ע""י זכאי וחובה ע""י חייב:"
Rashi on Deuteronomy 22:9:1,<b>כלאים.</b> °חטה ושעורה וחרצן במפולת יד <small>(קידושין לט. חולין פב:)</small>:
Rashi on Deuteronomy 22:9:2,"<b>פן תקדש.</b> כתרגומו תסתאב, כל דבר הנתעב על האדם, בין לשבח כגון הקדש בין לגנאי כגון איסור, נופל בו לשון קדש, כמו אַל תִּגַּשׁ בִּי כִּי קְדַשְׁתִּיךָ <small>(ישעיה סה, ה)</small>: "
Rashi on Deuteronomy 22:9:3,"<b>המלאה.</b> זה מילוי ותוספת שהזרע מוסיף: 
"
Rashi on Deuteronomy 22:10:1,"<b>לא תחרוש בשור ובחמור.</b> °הוא הדין לכל שני מינים שבעולם, <small>(בבא קמא נד:)</small> והוא הדין להנהיגם יחד קשורים זוגים בהולכת שום משא: "
Rashi on Deuteronomy 22:11:1,"<b>שעטנז.</b> °לשון עירוב, ורבותינו פירשו שוע טווי ונוז: "
Rashi on Deuteronomy 22:12:1,"<b>גדילים תעשה לך.</b> אף מן הכלאים, לכך סמכן הכתוב <small>(יבמות ד. — ספרי רלג.</small>: "
Rashi on Deuteronomy 22:12:2,
Rashi on Deuteronomy 22:12:3,
Rashi on Deuteronomy 22:12:4,
Rashi on Deuteronomy 22:13:1,<b>ובא אליה ושנאה. </b>°סופו:
Rashi on Deuteronomy 22:14:1,"<b>ושם לה עלילת דברים.</b> עבירה גוררת עבירה, עבר על לֹא תִשְׂנָא <small>(ויקרא יט, יז)</small> סופו לבא לידי לשון הרע: "
Rashi on Deuteronomy 22:14:2,"<b>את האשה הזאת.</b> °מכאן שאין אומר דבר אלא בפני בעל דין <small>(ספרי רלז)</small>: 
"
Rashi on Deuteronomy 22:15:1,"<b>אבי הנערה ואמה.</b> °מי שגדלו גִּדּוּלִים הרעים, יתבזו עליה <small>(שם רלה)</small>: "
Rashi on Deuteronomy 22:16:1,<b>ואמר אבי הנערה.</b> °מלמד שאין רשות לאשה לדבר בפני האיש <small>(שם)</small>:
Rashi on Deuteronomy 22:17:1,"<b>ופרשו השמלה.</b> °הרי זה משל, מחוורין הדברים כשמלה <small>(שם רלז)</small>: "
Rashi on Deuteronomy 22:18:1,<b>ויסרו אותו.</b> °מלקות:
Rashi on Deuteronomy 22:20:1,"<b>ואם אמת היה הדבר.</b> °בעדים והתראה, שזנתה לאחר אירוסין <small>(כתובות מד:)</small>: "
Rashi on Deuteronomy 22:21:1,<b>אל פתח בית אביה. </b>ראו גידולים שגדלתם <small>(שם מה.)</small>:
Rashi on Deuteronomy 22:21:2,<b>וסקלוה אנשי עירה.</b> °במעמד כל אנשי עירה <small>(ספרי רמ)</small>:
Rashi on Deuteronomy 22:21:3,"<b>לזנות בית אביה.</b> כמו בבית אביה: 
"
Rashi on Deuteronomy 22:22:1,<b>ומתו גם שניהם.</b> °להוציא מעשה חדודים <small>(ספרי רמא)</small> שאין האשה<small> </small>נהנית מהם:
Rashi on Deuteronomy 22:22:2,"גם. °לרבות הבאים אחריהם (ס""א מאחוריהם). °דבר אחר גם שניהם, °לרבות את הולד, שאם היתה מעוברת אין ממתינין לה עד שתלד <small>(ערכין ז.) </small>"
Rashi on Deuteronomy 22:23:1,"<b>ומצאה איש בעיר.</b> לפיכך שכב עמה, פרצה קוראה לגנב, הא אלו ישבה בביתה לא אירע לה <small>(ספרי רמב)</small>: "
Rashi on Deuteronomy 22:26:1,"<b>כי כאשר יקום וגו'.</b> לפי פשוטו זהו משמעו, כי אנוסה היא ובחזקה עמד עליה, כאדם העומד על חבירו להרגו. ורבותינו דרשו בו, <small>(סנהדרין עג. פסחים כה:)</small> °הרי זה בא ללמד ונמצא למד וכו': 
"
Rashi on Deuteronomy 23:1:1,<b>לא יקח.</b> °אין לו בה לקוחין ואין קדושין תופסין בה <small>(קידושין סז:)</small>:
Rashi on Deuteronomy 23:1:2,"<b>ולא יגלה כנף אביו.</b> °שומרת יבם של אביו הראויה לאביו, והרי כבר מוזהר עליה משום עֶרְוַת אֲחִי אָבִיךָ <small>(ויקרא יח, יד)</small>, °אלא לעבור על זו בשני לאוין, ולסמוך לה לא יבא ממזר, °ללמד שאין ממזר אלא מחייבי כריתות, וק""ו מחייבי מיתות ב""ד, °שאין בעריות מיתת ב""ד שאין בה כרת: "
Rashi on Deuteronomy 23:2:1,<b>פצוע דכה.</b> °שנפצעו או נדכאו ביצים שלו <small>(יבמות עה.)</small>:
Rashi on Deuteronomy 23:2:2,"<b>וכרות שפכה.</b> שנכרת הגיד, ושוב אינו יורה קילוח זרע, אלא שופך ושותת <small>(שם:)</small> ואינו מוליד: "
Rashi on Deuteronomy 23:3:1,<b>לא יבא ממזר בקהל ה'.</b> °לא ישא ישראלית:
Rashi on Deuteronomy 23:4:1,"<b>לא יבא עמוני.</b> °לא ישא ישראלית:
"
Rashi on Deuteronomy 23:5:1,<b>על דבר.</b> °על העצה <small>(ספרי רנ)</small> שיעצו אתכם להחטיאכם:
Rashi on Deuteronomy 23:5:2,<b>בדרך.</b> כשהייתם בטירוף:
Rashi on Deuteronomy 23:7:1,"<b>לא תדרש שלמם.</b> מכלל שנאמר עִמְּךָ יֵשֵׁב בְּקִרְבְּךָ <small>(פסוק יז)</small>, °יכול אף זה כן, תלמוד לומר לא תדרוש שלומם <small>(שם רנא)</small>: "
Rashi on Deuteronomy 23:8:1,"<b>לא תתעב אדמי.</b> °לגמרי, אע""פ שראוי לך לתעבו שיצא בחרב לקראתך: "
Rashi on Deuteronomy 23:8:2,"<b>לא תתעב מצרי.</b> °מכל וכל, אע""פ שזרקו זכוריכם ליאור, °מה טעם, שהיו לכם אכסניא בשעת הדחק. לפיכך: "
Rashi on Deuteronomy 23:9:1,"<b>בנים אשר יולדו להם דור שלישי וגו'.</b> °ושאר האומות מותרין מיד, הא למדת, °שהמחטיא לאדם קשה לו מן ההורגו, שההורגו הורגו בעולם הזה, והמחטיאו מוציאו מן העולם הזה ומן העולם הבא, לפיכך אדום שקדמם בחרב לא נתעב, וכן מצרים שטבעום, ואלו שהחטיאום נתעבו: 
"
Rashi on Deuteronomy 23:10:1,<b>כי תצא וגו' ונשמרת.</b> שהשטן מקטרג בשעת הסכנה:
Rashi on Deuteronomy 23:11:1,<b>מקרה לילה.</b> °דיבר הכתוב בהווה:
Rashi on Deuteronomy 23:11:2,<b>ויצא אל מחוץ למחנה.</b> זו מצות עשה:
Rashi on Deuteronomy 23:11:3,"<b>לא יבא אל תוך המחנה.</b> זו מצות לא תעשה, °ואסור להכנס למחנה לויה וכל שכן למחנה שכינה <small>(פסחים סח.)</small>: "
Rashi on Deuteronomy 23:12:1,"<b>והיה לפנות ערב.</b> סמוך להערב שמשו יטבול, °שאינו טהור בלא הערב השמש: 
"
Rashi on Deuteronomy 23:13:1,"<b>ויד תהיה לך.</b> כתרגומו, כמו אִישׁ עַל יָדוֹ <small>(במדבר ב, יז)</small>: "
Rashi on Deuteronomy 23:13:2,<b>מחוץ למחנה.</b> °חוץ לענן:
Rashi on Deuteronomy 23:14:1,<b>על אזנך.</b> °לבד משאר כלי תשמישך:
Rashi on Deuteronomy 23:14:2,<b>אזנך.</b> כמו כלי זיינך:
Rashi on Deuteronomy 23:15:1,"<b>ולא יראה בך.</b> °הקב""ה, ערות דבר: "
Rashi on Deuteronomy 23:16:1,"<b>לא תסגיר עבד. </b>°כתרגומו. דבר אחר, אפילו עבד כנעני של ישראל שברח מחוצה לארץ לארץ ישראל <small>(גיטין מה.)</small>: "
Rashi on Deuteronomy 23:18:1,"<b>לא תהיה קדשה.</b> מופקרת, מקודשת ומזומנת לזנות: "
Rashi on Deuteronomy 23:18:2,"<b>ולא יהיה קדש.</b> מזומן למשכב זכור <small>(סנהדרין נד:)</small>, ואונקלוס תרגם לא תהא אתתא מבנת ישראל לגבר עבדא, °שאף זו מופקרת לבעילת זנות היא, מאחר שאין קדושין תופסין לו בה, שהרי הוקשו לחמור, שנאמר שְׁבוּ לָכֶם פֹּה עִם הַחֲמוֹר <small>(בראשית כב, ה)</small>, עם הדומה לחמור. ולא יסב גברא מבני ישראל אתתא אמא, שאף הוא נעשה קָדֵשׁ על ידה, שכל בעילותיו בעילות זנות, שאין קדושין תופסין לו בה: "
Rashi on Deuteronomy 23:19:1,<b>אתנן זונה.</b> נתן לה טלה באתננה פסול להקרבה:
Rashi on Deuteronomy 23:19:2,<b>ומחיר כלב.</b> החליף שה בכלב:
Rashi on Deuteronomy 23:19:3,"<b>גם שניהם.</b> °לרבות שנוייהם <small>(בבא קמא סה:)</small>, כגון חטים ועשאן סלת: 
"
Rashi on Deuteronomy 23:20:1,"<b>לא תשיך.</b> °אזהרה ללוה שלא יתן רבית למלוה <small>(בבא מציעא עה:)</small>, ואח""כ אזהרה למלוה, אֶת כַּסְפְּךָ לֹא תִתֵּן לוֹ בְּנֶשֶׁךְ <small>(ויקרא כה, לז ספרי רסב)</small>: "
Rashi on Deuteronomy 23:21:1,"<b>לנכרי תשיך.</b> ולא לאחיך <small>(בבא מציעא ע:)</small>, לאו הבא מכלל עשה, עשה, °לעבור עליו בשני לאוין ועשה: 
"
Rashi on Deuteronomy 23:22:1,"<b>לא תאחר לשלמו.</b> °שלשה רגלים, ולמדוהו רבותינו מן המקרא <small>(ראש השנה ד:)</small>: 
"
Rashi on Deuteronomy 23:24:1,<b>מוצא שפתיך תשמור.</b> °ליתן עשה על לא תעשה <small>(שם ו.)</small>:
Rashi on Deuteronomy 23:25:1,<b>כי תבא בכרם רעך.</b> °בפועל הכתוב מדבר <small>(בבא מציעא פז:)</small>:
Rashi on Deuteronomy 23:25:2,<b>כנפשך.</b> כמה שתרצה:
Rashi on Deuteronomy 23:25:3,<b>שבעך.</b> ולא אכילה גסה <small>(שם)</small>:
Rashi on Deuteronomy 23:25:4,"<b>ואל כליך לא תתן.</b> מכאן שלא דברה תורה אלא בשעת הבציר, בזמן שאתה נותן לכליו של בעל הבית <small>(שם)</small>, °אבל אם בא לעדור ולקשקש, אינו אוכל <small>(שם פט:)</small>: "
Rashi on Deuteronomy 23:26:1,"<b>כי תבא בקמת רעך.</b> °אף זו בפועל הכתוב מדבר <small>(ב""מ פז:)</small>: "
Rashi on Deuteronomy 24:1:1,"<b>כי מצא בה ערות דבר.</b> °מצוה עליו לגרשה, שלא תמצא חן בעיניו (ס""א מצוה שלא תמצא חן בעיניו): "
Rashi on Deuteronomy 24:2:1,"<b>לאיש אחר.</b> °אין זה בן זוגו של ראשון, הוא הוציא רשעה מתוך ביתו, וזה הכניסה <small>(גיטין צ:)</small>: "
Rashi on Deuteronomy 24:3:1,"<b>ושנאה האיש האחרון.</b> °הכתוב מבשרו שסופו לשנאותה, ואם לאו, קוברתו, שנאמר או כי ימות: "
Rashi on Deuteronomy 24:4:1,"<b>אחרי אשר הטמאה.</b> °לרבות סוטה שנסתרה <small>(יבמות יא:)</small>: 
"
Rashi on Deuteronomy 24:5:1,"<b>אשה חדשה.</b> °שהיא חדשה לו, ואפילו אלמנה, פרט למחזיר גרושתו <small>(סוטה מד.)</small>: "
Rashi on Deuteronomy 24:5:2,<b>ולא יעבור עליו.</b> דבר הצבא:
Rashi on Deuteronomy 24:5:3,"<b>לכל דבר. </b>הוא צורך הצבא, לא לספק מים ומזון ולא לתקן דרכים, °אבל החוזרים מעורכי המלחמה ע""פ כהן, כגון בנה בית ולא חנכו, או ארס אשה ולא לקחה, מספיקין מים ומזון ומתקנין את הדרכים <small>(ספרי רעא — סוטה מד.)</small>: "
Rashi on Deuteronomy 24:5:4,"<b>יהיה לביתו.</b> °אף בשביל ביתו, אם בנה בית וחנכו, ואם נטע כרם וחללו, אינו זז מביתו בשביל צרכי המלחמה: "
Rashi on Deuteronomy 24:5:5,<b>לביתו.</b> זה ביתו <small>(ספרי שם)</small>:
Rashi on Deuteronomy 24:5:6,<b>יהיה.</b> לרבות את כרמו:
Rashi on Deuteronomy 24:5:7,"<b>ושמח.</b> ישמח את אשתו, ותרגומו וְיַחְדֵּי יָת אִתְּתֵהּ, והמתרגם וְיַחְדֵּי עם אתתיה, טועה הוא, שאין זה תרגום של וְשִׂמַּח אלא של וְשָׂמַח:"
Rashi on Deuteronomy 24:6:1,"<b>לא יחבול.</b> °אם בא למשכנו על חובו בב""ד, °לא ימשכננו בדברים שעושים בהן אוכל נפש <small>(בבא מציעא קיג:)</small>: "
