Chapter,Segment.,English,Hebrew
8,21,"For there are three mentalities, each one a barrier deployed against this desire. And from these three mentalities three types of compassion are generated. For there are three types of compassion, as alluded to by that which our Sages, of blessed memory, taught concerning the verse: “that you will not deal falsely with me, or my children, or my grandchildren” (Genesis 21:23)—thus is the extent of a father’s compassion for a child (Bereishit Rabbah 54:2 and Rashi on the verse). These allude to three types of compassion, which are generated from the three mentalities, because the mind of the son derives from the mind of the father (Tikkuney Zohar #18, p. 35a).","כִּי יֵשׁ שְׁלֹשָׁה מֹחִין, וְכָל אֶחָד וְאֶחָד הוּא בְּחִינַת מְחִצָּה פְּרוּסָה בִּפְנֵי זֹאת הַתַּאֲוָה; וּמֵאֵלּוּ הַשְּׁלֹשָׁה מֹחִין נִמְשָׁךְ שְׁלֹשָׁה מִינֵי רַחֲמָנוּת, כִּי יֵשׁ שְׁלֹשָׁה מִינֵי רַחֲמָנוּת, בִּבְחִינַת מַה שֶּׁאָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה עַל פָּסוּק (בראשית כא): אִם תִּשְׁקֹר לִי וּלְנִינִי וּלְנֶכְדִּי – עַד כָּאן רַחֲמֵי הָאָב עַל הַבֵּן (ב""ר וירא פ' נ""ד והובא בפירש""י שם), שֶׁהֵם בְּחִינַת שְׁלֹשָׁה מִינֵי רַחֲמָנוּת, וְהֵם נִמְשָׁכִין מִשְּׁלֹשָׁה מֹחִין, כִּי מֹחַ הַבֵּן – מִמֹּחַ הָאָב (תקון י""ח). "
8,22,"This is also the concept of the three daily prayers. Each of the prayers corresponds to a specific one of the three mentalities. These are the three types of compassion that are dependent upon the mind, because, as mentioned above, the essence of prayer is compassion and entreaty. Therefore, when <i>daat</i> becomes flawed, God forbid, it brings to immoral desire, God forbid.","וְזֶה בְּחִינַת שָׁלֹשׁ תְּפִלּוֹת בַּיּוֹם, כִּי כָל תְּפִלָּה וּתְפִלָּה הוּא בְּחִינַת מֹחַ מְיֻחָד מֵאֵלּוּ הַשְּׁלֹשָׁה מֹחִין, שֶׁהֵם בְּחִינַת שְׁלֹשָׁה מִינֵי רַחֲמָנוּת הַתְּלוּיִים בַּמֹּחַ, כִּי עִקָּר הַתְּפִלָּה הִיא רַחֲמִים וְתַחֲנוּנִים כַּנַּ""ל. וְעַל־כֵּן כְּשֶׁהַדַּעַת נִפְגָּם, חַס וְשָׁלוֹם, כַּנַּ""ל, מִזֶּה בָּא, חַס וְשָׁלוֹם, תַּאֲוַת נִאוּף כַּנַּ""ל. "
8,23,"And when compassion and <i>daat</i> are flawed, offering prayers in the form of compassion and entreaty is impossible. At such a time, prayer is in the category of judgment.And when prayer is in the category of judgment, the Other Side swallows it, God forbid. This is because the Other Side primarily feeds on strict judgments, i.e., the constricted mentalities, which correspond to <i>Elohim,</i> as is known. Therefore, they grab hold of this prayer in the category of judgment and swallow it, God forbid.","וַאֲזַי כְּשֶׁנִּפְגָּם הָרַחֲמָנוּת וְהַדַּעַת, אֲזַי אִי אֶפְשָׁר לְהִתְפַּלֵּל בִּבְחִינַת רַחֲמִים וְתַחֲנוּנִים, וְאָז הַתְּפִלָּה בִּבְחִינַת דִּין, וּכְשֶׁהַתְּפִלָּה בִּבְחִינַת דִּין, אָז הַסִּטְרָא־אָחֳרָא בּוֹלַעַת אֶת הַתְּפִלָּה, חַס וְשָׁלוֹם, כִּי עִקָּר יְנִיקַת הַסִּטְרָא־אָחֳרָא הִיא מִבְּחִינַת דִּינִים, שֶׁהֵם מֹחִין דְּקַטְנוּת, בְּחִינַת אֱלֹקִים, כַּיָּדוּעַ, וְעַל־כֵּן הֵם נֶאֱחָזִין, חַס וְשָׁלוֹם, בִּתְפִלָּה זוֹ שֶׁהִיא בְּחִינַת דִּין, וּבוֹלְעִין אוֹתָהּ, חַס וְשָׁלוֹם: "
8,24,"<b>3.</b> And then, when prayer is in the category of judgment, a master of great strength who can pray a judgment-prayer is needed; someone like Pinchas when he acted zealously in the Zimri affair, as it is written (Psalms 106:30), “Pinchas stood up <i>vayePhaLeL</i> (and disputed),” and our Sages, of blessed memory, expounded: He engaged in <i>P’LiLot</i> (judicial dispute) with his Creator (Sanhedrin 44a)—i.e., a judgment-prayer.","<b>ג</b> וְאָז כְּשֶׁהַתְּפִלָּה בִּבְחִינַת דִּין, אָז צְרִיכִין בַּעַל כֹּחַ גָּדוֹל, שֶׁיּוּכַל לְהִתְפַּלֵּל תְּפִלָּה בִּבְחִינַת דִּין. כְּמוֹ פִּינְחָס בְּעֵת שֶׁקִּנֵּא עַל מַעֲשֵׂה זִמְרִי, כְּמוֹ שֶׁכָּתוּב (תהלים קו): וַיַעֲמֹד פִּנְחָס וַיְפַלֵּל; וְדָרְשׁוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (סנהדרין מד): שֶׁעָשָׂה פְּלִילוֹת עִם קוֹנוֹ; הַיְנוּ תְּפִלָּה בִּבְחִינַת דִּין, "
8,25,"[Pinchas] acted zealously in the Zimri affair, which is the concept of “For that is licentiousness; that is a sin for <i>p’lilim</i> (judicial sentencing)” (Job 31:11). In other words, it is a sin that necessitates a judgment-prayer, namely, <i>P’LiLim,</i> the concept of “Pinchas stood <i>vayePhaLeL</i>.” Wherever there is the flaw of immoral desire, God forbid, so that prayer is in the category of judgment and the Other Side swallows it, God forbid, a master of great strength is needed to pray a judgment-prayer, as at the time of the Zimri affair, when Pinchas was obliged to offer a judgment-prayer.","כִּי קִנֵּא עַל מַעֲשֵׂה זִמְרִי, שֶׁהוּא בְּחִינַת (איוב לא): כִּי הִיא זִמָּה וְהוּא עָוֹן פְּלִילִים; הַיְנוּ שֶׁהוּא עָווֹן שֶׁצְּרִיכִין לָזֶה תְּפִלָּה בִּבְחִינַת דִּין, שֶׁהוּא בְּחִינַת פְּלִילִים, בְּחִינַת: וַיַעֲמֹד פִּנְחָס וַיְפַלֵּל. כִּי כְּשֶׁיֵּשׁ פְּגַם תַּאֲוַת נִאוּף, חַס וְשָׁלוֹם, שֶׁאָז הַתְּפִלָּה בִּבְחִינַת דִּין, וְהַסִּטְרָא־אָחֳרָא בּוֹלַעֲת אוֹתָה, חַס וְשָׁלוֹם, אָז צְרִיכִין בַּעַל כֹּחַ גָּדוֹל, שֶׁיִּתְפַּלֵּל תְּפִלָּה בִּבְחִינַת דִּין, כְּמוֹ בְּעֵת שֶׁהָיָה מַעֲשֵׂה זִמְרִי, שֶׁהֻצְרַךְ פִּינְחָס לְהִתְפַּלֵּל תְּפִלָּה בִּבְחִינַת דִּין. "
8,26,"When this master of strength offers a judgment-prayer, the Other Side attempts to swallow it, because it always swallows the prayers in the category of judgment. But when it attempts to swallow the master of strength’s judgment-prayer, this prayer sticks in its throat, as in “Strength resides in its neck” (Job 41:14). In other words, the aforementioned prayer of the master of strength, which is the concept of a “staff of strength,” sticks “in its neck,” the throat, forcing it to vomit. The Other Side is compelled to vomit out all the holy elements of the <i>daat</i>, compassion and prayers which it swallowed, as in “He swallowed wealth and vomits it out” (ibid. 20:15).","כִּי כְּשֶׁזֶּה הַבַּעַל־כֹּחַ מִתְפַּלֵּל תְּפִלָּה בִּבְחִינַת דִּין, וַאֲזַי הַסִּטְרָא־אָחֳרָא רוֹצֶה לִבְלֹעַ אוֹתָהּ, כִּי הִיא בּוֹלַעַת תָּמִיד הַתְּפִלּוֹת שֶׁהֵם בִּבְחִינַת דִּין כַּנַּ""ל. וַאֲזַי כְּשֶׁהִיא רוֹצָה לִבְלֹעַ זֹאת הַתְּפִלָּה שֶׁל הַבַּעַל־כֹּחַ שֶׁהִיא בִּבְחִינַת דִּין, אֲזַי זֹאת הַתְּפִלָּה הִיא עוֹמֶדֶת בְּבֵית הַבְּלִיעָה שֶׁלּוֹ, בִּבְחִינַת (שם מא): בְּצַוָּארוֹ יָלִין עֹז; הַיְנוּ הַתְּפִלָּה שֶׁל הַבַּעַל־כֹּחַ הַנַּ""ל, שֶׁהוּא בְּחִינַת מַטֵּה עֹז, הִיא עוֹמֶדֶת לוֹ בְּצַוָּארוֹ, בְּבֵית הַבְּלִיעָה שֶׁלּוֹ, וַאֲזַי הוּא מֻכְרָח לִתֵּן הֲקָאוֹת, הַיְנוּ שֶׁהַסִּטְרָא־אָחֳרָא מֻכְרָח לְהָקִיא וּלְהוֹצִיא כָּל הַקְּדֻשּׁוֹת שֶׁל הַדַּעַת וְהָרַחֲמָנוּת וְהַתְּפִלּוֹת שֶׁבָּלַע, בִּבְחִינַת (שם כ): חַיִל בָּלַע וַיְקִאֶנּוּ. "
8,27,"And not only does it vomit out all the holiness which it swallowed, but it is also compelled to vomit out its very life-essence. This is as in “God flushes it out of his innards” (ibid.)—i.e., it vomits out its very life-essence. This corresponds to those who convert. They were previously part of the very substance of the Other Side. But now they revert to holiness, because the Other Side is compelled to vomit out its very life-essence. This is the concept of converts.","וְלֹא דַּי שֶׁהוּא מֵקִיא וּמוֹצִיא כָּל הַקְּדֻשָּׁה שֶׁבָּלַע, אַף גַּם הוּא מֻכְרָח לְהָקִיא וּלְהוֹצִיא עַצְמוּת הַחִיּוּת שֶׁלּוֹ מַמָּשׁ, בִּבְחִינַת: מִבִּטְנוֹ יוֹרִישֶׁנּוּ אֵל; הַיְנוּ שֶׁמּוֹצִיא וּמֵקִיא עַצְמוּת חִיּוּתוֹ מַמָּשׁ. וְזֶהוּ בְּחִינַת גֵּרִים שֶׁמִּתְגַּיְּרִין, שֶׁהֵם הָיוּ תְּחִלָּה מֵעַצְמוּת הַסִּטְרָא־אָחֳרָא מַמָּשׁ, וְעַכְשָׁו חוֹזְרִין אֶל הַקְּדֻשָּׁה. כִּי הַסִּטְרָא־אָחֳרָא מֻכְרָח לְהָקִיא וּלְהוֹצִיא עֶצֶם חִיּוּתוֹ מַמָּשׁ, שֶׁזֶּהוּ בְּחִינַת גֵּרִים כַּנַּ""ל. "
8,28,"And this is the concept of “God will send forth from Zion the staff of your strength; <i>R’Dei</i> (rule) within your enemies” (Psalms 110:2). Specifically “within,” corresponding to “God flushes it out of his innards.” The staff of strength, i.e., the aforementioned prayer of the master of strength, literally <i>yoReDet</i> (descends) within it and causes it to vomit out its very life-essence from within its innards, the concept of “God flushes it out of his innards.”","וְזֶהוּ בְּחִינַת (תהלים קי): מַטֵּה עֻזְּךָ יִשְׁלַח ה' מִצִּיּוֹן רְדֵה בְּקֶרֶב אֹיְבֶיךָ. בְּקֶרֶב דַּיְקָא, בְּחִינַת: מִבִּטְנוֹ יוֹרִישֶׁנּוּ אֵל, כִּי מַטֵּה עֹז, הַיְנוּ הַתְּפִלָּה שֶׁל הַבַּעַל־כֹּחַ הַנַּ""ל, הִיא יוֹרֶדֶת בְּקִרְבּוֹ מַמָּשׁ, כִּי עַל־יָדָהּ הוּא מוֹצִיא וּמֵקִיא עַצְמוּת חִיּוּתוֹ מַמָּשׁ, מִקִּרְבּוֹ וּמִבִּטְנוֹ, בְּחִינַת: מִבִּטְנוֹ יוֹרִישֶׁנּוּ אֵל, כַּנַּ""ל. "
8,29,"This is also the concept of “With Your might You drove back the sea; You smashed the heads of the sea-serpents upon the water” (Psalms 74:13). By means of the aforementioned staff of strength he smashes “the heads of the sea-serpents upon the water.” This refers to the Other Side, the Serpent, which would feed on the compassion and <i>daat</i>, the concept of “as water covers the seabed,” and “Now the Serpent was cunning,” as mentioned above. By means of the aforementioned staff of strength—i.e., the prayer of the master of strength, the concept of Pinchas—he extracts the holy elements of the <i>daat</i> and the prayers which [the Other Side] swallowed, and he smashes “the heads of the sea-serpents upon the water.” For the master of strength’s prayer—which is a judgment-prayer, as in “Pinchas stood <i>vayephalel</i>”—sticks in the Serpent’s throat and compels it to vomit out everything.","וְזֶה בְּחִינַת (שם עד): אַתָּה פוֹרַרְתָּ בְעָזְּךָ יָם, שִׁבַּרְתָּ רָאשֵׁי תַנִּינִים עַל הַמָּיִם; כִּי עַל־יְדֵי מַטֵּה עֹז הַנַּ""ל, הוּא מְשַׁבֵּר רָאשֵׁי תַנִּינִים עַל הַמָּיִם. הַיְנוּ הַסִּטְרָא־אָחֳרָא וְהַנָּחָשׁ, שֶׁהָיְתָה יוֹנֶקֶת מִן הָרַחֲמָנוּת וְהַדַּעַת, שֶׁהִיא בְּחִינַת: כַּמַּיִם לַיָּם מְכַסִּים, בְּחִינַת: וְהַנָּחָשׁ הָיָה עָרוּם, כַּנַּ""ל. וְעַל־יְדֵי מַטֵּה עֹז הַנַּ""ל, הַיְנוּ הַתְּפִלָּה שֶׁל הַבַּעַל־כֹּחַ, בְּחִינַת פִּינְחָס, עַל־יְדֵי־זֶה הוּא מוֹצִיא קְדֻשַּׁת הַדַּעַת וְהַתְּפִלּוֹת שֶׁבָּלַע, וּמְשַׁבֵּר רָאשֵׁי תַנִּינִים עַל הַמָּיִם כַּנַּ""ל. כִּי הַתְּפִלָּה שֶׁל הַבַּעַל־כֹּחַ, שֶׁהִיא בִּבְחִינַת דִּין, בְּחִינַת: וַיַּעֲמֹד פִּינְחָס וַיְפַלֵּל – הִיא עוֹמֶדֶת בְּבֵית הַבְּלִיעָה שֶׁל הַנָּחָשׁ, וְעַל־יְדֵי־זֶה הוּא מֻכְרָח לְהָקִיא וּלְהוֹצִיא הַכֹּל כַּנַּ""ל. "
8,30,"Thus the letters that spell <i>VaYePhaLeL</i> are an acronym for <i>V’hashlekh Lifnei Pharoh Yehi L’tanin</i> (“and fling it down in front of Pharaoh; it will be a sea-serpent”) (Exodus 7:9). It is necessary to fling down the staff of strength, i.e., the aforementioned prayer, for the sea-serpent, as in “and fling it down in front of Pharaoh; it will be a sea-serpent.” One should intentionally fling down the staff of strength in front of the Other Side in order that it will be for the sea-serpent—i.e., in order that the sea-serpent should swallow this prayer. Through this, one extracts from it all the holy elements it swallowed, because [the staff/prayer] sticks in its throat, as mentioned above.","וְזֶהוּ צֵרוּף וַיְפַלֵּל – רָאשֵׁי־תֵבוֹת: וְהַשְׁלֵךְ לִפְנֵי פַּרְעֹה יְהִי לְתַנִין (שמות ז). כִּי צְרִיכִין לְהַשְׁלִיךְ מַטֵּה עֹז, שֶׁהִיא בְּחִינַת הַתְּפִלָּה הַנַּ""ל, לְהַתַּנִּין, בִּבְחִינַת: וְהַשְׁלֵךְ לִפְנֵי פַּרְעֹה יְהִי לְתַנִּין. שֶׁמַּשְׁלִיכִין בְּכַוָּנָה הַמַּטֵּה עֹז לִפְנֵי הַסִּטְרָא־אָחֳרָא, כְּדֵי שֶׁיִּהְיֶה לְהַתַּנִּין, הַיְנוּ כְּדֵי שֶׁיִּבְלַע הַתַּנִּין אֶת הַתְּפִלָּה הַזֹּאת. כִּי עַל־יְדֵי־זֶה מוֹצִיאִין מִמֶּנּוּ כָּל הַקְּדֻשּׁוֹת שֶׁבָּלַע, כִּי הִיא עוֹמֶדֶת בְּבֵית הַבְּלִיעָה שֶׁלּוֹ כַּנַּ""ל: "
8,31,"This is also “Then Yitro heard”—What news did he hear on account of which he came? The splitting of the Red Sea and the war with Amalek (Zevachim 116a). Amalek had defiled Israel through the flaw of immoral desire, as it is written (Deuteronomy 25:18), “that he polluted you on the way.” This refers to nocturnal emissions, God forbid, which are brought about by the concept of Amalek. For Amalek feeds on <i>daat,</i> as in “Head among the nations is Amalek” (Numbers 24:20), which corresponds to “Now the Serpent was cunning.” It is this that leads to the defilement associated with this desire, God forbid, as mentioned above—i.e., “the war with Amalek.”","וְזֶה בְּחִינַת: וַיִּשְׁמַע יִתְרוֹ – מַה שְּׁמוּעָה שָׁמַע וּבָא, קְרִיעַת יַם־סוּף וּמִלְחֶמֶת עֲמָלֵק (זבחים קטז). כִּי עֲמָלֵק טִמֵּא אֶת יִשְׂרָאֵל בִּפְגַם תַּאֲוַת נִאוּף, כְּמוֹ שֶׁכָּתוּב (דברים כה): אֲשֶׁר קָרְךָ בַּדֶּרֶךְ, בְּחִינַת מִקְרֵה־לַיְלָה, חַס וְשָׁלוֹם, שֶׁבָּא עַל־יְדֵי בְּחִינַת עֲמָלֵק. כִּי עֲמָלֵק יוֹנֵק מִבְּחִינַת הַדַּעַת, בִּבְחִינַת (במדבר כד): רֵאשִׁית גּוֹיִם עֲמָלֵק, שֶׁזֶּה בְּחִינַת: וְהַנָּחָשׁ הָיָה עָרוּם כַּנַּ""ל, שֶׁעַל־יְדֵי־זֶה בָּא, חַס וְשָׁלוֹם, טֻמְאַת הַתַּאֲוָה הַזֹּאת כַּנַּ""ל, וְזֶה בְּחִינַת מִלְחֶמֶת עֲמָלֵק. "
