Index Title,Rashash on Pesachim
Rashash on Pesachim 77b:2,"<b>רש""י ד""ה כמדת ר""א. שהיה אומר בזבחים כו'. </b>נראה כוונתו בקרבנות הנזבחים והמציין השתבש בזה:"
Rashash on Pesachim 77b:3,"<b>רש""י ד""ה אלא ל""ק. ור""י לכתחלה תרתי בעי ואי אייתוה מתכשר בדיעבד. </b>ונ""ל דזהו לפי התירוץ דהשתא אבל למסקנא דכאן ביחיד כו' הטעם דאם זרק הורצה אי משום דאיתיה בעיניה כפירש""י בסוף הסוגיא או כפי' התוס' שם דציץ מרצה על האוכלין וביצא משום דזריקה מועלת ליוצא כמש""כ התוס' לעיל (לד ב) אבל באבוד ושרוף אף בדיעבד לא הורצה כמבואר בסוף שמעתין דס""ל לר' יהושע דאף בדיעבד אם אין בשר אין דם ור' יוסי הוא דס""ל דבדיעבד אף אם אין בשר יש דם. ולפ""ז א""ש הא דנטמאו שיריה נשרפו אבדו כמדת ר' יהושע פסולה דפסולה תני משום שרוף ואבוד ונטמאו תני משום לכתחלה דלר""א כשרה ולר' יהושע אסור לכתחלה ולפי' התוס' דהורצה מטעם דציץ מרצה על האוכלין א""ש טפי דא""ל דקאי פסולה אף אנטמאו וכמדת ר' יהושע דבעי תרתי לעיכובא ולא כמדתו לגמרי דאלו הוא סבר הציץ מרצה על האוכלין והאי תנא סבר דא""מ דהא אשכחן ר' יוסי סובר כן וא""ל דהאי תנא ס""ל כוותי' בהא או ר' יוסי גופיה קאמר לה אף דלדידיה כשר מטעם דיש דם אף שאין בשר בדיעבד מ""מ יוכל לומר כמדת ר' יהושע דגם בדיעבד פסול אם אין בשר אף בנטמא פסולה ובזה לא נצטרך לדברי המהרש""א דלא חש לקושיית פסולה דיעבד משמע:"
Rashash on Pesachim 77b:4,"<b>[תוס' ד""ה שאין. כי היכי דלית בה מעילה אחר שנזרק הדם כו'. </b>בתשובת רע""א סי' קפ""ט בסופו הניח דבריהם בצ""ע דהא מפורש במעילה שם דמועלין בה עד שתצא לבה""ד ולענ""ד נ""פ דכוונתם על עורה דתנן שם דאין מועלין בו אחר זריקת הדם ומשמע אף קודם הקטרת הבשר וכן בחטאת משמע שם דכיון דנזרק דמה יצא הבשר מידי מעילה אף קודם הקטרת האמורין. אע""ג דעדיין לא הותר לכהנים עד אחר הקטרתן אפי' למ""ד שם היתר אכילה שנינו וכ""מ שם ספ""א. ולכן ק""ל לר""י איך יליף דם מאימורין נימא דיו לבא מן הדין להיות כנדון] :"
Rashash on Pesachim 77b:5,"<b>תוס' ד""ה אלא כו'. תימה כו'. </b>בכ""ד תירצו על תימה כזו דסמך אועוד ומהם (בב""מ ר""ד ו) ועי' בדף הסמוך במהרש""א בפירוש רש""י:"
Rashash on Pesachim 78a:1,"<b>גמרא ודברי ר' יהושע במנחות שהיה אומר אם אין שם קומץ אין שיריים אם אין שיריים אין קומץ. </b>כצ""ל כדלעיל:"
Rashash on Pesachim 78a:2,"<b>רש""י ד""ה בשלמא זבחים. איכא עולין כו' ואיכא תרתי. </b>מלשון הגמרא איכא דם משמע דסובר דלרבי יוסי א""מ על העולין וכרי""ה לעיל. [נשמט בהשקלי וטריא וקומץ ובזיכין במקום דם הקרבנות קאי כמבואר בכ""ד. וכ""מ מפירש""י לעיל ד""ה עומר ושתי הלחם דליכא עולין ועי' במנחות (יב ב) וברש""י שם ד""ה הנך דגואי אבל מדברי התוס' שם (טו) ד""ה והא עולין לא משמע כן וצ""ע גם מש""כ שם לחלק בין יחיד לצבור קשה דמדקאמר הש""ס לעיל אלמא קסבר ר""י אין הציץ מרצה על העולין ולא על האוכלין ומשמע דר""ל וא""כ ע""כ מתני' דלא כוותיה אלמא דאף בצבור הוה ס""ד דאין מרצה על העולין ובמסקנא דמחלק בין יחיד לצבור היינו דבצבור ס""ל דמרצה אף על האוכלין כמש""כ התוס' כאן] :"
Rashash on Pesachim 78a:3,"<b>תוס' ד""ה הא ל""ק. ופסולה דקתני היינו לכתחלה. </b>וזה דוחק. ולע""ד י""ל דמיירי במזיד וכדלעיל (טז ב) דם שנטמא כו' במזיד לא הורצה:"
Rashash on Pesachim 78a:4,"<b>תוס' ד""ה מכלל. תימה כו'. </b>עי' צל""ח שישב דהסוגיא אזלא אליבא דרב יוסף (במנחות מו ב) דס""ל דשתה""ל הבאות בפ""ע מתחלתן לשריפה הם באים. וא""כ אין נקראים אכילות. ולכאורה לפ""ז מאי קמתקיף רב מרי לקמן. וי""ל דודאי רב מרי דמוקי למתניתין בבאות בפ""ע ע""כ ס""ל דלאכילה הם באות מדקתני ואין נאכלים. אבל השתא ע""כ ס""ד דמיירי בבאים עם הזבח וא""כ שפיר י""ל דסבר כרב יוסף. [אבל עיקר דברי הצל""ח מופרכין. דמכל מקום נפקא מינה להבאים עם הזבח ולענין תנופה כמש""כ התוס' לעיל] :"
Rashash on Pesachim 78b:1,"<b>רש""י ד""ה פסח עצמו כשר. לזרוק דמו. </b>לכאורה ה""נ להגיה זריקת דמו. ואולי היה גירסתו בגמרא שחטו לאוכליו לזרוק דמו שלל""א כאשר הביאו גי' זאת התוספות לעיל (ס""א בד""ה שחטו):"
Rashash on Pesachim 78b:2,"<b>תוס' ד""ה ולר""נ </b>(בסופו). דיוצאין בפסח אחד. כצ""ל:"
Rashash on Pesachim 79a:1,"<b>תוס' ד""ה או. אע""פ כו'. </b>עי' בגה""ש ולעד""נ דכוונת התוס' איננה לקושיא רק דינא אשמעינן דא""צ ליזהר מליגע בבשר וגם לשון הגה""ש במש""כ הזריקה מתעבדת בטוה""ג דבכרת אינו מדוייק דטמא ששמש איננו בכרת אלא במיתה ביד""ש. ומאי דאמרי' בגמרא כי מיתעביד בטוה""ג דבכרת כו' היינו משום הכניסה בעזרה בטומאה שהיא בכרת וכ""מ בתד""ה בטומאת. וק""ל מכאן על הרמב""ם בפ""ג מהל' ביהמ""ק הט""ו דהנוגע בכלים שנגעו באדם שנגע במת פטור על ביהמ""ק. ונ""ל דגירסתו היה בכאן שנטמא הסכין טמא מת ור""ל שנטמא במת עצמו (ועי' ברא""ש פ""ק דאהלות מ""ב שהביא ירושלמי דפ""ק דמכילתין אית תנויי תני טמא מת וא""ת תני בטמא מת כו' ע""ש) ול""ג ג""כ דרחמנא אמר בחלל חרב כו' (ועי' בר""ש שם שמחק בג' מקומות בש""ס חרב ה""ה כחלל) וכ""מ מל' הרמב""ם רפ""ז מהל' ק""פ ובפ""ד מהל' ביהמ""ק הי""ב ע""ש. ולדעת הראב""ד דא""ח על ביהמ""ק אלא הראשון שנגע במת עצמו צ""ל דאתיא הכא אליבא דר""מ כמ""ש הר""ש שם בסופו אבל לפ""ז יקשה מדוע שתיק להרמב""ם בהעתקתו דכ""ש טמאין דזה דלא כהלכתא:"
Rashash on Pesachim 79b:1,"<b>גמרא איידי דתנא רישא רובו ת""נ סיפא מיעוטו. </b>כה""ג (בברכות נג בערובין טז):"
Rashash on Pesachim 80a:1,"<b>תוס' ד""ה משלחין. אדרבה ישלחו א' מהטמאים כו'. </b>עיין בגה""ש שהניח דבריהם בצ""ע וכבר קדמו בזה הצל""ח ול""נ דסברת התוס' כיון דיש דרך רחוקה לטמא בכה""ג כדמסקי (עיין רש""א) א""כ שפיר קרינן בהו איש כי יהיה טמא כו' כיון דהמשתלח אינו נדחה מפני הטומאה והא דאין צבור עושין פ""ש היינו היכא שנדחו כולן מפני טומאה דלא קרינן בהו איש כי יהיה טמא ודע דק""ל מדוע הצריך עולא לשלחו לד""ר דהוא ט""ו מיל לדעתו (לקמן צג ב) ולכן פריך ליה ר""נ מאן ציית כו' הלא (לקמן צד ב) ארי""צ בר""י בטמאין הלך אחרי רוב העומדין בעזרה ואף שזהו לדעת ר""א שם הרי הרמב""ם פסק ג""כ בפ""ז מהל' ק""פ שמשערין בכל הנכנסין לעזרה ועד שהם מבחוץ קודם שתכנס כת ראשונה כו' ע""ש דמשמע שאין מעמידים למנין רק אותן שעומדין לפנינו ועוד דהכי עדיף טפי שגם הוא יוכל לעשות בראשון עיין בצל""ח שם וי""ל:"
Rashash on Pesachim 80a:2,"<b>תוס' ד""ה לימא. משמע דהאיש לבדו טמא והצבור טהורין. </b>לפ""ד נ""ל פשוט דאם היה רוב צבור טמאין וא' היה בד""ר דעושה אה""ש דהרי שפיר קרינן ביה איש כי יהיה כו' או בד""ר והצבור אינם בד""ר ומאי דקאמר ר""ה א""ת לפסח הבא בטומאה היינו בגוונא דאיירי בה במיעוטן זבים ולפ""ז עולא דלעיל דאמר משלחין כו' ויעשה הפסח בטומאה וקאמרה הגמרא אליביה אפשר דעביד בשני ל""פ על ר""ה וזה דלא כהצל""ח שהניח בקושיא על הרמב""ם דפסיק כר""ה הלא עולא וראב""א קיימי בחדא שיטתא וה""ל ר""ה יחיד נגד רבים ונכון בס""ד. [אחר כתבי זה ראיתי בהגהות הב""ח שירד קצת לזה] :"
Rashash on Pesachim 80b:1,"<b>תוס' ד""ה בראשון. </b>עיין כה""ד נ""ל דסובר הר""י דטעמא דשמואל הוא דכיון דזבים לא עבדי לכן הוי המיעוט דט""מ במקום כל ישראל ועבדי בטומאה ה""נ כיון דזבים ל""ע הוויין הנשארים במקום כל ישראל וה""ל פלגא ופלגא והללו עושין לעצמן כו' ודברי מהרש""א בזה מגומגמין:"
Rashash on Pesachim 80b:2,"<b>ד""ה נטמא. בטומאת ספק. </b>וכן לקמן בגמ' ד""ה בקרבנותיהן וד""ה אלא במת קרי לטומאת התהום טומאת ספק ועמש""כ (בסוטה כח) בתד""ה אינו דין:"
Rashash on Pesachim 80b:3,"<b>תוס' ד""ה נזרק. וכמ""ד הציץ מרצה על אכילות. </b>ובתוי""ט ואפי' לר""י כו' בדבר הנאכל כו' הנ""מ לכתחלה כו'. לשונו אינו מדוייק דלכתחלה אפי' טומאת דם נמי לא והכי הל""ל דלר""י הציץ מרצה על האוכלין ג""כ רק דלכתחלה לא. ל""ש טומאת דם ול""ש ט""א עיין בסוגיא (בדף עז ועח) היטב ובמש""כ שם בס""ד:"
Rashash on Pesachim 80b:4,"<b>בא""ד וע""כ הא דלא מרצי היינו מדרבנן כו'. </b>וכתב הרש""א וה""ה כו' התם מדאורייתא כו' נראה דאשתמיטתיה דברי התוס' (ביבמות צ) ד""ה והא (במנחות כה ב) ד""ה ור""ש ע""ש ומש""כ לקמן בד""ה ונראה לריב""א ק""ק כו' לכאורה יקשה זה ג""כ על הסוגיא דמנחות שם דמקשה ב' הברייתות אהדדי וי""ל דשם אזלא אליבא דר""ח ביבמות שם דס""ל ב""ד מתנין לעקור דבר מה""ת אפי' בקום ועשה:"
Rashash on Pesachim 81a:1,"<b>גמרא וא""ל ר' יוחנן. </b>מש""כ הגרי""פ דל""נ סתם ריו""ח בברייתא נעלם מכ""ת תוס' (בכתובות ח) סד""ה רב ע""ש:"
Rashash on Pesachim 81a:2,"<b>רש""י ד""ה בשני. ותראה גם מחר כו'. </b>לכאורה לריו""ח בשלהי נדה אף אם היא שומרת יום מחמת ראיית עשירי דודאי לא תהיה זבה גמורה מ""מ אם ראתה בו מטמאה למפרע וגם ר""ל שם מודה בראתה בט' ואח""כ ראתה ביו""ד מטמאה למפרע אף אם לא ראתה אח""כ ביום י""א ראיה ג' ודו""ק:"
Rashash on Pesachim 81a:3,"<b>רש""י ד""ה בעל שתי ראיות. דכיון דיצא כו' לשעה שהיא ראויה לקרבן. </b>נראה דל""ד קאמר (עיין לעיל ג' בדבריו ד""ה ותשובת ב""ש) דפשוט דאפי' ראה בליל ח' שוב א""מ למפרע:"
Rashash on Pesachim 81a:4,"<b>[רש""י ד""ה אבל הרואה. לא ידענו כו'. </b>זה נשמט מגה""ש בברכות כ""ה ב' מציוניו] :"
Rashash on Pesachim 81a:5,"<b>רש""י ד""ה יומו נמי לא ליסתור. ויטבול ויטהר לערב. </b>כצ""ל:"
Rashash on Pesachim 81b:1,"<b>גמרא אלא א""ר יליף מועדו כו'. </b>עיין צל""ח שהעלה דכיון דילפינן מגז""ש זה דברים הכתובים ילפינן ג""כ דברים שהן מהלכה ועיין (במכות יא) דפליגי בכה""ג ר""י ור""מ בלימוד דהיקש ע""ש וד""ז נעלם מהמחבר נחל איתן בפ""א מהל' תפילין ומזוזה:"
Rashash on Pesachim 81b:2,"<b>תוד""ה אלא. דאם נזרק כו' אפי' בטומאה ידועה כו'. </b>נלע""ד כוונתם דלל""ק דמר בר ר""א הוי שעת ידיעה כשעת טומאה ר""ל דמשעה שנודעה טומאתו הוה כאלו נטמא אז בטומאה ידועה ולל""ב הוה טהור אף להבא לכן כתבו דאם נזרק כו' אפי' בטומאה ידועה א""ס וא""כ אפי' לל""ק לא יסתור וזה א""ל דנ""מ לזרוק הדם אחר שנודע דלל""ק דהוי כאלו נטמא עתה לטומאה ודאית אינו זורק ולל""ב יזרוק לזה כתבו וריצוי דטהת""ה היינו שאינו סותר כו' וכיון דממ""נ א""ס ודאי אף לל""ב א""י לזרוק. והרש""א וגה""ש לא הבינו כן. ובעיני הדברים ברורים כמש""כ:"
Rashash on Pesachim 81b:3,"<b>בא""ד ואע""ג דגילוח הוי אח""ז כדתנן כו'. </b>לכאורה מזה א""מ אלא שצריך לגלח אחר שחיטת הזבח ומנ""ל דלאחר זריקה דוקא ובאמת (בנזיר כח) איתא במשנה נזרק עליה אחד מהד' כו' רבי אומר כו' אי אפשי באשה מגולחת ובגמ' שם מתניתין דלא כר""א כו' מוכח מכ""ז דתגלחת הוה אחר זריקה ולפי הוכחת התוס' מוכח דאם גלח קודם זריקה אף בדיעבד פסול ודברי המהרש""א במש""כ אף דתגלחת מעכבת מ""מ להיות דוקא אחר זריקה א""מ כו' תמוהין וכוונת התוס' דהכא אתיא אליבא דרבנן דוקא:"
