Lekach Tov,Perek+Pasuk
@55פס'. @11כי כל הנפש אשר לא תעונה. @22זה עונש עינוי:,23:29
@55פס'. @11וכל הנפש אשר תעשה כל מלאכה והאבדתי. @22זה עונש מלאכה. למדנו אזהרה ועונש למלאכה. ואזהרה ועונש לענוי. הרי זו עונש. והאבדתי את הנפש ההיא מקרב עמה. למדנו לכרת בכל מקום שאינו אלא אבדן:,23:30
@55פס'. @11כל מלאכה לא תעשו חקת עולם לדורותיכם. @22מה בא ללמדנו אם לאזהרה למלאכה כבר נאמר וכל מלאכה לא תעשו. אלא ההוא נאמר בעצם היום. ופסוק זה נאמר על תוספת מלאכה. מלמד שהוזהרו ישראל על תוספת מלאכה מבערב ככל היום עצמו:,23:31
"@55פס'. @11שבת שבתון היא לכם. @22מלמד שאין הפרש בין יום הכפורים לשבת על מלאכת עבודה. שנאמר כאן שבת שבתון. ונאמר להלן שבת שבתון. ועניתם את נפשותיכם. זה ענוי חמישי שהרי חמשה ענוין כתובין בפרשת יום הכפורים. שנים בפרשה הזו, הנה בפרשת אחרי מות בעשור לחדש תענו את נפשותיכם ועניתם את נפשותיכם חקת עולם. ושלשה בפרשה זו ועניתם את נפשותיכם והקרבתם. כי כל הנפש אשר לא תעונה. ועניתם את נפשותיכם בתשעה לחדש בערב כנגד חמשה ענוין שאמרו רבותינו במשנתנו אסור באכילה ובשתיה וברחיצה ובסיכה ובנעילת הסנדל ובתשמיש המטה. ואם תאמר ששה הם. אכילה ושתיה אחד הם. (ד""א) @45(קנא)@46 ריש לקיש [אמר] מנין לשתיה שהיא בכלל אכילה שנאמר(דברים יד) ואכלת לפני ה' אלהיך וגו'. מעשר דגנך תירושך ויצהרך. תירוש חמרא הוא וקארי ליה ואכלת. מצאנו לאכילה ושתיה שאם חסרו נקראו ענוי שנאמר (שם ח) ויענך וירעיבך ויאכילך. וכתיב ברחיצה (משלי כה) מים קרים על נפש עיפה ולא כתיב בנפש אלא על נפש, מלמד שהנמנע מן הרחיצה נפשו עיפה. ובנעילת הסנדל שנאמר (ש""ב יז) כי אמרו העם רעב ועיף וצמא במדבר. ובדוד הוא אומר (שם טו) ודוד עולה במעלה הזתים עולה ובוכה וראש לו חפוי והוא הולך יחף (מנעיל הסנדלת) [מנעילת הסנדל] ונקרא ענוי ת""ל (מ""א ב) (יען) [וכי] אשר התענית בכל אשר התענה אבי רעב מלחם. וצמא ממים. ענוי מנעילת הסנדל. מניעת תשמיש המטה נקרא ענוי ואמור רבנן ויענונו זו פרישות דרך ארץ כמה שנאמר (שמת א) כל הבן הילוד היאורה תשליכוהו. ואע""פ שיש עוד ענויים במקרא כגון (תהלים קב) ענה בדרך כחי קצר ימי וכגון (שם קה) ענו בכבל רגלו. אין זה דרך יוה""כ להיות מהלך בדרך או להיות יושב בתוך הכבל. ולא ענויין שנוהגין בשאר תעניות. כמו שאמר דוד (שם לה) עניתי בצום נפשי ותפלתי על חיקי תשוב. הא אין לך למנות אלא ששה ענויים שבמשנתנו כגון חמשה ענויים שבתורה. בתשעה לחדש יכול יתחיל ויתענה מתשעה ת""ל בערב אי בערב יכול משחשכה ת""ל בתשעה. הא כיצד מתחיל ומתענה מבעוד יום שכן מוסיפין מחול על הקדש. לאחריו מנין ת""ל מערב עד ערב. למדנו על מקום שנאמר שביתה מוסיפין מחול על הקדש:",23:32
@55פס'. @11ויאמר ה' אל משה לאמר. דבר אל בני ישראל לאמר. בחמשה עשר יום לחדש הזה. @22הזכור למעלה זה תשרי שביעי לניסן. @45(קנב)@46 חג הסוכות. מה חג אסור בהנאה אף סוכה אסורה בהנאה מכאן אמרו עצי סוכה אסורין כל שבעה חג הסוכות שבעת ימים לה':,23:33
@55פס'. @11ביום הראשון מקרא קדש. @22קדשהו במאכל ובמשתה ובכסות נקיה:,23:35
@55פס'. @11שבעת ימים תקריבו אשה. @22כענין האמור בחומש הפקודים. ביום הראשון מקרא קדש. קדשהו כדרך שקידש יום ראשון במאכל ובמשתה ובכסות נקיה. כבן בעזרא אומר (נחמיה ח) אכלו משמנים ושתו ממתקים למדנו שאסור בתענית @45(קנג)@46 שהרי זה הפסוק על אחד בחדש השביעי נאמר ומכאן את למד לכל המועדים שאסורין בתענית:,23:36
@55פס'. @11והקרבתם אשה לה'. @22כענין האמור בחומש הפקודים:,23:26
"@55פס'. @11אלה מועדי ה'. @22מה בא ללמדנו. אם לימים טובים כבר אמורים למעלה, אשר תקראו אותם במועדם. אלא להביא ימי חול של המועדים שאסורים בעשיית מלאכה כגון מלאכה שיש בה טורח אבל מלאכת עבודה שאסורה ביום טוב מותרת. וצרכי הרבים מותרין במועד. כדתנן במועד קטן ועושין כל צרכי הרבים לאתויי מאי לאתויי חפירה. להקריב אשה לה' עולה ומנחה. @45(קנד)@46 מלמד שהעולה קודמת למנחה. זבח ונסכים דבר יום ביומו. שכל התדיר מחבירו קודם את חבירו:",23:37
@55פס'. @11מלבד שבתות ה'. @22 @45(קנה)@46 מלמד שמוספי שבת קריבים עם אימורי הרגל. ומלבד מתנותיכם ומלבד כל נדריכם. מלבד שכל קרבנות היחיד וקרבנות הצבור שהוקדשו ברגל שיבואו ברגל:,23:38
@55פס'. @11אך בחמשה עשר יום לחדש השביעי. @22אך ממעט. מה בא למעט. @45(קנו)@46 בית שמאי אומרים חגיגה שיהא אדם מביא חגיגתו במועד ולא ביום טוב. ומהו אך. ביום טוב אתה חוגג ואין אתה חוגג בשבת. באספכם את תבואת הארץ. באסיפת כל הפירות מדבר. מלמד שכל הפירות נקראין תבואת הארץ. תחוגו את חג ה' שבעת ימים. מלמד @45(קנז)@46 שיש לו (תשלומות) כל שבעה. מכאן אמרו מי שלא חג ביום טוב הראשון של חג חוגג את כל הרגל ויום טוב האחרון. ביום הראשון שבתון וביום השמיני שבתון. שבות בהם:,23:39
"@55פס'. @11ולקחתם לכם. רבי יוסי אומר נאמר כאן לקיחה ונאמר להלן (שמות יב) ולקחתם אגודת אזוב. מה להלן אגודה אף כאן אגודה. מלמד שהלולב צריך אגד. לכם. משלכם פרט לגזול. לכם. שתהא לקיחה ביד כל אחד ואחד אם רצה נותנו לחבירו וחבירו לחבירו ואפילו הן מאה, ומעשה ברבן גמליאל והזקנים שהיו באין בספינה ולא נמצא לולב אלא ביד רבן גמליאל בלבד שלקחו באלף זוז להודיעך חיבת הראשונים במצות וכו' במסכת סוכה, ביום. ולא בלילה. ביום הראשון. אפילו בשבת אלא גזירה שמא יעבירנו ארבע אמות ברשות הרבים ואינו ניטל בשבת בגבולין. פרי עין הדר. פרי שטעם עצו דומה לו. הדר באילנו שעומד משנה לחברתה זה אתרוג. כפות תמרים. זה לולב. וענף עץ עבות. זה הדס. @45(קנח)@46 וערבי נחל. (שיהו) דליות. ושמחתם לפני ה' אלהיכם שבעת ימים. משחרב בית המקדש התקין רבן יוחנן בן זכאי שיהא הלולב ניטל במדינה שבעה זכר למקדש. ר' תנחומא דרש. ולקחתם לכם. בשביל לזכות אתכם. פרי עץ. מה טיבן של ארבעת מינין הללו מהן עושין פירות ומהן אין עושין פירות. אמר הקב""ה יאגדו אלו עם אלו כדי שיזכו אלו עם אלו ואין שכינה מתעלה אלא כשישראל באגודה אחת שנאמר (עמוס ט) הבונה בשמים מעלותיו ואגודתו על ארץ יסדה אימתי הוא מתעלה בזמן שהן אגודה אחת. ולקחתם לכם ביום הראשון. לפי שמראש השנה ועד יום הכפורים כל העולם נידון וביום הכפורים נחתם דינם כיון שישראל יוצאין זכאין מנענעין לולביהן בחג הסוכות. לולב דומה לשדרו של אדם. הדס דומה לעין האדם. ערבה דומה לפה. ואתרוג דומה ללב, אלו ד' אברים שבאדם שאין בגוף גדול וחשוב מהן ואם תאמר הנח אמר עזרא (נחמיה ח) צאו ההר והביאו [עלי זית ועלי] עץ וגו'. ענף עץ עבות. שהוא הדס כך פירשו רבותינו ז""ל הדס שוטה לסוכה ועץ עבות ללולב.",23:40
"@55פס'. @11וחגותם אותו חג לה'. @22מלמד שאינו טעון חגיגה אלא יום אחד, שבעת ימים בשנה. לתשלומין שאם לא הביא חגיגתו ביום הראשון מביא כל שבעת הימים. חקת עולם @45(קנט)@46 לדורותיכם. לבית העולם. בחדש השביעי תחוגו אותו. להביא יום טוב האחרון לתשלומין:",23:41
"@55פס'. @11@45(קס)@46 בסכות תשבו. @22מכאן אמרו בסוכות ולא בסוכה שתחת הבית ולא בסוכה שתחת האילן ולא בסוכה שעל גבי סוכה. תשבו. אין תשבו אלא כעין תדורו. מכאן אמרו אוכל ושותה בסוכה וישן בסוכה ומטייל בסוכה ומעלה כלים נאים בסוכה @45(קסא)@46 וקורא בסוכה. שבעת ימים. נאמר כאן שבעת ימים ונאמר במלואים (ויקרא ח) ופתח אהל מועד תשבו יומם ולילה שבעת ימים. מה להלן עשה לילות כימים אף כאן עשה לילות כימים. @45(קסב)@46 מכאן אמרו ארבע עשר סעודות צריך אדם לאכול בסוכה אחת ביום ואחת בלילה וצריך לברך לישב בסוכה בכל פעם ופעם. כל האזרח. לרבות את הקטנים. בישראל. לרבות את הגרים והעבדים והמשוחררין. ישבו בסוכות. בסוכה מן כל דבר ואפילו נסרין ובלבד שלא יהו רחבין ארבעה טפחים. ישבו בסוכות. לרבות הדפנות. וכן הוא אומר (שמות מ) וסכות על הארון את (הכפורת) [הפרוכת], דופן הוא והוא יוצא בלשון סכך אלא שהדפנות במצעות ובאבנים ובקרשים והסכך בדבר שאינו מקבל טומאה:",23:42
