number,name,text
167,"
ר' שמעון הלוי אושנבורג  (דבק-טוב), פרנקפורט (המאה ה-16)
","
מחכמי פרנקפורט במאה ה-16, בן דורם של המהר""ל ובעל הלבושים, (ככל הנראה היה מתלמידיו של ר' חיים בן בצלאל אחיו של המהר""ל).
מחבר ""דבק טוב"" - פירושים על פירוש רש""י.
הספר נדפס לראשונה בונציה בשנת שמ""ח (1588), בעת שהיה המחבר בדרכו ""למחוז חפצי לירושלים עה""ק"", (בשנת ש""נ כבר ישב בא""י והיה חתום על מכתב מאת רבני ירושלים).
עוד כתב את ספר ""מסורת הברית"" - מפתחות לפסוקי התורה (לובלין של""ב).
 
עוד על אודותיו באתר JewishEncyclopeia
"
168,"
ר' אברהם סבע (צרור המור), קסטיליה-פורטו-ליסבון-פאס (גירוש ספרד)
","
ר' אברהם בן יעקב סבע (צבע) היה מרבני קשטיליא, שעם גירוש ספרד מצא מקלט בפורטוגל, והתיישב בגווימאראס, לא רחוק מהעיר פורטו. עד מהרה הפך המקלט לגיהנום. כמו יהודים רבים שסרבו להתנצר גם ר' אברהם נכלא וילדיו הוטבלו לנצרות בעל כרחם, גם ספרייתו נלקחה ממנו. כשהצליח סוף-סוף להגיע לליסבון הביא עימו בהיחבא את כתביו, כדי להצילם, אך בגלל איסור החזקת כתבים עבריים נאלץ לגנוז אותם.
רק בהגיעו לפס שבמרוקו יכול היה לנסות לשחזר את כתביו. מאמצי השחזור הללו הולידו מחדש כמה מספריו, וביניהם פירושו לתורה ""צרור המור"" ופירושו ""אשכול הכופר"" על חמש מגילות. ספרים נוספים שכתב לא הגיעו לידינו.
להרחבה על אודותיו ראו: JewishEncyclopedia
עוד על אודותיו ועל שיטתו ניתן למצוא במבוא לספרו, מהדורת ויכלדר (בני-ברק תש""ן).
 
כתיבה: יוחאי עופרן
"
169,"
ר' יעקב סלניק (נחלת יעקב), פודהייצה (אוסטרו-הונגריה) (המאה ה-17)
","
רבה של קהילת פודהייצה ואב בית הדין המקומי, מחבר ""נחלת יעקב"" - על פירוש רש""י.
נצר למשפחת רבנים מפוארת:
אביו, ר' בנימין סלניק בעל ה""משאת בנימין"" שהיה תלמיד מובהק של הרמ""א והמהרש""ל, ישב על כס הרבנות בפודהייצה, ולאחר שנפטר נבחר בנו, ר' יעקב, תחתיו.
אחיו, ר' אברהם, כיהן כרבה של טרונופול ומאוחר יותר עמד בראש הישיבה בבריסק ליטואניה. גיסו, ר' מנחם מאן, היה רב הקהילה וראש הישיבה בוינה.
ר' יעקב לא הותיר אחריו בנים.
 
ליקט וכתב: יוחאי עופרן
"
170,"
ר' ירמיהו היינמן (באור לתלמיד), גרמניה (1778-1855)
","

חוקר ואיש חינוך יהודי-גרמני, בנו של הרב חיים מיינשטר סג""ל, המכונה ד""ר היינמאן.
לפני שהחל לעסוק בכתיבה עסק בחינוך ושימש כמנהל בית ספר בברלין וכמפקח בסמינר המקומי למורים. 
במשך 14 שנים (1817-1831) ערך את סדרת הספרים ""ידידיה"" אשר היתה במה חשובה למאמרים ויצירות בעברית. הסדרה המשיכה לראות אור בשמות שונים גם לאחר פרישתו מהמערכת.
ספריו ומאמריו עסקו ביהדות ובחינוך-יהודי, וכן במצבם התרבותי והחוקי של יהודי פרוסיה. גם חליפת מכתבים ומאמרים בינו ובין משה מנדלסון נדפסה וזכתה לפרסום.
יצירתו הפרשנית כללה תרגום לגרמנית של ספר ישעיה ברוח מפעל ""הביאור"" של מנדלסון וכן פירוש לתורה בשם ""ביאור לתלמיד"" (תוספת ל""ביאור"") אותו הדפיס בצמוד ל""ביאור"" בחומש ""מקור חיים"" (ברלין 1833). חומש זה זכה להסכמות מאת ר' עקיבא איגר ור' יעקב צבי מקלנבורג.
 
גם אחיו, משה היינמן, עסק בתרגום והוציא לאור את ספר קהלת בתרגום לגרמנית (בתוספת ביאורי מילים) וכן ההדיר ""סידור תפילות לנשים"".
 
עוד על אודות ירמיהו היינמן באתר JewishEncyclopedia
 
כתיבה: יוחאי עופרן
"
171,"
ר' יצחק בן יהודה הלוי (פענח רזא),  
","
מגדולי הראשונים, מחבר ספר ""פענח רזא"" על חמשה חומשי תורה.
בדורות מאוחרים יותר נכתבו לספרו זה הגהות והסברים הן ע""י ר' יצחק כ""ץ - חתנו של המהר""ל מפראג, והן ע""י ר' מאיר הורוויץ מקיעלץ (""יד-המאיר"").
 
על טיבו של הספר זמנו ומקומו ראה:
א. זיונס, פענח רזא לר' יצחק בן יהודה הלוי - ע""פ כתבי בודליאן עם חילופי נוסחאות והערות (דיסרטציה), ניו-יורק 1974.
"
172,"
ר' חיים טירר (באר מים חיים), טשרנוביץ'-ארץ ישראל (סוף המאה ה-18 עד אמצע המאה ה-19)
","
(נודע גם כר' חיים טורר) רבה הנערץ של קהילת טשרנוביץ, כונה גם ""ר' חיים טשרנוביצר"",
מחבר ""באר מים חיים"" על התורה. התפרסם כדרשן דגול וכנואם סוחף ורב השפעה, ואולי זאת הסיבה שבגינה נרדף ע""י השלטונות, למרות זאת הצליח להביא לסגירת בתי הספר הגרמניים ליהודים.
15 שנה פעל בטשרנוביץ, עד לשנת 1807, אז עלה לארץ ישראל וקבע מושבו בצפת, ובה נפטר ונקבר.
בקהילתו בטשרנוביץ' העריצו אותו עד כדי כך שלא מצאו מי שימלא את מקומו עד 1833.
 
ליקט וכתב: יוחאי עופרן
"
173,"
ר' זכריה הרופא (מדרש החפץ), צנעא, תימן (המאה ה-15)
","
מחבר ""מדרש-החפץ"" - ליקוטי מדרשים עם תוספות והרחבות.נודע גם בכינוי: הרז""ה, בערבית כונה יחיא בן סלימאן טביב.
כתב ספרים רבים בתחומים מגוונים (שנדפסו בין השנים 1420-1510).בין הספרים שהגיעו אלינו: 
פירוש הלכות שחיטה, ביאור המרכבה, מדרש שיר השירים, פירוש להפטרות, חיבור על המשנה, מדרש מגילת אסתר ועוד.
 
כתיבה: יוחאי עופרן
"
174,"
ר' ברוך אפשטיין (תורה תמימה), בלארוס (1860-1942)
","

בנו של ר' יחיאל מיכל אפשטיין, בעל ""ערוך השלחן"", ואחיינו של הנצי""ב מוולז'ין. חיבר את הספר ""תורה תמימה"".
הוסמך לרבנות על ידי הגרי""ד סולוביצ'יק, לאחר שנודע כעילוי בישיבת וולוז'ין. חותנו, רבי אליעזר משה הלוי הורביץ, היה רבה של פינסק ולאחר פטירתו ר' ברוך נתבקש למלא את מקומו אך הוא סירב והעדיף להמשיך בעבודתו כרואה חשבון בבנק המקומי. נפטר בקרלין במהלך השואה.
פירושו לתורה ""תורה תמימה"" עושה שימוש במקורות חז""ל ומתאפיין בחריפות ובמקוריות רבה. במהלך השנים זכה החיבור לפופולאריות עצומה אך גם לביקורות חריפות. המחבר הואשם בסילוף ושכתוב של דברי חז""ל בכדי שיתאימו לחידושיו וגם בכך שהתגדר בחידושיהם של אחרים (דוגמאות לכך ניתן למצוא בקובץ ""פעמי יעקב"", גיליון מ""ה).
 
מלבד חיבורו זה כתב גם את:
""מקור ברוך""- בו הוא מספר את תולדות משפחתו.""ברוך שאמר""- הלכות תפילה וביאורים על הסידור ועל הגדה של פסח.""גשמי ברכה""- על חמש מגילות. ""נחל דמעה""- הספד על חותנו. ""שפה לנאמנים""- מאמר על לשון הקודש. ""תוספת ברכה""- חידושים על הש""ס.
 


כתיבה: יוחאי עופרן
"
175,"
ר' אריה לייב שטיינהארט (כור זהב), גליציה-ירושלים (תחילת המאה ה-20)
","
נצר למשפחת רבנים מפוארת, מחבר ספר ""כור זהב""- פירוש על הרמב""ן (נדפס בירושלים בשנת תרצ""ו).
בהקדמה הארוכה לספרו, הכתובה בחרוזים, מעיד המחבר על עצמו שבראשית דרכו היה סוחר אמיד שהקדיש את כל זמנו לעסקיו אך בעקבות המלחמה הגדולה ירד מנכסיו והרחיב את עיסוקו בתורה. בשנת תרצ""ג הגיע לא""י.
וכך הוא כותב:
""בעיר בראדשין במדינת גאליציה נולדתי,ובעיר קאליש בגליציה גודלתי וגרתי,ובחסד ה' תהלתי חסדי ומצודתי,עתה מגורתי בירושלים עיר קודשנו"".
שם הספר, ""כור-הזהב"", עולה בגימטריה לסכום שמו של המחבר ""אריה"" בצירוף שמה של אימו ""יוטא"". לספר צורפו הסכמות מאת הראי""ה קוק, הרב יוסף צבי דושינסקי ועוד אחדים מרבני ירושלים.
 

כתיבה: יוחאי עופרן
"
176,"
ר' יצחק קארו (תולדות יצחק), קסטיליה (נולד ב~1440)
","
פילוסוף ופרשן, דודו של ר' יוסף קארו - בעל ה""שלחן ערוך"" (הוא אף גידל את אחיינו לאחר שאביו נפטר).
שימש כרב בטוליטולה (טולדו), ומאוחר יותר שימש כראש ישיבה בליסבון (פורטוגל). לאחר הגירוש (1496), עשה את דרכו לתוגרמה, ובמהלך נדודיו, בשל תלאות הדרך, מתו כל בניו. 
את חייו סיים בירושלים לא לפני שהתגורר זמן מה בקושטא.
חיבר את ""תולדות יצחק"" - פירוש פילוסופי לתורה. 
"
177,"
ר' אברהם בן דוד (ראב""ד), צרפת (1125-1198)
","
				
				בעל ההשגות על הרמב""ם, ראה על אודותיו באנציקלופדיה דעת.  
			"
178,"
ספר החינוך (החינוך),  
","
ספר זה משתייך לקבוצת ""ספרי המצוות"" המבקשים למנות ולפרט את תרי""ג (613) המצוות הנזכרות בפסוקי התורה. שלא כמו ספרי מצוות אחרים (זה של הרמב""ם, ספר חרדים, סמ""ג וכד'), החינוך מנסה להתחקות גם אחר טעמיהן של המצוות ואינו מסתפק במנייתן.
זהותו של מחבר ספר החינוך אינה ודאית. מקובל לייחס את הספר לר' אהרן הלוי (הרא""ה) מספרד, אך היה מי שטען (פרופ' ישראל תא-שמע) שמחברו הוא דווקא ר' פנחס, אחיו של הרא""ה. כך או כך - אין חולק על כך שהוא נתחבר במאה ה-13.
ככלל, פוסע ה'חינוך' בנתיבו של הרמב""ם ורשימת המצוות שבו זהה כמעט לזו של ה""נשר הגדול"", גם את ההבדלים שבין הרשימות מקובל לייחס לגרסה שגויה של ספר המצוות לרמב""ם שנפוצה בימי הביניים.
"
