date,heb title,eng title,ref
9/2/2027,ל אב,30 Av,"Tanya, Part IV; Iggeret HaKodesh 10:1"
9/3/2027,א אלול,1 Elul,"Tanya, Part IV; Iggeret HaKodesh 10:5"
9/4/2027,ב אלול,2 Elul,"Tanya, Part IV; Iggeret HaKodesh 10:9"
9/5/2027,ג אלול,3 Elul,"Tanya, Part IV; Iggeret HaKodesh 10:13"
9/6/2027,ד אלול,4 Elul,"Tanya, Part IV; Iggeret HaKodesh 11:1"
9/7/2027,ה אלול,5 Elul,"Tanya, Part IV; Iggeret HaKodesh 12:1"
9/8/2027,ו אלול,6 Elul,"Tanya, Part IV; Iggeret HaKodesh 12:3"
9/9/2027,ז אלול,7 Elul,"Tanya, Part IV; Iggeret HaKodesh 12:6"
9/10/2027,ח אלול,8 Elul,"Tanya, Part IV; Iggeret HaKodesh 12:10"
9/11/2027,ט אלול,9 Elul,"Tanya, Part IV; Iggeret HaKodesh 12:13"
9/12/2027,י אלול,10 Elul,"Tanya, Part IV; Iggeret HaKodesh 12:16"
9/13/2027,יא אלול,11 Elul,"Tanya, Part IV; Iggeret HaKodesh 13:1"
9/14/2027,יב אלול,12 Elul,"Tanya, Part IV; Iggeret HaKodesh 14:1"
9/15/2027,יג אלול,13 Elul,"Tanya, Part IV; Iggeret HaKodesh 14:5"
9/16/2027,יד אלול,14 Elul,"Tanya, Part IV; Iggeret HaKodesh 15:1"
9/17/2027,טו אלול,15 Elul,"Tanya, Part IV; Iggeret HaKodesh 15:4"
9/18/2027,טז אלול,16 Elul,"Tanya, Part IV; Iggeret HaKodesh 15:9"
9/19/2027,יז אלול,17 Elul,"Tanya, Part IV; Iggeret HaKodesh 15:17"
9/20/2027,יח אלול,18 Elul,"Tanya, Part IV; Iggeret HaKodesh 15:21"
9/21/2027,יט אלול,19 Elul,"Tanya, Part IV; Iggeret HaKodesh 16:1"
9/22/2027,כ אלול,20 Elul,"Tanya, Part IV; Iggeret HaKodesh 16:5"
9/23/2027,כא אלול,21 Elul,"Tanya, Part IV; Iggeret HaKodesh 17:1"
9/24/2027,כב אלול,22 Elul,"Tanya, Part IV; Iggeret HaKodesh 17:7"
9/25/2027,כג אלול,23 Elul,"Tanya, Part IV; Iggeret HaKodesh 18:1"
9/26/2027,כד אלול,24 Elul,"Tanya, Part IV; Iggeret HaKodesh 18:5"
9/27/2027,כה אלול,25 Elul,"Tanya, Part IV; Iggeret HaKodesh 19:1"
9/28/2027,כו אלול,26 Elul,"Tanya, Part IV; Iggeret HaKodesh 19:4"
9/29/2027,כז אלול,27 Elul,"Tanya, Part IV; Iggeret HaKodesh 19:11"
9/30/2027,כח אלול,28 Elul,"Tanya, Part IV; Iggeret HaKodesh 19:14"
10/1/2027,כט אלול,29 Elul,"Tanya, Part IV; Iggeret HaKodesh 19:16"
10/2/2027,א תשרי,1 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 20:1"
10/3/2027,ב תשרי,2 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 20:5"
10/4/2027,ג תשרי,3 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 20:8"
10/5/2027,ד תשרי,4 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 20:13"
10/6/2027,ה תשרי,5 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 20:17"
10/7/2027,ו תשרי,6 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 20:20"
10/8/2027,ז תשרי,7 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 20:22"
10/9/2027,ח תשרי,8 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 20:25"
10/10/2027,ט תשרי,9 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 20:29"
10/11/2027,י תשרי,10 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 20:34"
10/12/2027,יא תשרי,11 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 21:1"
10/13/2027,יב תשרי,12 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 21:5"
10/14/2027,יג תשרי,13 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 22:1"
10/15/2027,יד תשרי,14 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 22:5"
10/16/2027,טו תשרי,15 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 22:6"
10/17/2027,טז תשרי,16 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 22:13"
10/18/2027,יז תשרי,17 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 23:1"
10/19/2027,יח תשרי,18 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 23:4"
10/20/2027,יט תשרי,19 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 23:5"
10/21/2027,כ תשרי,20 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 23:8"
10/22/2027,כא תשרי,21 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 23:10"
10/23/2027,כב תשרי,22 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 23:12"
10/24/2027,כג תשרי,23 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 24:1"
10/25/2027,כד תשרי,24 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 24:6"
10/26/2027,כה תשרי,25 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 25:1"
10/27/2027,כו תשרי,26 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 25:5"
10/28/2027,כז תשרי,27 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 25:11"
10/29/2027,כח תשרי,28 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 25:17"
10/30/2027,כט תשרי,29 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 25:23"
10/31/2027,ל תשרי,30 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 25:26"
11/1/2027,א חשון,1 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 25:27"
11/2/2027,ב חשון,2 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 25:30"
11/3/2027,ג חשון,3 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 25:36"
11/4/2027,ד חשון,4 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 26:1"
11/5/2027,ה חשון,5 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 26:4"
11/6/2027,ו חשון,6 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 26:11"
11/7/2027,ז חשון,7 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 26:15"
11/8/2027,ח חשון,8 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 26:20"
11/9/2027,ט חשון,9 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 26:22"
11/10/2027,י חשון,10 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 26:30"
11/11/2027,יא חשון,11 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 27:2"
11/12/2027,יב חשון,12 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 27:6"
11/13/2027,יג חשון,13 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 27:8"
11/14/2027,יד חשון,14 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 27:13"
11/15/2027,טו חשון,15 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 27:17"
11/16/2027,טז חשון,16 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 28:1"
11/17/2027,יז חשון,17 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 28:6"
11/18/2027,יח חשון,18 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 29:1"
11/19/2027,יט חשון,19 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 29:9"
11/20/2027,כ חשון,20 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 29:14"
11/21/2027,כא חשון,21 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 29:19"
11/22/2027,כב חשון,22 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 29:22"
11/23/2027,כג חשון,23 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 30:1"
11/24/2027,כד חשון,24 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 31:1"
11/25/2027,כה חשון,25 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 32:1"
11/26/2027,כו חשון,26 Cheshvan,"Tanya, Part V; Kuntres Acharon 1:1"
11/27/2027,כז חשון,27 Cheshvan,"Tanya, Part V; Kuntres Acharon 2:1"
11/28/2027,כח חשון,28 Cheshvan,"Tanya, Part V; Kuntres Acharon 3:1"
11/29/2027,כט חשון,29 Cheshvan,"Tanya, Part V; Kuntres Acharon 3:4"
11/30/2027,ל חשון,30 Cheshvan,"Tanya, Part V; Kuntres Acharon 3:7"
12/1/2027,א כסלו,1 Kislev,"Tanya, Part V; Kuntres Acharon 4:1"
12/2/2027,ב כסלו,2 Kislev,"Tanya, Part V; Kuntres Acharon 4:10"
12/3/2027,ג כסלו,3 Kislev,"Tanya, Part V; Kuntres Acharon 4:14"
12/4/2027,ד כסלו,4 Kislev,"Tanya, Part V; Kuntres Acharon 4:18"
12/5/2027,ה כסלו,5 Kislev,"Tanya, Part V; Kuntres Acharon 4:24"
12/6/2027,ו כסלו,6 Kislev,"Tanya, Part V; Kuntres Acharon 4:28"
12/7/2027,ז כסלו,7 Kislev,"Tanya, Part V; Kuntres Acharon 4:35"
12/8/2027,ח כסלו,8 Kislev,"Tanya, Part V; Kuntres Acharon 4:40"
12/9/2027,ט כסלו,9 Kislev,"Tanya, Part V; Kuntres Acharon 4:44"
12/10/2027,י כסלו,10 Kislev,"Tanya, Part V; Kuntres Acharon 4:46"
12/11/2027,יא כסלו,11 Kislev,"Tanya, Part V; Kuntres Acharon 4:50"
12/12/2027,יב כסלו,12 Kislev,"Tanya, Part V; Kuntres Acharon 4:54"
12/13/2027,יג כסלו,13 Kislev,"Tanya, Part V; Kuntres Acharon 5:1"
12/14/2027,יד כסלו,14 Kislev,"Tanya, Part V; Kuntres Acharon 6:1"
12/15/2027,טו כסלו,15 Kislev,"Tanya, Part V; Kuntres Acharon 6:8"
12/16/2027,טז כסלו,16 Kislev,"Tanya, Part V; Kuntres Acharon 7:1"
12/17/2027,יז כסלו,17 Kislev,"Tanya, Part V; Kuntres Acharon 8:1"
12/18/2027,יח כסלו,18 Kislev,"Tanya, Part V; Kuntres Acharon 9:1"
12/19/2027,יט כסלו,19 Kislev,"Tanya, Part I; Likkutei Amarim, Title Page 1"
12/20/2027,כ כסלו,20 Kislev,"Tanya, Part I; Likkutei Amarim, Compiler's Foreword 1"
12/21/2027,כא כסלו,21 Kislev,"Tanya, Part I; Likkutei Amarim, Compiler's Foreword 9"
12/22/2027,כב כסלו,22 Kislev,"Tanya, Part I; Likkutei Amarim 1:1"
12/23/2027,כג כסלו,23 Kislev,"Tanya, Part I; Likkutei Amarim 1:13"
12/24/2027,כד כסלו,24 Kislev,"Tanya, Part I; Likkutei Amarim 2:1"
12/25/2027,כה כסלו,25 Kislev,"Tanya, Part I; Likkutei Amarim 3:1"
12/26/2027,כו כסלו,26 Kislev,"Tanya, Part I; Likkutei Amarim 3:8"
12/27/2027,כז כסלו,27 Kislev,"Tanya, Part I; Likkutei Amarim 4:1"
12/28/2027,כח כסלו,28 Kislev,"Tanya, Part I; Likkutei Amarim 4:5"
12/29/2027,כט כסלו,29 Kislev,"Tanya, Part I; Likkutei Amarim 4:11"
12/30/2027,ל כסלו,30 Kislev,"Tanya, Part I; Likkutei Amarim 5:1"
12/31/2027,א טבת,1 Tevet,"Tanya, Part I; Likkutei Amarim 5:7"
1/1/2028,ב טבת,2 Tevet,"Tanya, Part I; Likkutei Amarim 6:1"
1/2/2028,ג טבת,3 Tevet,"Tanya, Part I; Likkutei Amarim 6:7"
1/3/2028,ד טבת,4 Tevet,"Tanya, Part I; Likkutei Amarim 7:1"
1/4/2028,ה טבת,5 Tevet,"Tanya, Part I; Likkutei Amarim 7:6"
1/5/2028,ו טבת,6 Tevet,"Tanya, Part I; Likkutei Amarim 7:12"
1/6/2028,ז טבת,7 Tevet,"Tanya, Part I; Likkutei Amarim 8:1"
1/7/2028,ח טבת,8 Tevet,"Tanya, Part I; Likkutei Amarim 8:5"
1/8/2028,ט טבת,9 Tevet,"Tanya, Part I; Likkutei Amarim 9:1"
1/9/2028,י טבת,10 Tevet,"Tanya, Part I; Likkutei Amarim 9:5"
1/10/2028,יא טבת,11 Tevet,"Tanya, Part I; Likkutei Amarim 10:1"
1/11/2028,יב טבת,12 Tevet,"Tanya, Part I; Likkutei Amarim 10:5"
1/12/2028,יג טבת,13 Tevet,"Tanya, Part I; Likkutei Amarim 11:1"
1/13/2028,יד טבת,14 Tevet,"Tanya, Part I; Likkutei Amarim 12:1"
1/14/2028,טו טבת,15 Tevet,"Tanya, Part I; Likkutei Amarim 12:5"
1/15/2028,טז טבת,16 Tevet,"Tanya, Part I; Likkutei Amarim 12:7"
1/16/2028,יז טבת,17 Tevet,"Tanya, Part I; Likkutei Amarim 12:10"
1/17/2028,יח טבת,18 Tevet,"Tanya, Part I; Likkutei Amarim 13:1"
1/18/2028,יט טבת,19 Tevet,"Tanya, Part I; Likkutei Amarim 13:6"
1/19/2028,כ טבת,20 Tevet,"Tanya, Part I; Likkutei Amarim 13:11"
1/20/2028,כא טבת,21 Tevet,"Tanya, Part I; Likkutei Amarim 14:1"
1/21/2028,כב טבת,22 Tevet,"Tanya, Part I; Likkutei Amarim 14:4"
1/22/2028,כג טבת,23 Tevet,"Tanya, Part I; Likkutei Amarim 15:1"
1/23/2028,כד טבת,24 Tevet,"Tanya, Part I; Likkutei Amarim 15:9"
1/24/2028,כה טבת,25 Tevet,"Tanya, Part I; Likkutei Amarim 16:1"
1/25/2028,כו טבת,26 Tevet,"Tanya, Part I; Likkutei Amarim 16:7"
1/26/2028,כז טבת,27 Tevet,"Tanya, Part I; Likkutei Amarim 17:1"
1/27/2028,כח טבת,28 Tevet,"Tanya, Part I; Likkutei Amarim 17:5"
1/28/2028,כט טבת,29 Tevet,"Tanya, Part I; Likkutei Amarim 18:1"
1/29/2028,א שבט,1 Shevat,"Tanya, Part I; Likkutei Amarim 18:9"
1/30/2028,ב שבט,2 Shevat,"Tanya, Part I; Likkutei Amarim 19:1"
1/31/2028,ג שבט,3 Shevat,"Tanya, Part I; Likkutei Amarim 19:7"
2/1/2028,ד שבט,4 Shevat,"Tanya, Part I; Likkutei Amarim 19:10"
2/2/2028,ה שבט,5 Shevat,"Tanya, Part I; Likkutei Amarim 20:1"
2/3/2028,ו שבט,6 Shevat,"Tanya, Part I; Likkutei Amarim 20:5"
2/4/2028,ז שבט,7 Shevat,"Tanya, Part I; Likkutei Amarim 21:1"
2/5/2028,ח שבט,8 Shevat,"Tanya, Part I; Likkutei Amarim 21:6"
2/6/2028,ט שבט,9 Shevat,"Tanya, Part I; Likkutei Amarim 22:1"
2/7/2028,י שבט,10 Shevat,"Tanya, Part I; Likkutei Amarim 22:6"
2/8/2028,יא שבט,11 Shevat,"Tanya, Part I; Likkutei Amarim 23:1"
2/9/2028,יב שבט,12 Shevat,"Tanya, Part I; Likkutei Amarim 23:8"
2/10/2028,יג שבט,13 Shevat,"Tanya, Part I; Likkutei Amarim 23:12"
2/11/2028,יד שבט,14 Shevat,"Tanya, Part I; Likkutei Amarim 24:1"
2/12/2028,טו שבט,15 Shevat,"Tanya, Part I; Likkutei Amarim 24:8"
2/13/2028,טז שבט,16 Shevat,"Tanya, Part I; Likkutei Amarim 24:12"
2/14/2028,יז שבט,17 Shevat,"Tanya, Part I; Likkutei Amarim 25:1"
2/15/2028,יח שבט,18 Shevat,"Tanya, Part I; Likkutei Amarim 25:6"
2/16/2028,יט שבט,19 Shevat,"Tanya, Part I; Likkutei Amarim 25:11"
2/17/2028,כ שבט,20 Shevat,"Tanya, Part I; Likkutei Amarim 26:1"
2/18/2028,כא שבט,21 Shevat,"Tanya, Part I; Likkutei Amarim 26:5"
2/19/2028,כב שבט,22 Shevat,"Tanya, Part I; Likkutei Amarim 26:7"
2/20/2028,כג שבט,23 Shevat,"Tanya, Part I; Likkutei Amarim 27:1"
2/21/2028,כד שבט,24 Shevat,"Tanya, Part I; Likkutei Amarim 27:6"
2/22/2028,כה שבט,25 Shevat,"Tanya, Part I; Likkutei Amarim 27:11"
2/23/2028,כו שבט,26 Shevat,"Tanya, Part I; Likkutei Amarim 28:1"
2/24/2028,כז שבט,27 Shevat,"Tanya, Part I; Likkutei Amarim 28:5"
2/25/2028,כח שבט,28 Shevat,"Tanya, Part I; Likkutei Amarim 29:1"
2/26/2028,כט שבט,29 Shevat,"Tanya, Part I; Likkutei Amarim 29:9"
2/27/2028,ל שבט,30 Shevat,"Tanya, Part I; Likkutei Amarim 29:15"
2/28/2028,א אדר,1 Adar,"Tanya, Part I; Likkutei Amarim 29:18"
2/29/2028,ב אדר,2 Adar,"Tanya, Part I; Likkutei Amarim 29:21"
3/1/2028,ג אדר,3 Adar,"Tanya, Part I; Likkutei Amarim 30:1"
3/2/2028,ד אדר,4 Adar,"Tanya, Part I; Likkutei Amarim 30:8"
3/3/2028,ה אדר,5 Adar,"Tanya, Part I; Likkutei Amarim 31:1"
3/4/2028,ו אדר,6 Adar,"Tanya, Part I; Likkutei Amarim 31:9"
3/5/2028,ז אדר,7 Adar,"Tanya, Part I; Likkutei Amarim 31:11"
3/6/2028,ח אדר,8 Adar,"Tanya, Part I; Likkutei Amarim 31:17"
3/7/2028,ט אדר,9 Adar,"Tanya, Part I; Likkutei Amarim 32:1"
3/8/2028,י אדר,10 Adar,"Tanya, Part I; Likkutei Amarim 32:4"
3/9/2028,יא אדר,11 Adar,"Tanya, Part I; Likkutei Amarim 33:1"
3/10/2028,יב אדר,12 Adar,"Tanya, Part I; Likkutei Amarim 33:6"
3/11/2028,יג אדר,13 Adar,"Tanya, Part I; Likkutei Amarim 33:9"
3/12/2028,יד אדר,14 Adar,"Tanya, Part I; Likkutei Amarim 34:1"
3/13/2028,טו אדר,15 Adar,"Tanya, Part I; Likkutei Amarim 34:6"
3/14/2028,טז אדר,16 Adar,"Tanya, Part I; Likkutei Amarim 35:1"
3/15/2028,יז אדר,17 Adar,"Tanya, Part I; Likkutei Amarim 35:4"
3/16/2028,יח אדר,18 Adar,"Tanya, Part I; Likkutei Amarim 35:5"
3/17/2028,יט אדר,19 Adar,"Tanya, Part I; Likkutei Amarim 35:8"
3/18/2028,כ אדר,20 Adar,"Tanya, Part I; Likkutei Amarim 35:11"
3/19/2028,כא אדר,21 Adar,"Tanya, Part I; Likkutei Amarim 36:1"
3/20/2028,כב אדר,22 Adar,"Tanya, Part I; Likkutei Amarim 36:9"
3/21/2028,כג אדר,23 Adar,"Tanya, Part I; Likkutei Amarim 37:1"
3/22/2028,כד אדר,24 Adar,"Tanya, Part I; Likkutei Amarim 37:9"
3/23/2028,כה אדר,25 Adar,"Tanya, Part I; Likkutei Amarim 37:12"
3/24/2028,כו אדר,26 Adar,"Tanya, Part I; Likkutei Amarim 37:17"
3/25/2028,כז אדר,27 Adar,"Tanya, Part I; Likkutei Amarim 37:19"
3/26/2028,כח אדר,28 Adar,"Tanya, Part I; Likkutei Amarim 37:22"
3/27/2028,כט אדר,29 Adar,"Tanya, Part I; Likkutei Amarim 37:26"
3/28/2028,א ניסן,1 Nissan,"Tanya, Part I; Likkutei Amarim 37:28"
3/29/2028,ב ניסן,2 Nissan,"Tanya, Part I; Likkutei Amarim 38:1"
3/30/2028,ג ניסן,3 Nissan,"Tanya, Part I; Likkutei Amarim 38:4"
3/31/2028,ד ניסן,4 Nissan,"Tanya, Part I; Likkutei Amarim 38:6"
4/1/2028,ה ניסן,5 Nissan,"Tanya, Part I; Likkutei Amarim 38:10"
4/2/2028,ו ניסן,6 Nissan,"Tanya, Part I; Likkutei Amarim 38:14"
4/3/2028,ז ניסן,7 Nissan,"Tanya, Part I; Likkutei Amarim 39:1"
4/4/2028,ח ניסן,8 Nissan,"Tanya, Part I; Likkutei Amarim 39:6"
4/5/2028,ט ניסן,9 Nissan,"Tanya, Part I; Likkutei Amarim 39:10"
4/6/2028,י ניסן,10 Nissan,"Tanya, Part I; Likkutei Amarim 39:15"
4/7/2028,יא ניסן,11 Nissan,"Tanya, Part I; Likkutei Amarim 39:17"
4/8/2028,יב ניסן,12 Nissan,"Tanya, Part I; Likkutei Amarim 39:19"
4/9/2028,יג ניסן,13 Nissan,"Tanya, Part I; Likkutei Amarim 40:1"
4/10/2028,יד ניסן,14 Nissan,"Tanya, Part I; Likkutei Amarim 40:5"
4/11/2028,טו ניסן,15 Nissan,"Tanya, Part I; Likkutei Amarim 40:7"
4/12/2028,טז ניסן,16 Nissan,"Tanya, Part I; Likkutei Amarim 40:14"
4/13/2028,יז ניסן,17 Nissan,"Tanya, Part I; Likkutei Amarim 41:1"
4/14/2028,יח ניסן,18 Nissan,"Tanya, Part I; Likkutei Amarim 41:5"
4/15/2028,יט ניסן,19 Nissan,"Tanya, Part I; Likkutei Amarim 41:11"
4/16/2028,כ ניסן,20 Nissan,"Tanya, Part I; Likkutei Amarim 41:16"
4/17/2028,כא ניסן,21 Nissan,"Tanya, Part I; Likkutei Amarim 41:20"
4/18/2028,כב ניסן,22 Nissan,"Tanya, Part I; Likkutei Amarim 41:22"
4/19/2028,כג ניסן,23 Nissan,"Tanya, Part I; Likkutei Amarim 41:25"
4/20/2028,כד ניסן,24 Nissan,"Tanya, Part I; Likkutei Amarim 42:1"
4/21/2028,כה ניסן,25 Nissan,"Tanya, Part I; Likkutei Amarim 42:5"
4/22/2028,כו ניסן,26 Nissan,"Tanya, Part I; Likkutei Amarim 42:10"
4/23/2028,כז ניסן,27 Nissan,"Tanya, Part I; Likkutei Amarim 42:14"
4/24/2028,כח ניסן,28 Nissan,"Tanya, Part I; Likkutei Amarim 42:16"
4/25/2028,כט ניסן,29 Nissan,"Tanya, Part I; Likkutei Amarim 43:1"
4/26/2028,ל ניסן,30 Nissan,"Tanya, Part I; Likkutei Amarim 43:6"
4/27/2028,א אייר,1 Iyar,"Tanya, Part I; Likkutei Amarim 43:9"
4/28/2028,ב אייר,2 Iyar,"Tanya, Part I; Likkutei Amarim 44:1"
4/29/2028,ג אייר,3 Iyar,"Tanya, Part I; Likkutei Amarim 44:6"
4/30/2028,ד אייר,4 Iyar,"Tanya, Part I; Likkutei Amarim 44:9"
5/1/2028,ה אייר,5 Iyar,"Tanya, Part I; Likkutei Amarim 44:13"
5/2/2028,ו אייר,6 Iyar,"Tanya, Part I; Likkutei Amarim 44:17"
5/3/2028,ז אייר,7 Iyar,"Tanya, Part I; Likkutei Amarim 45:1"
5/4/2028,ח אייר,8 Iyar,"Tanya, Part I; Likkutei Amarim 45:3"
5/5/2028,ט אייר,9 Iyar,"Tanya, Part I; Likkutei Amarim 46:1"
5/6/2028,י אייר,10 Iyar,"Tanya, Part I; Likkutei Amarim 46:4"
5/7/2028,יא אייר,11 Iyar,"Tanya, Part I; Likkutei Amarim 46:8"
5/8/2028,יב אייר,12 Iyar,"Tanya, Part I; Likkutei Amarim 46:11"
5/9/2028,יג אייר,13 Iyar,"Tanya, Part I; Likkutei Amarim 47:1"
5/10/2028,יד אייר,14 Iyar,"Tanya, Part I; Likkutei Amarim 48:1"
5/11/2028,טו אייר,15 Iyar,"Tanya, Part I; Likkutei Amarim 48:3"
5/12/2028,טז אייר,16 Iyar,"Tanya, Part I; Likkutei Amarim 48:7"
5/13/2028,יז אייר,17 Iyar,"Tanya, Part I; Likkutei Amarim 48:10"
5/14/2028,יח אייר,18 Iyar,"Tanya, Part I; Likkutei Amarim 49:1"
5/15/2028,יט אייר,19 Iyar,"Tanya, Part I; Likkutei Amarim 49:6"
5/16/2028,כ אייר,20 Iyar,"Tanya, Part I; Likkutei Amarim 49:12"
5/17/2028,כא אייר,21 Iyar,"Tanya, Part I; Likkutei Amarim 50:1"
5/18/2028,כב אייר,22 Iyar,"Tanya, Part I; Likkutei Amarim 50:6"
5/19/2028,כג אייר,23 Iyar,"Tanya, Part I; Likkutei Amarim 51:1"
5/20/2028,כד אייר,24 Iyar,"Tanya, Part I; Likkutei Amarim 51:4"
5/21/2028,כה אייר,25 Iyar,"Tanya, Part I; Likkutei Amarim 51:5"
5/22/2028,כו אייר,26 Iyar,"Tanya, Part I; Likkutei Amarim 52:1"
5/23/2028,כז אייר,27 Iyar,"Tanya, Part I; Likkutei Amarim 52:5"
5/24/2028,כח אייר,28 Iyar,"Tanya, Part I; Likkutei Amarim 52:7"
5/25/2028,כט אייר,29 Iyar,"Tanya, Part I; Likkutei Amarim 52:9"
5/26/2028,א סיון,1 Sivan,"Tanya, Part I; Likkutei Amarim 53:1"
5/27/2028,ב סיון,2 Sivan,"Tanya, Part I; Likkutei Amarim 53:3"
5/28/2028,ג סיון,3 Sivan,"Tanya, Part I; Likkutei Amarim 53:6"
5/29/2028,ד סיון,4 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah, Chinukh Katan 1"
5/30/2028,ה סיון,5 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah, Chinukh Katan 10"
5/31/2028,ו סיון,6 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah, Chinukh Katan 12"
6/1/2028,ז סיון,7 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 1:1"
6/2/2028,ח סיון,8 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 1:6"
6/3/2028,ט סיון,9 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 2:1"
6/4/2028,י סיון,10 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 3:1"
6/5/2028,יא סיון,11 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 3:3"
6/6/2028,יב סיון,12 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 4:1"
6/7/2028,יג סיון,13 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 4:4"
6/8/2028,יד סיון,14 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 4:8"
6/9/2028,טו סיון,15 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 5:1"
6/10/2028,טז סיון,16 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 6:1"
6/11/2028,יז סיון,17 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 6:3"
6/12/2028,יח סיון,18 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 6:6"
6/13/2028,יט סיון,19 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 7:1"
6/14/2028,כ סיון,20 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 7:4"
6/15/2028,כא סיון,21 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 7:8"
6/16/2028,כב סיון,22 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 7:10"
6/17/2028,כג סיון,23 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 7:15"
6/18/2028,כד סיון,24 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 7:19"
6/19/2028,כה סיון,25 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 7:22"
6/20/2028,כו סיון,26 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 8:1"
6/21/2028,כז סיון,27 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 8:3"
6/22/2028,כח סיון,28 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 9:1"
6/23/2028,כט סיון,29 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 9:3"
6/24/2028,ל סיון,30 Sivan,"Tanya, Part II; Shaar HaYichud VehaEmunah 9:6"
