Week #,Secular Date,Day Of Week,Hebrew Date,Daf,Parsha
2386,11/20/2050,Su,כסלו 5 5811,חולין עח,ויצא
2387,11/27/2050,Su,כסלו 12 5811,חולין עט,וישלח
2388,12/04/2050,Su,כסלו 19 5811,חולין פ,וישב
2389,12/11/2050,Su,כסלו 26 5811,חולין פא,מקץ
2390,12/18/2050,Su,טבת 3 5811,חולין פב,ויגש
2391,12/25/2050,Su,טבת 10 5811,חולין פג,ויחי
2392,01/01/2051,Su,טבת 17 5811,חולין פד,שמות
2393,01/08/2051,Su,טבת 24 5811,חולין פה,וארא
2394,01/15/2051,Su,שבט 2 5811,חולין פו,בא
2395,01/22/2051,Su,שבט 9 5811,חולין פז,בשלח
2396,01/29/2051,Su,שבט 16 5811,חולין פח,יתרו
2397,02/05/2051,Su,שבט 23 5811,חולין פט,משפטים
2398,02/12/2051,Su,שבט 30 5811,חולין צ,תרומה
2399,02/19/2051,Su,אדר 7 5811,חולין צא,תצוה
2400,02/26/2051,Su,אדר 14 5811,חולין צב,כי תשא
2401,03/05/2051,Su,אדר 21 5811,חולין צג,ויקהל-פקודי
2402,03/12/2051,Su,אדר 28 5811,חולין צד,ויקרא
2403,03/19/2051,Su,ניסן 6 5811,חולין צה,צו
2404,03/26/2051,Su,ניסן 13 5811,חולין צו,"חוה""מ פסח"
2405,04/02/2051,Su,ניסן 20 5811,חולין צז,שמיני
2406,04/09/2051,Su,ניסן 27 5811,חולין צח,תזריע-מצורע
2407,04/16/2051,Su,אייר 4 5811,חולין צט,אחרי מות-קדשים
2408,04/23/2051,Su,אייר 11 5811,חולין ק,אמור
2409,04/30/2051,Su,אייר 18 5811,חולין קא,בהר-בחקתי
2410,05/07/2051,Su,אייר 25 5811,חולין קב,במדבר
2411,05/14/2051,Su,סיון 3 5811,חולין קג,נשא
2412,05/21/2051,Su,סיון 10 5811,חולין קד,בהעלתך
2413,05/28/2051,Su,סיון 17 5811,חולין קה,שלח לך
2414,06/04/2051,Su,סיון 24 5811,חולין קו,קרח
2415,06/11/2051,Su,תמוז 1 5811,חולין קז,חקת
2416,06/18/2051,Su,תמוז 8 5811,חולין קח,בלק
2417,06/25/2051,Su,תמוז 15 5811,חולין קט,פינחס
2418,07/02/2051,Su,תמוז 22 5811,חולין קי,מטות-מסעי
2419,07/09/2051,Su,תמוז 29 5811,חולין קיא,דברים
2420,07/16/2051,Su,אב 7 5811,חולין קיב,ואתחנן
2421,07/23/2051,Su,אב 14 5811,חולין קיג,עקב
2422,07/30/2051,Su,אב 21 5811,חולין קיד,ראה
2423,08/06/2051,Su,אב 28 5811,חולין קטו,שופטים
2424,08/13/2051,Su,אלול 5 5811,חולין קטז,כי תצא
2425,08/20/2051,Su,אלול 12 5811,חולין קיז,כי תבוא
2426,08/27/2051,Su,אלול 19 5811,חולין קיח,נצבים-וילך
2427,09/03/2051,Su,אלול 26 5811,חולין קיט,האזינו
2428,09/10/2051,Su,תשרי 4 5812,חולין קכ,יום כיפור
2429,09/17/2051,Su,תשרי 11 5812,חולין קכא,"חוה""מ סוכות"
2430,09/24/2051,Su,תשרי 18 5812,חולין קכב,בראשית
2431,10/01/2051,Su,תשרי 25 5812,חולין קכג,נח
2432,10/08/2051,Su,חשון 2 5812,חולין קכד,לך לך
2433,10/15/2051,Su,חשון 9 5812,חולין קכה,וירא
2434,10/22/2051,Su,חשון 16 5812,חולין קכו,חיי שרה
2435,10/29/2051,Su,חשון 23 5812,חולין קכז,תולדת
2436,11/05/2051,Su,כסלו 1 5812,חולין קכח,ויצא
2437,11/12/2051,Su,כסלו 8 5812,חולין קכט,וישלח
2438,11/19/2051,Su,כסלו 15 5812,חולין קל,וישב
2439,11/26/2051,Su,כסלו 22 5812,חולין קלא,מקץ
2440,12/03/2051,Su,כסלו 29 5812,חולין קלב,ויגש
2441,12/10/2051,Su,טבת 7 5812,חולין קלג,ויחי
2442,12/17/2051,Su,טבת 14 5812,חולין קלד,שמות
2443,12/24/2051,Su,טבת 21 5812,חולין קלה,וארא
2444,12/31/2051,Su,טבת 28 5812,חולין קלו,בא
2445,01/07/2052,Su,שבט 6 5812,חולין קלז,בשלח
2446,01/14/2052,Su,שבט 13 5812,חולין קלח,יתרו
2447,01/21/2052,Su,שבט 20 5812,חולין קלט,משפטים
2448,01/28/2052,Su,שבט 27 5812,חולין קמ,תרומה
2449,02/04/2052,Su,אדר א 4 5812,חולין קמא,תצוה
2450,02/11/2052,Su,אדר א 11 5812,חולין קמב,כי תשא
2451,02/18/2052,Su,אדר א 18 5812,בכורות ב,ויקהל
2452,02/25/2052,Su,אדר א 25 5812,בכורות ג,פקודי
2453,03/03/2052,Su,אדר ב 2 5812,בכורות ד,ויקרא
2454,03/10/2052,Su,אדר ב 9 5812,בכורות ה,צו
2455,03/17/2052,Su,אדר ב 16 5812,בכורות ו,שמיני
2456,03/24/2052,Su,אדר ב 23 5812,בכורות ז,תזריע
2457,03/31/2052,Su,ניסן 1 5812,בכורות ח,מצורע
2458,04/07/2052,Su,ניסן 8 5812,בכורות ט,אחרי מות
2459,04/14/2052,Su,ניסן 15 5812,בכורות י,פסח
2460,04/21/2052,Su,ניסן 22 5812,בכורות יא,קדשים
2461,04/28/2052,Su,ניסן 29 5812,בכורות יב,אמור
2462,05/05/2052,Su,אייר 6 5812,בכורות יג,בהר
2463,05/12/2052,Su,אייר 13 5812,בכורות יד,בחקתי
2464,05/19/2052,Su,אייר 20 5812,בכורות טו,במדבר
2465,05/26/2052,Su,אייר 27 5812,בכורות טז,נשא
2466,06/02/2052,Su,סיון 5 5812,בכורות יז,בהעלתך
2467,06/09/2052,Su,סיון 12 5812,בכורות יח,שלח לך
2468,06/16/2052,Su,סיון 19 5812,בכורות יט,קרח
2469,06/23/2052,Su,סיון 26 5812,בכורות כ,חקת
2470,06/30/2052,Su,תמוז 3 5812,בכורות כא,בלק
2471,07/07/2052,Su,תמוז 10 5812,בכורות כב,פינחס
2472,07/14/2052,Su,תמוז 17 5812,בכורות כג,מטות
2473,07/21/2052,Su,תמוז 24 5812,בכורות כד,מסעי
2474,07/28/2052,Su,אב 2 5812,בכורות כה,דברים
2475,08/04/2052,Su,אב 9 5812,בכורות כו,ואתחנן
2476,08/11/2052,Su,אב 16 5812,בכורות כז,עקב
2477,08/18/2052,Su,אב 23 5812,בכורות כח,ראה
2478,08/25/2052,Su,אב 30 5812,בכורות כט,שופטים
2479,09/01/2052,Su,אלול 7 5812,בכורות ל,כי תצא
2480,09/08/2052,Su,אלול 14 5812,בכורות לא,כי תבוא
2481,09/15/2052,Su,אלול 21 5812,בכורות לב,נצבים
2482,09/22/2052,Su,אלול 28 5812,בכורות לג,וילך
2483,09/29/2052,Su,תשרי 6 5813,בכורות לד,האזינו
2484,10/06/2052,Su,תשרי 13 5813,בכורות לה,"חוה""מ סוכות"
2485,10/13/2052,Su,תשרי 20 5813,בכורות לו,בראשית
2486,10/20/2052,Su,תשרי 27 5813,בכורות לז,נח
2487,10/27/2052,Su,חשון 4 5813,בכורות לח,לך לך
2488,11/03/2052,Su,חשון 11 5813,בכורות לט,וירא
2489,11/10/2052,Su,חשון 18 5813,בכורות מ,חיי שרה
2490,11/17/2052,Su,חשון 25 5813,בכורות מא,תולדת
2491,11/24/2052,Su,כסלו 3 5813,בכורות מב,ויצא
2492,12/01/2052,Su,כסלו 10 5813,בכורות מג,וישלח
2493,12/08/2052,Su,כסלו 17 5813,בכורות מד,וישב
2494,12/15/2052,Su,כסלו 24 5813,בכורות מה,מקץ
2495,12/22/2052,Su,טבת 1 5813,בכורות מו,ויגש
2496,12/29/2052,Su,טבת 8 5813,בכורות מז,ויחי
2497,01/05/2053,Su,טבת 15 5813,בכורות מח,שמות
2498,01/12/2053,Su,טבת 22 5813,בכורות מט,וארא
2499,01/19/2053,Su,טבת 29 5813,בכורות נ,בא
2500,01/26/2053,Su,שבט 7 5813,בכורות נא,בשלח
2501,02/02/2053,Su,שבט 14 5813,בכורות נב,יתרו
2502,02/09/2053,Su,שבט 21 5813,בכורות נג,משפטים
2503,02/16/2053,Su,שבט 28 5813,בכורות נד,תרומה
2504,02/23/2053,Su,אדר 5 5813,בכורות נה,תצוה
2505,03/02/2053,Su,אדר 12 5813,בכורות נו,כי תשא
2506,03/09/2053,Su,אדר 19 5813,בכורות נז,ויקהל-פקודי
2507,03/16/2053,Su,אדר 26 5813,בכורות נח,ויקרא
2508,03/23/2053,Su,ניסן 4 5813,בכורות נט,צו
2509,03/30/2053,Su,ניסן 11 5813,בכורות ס,"חוה""מ פסח"
2510,04/06/2053,Su,ניסן 18 5813,בכורות סא,שמיני
2511,04/13/2053,Su,ניסן 25 5813,ערכין ב,תזריע-מצורע
2512,04/20/2053,Su,אייר 2 5813,ערכין ג,אחרי מות-קדשים
2513,04/27/2053,Su,אייר 9 5813,ערכין ד,אמור
2514,05/04/2053,Su,אייר 16 5813,ערכין ה,בהר-בחקתי
2515,05/11/2053,Su,אייר 23 5813,ערכין ו,במדבר
2516,05/18/2053,Su,סיון 1 5813,ערכין ז,שבועות
2517,05/25/2053,Su,סיון 8 5813,ערכין ח,נשא
2518,06/01/2053,Su,סיון 15 5813,ערכין ט,בהעלתך
2519,06/08/2053,Su,סיון 22 5813,ערכין י,שלח לך
2520,06/15/2053,Su,סיון 29 5813,ערכין יא,קרח
2521,06/22/2053,Su,תמוז 6 5813,ערכין יב,חקת-בלק
2522,06/29/2053,Su,תמוז 13 5813,ערכין יג,פינחס
2523,07/06/2053,Su,תמוז 20 5813,ערכין יד,מטות-מסעי
2524,07/13/2053,Su,תמוז 27 5813,ערכין טו,דברים
2525,07/20/2053,Su,אב 5 5813,ערכין טז,ואתחנן
2526,07/27/2053,Su,אב 12 5813,ערכין יז,עקב
2527,08/03/2053,Su,אב 19 5813,ערכין יח,ראה
2528,08/10/2053,Su,אב 26 5813,ערכין יט,שופטים
2529,08/17/2053,Su,אלול 3 5813,ערכין כ,כי תצא
2530,08/24/2053,Su,אלול 10 5813,ערכין כא,כי תבוא
2531,08/31/2053,Su,אלול 17 5813,ערכין כב,נצבים-וילך
2532,09/07/2053,Su,אלול 24 5813,ערכין כג,ראש השנה
2533,09/14/2053,Su,תשרי 2 5814,ערכין כד,האזינו
2534,09/21/2053,Su,תשרי 9 5814,ערכין כה,סוכות
2535,09/28/2053,Su,תשרי 16 5814,ערכין כו,שמיני עצרת
2536,10/05/2053,Su,תשרי 23 5814,ערכין כז,בראשית
2537,10/12/2053,Su,תשרי 30 5814,ערכין כח,נח
2538,10/19/2053,Su,חשון 7 5814,ערכין כט,לך לך
2539,10/26/2053,Su,חשון 14 5814,ערכין ל,וירא
2540,11/02/2053,Su,חשון 21 5814,ערכין לא,חיי שרה
2541,11/09/2053,Su,חשון 28 5814,ערכין לב,תולדת
2542,11/16/2053,Su,כסלו 5 5814,ערכין לג,ויצא
2543,11/23/2053,Su,כסלו 12 5814,ערכין לד,וישלח
2544,11/30/2053,Su,כסלו 19 5814,תמורה ב,וישב
2545,12/07/2053,Su,כסלו 26 5814,תמורה ג,מקץ
2546,12/14/2053,Su,טבת 3 5814,תמורה ד,ויגש
2547,12/21/2053,Su,טבת 10 5814,תמורה ה,ויחי
2548,12/28/2053,Su,טבת 17 5814,תמורה ו,שמות
2549,01/04/2054,Su,טבת 24 5814,תמורה ז,וארא
2550,01/11/2054,Su,שבט 2 5814,תמורה ח,בא
2551,01/18/2054,Su,שבט 9 5814,תמורה ט,בשלח
2552,01/25/2054,Su,שבט 16 5814,תמורה י,יתרו
2553,02/01/2054,Su,שבט 23 5814,תמורה יא,משפטים
2554,02/08/2054,Su,שבט 30 5814,תמורה יב,תרומה
2555,02/15/2054,Su,אדר א 7 5814,תמורה יג,תצוה
2556,02/22/2054,Su,אדר א 14 5814,תמורה יד,כי תשא
2557,03/01/2054,Su,אדר א 21 5814,תמורה טו,ויקהל
2558,03/08/2054,Su,אדר א 28 5814,תמורה טז,פקודי
2559,03/15/2054,Su,אדר ב 5 5814,תמורה יז,ויקרא
2560,03/22/2054,Su,אדר ב 12 5814,תמורה יח,צו
2561,03/29/2054,Su,אדר ב 19 5814,תמורה יט,שמיני
2562,04/05/2054,Su,אדר ב 26 5814,תמורה כ,תזריע
2563,04/12/2054,Su,ניסן 4 5814,תמורה כא,מצורע
2564,04/19/2054,Su,ניסן 11 5814,תמורה כב,"חוה""מ פסח"
2565,04/26/2054,Su,ניסן 18 5814,תמורה כג,אחרי מות
2566,05/03/2054,Su,ניסן 25 5814,תמורה כד,קדשים
2567,05/10/2054,Su,אייר 2 5814,תמורה כה,אמור
2568,05/17/2054,Su,אייר 9 5814,תמורה כו,בהר
2569,05/24/2054,Su,אייר 16 5814,תמורה כז,בחקתי
2570,05/31/2054,Su,אייר 23 5814,תמורה כח,במדבר
2571,06/07/2054,Su,סיון 1 5814,תמורה כט,שבועות
2572,06/14/2054,Su,סיון 8 5814,תמורה ל,נשא
2573,06/21/2054,Su,סיון 15 5814,תמורה לא,בהעלתך
2574,06/28/2054,Su,סיון 22 5814,תמורה לב,שלח לך
2575,07/05/2054,Su,סיון 29 5814,תמורה לג,קרח
2576,07/12/2054,Su,תמוז 6 5814,תמורה לד,חקת-בלק
2577,07/19/2054,Su,תמוז 13 5814,כריתות ב,פינחס
2578,07/26/2054,Su,תמוז 20 5814,כריתות ג,מטות-מסעי
2579,08/02/2054,Su,תמוז 27 5814,כריתות ד,דברים
2580,08/09/2054,Su,אב 5 5814,כריתות ה,ואתחנן
2581,08/16/2054,Su,אב 12 5814,כריתות ו,עקב
2582,08/23/2054,Su,אב 19 5814,כריתות ז,ראה
2583,08/30/2054,Su,אב 26 5814,כריתות ח,שופטים
2584,09/06/2054,Su,אלול 3 5814,כריתות ט,כי תצא
2585,09/13/2054,Su,אלול 10 5814,כריתות י,כי תבוא
2586,09/20/2054,Su,אלול 17 5814,כריתות יא,נצבים-וילך
2587,09/27/2054,Su,אלול 24 5814,כריתות יב,ראש השנה
2588,10/04/2054,Su,תשרי 2 5815,כריתות יג,האזינו
2589,10/11/2054,Su,תשרי 9 5815,כריתות יד,סוכות
2590,10/18/2054,Su,תשרי 16 5815,כריתות טו,שמיני עצרת
2591,10/25/2054,Su,תשרי 23 5815,כריתות טז,בראשית
2592,11/01/2054,Su,תשרי 30 5815,כריתות יז,נח
2593,11/08/2054,Su,חשון 7 5815,כריתות יח,לך לך
2594,11/15/2054,Su,חשון 14 5815,כריתות יט,וירא
2595,11/22/2054,Su,חשון 21 5815,כריתות כ,חיי שרה
2596,11/29/2054,Su,חשון 28 5815,כריתות כא,תולדת
2597,12/06/2054,Su,כסלו 5 5815,כריתות כב,ויצא
2598,12/13/2054,Su,כסלו 12 5815,כריתות כג,וישלח
2599,12/20/2054,Su,כסלו 19 5815,כריתות כד,וישב
2600,12/27/2054,Su,כסלו 26 5815,כריתות כה,מקץ
2601,01/03/2055,Su,טבת 3 5815,כריתות כו,ויגש
2602,01/10/2055,Su,טבת 10 5815,כריתות כז,ויחי
2603,01/17/2055,Su,טבת 17 5815,כריתות כח,שמות
2604,01/24/2055,Su,טבת 24 5815,מעילה ב,וארא
2605,01/31/2055,Su,שבט 2 5815,מעילה ג,בא
2606,02/07/2055,Su,שבט 9 5815,מעילה ד,בשלח
2607,02/14/2055,Su,שבט 16 5815,מעילה ה,יתרו
2608,02/21/2055,Su,שבט 23 5815,מעילה ו,משפטים
2609,02/28/2055,Su,שבט 30 5815,מעילה ז,תרומה
2610,03/07/2055,Su,אדר 7 5815,מעילה ח,תצוה
2611,03/14/2055,Su,אדר 14 5815,מעילה ט,כי תשא
2612,03/21/2055,Su,אדר 21 5815,מעילה י,ויקהל-פקודי
2613,03/28/2055,Su,אדר 28 5815,מעילה יא,ויקרא
2614,04/04/2055,Su,ניסן 6 5815,מעילה יב,צו
2615,04/11/2055,Su,ניסן 13 5815,מעילה יג,"חוה""מ פסח"
2616,04/18/2055,Su,ניסן 20 5815,מעילה יד,שמיני
2617,04/25/2055,Su,ניסן 27 5815,מעילה טו,תזריע-מצורע
2618,05/02/2055,Su,אייר 4 5815,מעילה טז,אחרי מות-קדשים
2619,05/09/2055,Su,אייר 11 5815,מעילה יז,אמור
2620,05/16/2055,Su,אייר 18 5815,מעילה יח,בהר-בחקתי
2621,05/23/2055,Su,אייר 25 5815,מעילה יט,במדבר
2622,05/30/2055,Su,סיון 3 5815,מעילה כ,נשא
2623,06/06/2055,Su,סיון 10 5815,מעילה כא,בהעלתך
2624,06/13/2055,Su,סיון 17 5815,Mishnah Kinnim 1,שלח לך
2625,06/20/2055,Su,סיון 24 5815,Mishnah Kinnim 2,קרח
2626,06/27/2055,Su,תמוז 1 5815,Mishnah Kinnim 3,חקת
2627,07/04/2055,Su,תמוז 8 5815,תמיד כה,בלק
2628,07/11/2055,Su,תמוז 15 5815,תמיד כו,פינחס
2629,07/18/2055,Su,תמוז 22 5815,תמיד כז,מטות-מסעי
2630,07/25/2055,Su,תמוז 29 5815,תמיד כח,דברים
2631,08/01/2055,Su,אב 7 5815,תמיד כט,ואתחנן
2632,08/08/2055,Su,אב 14 5815,תמיד ל,עקב
2633,08/15/2055,Su,אב 21 5815,תמיד לא,ראה
2634,08/22/2055,Su,אב 28 5815,תמיד לב,שופטים
2635,08/29/2055,Su,אלול 5 5815,תמיד לג,כי תצא
2636,09/05/2055,Su,אלול 12 5815,Mishnah Middot 1:1-2:2,כי תבוא
2637,09/12/2055,Su,אלול 19 5815,Mishnah Middot 2:3-3:2,נצבים-וילך
2638,09/19/2055,Su,אלול 26 5815,Mishnah Middot 3:3-4:2,האזינו
2639,09/26/2055,Su,תשרי 4 5816,Mishnah Middot 4:3-5:4,יום כיפור
2640,10/03/2055,Su,תשרי 11 5816,נידה ב,"חוה""מ סוכות"
2641,10/10/2055,Su,תשרי 18 5816,נידה ג,בראשית
2642,10/17/2055,Su,תשרי 25 5816,נידה ד,נח
2643,10/24/2055,Su,חשון 2 5816,נידה ה,לך לך
2644,10/31/2055,Su,חשון 9 5816,נידה ו,וירא
2645,11/07/2055,Su,חשון 16 5816,נידה ז,חיי שרה
2646,11/14/2055,Su,חשון 23 5816,נידה ח,תולדת
2647,11/21/2055,Su,כסלו 1 5816,נידה ט,ויצא
2648,11/28/2055,Su,כסלו 8 5816,נידה י,וישלח
2649,12/05/2055,Su,כסלו 15 5816,נידה יא,וישב
2650,12/12/2055,Su,כסלו 22 5816,נידה יב,מקץ
2651,12/19/2055,Su,כסלו 29 5816,נידה יג,ויגש
2652,12/26/2055,Su,טבת 6 5816,נידה יד,ויחי
2653,01/02/2056,Su,טבת 13 5816,נידה טו,שמות
2654,01/09/2056,Su,טבת 20 5816,נידה טז,וארא
2655,01/16/2056,Su,טבת 27 5816,נידה יז,בא
2656,01/23/2056,Su,שבט 5 5816,נידה יח,בשלח
2657,01/30/2056,Su,שבט 12 5816,נידה יט,יתרו
2658,02/06/2056,Su,שבט 19 5816,נידה כ,משפטים
2659,02/13/2056,Su,שבט 26 5816,נידה כא,תרומה
2660,02/20/2056,Su,אדר 3 5816,נידה כב,תצוה
2661,02/27/2056,Su,אדר 10 5816,נידה כג,כי תשא
2662,03/05/2056,Su,אדר 17 5816,נידה כד,ויקהל-פקודי
2663,03/12/2056,Su,אדר 24 5816,נידה כה,ויקרא
2664,03/19/2056,Su,ניסן 2 5816,נידה כו,צו
2665,03/26/2056,Su,ניסן 9 5816,נידה כז,פסח
2666,04/02/2056,Su,ניסן 16 5816,נידה כח,פסח
2667,04/09/2056,Su,ניסן 23 5816,נידה כט,שמיני
2668,04/16/2056,Su,ניסן 30 5816,נידה ל,תזריע-מצורע
2669,04/23/2056,Su,אייר 7 5816,נידה לא,אחרי מות-קדשים
2670,04/30/2056,Su,אייר 14 5816,נידה לב,אמור
2671,05/07/2056,Su,אייר 21 5816,נידה לג,בהר-בחקתי
2672,05/14/2056,Su,אייר 28 5816,נידה לד,במדבר
2673,05/21/2056,Su,סיון 6 5816,נידה לה,נשא
2674,05/28/2056,Su,סיון 13 5816,נידה לו,בהעלתך
2675,06/04/2056,Su,סיון 20 5816,נידה לז,שלח לך
2676,06/11/2056,Su,סיון 27 5816,נידה לח,קרח
2677,06/18/2056,Su,תמוז 4 5816,נידה לט,חקת
2678,06/25/2056,Su,תמוז 11 5816,נידה מ,בלק
2679,07/02/2056,Su,תמוז 18 5816,נידה מא,פינחס
2680,07/09/2056,Su,תמוז 25 5816,נידה מב,מטות-מסעי
2681,07/16/2056,Su,אב 3 5816,נידה מג,דברים
2682,07/23/2056,Su,אב 10 5816,נידה מד,ואתחנן
2683,07/30/2056,Su,אב 17 5816,נידה מה,עקב
2684,08/06/2056,Su,אב 24 5816,נידה מו,ראה
2685,08/13/2056,Su,אלול 1 5816,נידה מז,שופטים
2686,08/20/2056,Su,אלול 8 5816,נידה מח,כי תצא
2687,08/27/2056,Su,אלול 15 5816,נידה מט,כי תבוא
2688,09/03/2056,Su,אלול 22 5816,נידה נ,נצבים
2689,09/10/2056,Su,אלול 29 5816,נידה נא,וילך
2690,09/17/2056,Su,תשרי 7 5817,נידה נב,האזינו
2691,09/24/2056,Su,תשרי 14 5817,נידה נג,"חוה""מ סוכות"
2692,10/01/2056,Su,תשרי 21 5817,נידה נד,בראשית
2693,10/08/2056,Su,תשרי 28 5817,נידה נה,נח
2694,10/15/2056,Su,חשון 5 5817,נידה נו,לך לך
2695,10/22/2056,Su,חשון 12 5817,נידה נז,וירא
2696,10/29/2056,Su,חשון 19 5817,נידה נח,חיי שרה
2697,11/05/2056,Su,חשון 26 5817,נידה נט,תולדת
2698,11/12/2056,Su,כסלו 4 5817,נידה ס,ויצא
2699,11/19/2056,Su,כסלו 11 5817,נידה סא,וישלח
2700,11/26/2056,Su,כסלו 18 5817,נידה סב,וישב
2701,12/03/2056,Su,כסלו 25 5817,נידה סג,מקץ
2702,12/10/2056,Su,טבת 3 5817,נידה סד,ויגש
2703,12/17/2056,Su,טבת 10 5817,נידה סה,ויחי
2704,12/24/2056,Su,טבת 17 5817,נידה סו,שמות
2705,12/31/2056,Su,טבת 24 5817,נידה סז,וארא
2706,01/07/2057,Su,שבט 2 5817,נידה סח,בא
2707,01/14/2057,Su,שבט 9 5817,נידה סט,בשלח
2708,01/21/2057,Su,שבט 16 5817,נידה ע,יתרו
2709,01/28/2057,Su,שבט 23 5817,נידה עא,משפטים
2710,02/04/2057,Su,שבט 30 5817,נידה עב,תרומה
2711,02/11/2057,Su,אדר א 7 5817,נידה עג,תצוה
