Index Title,Beitzah
Beitzah 24a:16,"Vielmehr, erklärte Rabba b. R. Hona im Namen Šemuéls, diese kommen abends in ihren Käfig, und ihre Nahrung liegt dir ob, jene kommen abends in ihren Käfig, ihre Nahrung liegt dir aber nicht ob.
"
Beitzah 24a:17,"R.Mari erwiderte: Diesen rauß man [beim Einfangen] auflauern, jenen braucht man nicht aufzulauernGf. Bd. I S. 755 Anm. 19.. – Auflauern muß man ja allen!? – Wir meinen, auch wenn sie in ihren Käfig zurückkehren.
"
Beitzah 24a:18,"<sup>ii</sup> <b>W</b><small>ENN MAN AM</small> V<small>ORABEND DES</small> F<small>ESTTAGES</small> T<small>IER-</small>, G<small>EFLÜGEL- UND</small> F<small>ISCHNETZE AUSGELEGT HAT, SO DARF MAN AUS DIESEN AM</small> F<small>ESTTAGE NUR DANN NEHMEN, WENN MAN WEISS, DASS SIE BEREITS AM</small> V<small>ORABEND DES</small> F<small>ESTES GEFANGEN WAREN</small>. E<small>INST BRACHTE EIN</small> N<small>ICHTJUDE</small> R. G<small>AMLIÉL</small> F<small>ISCHE</small> [<small>AM</small> F<small>ESTE</small>], <small>DA SPRACH ER</small>: S<small>IE SIND ZWAR ERLAUBT, JEDOCH WILL ICH SIE IHM NICHT ABNEHMEN</small>.
"
Beitzah 24a:19,"GEMARA. Ein Tatfall zur Widerlegung!? - [Die Mišna] ist lückenhaft und muß wie folgt lauten: Wovon ein Zweifel obwaltet, ob es [am Vorabend] vorrätig war, ist verboten, nach R. Gamliél aber erlaubt; einst brachte auch ein Nichtjude R. Gamliél Fische [am Feste], da sprach er: Sie sind zwar erlaubt, jedoch will ich sie ihm nicht abnehmen.
"
Beitzah 24a:20,"R. Jehuda sagte im Namen Šemuéls: Die Halakha ist nicht wie R. Gamliél. Manche beziehen dies auf folgende Lehre: Wovon ein Zweifel obwaltet, ob es [am Vorabend] vorrätig war, ist nach R. Gamliél erlaubt und nach R. Jehošua͑ verboten. Hierzu sagte R. Jehuda im Namen Šemuéls, die Halakha sei wie R. Jehošua͑. Manche beziehen dies auf folgende Lehre:
"
Beitzah 24b:1,"Man darf am Festtage Tiere aus den Behältern schlachten, nicht aber solche aus FangnetzenWeil sie an diesem Tage gefangen worden sein können. und Jägergarnen; R. Šimo͑n b.Elea͑zar sagte: Wenn man kommt und [die Fangnetze] vom Vorabend des Festes beschädigt findet, so sind [die Tiere] bestimmt am Vorabend des Festes gefangenEs ist durch das Zerren u. die Bef reiungsversuche der gefangenen Tiere erfolgt. worden und somit erlaubt, und wenn man kommt und sie am Festtage beschädigt findet, so sind sie bestimmt am Festtage gefangen worden und somit verboten.
"
Beitzah 24b:2,"Dies widerspricht sich ja selbst: zuerst sagst du, daß, wenn man kommt und sie vom Vorabend des Festes beschädigt findet, [die Tiere] bestimmt am Vorabend gefangen worden sind, nur wenn man sie dann beschädigt findet, wenn aber ein Zweifel obwaltet, sind sie demnach verboten,
"
Beitzah 24b:3,"[dagegen aber] heißt es im Schlußsatze, daß, wenn man kommt und sie am Festtage beschädigt findet, sie bestimmt am Festtage gefangen worden sind, nur wenn man sie dann beschädigt findet, wenn aber ein Zweifel obwaltet, gelten sie als bereits am Vorabende des Festtages gefangen und sind erlaubt!? Vielmehr meint er es wie folgt: Kommt man und findet [die Netze] vom Vorabend des Festes beschädigt, so sind sie bestimmt am Vorabend des Festes gefangen worden und somit erlaubt, ist es aber zweifelhaft, so ist es ebenso, als wären sie am Festtage selbst gefangen worden und sie sind verboten.
"
Beitzah 24b:4,"Hierzu sagte R. Jehuda im Namen Šemuéls, die Halakha sei wie R. Šimo͑n b.Elea͑zar.
"
Beitzah 24b:5,"D<small>A SPRACH ER</small>: S<small>IE SIND ZWAR ERLAUBT</small>. In welcher Hinsicht erlaubt? – Rabh sagt, abzunehmen, und Levi sagt, zu essen.
"
Beitzah 24b:6,"Rabh sagte: Nie versäume man das Lehrhaus, auch nicht eine Stunde, denn ich und Levi, wir waren beide anwesend, als Rabbi diese Lehre vortrug; abends sagte er, es sei erlaubt, sie zu essen, und am [folgenden] Morgen sagte er, es sei erlaubt, sie abzunehmen. Ich war dann im Lehrhause, und bin so [von der ersten Lehre] abgekommen, Levi war dann nicht im Lehrhause, und ist von dieser nicht abgekommen.
"
Beitzah 24b:7,"Man wandte ein: Wenn ein Nichtjude einem Jisraéliten ein Geschenk bringt, selbst schlammige Fische oder Früchte desselben Tages, so sind sie erlaubt. Einleuchtend ist dies nach demjenigen, der abzunehmen erlaubt sagt, sind denn aber nach demjenigen, der sie zu essen erlaubt sagt, Früchte desselben Tages zu essen erlaubt!? –
"
Beitzah 24b:8,"Sind denn, auch nach deiner Auffassung, Früchte desselben Tages fortzubewegen erlaubt!? Vielmehr gilt dies von zerschnittenenKann auch heißen: von roten, die noch rote KiiBmen haben, dh. die frisch sind, jed, nicht vom selben Tage.Fischen und in Kraut eingelegten Früchten, und nur deshalb nennt er sie ‘desselben Tages’, weil sie so [frisch] sind, als wären sie am selben Tage [gepflückt] worden.
"
Beitzah 24b:9,"R. Papa sagte: Die Halakha ist, wenn ein Nichtjude einem Jisraéliten am Festtage ein Geschenk bringt, sei es verboten, wenn von derselben Art noch am Boden haftet, und auch abends so lange als [das Pflücken] dauertUm von der am Feste geleisteten Arbeit keinen Nutzen zu haben.;
"
Beitzah 24b:10,"wenn aber von derselben Art nichts am Boden haftet, so ist es, wenn aus demselben [Šabbath]gebiete, erlaubt,
"
Beitzah 25a:1,"wenn von außerhalb des [Šabbath]gebietes, verboten. Und was für einen Jisraéliten gebracht wird, ist für einen anderen Jisraéliten erlaubt.
"
Beitzah 25a:2,"Rabba b.R. Hona sagte im Namen Rabhs: Wenn man am Vorabend des Festes den Teich absperrtSo daß keine Fische hineinkommen.und am folgenden Morgen in diesem Fische findet, so sind sie erlaubt.
"
Beitzah 25a:3,"R. Ḥisda sprach: Aus den Worten unseres Meisters lernen wir, daß, wenn ein Tier in einem Obstgarten haust, man nicht [die Jungen für das Fest] besonders zu bestimmen braucht. R. Naḥman sprach: Unser Kollege geriet unter die Großen. Manche lesen: Rabba b.R. Hona sprach: Aus den Worten unseres Meisters lernen wir, daß, wenn ein Tier in einem Obstgarten haust, man nicht [die Jungen für das Fest] besonders zu bestimmen braucht. R. Naḥman sprach: Der Sohn unseres Kollegen geriet unter die Großen.
"
Beitzah 25a:4,"Hierbei hat man ja keine Tätigkeit ausgeübt, während man da eine Tätigkeit ausgeübt hat.
"
Beitzah 25a:5," Und ist etwa keine besondere Bestimmung nötig, es wird ja gelehrt: Wenn ein Tier in einem Obstgarten haust, so muß man [die Jungen für das Fest] besonders bestimmen; einem frei umherfliegenden Vogel muß man etwas an den Flügel binden, damit man ihn nicht mit der Mutter verwechsle. Dies bekundeten sie im Namen von Šema͑ja und Ptollion!? Dies ist eine Widerlegung. –
"
Beitzah 25a:6," Ist denn eine Bestimmung nötig, es wird ja gelehrt: R. Šimo͑n b.Elea͑zar sagte: Die Schule Šammajs und die Schule Hillels stimmen überein, daß, wenn man [Tauben] im Neste bestimmt hat und welche vor dem Neste findet, sie verboten sind. Diese Worte gelten nur von im Schlage und auf dem Boden sich aufhaltenden Tauben und in Nestern und Wölbungen nistenden Vögeln, Gänse aber, Hühner, Haustauben und im Obstgarten hausende Tiere sind erlaubt, ohne daß man sie besonders zu bestimmen braucht. Einem frei umherfliegenden Vogel binde man etwas an den Flügel, damit man ihn nicht mit der Mutter verwechsle.
"
Beitzah 25a:7," An denen etwas festgebunden ist, die befühlt worden sind, sind, wenn sie sich in Gewölben, Häusern, Graben oder Höhlen befinden, erlaubt, wenn aber auf Bäumen, verboten, weil man heraufsteigen und etwas abpflücken könnte. [Tauben,] an denen etwas festgebunden ist, oder die befühlt worden sind, sind überall als fremdes Eigentum verboten!?
"
Beitzah 25a:8," R. Naḥman [b. Jiçḥaq] erwiderte: Das ist kein Einwand; das eine gilt von den Jungen und das andere von der Mutter. – Genügt denn für die Mutter die Bestimmung, diese muß ja eingefangen werden!?
"
Beitzah 25a:9," Vielmehr, erwiderte R. Naḥman b.Jiçḥaq, gilt beides von den Jungen, nur gilt das eine von einem nahe der Stadt gelegenen Garten und das andere von einem nicht nahe der Stadt gelegenen Garten.
"
Beitzah 25a:10,"<sup>iii</sup> <b>E</b><small>IN IN</small> L<small>EBENSGEFAHR</small> S<small>CHWEBENDES</small> V<small>IEH DARF MAN</small>Am Feste, wenn nur aus dem Grunde, damit es nicht verende.<small>NUR DANN SCHLACHTEN</small>, <small>WENN MAN VON DIESEM NOCH AM</small> T<small>AGE EIN OLIVENGROSSES</small> S<small>TÜCK GEBRATEN ESSEN KANN;</small> R. A͑<small>QIBA SAGT, AUCH WENN NUR EIN OLIVENGROSSES</small> S<small>TÜCK ROH VON DER</small> S<small>CHLACHTSTELLE</small>Vom Halse, ohne erst das Tier abhäuten u. zerlegen zu müssen..
"
Beitzah 25a:11,"H<small>AT MAN ES AUF DEM</small> F<small>ELDE GESCHLACHTET</small>, <small>SO DARF MAN ES NICHT AN EINER</small> S<small>TANGE ODER AUF EINER</small> T<small>RAGE HEIMBRINGEN, WOHL ABER GLIEDWEISE IN DER</small> H<small>AND</small>.
"
Beitzah 25a:12,"GEMARA. Rami b.Abba sagte: Enthäuten und Zerlegen erfolgt beim Brandopfer, und dasselbe gilt auch für Schlächter; die Tora lehrt damit Lebensart, daß man vor dem Enthäuten und dem Zerlegen vom Fleische nicht esse. –
"
Beitzah 25a:13,"Was schließt dies aus: wollte man sagen, die Lehre R. Honas, denn R. Hona sagte, das lebende Vieh befinde sich solange im Zustande des VerbotenenDas Fleisch ist verboten, solange man nicht weiß, daß das Vieh vorschriftsmäßig geschlachtet wurde. Entdeckt man nach dem vorschriftsmäßigen Schlachten eine Verletzung an einem inneren Organe, die das Tier zum Genusse verboten macht, und weiß man nicht, ob diese vor oder nach dem Schlachten entstanden ist, so ist das Tier erlaubt., bis dir bekannt wird, wie es geschlachtet worden ist,
"
Beitzah 25a:14,"das geschlachtete Vieh befinde sich solange im Zustande des Erlaubten, bis dir bekannt wird, wodurch es verboten wordenDas Fleisch ist verboten, solange man nicht weiß, daß das Vieh vorschriftsmäßig geschlachtet wurde. Entdeckt man nach dem vorschriftsmäßigen Schlachten eine Verletzung an einem inneren Organe, die das Tier zum Genusse verboten macht, und weiß man nicht, ob diese vor oder nach dem Schlachten entstanden ist, so ist das Tier erlaubt.ist,
"
Beitzah 25a:15,"so lehrt ja unsere Mišna übereinstimmend mit R. Hona!? Wir haben nämlich gelernt: R. A͑qiba sagt, auch wenn nur ein olivengroßes Stück roh von der Schlachtstelle. Doch wohl wörtlich, von der Stelle, wo es geschlachtet wirdVom Halse, wozu das Enthäuten des Tieres nicht erforderlich ist.. –
"
Beitzah 25a:16,"Nein, von der Stelle, wo es die Speisen verdautDas W. <span dir=""rtl"">טבח</span> hat die weitere Bedeutung vernichten, zermalmen u. unter <span dir=""rtl"">בית הטביחה</span> sind die Verdauungsorgane zu verstehen; um zu diesen zu gelangen, muß das Tier zerlegt werden.. –
"
Beitzah 25a:17,"Aber R. Ḥija lehrte ja: Wörtlich, von der Stelle, wo es geschlachtet wird!? – Vielmehr, Rami b. Abba
"
Beitzah 25b:1,"lehrt uns Lebensart.
"
Beitzah 25b:2,"Es wird nämlich gelehrt: Man beginne Knoblauch oder Zwiebel nicht an der Kopfseite zu essen, sondern an der Blätterseite; wer so ißt, ist gefräßig. Desgleichen trinke man seinen Becher nicht mit einem Zuge aus; wer so trinkt, ist gierig. Die Rabbanan lehrten: Wer seinen Beclier in einem Zuge trinkt, ist gierig, wer in zwei, ist gesittet, wer in drei, ist hochmütig.
"
Beitzah 25b:3,"Ferner sagte Rami b.Abba: Der Epheu hackt die Füße der FrevlerDie Grenzverrückung begehen; diese Pflanze wird als Grenzzeichen benutzt.ab.
"
Beitzah 25b:4,"Die PflanzeDer vorzeitige Genuß der Baumfrüchte vor Ablauf der 3 Jahre; cf. Lev. 19,23.ackt die Füße der Schlächter und der Mentruierenden BeiwohnendenErstere essen vorzeitig vom Fleische, bevor das Tier enthäutet, zerlegt u, untersucht worden ist; letztere üben die Beiwohnung vorzeitig aus, bevor die Frau das Reinigungsbad genommen hat.ab.
"
Beitzah 25b:5,"Die Lupine hackt die Füße der Feinde JisraélsEuphem. für Jisr. selbst. Die Lupine ist so bitter, daß sie erst nach siebenmaligem Kochen genießbar ist; auch Jisraél hat die 7 im folgenden Verse genannten Götzen verehrt u. wurde 7 mal gezüchtigt, ohne sich zu bessern.ab, denn es heißt:Jud. 10,6.<i>die Kinder Jisraéls fuhren fori das zu tun, was dem Herrn mißfiel, und sie verehrten die Baa͑le, die Aštaroth, die Götter Arams, die Götter Çidons, die Götter Moabs, die Götter der A͑mmoniten und die Götter der Pelištim; sie verließen den Herrn und verehrten ihn nicht</i>.
"
Beitzah 25b:6,"Wenn es heißt: <i>sie verließen den Herrn</i>, so weiß ich ja, daß sie ihn nicht verehrten, wozu heißt es: <i>und sie verehrten ihn nicht</i>? R. Elea͑zar erwiderte: Der Heilige, gepriesen sei er, sprach: Nicht einmal der Lupine, die man siebenmal kocht und zum Nachtisch ißt, haben meine Kinder mich gleichgestellt.
"
Beitzah 25b:7,"Im Namen R. Meírs wurde gelehrt: Die Tora wurde deshalb den Jisraéliten gegeben, weil sie keckDie Tora soll sie bessern.sind. In der Schule R. Jišma͑éls wurde gelehrt:Dt. 23,2.<i>An seiner Rechten ein feuriges Gesetz für sie</i>; der Heilige, gepriesen sei er, sprach: Diese sind würdig, daß ihnen das feurige Gesetz verliehen werde. Manche erklären: Die Eigenheit dieser ist wie Feuer; wäre nämlich den Jisraéliten die Tora nicht gegeben worden, so könnte kein Volk und kein Sprachstamm vor ihnen bestehen.
"
Beitzah 25b:8,"Das ist es, was Šimo͑n b.Laqiš gesagt hat: Es gibt drei Kecke: Jisraél unter den Völkern, den Hund unter den Tieren und den Hahn unter den Vögeln. Manche sagen, auch die Ziege unter dem Kleinvieh. Manche sagen, auch die KaperWohl wegen des schnellen Wachsens (cf. Sab. Fol. 30b): da pflückt man sie, u. schon wächst sie wieder.unter den Sträuchern.
"
Beitzah 25b:9,"H<small>AT MAN ES AUF DEM</small> F<small>ELDE GESCHLACHTET, SO DARF MAN ES NICHT AN EINER</small> S<small>TANGE HEIMBRINGEN</small>. Die Rabbanan lehrten: Der Blinde darf [am Feste] nicht mit seinem Stabe ausgehen, noch der Hirt mit seiner Tasche; ferner darf weder ein Mann noch eine Frau in einem Tragsessel ausgehen. –
"
Beitzah 25b:10,"Dem ist ja aber nicht so, R. Ja͑qob b.Idi ließ ja mitteilen: In unserer Nachbarschaft war ein Greis, der auf einer Sänfte getragen wurde, und als man vor R. Jehošua͑ b.Levi kam und ihn diesbezüglich fragte, erwiderte er: Wenn die Menge seinerAls Vortragenden im Lehrhause.bedarf, ist es erlaubt.
"
Beitzah 25b:11,"Unsere Meister stützten sich auch auf die worte des Aḥi Šaqja, der erzählte, er habe R. HonaIn einem Tragsessel.von Hini nach Šili und von Šili nach Hini gebracht. Ferner erzählte auch R. Naḥman b. Jiçḥaq, er habe Mar Šemuél von der Sonne nach dem Schatten und vom Schatten nach der Sonne gebracht!? – Da wird ja auch der Grund angegeben: wenn die Menge seiner bedarf, ist es erlaubt.
"
Beitzah 25b:12,"R. Naḥman sprach zu Ḥama b.Ada: Çijons-Bote, wenn du dort hingehst, mache einen Umweg und gehe über den Stufengang vor Çor; besuche da R. Ja͑qob b.Idi und frage ihn: Was sagt ihr vom Tragsessel?
"
Beitzah 25b:13,"Während er hinging, kehrte die Seele des R. Ja͑qob b. Idi zur Ruhe ein, und als er da eintraf, fand er R. Zeriqa vor und fragte ihn: Was sagt ihr vom Tragsessel? Dieser erwiderte: Folgendes sagte R. Ami: Nur darf man nicht schultern. – Was heißt: nur darf man nicht schultern? R. Jose, der Sohn Rabas, erwiderte: Auf einer SchultertrageDie Tragenden legen gegenseitig einer die Hand auf die Schulter des anderen, sodaß sie eine Lehne bilden.. –
"
Beitzah 25b:14," Dem ist ja aber nicht so, R. Naḥman erlaubte ja [seiner Frau] Jalta, sich auf einer Schultertrage tragen zu lassen!? – Anders war es bei Jalta, die ängstlich war.
"
Beitzah 25b:15," Amemar und Mar Zuṭra trug man am Šabbath der Festwoche auf einer Schultertrage, weil sie ängstlich waren, und manche sagen, wegen der Belästigung des PublikumsDas aufstehen u. warten mußte; sie wurden daher schnell vorübergetragen..
"
Beitzah 25b:16,"<sup>iv</sup> <b>I</b><small>ST EIN</small> E<small>RSTGEBORENES</small>Das erstgeborene Tier darf in der Jetztzeit nur dann geschlachtet werden, wenn es ein Gebrechen hat.<small>IN EINE</small> G<small>RUBE GEFALLEN, SO STEIGE EIN</small> S<small>ACHKUNDIGER</small><small>HINAB UND UNTERSUCHE ES;
"
Beitzah 26a:1,"HATTE ES</small> [<small>BEREITS VORHER</small>] <small>EIN</small> G<small>EBRECHEN, SO HOLE MAN ES HERAUF UND SCHLACHTE ES, WENN ABER NICHT, SO DARF MAN ES NICHT SCHLACHTEN</small>. R. Š<small>IMO͑N SAGT, IST DAS</small> G<small>EBRECHEN NICHT BEREITS AM</small> T<small>AGE</small> [<small>VORHER</small>] <small>BEMERKT WORDEN, SEI ES KEIN</small> V<small>ORRÄTIGES</small>.
"
Beitzah 26a:2,"GEMARA. Worin besteht ihr Streit: wollte man sagen, ob man Gebrechen untersuchen darf, R. Jehuda sei der Ansicht, man dürfe am Feste Gebrechen untersuchen, und R. Šimo͑n sei der Ansicht, man dürfe am Feste Gebrechen nicht untersuchen, so sollten sie doch streiten, ob man Gebrechen untersuchen dürfe!? –
"
Beitzah 26a:3,"Von einem in eine Grube gefallenen Erstgeborenen ist es besonders zu lehren nötig. Man könnte glauben, man dürfe wegen der Tierquälerei eine List anwendenIndem man voraussetze, es habe bestimmt ein Gebrechen bekommen.und es heraufholen, nach R. Jehošua͑Cf. Sab. Fol. 117b., so lehrt er uns. –
"
Beitzah 26a:4,"Wieso heißt es demnach: darf man es nicht schlachten, es müßte ja heißen: darf man es nicht heraufholen und schlachten!? – Dies ist wegen des Falles nötig, wenn man es bereits heraufgeholt hat; man könnte glauben, man dürfe es dann schlachten, so lehrt er uns. –
"
Beitzah 26a:5,"Wieso schlachten, es ist ja gebrechenfrei!? – Dies ist wegen des Falles nötig, wenn es ein Gebrechen bekommen hat. – Es ist jaWenn es vorher kein Gebrechen hatte u. somit zum Schlachten verboten war.Abgesondertes!? –
"
Beitzah 26a:6,"Vielmehr, wenn es am Vorabend des Festes ein vorübergehendes Gebrechen hatte und jetzt ein bleibsndes hat; man könnte glauben, da man mit diesem gerechnet hat, dürfe man es schlachten, so lehrt er uns.
"
Beitzah 26a:7,"Die Rabbanan lehrten: Wenn ein gebrechenfreies Erstgeborenes in eine Grube gefallen ist, so steige, wie R. Jehuda der Fürst sagt, ein Sachkundiger hinab und untersuche es; hat es ein Gebrechen, so hole man es herauf und schlachte es, wenn aber nicht, so schlachte man es nicht. R, Šimo͑n b.Menasja sprach zu ihm: Sie sagten ja, man dürfe am Festtage keine Gebrechen untersuchen!? Vielmehr, hat es ein Gebrechen am Vorabend des Festes bekommen, so darf man es am Festtage nicht untersuchen, hat es ein Gebrechen
"
Beitzah 26b:1,"am Festtage bekommen, so ist es, wie R. Šimo͑n sagt, kein Vorrätiges; sie stimmen jedoch überein, daß, wenn es mit einem Gebrechen geboren wurde, es Vorrätiges sei.
"
Beitzah 26b:2,"Rabba b.R. Hona trug vor: Wird es mit dem Gebrechen geboren, so darf man es von vornherein am Festtage untersuchen. R. Naḥman sprach zu ihm: Mein Vater lehrte, daß, wenn man übertreten und es untersucht hat, es untersucht sei, und du sagst, man dürfe es von vornherein untersuchen!?
"
Beitzah 26b:3,"Abajje sprach: Die Ansicht des Rabba b.R. Hona ist einleuchtender. Es werden nämlichIn der vorher zitierten Barajtha.drei Fälle gelehrt: hat es ein Gebrechen am Vorabend des Festes bekommen, so darf man es am Festtage nicht untersuchen; von vornherein nicht, ist es aber geschehen, so ist nichts dabei.
"
