Index Title,Makkot
Makkot 14b:8,"R. Joḥanan erklärte, Bardela lehrte, dies sei aus [dem Worte] <i>Unreinheit</i> zu entnehmen: hierbei heißt es: <i>mit Unreinheit behaftet ist, soll ausgerottet werden</i>, und dortBeim Eintreten eines Unreinen in das Heiligtum, Num. 19,13.heißt es: <i>er bleibt unrein, seine Unreinheit haftet ihm noch an;</i> wie nun dort Strafandrohung und Verbot vorhanden ist, ebenso besteht auch hierbei Strafandrohung und Verbot. – 
"
Makkot 14b:9,"Einleuchtend ist es, daß Reš Laqiš nicht wie R. Joḥanan erklärt, denn ihm ist diese [Schlußfolgerung durch] Wortanalogie nicht überliefertEin Gelehrter darf wohl selber einen Schluß vom Leichteren auf das Schwerere od. umgekehrt (<span dir=""rtl"">קל וחומר</span>) folgern, nicht aber einen Schluß durch Wortanalogie. worden, weshalb aber erklärt R. Joḥanan nicht wie Reš Laqiš!? – Er kann dir erwidern: jenes Verbot bezieht sich auf [den Genuß von] Hebe. – 
"
Makkot 14b:10,"Woher entnimmt Reš Laqiš das Verbot hinsichtlich der Hebel? – Er folgert dies aus :Lev. 22,4.<i>wer irgend von den Nachkommen Ahrons aussätzig ist oder einen Fluß hat;</i> wobei sind alle Nachkommen Ahrons gleichgestellt? Bei der HebeDavon dürfen sowohl Männer als auch Frauen essen, während das Opferfleisch nur von den Männern gegessen werden darf.. – Und jener!? – Dieser [Vers] spricht vom Essen und jener vom Berühren. – 
"
Makkot 14b:11,"Kann denn Reš Laqiš [den Schriftvers:] <i>Sie darf nichts Heiliges berühren</i>, hierfür verwenden, er verwendet ihn ja für den Fall, wenn ein Unreiner Heiliges berührt hat!? Es wird nämlich gelehrt: Wenn ein Unreiner Heiliges berührt hat, so ist er, wie Reš Laqiš sagt, zu geißeln, und wie R. Joḥanan sagt, nicht zu geißeln. Reš Laqiš sagt, er sei zu geißeln, [denn es heißt:] <i>sie darf nichts Heiliges berühren;</i> R. Joḥanan sagt, er sei nicht zu geißeln, denn dies bezieht sich auf die Hebe. – 
"
Makkot 14b:12,"[Das Berühren entnimmt er aus dem Umstand], daß der Allbarmherzige von ‘berühren’ spricht, und das Verbot [des Essens] aus der Vergleichung des Heiligen mit dem HeiligtumeIm angezogenen Schriftverse (Lev. 12,4) wird vom Heiligen und vom Heiligtume gesprochen.. – 
"
Makkot 14b:13,"Wieso kann er [den Schriftvers] hierfür verwenden, er verwendet ihn ja für den Fall, wenn ein Unreiner heiliges Fleisch vor dem BlutsprengenErst mit dem Blutsprengen erlangt das Opfer seine Sühnekraft.gegessen hat!? Es wird nämlich gelehrt: Wenn ein Unreiner heiliges Fleisch vor dem Blutsprengen gegessen hat, so ist er, wie Reš Laqiš sagt, zu geißeln, und wie R. Joḥanan sagt, nicht zu geißeln. 
"
Makkot 14b:14,"Reš Laqiš sagt, er sei zu geißeln, [denn es heißt]: <i>sie darf nichts Heiliges berühren</i>, einerlei ob vor dem Blutsprengen oder nach dem Blutsprengen; R. Joḥanan sagt, er sei nicht zu geißeln, denn er vertritt hierbei seine Ansicht, daß man [das Verbot] aus [dem Worte] <i>Unreinheit</i>Nach der obigen Lehre des Bardela. entnehme, und dieser Schriftvers spricht vom [Essen] nach dem Sprengen. – DiesDas Essen vor dem Blutsprengen.entnimmt er aus [den Worten] <i>nichts Heiliges</i>. 
"
Makkot 14b:15,"Übereinstimmend mit Reš Laqiš wird gelehrt: <i>Sie darf nichts Heiliges berühren;</i> dieses Verbot bezieht sich auf das Essen. Du sagst auf das Essen, vielleicht ist dem nicht so, sondern auf das Berühren? Es heißt: <i>sie darf nichts Heiliges berühren und in das Heiligtum &amp;c.;</i> man vergleiche also Heiliges mit dem Heiligtume: wie [der Eintritt in] das Heiligtum mit der Todesstrafe belegt ist, ebenso ist auch das andere Verbot mit der Todesstrafe belegt, und da beim Berühren dies nicht der Fall ist, so beziehe man es auf das Essen.
"
Makkot 14b:16,"Rabba b. Bar Ḥana sagte im Namen R. Joḥanans: Wegen eines Verbotes, dem ein Gebot vorangeht, wird man gegeißelt. 
"
Makkot 15a:1,"Als man ihn hierauf fragte, ob er dies gesagt habe, erwiderte er: Nein. Da sprach Rabba: bei Gott, er hat es gesagt. [Ein solcher Fall] befindet sich auch in der Schrift, auch haben wir diesbezüglich gelernt. In der Schrift:Num. 5,2..<i>Sie sollen aus dem Lager schicken &amp;c</i>.Ib. V. 3.<i>und sie sollen ihr Lager nicht verunreinigen</i>. Wir haben diesbezüglich gelernt: Wer unrein in das Heiligtum eingetreten ist. – 
"
Makkot 15a:2,"Weshalb ist er demnach davon zurückgetreten? – Weil dem [die Lehre] vom Notzüchter widerspricht. Es wird nämlich gelehrt: Wenn ein Notzüchter sich von [der Genotzüchtigten] scheiden ließ, so kann er, wenn er Jisraélit ist, sie wieder heiraten und er wird nicht gegeißeltBeim Notzüchter heißt es (cf. Dt. 22,29) zuerst, daß er die Genotzüchtigte heiraten müsse, u. darauf, daß er sie nicht fortschicken dürfe; hierbei geht also dem Verbote ein Gebot voran.; ist er aber Priester, so wird er gegeißelt, und er kann sie nichtWeil er keine Geschiedene heiraten darf.wieder heiraten. 
"
Makkot 15a:3,"Wieso nehme er, wenn er Jisraélit ist, sie wieder und werde nicht gegeißelt, es ist ja ein Verbot, dem ein Gebot vorangeht, und er sollte gegeißelt werden!? 
"
Makkot 15a:4,"U͑la erwiderte: Beim Notzüchter braucht ja nicht gesagt zu werden, daß er [die Genotzüchtigte] zur Frau behalten müsse, denn dies wäre vom falschen AnklägerDer seine Frau beschuldigt, sie defloriert vorgefunden zu haben.zu folgern: wenn der Allbarmherzige vom falschen Ankläger, der keine Handlung begangen hat, sagt, er müsse [die Beschuldigte] zur Frau behalten, um wieviel mehr der Notzüchter; 
"
Makkot 15a:5,"wenn dies dennoch unnötig gesagt wird, so beziehe man dies nicht auf den Notzüchter, sondern auf den falschen Ankläger, daß er nämlich, wenn er sich von ihr scheiden ließ, sie wieder heiratenSomit folgt das Gebot dem Verbote; in solchen Fällen hebt das Gebot das Verbot auf, u. man ist nicht zu geißeln.müsse. 
"
Makkot 15a:6,"Aber hinsichtlich des Notzüchters ist ja nicht vom falschen Ankläger zu folgern, denn es ist zu erwidern: wohl der falsche Ankläger, weil er gegeißelt wird und [eine Geldbuße] zahlen muß!? – 
"
Makkot 15a:7,"Vielmehr: beim falschen Ankläger brauchte ja nicht gesagt zu werden, daß er sie zur Frau behalten müsse, denn dies wäre vom Notzüchter zu folgern: wenn der Allbarmherzige vom Notzüchter, der nicht gegeißelt wird und [eine Geldbuße] zahlen muß, sagt, er müsse sie zur Frau behalten, um wieviel mehr der falsche Ankläger; wenn dies dennoch unnötig gesagt wird, so beziehe man dies nicht auf den falsehen Ankläger, sondern auf den Notzüchter, und da dies von der ersten [Heirat zu sagen] nicht nötig ist, so beziehe man es auf die nachherigeDaß er sie, nachdem er sich von ihr scheiden ließ, wieder heiraten müsse.. – 
"
Makkot 15a:8,"Aber auch hinsichtlich des falschen Anklägers ist ja vom Notzüchter nicht zu folgern, denn es ist zu erwidern: wohl der Notzüchter, weil er eine Handlung begangen hat!? – 
"
Makkot 15a:9,"Vielmehr, beim falschen Ankläger brauchte ja nicht gesagt werden, daß er sie zur Frau behalten müsse, denn sie ist ja seine Frau, wenn dies dennoch unnötig gesagt wird, so beziehe man dies nicht auf den falschen Ankläger, sondern auf den Notzüchter, und da dies von der ersten [Heirat zu sagen] nicht nötig ist, so beziehe man es auf die nachherige. – 
"
Makkot 15a:10,"Vielleicht aber beziehe man es, da es von der ersten [Heirat] des falschen Anklägers zu sagen nicht nötig ist, auf die nachherige bei diesem selber, daß er nicht zu geißeln sei!? – 
"
Makkot 15a:11,"Dem ist ja auch so, und man folgere hinsichtlich des Notzüchters von diesem. – Wodurch folgere man es: wenn [durch einen Schluß] vom Leichteren auf das Schwerere, so ist dieser ja zu widerlegen, wie wir ihn bereits widerlegt haben, und wenn durch Anpassung, so ist dies ebenfalls zu widerlegen: wohl der falsche Ankläger, da er keine Handlung begangen hat!? 
"
Makkot 15a:12,"Vielmehr, erklärte Raba: WeiAuf die Scheidung ist deshalb keine Geißelung gesetzt.es ihm während seines ganzen Lebens obliegt, sie wieder zu heiraten. Als Rabina kam, erklärte er ebenfalls im Namen R. Joḥanans: weil es ihm während seines ganzen Lebens obliegt, sie wieder zu heiraten.
"
Makkot 15a:13,"R. Papa sprach zu Raba: Ein solches Verbot gleicht ja nicht dem Verbote des MaulschließensVgl. S. 197 Anm. 26.!? Dieser erwiderte: Sollte es denn, weil der Allbarmherzige es noch außerdem durch ein Gebot verschärft hat, hierbei leichter sein!? – 
"
Makkot 15a:14,"Demnach ist ja auch hinsichtlich eines Verbotes, das durch ein Gebot aufgehoben wird, einzuwenden: sollte es denn, weil der Allbarmherzige es noch außerdem durch ein Gebot verschärft hat, hierbei leichter sein!? Dieser erwiderte: Bei einem solchen erfolgt dies zur Aufhebung des VerbotesWenn dem Verbote ein Gebot folgt, so hebt dies die Eigenschaft des Verbotes auf.. – 
"
Makkot 15a:15,"Einleuchtend ist diesDie Erklärung Rabas, der Notzüchter werde wegen der Scheidung deshalb nicht gegeißelt, weil er sie stets wieder heiraten kann.nach demjenigen, welcher sagt, esDie Geißelung wegen eines Verbotes, dem ein Gebot folgt. Es ist beispielsweise verboten, vom Fleische des Opfers zum folgenden Tage zurückzulassen, ferner ist es Gebot, das Zurückbleibende zu verbrennen; nach der einen Ansicht ist man strafbar, sobald man das Gebot nicht ausgeübt hat, nach der anderen nur dann, wenn es nicht mehr möglich ist, das Gebot auszuüben, wenn man es beispielsweise Hunden vorgeworfen hat.hänge von der Unmöglichmachung und Nicht-unmöglichmachung [des Gebotes] ab, 
"
Makkot 15a:16,"wie ist es aber nach demjenigen zu erklären, welcher sagt, es hänge von der Ausübung und Nichtausübung desselben abl? – 
"
Makkot 15b:1,"Diese Erklärung ist ja nur nach R. JoḥananDer oben sagt, ein solches Verbot sei mit der Geißelung belegt.nötig, und R. Joḥanan sagte zu einem Schüler, er solle lehren, man sei strafbar, wenn man die [Ausübung des Gebotes] unmöglich gemacht hat, und frei, wenn man es nicht unmöglich gemacht hat. 
"
Makkot 15b:2,"Ein Schüler rezitierte nämlich vor R. Joḥanan: Wegen eines Verbotes, dem sich ein Gebot anschließt, ist man frei, wenn man das Gebot ausgeübt hat, und strafbar, wenn man [die Ausübung des] Gebotes unmöglich gemacht hat. 
"
Makkot 15b:3,"Da sprach dieser zu ihm: Was sagst du da: ist man frei, wenn man es ausgeübt hat, so müßte man strafbar sein, schon wenn man es nicht ausgeübt hat, und ist man strafbar, erst wenn man es unmöglich gemacht hat, so müßte man frei sein, wenn man es nicht unmöglich gemacht hat!? Lehre vielmehr: hat man es unmöglich gemacht, und: hat man es nicht unmöglich gemacht. R. Šimo͑n b. Laqiš aber sagt, [man lese:] hat man es ausgeübt, und: hat man es nicht ausgeübt. – 
"
Makkot 15b:4,"Worin besteht ihr Streit? – Sie streiten über die eventuelleDer Angeklagte wird nur dann bestraft, wenn er vorher gewarnt wurde; hierbei aber, wo das Verbot nur durch die Nichtausübung des Gebotes ausgeübt wird, kann die Warnung nur eine eventuelle sein.Warnung; einer ist der Ansicht, die eventuelle Warnung gelte als Warnung, 
"
Makkot 15b:5,"und einer ist der Ansicht, die eventuelle Warnung gelte nicht als Warnung. 
"
Makkot 15b:6,"Sie vertreten hierbei ihre Ansichten, denn es wurde gelehrt: Wenn jemand geschworen hat, er werde diesen Laib an diesem Tage essen, und der Tag vorüber ist, ohne daß er ihn gegessen hat, so ist er, wie R. Joḥanan und Reš Laqiš übereinstimmend sagen, nicht zu geißeln. R. Joḥanan sagt, er sei nicht zu geißeln,
"
Makkot 16a:1,"weil dies ein Verbot ist, wobei keine Tätigkeit ausgeübt wird, und wegen eines Verbotes, wobei keine Handlung ausgeübt wird, ist nicht zu geißeln; Reš Laqiš sagt, er sei nicht zu geißeln, weil die Warnung nur eine eventuelle sein kann, und die eventuelle Warnung gilt nicht als Warnung. 
"
Makkot 16a:2,"Beide sind sie der Ansicht R. Jehudas, denn es wird gelehrt:Ex. 10,12.<i>Ihr sollt davon nichts bis zum Morgen zurücklassen, und was bis zum Morgen zurückbleibt &amp;c.;</i> die Schrift läßt dem Verbote ein Gebot folgen, um zu sagen, daß dieserhalb nicht zu geißeln ist – so R. Jehuda. R. Joḥanan subtilisiert wie folgt: nur deshalb, weil die Schrift es folgen läßt, wenn aber die Schrift es nicht folgen ließe, so würde er dieserhalb zu geißeln sein; hieraus also, daß auch die eventuelle Warnung als Warnung gelte. 
"
Makkot 16a:3,"Reš Laqiš aber subtilisiert wie folgt: nur deshalb, weil die Schrift es folgen läßt, wenn aber die Schrift es nicht folgen ließe, so würde er dieserhalb zu geißeln sein; hieraus also, daß wegen eines Verbotes, durch das keine Handlung ausgeübt wird, zu geißeln ist. – 
"
Makkot 16a:4,"Aber auch nach Reš Laqiš ist ja hierbei die Warnung eine eventuelleEr kann ja hieraus ebensogut folgern, daß die eventuelle Warnung als Warnung gelte.!? – 
"
Makkot 16a:5,"Er ist der Ansicht der anderen Lehre R. Jehudas, denn es wird gelehrt: Hat exDessen Mutter sofort nach der Scheidung geheiratet hat, von dem man also nicht weiß, ob er ein Siebenmonatskind vom ersten Manne oder ein Neunmonatskind vom anderen ist. Wenn er einen der beiden Männer seiner Mutter schlägt, so kann die Warnung nur eine eventuelle sein, da man nicht weiß, welcher sein Vater ist; nach RJ. ist er in diesem Fall frei, somit gilt nach ihm die event. Warnung nicht als Warnung. Schlägt er beide gleichzeitig und wird er gleichzeitig gewarnt, so ist die Warnung auf jeden Fall eine bestimmte.zuerst den einen geschlagen und nachher den anderen, zuerst dem einen geflucht und nachher dem anderen, oder hat er beide gleichzeitig geschlagen öder beiden gleichzeitig geflucht, so ist er strafbar; R. Jehuda sagt, wenn beide gleichzeitig, sei er strafbar, wenn nacheinander, sei er frei. – 
"
Makkot 16a:6,"Aber auch nach R. Joḥanan ist dieses ja ein Verbot, durch das keine Handlung ausgeübt wirdCf. Anm. 85 mut. mut.!? – 
"
Makkot 16a:7,"Er hält es mit dem, was R. Idi b. Abin im Namen R. A͑mrams im Namen R. Jiçḥaqs im Namen R. Joḥanans sagte: R. Jehuda sagte im Namen R. Jose des Galiläers: Wegen aller Verbote der Tora ist nur dann zu geißeln, wenn durch das Verbot eine Tätigkeit ausgeübt wird, wenn aber dadurch keine Tätigkeit ausgeübt wird, ist dieser nicht zu geißeln, ausgenommen das [falsche] Schwören, das UmtauschenEines Opfertieres; dies erfolgt durch mündliche Bestimmung; cf. Lev. 27,10.und das Fluchen seines Nächsten beim Gottesnamen. – 
"
Makkot 16a:8,"Demnach befindet sich ja R. Jehuda mit sich selbst in einem Widerspruche!? – 
"
Makkot 16a:9,"Nach Reš Laqiš [streiten] zwei Tannaím über die Ansicht R. Jehudas, und nach R. Joḥanan ist dies überhaupt kein Widerspruch, denn eines ist seine eigene Ansicht und eines ist die Ansicht seines LehrersIn der 2. Barajtha lehrt er die Ansicht R. Jose des Galiläers, während er selber sie nicht vertritt..
"
Makkot 16a:10,"Dort haben wir gelernt: Wer die MutterMan darf aus einem Vogelneste nur die Jungen nehmen, während man die Mutter fliegen lassen muß; cf. Dt. 22,6,7.samt den Jungen genommen hat, ist, wie R. Jehuda sagt, zu geißeln, und lasse [die Mutter] nichtDie bezüglichen Schriftverse enthalten ein Verbot, nicht die Mutter samt den Jungen zu nehmen, u. ein Gebot, die Mutter fliegen zu lassen; nach RJ. folgt das Verbot dem Gebote, da man, um der Vorschrift zu genügen, zuerst daa Gebot ausüben muß; die Weisen aber richten sich nach dem Wortlaute der Schrift, in der sich das Verbot vorher befindet, u. in einem solchen Falle wird man nicht gegeißelt, da die Ausübung des Gebotes das Verbot aufhebt. mehr fliegen; die Weisen sagen, er lasse sie fliegenDie bezüglichen Schriftverse enthalten ein Verbot, nicht die Mutter samt den Jungen zu nehmen, u. ein Gebot, die Mutter fliegen zu lassen; nach RJ. folgt das Verbot dem Gebote, da man, um der Vorschrift zu genügen, zuerst daa Gebot ausüben muß; die Weisen aber richten sich nach dem Wortlaute der Schrift, in der sich das Verbot vorher befindet, u. in einem solchen Falle wird man nicht gegeißelt, da die Ausübung des Gebotes das Verbot aufhebt.und sei nicht zu geißeln. Die Regel hierbei ist: wegen eines Verbotes, dem ein Gebot sich anschließt, ist man nicht strafbar. R. Joḥanan sprach: Wir haben nur dieses und noch eines. 
"
Makkot 16a:11,"R. Elea͑zar fragte ihn: Welches? Jener erwiderte: Vielleicht findest du es. Als er fortging, dachte er nach und fand folgende Lehre: Wenn der Notzüchter sich [von der Genotzüchtigten] scheiden ließ, so kann er, wenn er Jisraélit ist, sie wieder heiraten und er ist nicht zu geißeln, ist er aber Priester, so ist er zu geißeln und er kann sie nicht wieder heiraten. – 
"
Makkot 16a:12,"Richtig ist dies nach demjenigen, welcher sagt, es hänge von der Ausübung und Nichtausübung [des Gebotes] ab, 
"
Makkot 16a:13,"wie ist es aber nach demjenigen zu erklären, welcher sagt, es hänge von der Unmöglichmachung und Nichtunmöglichmachung [der Ausübung] ab. Allerdings kann dies beim Gesetze vom Vogelneste der FallWenn man die Mutter getötet hat.sein, wieso aber kann die Unmöglichmachung (und Nichtunmöglichmachung) beim Notzüchter vorkommen, 
"
Makkot 16a:14,"denn wenn er sie tötet, verfällt er ja der strengerenEr wird dann hingerichtet u. ist nicht zu geißeln. [Strafe]!? R. Šimi aus Maḥoza erwiderte: Wenn er ihre Antrauung mit einem anderenDie Antrauung einer Frau kann auch durch einen Vertreter vollzogen werden.übernommen hat. Rabh entgegnete: Hat sie ihn dazu beauftragt, so ist sie es ja, die [die Wiederheirat] unmöglich gemacht hat, und hat sie ihn nicht dazu beauftragt, so ist sie ja überhaupt ungültig!? Vielmehr, erklärte 
"
Makkot 16a:15,"R. Šimi aus Nehardea͑, wenn er sie sich öffentlichVor 10 Personen.abgelobt hat. – Einleuchtend ist dies nach demjenigen, welcher sagt, ein öffentlich abgelegtes Gelübde könne nicht aufgehoben werden, wie ist es aber nach demjenigen zu erklären, welcher sagt, es könne wohl aufgehoben werden!? – Wenn er sie sich durch ein Gelübde im Namen der Öffentlichkeit abgelobt hat. Amemar sagte nämlich, die Halakha sei, ein öffentlich abgelegtes Gelübde könne aufgehoben werden, ein im Namen der Öffentlichkeit abgelegtes Gelübde könne leicht aufgehoben werden. – 
"
Makkot 16a:16,"Gibt es denn keine anderen mehr, es gibt ja noch folgende!? Vom Raube sagte der Allbarmherzige: Lev. 19,3.<i>du sollst nicht rauben</i>, [und:]Ib. 52,3.<i>er soll das Geraubte zurückerstatten</i>. Ferner sagt der Allbarmherzige :Dt. 24,10, 13.<i>du sollst nicht in sein Haus hineingehen, um ein Pfand von ihm zu erheben</i>, [und:] <i>du sollst ihm das Pfand bei Sonnenuntergang zurückgeben</i>. 
"
