Index Title,Sanhedrin
Sanhedrin 55a:16,"Bei den Bäumen<sup>138</sup><i class=""footnote"">Die zum Götzendienste verwendet wurden; cf. Dt. 12,2ff.</i>ist ja die Schande ebenfalls keine große, dennoch sagt die Tora, daß man sie zerstöre, verbrenne und vernichte!? — Wir sprechen ja von lebenden Wesen, und diese hat der Allbarmherzige geschont.
"
Sanhedrin 55a:17,"Raba erklärte: Die Tora sagt, das Tier hatte von der Sünde einen Genuß<sup>140</sup><i class=""footnote"">Was aber beim zum Götzendienste verwendeten Tier nicht der Fall ist.</i>, und sei zu töten. —
"
Sanhedrin 55a:18,"Aber die Bäume hatten ja von der Sünde keinen Genuß, dennoch sagt die Tora, daß man sie zerstöre, verbrenne und vernichte!? — Wir sagten ja, der Allbarmherzige habe lebende Wesen geschont. —
"
Sanhedrin 55a:19,"Komm und höre: Eine andere Erklärung: Damit man, wenn das Tier über die Straße geht, nicht sage: das ist es, dessentwegen jener gesteinigt wurde.
"
Sanhedrin 55b:1,"Wenn nun im Schlußsatze mit Straucheln und Schande begründet wird, wahrscheinlich handelt ja der Anfangsatz von dem Falle, wenn nur das Straucheln und nicht die Schande zu berücksichtigen ist, wenn nämlich ein Nichtjude ein Tier beschlafen hat!? —
"
Sanhedrin 55b:2,"Nein, der Schlußsatz, wenn das Straucheln und die Schande zu berücksichtigen sind, und der Anfangsatz lehrt, daß es auch dann [getötet werde], wenn nur die Schande und nicht das Straucheln zu berücksichtigen ist, wenn nämlich ein Jisraélit ein Tier unwissentlich<sup>141</sup><i class=""footnote"">Wenn er nicht wußte, daß dies verboten ist.</i> beschlafen hat. Dies nach einer Frage R. Hamnunas,
"
Sanhedrin 55b:3,"denn R. Hamnuna fragte: Wie ist es, wenn ein Jisraélit unwissentlich ein Tier beschlafen hat: muß hierbei das Straucheln und die Schande berücksichtigt werden, während in diesem Falle nur die Schande und nicht das Straucheln zu berücksichtigen ist, oder ist auch das Straucheln ohne die Schande zu berücksichtigen?
"
Sanhedrin 55b:4,"R. Joseph erwiderte: Komm und höre: Mit drei Jahren und einem Tage kann eine [weibliche Person] durch den Beischlaf angetraut<sup>142</sup><i class=""footnote"">Die Antrauung kann auch durch den Beischlaf erfolgen, wenn er in dieser Absicht vollzogen wird.</i>werden; wenn der Eheschwager<sup>143</sup><i class=""footnote"">Wenn jemand kinderlos stirbt, so muß sein Bruder die Witwe heiraten, od. an ihr die Ḥaliça vollziehen; cf. Dt. 25,5ff.</i>sie beschlafen hat, so hat er sie geeignet; ist sie Ehefrau, so ist man ihretwegen<sup>144</sup><i class=""footnote"">Wenn man mit ihr einen Ehebruch begeht.</i>strafbar;
"
Sanhedrin 55b:5,"sie macht [als Menstruierende] den sie Begattenden unrein, sodaß er das unterste Polster<sup>145</sup><i class=""footnote"">Wenn er auf mehreren Decken liegt, so ist auch die allerunterste unrein, obgleich er diese nicht berührt hat.</i>gleich dem oberen verunreinigt; ist sie mit einem Priester verheiratet, so darf sie Hebe essen; hat einer der Bemakelten<sup>146</sup><i class=""footnote"">In legitimer Hinsicht; ein Hurenkind, ein Sklave udgl.</i> sie beschlafen, so hat er sie für die Priesterschaft untauglich<sup>147</sup><i class=""footnote"">Ein Priester darf sie nicht mehr heiraten; ist sie Priesterstochter, so darf sie keine priesterl. Abgaben mehr essen.</i>gemacht;
"
Sanhedrin 55b:6,"hat jemand an ihr eine der in der Tora genannten verbotenen Begattungen vollzogen, so wird er ihretwegen mit dem Tode bestraft, während sie straffrei<sup>148</sup><i class=""footnote"">Wegen ihrer Minderjährigkeit.</i>ist.
"
Sanhedrin 55b:7,"Eine der verbotenen Begattungen, also auch mit einem Tiere. In diesem Falle ist ja nur die Schande zu berücksichtigen und nicht das Straucheln<sup>149</sup><i class=""footnote"">Da sie straffrei ist.</i>, dennoch lehrt er, daß sie ihretwegen getötet werden. —
"
Sanhedrin 55b:8,"Da sie dies vorsätzlich tat, so ist hierbei auch das Straucheln zu berücksichtigen, nur hat der Allbarmherzige sie selbst geschont, nicht aber das Tier.
"
Sanhedrin 55b:9,"Raba sprach: Komm und höre: Wenn ein Knabe von neun Jahren und einem Tage seine Schwägerin<sup>143</sup><i class=""footnote"">Wenn jemand kinderlos stirbt, so muß sein Bruder die Witwe heiraten, od. an ihr die Ḥaliça vollziehen; cf. Dt. 25,5ff.</i>beschlafen hat, so hat er sie geeignet, einen Scheidebrief aber kann er ihr erst dann geben, wenn er großjährig ist; hat er eine Menstruierende beschlafen, so wird er unrein, sodaß er das unterste Polster gleich dem oberen verunreinigt;
"
Sanhedrin 55b:10,"er kann untauglich, nicht aber befähigt machen, [priesterliche Abgaben] essen<sup>150</sup><i class=""footnote"">Wenn er illegitim ist u. eine Priesterin begattet, bezw. wenn er Priester ist u. eine Jisraélitin heiratet.</i>zu dürfen; er macht ein Tier für den Altar<sup>151</sup><i class=""footnote"">Wenn er es beschläft; gesteinigt wird das Tier nur dann, wenn dies vor 2 Zeugen erfolgt ist.</i>untauglich, auch wird es seinetwegen gesteinigt; hat er eine der in der Tora genannten verbotenen Begattungen vollzogen, so werden [die Beschlafenen] seinetwegen getötet.
"
Sanhedrin 55b:11,"Hierbei kann ja nur die Schande berücksichtigt werden und nicht das Straucheln, dennoch lehrt er, daß [das Tier] seinetwegen gesteinigt werde!? —
"
Sanhedrin 55b:12,"Da er dies vorsätzlich tat, so ist hierbei auch das Straucheln zu berücksichtigen, nur hat der Allbarmherzige ihn selbst geschont, nicht aber das Tier. —
"
Sanhedrin 55b:13,"Komm und höre: Eine andere Erklärung: Damit man, wenn das Tier über die Straße geht, nicht sage: das ist es, dessentwegen jener gesteinigt wurde. Wenn nun im Schlußsatze mit Straucheln und Schande begründet wird, so handelt wohl der Anfangsatz von dem Falle, wenn nur die Schande und nicht das Straucheln zu berücksichtigen ist, wenn nämlich ein Jisraélit ein Tier unwissentlich beschlafen hat. —
"
Sanhedrin 55b:14,"Nein, der Schlußsatz von dem Falle, wenn das Straucheln und die Schande zu berücksichtigen sind, und der Anfangsatz von dem Falle, wenn nur das Straucheln und nicht die Schande zu berücksichtigen ist, wenn nämlich ein Nichtjude ein Tier beschlafen hat, der Fall bezüglich dessen man R. Šešeth fragte.
"
Sanhedrin 55b:15,"<sup>v</sup> <b>D</b><small>ER</small> G<small>OTTESLÄSTERER IST NUR DANN STRAFBAR, WENN ER DEN</small> G<small>OTTESNAMEN</small><sup>152</sup><i class=""footnote"">Das Tetragramm <span dir=""rtl"">יהוה</span>.</i><small>AUSGESPROCHEN HAT</small>. R. J<small>EHOŠUA͑ B</small>. Q<small>ORḤA SAGTE</small>:
"
Sanhedrin 56a:1,"W<small>ÄHREND</small> <small>DER GANZEN</small> V<small>ERNEHMUNG</small><sup>153</sup><i class=""footnote"">Wörtl. an jedem Tage od. während des ganzen Tages.</i><small>DER</small> Z<small>EUGEN LÄSST MAN SIE</small> [<small>DEN</small> G<small>OTTESNAMEN</small>] <small>NUR DURCH EINE</small> U<small>MSCHREIBUNG AUSSPRECHEN</small>, [<small>ZUM</small> B<small>EISPIEL</small>] «J<small>OSE</small><sup>154</sup><i class=""footnote"">Der Name Jose wird hier als Umschreibung für den Gottesnamen gebraucht, nach Raschi, weil er ebenfalls aus 4 Buchstaben besteht, ein kaum befriedigender Grund; auch die Erklärung, das W. <span dir=""rtl"">יוסי</span> habe denselben Zahlenwert wie das W. <span dir=""rtl"">אלהים</span> ist nicht besser, da einerseits hier nicht dieser Name, sondern das Tetragramm <span dir=""rtl"">יהוה</span> inbetracht kommt, u. andererseits manche Texte <span dir=""rtl"">יוסה</span> haben. Möglicherweise ist darunter der Name Jesus zu verstehen.</i><small>SCHLAGE DEN</small> J<small>OSE</small>»;
"
Sanhedrin 56a:2,"<small>IST DIE</small> V<small>ERHANDLUNG BEENDET, SO WIRD DAS</small> T<small>ODESURTEIL NICHT AUF DIE</small> U<small>MSCHREIBUNG HIN AUSGESPROCHEN, VIELMEHR ENTFERNT MAN JEDEN</small> [<small>AUS DEM</small> G<small>ERICHTSSAALE</small>] <small>UND MAN BEFRAGT DEN GRÖSSTEN</small> [<small>DER</small> Z<small>EUGEN</small>]<small>, INDEM MAN ZU IHM SAGT:</small> S<small>PRICH WÖRTLICH NACH, WAS DU GEHÖRT HAST</small>. E<small>R SPRICHT DIES</small>. D<small>ARAUF ERHEBEN SICH DIE</small> R<small>ICHTER (AUF IHRE</small> F<small>ÜSSE) UND REISSEN IHRE</small> G<small>EWÄNDER EIN, OHNE SIE JE ZUSAMMENZUNÄHEN</small>.
"
Sanhedrin 56a:3,"A<small>LSDANN SPRICHT DER ZWEITE: ICH</small> [<small>HÖRTE ES</small>] <small>EBENFALLS, UND DER DRITTE: ICH EBENFALLS</small>.
"
Sanhedrin 56a:4,"GEMARA. Es wird gelehrt: Nur wenn er einem Namen durch einen anderen geflucht hat. —
"
Sanhedrin 56a:5,"Woher dies? Šemuél erwiderte: Die Schrift sagt:<sup>155</sup><i class=""footnote"">Lev. 24,16.</i><i>wer dem Namen flucht &amp;c., wenn er dem [göttlichen] Namen flucht, soll er getötet werden</i>. —
"
Sanhedrin 56a:6,"Daß <i>noqeb</i> die Bedeutung ‘fluchen’ hat, ist wohl zu entnehmen aus dem Schriftverse:<sup>156</sup><i class=""footnote"">Num. 23,8.</i><i>wie soll ich verfluchen [eqob], den Gott nicht verflucht</i>, und das Verbot aus folgendem:<sup>157</sup><i class=""footnote"">Ex. 22,27.</i><i>Gott sollst du nicht lästern</i>;
"
Sanhedrin 56a:7,"vielleicht aber ist darunter das Durchstechen<sup>158</sup><i class=""footnote"">Wenn man eine Stelle, auf welcher der Gottesname geschrieben steht, durchsticht.</i> zu verstehen, denn es heißt:<sup>159</sup><i class=""footnote"">iiReg. 12,10.</i><i>er bohrte [vajiqob] ein Loch in die Tür</i>, und das Verbot entnehme man aus:<sup>160</sup><i class=""footnote"">Dt. 12,3,4.</i><i>zertrümmert ihre Mahlsteine; so dürft ihr aber nicht mit dem Herrn, eurem Gott, verfahren</i>!? —
"
Sanhedrin 56a:8,"Es muß ja mit einem Gottesnamen durch einen Gottesnamen erfolgen,
"
Sanhedrin 56a:9,"was hierbei nicht der Fall ist. — Vielleicht, wenn man zwei [geschriebene] Gottesnamen auf einander legt und sie durchsticht!? — Dies wäre ja nur ein wiederholtes Durchstechen. — Vielleicht wenn man einen Gottesnamen auf die Klinge eines Messers eingräbt und mit diesem [einen geschriebenen Gottesnamen] durchsticht!? — In diesem Falle ist es ja die Schneide des Messers, die ihn durchsticht. —
"
Sanhedrin 56a:10,"Vielleicht ist darunter die buchstäbliche Aussprechung des Gottesnamens zu verstehen, denn es heißt:<sup>161</sup><i class=""footnote"">Num. 1,17.</i><i>da nahmen Moše und Ahron die Männer, die bei ihrem Namen genannt [niqbu] wurden</i>, und das Verbot entnehme man aus folgendem: <sup>162</sup><i class=""footnote"">Dt. 6,13.</i><i>den Namen des Herrn, deines Gottes, sollst du fürchten</i>!? —
"
Sanhedrin 56a:11,"Erstens muß [die Gotteslästerung] mit einem Gottesnamen durch einen Gottesnamen erfolgen, was hierbei nicht der Fall ist, ferner ist dies<sup>163</sup><i class=""footnote"">Die Vorschrift des angezogenen Schriftverses.</i>ein Gebot und das Gebot ist kein Verbot.
"
Sanhedrin 56a:12,"Wenn du aber willst, sage ich: der Schriftvers lautet:<sup>164</sup><i class=""footnote"">Lev. 24,11.</i><i>er lästerte und er fluchte</i>. — Sollte dies denn besagen, daß <i>noqeb</i> ‘fluchen’ heißt,
"
Sanhedrin 56a:13,"vielleicht hatte er beides<sup>165</sup><i class=""footnote"">Den Namen Gottes deutlich ausgesprochen u. ihn auch gelästert.</i>getan!? — Dies ist nicht anzunehmen, denn es heißt:<sup>166</sup><i class=""footnote"">Lev. 24,14.</i><i>führe den Flucher hinaus</i>, es heißt aber nicht: führe den noqeb und den Flucher hinaus. Schließe hieraus, daß sie eine Bedeutung haben.
"
Sanhedrin 56a:14,"Die Rabbanan lehrten:<sup>167</sup><i class=""footnote"">Ib. V. 15.</i><i>Jeder</i>, wozu heißt es: <i>jeder Mann</i>? Dies schließt die Nichtjuden ein, daß nämlich auch ihnen, gleich den Jisraéliten, die Gotteslästerung verboten wurde. Diese werden nur durch das Schwert hingerichtet, denn überall, wo bezüglich der Noaḥiden von der Todesstrafe gesprochen wird, ist nur [der Tod durch] das Schwert zu verstehen<sup>168</sup><i class=""footnote"">Vor der Gesetzgebung wird von einer anderen Todesart nicht gesprochen.</i>. —
"
Sanhedrin 56a:15,"Ist dies denn hieraus zu entnehmen, dies wird ja aus folgendem entnommen:<sup>169</sup><i class=""footnote"">Gen. 2,16.</i><i>der Herr</i>, dies deutet auf [das Verbot der] Gotteslästerung!?
"
Sanhedrin 56a:16,"R. Jiçḥtaq der Schmied erwiderte: Dies deutet darauf, daß auch die Umnennungen einbegriffen sind, und zwar nach R. Meír,
"
Sanhedrin 56a:17,"denn es wird gelehrt:<sup>167</sup><i class=""footnote"">Ib. V. 15.</i><i>Jeder Mann, der seinem Gott flucht, der soll seine Sünde tragen</i>, was lehrt dies, es heißt ja bereits: <i>wer den Namen Gottes lästert, soll getötet werden</i>? Aus den Worten: <i>wer den Namen Gottes lästert, soll getötet werden</i>, könnte man entnehmen, man sei nur wegen des einzigen Gottesnamens strafbar, woher nun, daß alle Umnennungen einbegriffen sind? Es heißt: <i>wer seinem Gott flucht</i>, in jedem Falle — so R. Meír.
"
Sanhedrin 56a:18,"Die Weisen sagen, auf den einzigen Gottesnamen sei die Todesstrafe gesetzt, auf die Umnennungen nur ein Verbot.
"
Sanhedrin 56a:19,"Er<sup>170</sup><i class=""footnote"">RJ., aus dessen Erklärung zu entnehmen ist, daß nur nach RM. ein Noaḥide wegen der Lästerung der Umnennungen strafbar sei, nicht aber nach den Weisen.</i>streitet somit gegen R. Mejaša, denn R. Mejaša sagte, wenn ein Noaḥide dem Gottesnamen bei einer Umnennung flucht, sei er nach den Weisen strafbar. —
"
Sanhedrin 56a:20,"Aus welchem Grunde? — Die Schrift sagt:<sup>155</sup><i class=""footnote"">Lev. 24,16.</i><i>ein Fremder oder ein Eingeborener</i>, ein Fremder oder ein Eingeborener, nur wenn er den Gottesnamen selbst lästert, Nichtjuden aber auch wegen einer Umnennung. —
"
Sanhedrin 56a:21,"Wofür verwendet R. Meír [die Worte:] <i>ein Fremder oder ein Eingeborener</i>? — Ein Fremder oder ein Eingeborener durch Steinigung, ein Nichtjude aber durch das Schwert. Man könnte nämlich glauben, daß sie, da sie einbegriffen wurden, es in jeder Hinsicht sind, so lehrt er uns. —
"
Sanhedrin 56a:22,"Wofür verwendet R. Jiçḥaq der Schmied nach den Rabbanan [die Worte:] <i>ein Fremder oder ein Eingeborener</i>? — Bei einem Fremden oder einem Eingeborenen muß es mit einem Gottesnamen durch einen Gottesnamen erfolgt sein, bei Nichtjuden aber braucht es nicht mit einem Gottesnamen durch einen Gottesnamen erfolgt zu sein. —
"
Sanhedrin 56a:23,"Wozu heißt es: <i>jeder M ann</i>!? — Die Tora gebraucht die übliche Redeweise der Menschen.
"
Sanhedrin 56a:24,"Die Rabbanan lehrten: Sieben Gesetze wurden den Noaḥiden auferlegt: die Rechtspflege, [das Verbot der] Gotteslästerung, des Götzendienstes, der Unzucht, des Blutvergießens, des Raubes und [des Genusses] eines Gliedes von einem lebenden Tiere.
"
Sanhedrin 56b:1,"R. Ḥananja b. Gaml[iél] sagt, auch das Blut von einem lebenden Tiere [sei ihnen verboten worden]. R. Ḥidqa sagt, auch die Kastration<sup>171</sup><i class=""footnote"">Von Tieren.</i>, R. Šimo͑n sagt, auch die Zauberei.
"
Sanhedrin 56b:2,"R. Jose sagt, alles, wovon im Abschnitte von der Zauberei gesprochen wird, sei den Noaḥiden verboten:<sup>172</sup><i class=""footnote"">Dt. 18,10,11,12.</i><i>Es soll sich unter euch niemand finden, der seinen Sohn oder seine Tochter durchs Feuer gehen läßt, niemand, der Wahrsagerei oder Zeichendeuterei oder geheime Künste oder Zauberei treibt, auch niemand, der Bannungen vornimmt oder einen Totenbeschwörer oder einen Wahrsagegeist befragt oder sich an die Toten wendet</i>; und ohne Warnung<sup>173</sup><i class=""footnote"">Im weiter folgenden Schriftverse heißt es, daß die kenaa͑nitischen Völker deshalb bestraft wurden, weil sie dies alles getrieben hatten; demnach war ihnen dies verboten.</i>gibt es ja keine Strafe.
"
Sanhedrin 56b:3,"R. Elea͑zar sagt, auch die Mischung; die Noaḥiden dürfen Gemischtes tragen<sup>174</sup><i class=""footnote"">Den Jisraéliten ist es verboten, ein Kleidungsstück aus zweierlei Stoffarten, Wolle u. Linnen, zu tragen; cf. Dt. 19,19.</i>und Gemischtes<sup>175</sup><i class=""footnote"">Zweierlei Arten von Saaten; cf. ib.</i> säen, verboten ist ihnen nur die Kreuzung von Tieren<sup>176</sup><i class=""footnote"">Die Bastardenzucht.</i>und das Propfen von Bäumen<sup>177</sup><i class=""footnote"">Verschiedener Arten.</i>. —
"
Sanhedrin 56b:4,"Woher dies? R. Joḥanan erwiderte: Die Schrift sagt:<sup>178</sup><i class=""footnote"">Gen. 2,16.</i><i>und Gott, der Herr, gebot dem Menschen also: Von allen Bäumen des Gartens kannst du essen.
"
Sanhedrin 56b:5,"Gebot</i>, dies deutet auf die Rechtspflege, wie es heißt:<sup>179</sup><i class=""footnote"">Ib. 18,19.</i><i>denn ich habe ihn erkoren, damit er gebiete seinen Kindern &amp;c.
"
Sanhedrin 56b:6,"Der Herr</i>, dies deutet auf die Lästerung des Gottesnamens, denn so heißt es:<sup>180</sup><i class=""footnote"">Lev. 24,16.</i><i>wer den Namen des Herrn lästert, soll getötet werden. Gott</i>, dies deutet auf den Götzendienst, denn es heißt:<sup>181</sup><i class=""footnote"">Ex. 20,3.</i><i>du sollst keinen anderen Gott haben. Dem Menschen</i>, dies deutet auf das Blutvergießen, denn es heißt:<sup>182</sup><i class=""footnote"">Gen. 9,6.</i><i>wer Menschenblut vergießt &amp;c.
"
Sanhedrin 56b:7,"Also</i>, dies deutet auf die Unzucht, denn es heißt:<sup>183</sup><i class=""footnote"">Jer. 3,1.</i><i>also: wenn einer sein Weib entläßt und sie von ihm fortgeht und einen anderen heiratet. Von allen Bäumen des Gartens</i>, aber keinen Raub; <i>kannst du essen</i>, nicht aber ein Glied von einem lebenden Tiere.
"
Sanhedrin 56b:8,"Als R. Jiçḥaq kam, lehrte er es entgegengesetzt: <i>Es gebot</i>, dies deutet auf den Götzendienst; <i>Gott</i>, dies deutet auf die Rechtspflege. —
"
Sanhedrin 56b:9,"Allerdings deutet <i>Gott</i> auf die Rechtspflege, denn es heißt:<sup>184</sup><i class=""footnote"">Ex. 22,7.</i><i>so soll der Hauseigentümer vor Gott</i><sup>185</sup><i class=""footnote"">Dh. vor das Gericht.</i><i>hintreten</i>, wieso aber deutet [das Wort] <i>gebot</i> auf den Götzendienst?
"
