1:1	אמרו רז״ל. אבות פ״ד מי״ג, ועי׳ חזית פ׳ טוב שם משמן טוב,
15:141	וכנגדן תיקנו רבותינו י״ח ברכות של תפלה. עיין בפסיקתא זוטרתא. ואתחנן ס״ו ע״ג וחכמי ישראל אמרו מצאנו בתפלת חנה מעין י״ח רמה קרני מגן אברהם, ממית ומחיה מחיה המתים כו׳. לפי נוסחת הבבלי הם י״ט ברכות ונוסחת הירושלמי הם רק י״ח ברכות, והוא ע״פ הכנסת את צמח בבונה ירושלים וכן בבה״ג הל׳ ברכות פ״ה הביא אמרין במערבא דאשכחן בתפלת חנה מעין שמונה עשר והואהביאמר שהביא רבינו בפ׳ ואתחנן ויש לתקן במקום וחכמי ישראל אמרו צ״ל וחכמי ארץ ישראל והוא כמו שהביא הבה״ג אמרי במערבא שפי׳ ארץ ישראל והרחבתי בזה במבוא אשר שמתי בראש הספר.
15:142	ולמה נקרא שמה מרים. במדרש חזית בפ׳ כי הנה הסתו עבר נמצא הוספה ״פירושה שלכך נקרא שמה מרים על שום שנאמר וימררו את חייהם כי מרים לשון מירור הוא״. וכן מצאתי בסדר עולם רבה פ״ג ולמה נקרא שמה מרים על שם מירור ע״כ.
15:143	והיכן מצינו. מכילתא.
15:144	במס׳ סוטה. דף י״ב סע״ב.
15:145	וכי לא היתה. סוטה שם.
15:146	ד״א. מכילתא ורש״י עה״ת.
15:147	מובטחין. מכילתא וילקוט סוף רמז רנ״ג, ופדר״א פמ״ב, ורש״י עה״ת.
15:148	כדרך. מכילתא ורש״י עה״ת.
15:149	ר׳ יהושע אומר. מכילתא (מסכתא דויסע משה פרשה א׳).
15:150	והשאר ע״פ ה׳ יחנו. זה לשון המכילתא ושאר כל המסעות כולן נסעו ע״פ הגבורה שנאמר על פי ה׳ יחנו בני ישראל ועל פי ה׳ יסעו (במדבר ט יח) ובמקרא כתוב על פי ה׳ יסעו ועל פי ה׳ יחנו.
15:151	ד״א ויסע משה. הוא דברי ר׳ אליעזר במכילתא ומובא בילקוט שם.
15:152	וג׳ מסעות. מכילתא וילקוט שם.
15:153	ויסעו מפי החירות. וכן מובא במכילתא ובכ״י פלארענץ וכ״י פ״ב ובמקרא כתוב ויסעו מפני החירות.
15:154	ר׳ אליעזר אומר. מכילתא. והרב בעל מאיר עין אות ט׳ הביא וז״ל עיין בזה ינחמנו, ובברורי המדות כתב שהוא ט״ס וצ״ל ד״א שהי׳ בר״ת ונתחלף להמעתיק דלי״ת ברי״ש. ואין צורך לכל זה דאינו אלא נוסחא אחריתא וכזה נמצא הרבה ברייתות, א״נ תרי תנאי נינהו אליבא דר״א עכ״ל אולם כאשר תראה היתה גם לפני רבינו הגי׳ פה ר׳ אליעזר אומר, וכן בשמ״ר פכ״ד מובא זה בשם ר׳ אלעזר, ויש לתקן שם במקום לא נסעו צ״ל נסעו. ומדברי רבינו שהביא למעלה ד״א ויסע משה נראה כי הי׳ שם לפניו הגי׳ ד״א במקום ר׳ אליעזר וא״כ אין צורך לומר כי תרי תנאי נינהו.
15:155	ר׳ יהודה אומר. במכילתא ובשמ״ר פכ״ד הגי׳ ר׳ יהודה בן אלעאי. ובכ״י פלארענץ ר׳ יהודה בן אלעזר.
15:156	ומרנא ורבנא טוביה כו׳. ובכ״י פלארענץ ואני טוביה ברבי אליעזר זצ״ל שמעתי מאבא מרי ועיין מה שהעירותי במבוא.
15:157	בעל כרחן לפי שהיו מוצאין כו׳. כן הביא הילקוט רמז רנ״ד בשם התנחומא. ולפנינו ליתא ואין ספק שכיוון לתנחומא הנקרא ג״כ ילמדנו. וז״ל מהו ויסע שהסיען בעל כרחן עמד פרעה וקשט אותן הסוסים באבנים טובות ומרגליות ושנטבעו בים היו צפין על שפת הים והיו ישראל יורדין בכל יום ונוטלין מהן ולא היו מבקשין לזוז משם כיון שראה משה כך א״ל מה אתם סבורים שבכל יום הים מעלה לכם אבנים טובות ומרגליות עמד והסיען בעל כרחן ע״כ. וגם רש״י עה״ת הביא הדרשה הזאת.
15:158	הוא מדבר כזב. כ״ה הגי׳ במכילתא ובתנחומא ובילקוט ירמיה רמז רס״ו, אולם בשמ״ר פכ״ד ובילקוט רמז רנ״ה ובס׳ והזהיר דף כ״א ע״א. וכן בכ״י פ״ב הגי׳ זה מדבר כוב ובכ״י פלארענץ המלה נמחקת. ונזכר זה המקום ביחזקאל ל׳ ה׳. ועיין ארץ קדומים צד 29.
15:159	והיה שמונה מאות פרסה. כ״ה הגי׳ בתנחומא ושמ״ר ובילקוט. גם בילקוט ירמיה שם. ולפנינו במכילתא תשע מאות. ועיין במאיר עין.
15:160	שרף הוא אפעה. במכילתא ותנתומא וילקוט רמז רנ״ה וילקוט ירמיה רמז רס״ו ובס׳ והזהיר שם אין אפעה אלא עכס אמרו שעכס זה רואה צל עוף שהוא פורח באויר מיד מת ואבריו נושרין, לכן יש לתקן בדברי רבינו וכצ״ל וכתיב משא בהמות נגב בארץ צרה וצוקה לביא וליש מהם אפעה ושרץ מעופף וגו׳ (ישעיה ל׳ ו׳). אין אפעה אלא עכס אמרו שעכס זה רואה צל עוף פורח מיד [מת] העוף ונושר אברים אברים. ובתנחומא איתא מיד נתחבר ונושר אברים אברים צ״ל מיד מת.
15:161	אמר ר׳ אבא. כ״ה הגי׳ בשמ״ר פכ״ד ובילקוט רמז רנ״ה וירמי׳ רמז רנ״ו בשם המכילתא ולפנינו אמר ר׳ עקיבא, ובתנחומא א״ר אחא וכן בעל ספר והזהיר העתיק כמו שמצא בתנחומא ר׳ אחא. ומדברי רבינו תראה שהיה לפניו הגי׳ גם במכילתא א״ר אבא. וכן יש לתקן בתנחומא ר׳ אבא במקום ר׳ אחא ויפה העיר ידידי הרה״ג מהרא״ה ווייס במדות סופרים אות ד׳ הגי׳ ר׳ עקיבא היא בטעות שלא מצינו תואר רבינו הקדוש רק על ר״י הנשיא, ואם גרסינן ר׳ אבא אז הוא רב הנקרא אבא אריכא ומצאנו אותו בברייתא בשלשה מקומות בשם ר׳ אבא, והוא היה תלמיד רבינו הקדוש ובתנחומא ובילקוט הגי׳ רבינו הגדול, ולגי׳ זו אפשר שרבינו הגדול מכוון על רב שכן מצאנוהו כמה פעמים בש״ס בשם הזה ור׳ אבא סתם הוא ר״א תלמיד רב. וראיתי בכ״י פלארענץ ושם הגי׳ א״ר אבא זה שח לי רבינו הגדול.
15:162	בארץ ישראל. בשמ״ר הגי׳ פעם אחת עבר אדם בתוך מדבר כוב זה. ויש לתקן כמו שהוא לפנינו כי דברי השמ״ר נובעים מן המכילתא והתנחומא.
15:163	ר׳ יהושע אומר. מכילתא וילקוט, ושם מובא גם דברי ר׳ אליעזר ואחרים. ורבינו השמיטם כי דבריהם קשה להולמם. ובתנחומא הביא דברי אחרים והשמיט דברי ר׳ יהושע ור׳ אליעזר, ואחר התנחומא הלך בעל ס׳ והזהיר דף כ״א ע״א.
15:164	לפיכך תקנו אבות הראשונים. במכילתא ותנחומא הגי׳ הנביאים והזקנים, ובגמרא ב״ק פ״ב ע״א עמדו נביאים ותקנו. ועיין מה שהעיר בזה ידידי הרה״ג מהרא״ה ווייס במדות סופרים אות ו׳.
15:165	שלא יהיו שלשת ימים בלא תורה. זה ליתא במכילתא. רק נשנה בגמרא שם וכן בתנחומא. ואולי נשמט זה במכילתא לפנינו ועי׳ בתוס׳ ב״ק שם ד״ה כדי.
15:166	ר׳ יהושע אומר. מכילתא וילקוט שם.
15:167	בג׳ מקומות. כ״ה גם בכ״י פלארענץ, ובכ״י פ״ב הגי׳ לשלשה ימים חזרו ישראל באותה שעה. ועיין במאיר עין אות כ״ח.
15:168	שלא נטלו עצה. מכילתא שם.
15:169	מיכן את למד. מכילתא וילקוט רמז רנ״ו.
15:170	ריב״ק. מכילתא וילקוט שם.
15:171	הרדופני. וכן תרגם יב״ע, ובתנחומא בד״ה אז ישיר מספרא מובא כן בשם ר׳ נתן ׳ וכן הביא הערוך ערך הרדפני וכתב שהוא אילן הגדל על המים ופריו סם המות, וכן מפורש בגליון הילקוט, והוא.......... ועיין בערוך בהערת הרמ״ל.
15:172	וכן אלישע הנביא במלח ריפא מי יריחו. מ״ב ב׳ י״ט כ׳ כ״א וכ״ב והמים רעים וגו׳ ושימו שם מלח וגו׳ וישלך שם מלח וגו׳ רפאתי למים האלה וגו׳ וירפו המים עד היום הזה.
15:173	רשב״י אומר. מכילתא וילקוט שם.
15:174	המים המים. שם.
15:175	חק זה שבת. מכילתא בשם ר׳ יהושע ובילקוט רמז רנ״ז שם שם לו חוק ומשפט זה כיבוד אב ואם. צ״ל חק זה השבת ומשפט זה כיבוד אב ואם.
15:176	ואמר ר׳ יהודה כאשר צוך במרה. זה ליתא במכילתא. ונשנה בסדר עולם פ״ה ומובא בילקוט רמז רנ״ז.
15:177	ר׳ אלעזר המודעי. מכילתא וילקוט שם.
15:178	אלו דיני קנסות, במכילתא אלו דיני אונסין ודיני קנסיות ודיני חבלות ועיין שם במאיר עין אות מ״ט.
15:179	לפי ששי״ן וסמ״ך משמשין. ר״ל מתחלפין, עיין מכילתא שם וילקוט רמז רנ״ז.
15:180	מיכן אמרו. מכילתא שם. גם בפ׳ יתרו פ״ב על הכתוב אם שמוע תשמע, וילקוט שם.
15:181	הבא לטהר. שבת ק״ד ע״א.
15:182	אם שמעת בישן. ברכות מ׳ ע״א.
15:183	אלו עשרת הדברות. מכילתא וילקוט רמז רנ״ז.
15:184	בעשרה קולות. מכילתא וילקוט שם ועיין ילקוט תהלים רמז תש״ט שחושב שבעה קולות.
15:185	שנאמר מן השמים. הסיום הזה ליתא במכילתא.
15:186	היינו דתנן. אבות פ״ב מ״א.
15:187	אלו הגדות המשובחות. במכילתא וילקוט שם והישר בעיניו תעשה אלו אגדות משובחות הנשמעות באזני כל העם, והאזנת למצותיו, אלו גזירות. ובילקוט הגי׳ אלו גזירות שוות, והגאון בעל איפת צדק הגיה אלו המשניות. ועיין מה שהעיר ידידי הרה״ג מהר״א ווייס בעל מדות סופרים אות צ׳.
15:188	דברי ר׳ יהושע. מכילתא וילקוט ורש״י עה״ת.
15:189	ד״א. שם.
15:190	מגיד. שם.
15:191	שנא׳ ויחנו שם על המים. במכילתא וילקוט הגי׳ ויחנו שם על המים לעולם אין ישראל חונין אלא על המים דברי ר׳ יהושע. הגר״א מוחק כלהביאמר מן לעולם עד המים וזה מסכים עם גי׳ רבינו.
15:192	ר׳ אליעזר. במכילתא ר׳ אליעזר המודעי.
15:193	כנגד י״ב שבטים. מובא גם ברש״י עה״ת:
16:1	מלמד שבאותו היום אירע אחד בשבת. כ״ה גם בכ״י פלארענץ וכ״י פ״ב. והוא כשיטת הסדר עולם פ״ה. כי המכילתא וס״ע פליגו, לשיטת הס״ע ר״ח ניסן ביום ששי היה ולשיטת המכילתא היה ביום החמישי. א״כ י״ד ניסן לשיטת הס״ע היה ביום החמישי וכן מפורש שם. י״ד ניסן יום חמישי היה. ולשיטת המכילתא ביום הרביעי היה. ט״ו ניסן שבו יצאו ממצרים חל לדעת הס״ע ביום הששי בע״ש, ולדעת המכילתא היה ביום החמישי ראש חודש אייר ולדעת הס״ע באחד בשבת היה כי כן מפורש שם באחד בשבת היה ולדעת המכילתא בשבת היה. ולפי זה שר״ח אייר היה באחד בשבת, א״כ חמשה עשר יום לחדש השני, באחד בשבת היה. ולסברת המכילתא בשבת היה. ראש חודש סיון הי׳ לשיטת הס״ע ביום ב׳, ולשיטת המכילתא ביום א׳ היה. וששה לחודש שנתנו בו הדברות היה ביום השבת. וכן מפורש שם ויום השבת היה. ולשיטת המכילתא ביום ו׳ היה. ועיין גם בגמרא שבת פ״ז ע״ב ופ״ח ע״א ומובא שם דברי הס״ע.
16:2	ניסן שבו יצאו ישראל ממצרים אירע להיות בשני בשבת. תקנתי שצ״ל בששי בשבת ע״פ שיטת הס״ע עיין בהערה שלפניה. וכן נאמר לנכון בכ״י פ״ב וכ״י פלארענץ אירע להיות בע״ש.
16:3	ותניא בסדר עולם. שם בפ״ה בי״ד יום בו שחטו ישראל את פסחיהן במצרים ויום חמישי היה ממחרת הפסח ערב שבת היה.
