Index Title,"Maskil LeDavid, Genesis",Found Rashi Ref,Text
"Maskil LeDavid, Genesis 25:30:1",מן האדום וכו׳ שלא יראה וכו׳ וא״ת והא לפי החשבון לא מת אברהם עד שהיה עשו בן ט״ו שנה ולעיל פירש״י על ויגדלו הנערים דמיד שנעשו בני י״ג וכו׳ ומה שתירץ הרא״ם דמ״מ לא היה עדיין בפרהסיא זה דוחק דהא קאמר זה פירש לבתי ע״ז. ואפ׳ לומר דעד אותו היום לא עשה אלא עבירות שבינו למקום שאפ׳ לתקן מיד בתשובה אבל אותו היום עבר ה׳ עבירות כדאי׳ במד׳ בא על נערה המאורסה וגנב והרג וכו׳ שהיה רע לשמים ורע לבריו׳ ומצינו שאף בדור המבול לא נחתם גזר דין אלא על הגזל ועוד שדרשו ג״כ שבאותו היו׳ כפר בעיקר ע״ש:,,
"Maskil LeDavid, Genesis 25:31:1",בכורתך וכולי אין רשע זה וכולי לכאורה כל זה שפת יתר דהוה סגי לומר לפי שהעבודה בבכורות ודבר ידוע שעשו רשע היה ואינו כדאי אלא נר׳ דכוונתו לתרץ דמה היתה מועלת מכיר׳ זו הואיל ויעקב לא היה בכור אטו אם ישראל קונה הכהונה מכהן יהא מותר לו לעבוד ולכך משני דכיון שעשו היה רשע גמור והיה כך מן הבטן נדון כמת מיד דרשעים בחייהם קרויים מתים והו״ל יעקב כדין הבא אחר הנפלים דהוי בכור לנחלה כדתנן בפ׳ יש בכור לפי שאין המת קרוי ראשית אונו אלא השני ואע״ג דלא הוי פטר רחם דמש״ה אינו בכור לכהן כדתנן התם ולכך הועילה אחיזתו כעקב עשו בשעה שיצא דחשיב כאילו דבוק עמו ונמצא שהוא פטר רחם ומן הדין לא הוה צריך לקנייה זו אלא לרווחא דמלתא עבד להוציא מלבו של עשו שלא יחזיק עצמו לבכור:,,
"Maskil LeDavid, Genesis 25:32:1",הנה אנכי וכו׳ ועונשין ומיתות וכו׳ הק׳ הר״ב דבק טוב למה חש עשו יותר על עונש זה מעל עונש הרציחה שעבר ותירץ שעלה על דעתו שעל שפיכות דמים לא יענש לפי שטבעו כך אדמוני אבל על זה חש ע״כ ומה יענה הרב על העבירות האחרות שעבר כדאי׳ בגמ׳ דסנהדרין חמש עבירות עבר אותו רשע בו ביום בא על נערה מאורסה וכפר בעיקר וכו׳ ועוד שהיה עובד ע״ז כנר׳ מן הכתובים וכדפירש״י לעיל זה פירש לע״ז ולמה לא חש לעונש אלא האמת שעשו לא היה חושש לעונש כלל שהיה סובר דליכא שכר ועונש וכונתו כאן הואיל ולפי דבריך שהדין הוא שיש בה כמה עונשין וכו׳ א״כ הרי היא הבכורה גרועה ודבר בזיון היא וכיון שכן למה זה וכולי בשלמא עד עכשיו היה בוחר בבכורה להתפאר בה לא לשום תכלית טוב שהרי מאחר שהיה עע״ז לא היה מקריב לשמים בלבו אלא ליוהרא היה חפץ שיקרא עליו שם בכורה אבל עכשיו ששמע מה טיבה הואיל וכן גריעותא היא ולמה זה וכולי.,,
"Maskil LeDavid, Genesis 25:34:1",ויבז עשו וכו׳ העיד הכתוב וכו׳ גם זה מובן שפיר במאי דכתיבנא בסמוך שהכתוב העיד דלא תהא סבור שמחמת פחד המית׳ מכר בכורתו דאל״כ אמאי לא פחד לנפשו מכמה עבירות שהיה עובר אלא שביזה עבודתו וכו׳ כלומר הכתוב עצמו מפרש שמה שאמר הנה אנכי הולך וכו׳ רצה לומר וכיון שכן בזויה היא ולמה זה:,,
"Maskil LeDavid, Genesis 26:4:1",והתברכו וכו׳ ואף לענין הקללה וכו׳ הביא זה הרב בכאן להכריח פירושו דל״ת מנ״ל הך פירושא דילמא ה״ק והתברכו בזרעך שכל גויי הארץ יתברכו בשבילך ובזכות זרעך ולכך קאמר ואף לענין הקללה מצינו כן והתם ודאי א״א לפרש שהיא לקללה לכל עמה שאם היא חטאה הם מה חטאו אלא מוכרח לפ׳ שיקללו בה ה״נ הוי פירושה שיברכו בהם:,,
"Maskil LeDavid, Genesis 26:5:1",שמע וכו׳ כשנסיתי אותו נפקא ליה מדכתיב בפ׳ העקידה כי ברך וכו׳ עקב אשר שמעת בקולי וא״צ למ״ש הנח״י דליכא לפ׳ על התור׳ והמצות מדכתיב אח״כ וישמור משמרתי וכו׳ ע״כ דאי משום הא לא איריא דסוף סוף הראשון דבקרא הו״ל לפ׳ על התורה ומאי דיתיר ידרוש על דבר אחר:,,
"Maskil LeDavid, Genesis 26:5:2",וישמור וכו׳ גזרות וכו׳ והקדימם להנך משום דחמורי׳ דברי סופרי׳ יותר מדברי תורה:,,
"Maskil LeDavid, Genesis 26:7:1",לאשתו על אשתו. דאל״כ נמצא דעיקר השאלה לא כתיבא בקרא:,,
"Maskil LeDavid, Genesis 26:8:1",וישקף וכו׳ ראהו משמש וכו׳ איכא למידק אמאי נקט רש״י וישקף וכו׳ הו״ל לקבוע פירושו על וירא והנה יצחק מצחק לא על וישקף ועוד טפי הול״ל מצחק משמש מיטתו ובזה היה מקצר כדרכו ומזה נ״ל שכוונת הרב לפ׳ מאי דאי׳ בזהר שלא היתה ראיה ממש אלא השקפה באצטגנינות והיינו דקאמר הרב וישקף ראהו וכו׳ כלו׳ מאחר שהשקיף באצטגנינות ראה כן דאל״כ לא הוה חזי מידי דודאי יצחק אבינו לא היה משמש מטתו ביום ומה גם בחלון פתוח חלילה ויש כמה הכרחים לפי׳ זה חדא דאל״כ יש כפל בפ׳ וישקף וכו׳ וירא היינו השקפה היינו ראיה ועוד דמאי בעד החלון היל״ל מן החלון ועוד מאי החלון בה״א הידיעה אלא ר״ל בעד החלון הידוע דהיינו אצטגנינות דומיא למאי דכתיב בעד החלון נשקפה ותיבב אם סיסרא ואפ׳ לומר דעד האידנא יצחק היה נזהר לפעול ע״י איזה שם באופן שלא יוכל אבימלך לידע באצטגנינו׳ שלו כשהיה משמש אבל עכשיו אחר שארכו הימים לא נזהר לעשות פעולתו להשמר ממנו ולכן וישקף וכו׳ ובזה מה נמלצו לחכי אמרי יושר של רש״י ז״ל בדבור דלעיל ולא נזהר להיות נשמר שנראה לשון כפול ובלא טעם והנח״י נדחק בו ע״ע ולדידן ניחא דרצה לומר לא נזהר לעשות פעולתו להיות נשמר:,,
"Maskil LeDavid, Genesis 26:10:1",אחד העם המיוחד וכו׳ נ״ל דכוונתו מדקאמר בבירור כמעט שכב ומצי למימר יצחק מנא לך דילמא לא היא ומעולם לא היה עולה על דעת שום נברא כך לכך מפ׳ דעליה דידיה קאמ׳ כן נ״ל כי מ״ש הרא״ם ז״ל מדכתיב והבאת עלינו ולא כתיב עליו דחוק טפי ומ״ש הנח״י מדכתיב אחד בפת״ח ולא אחד בסגו״ל עמו הס״ד כך משפטו כי א׳ בפת״ח הוא סמוך ובסגו״ל מוכרת:,,
"Maskil LeDavid, Genesis 26:12:1",בארץ וכו׳ שניהם למה וכו׳ כלו׳ ההיא ההיא ל״ל אלא לומר שאותה הארץ בפרטית קשה משאר הארצות שסביבותיה ואותה שנת רעבון קשה משאר שנות רעבון:,,
"Maskil LeDavid, Genesis 26:13:1",עד כי גדל וכו׳ זבל פרדותיו וכו׳ הק׳ בדב״ט ממ״ש רש״י לקמן בפ׳ וישלח גבי ענה אשר מצא את הימים שהביא פסולין לעול׳ ותי׳ דר״ל פרדותיו דהיינו יוני ועוד נדחק בדרך אחר ע״ש ומעיקר׳ ל״ק מידי דהך מלתא תליא באשלי רברבי דפלוגתא דתנא׳ היא בפסחים דף נ״ד דר׳ יוסי סבר דאדם הראשון במ״ש הרכיב ב׳ בהמות זע״ז ויצא מהן פרד ורשב״ג סבר פרד בימי ענה הוה ואין לתמוה דרש״י אייתי תרוייהו דבכמה מקומות כך דרכו לאתויי סברות חלוקות:,,
"Maskil LeDavid, Genesis 26:15:1",סתמום וכו׳ תקלה פי׳ דמקרא דלקמן דכתיב ויסתמום פלשתים אחרי מות אברהם מוכרח דהסתימה היתה קודם ביאת יצחק לגרר וא״כ צריך להבין טעם בסתימה בשלמא אילו היה אפשר לומר שהיתה הסתימה אחר ביאתו של יצחק היינו אומרי׳ בפשיטו׳ שעשו כן להכריח את יצחק שילך מאצלם אבל הואיל ומכח קרא דלקמן משמע ליה לרש״י דלאו הכי הוה הילכך הוצרך לבקש טעם על הסתימה ומש״ה קאמר מפני הגייסות וצ״ל שהבארות הללו לאו בתוך העיר הוו דא״כ לא שייך טעמא דגייסות אלא חוץ מהעיר סמוך לה היו וע״ע לקמן בסמוך:,,
"Maskil LeDavid, Genesis 26:17:1",בנחל גרר רחוק וכו׳ דאילו סמוך לעיר הרי בודאי מתחומי העי׳ ופשיטא דנחשב כעיר ומאי שייך ריב דכתיב ויריבו וכו׳ לאמר לנו המים פשיטא דשלהם הוה ויצחק גופיה מאחר שקיבל עליו ללכת מעמהם למה לו לחפור בורות בתחומם:,,
"Maskil LeDavid, Genesis 26:18:1",וישב ויחפור וכו׳ קודם שנסע מגרר וכו׳ לאו דוקא אלא רצ״ל קודם שנסע מתחום גדר שהרי ע״כ לאו בתוך העיר הוו כדלעיל אלא כלו׳ מידי צאתו מגרר ללכת אל נחל גרר כשעבר דרך אותם הבארות חזר וחפר דעד עכשיו לא רצה לחפר הואיל והיה גר עמהן תוך העיר לא רצה לעשות דבר שלא ברצונם אבל עתה שנבאש עמהם ושלחוהו מאצלם שב וחפרן. והיה המשך הכתובים ע״ד זה תחלה מספר הכתוב שקנאו אותו פלשתים. ושוב כתב ומודיע שמתחלה היו שם בתחום העיר בארות אשר חפר אברהם וסתמו׳ פלשתים אחר מותו. והנה עתה אירע דמחמת הקנאה דלעיל ויאמר אבימלך אל יצחק לך מעמנו וכו׳ וילך משם יצחק לנחל גרר רחוק מן העיר ומדי לכתו קודם הגעתו לנחל גדר פגע אצל מקום הבארות וישב ויחפור את הבארות וכו׳ ואחר כך הלך לנחל גדר ויחפרו עבדי יצחק וימצאו וכו׳ בארות אחרות ועיין ברא״ם ובש״ח ואני הנלע״ד כתבתי ודוק:,,
"Maskil LeDavid, Genesis 26:26:1",ואחוזת וכו׳ ואל תתמה וכו׳ לולא דבריו ז״ל הייתי אומר דלעולם תי״ו דאחוז׳ היא תי״ו הסמיכות אלא דמ״ם דמרעהו איננה שמושי׳ רק מהאותיות האמנתי״ו הנוספות על השם כידוע וחבירו ותהי אש׳ שמשון למרעהו וכן משמע מל׳ התרגום דמתרגם סיעת מרחמוהי ומשמע דתיו דסיעת היא סמיכות שהרי השם הוא סיעה כמאמרם ז״ל בספ״ק דברכות והוא שתהיה סיעה של בני אדם עוברת שם. אך נר׳ דהכרחו של רבינו משום דתיבת מרעהו היא ל׳ יחיד ולא יתכן להסמיך אחוזה דהיינו קביצה של ריע אלא קביצה של רעים והכי הול״ל ואחוזת מריעיו אבל אם נאמר שאינו נסמך יתכן לומר כן אחוזה כלו׳ קביצה עשויה מן רעהו כלו׳ מכל מי שהיה רעהו והטעם שבחר רש״י בפ׳ זה ולא נקט כסברת ר״י בב״ר דנר׳ דפשיטא טפי בל׳ דוחק דאחוזת שם איש וזה היה ריע המלך אפשר מדאשכחן לעיל בפ׳ ויאמר אבימלך ופיכול שר צבאו וכו׳ ואם אי׳ דאחוזת זה שם אדם רשום וחשוב טפי מפיכול אמאי לא הזכירו שם:,,
"Maskil LeDavid, Genesis 26:33:1",שבעה ע״ש הברי׳ כי כריתת ברית ע״י שבועה היא וכדכתיב וישבעו איש לאחיו ועיקרה ותכליתה של שבועה היתה להקים ברית שהרי היה זה כדי לקיים מ״ש לו ונכרתה ברית עמך ולא ידענא מאי קא קשיא ליה להש״ח ע״ש:,,
"Maskil LeDavid, Genesis 27:1:1",ותכהין בעשנן וכו׳ ד״א וכו׳ הוצרך לד״א דאילו לפי׳ קמא אמאי כתיב ויהי כי זקן יצחק לא הול״ל אלא ותכהין עיני יצחק שאז הוה משמע שפיר דקאי אדלעיל ותהיין מרת רוח ולפי׳ ותכהין ולד״א ק׳ מהו מראות דלפי׳ קמא א״ש דר״ל מחמ׳ ראות שהיו עובדות ע״ז:,,
