Index Title,"Shulchan Arukh, Yoreh De'ah"
"Shulchan Arukh, Yoreh De'ah 194:1","<b>דיני יולדת ומפלת. ובו י""ד סעיפים:</b><br> <i data-commentator=""Be'er HaGolah"" data-order=""1""></i><i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""1""></i>יולדת <i data-commentator=""Beur HaGra"" data-order=""1""></i>אפילו לא ראתה דם טמאה כנדה <i data-commentator=""Beur HaGra"" data-order=""2""></i>בין ילדה חי בין ילדה מת ואפילו נפל וכמה הם ימי טומאתה <i data-commentator=""Beur HaGra"" data-order=""3""></i><i data-commentator=""Be'er HaGolah"" data-order=""2""></i>עכשיו בזמן הזה כל היולדות חשובות יולדות בזוב וצריכות לספור שבעה נקיים נמצאת אומר שיולדת זכר יושבת ז' ללידה וז' לנקיים לזיבה והיולדת נקבה יושבת שבועים ללידה וז' נקיים לזיבה <i data-commentator=""Beur HaGra"" data-order=""4""></i><i data-commentator=""Be'er HaGolah"" data-order=""3""></i>ימי לידה שהם ז' לזכר וי""ד לנקבה אם לא ראתה בהן עולים לספירת זיבתה <i data-commentator=""Turei Zahav"" data-order=""1""></i><i data-commentator=""Beur HaGra"" data-order=""5""></i><i data-commentator=""Be'er HaGolah"" data-order=""4""></i>ואם <i data-commentator=""Ba'er Hetev"" data-order=""1""></i>שלמו ז' נקיים בתוך י""ד לנקבה הרי זו אסורה <i data-commentator=""Turei Zahav"" data-order=""2""></i>עד <i data-commentator=""Ba'er Hetev"" data-order=""2""></i>ליל ט""ו <i data-commentator=""Beur HaGra"" data-order=""6""></i><i data-commentator=""Be'er HaGolah"" data-order=""5""></i>ואם טבלה קודם לכן לא עלתה לה טבילה: <small>הגה <i data-commentator=""Beur HaGra"" data-order=""7""></i><i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""2""></i>ולאחר ז' לזכר וי""ד לנקבה מותרת לבעלה מיד מאחר שספרה ז' נקיים ולא חזרה וראתה <i data-commentator=""Turei Zahav"" data-order=""3""></i>מיהו <i data-commentator=""Siftei Kohen"" data-order=""1""></i>יש מקומות <i data-commentator=""Ba'er Hetev"" data-order=""3""></i><i data-commentator=""Pithei Teshuva"" data-order=""1""></i>שנוהגין שאין טובלין תוך מ' לזכר ושמונים לנקבה (בית יוסף בשם מהרי""ק שהביא התניא ובאגודה פרק ע""פ ובמהרי""ל) <i data-commentator=""Torat HaShlamim"" data-order=""1""></i>ואין להתיר במקום שנהגו להחמיר (ריב""ש) אבל במקום שאין מנהג אין להחמיר כלל רק מיד שלא ראתה דם אחר ז' לזכר וי""ד לנקבה וספרה ז' נקיים מותרת לבעלה (ת""ה סימן רנ""ה) <i data-commentator=""Beur HaGra"" data-order=""8""></i><i data-commentator=""Be'er HaGolah"" data-label=""(°)"" data-order=""5""></i>אבל אם חזרה <i data-commentator=""Pithei Teshuva"" data-order=""2""></i>וראתה אפילו טפת דם כחרדל טמאה <i data-commentator=""Beur HaGra"" data-order=""9""></i>אע""ג דמדאורייתא דם טהור הוא כבר פשט המנהג בכל ישראל שאין בועלין על דם טהור (ב""י ואגור וטור ופוסקים בשם הגאונים) ודינו כשאר דם לכל דבר:</small>"
"Shulchan Arukh, Yoreh De'ah 194:2","<i data-commentator=""Beur HaGra"" data-order=""10""></i><i data-commentator=""Be'er HaGolah"" data-order=""6""></i><i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""3""></i>המפלת <i data-commentator=""Pithei Teshuva"" data-order=""3""></i>בתוך מ' <i data-commentator=""Siftei Kohen"" data-order=""2""></i><i data-commentator=""Torat HaShlamim"" data-order=""2""></i>אינה חוששת <i data-commentator=""Ba'er Hetev"" data-order=""4""></i>לולד <i data-commentator=""Beur HaGra"" data-order=""11""></i><i data-commentator=""Be'er HaGolah"" data-order=""7""></i>אבל חוששת משום נדה אפילו לא ראתה: <small>הגה מפני שא""א <i data-commentator=""Pithei Teshuva"" data-order=""4""></i>לפתיחת הקבר בלא דם <i data-commentator=""Beur HaGra"" data-order=""12""></i>ונפקא מינה דמיד לאחר שספרה ז' נקיים מותרת ואינה חוששת לולד (ד""ע):</small>"
"Shulchan Arukh, Yoreh De'ah 194:3","<i data-commentator=""Beur HaGra"" data-order=""13""></i><i data-commentator=""Be'er HaGolah"" data-order=""8""></i>המפלת <i data-commentator=""Pithei Teshuva"" data-order=""5""></i>כמין בהמה חיה ועוף או כמין דגים וחגבים ושקצים ורמשים וכל צורת ולד <i data-commentator=""Be'er HaGolah"" data-order=""9""></i>או שפיר או שליא או <i data-commentator=""Be'er HaGolah"" data-order=""10""></i>חתיכה שקרעוה <i data-commentator=""Pithei Teshuva"" data-order=""6""></i>ויש בה עצם <i data-commentator=""Be'er HaGolah"" data-order=""11""></i>עכשיו שאין אנו בקיאין בצורות <i data-commentator=""Siftei Kohen"" data-order=""3""></i><i data-commentator=""Beur HaGra"" data-order=""14""></i>חוששת לולד ואם כלו ז' נקיים בתוך י""ד יום אם טבלה קודם ליל ט""ו <i data-commentator=""Siftei Kohen"" data-order=""4""></i><i data-commentator=""Pithei Teshuva"" data-order=""7""></i>לא עלתה לה <i data-commentator=""Ba'er Hetev"" data-order=""5""></i>טבילה:"
"Shulchan Arukh, Yoreh De'ah 194:4","<i data-commentator=""Be'er HaGolah"" data-order=""12""></i>ילדה ולד חי ואח""כ הפילה שליא אינה חוששת לולד אחר אלא תולה אותה בולד שילדה כבר <i data-commentator=""Siftei Kohen"" data-order=""5""></i><i data-commentator=""Torat HaShlamim"" data-order=""3""></i>עד <i data-commentator=""Ba'er Hetev"" data-order=""6""></i>כ""ג יום <i data-commentator=""Beur HaGra"" data-order=""15""></i><i data-commentator=""Be'er HaGolah"" data-order=""13""></i>אבל אם הפילה נפל תחילה אין תולין בו השליא שהפילה אחר כך וחוששת לשליא ליתן לה ימי טומאה של נקבה:"
"Shulchan Arukh, Yoreh De'ah 194:5","<i data-commentator=""Be'er HaGolah"" data-order=""14""></i>יצאה השליא תחילה <i data-commentator=""Siftei Kohen"" data-order=""6""></i>אין תולין אותה <i data-commentator=""Ba'er Hetev"" data-order=""7""></i>בולד שתלד אחר כך אפילו הוא בן קיימא וחוששת לשליא ליתן לה ימי טומאה של נקבה:"
"Shulchan Arukh, Yoreh De'ah 194:6","<i data-commentator=""Be'er HaGolah"" data-order=""15""></i>יצאה מקצת שליא ביום ראשון ולא נגמרה יציאתה עד יום ב' חוששת מיום ראשון אבל אינה מונה אלא מיום שני:"
"Shulchan Arukh, Yoreh De'ah 194:7","<i data-commentator=""Be'er HaGolah"" data-order=""16""></i>המפלת דמות בהמה חיה ועוף ושליא קשורה בה <i data-commentator=""Siftei Kohen"" data-order=""7""></i>אינה חוששת לולד אחר ואם אינה קשורה בה חוששת לולד <i data-commentator=""Ba'er Hetev"" data-order=""8""></i>אחר <i data-commentator=""Beur HaGra"" data-order=""16""></i>ואף על פי שהולד הנדמה זכר חוששין ליתן לה ימי <i data-commentator=""Siftei Kohen"" data-order=""8""></i>טומאה של נקבה בשביל השליא:"
"Shulchan Arukh, Yoreh De'ah 194:8","<i data-commentator=""Be'er HaGolah"" data-order=""17""></i>היולדת טומטום או אנדרוגינוס נותנין לה ימי טומאה של נקבה:"
"Shulchan Arukh, Yoreh De'ah 194:9","<i data-commentator=""Be'er HaGolah"" data-order=""18""></i>הרגישה שהפילה ואינה יודעת מה <i data-commentator=""Be'er HaGolah"" data-order=""19""></i>אפילו לא היתה בחזקת מעוברת הרי זו טמאה לידה וחוששת שמא נקבה היתה:"
"Shulchan Arukh, Yoreh De'ah 194:10","<i data-commentator=""Be'er HaGolah"" data-order=""20""></i>נחתך הולד במעיה ויצא אבר אבר בין שיצא על סדר האברים כגון שיצא הרגל ואחריה השוק ואחריה הירך בין שיצא שלא על הסדר <i data-commentator=""Siftei Kohen"" data-order=""9""></i><i data-commentator=""Beur HaGra"" data-order=""17""></i>אינה טמאה לידה <i data-commentator=""Torat HaShlamim"" data-order=""4""></i>עד שיצא <i data-commentator=""Ba'er Hetev"" data-order=""9""></i><i data-commentator=""Pithei Teshuva"" data-order=""8""></i>רובו <i data-commentator=""Be'er HaGolah"" data-order=""21""></i>ואם יצא ראשו כולו כאחד הרי זה כרובו ואם לא נתחתך ויצא כדרכו <i data-commentator=""Siftei Kohen"" data-order=""10""></i><i data-commentator=""Be'er HaGolah"" data-order=""22""></i>משתצא <i data-commentator=""Ba'er Hetev"" data-order=""10""></i>פדחתו ה""ז כילוד אף על פי שנחתך אח""כ ולא סוף דבר שיצא לחוץ ממש <i data-commentator=""Be'er HaGolah"" data-order=""23""></i>אלא אפילו משיצא חוץ לפרוזדור:"
"Shulchan Arukh, Yoreh De'ah 194:11","<i data-commentator=""Siftei Kohen"" data-order=""11""></i><i data-commentator=""Be'er HaGolah"" data-order=""24""></i>הוציא העובר <i data-commentator=""Torat HaShlamim"" data-order=""5""></i>את ידו והחזירה אמו <i data-commentator=""Ba'er Hetev"" data-order=""11""></i>טמאה לידה:"
"Shulchan Arukh, Yoreh De'ah 194:12","<i data-commentator=""Be'er HaGolah"" data-order=""25""></i>היתה מקשה לילד <i data-commentator=""Pithei Teshuva"" data-order=""9""></i>ושמעה קולו של ולד חשוב כילוד שאי אפשר שלא הוציא ראשו חוץ לפרוזדור:"
"Shulchan Arukh, Yoreh De'ah 194:13","<i data-commentator=""Be'er HaGolah"" data-order=""26""></i>היולדת תאומים ושהה ולד אחר חבירו כגון האחד קודם שקיעת החמה והאחר אחר שקיעת החמה משיצא הראשון טמאה לידה ומונין ימי טומאה משיצא האחרון ואם הראשון ניכר שהוא זכר והשני ניכר שהוא נקבה או שאינו ניכר שני זה אם הוא זכר או נקבה מונה משיצא השני ימי טומאה לנקבה:"
"Shulchan Arukh, Yoreh De'ah 194:14","<i data-commentator=""Be'er HaGolah"" data-order=""27""></i><i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""4""></i>יוצא דופן <i data-commentator=""Beur HaGra"" data-order=""18""></i><i data-commentator=""Be'er HaGolah"" data-order=""28""></i>אם לא יצא דם אלא דרך דופן אמו טהורה מלידה ומנדה ומזיבה:"
"Shulchan Arukh, Yoreh De'ah 195:1","<b>דברים האסורין בזמן נדותה. ובו י""ז סעיפים:</b><br><i data-commentator=""Be'er HaGolah"" data-order=""1""></i>חייב אדם לפרוש מאשתו בימי טומאתה עד שתספור ותטבול <i data-commentator=""Beur HaGra"" data-order=""1""></i><small>(ואפילו שהתה זמן ארוך ולא טבלה <i data-commentator=""Siftei Kohen"" data-order=""1""></i>תמיד היא בנדתה עד <i data-commentator=""Ba'er Hetev"" data-order=""1""></i>שתטבול (ב""י בשם פוסקים) </small><i data-commentator=""Beur HaGra"" data-order=""2""></i><i data-commentator=""Pithei Teshuva"" data-order=""1""></i><i data-commentator=""Be'er HaGolah"" data-order=""2""></i>ולא ישחוק ולא יקל ראש עמה <i data-commentator=""Siftei Kohen"" data-order=""2""></i><small>(אפילו בדברים) (טור וב""י בשם רשב""א מאבות דרבי נתן) </small>שמא ירגיל לעבירה <i data-commentator=""Beur HaGra"" data-order=""3""></i><i data-commentator=""Torat HaShlamim"" data-order=""1""></i><i data-commentator=""Be'er HaGolah"" data-order=""3""></i>אבל מותר להתייחד עמה <i data-commentator=""Beur HaGra"" data-order=""4""></i>דכיון שבא עליה פעם א' תו לא תקיף יצריה <small>(ל' עצמו):</small>"
"Shulchan Arukh, Yoreh De'ah 195:2","<i data-commentator=""Beur HaGra"" data-order=""5""></i><i data-commentator=""Pithei Teshuva"" data-order=""2""></i><i data-commentator=""Be'er HaGolah"" data-order=""4""></i><i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""1""></i>לא יגע בה אפילו באצבע קטנה <i data-commentator=""Siftei Kohen"" data-order=""3""></i><i data-commentator=""Beur HaGra"" data-order=""6""></i><i data-commentator=""Be'er HaGolah"" data-order=""5""></i>ולא <i data-commentator=""Ba'er Hetev"" data-order=""2""></i>יושיט מידו לידה שום דבר <i data-commentator=""Pithei Teshuva"" data-order=""3""></i>ולא יקבלנו מידה שמא יגע בבשרה <i data-commentator=""Torat HaShlamim"" data-order=""2""></i><small>(וכן על ידי <i data-commentator=""Pithei Teshuva"" data-order=""4""></i>זריקה מידו לידה או להיפך אסור) (ב""ז ס""ס קנ""ד והגהות ש""ד בשם מהר""ם):</small>"
"Shulchan Arukh, Yoreh De'ah 195:3","<i data-commentator=""Be'er HaGolah"" data-order=""6""></i><i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""2""></i>לא יאכל עמה <i data-commentator=""Beur HaGra"" data-order=""7""></i>על השלחן <i data-commentator=""Siftei Kohen"" data-order=""4""></i><i data-commentator=""Beur HaGra"" data-order=""8""></i><i data-commentator=""Be'er HaGolah"" data-order=""7""></i>אא""כ יש <i data-commentator=""Siftei Kohen"" data-order=""5""></i>שום שינוי שיהיה שום דבר מפסיק בין קערה שלו לקערה שלה <i data-commentator=""Turei Zahav"" data-order=""1""></i><i data-commentator=""Torat HaShlamim"" data-order=""3""></i>לחם או קנקן <i data-commentator=""Siftei Kohen"" data-order=""6""></i>או שיאכל כל אחד <i data-commentator=""Ba'er Hetev"" data-order=""3""></i><i data-commentator=""Torat HaShlamim"" data-order=""4""></i>במפה שלו: <small>הגה <i data-commentator=""Siftei Kohen"" data-order=""7""></i><i data-commentator=""Beur HaGra"" data-order=""9""></i>וי""א הא דצריכין הפסק בין קערה שלו לקערה שלה היינו דוקא כשאינן אוכלין <i data-commentator=""Turei Zahav"" data-order=""2""></i>בקערה אחת כשהיא טהורה אבל אם אוכלין בקערה אחת כשהיא טהורה סגי <i data-commentator=""Torat HaShlamim"" data-order=""5""></i>אם אוכלת <i data-commentator=""Pithei Teshuva"" data-order=""5""></i>בקערה בפני <i data-commentator=""Ba'er Hetev"" data-order=""4""></i>עצמה וא""צ היכר אחר (הגהות אשירי בשם ר""י והגהות אלפסי) וכן נוהגין <i data-commentator=""Siftei Kohen"" data-order=""8""></i><i data-commentator=""Beur HaGra"" data-order=""10""></i><i data-commentator=""Ba'er Hetev"" data-order=""5""></i>י""א שאסור לו לאכול <i data-commentator=""Turei Zahav"" data-order=""3""></i>משיורי <i data-commentator=""Turei Zahav"" data-order=""4""></i><i data-commentator=""Pithei Teshuva"" data-order=""6""></i>מאכל שלה (מצא בקונטרס דהלכות נדה) כמו שאסור לשתות משיורי כוס שלה וכמו שיתבאר:</small>"
"Shulchan Arukh, Yoreh De'ah 195:4","<i data-commentator=""Siftei Kohen"" data-order=""9""></i><i data-commentator=""Torat HaShlamim"" data-order=""6""></i><i data-commentator=""Be'er HaGolah"" data-order=""8""></i>לא ישתה <i data-commentator=""Ba'er Hetev"" data-order=""6""></i>משיורי כוס ששתתה היא: <small>הגה אם לא שמפסיק אדם אחר ביניהם (טור בשם סמ""ג) או שהורק מכוס זה אל כוס אחר אפילו הוחזר לכוס ראשון (הגהמי""י בשם רא""ם ורוקח סימן שי""ח ומרדכי ואגודה פ""ק דשבת) ואם שתתה והוא אינו יודע ורוצה לשתות מכוס שלה אינה צריכה להגיד לו שלא ישתה (שם) <i data-commentator=""Turei Zahav"" data-order=""5""></i>והיא מותרת לשתות מכוס ששתה הוא (ג""ז שם) ואם שתתה מכוס <i data-commentator=""Pithei Teshuva"" data-order=""7""></i>והלכה לה י""א שמותר לו לשתות המותר דמאחר שכבר הלכה אין כאן חבה (בקונטרס הנ""ל):</small>"
"Shulchan Arukh, Yoreh De'ah 195:5","<i data-commentator=""Turei Zahav"" data-order=""6""></i><i data-commentator=""Siftei Kohen"" data-order=""10""></i><i data-commentator=""Torat HaShlamim"" data-order=""7""></i><i data-commentator=""Be'er HaGolah"" data-order=""9""></i>לא <i data-commentator=""Ba'er Hetev"" data-order=""7""></i>ישב <i data-commentator=""Pithei Teshuva"" data-order=""8""></i>במטה המיוחדת לה אפילו <i data-commentator=""Pithei Teshuva"" data-order=""9""></i>שלא בפניה: <small>הגה ואסור לישב על ספסל ארוך שמתנדדת ואינה מחוברת לכותל כשאשתו נדה יושבת עליו (מרדכי פ""ק דשבת בשם צפנת פענח בשם רש""י) ויש מתירים כשאדם אחר מפסיק ויושב ביניהם (אגודה פ' התינוקת ות""ה סימן רנ""א) וכן לא ילך עם אשתו בעגלה אחת או בספינה אחת אם הולך רק דרך טיול כגון לגנות ופרדסים וכיוצא בזה אבל אם הולך מעיר לעיר לצרכיו מותר אף על פי שהוא ואשתו הם לבדן ובלבד שישבו בדרך שלא יגעו זה בזה (כל זה בת""ה סימן רנ""א):</small>"
