Index Title,Genesis
Genesis 34:20,"So Hamor and his son Shechem went to the public place<sup>*</sup><sup>*</sup><i class=""footnote""><b>public place </b>Lit. “gate.”</i> of their town and spoke to their town council,<sup>°</sup><sup>*</sup><i class=""footnote""><b>their town council </b>Heb. ’anshe ‘iram; NJPS “their fellow townsmen,” trad. “the men of their city.” Cf. Ruth 3.11; 4.1–2. See the Dictionary under ’ish.</i> saying,"
Genesis 34:21,"“These people<sup>°</sup><sup>*</sup><i class=""footnote""><b>people </b>(So NJPS.) Lit. “participants whose involvement defines the depicted situation.” See the Dictionary under ’ish.</i> are our friends; let them settle in the land and move about in it, for the land is large enough for them; we will take their daughters to ourselves as wives and give our daughters to them."
Genesis 34:22,"But only on this condition will their representatives<sup>°</sup><sup>*</sup><i class=""footnote""><b>their representatives </b>NJPS “the men.” Cf. note on v. 21.</i> agree with us to dwell among us and be as one kindred: that all our males become circumcised as they are circumcised."
Genesis 34:23,"Their cattle and substance and all their beasts will be ours, if we only agree to their terms, so that they will settle among us.”"
Genesis 34:24,"All his fellow townsmen<sup>°</sup><sup>*</sup><i class=""footnote""><b>All his fellow townsmen </b>So the NJPS footnote; the reading in NJPS itself is more literal (“all who went out of the gate of his town”), yet here, women are not in view.</i> heeded Hamor and his son Shechem, and all males, all his fellow townsmen,<sup>°</sup><sup>*</sup><i class=""footnote""><b>all his fellow townsmen </b>See the previous note.</i> were circumcised."
Genesis 34:25,"On the third day, when they were in pain, Simeon and Levi, two of Jacob’s sons, brothers of Dinah, took each his sword, came upon the city unmolested, and slew all the males."
Genesis 34:26,"They put Hamor and his son Shechem to the sword, took Dinah out of Shechem’s house, and went away."
Genesis 34:27,"The other sons of Jacob came upon the slain and plundered the town, because their sister had been defiled."
Genesis 34:28,"They seized their flocks and herds and asses, all that was inside the town and outside;"
Genesis 34:29,"all their wealth, all their children, and their wives, all that was in the houses, they took as captives and booty."
Genesis 34:30,"Jacob said to Simeon and Levi, “You have brought trouble on me, making me odious among the inhabitants of the land, the Canaanites and the Perizzites; my fighters<sup>°</sup><sup>*</sup><i class=""footnote""><b>fighters </b>Heb. metim (in construct form); cf. Deut. 2.34; 3.6; Isa. 3.25. NJPS “men.”</i> are few in number, so that if they unite against me and attack me, I and my house will be destroyed.”"
Genesis 34:31,"But they answered, “Should our sister be treated like a whore?”"
Genesis 35:1,"God said to Jacob, “Arise, go up to Bethel and remain there; and build an altar there to the God who appeared to you when you were fleeing from your brother Esau.”"
Genesis 35:2,"So Jacob said to his household and to all who were with him, “Rid yourselves of the alien gods in your midst, purify yourselves, and change your clothes."
Genesis 35:3,"Come, let us go up to Bethel, and I will build an altar there to the God who answered me when I was in distress and who has been with me wherever I have gone.”"
Genesis 35:4,"They gave to Jacob all the alien gods that they had, and the rings that were in their ears, and Jacob buried them under the terebinth that was near Shechem."
Genesis 35:5,"As they set out, a terror from God fell on the cities round about, so that they did not pursue the sons of Jacob."
Genesis 35:6,"Thus Jacob came to Luz—that is, Bethel—in the land of Canaan, he and all the people who were with him."
Genesis 35:7,"There he built an altar and named the site El-bethel,<sup>*</sup><sup>*</sup><i class=""footnote""><b>El-bethel </b>“The God of Bethel.”</i> for it was there that God had been revealed to him when he was fleeing from his brother."
Genesis 35:8,"Deborah, Rebekah’s nurse, died, and was buried under the oak below Bethel; so it was named Allon-bacuth.<sup>*</sup><sup>*</sup><i class=""footnote""><b>Allon-bacuth </b>Understood as “the oak of the weeping.”</i> "
Genesis 35:9,"God appeared again to Jacob on his arrival from Paddan-aram. God blessed him,"
Genesis 35:10,"saying to him,<br>“You whose name is Jacob,<br>You shall be called Jacob no more,<br>But Israel shall be your name.”Thus he was named Israel."
Genesis 35:11,"And God said to him,<br>“I am El Shaddai.<sup>*</sup><sup>*</sup><i class=""footnote""><b>El Shaddai </b>Cf. 17.1.</i> <br>Be fertile and increase;<br>A nation, yea an assembly of nations,<br>Shall descend from you.<br>Kings shall issue from your loins.<br>"
Genesis 35:12,The land that I assigned to Abraham and Isaac<br>I assign to you;<br>And to your offspring to come<br>Will I assign the land.”
Genesis 35:13,God parted from him at the spot where [God] had spoken to him;
Genesis 35:14,"and Jacob set up a pillar at the site where [God] had spoken to him, a pillar of stone, and he offered a libation on it and poured oil upon it."
Genesis 35:15,"Jacob gave the site, where God had spoken to him, the name of Bethel."
Genesis 35:16,"They set out from Bethel; but when they were still some distance short of Ephrath, Rachel was in childbirth, and she had hard labor."
Genesis 35:17,"When her labor was at its hardest, the midwife said to her, “Have no fear, for it is another boy for you.”"
Genesis 35:18,"But as she breathed her last—for she was dying—she named him Ben-oni;<sup>*</sup><sup>*</sup><i class=""footnote""><b>Ben-oni </b>Understood as “son of my suffering (or, strength).”</i> but his father called him Benjamin.<sup>*</sup><sup>*</sup><i class=""footnote""><b>Benjamin </b>I.e., “son of the right hand,” or “son of the south.”</i> "
Genesis 35:19,Thus Rachel died. She was buried on the road to Ephrath—now Bethlehem.
Genesis 35:20,Over her grave Jacob set up a pillar; it is the pillar at Rachel’s grave to this day.
Genesis 35:21,"Israel journeyed on, and pitched his tent beyond Migdal-eder."
Genesis 35:22,"While Israel stayed in that land, Reuben went and lay with Bilhah, his father’s concubine; and Israel found out. Now the sons of Jacob were twelve in number."
Genesis 35:23,"The sons of Leah: Reuben—Jacob’s first-born—Simeon, Levi, Judah, Issachar, and Zebulun."
Genesis 35:24,The sons of Rachel: Joseph and Benjamin.
Genesis 35:25,"The sons of Bilhah, Rachel’s maid: Dan and Naphtali."
Genesis 35:26,"And the sons of Zilpah, Leah’s maid: Gad and Asher. These are the sons of Jacob who were born to him in Paddan-aram."
Genesis 35:27,"And Jacob came to his father Isaac at Mamre, at Kiriath-arba—now Hebron—where Abraham and Isaac had sojourned."
Genesis 35:28,Isaac was a hundred and eighty years old
Genesis 35:29,"when he breathed his last and died. He<sup>*</sup><sup>*</sup><i class=""footnote""><b>He </b>Lit. “Isaac.”</i> was gathered to his kin<sup>°</sup><sup>*</sup><i class=""footnote""><b>kin </b>(So NJPS.) See the Dictionary under “predecessors.”</i> in ripe old age; and he was buried by his sons Esau and Jacob."
Genesis 36:1,"This is the line of Esau—that is, Edom."
Genesis 36:2,"Esau took his wives from among the Canaanite women—Adah daughter of Elon the Hittite, and Oholibamah daughter of Anah daughter of Zibeon the Hivite<sup>*</sup><sup>*</sup><i class=""footnote""><b>Hivite </b>Cf. v. 20, “Horite.”</i> —"
Genesis 36:3,and also Basemath daughter of Ishmael and sister of Nebaioth.
Genesis 36:4,Adah bore to Esau Eliphaz; Basemath bore Reuel;
Genesis 36:5,"and Oholibamah bore Jeush, Jalam, and Korah. Those were the sons of Esau, who were born to him in the land of Canaan."
Genesis 36:6,"Esau took his wives, his sons and daughters, and all the members of his household, his cattle and all his livestock, and all the property that he had acquired in the land of Canaan, and went to another land because of his brother Jacob."
Genesis 36:7,"For their possessions were too many for them to dwell together, and the land where they sojourned could not support them because of their livestock."
Genesis 36:8,So Esau settled in the hill country of Seir—Esau being Edom.
Genesis 36:9,"This, then, is the line of Esau, the ancestor of the Edomites, in the hill country of Seir."
Genesis 36:10,"These are the names of Esau’s sons: Eliphaz, the son of Esau’s wife Adah; Reuel, the son of Esau’s wife Basemath."
Genesis 36:11,"The sons of Eliphaz were Teman, Omar, Zepho, Gatam, and Kenaz."
Genesis 36:12,Timna was a concubine of Esau’s son Eliphaz; she bore Amalek to Eliphaz. Those were the descendants of Esau’s wife Adah.
Genesis 36:13,"And these were the sons of Reuel: Nahath, Zerah, Shammah, and Mizzah. Those were the descendants of Esau’s wife Basemath."
Genesis 36:14,"And these were the sons of Esau’s wife Oholibamah, daughter of Anah daughter of Zibeon: she bore to Esau Jeush, Jalam, and Korah."
Genesis 36:15,"These are the clans of the sons of Esau. The descendants of Esau’s first-born Eliphaz: the clans Teman, Omar, Zepho, Kenaz,"
Genesis 36:16,"Korah, Gatam, and Amalek; these are the clans of Eliphaz in the land of Edom. Those are the descendants of Adah."
Genesis 36:17,"And these are the descendants of Esau’s son Reuel: the clans Nahath, Zerah, Shammah, and Mizzah; these are the clans of Reuel in the land of Edom. Those are the descendants of Esau’s wife Basemath."
Genesis 36:18,"And these are the descendants of Esau’s wife Oholibamah: the clans Jeush, Jalam, and Korah; these are the clans of Esau’s wife Oholibamah, the daughter of Anah."
Genesis 36:19,"Those were the sons of Esau—that is, Edom—and those are their clans."
Genesis 36:20,"These were the sons of Seir the Horite, who were settled in the land: Lotan, Shobal, Zibeon, Anah,"
