Index Title,Jerusalem Talmud Shekalim NEW
Jerusalem Talmud Shekalim 6:1:18,הדא הוא דכתיב ויאמר ללוים המבינים לכל ישראל הקדושים לה׳ תנו את ארון הקדש בבית אשר בנה שלמה בן דוד מלך ישראל אין לכם משא בכתף אמר להם אם גולה הוא עמכם לבבל אין אתם מחזירין אותו עוד למקומו אלא עתה עבדו את ה׳ אלהיכם ואת עמו ישראל
Jerusalem Talmud Shekalim 6:1:19,פטום שמן המשחה ואתה קח לך וגו׳ וקידה חמש מאות וגו׳ שהן אלף וחמש מאות מנים שמן זית הין שנים עשר לוג שבו שולקין את העיקרין דברי רבי מאיר
Jerusalem Talmud Shekalim 6:1:20,רבי יהודה אומר שולקן היה במים ונותן שמן על גביהן משהיה קולט את הריח היה מעבירו כדרך שהפטמין עושין הדא הוא דכתיב שמן משחת קדש וגו׳
Jerusalem Talmud Shekalim 6:1:21,תני רבי יהודה בי רבי אילעי שמן המשחה שעשה משה במדבר מעשה נסים נעשה בו מתחלה ועד סוף שמתחלה לא היה בו אלא שנים עשר לוג שנאמר שמן זית הין אם לסוך בו את העיקרין לא היה בו ספק על אחת כמה וכמה שהאור בולע והעצים בולעים והיורה בולעת וממנו נמשחו המשכן וכל כליו השולחן וכל כליו המנורה וכל כליה וממנו נמשחו אהרן כהן גדול ובניו כל שבעת ימי המלואים וממנו נמשחו כהנים גדולים ומלכים
Jerusalem Talmud Shekalim 6:1:22,מלך בתחלה טעון משיחה מלך בן מלך אין טעון משיחה מאי טעמא קום משחהו כי זה הוא זה טעון משיחה ואין בנו טעון משיחה
Jerusalem Talmud Shekalim 6:1:23,אבל כהן גדול בן כהן גדול אפילו עד עשרה דורות טעון משיחה וכולו קיים לעתיד לבא הדא הוא דכתיב שמן משחת קודש יהיה זה לי לדורותיכם
Jerusalem Talmud Shekalim 6:1:24,אין מושחין המלכים אלא על גבי המעיין שנאמר והרכבתם את שלמה בני על הפרדה אשר לי והורדתם אותו אל גיחון ומשח אותו שם צדוק הכהן ונתן הנביא למלך על ישראל
Jerusalem Talmud Shekalim 6:1:25,אין מושחין מלך בן מלך אלא מפני המחלוקת מפני מה נמשח שלמה מפני מחלוקתו של אדוניהו יואש מפני עתליהו יהואחז מפני יהויקים אחיו שהיה גדול ממנו שתי שנים יהוא מפני יורם
Jerusalem Talmud Shekalim 6:1:26,לא כן כתיב קום משחהו כי זה הוא זה טעון משיחה ואין מלכי ישראל טעונין משיחה אלא יהואחז מפני יהויקים אחיו שהיה גדול ממנו שתי שנים ולא יאשיהו גנזו הדא אמרה באפרסמון נמשח
Jerusalem Talmud Shekalim 6:1:27,אין מושחין המלכים אלא מן הקרן שאול ויהוא נמשחו מן הפך היתה מלכותן מלכות עוברת דוד ושלמה נמשחו מן הקרן היתה מלכותן מלכות קיימת
Jerusalem Talmud Shekalim 6:1:28,אין מושחין כהנים מלכים אמר רבי יודה ענתונדרייא על שם לא יסור שבט מיהודה אמר רבי חייא בר אדא למען יאריך ימים על ממלכתו הוא ובניו בקרב ישראל מה כתיב בתריה לא יהיה לכהנים הלוים
Jerusalem Talmud Shekalim 6:1:29,אמר רבי יוחנן הוא יוחנן הוא יהואחז והא כתיב הבכור יוחנן בכור למלכות אמר רבי יוחנן הוא שלום הוא צדקיהו והכתיב השלישי צדקיהו והרביעי שלום שלישי לתולדות רביעי למלכות
Jerusalem Talmud Shekalim 6:1:30,צדקיהו שצידק עליו מדת הדין שלום שבימיו שלמה מלכות בית דוד (ריש לקיש אמר) לא שלום הוה שמיה ולא צדקיהו הוה שמיה אלא מתניה הדא הוא דכתיב וימלך מלך בבל את מתניה דודו תחתיו ויסב את שמו צדקיהו
Jerusalem Talmud Shekalim 6:1:31,אמר רבי יוחנן באמה של ששה טפחים היה הארון עשוי מאן תנא באמה של ששה טפחים רבי מאיר היא דתנן רבי מאיר אומר כל האמות היו בבינונית רבי יהודה אומר אמות הבנין ששה של כלים חמשה
Jerusalem Talmud Shekalim 6:1:32,על דעתיה דרבי מאיר דו אמר באמה של ששה טפחים היה הארון עשוי אורכו של ארון חמשה עשר טפחים דכתיב אמתים וחצי ארכו אמתא אשיתא ואמתא אשיתא ופלגות אמתא תלתא
Jerusalem Talmud Shekalim 6:1:33,וארבעה לוחות היו בו שנים שלמים ושנים שבורים דכתיב אשר שברת ושמתם בארון הלוחות היו כל אחד ואחד ארכו ששה טפחים רחבו ששה ותן ארכן של לוחות לאורכו של ארון נשתייר שם שלשה טפחים
Jerusalem Talmud Shekalim 6:1:34,<sup><b>[דף טז:]</b></sup> תן מהם חצי טפח לכל כותל נשתייר שני טפחים לספר תורה
Jerusalem Talmud Shekalim 6:1:35,רחבו של ארון תשעה טפחים דכתיב אמה וחצי רחבו אמתא אשיתא ופלגות אמתא תלתא וארבעה לוחות היו בו שנים שלימים ושנים שבורים דכתיב אשר שברת ושמתם בארון
Jerusalem Talmud Shekalim 6:1:36,הלוחות היו כל אחד ואחד ארכן ששה טפחים ורחבן ששה טפחים תן רחבן של לוחות לרוחבו של ארון נשתייר שם שלשה טפחים חצי טפח מכאן לכותל זה וחצי טפח מכאן לכותל זה וטפחיים לשילוט מקום שספר תורה מונח
Jerusalem Talmud Shekalim 6:1:37,רבי שמעון בן לקיש אמר באמה בת חמשה טפחים היה הארון עשוי מאן תנא באמה בת חמשה טפחים רבי יהודה דתנינן תמן רבי יהודה אומר אמת הבנין ששה של הכלים חמשה וההן ארון כלי הוא
Jerusalem Talmud Shekalim 6:1:38,על דעתיה דרבי יהודה דו אמר באמה של חמשה טפחים היה אורכו עשוי שנים עשר טפח ומחצה דכתיב אמתים וחצי ארכו אמתא חמשה ואמתא חמשה ופלגות אמתא תרי ופליג
Jerusalem Talmud Shekalim 6:1:39,וארבעה לוחות היו בו שנים שלימים ושנים שבורים דכתיב אשר שברת ושמתם בארון והלוחות היה כל אחד ואחד ארכן ששה טפחים ורחבן ששה טפחים תן ארכן של לוחות לארכו של ארון ונשתייר שם חצי טפח אצבע לכותל מכאן ואצבע לכותל מכאן
Jerusalem Talmud Shekalim 6:1:40,רוחבו של ארון שבעה טפחים ומחצה דכתיב אמה וחצי רחבו אמתא חמשה ופלגות אמתא תרי ופליג וארבעה לוחות היו בו שנים שלימים ושנים שבורים דכתיב אשר שברת ושמתם בארון
Jerusalem Talmud Shekalim 6:1:41,הלוחות היה כל אחד ואחד ארכן ששה טפחים ורחבן ששה טפחים תן רחבן לרוחבו של ארון ונשתייר שם טפח ומחצה אצבע לכותל מכאן ואצבע לכותל מכאן חצי טפח מכאן וחצי טפח מכאן לשילוט
Jerusalem Talmud Shekalim 6:1:42,כיצד עשה בצלאל את הארון רבי חנינא אמר שלש תיבות עשאו שתים של זהב ואחת של עץ נתן של זהב בשל עץ ושל עץ בשל זהב וציפהו דכתיב וצפית אותו זהב טהור מבית ומחוץ מה תלמוד לומר תצפנו להביא שפתו העליונה
Jerusalem Talmud Shekalim 6:1:43,רבי שמעון בן לקיש אמר תיבה אחת עשאו וציפהו דכתיב וצפית אותו זהב טהור מבית ומחוץ מה תלמוד לומר תצפנו אמר רבי פנחס להביא בין נסר לנסר
Jerusalem Talmud Shekalim 6:1:44,כיצד היו הלוחות כתובים רבי חנינה בן גמליאל אומר חמשה על לוח זה וחמשה על לוח זה הדא הוא דכתיב ויכתבם על שני לוחות אבנים חמשה על לוח זה וחמשה על לוח זה ורבנן אמרי עשרה על לוח זה ועשרה על לוח זה הדא הוא דכתיב ויגד לכם את בריתו אשר צוה אתכם לעשות עשרת הדברים עשרה על לוח זה ועשרה על לוח זה רבי שמעון בן יוחאי אומר עשרים על לוח זה ועשרים על לוח זה דכתיב ויכתבם על שני לוחות אבנים עשרים על לוח זה ועשרים על לוח זה רבי סימאי אמר ארבעים על לוח זה וארבעים על לוח זה דכתיב מזה ומזה הם כתובים טטרוגה
Jerusalem Talmud Shekalim 6:1:45,חנניה בן אחי רבי יהושע אומר בין כל דבור ודבור דקדוקיה ואותיותיה של תורה דכתיב ממולאים בתרשיש כימא רבא
Jerusalem Talmud Shekalim 6:1:46,רבי שמעון בן לקיש כד הוה מטי הדין קרייה הוה אמר יפה למדני חנניה בן אחי רבי יהושע מה הים הזה בין גל גדול לגל גדול גלים קטנים כך בין כל דבור ודבור דקדוקיה ואותיותיה של תורה
Jerusalem Talmud Shekalim 6:1:47,אמר רבי תנחומא איתקשיית קומי רבי פנחס אתיא כרבי יהודה ולא אתיא כרבי מאיר מאי טעמא דרבי יהודה דכתיב לקוח את ספר התורה הזה ושמתם אותו מצד ארון ברית ה׳ וגו׳ על דעתיה דרבי יהודה דו אמר היכן היה ספר תורה נתון כמין גלוסקייא עשוי לו מבחוץ והיה ספר תורה נתון בתוכו
Jerusalem Talmud Shekalim 6:1:48,מאי טעמא דרבי מאיר דכתיב ונתת את הכפורת על הארון מלמעלה ואל הארון תתן את העדות אשר אתן אליך
Jerusalem Talmud Shekalim 6:1:49,על דעתיה דרבי (מאיר) יהודה דו אמר אין מוקדם ומאוחר בתורה אלא ואל הארון תתן את העדות אשר אתן אליך ואחר כך ונתת את הכפורת על הארון מלמעלה
Jerusalem Talmud Shekalim 6:1:50,רבי פנחס בשם רבי שמעון בן לקיש התורה שנתן לו הקדוש ברוך הוא למשה נתנה לו אש לבנה חרותה באש שחורה היא אש מובללת באש חצובה מאש ונתונה מאש דכתיב מימינו אש דת למו
Jerusalem Talmud Shekalim 6:2:1,"<strong>הלכה ב <big>מתני׳</big></strong> היכן היו השתחויות האלו? ארבע בצפון, וארבע בדרום, שלש במזרח ושתים במערב, כנגד שלשה עשר שערים, דרומיים סמוכים למערב – שער העליון, שער הדלק, שער הבכורות, שער המים. ולמה נקרא שמו שער המים – שבו מכניסין צלוחית <sup><b>[דף יז.]</b></sup> של ניסוך המים בחג רבי אליעזר בן יעקב אומר בו המים מפכים ועתידין להיות יוצאין מתחת מפתן הבית"
Jerusalem Talmud Shekalim 6:2:2,לעומתן בצפון סמוכים במערב שער יכניה שער הקרבן שער הנשים שער השיר
Jerusalem Talmud Shekalim 6:2:3,ולמה נקרא שמו שער יכניה שבו יצא יכניה בגלותו
Jerusalem Talmud Shekalim 6:2:4,שבמזרח שער נקנור ושני פשפשין היו לו אחד מימינו ואחד משמאלו ושנים במערב ולא היה להן שם
