mishnah_ref|german_text|hebrew_text|is_one_to_one|flagged_for_manual|flag_msg|list_rn
Mishnah Nazir 4:4||הָאִשָּׁה שֶׁנָּדְרָה בְנָזִיר וְהִפְרִישָׁה אֶת בְּהֶמְתָּהּ וְאַחַר כָּךְ הֵפֵר לָהּ בַּעְלָהּ, אִם שֶׁלּוֹ הָיְתָה בְהֶמְתָּהּ, תֵּצֵא וְתִרְעֶה בָעֵדֶר. וְאִם שֶׁלָּהּ הָיְתָה בְהֶמְתָּהּ, הַחַטָּאת תָּמוּת, וְעוֹלָה תִּקְרַב עוֹלָה, וְהַשְּׁלָמִים יִקְרְבוּ שְׁלָמִים, וְנֶאֱכָלִין לְיוֹם אֶחָד, וְאֵינָן טְעוּנִין לָחֶם. הָיוּ לָהּ מָעוֹת סְתוּמִים, יִפְּלוּ לִנְדָבָה. מָעוֹת מְפֹרָשִׁים, דְּמֵי חַטָּאת, יֵלְכוּ לְיַם הַמֶּלַח, לֹא נֶהֱנִים וְלֹא מוֹעֲלִים בָּהֶן. דְּמֵי עוֹלָה, יָבִיאוּ עוֹלָה, וּמוֹעֲלִים בָּהֶן. דְּמֵי שְׁלָמִים, יָבִיאוּ שְׁלָמִים, וְנֶאֱכָלִין לְיוֹם אֶחָד, וְאֵינָן טְעוּנִין לָחֶם: |True|True|Roman numeral mismatch|['v']
Mishnah Nazir 4:5||נִזְרַק עָלֶיהָ אֶחָד מִן הַדָּמִים, אֵינוֹ יָכוֹל לְהָפֵר. רַבִּי עֲקִיבָא אוֹמֵר, אֲפִלּוּ נִשְׁחֲטָה עָלֶיהָ אַחַת מִכָּל הַבְּהֵמוֹת, אֵינוֹ יָכוֹל לְהָפֵר. בַּמֶּה דְבָרִים אֲמוּרִים, בְּתִגְלַחַת הַטָּהֳרָה. אֲבָל בְּתִגְלַחַת הַטֻּמְאָה, יָפֵר, שֶׁהוּא יָכוֹל לוֹמַר אִי אֶפְשִׁי בְאִשָּׁה מְנֻוָּלֶת. רַבִּי אוֹמֵר, אַף בְּתִגְלַחַת הַטָּהֳרָה יָפֵר, שֶׁהוּא יָכוֹל לוֹמַר אִי אֶפְשִׁי בְּאִשָּׁה מְגֻלָּחַת: |True|True|Roman numeral mismatch|['v']
Mishnah Nazir 4:6|<sup>vi</sup> <b>E</b>IN MANN KANN SEINEM SOHNE EIN NAZIRAT AUFERLEGEN NICHT ABER KANN EINE FRAU IHREM SOHNE EIN NAZIRAT AUFERLEGEN. WENN ER SICH GESCHORENHAT ODER SEINE VERWANDTEN IHN GESCHOREN HABEN WENN ER WIDERSPROCHEN HAT ODER SEINE VERWANDTEN WIDERSPROCHEN HABEN \n UND DAS ABGESONDERTE VIEH VORHANDEN IST SO IST DAS SÜNDOPFER VERENDEN ZU LASSEN DAS BRANDOPFER ALS BRANDOPFER DARZUBRINGEN UND DAS HEILSOPFER ALS HEILSOPFER DARZUBRINGEN; DIESES DARF NUR EINEN TAG GEGESSEN WERDEN BENÖTIGT JEDOCH NICHT DER BROTE. IST UNBEZEICHNETES GELD VORHANDEN SO FÄLLT ES DER FREIWILLIGEN SPENDENKASSE ZU WENN BEZEICHNETES SO IST DAS GELD ZUM SÜNDOPFER IN DAS SALZMEER ZU WERFEN MAN DARF ES NICHT NUTZNIESSEN UND MAN BEGEHT DARAN KEINE VERUNTREUUNG FÜR DAS GELD ZUM BRANDOPFER EIN BRANDOPFER DARZUBRINGEN UND MAN BEGEHT DARAN EINE VERUNTREUUNG UND FÜR DAS GELD ZUM HEILSOPFER EIN HEILSOPFER DARZUBRINGEN; ES DARF NUR EINEN TAG GEGESSEN WERDEN BENÖTIGT JEDOCH NICHT DER BROTE.|הָאִישׁ מַדִּיר אֶת בְּנוֹ בְנָזִיר, וְאֵין הָאִשָּׁה מַדֶּרֶת אֶת בְּנָהּ בְּנָזִיר. כֵּיצַד, גִּלַּח אוֹ שֶׁגִּלְּחוּהוּ קְרוֹבָיו, מִחָה אוֹ שֶׁמִּחוּ קְרוֹבָיו, הָיְתָה לוֹ בְהֵמָה מֻפְרֶשֶׁת, הַחַטָּאת תָּמוּת וְעוֹלָה תִּקְרַב עוֹלָה וְהַשְּׁלָמִים יִקְרְבוּ שְׁלָמִים, וְנֶאֱכָלִין לְיוֹם אֶחָד, וְאֵינָן טְעוּנִין לָחֶם. הָיוּ לוֹ מָעוֹת סְתוּמִין, יִפְּלוּ לִנְדָבָה. מָעוֹת מְפֹרָשִׁין, דְּמֵי חַטָּאת יֵלְכוּ לְיָם הַמֶּלַח, לֹא נֶהֱנִין וְלֹא מוֹעֲלִין. דְּמֵי עוֹלָה, יָבִיאוּ עוֹלָה וּמוֹעֲלִין בָּהֶן. דְּמֵי שְׁלָמִים, יָבִיאוּ שְׁלָמִים, וְנֶאֱכָלִין לְיוֹם אֶחָד, וְאֵינָן טְעוּנִין לָחֶם: |True|False||['vi']
Mishnah Nazir 4:7|<sup>vii</sup> <b>E</b>IN MANN SCHERE SICHFÜR DAS NAZIRAT SEINES VATERS NICHT ABER SCHERE SICH EINE FRAU FÜR DAS NAZIRAT IHRES VATERS. WENN SEIN VATER NAZIR WAR UND NACHDEM ER UNBEZEICHNETES GELD FÜR SEINE NAZIROPFER ABGESONDERT HAT GESTORBEN IST UND ER SAGT: ICH WILL NAZIR SEIN MIT DER BEDINGUNG DASS ICH MICH MIT DEM GELDE MEINES VATERS SCHERE SO FÄLLT DAS GELD\n WIE R. JOSE SAGT DER FREIWILLIGEN SPENDENKASSE ZU UND ER SCHERE SICH NICHT FÜR DAS NAZIRAT SEINES VATERS. WER SCHERE SICH FÜR DAS NAZIRAT SEINES VATERS? WENN ER UND SEIN VATER NAZIRÄER WAREN UND SEIN VATER UNBEZEIGHNETES GELD FÜR SEINE NAZIROPFER ABGESONDERT HAT UND GESTORBEN IST; DIESER SCHERE SICH FÜR DAS NAZIRAT SEINES VATERS.|הָאִישׁ מְגַלֵּחַ עַל נְזִירוּת אָבִיו וְאֵין הָאִשָּׁה מְגַלַּחַת עַל נְזִירוּת אָבִיהָ. כֵּיצַד. מִי שֶׁהָיָה אָבִיו נָזִיר וְהִפְרִישׁ מָעוֹת סְתוּמִים עַל נְזִירוּתוֹ וּמֵת, וְאָמַר הֲרֵינִי נָזִיר עַל מְנָת שֶׁאֲגַלַּח עַל מְעוֹת אַבָּא, אָמַר רַבִּי יוֹסֵי, הֲרֵי אֵלּוּ יִפְּלוּ לִנְדָבָה, אֵין זֶה מְגַלֵּחַ עַל נְזִירוּת אָבִיו. אֵיזֶהוּ שֶׁמְּגַלֵּחַ עַל נְזִירוּת אָבִיו, מִי שֶׁהָיָה הוּא וְאָבִיו נְזִירִים וְהִפְרִישׁ אָבִיו מָעוֹת סְתוּמִים לִנְזִירוּתוֹ וּמֵת, זֶהוּ שֶׁמְּגַלֵּחַ עַל נְזִירוּת אָבִיו: |True|False||['vii']
Mishnah Nazir 5:1| <b>D</b>IE SCHULE ŠAMMAJS SAGT DIE IRRTÜMLICHE HEILIGUNG GELTE ALS HEILIGUNG\n DIE SCHULE HILLELS SAGT SIE GELTE NICHT ALS HEILIGUNG. WENN JEMAND ZUM BEISPIEL GESAGT HAT: DER AUS MEINEM HAUSE ZUERST HERAUSKOMMENDE SCHWARZE OCHS SEI GEHEILIGT UND EIN WEISSER HERAUSGEKOMMEN IST SO IST ER WIE DIE SCHULE ŠAMMAJS SAGT GEHEILIGT UND WIE DIE SCHULE HILLELS SAGT NICHT GEHEILIGT. WENN JEMAND GESAGT HAT: |בֵּית שַׁמַּאי אוֹמְרִים, הֶקְדֵּשׁ טָעוּת הֶקְדֵּשׁ. וּבֵית הִלֵּל אוֹמְרִים, אֵינוֹ הֶקְדֵּשׁ. כֵּיצַד. אָמַר, שׁוֹר שָׁחוֹר שֶׁיֵּצֵא מִבֵּיתִי רִאשׁוֹן הֲרֵי הוּא הֶקְדֵּשׁ, וְיָצָא לָבָן, בֵּית שַׁמַּאי אוֹמְרִים הֶקְדֵּשׁ, וּבֵית הִלֵּל אוֹמְרִים אֵינוֹ הֶקְדֵּשׁ: |True|False||['i', 'ii']
Mishnah Nazir 5:2| DER IN MEINE HAND ZUERST KOMMENDE GOLDDENAR SEI GEHEILIGT UND EINER AUS SILBER IN SEINE HAND GEKOMMEN IST SO IST ER WIE DIE SCHULE ŠAMMAJS SAGT GEHEILIGT UND WIE DIE SCHULE HILLELS SAGT NICHT GEHEILIGT. WENN JEMAND GESAGT HAT: DAS IN MEINE HAND ZUERST KOMMENDE FASS WEIN SEI GEHEILIGT UND EINES MIT ÖL IN SEINE HAND GEKOMMEN IST SO IST ES WIE DIE SCHULE ŠAMMAJS SAGT GEHEILIGT UND WIE DIE SCHULE HILLELS SAGT NICHT GEHEILIGT.|דִּינַר זָהָב שֶׁיַּעֲלֶה בְיָדִי רִאשׁוֹן הֲרֵי הוּא הֶקְדֵּשׁ, וְעָלָה שֶׁל כֶּסֶף, בֵּית שַׁמַּאי אוֹמְרִים הֶקְדֵּשׁ, וּבֵית הִלֵּל אוֹמְרִים אֵינוֹ הֶקְדֵּשׁ. חָבִית שֶׁל יַיִן שֶׁתַּעֲלֶה בְיָדִי רִאשׁוֹנָה הֲרֵי הִיא הֶקְדֵּשׁ, וְעָלְתָה שֶׁל שֶׁמֶן, בֵּית שַׁמַּאי אוֹמְרִים הֶקְדֵּשׁ, וּבֵית הִלֵּל אוֹמְרִים אֵינוֹ הֶקְדֵּשׁ: |True|False||['i', 'ii']
Mishnah Nazir 5:3|<sup>iii</sup> <b>W</b>ENN JEMAND EIN NAZIRAT GELOBT DIESBEZÜGLICH EINEN GELEHRTEN BEFRAGTUND DIESER ES ALS VERBINDLICH ERKLÄRT HAT SO BEGINNT DIE ZÄHLUNG MIT DER STUNDE DES GELOBENS. WENN ER EINEN GELEHRTEN BEFRAGT UND DIESER ES ALS UNVERBINDLICH ERKLÄRT HAT SO DARF DAS BEREITS ABGESONDERTE VIEH IN DIE HERDE KOMMEN UND WEIDEN. DIE SCHULE HILLELS SPRACH ZU DER SCHULE ŠAMMAJS: PFLICHTET IHR ETWA NICHT BEI DASS HIERBEI EINE IRRTÜMLICHE HEILIGUNG ERFOLGT IST UND DAS VIEH IN DIE HERDE KOMMT UND WEIDET!? DIE SCHULE ŠAMMAJS ERWIDERTE: PFLICHTET IHR ETWA NICHT BEI DASS WENN JEMANDSICH GEIRRT UND DAS NEUNTE ALS ZEHNTES DAS ZEHNTE ALS NEUNTES ODER DAS ELFTE ALS ZEHNTES BEZEICHNET HAT ES GEHEILIGTIST!? DIE SCHULE HILLELS ERWIDERTE: NICHT DER STAB HEILIGT ES; IST ES DENN VON WIRKUNG WENN ER DEN STAB AUF DAS ACHTE ODER AUF DAS ZWÖLFTE GELEGTHAT!? VIELMEHR HAT DIE SCHRIFT DIE DAS ZEHNTE FÜR HEILIG ERKLÄRT HAT AUCH DAS NEUNTE \n UND DAS ELFTEFÜR HEILIG ERKLÄRT.|מִי שֶׁנָּדַר בְּנָזִיר וְנִשְׁאַל לְחָכָם וַאֲסָרוֹ, מוֹנֶה מִשָּׁעָה שֶׁנָּדַר. נִשְׁאַל לְחָכָם וְהִתִּירוֹ, הָיְתָה לוֹ בְהֵמָה מֻפְרֶשֶׁת, תֵּצֵא וְתִרְעֶה בָעֵדֶר. אָמְרוּ בֵית הִלֵּל לְבֵית שַׁמַּאי, אִי אַתֶּם מוֹדִים בָּזֶה שֶׁהוּא הֶקְדֵּשׁ טָעוּת שֶׁתֵּצֵא וְתִרְעֶה בָעֵדֶר. אָמְרוּ לָהֶן בֵּית שַׁמַּאי, אִי אַתֶּם מוֹדִים בְּמִי שֶׁטָּעָה וְקָרָא לַתְּשִׁיעִי עֲשִׂירִי וְלָעֲשִׂירִי תְשִׁיעִי וְלָאַחַד עָשָׂר עֲשִׂירִי שֶׁהוּא מְקֻדָּשׁ. אָמְרוּ לָהֶם בֵּית הִלֵּל, לֹא הַשֵּׁבֶט קִדְּשׁוֹ. וּמָה אִלּוּ טָעָה וְהִנִּיחַ אֶת הַשֵּׁבֶט עַל שְׁמִינִי וְעַל שְׁנֵים עָשָׂר, שֶׁמָּא עָשָׂה כְלוּם. אֶלָּא כָּתוּב שֶׁקִּדֵּשׁ אֶת הָעֲשִׂירִי, הוּא קִדֵּשׁ אֶת הַתְּשִׁיעִי וְאֶת אַחַד עָשָׂר: |True|False||['iii']
Mishnah Nazir 5:4|<sup>iv</sup> <b>W</b>ENN JEMAND EIN NAZIRAT GELOBT HAT UND ALS ER SEIN VIEHHOLEN GEHT FINDET DASS ES GESTOHLEN WORDEN IST SO IST ER FALLS ER BEVOR DAS VIEH GESTOHLEN WORDEN IST GELOBT HAT NAZIR UND FALLS ER NACHDEM DAS VIEH GESTOHLEN WORDEN WAR GELOBT HAT KEIN NAZIR. IN EINEN DIESBEZÜGLICHEN IRRTUIMVERFIEL NAḤUM DER MEDER. ALS NAZIRÄER AUS DEM EXILE KAMEN UND DAS HEILIGTUM ZERSTÖRT FANDEN SPRACH NAḤUM DER MEDER ZU IHNEN: WÜRDET IHR WENN IHR GEWUSST HÄTTET DASS DAS HEILIGTUM ZERSTÖRT IST DAS NAZIRAT GELOBT HABEN? SIE ERWIDERTEN IHM: NEIN. DA LÖSTE ES IHNEN NAḤUM DER MEDER AUF. ALS DIE SACHE VOR DIE WEISEN KAM SPRACHEN SIE: WER VOR DER ZERSTÖRUNG DES HEILIGTUMS GELOBT HAT IST NAZIR UND WER NACH DER ZERSTÖRUNG DES HEILIGTUMS IST KEIN NAZIR.|מִי שֶׁנָּדַר בְּנָזִיר וְהָלַךְ לְהָבִיא אֶת בְּהֶמְתּוֹ וּמְצָאָהּ שֶׁנִּגְנְבָה, אִם עַד שֶׁלֹּא נִגְנְבָה בְהֶמְתּוֹ נָזַר, הֲרֵי זֶה נָזִיר. וְאִם מִשֶּׁנִּגְנְבָה בְהֶמְתּוֹ נָזַר, אֵינוֹ נָזִיר. וְזוֹ טָעוּת טָעָה נַחוּם הַמָּדִי כְּשֶׁעָלוּ נְזִירִים מִן הַגּוֹלָה וּמָצְאוּ בֵית הַמִּקְדָּשׁ חָרֵב, אָמַר לָהֶם נַחוּם הַמָּדִי, אִלּוּ הֱיִיתֶם יוֹדְעִים שֶׁבֵּית הַמִּקְדָּשׁ חָרֵב הֱיִיתֶם נוֹזְרִים. אָמְרוּ לוֹ לֹא, וְהִתִּירָן נַחוּם הַמָּדִי. וּכְשֶׁבָּא הַדָּבָר אֵצֶל חֲכָמִים, אָמְרוּ לוֹ, כֹּל שֶׁנָּזַר עַד שֶׁלֹּא חָרַב בֵּית הַמִּקְדָּשׁ, נָזִיר. וּמִשֶּׁחָרַב בֵּית הַמִּקְדָּשׁ, אֵינוֹ נָזִיר: |True|False||['iv']
Mishnah Nazir 5:5| <b>W</b>ENN MEHRERE PERSONEN AUF DER STRASSE GEHEN UND JEMAND IHNEN ENTGEGENKOMMT UND EINER SPRICHT: ICH WILL NAZIR SEIN WENN DIESER N. IST DARAUF EIN ANDERER: ICH WILL NAZIR SEIN WENN ES NICHT N. IST DARAUF EIN ANDERER: ICH WILL NAZIR SEIN WENN EINER VON EUCH NAZIR IST DARAUF EIN ANDERER: ICH WILL NAZIR SEIN WENN EINER VON EUCH NICHT NAZIR IST DARAUF EIN ANDERER: WENN IHR BEIDE NAZIRÄER SEID UND DARAUF EIN ANDERER: WENN IHR ALLE NAZIRÄER SEID \n SO SIND WIE DIE SCHULE ŠAMMAJS SAGT ALLE NAZIRÄER; DIE SCHULE HILLELS SAGT NUR DERJENIGE IST NAZIR DESSEN WORTE SICH NICHT BESTÄTIGT HABEN.  |הָיוּ מְהַלְּכִין בַּדֶּרֶךְ וְאֶחָד בָּא כְנֶגְדָּן, אָמַר אֶחָד מֵהֶן הֲרֵינִי נָזִיר שֶׁזֶּה פְלוֹנִי, וְאֶחָד אָמַר הֲרֵינִי נָזִיר שֶׁאֵין זֶה פְלוֹנִי, הֲרֵינִי נָזִיר שֶׁאֶחָד מִכֶּם נָזִיר, שֶׁאֵין אֶחָד מִכֶּם נָזִיר, שֶׁשְּׁנֵיכֶם נְזִירִים, שֶׁכֻּלְּכֶם נְזִירִים, בֵּית שַׁמַּאי אוֹמְרִים כֻּלָּם נְזִירִים. וּבֵית הִלֵּל אוֹמְרִים, אֵינוֹ נָזִיר אֶלָּא מִי שֶׁלֹּא נִתְקַיְּמוּ דְבָרָיו. וְרַבִּי טַרְפוֹן אוֹמֵר, אֵין אֶחָד מֵהֶם נָזִיר: |True|False||['v', 'vi']
Mishnah Nazir 5:6| R. TRYPHON SAGT KEINER VON IHNENIST NAZIR. KEHRTE ER PLÖTZLICHUM SO IST ERKEIN NAZIR. R. ŠIMO͑N SAGT ER ERKLÄRE: IST ES SO WIE ICH GESAGT HABE SO WILL ICH PFLICHTGEMÄSS NAZIR SEIN WENN ABER NICHT SO WILL ICH FREIWILLIG NAZIR SEIN.|הִרְתִּיעַ לַאֲחוֹרָיו, אֵינוֹ נָזִיר. רַבִּי שִׁמְעוֹן אוֹמֵר, יֹאמַר, אִם הָיָה כִדְבָרַי, הֲרֵינִי נְזִיר חוֹבָה. וְאִם לָאו, הֲרֵינִי נְזִיר נְדָבָה: |True|False||['v', 'vi']
Mishnah Nazir 5:7|<sup>vii</sup> <b>W</b>ENN JEMAND EINEN KOJSIEHT UND SPRICHT: ICH WILL NAZIR SEIN WENN ES EIN WILD IST DARAUF EIN ANDERER: ICH WILL NAZIR SEIN WENN ES KEIN WILD IST DARAUF EIN ANDERER: ICH WILL NAZIR SEIN WENN ES EIN VIEH IST DARAUF EIN ANDERER: ICH WILL NAZIR SEIN WENN ES KEIN VIEH IST DARAUF EIN ANDERER: ICH WILL NAZIR SEIN WENN ES VIEH UND WILD IST DARAUF EIN ANDERER: ICH WILL NAZIR SEIN WENN ES WEDER VIEH NOCH WILD IST DARAUF EIN ANDERER: ICH WILL NAZIR SEIN WENN EINER VON EUCH NAZIR IST DARAUF EIN ANDERER: ICH WILL NAZIR SEIN WENN NICHT EINER VON EUCH NAZIR IST DARAUF EIN ANDERER: ICH WILL NAZIR SEIN WENN IHR ALLE NAZIRÄER SEID SO SIND SIE ALLE NAZIRÄER.|רָאָה אֶת הַכּוֹי וְאָמַר, הֲרֵינִי נָזִיר שֶׁזֶּה חַיָּה, הֲרֵינִי נָזִיר שֶׁזֶּה אֵינוֹ חַיָּה, הֲרֵינִי נָזִיר שֶׁזֶּה בְהֵמָה, הֲרֵינִי נָזִיר שֶׁאֵין זֶה בְהֵמָה, הֲרֵינִי נָזִיר שֶׁזֶּה חַיָּה וּבְהֵמָה, הֲרֵינִי נָזִיר שֶׁאֵין זֶה לֹא חַיָּה וְלֹא בְהֵמָה, הֲרֵינִי נָזִיר שֶׁאֶחָד מִכֶּם נָזִיר, הֲרֵינִי נָזִיר שֶׁאֵין אֶחָד מִכֶּם נָזִיר, הֲרֵינִי נָזִיר שֶׁכֻּלְּכֶם נְזִירִים, הֲרֵי כֻלָּם נְזִירִים: |True|False||['vii']
Mishnah Nazir 6:1| <b>D</b>REIERLEI IST DEM NAZIR VERBOTEN: DIE VERUNREINIGUNG DIE HAARSCHUR UND DIE PRODUKTE DES WEINSTOCKES. ALLE PRODUKTE DES WEINSTOCKES WERDEN MITEINANDER VEREINIGT UND SCHULDIG IST ER NUR DANN WENN ER EIN OLIVENGROSSES QUANTUM VON DEN TRAUBEN GEGESSEN HAT. DIE URSPRÜNGLICHE LEHRE LAUTETE: NUR WENN ER EIN VIERTELLOG WEIN GETRUNKEN HAT. R. A͑QIBA SAGT SELBST WENN ER NUR SEIN BROT IN WEIN EINTAUCHT UND DARAN SOVIEL IST DASS EIN OLIVEN-GROSSES QUANTUM VEREINIGT WERDEN KANN SEI ER SCHULDIG |שְׁלשָׁה מִינִין אֲסוּרִין בַּנָּזִיר, הַטֻּמְאָה וְהַתִּגְלַחַת וְהַיּוֹצֵא מִן הַגָּפֶן. וְכָל הַיּוֹצֵא מִן הַגֶּפֶן מִצְטָרְפִין זֶה עִם זֶה. וְאֵינוֹ חַיָּב עַד שֶׁיֹּאכַל מִן הָעֲנָבִים כַּזָּיִת. מִשְׁנָה רִאשׁוֹנָה, עַד שֶׁיִּשְׁתֶּה רְבִיעִית יַיִן. רַבִּי עֲקִיבָא אוֹמֵר, אֲפִלּוּ שָׁרָה פִתּוֹ בְיַיִן וְיֶשׁ בָּהּ כְּדֵי לְצָרֵף כַּזַּיִת, חַיָּב: |True|False||['i', 'ii']
Mishnah Nazir 6:2|. ER IST SCHULDIG WEGEN DES WEINES ALLEIN WEGEN DER TRAUBEN ALLEIN WEGEN DER KERNE ALLEIN UND WEGEN DER SCHLAUBEN ALLEIN. R. ELEA͑ZAR B. A͑ZARJA SAGT ER SEI NUR DANN SCHULDIG WENN ER ZWEI KERNE UND EINE SCHLAUBE GEGESSEN HAT. FOLGENDES IST UNTER ḤARÇANIM UND UNTER ZAGIM ZU VERSTEHEN. ḤARÇANIM IST DAS ÄUSSERE UND ZAGIM IST DAS INNERE – SO R. JEHUDA. R. JOSE SAGTE : DAMIT DU DICH NICHT IRRST : WIE BEI DER VIEHGLOCKE; DER ÄUSSERE TEIL HEISST ZOG UND DER INNERE HEISST I͑NBAL KLÖPPEL.|וְחַיָּב עַל הַיַּיִן בִּפְנֵי עַצְמוֹ, וְעַל הָעֲנָבִים בִּפְנֵי עַצְמָן, וְעַל הַחַרְצַנִּים בִּפְנֵי עַצְמָן, וְעַל הַזַּגִּים בִּפְנֵי עַצְמָן. רַבִּי אֶלְעָזָר בֶּן עֲזַרְיָה אוֹמֵר, אֵינוֹ חַיָּב עַד שֶׁיֹּאכַל שְׁנֵי חַרְצַנִּים וְזַגָּן. אֵלּוּ הֵן חַרְצַנִּים וְאֵלּוּ הֵן זַגִּים, הַחַרְצַנִּים אֵלּוּ הַחִיצוֹנִים, הַזַּגִּים אֵלּוּ הַפְּנִימִים, דִּבְרֵי רַבִּי יְהוּדָה. רַבִּי יוֹסֵי אוֹמֵר, שֶׁלֹּא תִטְעֶה, כְּזוֹג שֶׁל בְּהֵמָה, הַחִיצוֹן זוֹג וְהַפְּנִימִי עִנְבָּל: |True|False||['i', 'ii']
Mishnah Nazir 6:3|<sup>iii3</sup> <b>R.</b> JIŠMA͑ÉL SAGT ER DÜRFE SICH DEN KOPF NICHT MIT TON REIBEN WEIL DIES DAS HAAR AUSFALLEN MACHT.|סְתָם נְזִירוּת שְׁלשִׁים יוֹם. גִּלַּח אוֹ שֶׁגִּלְּחוּהוּ לִסְטִים, סוֹתֵר שְׁלשִׁים יוֹם. נָזִיר שֶׁגִּלַּח בֵּין בְּזוּג בֵּין בְּתַעַר אוֹ שֶׁסִּפְסֵף כָּל שֶׁהוּא, חַיָּב. נָזִיר חוֹפֵף וּמְפַסְפֵּס, אֲבָל לֹא סוֹרֵק. רַבִּי יִשְׁמָעֵאל אוֹמֵר, לֹא יָחוֹף בַּאֲדָמָה, מִפְּנֵי שֶׁמַּשֶּׁרֶת אֶת הַשֵּׂעָר: |True|False||['iii']
Mishnah Nazir 6:4|<sup>iv</sup> <b>W</b>ENN EIN NAZIR DEN GANZEN TAG WEIN GETRUNKEN HAT SO IST ER NUR EINMAL SCHULDIG; WENN MAN IHM ABER WIEDERHOLT GESAGT HAT DASS ER NICHT TRINKE UND ER TROTZDEM GETRUNKEN HAT SO IST ER WEGEN JEDES MALES SCHULDIG. WENN ER SICH DEN GANZEN TAG GESCHOREN HAT SO IST ER NUR EINMAL SCHULDIG ; WENN MAN IHM ABER WIEDERHOLT GESAGT HAT DASS ER SICH NICHT SCHERE UND ER SICH TROTZDEM GESCHOREN HAT SO IST ER WEGEN JEDES MALES SCHULDIG. WENN ER SICH DEN GANZEN TAG AN TOTEN VERUNREINIGT HAT SO IST ER NUR EINMAL SCHULDIG; WENN MAN IHM ABER WIEDERHOLT GESAGT HAT DASS ER SICH NICHT VERUNREINIGE UND ER SICH TROTZDEM VERUNREINIGT HAT SO IST ER WEGEN JEDES MALES SCHULDIG.|נָזִיר שֶׁהָיָה שׁוֹתֶה יַיִן כָּל הַיּוֹם, אֵינוֹ חַיָּב אֶלָּא אֶחָת. אָמְרוּ לוֹ אַל תִּשְׁתֶּה אַל תִּשְׁתֶּה, וְהוּא שׁוֹתֶה, חַיָּב עַל כָּל אַחַת וְאֶחָת. הָיָה מְגַלֵּחַ כָּל הַיּוֹם, אֵינוֹ חַיָּב אֶלָּא אֶחָת. אָמְרוּ לוֹ אַל תְּגַלֵּחַ אַל תְּגַלֵּחַ, וְהוּא מְגַלֵּחַ, חַיָּב עַל כָּל אַחַת וְאֶחָת. הָיָה מִטַּמֵּא לְמֵתִים כָּל הַיּוֹם, אֵינוֹ חַיָּב אֶלָּא אֶחָת. אָמְרוּ לוֹ אַל תִּטַּמָּא אַל תִּטַּמָּא, וְהוּא מִטַּמֵּא, חַיָּב עַל כָּל אַחַת וְאֶחָת: |True|False||['iv']
Mishnah Nazir 6:5|<sup>v</sup> <b>D</b>REIERLEI IST DEM NAZIR VERBOTEN : DIE VERUNREINIGUNG DAS SCHEREN UND DIE PRODUKTE DES WEINSTOCKES. BEI DER VERUNREINIGUNG UND BEIM SCHEREN IST ES STRENGER ALS BEI DEN PRODUKTEN DES WEINSTOCKES DENN DIE VERUNREINIGUNG UND DAS SCHEREN MACHEN DAS NAZIRAT HINFÄLLIG DIE PRODUKTE DES WEINSTOCKES ABER MACHEN ES NICHT HINFÄLLIG. BEI DEN PRODUKTEN DES WEINSTOCKES IST ES STRENGER ALS BEI DER VERUNREINIGUNG UND DEM SCHEREN DENN DIE PRODUKTE DES WEINSTOCKES SIND AUCH AUSNAHMSWEISENICHT ERLAUBT DIE VERUNREINIGUNG UND DAS SCHEREN ABER SIND AUSNAHMSWEISE ERLAUBT WENN DAS SCHEREN GEBOTIST UND BEI EINEM PFLICHTTOTEN. BEI DER VERUNREINIGUNG IST ES STRENGER ALS BEIM SCHEREN DENN DIE VERUNREINIGUNG MACHT DAS GANZE NAZIRAT HINFÄLLIG UND MAN IST DIESERHALB EIN OPFER SCHULDIG DAS SCHEREN ABER MACHT NUR DREISSIG TAGEHINFÄLLIG UND MAN IST DIESERHALB KEIN OPFER SCHULDIG.|שְׁלשָׁה מִינִין אֲסוּרִין בַּנָּזִיר, הַטֻּמְאָה וְהַתִּגְלַחַת וְהַיּוֹצֵא מִן הַגָּפֶן. חֹמֶר בַּטֻּמְאָה וּבַתִּגְלַחַת מִבַּיּוֹצֵא מִן הַגֶּפֶן, שֶׁהַטֻּמְאָה וְהַתִּגְלַחַת סוֹתְרִין, וְהַיּוֹצֵא מִן הַגֶּפֶן אֵינוֹ סוֹתֵר. חֹמֶר בַּיּוֹצֵא מִן הַגֶּפֶן מִבַּטֻּמְאָה וּבַתִּגְלַחַת, שֶׁהַיּוֹצֵא מִן הַגֶּפֶן לֹא הֻתַּר מִכְּלָלוֹ, וְטֻמְאָה וְתִגְלַחַת הֻתְּרוּ מִכְּלָלָן בְּתִגְלַחַת מִצְוָה וּבְמֵת מִצְוָה. וְחֹמֶר בַּטֻּמְאָה מִבַּתִּגְלַחַת, שֶׁהַטֻּמְאָה סוֹתֶרֶת אֶת הַכֹּל וְחַיָּבִין עָלֶיהָ קָרְבָּן, וְתִגְלַחַת אֵינָהּ סוֹתֶרֶת אֶלָּא שְׁלשִׁים יוֹם וְאֵין חַיָּבִין עָלֶיהָ קָרְבָּן: |True|False||['v']
