mishnah_tref,de_text
Mishnah Niddah 4:2," <b>D</b><small>IE</small> S<small>ADÜZÄERINNEN GLEICHEN, WENN SIE DEN</small> W<small>EG IHRER</small> V<small>ÄTER GEHEN, DEN</small> S<small>AMARITANERINNEN; ZIEHEN SIE SICH ZURÜCK UND GEHEN DEN</small> W<small>EG</small> J<small>ISRAÉLS, SO GLEICHEN SIE DEN</small> J<small>ISRAÉLITINNEN</small>. R. J<small>OSE SAGT, SIE GLEICHEN IMMER DEN</small> J<small>ISRAÉLITINNEN, BIS SIE SICH ZURÜCKZIEHEN UND DEN</small> W<small>EG IHRER</small> V<small>ÄTER GEHEN</small>."
Mishnah Niddah 4:3," <b>D</b><small>AS</small> B<small>LUT VON</small> N<small>ICHTJÜDINNEN UND DAS</small> R<small>EINHEITSBLUT</small><sup>76</sup><i class=""footnote"">Cf. Lev. 12,4.</i><small>EINER</small> A<small>USSÄTZIGEN IST NACH DER</small> S<small>CHULE</small> Š<small>AMMAJS REIN; DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, ES GLEICHE IHREM</small> S<small>PEICHEL UND IHREM</small> U<small>RIN</small><sup>77</sup><i class=""footnote"">Die nur feucht verunreinigend sind.</i>. D<small>AS</small> B<small>LUT EINER</small> W<small>ÖCHNERIN</small><sup>78</sup><i class=""footnote"">Nachdem die Unreinheitstage vorüber sind.</i>, <small>DIE KEIN</small> T<small>AUCHBAD GENOMMEN HAT, GLEICHT, WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, IHREM</small> S<small>PEICHEL UND IHREM</small> U<small>RIN; DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, ES MACHE FEUCHT UND TROCKEN UNREIN</small>. J<small>EDOCH PFLICHTET JENE BEI, DASS ES, WENN SIE FLUSSBEHAFTET GEBOREN HAT, FEUCHT UND TROCKEN UNREIN MACHE</small>."
Mishnah Niddah 4:4," <b>D</b><small>IE IN</small> G<small>EBURTSWEHEN BEFINDLICHE</small> M<small>ENSTRUIERENDE</small>. W<small>ENN SIE SICH INNERHALB DER ELF</small> T<small>AGE</small><sup>141</sup><i class=""footnote"">Vgl. Bd. XI S. 664: Anm. 12.</i><small>DREI</small> T<small>AGE IN</small> G<small>EBURTSWEHEN BEFUNDEN HATTE, EINEN</small> S<small>TUNDENTAG SICH ERHOLT HATTE UND DARAUF GEBOREN HAT, SO HAT SIE</small><sup>142</sup><i class=""footnote"">Da die Geburtsblutung aufgehört hat u. die Monatsblutung innerhalb der 11 Tage ausscheidet.</i><small>IM</small> F<small>LUSSE GEBOREN — SO</small> R. E<small>LIE͑ZER</small>. R. J<small>EHOŠUA͑ SAGT, EINE</small> N<small>ACHT UND DEN</small> <small>DARAUFFOLGENDEN</small> T<small>AG, WIE DIE</small> Š<small>ABBATHINACHT MIT DEM ZU DIESER GEHÖRENDEN</small><sup>143</sup><i class=""footnote"">Der Šabbath beginnt mit dem Anbruche der Nacht u. hört zur selben Zeit des nächsten Tages auf. Ebenso muß hierbei die Erholung eine ganze Nacht u. den darauffolgenden Tag angehalten haben.</i>T<small>AGE</small>. W<small>ENN SIE SICH NUR VON DEN</small> S<small>CHMERZEN ERHOLT HAT</small><sup>144</sup><i class=""footnote"">Gilt dies in dieser Hinsicht als Erholung, sodaß die Blutung als unreiner Fluß gilt.</i><small>UND NICHT VON DER</small> B<small>LUTUNG</small>."
Mishnah Niddah 4:5," W<small>IE LANGE DAUERN</small><sup>145</sup><i class=""footnote"">Dh. gilt die Blutung als Begleiterscheinung der Geburt u. nicht als unreiner Fluß.</i><small>DIE</small> G<small>EBURTSWEHEN</small>? R. M<small>EÍR SAGT, AUCH VIERZIG ODER FÜNFZIG</small> T<small>AGE</small>. R. J<small>EHUDA SAGT, SIE HABE MIT IHREM MONAT</small><sup>146</sup><i class=""footnote"">Dem 9. Monat ihrer Schwangerschaft.</i><small>GENUG</small>. R. J<small>OSE UND</small> R. Š<small>IMO͑N SAGEN, DIE</small> G<small>EBURTSWEHEN DAUERN NICHT LÄNGER ALS ZWEI</small> W<small>OCHEN</small><sup>145</sup><i class=""footnote"">Dh. gilt die Blutung als Begleiterscheinung der Geburt u. nicht als unreiner Fluß.</i>."
Mishnah Niddah 4:6," <b>W</b><small>ENN</small> <small>EINE</small> F<small>RAU</small> <small>INNERHALB DER ACHTZIG</small> T<small>AGE</small> <small>WEGEN EINES</small> M<small>ÄDCHENS</small><sup>230</sup><i class=""footnote"">Da ihr 14 Tage nach der Geburt der Geschlechtsverkehr erlaubt ist, so ist bis zum 80. eine Schwangerschaft möglich.</i>G<small>EBURTSWEHEN HAT, SO IST ALLES</small> B<small>LUT, DAS SIE WAHRNIMMT, REIN, BIS DIE</small> G<small>EBURT HERVORKOMMT</small>. N<small>ACH</small> R. E<small>LIE͑ZER IST ES UNREIN</small><sup>231</sup><i class=""footnote"">Es ist keine normale Geburt mit Reinheitsblutung, vielmehr ist sie in den Menstruationstagen unrein.</i>. S<small>IE SPRACHEN ZU</small> R. E<small>LIE͑ZER</small>: W<small>ENN DA</small><sup>232</sup><i class=""footnote"">Bei einer normalen Geburt.</i>, <small>WO BEI</small> B<small>LUTUNG WÄHREND DER</small> E<small>RHOLUNG ERSCHWERT</small><sup>233</sup><i class=""footnote"">Wenn sie sich 3 Tage vor der Geburt erholt u. Blutung wahrgenommen hat, so ist sie Flußbehaftete; cf. supra Fol. 36b.</i><small>WORDEN IST, BEI</small> B<small>LUTUNG WÄHREND DER</small> G<small>EBURTSWEHEN ERLEICHTERT</small><sup>234</sup><i class=""footnote"">Die Blutung ist dann nicht unrein.</i><small>WORDEN IST, UM WIEVIEL MEHR IST HIERBEI, WO BEI</small> B<small>LUTUNG WÄHREND DER</small> E<small>RHOLUNG ERLEICHTERT</small><sup>235</sup><i class=""footnote"">Sie ist nach Lev. 12,5 bis zum 80. Tage nach der Geburt rein.</i><small>WORDEN IST, BEI</small> B<small>LUTUNG WÄHREND DER</small> G<small>EBURTSWEHEN ZU ERLEICHTERN</small>. E<small>R ERWIDERTE IHNEN</small>: E<small>S GENÜGT, WENN DAS</small> G<small>EFOLGERTE</small><sup>236</sup><i class=""footnote"">Die Geburtswehen bei einer Frühgeburt während der Reinheitstage.</i><small>DEM GLEICHT, VON DEM</small><sup>237</sup><i class=""footnote"">Den Geburtswehen bei einer normalen Geburt.</i><small>ES GEFOLGERT WIRD</small>. E<small>RLEICHTERT WORDEN IST ES BEI IHR INBETREFF DER</small> F<small>LUSSUNREINHEIT, WOHL ABER IST SIE ALS</small> M<small>ENSTRUIERENDE UNREIN</small>."
Mishnah Niddah 4:7," V<small>OLLE ELF</small> T<small>AGE</small><sup>246</sup><i class=""footnote"">Nach der Menstruationswoche.</i><small>BEFINDET SIE SICH IN DER</small> A<small>NNAHME DER</small> R<small>EINHEIT</small>. V<small>ERWEILTE SIE, OHNE SICH UNTERSUCHT ZU HABEN, OB SIE VERSEHENTLICH, DURCH</small> Z<small>WANG ODER VORSÄTZLICH SICH NICHT UNTERSUCHT HAT, SO IST SIE REIN;</small> WENN DIE Z<small>EIT IHRER</small> P<small>ERIODE HERANKOMMT UND SIE SICH NICHT UNTERSUCHT, SO IST SIE UNREIN</small>. R. M<small>EÍR SAGT, WENN EINE IN EINEM</small> V<small>ERSTECKE WAR, UND ALS DIE</small> Z<small>EIT IHRER</small> P<small>ERIODE HERANKAM, SICH NICHT UNTERSUCHT HAT, SO IST SIE REIN, WEIL DER</small> S<small>CHRECK DAS</small> B<small>LUT ZURÜCKHÄLT</small>. A<small>BER DIE</small> T<small>AGE DES MÄNNLICHEN</small> F<small>LUSSBEHAFTETEN, DER WEIBLICHEN</small> F<small>LUSSBEHAFTETEN UND DER</small> F<small>LUSSVERDÄCHTIGTEN SIND IN DER</small> A<small>NNAHME DER</small> U<small>NREINHEIT</small>."
Mishnah Niddah 5:1," <b>W</b>EGEN <small>EINER</small> S<small>EITENGEBURT SIND KEINE</small> T<small>AGE DER</small> U<small>NREINHEIT</small> <small>UND KEINE</small> T<small>AGE DER</small> R<small>EINHEIT ZU VERWEILEN UND MAN IST IHRETWEGEN NICHT ZUM</small> O<small>PFER</small><sup>1</sup><i class=""footnote"">Cf. Lev. 12,6.</i> <small>VERPFLICHTET</small>. R. Š<small>IMO͑N SAGT, SIE GLEICHE DEM</small> <small>NORMAL</small> G<small>EBORENEN</small>. A<small>LLE</small> F<small>RAUEN SIND UNREIN, WENN IM VORDEREN</small> R<small>AUME</small><sup>2</sup><i class=""footnote"">Wenn das Blut sich in der Scheide befindet; genauer wird dies weit. Fol. 41b erklärt.</i>, <small>DENN ES HEISST</small>: <sup>3</sup><i class=""footnote"">Lev. 15,19.</i><i>Blut ist ihr Fluß in ihrem Fleische</i>, <small>DER</small> F<small>LUSSBEHAFTETE ABER UND DER</small> E<small>RGUSSBEHAFTETE SIND UNREIN, ERST WENN IHRE</small> U<small>NREINHEIT NACH AUSSEN GEKOMMEN IST</small>."
Mishnah Niddah 5:2," W<small>ENN JEMAND</small> H<small>EBE ISST UND EIN</small> P<small>RICKELN IN SEINEN</small> G<small>LIEDERN</small><sup>4</sup><i class=""footnote"">Den Abgang des Samens.</i> <small>MERKT, SO HALTE ER DAS</small> G<small>LIED FEST</small><sup>5</sup><i class=""footnote"">Verhindere den Austritt des Samens nach außen.</i> <small>UND SCHLUCKE DIE</small> H<small>EBE HERUNTER</small>. S<small>IE VERUNREINIGEN BEIM KLFINSTEN</small> Q<small>UANTUM, AUCH WIE EIN</small> S<small>ENFKORN UND NOCH WENIGER</small>."
Mishnah Niddah 5:3," <b>E</b><small>IN EINEN</small> T<small>AG ALTES</small> M<small>ÄDCHEN KANN ALS</small> M<small>ENSTRUIERENDE UNREIN SEIN, EIN ZEHN</small> T<small>AGE ALTES KANN ALS</small> F<small>LUSSBEHAFTETE UNREIN SEIN</small>. E<small>IN EINEN</small> T<small>AG ALTER</small> K<small>NABE KANN DURCH</small> F<small>LUSS UNREIN SEIN, DURCH</small> A<small>USSATZ UNREIN SEIN, UND LEICHENUNREIN SEIN; ER VERPFLICHTET</small><sup>126</sup><i class=""footnote"">Vor dem Tode des Bruders geboren; cf. Dt. 25,5ff.</i><small>ZUR</small> S<small>CHWAGEREHE, BEFREIT</small><sup>127</sup><i class=""footnote"">Nach dem Tode des Vaters geboren.</i><small>VON DER</small> S<small>CHWAGEREHE, BERECHTIGT</small><sup>128</sup><i class=""footnote"">Wenn seine Mutter Jisraélitin ist, sein verstorbener Vater aber Priester war; cf. Lev. 22,12,13.</i><small>ZUM</small> E<small>SSEN VON</small> H<small>EBE, MACHT FÜR DIE</small> H<small>EBE</small><sup>129</sup><i class=""footnote"">Wird weiter erklärt.</i><small>UNFÄHIG,</small> ERBT UND VERERBT, WER IHN TÖTET, IST <small>SCHULDIG, UND ER GILT FÜR SEINEN</small> V<small>ATER, SEINE</small> M<small>UTTER UND ALL SEINE</small> V<small>ERWANDTEN ALS REIFER</small> M<small>ANN</small><sup>130</sup><i class=""footnote"">Wörtl. als ganzer Bräutigam, wohl volkstümliche Redewendung.</i>."
Mishnah Niddah 5:4," <b>E</b><small>IN DREI</small> J<small>AHRE UND EINEN</small> T<small>AG ALTES</small> M<small>ÄDCHEN KANN DURCH</small> B<small>EIWOHNUNG ANGETRAUT WERDEN; HAT DER</small> E<small>HESCHWAGER IHR</small><sup>153</sup><i class=""footnote"">Zur Vollziehung der Schwagerehe; cf. Dt. 25,5ff.</i><small>BEIGEWOHNT, SO HAT ER SIE SICH ANGEEIGNET; MAN IST IHRETWEGEN</small><sup>154</sup><i class=""footnote"">Wenn sie Ehefrau ist.</i><small>SCHULDIG WEGEN EINES</small> E<small>HEWEIBES;</small> SIE MACHT DEN, DER IHR BEIWOHNT, UNREIN, DASS ER DAS U<small>NTERPOLSTER WIE DIE</small> O<small>BER</small><small>DECKE</small><sup>155</sup><i class=""footnote"">Cf. supra Fol. 32b.</i><small>UNREIN MACHT;</small> IST SIE MIT EINEM P<small>RIESTER VERHEIRATET, SO DARF SIE</small> H<small>EBE</small><sup>156</sup><i class=""footnote"">Cf. Lev. 22,11ff.</i><small>ESSEN; HAT EINER DER</small> B<small>EMAKELTEN</small><sup>157</sup><i class=""footnote"">Der eine Jisraélitin nicht heiraten darf; cf. Jab. Fol 68a.</i><small>IHR BEIGEWOHNT, SO HAT ER SIE FÜR DIE</small> P<small>RIESTERSCHAFT UNTAUGLICH GEMACHT; HAT EINER VON ALL DEN IN DER</small> T<small>ORA GENANNTEN</small> I<small>NZESTUÖSEN</small><sup>158</sup><i class=""footnote"">Cf. Lev. Kap. 18.</i><small>IHR BEIGEWOHNT, SO WIRD ER IHRETWEGEN HINGERICHTET, SIE ABER IST FREI</small>. U<small>NTER DIESEM</small> A<small>LTER</small> <small>IST ES EBENSO, ALS WENN MAN EINEN</small> F<small>INGER AN DAS</small> A<small>UGE LEGT</small><sup>159</sup><i class=""footnote"">Es tränt u. erholt sich.</i>."
Mishnah Niddah 5:5," <b>W</b><small>ENN EIN NEUN</small> J<small>AHRE UND EINEN</small> T<small>AG ALTER</small> K<small>NABE SEINER</small> E<small>HESCHWÄGERIN</small><sup>153</sup><i class=""footnote"">Zur Vollziehung der Schwagerehe; cf. Dt. 25,5ff.</i><small>BEIGEWOHNT HAT, SO HAT ER SIE SICH ANGEEIGNET; EINEN</small> S<small>CHEIDEBRIEF ABER KANN ER IHR ERST DANN GEBEN, WENN ER GROSSJÄHRIG IST</small>. E<small>R WIRD DURCH EINE</small> M<small>ENSTRUIERENDE UNREIN, UM DAS</small> U<small>NTERPOLSTER WIE DIE</small> O<small>BER</small><small>DECKE</small> <small>UNREIN ZU MACHEN;</small> ER MACHT<sup>180</sup><i class=""footnote"">Die Person, der er beiwohnt, für die Priesterschaft, falls er zu den Bemakelten (cf. Jab. Fol. 68a) gehört.</i><small>UNTAUGLICH; ER BERECHTIGT NICHT</small><sup>181</sup><i class=""footnote"">Durch eine Heirat, wenn er Priester ist.</i><small>ZUM</small> E<small>SSEN</small> <small>VON</small> H<small>EBE; ER MACHT EIN</small> V<small>IEH</small><sup>182</sup><i class=""footnote"">Mit dem er Bestialität getrieben hat; wenn keine 2 Zeugen vorhanden sind, sodaß das Vieh nicht zu töten ist.</i><small>FÜR DEN</small> A<small>LTAR UNTAUGLICH, UND ES WIRD</small><sup>183</sup><i class=""footnote"">Wenn Zeugen vorhanden sind.</i><small>SEINETWEGEN GESTEINIGT; HAT ER EINER VON ALL DEN IN DER</small> T<small>ORA GENANNTEN</small> I<small>NZESTUÖSEN</small><sup>158</sup><i class=""footnote"">Cf. Lev. Kap. 18.</i> <small>BEIGEWOHNT, SO WERDEN SIE SEINETWEGEN HINGERICHTET, ER ABER IST FREI</small>."
Mishnah Niddah 5:6," <b>B</b><small>EI EINEM</small> M<small>ÄDCHEN VON ELF</small> J<small>AHREN UND EINEM</small> T<small>AGE SIND DIE</small> G<small>ELÜBDE ZU UNTERSUCHEN</small><sup>189</sup><i class=""footnote"">Ob er die Bedeutung des Gelübdes kennt.</i>; <small>BEI EINEM VON ZWÖLF</small> J<small>AHREN UND EINEM</small> T<small>AGE SIND DIE</small> G<small>ELÜBDE GÜLTIG</small>. M<small>AN UNTERSUCHE SIE DAS GANZE ZWÖLFTE</small> J<small>AHR</small>. B<small>EI EINEM</small> K<small>NABEN VON ZWÖLF</small> J<small>AHREN UND EINEM</small> T<small>AGE SIND DIE</small> G<small>ELÜBDE ZU UNTERSUCHEN; BEI EINEM VON DREIZEHN</small> J<small>AHREN UND EINEM</small> T<small>AGE SIND DIE</small> G<small>ELÜBDE GÜLTIG</small>. M<small>AN UNTERSUCHE SIE DAS GANZE DREIZEHNTE</small> J<small>AHR</small>. V<small>OR DIESEM</small> Z<small>EITPUNKTE SIND, SELBST WENN SIE SAGEN, SIE WISSEN, IN WESSEN</small> N<small>AMEN SIE GELOBT HABEN, IN WESSEN</small> N<small>AMEN SIE GEWEIHT HABEN, IHRE</small> G<small>ELÜBDE KEINE</small> G<small>ELÜBDE UND IHRE</small> W<small>EIHUNGEN KEINE</small> W<small>EIHUNGEN</small>. N<small>ACH DIESEM</small> Z<small>EITPUNKTE SIND, SELBST WENN SIE SAGEN, SIE WISSEN NICHT, IN WESSEN</small> N<small>AMEN SIE GELOBT HABEN, IN WESSEN</small> N<small>AMEN SIE GEWEIHT HABEN, IHRE</small> G<small>ELÜBDE GÜLTIGE</small> G<small>ELÜBDE UND IHRE</small> W<small>EIHUNGEN GÜLTIGE</small> W<small>EIHUNGEN</small>."
Mishnah Niddah 5:7," <b>D</b><small>IE</small> W<small>EISEN GEBRAUCHEN BEIM</small> W<small>EIBE</small><sup>248</sup><i class=""footnote"">Zur Bezeichnung des Stadiums ihrer körperlichen Entwicklung; die folgenden Benennungen bezeichnen den Reifezustand der Frucht, besonders der Feige, u. werden bildlich auch beim Weibe gebraucht.</i><small>BILDLICHE</small> B<small>EZEICHNUNGEN</small>: U<small>NREIFLING</small>, H<small>ALBREIFLING UND</small> R<small>EIFLING</small>. U<small>NREIFLING, SOLANGE ES NOCH EIN</small> K<small>IND IST;</small> H<small>ALBREIFLING, WENN ES SICH IM</small> M<small>ÄDCHENALTER BEFINDET</small>. V<small>ON DIESER UND VON JENER SAGTEN SIE, DER</small> V<small>ATER HABE</small> A<small>NRECHT AUF IHREN</small> F<small>UND, IHRER</small> H<small>ÄNDE</small> A<small>RBEIT UND DIE</small> A<small>UFLÖSUNG IHRER</small> G<small>ELÜBDE</small>. R<small>EIFLING, SOBALD ES MANNBAR IST; DANN HAT IHR</small> V<small>ATER KEINE</small> G<small>EWALT MEHR ÜBER SIE</small>."
Mishnah Niddah 5:8," W<small>ELCHE SIND DIE</small> A<small>NZEICHEN</small>? R. J<small>OSE DER</small> G<small>ALILÄER SAGT, SOBALD SICH EINE</small> F<small>ALTE UNTER DER</small> B<small>RUST ZEIGT</small>. R. A͑<small>QIBA SAGT, SOBALD DIE</small> B<small>RÜSTE SICH SENKEN</small>. B<small>EN</small> A͑<small>ZAJ SAGT, SOBALD DIE</small> Z<small>ITZEN DUNKEL WERDEN</small>. R. J<small>OSE SAGT, SOBALD DIE</small> W<small>ARZE, WENN MAN DARAUF MIT DER</small> H<small>AND TIPPT UND SIE EINDRÜCKT, NUR LANGSAM WIEDER HOCHKOMMT</small>."
Mishnah Niddah 5:9," <b>W</b><small>ENN EINE</small> Z<small>WANZIGJÄHRIGE KEINE ZWEI</small> H<small>AARE BEKOMMEN HAT, SO BRINGE SIE DEN</small> B<small>EWEIS, DASS SIE ZWANZIG</small> J<small>AHRE ALT IST, UND SIE IST EINE</small> S<small>TERILE; SIE BRAUCHT DIE</small> Ḥ<small>ALIÇA NICHT ZU VOLLZIEHEN, NOCH IST AN IHR DIE</small> S<small>CHWAGEREHE ZU VOLLZIEHEN</small>. W<small>ENN EIN</small> Z<small>WANZIGJÄHRIGER KEINE ZWEI</small> H<small>AARE BEKOMMEN HAT, SO BRINGE ER DEN</small> B<small>EWEIS, DASS ER ZWANZIG</small> J<small>AHRE ALT IST, UND ER IST</small> K<small>ASTRAT; ER KANN DIE</small> Ḥ<small>ALIÇA NICHT VOLLZIEHEN, UND ER KANN DIE</small> S<small>CHWAGEREHE NICHT VOLLZIEHEN</small>. D<small>IES SIND DIE</small> W<small>ORTE DER</small> S<small>CHULE</small> H<small>ILLELS; DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, BEIDE MIT ACHTZEHN</small> J<small>AHREN</small>. R. E<small>LIE͑ZER SAGT, DER</small> M<small>ANN NACH DER</small> S<small>CHULE</small> H<small>ILLELS, DAS</small> W<small>EIB NACH DER</small> S<small>CHULE</small> Š<small>AMMAJS, DENN BEIM</small> W<small>EIBE KOMMT</small> <small>DIE</small> G<small>ESCHLECHTSREIFE</small> <small>FRÜHER ALS BEIM</small> M<small>ANNE</small>."
Mishnah Niddah 6:1," <b>I</b>ST <small>DAS UNTERE</small><sup>1</sup><i class=""footnote"">Die 2 Haare an der Scham bezw. die Entwicklung der Brüste, ob, Fol. 47a.</i> A<small>LNZEICHEN GEKOMMEN, DAS OBERE</small><sup>1</sup><i class=""footnote"">Die 2 Haare an der Scham bezw. die Entwicklung der Brüste, ob, Fol. 47a.</i> <small>ABER NOCH NICHT GEKOMMEN, SO KANN</small><sup>2</sup><i class=""footnote"">Sie gilt als großjährig.</i> <small>ENTWEDER SIE DIE</small> Ḥ<small>ALIÇA VOLLZIEHEN ODER AN IHR DIE</small> S<small>CHWAGEREHE VOLLZOGEN WERDEN</small>. I<small>ST DAS OBERE GEKOMMEN, DAS UNTERE ABER NOCH NICHT GEKOMMEN, OBGLEICH DIES NICHT MÖGLICH IST, SO KANN, WIE</small> R. M<small>EÍR SAGT, WEDER SIE DIE</small> Ḥ<small>ALIÇA VOLLZIEHEN, NOCH AN IHR DIE</small> S<small>CHWAGEREHE VOLLZOGEN WERDEN</small>. D<small>IE</small> W<small>EISEN SAGEN, SIE KANN DIE</small> Ḥ<small>ALIÇA VOLLZIEHEN, AUCH KANN AN IHR DIE</small> S<small>CHWAGEREHE VOLLZOGEN WERDEN</small>. S<small>IE SAGTEN NÄMLICH</small>: D<small>AS UNTERE KANN KOMMEN, BEVOR DAS OBERE GEKOMMEN IST, UNMÖGLICH ABER KANN DAS OBERE KOMMEN, BEVOR DAS UNTERE GEKOMMEN IST</small>."
Mishnah Niddah 6:2," <b>D</b><small>ESGLEICHEN</small><sup>21</sup><i class=""footnote"">Wie in der vorangehenden Mišna; vgl. Anm. 20.</i><small>AUCH: EIN</small> T<small>ONGEFÄSS, DAS</small> W<small>ASSER</small> <small>EINDRINGEN</small><sup>22</sup><i class=""footnote"">Wenn es im Wasser steht; hierzu muß das Loch größer sein als zum Auslaufen. Diese Normen hinsichtl. der Verwendbarkeit des Gefäßes sind von Bedeutung bei manchen Gesetzen, die weiter erörtert werden.</i><small>LÄSST, LÄSST AUSLAUFEN, MANCHES ABER LÄSST AUSLAUFEN UND NICHT EINDRINGEN</small>. J<small>EDES</small> G<small>LIED</small><sup>23</sup><i class=""footnote"">Ein Überfinger; die Erklärung folgt weiter.</i>, <small>DAS EINEN</small> N<small>AGEL HAT, HAT EINEN</small> K<small>NOCHEN;</small> MANCHES ABER HAT EINEN K<small>NOCHEN, ABER KEINEN</small> N<small>AGEL</small>."
Mishnah Niddah 6:3," W<small>AS DURCH</small> A<small>UFTRETEN UNREIN WIRD, WIRD ALS</small> L<small>EICHENUNREINES</small><sup>24</sup><i class=""footnote"">Erstgradig unrein als ‘Hauptunreinheit’; die Leiche selbst gilt als Urunreinheit.</i><small>UNREIN, MANCHES ABER WIRD ALS</small> L<small>EICHENUNREINES UNREIN, NICHT ABER DURCH</small> A<small>UFTRETEN</small>."
Mishnah Niddah 6:4,"<sup>iv,1</sup> <b>W</b><small>ER GEEIGNET IST, IN</small> T<small>ODESSTRAFSACHEN ZU RICHTEN, IST AUCH GEEIGNET, IN</small> G<small>ELDSACHEN ZU RICHTEN; MANCHER ABER IST GEEIGNET, IN</small> G<small>ELDSACHEN ZU RICHTEN, NICHT ABER GEEIGNET, IN</small> T<small>ODESSTRAFSACHEN ZU RICHTEN</small>.<sup>iv,2</sup> <b>W</b><small>ER ALS</small> R<small>ICHTER ZULÄSSIG IST, IST ALS</small> Z<small>EUGE ZULÄSSIG, MANCHER ABER IST ALS</small> Z<small>EUGE ZULÄSSIG, NICHT ABER ALS</small> R<small>ICHTER ZULÄSSIG</small>."
Mishnah Niddah 6:5," <b>W</b><small>AS ZEHNTPFLICHTIG IST, IST ALS</small> S<small>PEISE VERUNREINIGUNGSFÄHIG, MANCHES ABER IST ALS</small> S<small>PEISE VERUNREINIGUNGSFÄHIG, JEDOCH NICHT ZEHNTPFLICHTIG</small>."
Mishnah Niddah 6:6," <b>W</b><small>AS ECKENLASSPFLICHTIG</small><sup>45</sup><i class=""footnote"">Cf. Lev. 19,9.</i><small>IST, IST ZEHNTPFLICHTIG, MANCHES ABER IST ZEHNTPFLICHTIG, JEDOCH NICHT ECKENLASSPFLICHTIG</small>."
Mishnah Niddah 6:7," <b>W</b><small>AS ZUR</small> E<small>RSTSCHUR PFLICHTIG IST, IST ZU DEN</small> P<small>RIESTERGABEN PFLICHTIG, MANCHES ABER IST ZU DEN</small> P<small>RIESTERGABEN PFLICHTIG UND NICHT ZUR</small> E<small>RSTSCHUR</small>."
Mishnah Niddah 6:8," W<small>OBEI DAS</small> G<small>ESETZ VON DER</small> F<small>ORTSCHAFFUNG</small><sup>84</sup><i class=""footnote"">Der Feldfrüchte am Ende des Siebentjahres; cf. Ms. V,6.</i><small>GILT, GILT</small> <small>DAS</small> G<small>ESETZ</small> <small>VOM</small> S<small>IEBENTJAHRE, BEI MANCHEM ABER GILT DAS</small> G<small>ESETZ VOM</small> S<small>IEBENTJAHRE UND NICHT</small> <small>DAS</small> G<small>ESETZ</small> <small>VON DER</small> F<small>ORTSCHAFFUNG</small>."
