tikkun,daf,paragraph,line,phrase,formatting,footnotes
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,7,‘The righteous stand before,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,7,the,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,7,"Shekhinah,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,8,like a candle before a bonfire’.,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],509,0,From the right-hand,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],509,0,"side: YQV”Q,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],509,1,and from the left-hand,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],509,1,"side: ADNY,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],509,2,for judgement is there.,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],509,3,"And because of this, on the first day:",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],509,4,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],509,4,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],509,4,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],509,4,And ELQYM said: ‘Let there be light…’,Formatting.ITALICS,FootnoteType.CITATION/None[And ELQYM said: ‘Let there be light…’]:Gen. 1:3
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],510,0,For there are five,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],510,0,occurrences,Formatting.FADED,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],510,0,of,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],510,0,‘light’,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],510,0,"on the first day,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],510,1,and they are Higher,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],510,1,"Hei‹5›,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],510,2,"and from there they shine,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],510,3,Yod◘‹◘י›,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],510,3,"in the left, and that is ‘candle’.",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],510,4,And this is H-Y◘‹◘ה-י›,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],510,4,of ELQYM:,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],510,5,Hei◘‹◘ה,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],510,5,›,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],510,5,"to the right,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],510,6,Yod◘‹◘י›,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],510,6,to the left.,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],511,0,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],511,0,[Vav◘‹◘ו›,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],511,0,full‹malei›,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],511,0,of both-of-them,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],511,0,is,Formatting.FADED,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],511,0,the Middle Pillar,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],511,1,"– the son of Y-Q,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],511,2,and this is the mystery of:,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],511,3,ELQYM –,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],511,3,MaLEi‹full›,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],511,3,"of H-Y◘‹◘ה-י›,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],511,4,this is the first,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],511,4,‘writing’.,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],512,0,And the mystery of,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],512,0,the,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],512,0,word:,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],512,0,HE◘‹◘הא›: T h i s,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],512,1,ELQYM is,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],512,1,‘full’‹me-lei-ah›,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],512,1,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],512,1,"with a switching of the letters,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],512,2,and this is ‘small,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],512,2,"Hei’,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],512,3,"which is ‘filled’ with three letters,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],512,4,and is made,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],512,4,QYV”Q.,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],512,5,"Above, it is",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],512,5,"QVY”Q,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],512,6,"and through it begin the letters of the Torah,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],512,7,"H-V◘‹◘ה-ו›, following which is T-Y◘‹◘ט-י›.",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,0,And where is found the final,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,0,Hei◘‹◘ה›?,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,1,But,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,1,Dalet◘‹◘ד›,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,1,should have been,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,1,"Hei◘‹◘ה›,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,2,but Who caused,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,2,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,2,to fly away from,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,2,it,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,2,the Vav◘‹◘ו›,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,3,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,3,–,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,3,which is its ‘thigh’?,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,4,But,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,4,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,4,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,4,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,4,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,4,"…He has made me desolate,",Formatting.ITALICS,"FootnoteType.CITATION/None[…He has made me desolate,]:Lam. 1:13"
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,5,faint‹davah›,Formatting.ITALICS,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,5,all day long,Formatting.ITALICS,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,6,– this is,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,6,"Hod, which is her thigh,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,7,which returns to be ‘davah’‹sickly›,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,7,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,7,anagram of,Formatting.FADED,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,7,"Hod,",Formatting.FADED,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,8,"in the fifth millennium,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,9,because the thigh has flown away,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,9,"from it,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,10,about which,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,10,it,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,10,is stated:,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,11,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,11,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,11,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,11,And,Formatting.ITALICS,FootnoteType.CITATION/None[And]:Gen. 32:26
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,11,it,Formatting.ITALICS,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,11,"was dislocated,",Formatting.ITALICS,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],513,12,the hollow of the thigh of Jacob ….,Formatting.ITALICS,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,0,It is,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,0,thus,Formatting.FADED,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,0,"made known,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,1,that,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,1,it is,Formatting.FADED,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,1,from the right-side,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,1,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,1,that,Formatting.FADED,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,1,"one begins to count,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,2,the letter,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,2,Dalet◘‹◘ד›,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,2,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,2,is related,Formatting.FADED,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,2,to,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,2,"Netzaḥ,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,3,and,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,3,"Hod is the thigh,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,3,its,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,3,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,3,Her,Formatting.FADED,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,3,completion.,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,4,"And it is this that was given to Moses, i t is this that",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,5,is stated:,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,5,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,5,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,5,that He gave,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,5,hod,Formatting.ITALICS,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],514,5,to Moses].,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],515,0,Be-REiShYT:,Formatting.BOLD,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],515,1,Beiyt◘‹◘ב›,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],515,1,is female,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],515,2,"– open to receive from the right,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],515,3,to that,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],515,3,[Var. from that],,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],515,3,one,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],515,4,who bestows‹gamil›,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],515,4,kindness‹ḥesed›,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],515,4,"to Her,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],515,5,and why?,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],515,6,For the letter Yod◘‹◘י›,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],515,6,"is upon its head,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],515,7,like this:,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],515,7,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],515,7,ג◘‹◘Gimmel›,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],515,8,– and because of this:,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],515,9,‘one who wishes to become wise should head south.’,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],516,0,"If so,",,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],516,1,why is Gimmel◘‹◘ג›,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],516,1,facing away from,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],516,1,Beiyt◘‹◘ב›?,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],517,0,But the mystery of the,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],517,0,matter,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],517,0,is:,Formatting.FADED,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],517,1,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],517,1,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],517,1,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],517,1,"And a man,",Formatting.ITALICS,"FootnoteType.CITATION/None[And a man,]:Lev. 20:17"
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],517,1,,Formatting.ITALICS,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],517,1,when,Formatting.ITALICS,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],517,1,"he takes his sister,",Formatting.ITALICS,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],517,2,"the daughter of his father or the daughter of his mother,",Formatting.ITALICS,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],517,3,"and sees her nakedness,",Formatting.ITALICS,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],517,4,"and she sees his nakedness,",Formatting.ITALICS,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],517,5,it is a,Formatting.ITALICS,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],517,5,‘disgrace’‹ḥesed›...,Formatting.ITALICS,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],518,0,Beiyt◘‹◘ב›,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],518,0,"turns its face away from Aleph◘‹◘א›,",,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],518,1,Gimmel◘‹◘ג›,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],518,1,turns its face away from,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],518,1,"Beiyt◘‹◘ב›,",,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],518,2,Dalet◘‹◘ד›,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],518,2,"turns its face away from Gimmel◘‹◘ג›,",,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],518,3,Hei◘‹◘ה›,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],518,3,turns its face away from,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],518,3,"Dalet◘‹◘ד›,",,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],518,4,"all letters turn their facesone from the other,",,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],518,5,"and they are not face to face,",,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],518,6,and why?,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],518,7,But the mystery of the matter:,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],518,7,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],518,8,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],518,8,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],518,8,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],518,8,…and you shall see My back‹aḥoraiy›,Formatting.ITALICS,FootnoteType.CITATION/None[…and you shall see My back‹aḥoraiy›]:Ex. 33:23
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77a],518,8,etc.,Formatting.ITALICS,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],519,0,And why do they turn their faces away from each other?,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],519,1,Because of the,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],519,1,forbidden,Formatting.FADED,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],519,1,sexual acts that correspond to them:,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],519,2,Aleph◘‹◘א›,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],519,2,corresponds to,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],519,2,cursed,Formatting.ITALICS,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],519,2,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],519,2,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],519,2,"‹arur›,",,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],519,3,which is,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],519,3,relates to,Formatting.FADED,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],519,3,a,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],519,3,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],519,3,forbidden,Formatting.FADED,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],519,3,"sexual act‹ʼervah›,",,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],519,4,and about it is stated:,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],519,5,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],519,5,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],519,5,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],519,5,Cursed is one who cohabits with his sister…,Formatting.ITALICS,FootnoteType.CITATION/None[Cursed is one who cohabits with his sister…]:Deut. 27:22
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],520,0,For of these,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],520,0,forbidden,Formatting.FADED,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],520,0,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],520,0,"‘sexual acts‹ʼeryan›’, e a c h one",,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],520,1,"is cohabiting with his mother,",,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],520,2,"and with his sister,",,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],520,2,"and with his daughter,",,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],520,3,"and they turn their faces towards them,",,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],520,4,for they have no shame;,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],520,5,"but the holy letters turn their faces away,",,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],520,6,in shame and humility.,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,0,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,0,,Formatting.FADED,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,0,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,0,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,0,Your bow,Formatting.ITALICS,FootnoteType.CITATION/None[Your bow]:Ḥab. 3:9
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,0,bared itself,Formatting.ITALICS,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,0,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,0,‹ʼeryah,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,0,,Formatting.ITALICS,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,0,tei’or›…,Formatting.ITALICS,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,1,– and for its sake it is stated:,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,2,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,2,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,2,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,2,…and before the blind do not place a stumbling…,Formatting.ITALICS,FootnoteType.CITATION/None[…and before the blind do not place a stumbling…]:Lev. 19:14
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,3,– the,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,3,blind‹ʼiver›,Formatting.ITALICS,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,3,who is,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,3,same letters as,Formatting.FADED,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,3,‘skin’,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,3,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,3,"‹ʼor›,",,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,4,And the mystery of the word:,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,5,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,5,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,5,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,5,A cunning‹ʼarum›‹naked,Formatting.ITALICS,FootnoteType.CITATION/None[A cunning‹ʼarum›‹naked]:Prov. 22:3
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,5,›,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,5,,Formatting.ITALICS,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,5,man,Formatting.ITALICS,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],521,5,sees harm and hides.,Formatting.ITALICS,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],522,0,"But after they shall become divested of them,",,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],522,1,they all become united:,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],522,2,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],522,2,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],522,2,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],522,2,…and they were not ashamed.,Formatting.ITALICS,FootnoteType.CITATION/None[…and they were not ashamed.]:Gen. 2:25
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],522,3,And,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],522,3,,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],522,3,they become,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],522,3,united:,,
Tiqun Thirty-Four [ENDNOTE_REFERENCE],[77b],522,4,"Father with Mother,",,
