Quoting Book,Quoting Ref,Quoted Book,Quoted Ref,Snippet
Gevurot Hashem,"Gevurot Hashem, Laws of Yayin Nesach 1",Daniel,," וגלגל אבל אנו אומרים שיש לכל אומה ואומה שר מיוחד כמו שנזכר בכתוב (דניאל ו') שר פרס שר יון ובדברי חכמים הרבה, הרי כי האומות דביקים בכח מיוחד"
Gevurot Hashem,"Gevurot Hashem, Laws of Yayin Nesach 1",Sotah,,) והדבר הזה כי נגזר על ישראל שיהיו גרים במצרים ואם היו שבעים נפש 
Kedushat Levi,"Kedushat Levi, Genesis, Lech Lecha 15",Yoma,,) כל המונה ישראל בו' מחמת שאין יכולת לתפוס ישראל במחשבה כי הם למע
Kedushat Levi,"Kedushat Levi, Genesis, Lech Lecha 48",Sanhedrin,,") דבר אחד לדור. ומלת צו הוא לשון התחברות מלשון צוותא חדא, דהיינו "
Kedushat Levi,"Kedushat Levi, Genesis, Chayei Sara 19",Bava Batra,,") במתק לשונם בת היה לאברהם אבינו ובכל שמה, ולשון בת הוא לשון מדה "
Kedushat Levi,"Kedushat Levi, Genesis, Vayeshev 12",,,") למרבה מ""ם סתומה, כי משיח בן יוסף הוא מאפרים עיין מדרש רבה פרשת "
Kedushat Levi,"Kedushat Levi, Genesis, Homilies for Chanukah 4",,,) בנר חנוכה דפליגי חד אמר מותר להשתמש לאורה וחד אמר אסור להשתמש ל
Kedushat Levi,"Kedushat Levi, Genesis, Vayechi 16",Bava Batra,,"עוד באופן אחר, גד גדוד יגודנו כו'. הענין, דאיתא (בבא בתרא י.) שקודם התפלה צריך האדם ליתן צדקה והסגולה של צדקה להכרית הקליפות "
Kedushat Levi,"Kedushat Levi, Genesis, Vayechi 27",,,): 
Kedushat Levi,"Kedushat Levi, Exodus, Shemot 36",Berakhot,," אל ה' למה הרעותה לעם הזה, למה נתת להם יצר הרע גדול כל כך כדאמרינן (ברכות לב:) אלמלא ד' דברים נתמוטטו וכו', ואחד מהן היצר הרע. ואמר למה הרעותה"
Kedushat Levi,"Kedushat Levi, Exodus, Bo 16",,,) לענין ראש השנה שכל הכסאות למשפט כולם תלוים ועומדים וממתינים עד 
Kedushat Levi,"Kedushat Levi, Exodus, Bo 18",,,") שכן מרובה במצות, ועל ידי המצות אנו מעוררים השפע בזה החודש על זה"
Kedushat Levi,"Kedushat Levi, Exodus, Bo 33",,,"והנה אמרינן בגמרא (ראש השנה י:) פלוגתא דרבי אליעזר ורבי יהושע, חד אמר בניסן עתידין ליגאל, וחד א"
Kedushat Levi,"Kedushat Levi, Exodus, Beshalach 12",Berakhot,,) ועל ידי מיתתם הוא להם עליה דעל ידי שמתים במיתה משונה מתקדש שמו 
Kedushat Levi,"Kedushat Levi, Exodus, Beshalach 22",,,") והנראה על פי פירוש הפסוק (תהלים סח, כח) שרי יהודה כו' שרי בנימי"
Kedushat Levi,"Kedushat Levi, Exodus, Beshalach 49",Nedarim,,") דאסור לאדם לומר לה' חטאת רק חטאת לה', מטעם דשמא ימות ונמצא דהוצ"
Kedushat Levi,"Kedushat Levi, Exodus, Beshalach 53",,,"אבלוהו היום כי שבת היום לה' היום גו' (שבת קיז:ב). ובו יבואר מה שמקשה האלשיך הקדוש, מפני מה לא ירד המן בשבת ותבואה"
Kedushat Levi,"Kedushat Levi, Exodus, Beshalach 60",Megillah,,") על הנס דמרדכי ואסתר. וזהו הרמז כתוב זאת, זאת מרמז על תורה שבעל "
Kedushat Levi,"Kedushat Levi, Exodus, Yitro 14",,," יקום בקרבך. ועל פי דרך חידוד אמת נבאר תיבת לעולם דחכמינו ז""ל אמרו (יבמות צ:) ומביא הרמב""ם בפסקיו (הלכות יסודי התורה פרק ט' הלכה ג') דאם נביא"
Kedushat Levi,"Kedushat Levi, Exodus, Terumah 1",Exodus,," ידבנו לבו תקחו את תרומתי וזאת התרומה אשר תקחו מאתם זהב וכסף ונחושת (שמות כ, הב-ג). דהנה כל האדם מחויב לעבוד את הבורא ברוך הוא במעשה ובמחשבה"
Kedushat Levi,"Kedushat Levi, Exodus, Homily for Purim 14",,,ונבאר פירוש הגמרא (מגילה יד.) מפני מה אין אנו אומרים הלל בפורים. חד אמר מפני שאין אומרים הלל 
Kedushat Levi,"Kedushat Levi, Exodus, Homily for Purim 34",,,) משיכיר בין תכלת ללבן. ולכך הכהן גדול ביום הכפורים שהיה צריך להמ
Kedushat Levi,"Kedushat Levi, Exodus, Ki Tisa 17",Sanhedrin,,") מה דלא הוה הוה מה דהוה לא כל שכן. ויבואר זה, כי השם יתברך מהותו"
Kedushat Levi,"Kedushat Levi, Exodus, Ki Tisa 18",,,") כרביא, דהיינו שהרב לומד עם תלמידו ובאמת שכל הרב הוא גדול יותר מ"
Kedushat Levi,"Kedushat Levi, Exodus, Shekalim 3",,," שעברה מוחץ כי צריך להיות בכלי יותר גבוה והיא מיתה לצורך חיים כמאמר (תמיד לב.) מה תקנתו של אדם ויחיה כו', כמו שמבואר על פסוק (במדבר כד, יז) ומ"
Kedushat Levi,"Kedushat Levi, Leviticus, Homily for Pesach 4",Chagigah,,") אסור וכו' מה למעלה וזה בשתים יכסה פניו ובשתים יכסה רגליו, דהיינ"
Kedushat Levi,"Kedushat Levi, Leviticus, Tazria 1",,,) מנין שהקדוש ברוך הוא מתאוה לתפילתן של צדיקים כו'. ובאמת אצל הקד
Kedushat Levi,"Kedushat Levi, Leviticus, Kedoshim 6",Chagigah,,") ישראל מפרנסין לאביהן שבשמים, בתורה ועבודה וגמילות חסדים וקיום ה"
Kedushat Levi,"Kedushat Levi, Leviticus, Emor 9",,,") ממחרת הפסח, לאפוקי דעת הצדוקים. וצריכין אנו להבין למה דייקא בכא"
Kedushat Levi,"Kedushat Levi, Numbers, Homily for Shavuot 10",Yoma,,") שלשה כתרים בעולם. כתר כהונה, כתר מלכות, כתר תורה. כתר כהונה, נט"
Kedushat Levi,"Kedushat Levi, Numbers, Beha'alotcha 6",Yoma,,) כל מה שבקשו לטעום במן היה טועמין. נמצא המן מקבל מאתם דבר רוחני 
Kedushat Levi,"Kedushat Levi, Numbers, Sh'lach 3",Sotah,,) דהיינו שימשיכו מהם אנשותם שיבואו למדריגת משה רבינו עליו השלום. 
Kedushat Levi,"Kedushat Levi, Numbers, Sh'lach 11",Eruvin,," ברוך הוא והוא נתן לנו ואם כן יהיה גזל בידכם. והנה חכמינו ז""ל אמרו (עירובין ק:)על פסוק לך אל נמלה כו', דאיסור גזל יכולים ללמוד מנמלה שאינה לוקח"
Kedushat Levi,"Kedushat Levi, Numbers, Sh'lach 16",Berakhot,,) גדולים צדיקים שגם במיתתן קרוין חיים על ידי שמדבקין את עצמם על י
Kedushat Levi,"Kedushat Levi, Numbers, Balak 15",,,") ותגזור אומר ויקם לך (איוב כב, כח) אתה גזרת מלמטה כו', דהצדיק פו"
Kedushat Levi,"Kedushat Levi, Numbers, Balak 22",Sanhedrin,,") לעולם ילמד אדם כו' שמתוך שלא לשמה בא לשמה, וזוכה לקיים כפי שאמר"
Kedushat Levi,"Kedushat Levi, Numbers, Matot 1",Nedarim,,") נדר חל על דבר מצוה, רצה לומר כיון שרואה השגחת הבורא על העולמות "
Kedushat Levi,"Kedushat Levi, Deuteronomy, Shoftim 3",Megillah,, הצדיקים יש להם תורת ה' ומצינו שקרא הקדוש ברוך הוא ליעקב אבינו אל (מגילה יח.) רוצה לומר מחמת שקיים כל התורה היה בבחינת אל כמו כן כל הצדיקים מ
Kedushat Levi,"Kedushat Levi, Deuteronomy, Ki Tavo 7",Chagigah,,) בכל יום בת קול יוצאת מהר חורב שובו בנים שובבים. ובאמת כל איש יש
Kedushat Levi,"Kedushat Levi, Deuteronomy, For Rosh HaShanah 17",Berakhot,,) ומכל שכן כי יגזור אומר להיטיב לבניו בודאי לא יסוג אחור להפר עצת
Kedushat Levi,"Kedushat Levi, Deuteronomy, For Rosh HaShanah 25",,," עקיבא אשריכם ישראל לפני מי אתם מטהרים ומי מטהר אתכם אביכם שבשמים. (יומא פ""ח מ""ט) יובן על פי דאיתא בזוהר הקדוש מי קיימא לשאלה. ולהבין זה, כי ידוע"
Kedushat Levi,"Kedushat Levi, Deuteronomy, For Rosh HaShanah 25",Yoma,," כמות ומהות. רוצה לומר כמה הוא במספרו ומה הוא בערכו. ואיתא בגמרא (יומא פה:) לא כאברהם שאמר ואנכי עפר ואפרכו', אלא כמשה שאמר ונחנו מה, וידוע"
Kedushat Levi,"Kedushat Levi, Deuteronomy, V'Zot HaBerachah 2",,,) שמיני שבשמיני מותר ועל ידי זה הורג הקליפות. וזה שאמר אשריך ישרא
Kedushat Levi,"Kedushat Levi, Likutim 65",Shabbat,,") ובו תדבק, הדבק במדותיו מה הוא רחום כו'. וזהו פירוש הגמרא (ברכות"
Kedushat Levi,"Kedushat Levi, Likutim 78",Taanit,," שלא יצמצם עצמו כל כך. ועל בחינה הזאת הוא הרמז במאי דאמרינן בגמרא (תענית יט.) כבן המתחטא כו', ועל בחינה אחרת נפרש כבן המתחטא כו', כי מתחטא הו"
Kedushat Levi,"Kedushat Levi, Likutim 78",Sanhedrin,," שישמח בשכל הקטנות של הבן ועל בחינה הזאת הוא הרמז במאי דאמרינן בגמרא (סנהדרין קד.) ברא מזכה אבא, מלת זכה הוא לשון הזדככות כביכול כשהבן הוא בשכל גד"
Kedushat Levi,"Kedushat Levi, Likutim 87",,," וא""ו דל""ת הוא ה""א, כי אות ה""א הוא דל""ת וא""ו. וזהו בהבראם, בה""א בראם (מנחות כט:) כי זה היה עיקר הבריאה כדי שישראל הרמוזים באות וא""ו ימשיכו שפע ע"
Kedushat Levi,"Kedushat Levi, Likutim 104",Yoma,,") כל מה שברא לא ברא אלא לכבודו, לכן צריך יגיעות גדולות להשיג התור"
Kedushat Levi,"Kedushat Levi, Likutim on Avot 1",Sotah,,") לפי שהוא נמוך מכל ההרים, וראה שאין התורה ניתנת, כי אם על ידי הש"
Kedushat Levi,"Kedushat Levi, Haggadah MiSavi De'vey Atuni 1",Yoma,,) כל מה שברא הקדוש ברוך הוא בעולמו לא ברא אלא לכבודו. ואם כן בעוב
Kedushat Levi,"Kedushat Levi, Kedushot for Purim, Kedusha Shlishit 21",,,") הקדוש ברוך הוא מתאוה לתפלתן של צדיקים, שכב""י השם יתברך מתפאר בע"
Kedushat Levi,"Kedushat Levi, Explanations of Aggadot 7",,,") שהיה מתאוה לקיים מצות התלויות בארץ, והיינו שהיה חושק תמיד שיבוא"
Kedushat Levi,"Kedushat Levi, Explanations of Aggadot 10",Sanhedrin,," שמנהיג האדם ברוחניות. ודיבור הוא לשון מנהיג כמו דבר אחד לדור כו' (סנהדרין ח.) וגם הגדה לשון מנהיג כמ""ש בכתבי האר""י ז""ל וגם לשון אומר הוא לשון"
Mei HaShiloach,"Mei HaShiloach, Volume I, Genesis, Lech Lecha 1",I Kings,," באמת כל דברי עוה""ז לא יקראו בשם חיים ועיקר החיים תמצא בך, (ישעיה מ""א,ט""ז) ואתה תגיל בה' בקדוש ישראל תתהלל, זאת הוא החיים. וע""ז נאמר במדרש"
Mei HaShiloach,"Mei HaShiloach, Volume I, Genesis, Vayera 7",Bava Metzia,,") שלקח נשים מהרבה אומות, כי כל תוקף שנמצא בין כל אומה היא העיקר ב"
Mei HaShiloach,"Mei HaShiloach, Volume I, Genesis, Chayei Sara 4",,," ולהתפלל להש""י שיעזרו בזה ויזמין לו זווגו, כי יש שזיווגו בא אצלו (מועד קטן י""ח:) ומיד נענה בתפלתו וישא עיניו וכו' כי טרם יקראו ואני אענה."
Mei HaShiloach,"Mei HaShiloach, Volume I, Genesis, Chayei Sara 5",Pesachim,,") לא ילעוס אדם חיטין בפסח להניח על גבי מכתו, ממילא נשמע אשר חיטין"
Mei HaShiloach,"Mei HaShiloach, Volume I, Genesis, Vayetzei 7",,,") שתחילת יצירתו של אדם הוא מטבורו. וזה שאמר ישעיה הנביא [מ""ח,ח'] "
Mei HaShiloach,"Mei HaShiloach, Volume I, Genesis, Vayeshev 2",,," בעלי דינים, אך אינו לאמיתו כי פן יטעון אחד טענה שקרית כמו שמצינו (נדרים כ""ה.) בקניא דרבא, וכמו כן נמצא בכל ענינים, וזאת הוא שורש החיים של יהו"
Mei HaShiloach,"Mei HaShiloach, Volume I, Genesis, Miketz 3",Taanit,,") אשר חטא שציער את עצמו, לכן בתחילה נגזר על יוסף עשר שנים נגד עשר"
Mei HaShiloach,"Mei HaShiloach, Volume I, Genesis, Vayigash 1",Yevamot,,") הרחק מן הערבות ואעפ""כ היה בטוח שיוצמח לו הישועה."
Mei HaShiloach,"Mei HaShiloach, Volume I, Genesis, Vayigash 4",,," הם עצה לאדם להנצל מחמדה, אף בעידנא דיצה""ר דלית מאן דמדכיר ליצ""ט (נדרים ל""ב:), על זה ברא הקב""ה תורה תבלין, כי באמת האדם המשוקע בחשק ואי אפשר "
Mei HaShiloach,"Mei HaShiloach, Volume I, Genesis, Vayechi 4",Yoma,," לברך אותם מחמת שצערוהו במכירת יוסף וכל ת""ח שאינו נוקם ונוטר וכו' (יומא כ""ב:) לכן נאמר ויקרא לשון צעקה וקוי בלב שהיה תולה עיניו ולבו למרום וא"
Mei HaShiloach,"Mei HaShiloach, Volume I, Exodus, Beshalach 7",Sanhedrin,,") על רבשקה שהיה ישראל מומר מפני שאמר המבלעדי ה' עשיתי, ותלה מעשיו"
Mei HaShiloach,"Mei HaShiloach, Volume I, Exodus, Yitro 7",Sanhedrin,," העולמות, ולמעלה מזה העולם, פי' לא תגנוב היינו שלא תמנע ד""ת מן תלמידו (סנהדרין צ""א:) וזה שייך אף במלאכים כמ""ש ומקבלין דין מן דין, כי במלאכים יש ג""כ "
Mei HaShiloach,"Mei HaShiloach, Volume I, Exodus, Yitro 11",,," אז סופך שתרד מדרגה למטה הימנו והוא יעלה על מקומך, כמו דאיתא בגמרא (מגילה ט""ז:) על מרדכי שבתחילה היה נמנה בחמישי ואח""כ בששי."
Mei HaShiloach,"Mei HaShiloach, Volume I, Exodus, Tetzaveh 3",,," לכסות בשר ערוה, וערוה נקרא מקום שעל ידו יוכל האדם להפסיד כמ""ש (בראשית מ""ב,ט') ערות הארץ, היינו שעי""ז יוכל הארץ להכבש, ובכל מקום שברא הקב""ה שי"
Mei HaShiloach,"Mei HaShiloach, Volume I, Exodus, Tetzaveh 4",Megillah,,") זבולון עסק בפרקמטיא גם אז הוא דבוק בהש""י. והטור השלישי לשם וכו'"
