Index Title,Bader-Jewishspritualheroes-Vol2.
"Bader-Jewishspritualheroes-Vol2., Rabbi Shmuel Bar Nachmani.35","<img src='data:image/jpg;base64,/9j/4AAQSkZJRgABAQEBLAEsAAD/2wBDAAUDBAQEAwUEBAQFBQUGBwwIBwcHBw8LCwkMEQ8SEhEPERETFhwXExQaFRERGCEYGh0dHx8fExciJCIeJBweHx7/2wBDAQUFBQcGBw4ICA4eFBEUHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh7/wAARCABJASoDASIAAhEBAxEB/8QAGwABAAIDAQEAAAAAAAAAAAAAAAcIBQYJAwT/xAA1EAACAQMEAQQBAwIEBgMAAAABAgMABAUGBxESEwgUISIVFiMxMlEJJTNyNDdBdoG0NURS/8QAFAEBAAAAAAAAAAAAAAAAAAAAAP/EABQRAQAAAAAAAAAAAAAAAAAAAAD/2gAMAwEAAhEDEQA/APD1a+pvM2uor7QO297NjFx8stplsqI+s0kw7RvDD2HMaoeeZRwxYDoVVez1GyX5W8753I+9uPfXMva+uOz+4nHV5eZG/rceRGb5J+6k/wAirDeiLSmAg9RGRw2t7eFdQ4OKYY+xuOjxi9hlCyMrB+HljAcqoVxwGkBUxqT0FoOM9bNo3cHXGjfGultW5rEQx3IuvbW14627yjr9ni56PyFUEMpBAAPI+K6Gbj+mXaPWnhk/Afpu5i6r58AI7Tug7fVo+hiPJbkt07/VR24HFVN3d9KO4+i+97gIv1jiV4/cx0JF2n9A+1tyWPLMQPGZPqhZuooMnoD1j7l4SZI9U2uM1VaGVnkaSIWlzwU4VEeIeNVDAN8xMTyw5/jrZ/Zr1I7cbj+2x/v/ANP5+Xqn43JOE8sh6DrDL/RLy79VX6yN1J6AVQfaXdPVG2k2STBpjLzHZaIQ5TGZKzWe2vUCSKqSD4bqPK54VlB/huR8Vue0u0Gkd1tFW9vpjXUOJ3CglkS6w2ZKrBegsWR7ZkHfqsKuW+sh7L8hFKswdK6VQCz3D359NGcstN6ui/L4BuRZ297N57eaCNkQm1uB94uEQBY2+EEgZouWFW52a3p0FuvDKmmMhNHkbeLzXGMvYvFcxJ3Kh+ASrr8AkozBe6BupYCgkalKUClKUClKUClKUClKUClKUClKUClKUClKUClKUClKUClQzvL6kduNuPc4/wB/+oM/F2T8bjXD+KQdx1ml/oi4dOrL9pF7A9CKqBuT6kd3NxMo8GEv73TthF5LiKxwLyJKscayOXlmX9x+sRJfgrHxH26LxzQXs1/u9tpoOZ7fVOssZZXccqxSWcbm4uYyyd1LwxBpFUrwexUD5X5+w5hLWXrW0Pj/ACRaW0xms7NHcmPyXLpZW8kQ7fuo33f5IXhWjU8MeeCODVPXWitI6BvsBHfazxmuJbqKeXKWemL5VjtQD1hC3jJIrM3yxUxAqF444ZXqOaC1mpPW5rSe+R9OaN0/jrQRAPFfyTXchfk8sHRogF46jr1J5BPPzwPt0364M/BYumo9A4zI3ZlJSWwv3tIwnA4Uo6yktz2PbsBwQOPjkwNtjs1uPuJcWv6c0xemwufsMpdRmCyVBII3bysOH6sTyqdn+rcKeDU86b9D+fnsXfUevsZjrsSkJFYWD3cZTgcMXdoiG57Dr1I4APPzwAnnZr1I7cbj+2x/v/0/n5eqfjck4TyyHoOsMv8ARLy79VX6yN1J6AVM1cx98dktabH32MzU2WhurSa+kGOyeNM0ckDxENE0hKgQysPsqq7HmN+CevNbnYes/di2sbe3mxekryWKJUe4msphJMQOC7BJlUMf5PVVHJ+AB8UEzepj003WpdRDcHa2eHEanWU3V3aiY263My8us8Lr/p3BcAEkqrEhyyMGLzztXh9Saf28wuG1dn/z+ctLYR3l/wBT+63JIHJ+X6qQnduGfr2YAsRWzUoFKUoIG9Qfpo0juRDdZrBxw6e1V4pGSeCNUtryZn783KKvLMSXHkX7fflvJ1Vao1uVt3r3aDVVpDqC1mxl2JTPjMjaT8xzGJ+BLDKp5VgQrcHq6hkJVeRXV6sZqrAYbVOnb3T2ocdDkcXfReK4t5R9XH8ggj5VgQCGBBUgEEEA0FBtsfUX+Xt7XQ++uOstXaRl/aN/dWve9sSYxGkvZfl+ql+XA837jMHYgKfHdXaLGeHDbjenO51BqXC3F9Kjpj45JbnE3Ub94woAE6LwR1Lr2XorF28iU9Qfpc1Rt7Ddag0xJNqTTEEUlxcS9FW5sED/AAJEB/cUIQTIg4+rllRQCYz2a3V1dtPqKXMaWuYStzF4ruyulZ7a5A56l1VlPZSSVYEEckc9WYELM7HeseOeaDC7r2sNqoiIGdsonKkqi8eaBAx7MQ5Lx/HLKBGq8sLf2F3a39jb31jcw3VpcxLNBPDIHjlRhyrqw+GUgggj4INU5m0ztH6p8XkMto6H9GbiWdsZbiydY0iu5HZXaWUICZk8jOnnULIC4MikeNTo2gNzNy/TNr1NAa2gmvtM28rO9gvDqYZG/wCJs5WAJXlWYISFJMisEcsyh0FpWp7U7iaX3N0qNR6Uupp7RZfBOk0DRSQTdEdomBHBZRIvJUsvP8Ma2ygUpSgUpSgUpSgUpSgUpSgUpSgUpSgUpVYPUZ6rMBpmxvdObcXcOa1C8SBcrCUmsLQOCSysCRNKo68KAUBb7ElGjITZuzufo3a/Bx5TV2U9t7jutnaxIZLi7dF7FY0H/gdmKoCyhmXsKpBuj6jd0t4JpdH6TxE2Lx2RieFsViY3ury8TorOjyBezL9HJEaoCjMr9x818W1e0et97dRXG42vspNj9KzSy3WW1FeyxxtKkXHdYQ3wqgDqH6iKMRsPnp4zs+qN8NBbXaVk0j6crKa3u7mWJ8lqa9t+8lwEReCizDlmJLghkREJk6J9+yhBl7phdEbkrprc/FZO2is5YxlLXG3cHuY0kjDq0b8PGWCurdT8H+nlSeR9us9w5MjNa2+kcTDo7F22IGJeLHlEub+Eoiym9niSM3LSFAWDKF+PheSzNrF7d5/VmolmvLnJ57NX8scKvLI9zc3L/CIgJ5Z2+FUD5P8AAFWT9P8A6StSZvKWGe3Mtvw+AXiY4sykXt2OqsiuF/0UPYhuSJR0K9VJDgIG2v261duTqKLC6UxM10xlRLi7KMLazDdiHmkAIReEcj/q3UhQzcA3S2a9IOjdM+2ymurj9VZZOsnteDHYQuOjcdP6puGVxy5COrcNGDVgNG6U03o3Bx4TS2FssRYR8HxW0YXuwVV7uf5dyqqC7EseByTWZoFfFnspYYPB3+byk/t7DH20l1dS9GbxxRqWduFBJ4UE8AE/2r7a+LPYuwzmDv8ACZSD3FhkLaS1uou7L5IpFKuvKkEcqSOQQf7UFB/ULvJk/UPmcDoDQGmsmLQXxmggmMZnvZjGArsoBEKxgz8nyFSrdm69fiX8F6KtA/g7D87n9TflvbR++9leQe38/UeTx97ft07c9e3zxxz81Oe3G1m323fmbR2l7LGTT9hJc8vNcMrdeU8shZ+nKKenbryOeOeTW50ClKUClKUClKUCq8+oP0uaX3CmutQaYkh03qeeWS4uJejNbX7lPgSID+2xcAmRBz9nLK7EEWGpQch9SYDV232qks81jsnp7NWcomgZw0UilHIWaJx/UvdD1kQkEryCatNtTu5pHf2xG2W92Lxi5qeL2+FzcMSwyNIwQEK558NwzorDrxHIfoUH1SS026O3WkdydOy4XVeJhulMTpb3YRRc2ZbqS8MhBKNyiE/9G6gMGXkHnZ6idi9SbO5S2a5uPzGAvOFtctFAY1MvXlopE5bxv8EgdiGUcg8h1UNn13oXcf0sbh4zVWAynv8AGy8RQZJbcpb3XIBktLmLsevPUkDt8hQ6MHQ9Lf8Ap23003vFi7lba3/D5+z5a6xMs4kYRduFljfhfInyAT1BVjwRwUZqgbF+ou505i10Vudjv1joT2ywRWU9rDPLa+Ni8YUScCVO3UdJD9AqFCoTq2T3O2GjjsY9z/T9nptT4X3ySx2WLZ5L/FORG8YQqTIzIzAlSFljBQsG4dwHQWlVT9M/qstdSzHTW6V3jMRkViBtMwSLe2uQqDssxY9Y5TwWDDqjclQEIUPaygUpSgUpSgUpSgUpSgUpSgVjNVZ/DaW07e6h1DkYcdi7GLy3FxKfqg/gAAfLMSQAoBLEgAEkCtG303r0btLi2/M3Xu85NbNPYYiAny3HDBQWYAiJO3P3b+Qr9Q5UrVOb9t5vVZrW4exhmsdNxysYIppZUxNgY1+qs4UiS4IlALBS58nPCxjhQzXqD9Qmrt09RXWgdq4cmdPXMUlq0dlaM95mAPs7dQpkSLqh4ReCUL+T4bomf0Ts/txsRg7TXW/F/ZZLLXls62OnPai5RJurF168lZ3ClF7N1ijd/lmJjceOqtX7aem7Tt7pbax4c7uZJF+Py2dljLraFfs5AbmMN2YAQpyAYx5izR8PWDN5TUmudXzZLJT3ubz+XuVBIQvLcSsQqIiKP9qqijgABVAAAoN53s3317ujfXcORyc2O09JKTBhbWTrAicoVWUgAzsDGrdn5AbkqEB4HjtFsXuPud0ucBhva4luf82yJMFoeO4+rcFpftGUPjV+rEduoPNWM9P/AKQfxeUsNTbo3FlevDxNHgIR5Yu/VSvuJP4fqxcNEoKMVX7spKm3NhaWthY29jY20NraW0SwwQQxhI4kUcKiqPhVAAAA+ABQRZ6dti9N7O4u5a2uPzGfvOVustLAI2MXblYo05bxp8AkdiWYck8BFWWaUoFKUoFKUoFKUoFKUoFKUoFKUoFKUoFeN/aWt/Y3FjfW0N1aXMTQzwTRh45UYcMjKfhlIJBB+CDXtSgpn6m/Sj/8prXa+L+08+m4of8AcZGtSD/tIg4//QQ/0R1W3bXcTXu0GqrubT91NjLsSiDJ467g5jmMT8mKaJhyrAhl5HV1DOAy8mur1RZv5sbpHd+xgfLGbG5qzieOzylqq+RQQ3WOVSP3Ig57deQQeerL2bkKtX+N209TF9cSaMsodA7nzytd3Fne3BaxywJ4k6Oo/wBVUUSkrGpYtJyr/aRGzW9uvdhtRS6I3ZxOoLnCrFxDbTjvc2Yj5jRrZpGCyW58fTqG6fXsh+GDxxu7spuPs9nHyjWt7NibK5EljqHHAhF6snjkYoS1u/Z0ADkfcEIzgdjsGm9+cdqTSr6N30wM2sMcIjFYZu3WJctjB0A5jdgPIxeOIlmYE/buZQQlB0G0bqvTessHHm9LZqyy9hJwPLbSBujFVbo4/lHCspKMAw5HIFZmuYGXy9/s7q8ZnZvc33+AyneS0mglXylULp4r20kUcOndurSRhWDB04PIW0Gx3q80vqSGDE7jLDpvNPKUW8ijb8dKC6hAWLM0LfY8l/oAhYuOeoCz9Uz3l3Y9QW0G79ze53/NdDtkmexj9jEtpcWshcx2/uUiDpMqAjhiWDR9iHT+q41hd2t/Y299Y3MN1aXMSzQTwyB45UYcq6sPhlIIII+CDVf/AF55/SMGx+T07lMjjDqG5ltJsXZSFXuQROO0yL8si+NJ18nwPll55bghIF/vBpdNh7jd+x80+HWxaeCGZGikebv4lt24VurGbiMsAyg/bkr81WDZ7fH1Bbobv4mHGN/kH5K0/L22OxUXtLS15Bl7TSKzp2SOUjtJ2LchPnhawuptHaktP8P7B39y97cQ/qQZloLkGP2FnIstvGEDtyyPI6SjqBz7gtwRyxsB6Ccppu62BscXiJ7I5axuZzmYYkCSrLJM5ieQcAt2iEYD/IITqDyhACf6UqDN9PU1ofbS4bEWS/qjPr2ElnY3KCK2ZZAjJPN9vG/w/wBArMCnDBQwJCbb+7tbCxuL6+uYbW0tommnnmkCRxIo5Z2Y/CqACST8ACqs+oP1b4bBw3WntsHhzOUeKSJ8z/8AWspA/XmNWXi4bgMQwPj+UPMgLKIAv8/vrv3fXD3WRyY05PK0V5KC9pgbCOM+djO4/bCxKQ3aQtJwqfLHqDi8JqS22I3Lhymh83pnXV/HjWgubqbHzG1s7pnKyrbv3UycKnCzqQrpKw4+TQbnitoMrm/d7t+pDVF7pXC31y6T+5Rlyt3OeEjVIfG3jT4bhQhISE8IsfDjAbo+oHM5fTsugNv7CHR2gIontLewtk4ubi3PXnzyksezEMzBCO3ldXaXksY/1Jnte7s61S7ycuT1RqG5iEMMVvbd5CkalukcMS8KoAZiFUDksx+STVmdjvRxJPDBmt17qa1YSkjBWUqFiFdePNOhYdWAcFI/nhlIkVuVAV/2O2d1duxqKCzw9nNa4cSlb3MywMba2C9SwB+A8vDrxGDyewJ6ryw6DbF7KaN2lxa/hrX3ecmtlgv8vOD5bjhixCqSREnbj6L/ACFTsXKhq3/CYnFYPFw4vCYyyxlhB28VrZwLDFH2YseqKAByxJPA/kk19tApSlApSlApSlApSlApSlApSlApSlApSlApSlApSlApSlB439pa39jcWN9bQ3VpcxNDPBNGHjlRhwyMp+GUgkEH4INVz3W9H+gtU3xyWlL6bR13LL3nihg9zaOCXZisJZTGxLKAFcIqpwEHPNWSpQc4Na+kzeDTdiLy1sMZqKJYpJZlxF2XkiCAHjpKsbOzfPVYw5JUjjkjmINT6T1Vpf2/6m01msJ7nt7f8jYy2/l68duvdR247Lzx/HI/vXX6lByN29xOvrzKNlNv8Zqa4v8AH8drrBwTtLbeRWUcvCOU7KHH8jkdh/erAbO+k/WWs8p+pN1Lu9wthed7iWI3AfK3UjqHDv2DCPlnJbycycoVKDt2F8qUGv6q0dgNR6CvdEXlhDDhbqx9ksEEKKtugXhDEpUqjR8KyfXhSqkD4rnbuJspu5s9qefKYm1zU1lZeaS01DhBIOsCp95HMRL2/wBHIYOQPhwGdQWPTKlByH1JrfWmpbFLHUer9QZm0jlEyQX+SmuI1cAgOFdiA3DMOf54J/vWGspo4JmeW0hulMUiBJS4UFkKhx0ZT2UkMPnjlR2DLypvx/iO/wDJDDf9yQf+tc0/w4v+SGZ/7kn/APWtqCptzh9692vxF22B1NnbButrimgxzRY23UdYesIRVt4EHjVWK9VHTlv4JqX9r/RfqjKwxX2v85Dp2LyoWx9oq3VyyB2Dq0gbxxsVClWXyj7/ACAR1N7KUGmbTbYaN2vwcmL0ji/be46NeXUrmS4u3ReoaRz/AOT1UKgLMVVexrc6UoFKUoFKUoFKUoFKUoFKUoFKUoP/2Q==' />"
"Bader-Jewishspritualheroes-Vol2., Rabbi Simeon Ben Lakish.1","T<small>HE ACADEMY OF</small> R<small>ABBI</small> J<small>OCHANAN</small> was open for all those who sought learning. Men of two generations prided themselves on being disciples of Rabbi Jochanan. Among these there were some who saw and heard Rabbi Jehudah ha-Nasi, but themselves remained disciples while he grew in stature to become one of the most outstanding Amoraim. Among his disciples there were also some who themselves headed academies, but who came to the academy of Rabbi Jochanan in Tiberias as often as they could in order to be able to call themselves his disciples although their circumstances did not compel them to do so."
"Bader-Jewishspritualheroes-Vol2., Rabbi Simeon Ben Lakish.2","Rabbi Simeon ben Lakish was one of the most prominent of these colleagues and disciples of Rabbi Jochanan. In the Talmud he is more commonly referred to as Resh Lakish. <sup>*)</sup><i class=""footnote"">*) Resh Lakish is an abbreviation of Rabbi Simeon ben Lakish (<span dir=""rtl"">ר""ש</span>). The mark indicating the abbreviation was in time transformed into a Yud. We may also remark that his appelation Ben Lakish does not prove that Lakish was the name of his father, but might indicate that he was a native of a city called Lakish, possibly the biblical ""Lachish."" One of the last Tanaim was also called Rabbi Jehudah ben Lakish, and in this case also the appelation may indicate the city of origin rather than the name of the father.</i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Simeon Ben Lakish.3","Very little is known definitely of the youth of Resh Lakish and numerous terrifying legends surround his early years. It was said that he befriended robbers and that he was a robber himself. While going about the banks of the Jordan armed from head to foot, he saw a woman bathing and he entered the water. But the figure which he saw bathing was not a woman. Instead it was Rabbi Jochanan who remarked to him that such unusual strength as he seemed to possess should rightfully be devoted to the Torah. Resh Lakish replied: ""Such beauty as you possess, should belong to a woman."" Rabbi Jochanan is said to have told him: ""If you will turn to learning, I will give you my sister, who is more beautiful than I am, for a wife."" Resh Lakish then promised to give up his occupation and to turn to learning and he married the sister of Rabbi Jochanan. <sup>1)</sup><i class=""footnote""><span dir=""rtl"">1) בבא מציעא פּ""ד א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Simeon Ben Lakish.4","The legend is highly questionable and does not agree with other accounts of the youth of Resh Lakish. Thus it was accepted as a fact that in his youth he was a companion of Rabbi Jochanan in the academy of Rabbi Jehudah which would make any such error as the legend ascribes to him out of the question. Nor is there any mention anywhere as to who the teacher of Resh Lakish had been, for although he attended the academy of Rabbi Jehudah together with Rabbi Jochanan, they were both very young at that time and could not have been direct pupils of Rabbi Jehudah, although in later life they both declared that were it not for their contact with Rabbi Jehudah, they would not have attained their status as scholars. <sup>2)</sup><i class=""footnote""><span dir=""rtl"">2) ירושלמי ביצה פּרק ה׳ הלכה ב׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Simeon Ben Lakish.5","It appears that both, Resh Lakish and Rabbi Jochanan, attained prominence rapidly, but Resh Lakish continued to be considered a disciple of the latter despite the fact that his importance was great enough, so that problems were brought to him for decision in the absence of Rabbi Ephes who was a disciple and a member of the household of the Nasi. <sup>3)</sup><i class=""footnote""><span dir=""rtl"">3) ערובין ס""ה ב׳.</span></i> In scholarship, however, the two were considered to be of the same rank by the Nasi and by Rabbi Hoshaia Raba. <sup>4)</sup><i class=""footnote""><span dir=""rtl"">4) יבמות נ""ז א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Simeon Ben Lakish.6","In the academy of Rabbi Chanina bar Chama it was customary for Rabbi Chanina to begin a lecture and for Resh Lakish and Rabbi Jochanan to finish it. <sup>5)</sup><i class=""footnote""><span dir=""rtl"">5) ירושלמי סנהדרין פּרק א׳ הלכה ב׳.</span></i> Resh Lakish was also held in great esteem at the court of Rabbi Hoshaia Raba, <sup>6)</sup><i class=""footnote""><span dir=""rtl"">6) ירושלמי יבמות פּרק ט""ז הלכה ה׳.</span></i> and he called Rabbi Hoshaia ""the father of the Mishna."" <sup>7)</sup><i class=""footnote""><span dir=""rtl"">7) ירושלמי בבא קמא פּרק ד׳ הלכה ז׳.</span></i> Resh Lakish was also a friend of Rabbi Joshua ben Levi, whom he quoted on numerous occasions. All this would indicate that Resh Lakish and Rabbi Jochanan were friends since youth. They were both considered as equals and were referred to as ""the two great men of the world."" <sup>8)</sup><i class=""footnote""><span dir=""rtl"">8) ירושלמי ברכות פּרק ח׳ הלכה ז׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Simeon Ben Lakish.7","Some scholars considered Resh Lakish to be superior to Rabbi Jochanan in the use of clear logic. Ula, one of his pupils, declared: ""He who sees Rabbi Simeon ben Lakish expounding in the academy, will imagine that he sees a man uprooting mountains and crushing them one against another."" <sup>9)</sup><i class=""footnote""><span dir=""rtl"">9) סנהדרין כ""ד א׳.</span></i> Rabbi Jochanan likewise said: ""Whenever Resh Lakish is absent from the academy I feel as if I lacked my right hand."" <sup>10)</sup><i class=""footnote""><span dir=""rtl"">10) ירושלמי סנהדרין פּרק ב׳ הלכה א׳.</span></i> Resh Lakish was not an ordinary disciple who assents to all that is said. On the contrary, he frequently raised doubts concerning opinions that were expressed and Rabbi Jochanan complained that Resh Lakish would ask 24 (!) questions in every matter and that he had to search for replies to all these questions. <sup>11)</sup><i class=""footnote""><span dir=""rtl"">11) בבא מציעא פּ""ד א׳.</span></i> It is also remarkable that the questions of Resh Lakish were often of such penetrating keenness that Rabbi Jochanan was compelled to change his previous opinion, <sup>12)</sup><i class=""footnote""><span dir=""rtl"">12) ירושלמי יומא פּרק א׳ הלכה א׳.</span></i> and in at least one instance, when the question of ""Eruvin"" was being discussed, the opinion of Resh Lakish prevailed. <sup>13)</sup><i class=""footnote""><span dir=""rtl"">13) ירושלמי ערובין פּרק א׳ הלכה א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Simeon Ben Lakish.8","Resh Lakish based all of his opinions on the Mishna and he rarely employed arguments which were not substantiated by the Mishna. <sup>14)</sup><i class=""footnote""><span dir=""rtl"">14) ירושלמי גטין פּרק ג׳ הלכה ב׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Simeon Ben Lakish.9","Rabbi Simeon ben Lakish was known for his honesty in worldly matters, and any person with whom he had dealings was considered to be as honest as himself and to be trusted unquestioningly. <sup>15)</sup><i class=""footnote""><span dir=""rtl"">15) יומא ט׳ ב׳.</span></i> In his loyalty to his friends he was ready for self-sacrifice and it was told that when Rabbi Isi was captured by bandits, Resh Lakish hastened to save him, saying that he must do so even if his own life were endangered. <sup>16)</sup><i class=""footnote""><span dir=""rtl"">16) ירושלמי תרומות סוף פּרק ח׳.</span></i> His diligence was incomparable and he was said to study every subject forty times. <sup>17)</sup><i class=""footnote""><span dir=""rtl"">17) תענית ה׳ א׳.</span></i> He boasted himself that even Rabbi Chiya bar Aba was not more diligent than he was. <sup>18)</sup><i class=""footnote""><span dir=""rtl"">18) ירושלמי כתובות פּרק י""ב הלכה ג׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Simeon Ben Lakish.10","But despite all these qualities he never attained the headship of an academy and he always remained a disciple of Rabbi Jochanan. When differences of opinion occurred the matter was always decided according to Rabbi Jochanan with the exception of three cases concerning ""Halitza"" which the Babylonian scholars decided according to Resh Lakish, but this was due to the fact that there was no dissenting opinion from Rabbi Jochanan. <sup>19)</sup><i class=""footnote""><span dir=""rtl"">19) יבמות ל""ז א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Simeon Ben Lakish.11","Resh Lakish was not a reserved man, and when it seemed to him that not enough attention was paid to his words, he would shout in a loud voice. <sup>20)</sup><i class=""footnote""><span dir=""rtl"">20) קדושין מ""ד א׳.</span></i> He also did not restrain himself from passing judgment when he saw wrong and he did not spare his colleagues, nor even the Nasi, in this respect. <sup>21)</sup><i class=""footnote""><span dir=""rtl"">21) כתובות ט׳ ב׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Simeon Ben Lakish.12","Sometimes it happened that Rabbi Jochanan expressed an opinion in a matter of law and Rabbi Janai Raba praised him for it; Resh Lakish then ironically remarked that Rabbi Jochanan's words were incorrect. <sup>22)</sup><i class=""footnote""><span dir=""rtl"">22) ירושלמי סוטה פּרק ב׳ הלכה ו׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Simeon Ben Lakish.13","Much time and energy was devoted by the scholars in gathering the ""Baraithoth"" (the tannait traditions not incorporated in the Mishna), and it was even attempted to lend to these the authority of law. Resh Lakish opposed this tendency and refused to recognize the authorship of those ""Baraithoth."" He therefore ruled that every Mishna which had not been studied by a group of scholars should not be depended upon. <sup>23)</sup><i class=""footnote""><span dir=""rtl"">23) ירושלמי ערובין פּרק א׳ הלכה ז׳.</span></i> In this respect he would not even listen to Rabbi Jochanan and he refused to accept any new ""Baraitha,"" saying that it was not needed and that Rabbi Jehudah had left a complete Mishna. <sup>24)</sup><i class=""footnote""><span dir=""rtl"">24) ירושלמי כלאים פּרק א׳ הלכה ו׳, בבא קמא פּרק ה׳ הלכה ח׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Simeon Ben Lakish.14","Because of these habits, Resh Lakish was disliked by his contemporaries who looked upon him as a trouble maker. <sup>25)</sup><i class=""footnote""><span dir=""rtl"">25) סנהדרין כ""ז א׳.</span></i> Thus he was the first to declare that the events related in the book of Job were imaginary, that there never was a man named Job nor ever will be, and that the whole book was but intended to teach people moral principles. <sup>26)</sup><i class=""footnote""><span dir=""rtl"">26) ירושלמי סוטה פּרק ה׳ הלכה ו׳, בראשית רבה פּרשה נ""ו פּיסקא ג׳.</span></i> <sup>*)</sup><i class=""footnote"">*) The above mentioned passage from the Talmud Jerushalmi attempts to explain a contradiction for Resh Lakish is first quoted as saying that Job lived during the days of Abraham and later he declared that there was no Job. The Talmud explains this contradiction by saying that Resh Lakish did believe in the existence of Job, but he did not believe that Job, who was a just man, would have sinned because of his suffering.</i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Simeon Ben Lakish.15","Another time he declared that the Jews borrowed the names of the angels from the Babylonians because until the time of the Prophets who lived in Babylonia the Bible spoke of angels without mentioning names. <sup>27)</sup><i class=""footnote""><span dir=""rtl"">27) ירושלמי ראש השנה פּרק א׳ הלכה ב׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Simeon Ben Lakish.16","The reason why Resh Lakish never came to head an academy either in Tiberias or in any other city despite the fact that he was considered worthy for such a post is explained by the fact of his past, when he interrupted his scholarly career and followed ways not befitting a scholar. Like Rabbi Jochanan who left the academy for a short time to engage in commerce Resh Lakish also abandoned his studies for a time but not to engage in commerce. Instead he became a gladiator. <sup>28)</sup><i class=""footnote""><span dir=""rtl"">28) שבת קי""ט ב׳, גטין מ""ז א׳.</span></i> <sup>*)</sup><i class=""footnote"">*) The Talmud says that ""he sold himself to the Luddites"" and some commentators said that the ""Luddites"" were a people of cannibals. Actually it implied a group of people who trained man-eating animals.</i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Simeon Ben Lakish.17","Another time Resh Lakish hired out as a garden watchman. Because of his unusual strength and his ability to deal with animals, he was trusted to be able to drive away any marauders. But it is further told that thieves once came to that garden and took as much fruit as they could carry and Resh Lakish did not seize them and bring them to court; instead he argued with them and threatened them with excommunication. <sup>29)</sup><i class=""footnote""><span dir=""rtl"">29) מועד קטן מ""ז א׳, ירושלמי מועד קטן פּרק ג׳ הלכה א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Simeon Ben Lakish.18","Once Rabbi Jochanan was robbed of all his possessions and when Resh Lakish came to the academy and asked him something, he did not reply. Resh Lakish inquired for the cause of his silence and the latter replied: ""My heart is with the wealth that the robbers have taken away from me."" Resh Lakish then pursued the robbers and retrieved the stolen wealth."
"Bader-Jewishspritualheroes-Vol2., Rabbi Simeon Ben Lakish.19","Because of these stories there were rumors that Resh Lakish associated with robbers. The truth of the matter was that because of his poverty, for he had no income from his scholastic endeavors, he sometimes hired out as a gladiator and at other times as a watchman, but he is not known to have done any harm and even the robbers against whom he was supposed to protect he merely threatened with excommunication and not with that punishment which they deserved. Rabbi Jochanan brought Resh Lakish back to the Torah, as we have previously related, but even after he abandoned his earlier calling, the people continued to remember it. When Rabbi Jochanan was called upon to answer a question pertaining to knives and how they are contaminated, Resh Lakish found the correct answer and Rabbi Jochanan remarked: ""A robber understands in matters of his trade."" He said this although Resh Lakish was then already his brother-in-law and was held to be his equal in learning."
"Bader-Jewishspritualheroes-Vol2., Rabbi Simeon Ben Lakish.20","Like Rabbi Jochanan Resh Lakish also disliked the Babylonians who prided themselves on the fact that, when the Jews returned from Babylonia to Palestine, only the poorer families left while the more aristocratic remained behind. To this Resh Lakish remarked: ""If someone told me that there are genealogies of the families in Babylonia I would go and bring them, but even if all the scholars gathered for this purpose they could not bring them thence."" <sup>30)</sup><i class=""footnote""><span dir=""rtl"">30) ירושלמי סנהדרין פּרק י׳ הלכה א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Simeon Ben Lakish.21","On another occasion he chided the Babylonian Jews for remaining in an unclean land and not returning to Palestine with Ezra. Speaking with Raba bar Bar Chana he said: ""God is displeased with you, people of Babylonia, that you did not come to Palestine in great masses at the time of Ezra."" <sup>31)</sup><i class=""footnote""><span dir=""rtl"">31) יומא ט׳ ב׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Simeon Ben Lakish.22","Nevertheless he sometimes also praised the Babylonians and said: ""When the Torah was forgotten among Jews, Ezra came out of Babylonia and re-established it anew; later Hillel the Babylonian came and revived it and when it was forgotten for the third time there came Rabbi Chiya and his sons and they re-established it."" <sup>32)</sup><i class=""footnote""><span dir=""rtl"">32) סוכה כ׳ א׳.</span></i>"
