Index Title,Shevuot
Shevuot 32b:1,"Sie streiten über die Zeugen über eine Ehebruchsverdächtigte, wenn sie die Abschließung bekunden sollten; einer ist der Ansicht, was Geld verursacht<sup>89</sup><i class=""footnote"">Wenn die Frau sieht, daß auch die Abschließung durch Zeugen bekundet wird, so gesteht sie wahrscheinlich selber ihren Ehebruch ein, aus Furcht vor dem Fluchwasser. Dieses Zeugnis verursacht also eine Geldzahlung.</i>, gleiche dem Gelde, somit sind sie schuldig, und einer ist der Ansicht, was Geld verursacht, gleiche nicht dem Gelde, somit sind sie frei."
Shevuot 32b:2,"Alle stimmen überein [bei einem Zeugen] in dem Falle, wenn der Gegner eidesverdächtig<sup>90</sup><i class=""footnote"">Durch die Aussage eines einzelnen Zeugen wird dem Beklagten ein Eid zu geschoben, u. da dieser eidesverdächtig ist, so schwört der Kläger; in einem solchen Falle stimmen alle überein, daß der Zeuge wegen des Verschweigens schuldig sei.</i> ist, und alle stimmen überein bei einem Zeugen im Falle R. Abbas. –"
Shevuot 32b:3,"«Alle stimmen überein bei [einem Zeugen] in dem Falle, wenn der Gegner eidesverdächtig ist.» Wer, wenn der Beklagte, so kann ja [der Zeuge], wenn der Kläger zu ihm sagt: wenn du für mich Zeugnis abgelegt hättest, so würde ich geschworen und gewonnen haben, ihm erwidern: wer sagt, daß du geschworen haben würdest!? –"
Shevuot 32b:4,"Vielmehr, wenn beide eidesverdächtig sind und der Meister sagte, daß in einem solchen Falle der Eid dem zugeschoben werde, der ihn zu leisten hätte, und da er nicht schwören kann, er bezahlen müsse."
Shevuot 32b:5,"«Alle stimmen überein bei einem Zeugen im Falle des R. Abba.» Einst entriß jemand seinem Nächsten einen Barren. Hierauf kam die Sache vor R. Ami, vor dem R. Abba saß, und jener brachte einen Zeugen, daß er ihn ihm entrissen habe. Der andere erwiderte: Freilich habe ich ihn ihm entrissen, er gehörte aber mir."
Shevuot 32b:6,"Da sprach R. Ami: Wie sollen nun die Richter in dieser Sache urteilen: sollte er bezahlen, so sind ja keine zwei Zeugen<sup>91</sup><i class=""footnote"">Er könnte also die Sache abstreiten, und da er dies nicht getan hat, so ist seiner Behauptung Glauben zu schenken.</i>vorhanden; sollte man ihn freisprechen, so ist ja ein Zeuge vorhanden, daß er ihn ihm entrissen<sup>92</sup><i class=""footnote"">Auf dessen Aussage hin er schwören müßte, somit ist sein Geständnis kein freiwilliges.</i>hat; sollte er schwören, so gleicht er ja, da er zugibt, ihn ihm entrissen zu haben, jedoch seinen eigenen, einem Räuber<sup>93</sup><i class=""footnote"">Der nicht eidesfähig ist, also nicht schwören kann. Wenn ein einzelner Zeuge vorhanden ist, so hat der Beklagte durch den ihm auferlegten Eid den Zeugen zu widerlegen; in diesem Falle war dies nicht möglich, da er die Aussage des Zeugen nicht bestritt.</i>. R. Abba erwiderte ihm: Er ist also einen Eid schuldig und kann ihn nicht leisten, und wer einen Eid schuldig ist und ihn nicht leisten kann, muß bezahlen."
Shevuot 32b:7,"R. Papa sagte: Alle stimmen überein bei einem Zeugen, der den Tod<sup>94</sup><i class=""footnote"">Eines Menschen, daß also die Frau Witwe ist; hier handelt es sich um den Zeugen in der Zivilklage, wenn die Frau die Erben auf Auszahlung der Morgengabe verklagt, u. der Zeuge sein Zeugnis verschweigt.</i> bekunden soll, daß er schuldig sei, und alle stimmen überein bei einem Zeugen, der den Tod bekunden soll, daß er frei sei."
Shevuot 32b:8,"Alle stimmen überein bei einem Zeugen, der den Tod bekunden soll, daß er frei sei, wenn er es ihr gesagt, nicht aber vor Gericht bekundet hat, denn wir haben gelernt, wenn eine Frau sagt, ihr Mann sei gestorben, dürfe sie heiraten, und an ihr die Schwagerehe<sup>95</sup><i class=""footnote"">Cf. Dt. 25,5ff.</i>vollzogen<sup>96</sup><i class=""footnote"">Und da ihre eigene Aussage genügt, so hat sie keinen Schaden erlitten.</i>werden."
Shevuot 32b:9,"Alle stimmen überein bei einem Zeugen, der den Tod bekunden soll, daß er schuldig sei, wenn er es weder ihr gesagt noch vor Gericht bekundet hat."
Shevuot 32b:10,"Hieraus wäre also zu entnehmen, daß, wenn jemand Zeugen in Grundstücksachen<sup>97</sup><i class=""footnote"">Vgl. hierüber weiter Fol. 37b; die Frau kann ihre Morgengabe nur durch Immobilien od. durch in ihrer Hand befindliche Mobilien decken.</i>schwören läßt, sie schuldig seien? – Vielleicht spricht er von dem Falle, wenn sie Mobilien in der Hand hat."
Shevuot 32b:11,"H<small>AT EINER GELEUGNET UND DER ANDERE EINGESTANDEN</small> &amp;<small>C</small>. Wenn sogar, falls beide leugnen, jedoch nacheinander, der erste schuldig und der zweite frei ist, um wieviel mehr, wenn einer leugnet und der andere eingesteht!? –"
Shevuot 32b:12,"Hier handelt es sich um den Fall, wenn beide geleugnet haben, und darauf, innerhalb einer Zeit, während welcher man einen Satz aussprechen kann, der eine eingestanden hat, und er lehrt uns damit, daß die Zeit, während welcher man einen Satz aussprechen kann, zum Sprechen gehöre<sup>98</sup><i class=""footnote"">Dh. nicht als Unterbrechung gilt; er kann also seine Aussage noch widerrufen.</i>. –"
Shevuot 32b:13,"Einleuchtend ist dies nach R. Ḥisda, der jene Lehre<sup>99</sup><i class=""footnote"">Wenn beide gleichzeitig leugnen; cf. supra Fol. 32a.</i> R. Jose dem Galiläer addiziert, demnach lehrt die erste Lehre, daß es genau gleichzeitig erfolgen könne, und die zweite, daß die Zeit, innerhalb welcher man einen Satz aussprechen kann, zum Sprechen gehöre; wozu aber braucht nach R. Joḥanan, nach dem sowohl die erste, als auch die zweite von einer Unterbrechung handelt, während welcher man einen Satz aussprechen kann, dies zweimal gelehrt zu werden!? –"
Shevuot 32b:14,"Man könnte glauben, dies gelte nur von Leugnen und<sup>100</sup><i class=""footnote"">Wenn von beiden Zeugen jeder es leugnet.</i>Leugnen, nicht aber von Leugnen und Geständnis<sup>101</sup><i class=""footnote"">Des einen Zeugen.</i>, so lehrt er uns."
Shevuot 32b:15,"W<small>ENN ES ZWEI</small> Z<small>EUGENPARTIEN SIND UND ZUERST DIE EINE UND NACHHER DIE ANDERE LEUGNETE</small>. Erklärlich ist es, daß die andere schuldig ist, denn die erste hat<sup>102</sup><i class=""footnote"">Sie waren also die einzigen Zeugen, von welchen die Verurteilung zur Zahlung abhing.</i>ja bereits geleugnet, weshalb aber ist die erste schuldig,"
Shevuot 33a:1,die andere ist ja noch vorhanden!?
Shevuot 33a:2,"Rabina erwiderte: Hier handelt es sich um den Fall, wenn beim Leugnen der ersten die andere durch ihre Frauen anverwandt<sup>103</sup><i class=""footnote"">Also als Zeugen unzulässig.</i>war, und diese im Sterben lagen; man könnte berücksichtigen, die meisten Sterbenden verfallen ja dem Tode, so lehrt er uns, [daß man sage:] immerhin waren sie dann nicht tot."
Shevuot 33a:3,"<b>W</b><small>ENN ER ZU IHNEN GESAGT HAT</small>:] <small>ICH BESCHWÖRE EUCH, ZU KOMMEN UND ZU BEKUNDEN, DASS ICH BEI JENEM EIN</small> D<small>EPOSITUM</small>, H<small>INTERLEGTES</small>, G<small>ERAUBTES UND</small> V<small>ERLORENES HABE</small>, [<small>UND SIE IHM ERWIDERT HABEN</small>:] <small>EIN</small> S<small>CHWUR, DASS WIR FÜR DICH NICHTS ZU BEKUNDEN WISSEN, SO SIND SIE NUR EINMAL SCHULDIG; 
</small>"
Shevuot 33a:4,"WENN ABER: EIN S<small>CHWUR, DASS WIR NICHT ZU BEKUNDEN WISSEN, DASS DU BEI JENEM EIN</small> D<small>EPOSITUM</small>, H<small>INTERLEGTES</small>, G<small>ERAUBTES UND</small> V<small>ERLORENES HAST, SO SIND SIE WEGEN EINES JEDEN BESONDERS SCHULDIG</small>."
Shevuot 33a:5,"<sup>v</sup> [W<small>ENN ER ZU IHNEN GESAGT HAT</small>:] <small>ICH BESCHWÖRE EUCH, ZU KOMMEN UND ZU BEKUNDEN, DASS ICH BEI JENEM</small> W<small>EIZEN</small>, G<small>ERSTE UND</small> D<small>INKEL IN</small> V<small>ERWAHRUNG HABE</small>, [<small>UND SIE IHM ERWIDERT HABEN</small>:] <small>EIN</small> S<small>CHWUR, DASS WIR FÜR DICH NICHTS ZU BEKUNDEN WISSEN, SO SIND SIE NUR EINMAL SCHULDIG; 
</small>"
Shevuot 33a:6,"WENN ABER: EIN S<small>CHWUR, DASS WIR FÜR DICH NICHT ZU BEKUNDEN WISSEN, DASS DU BEI JENEM</small> W<small>EIZEN</small>, G<small>ERSTE</small> UND D<small>INKEL HAST, SO SIND SIE WEGEN EINES JEDEN BESONDERS</small><sup>104</sup><i class=""footnote"">Obgleich es sich um eine Art der Forderung, um ein Depositum, handelt.</i><small>SCHULDIG</small>."
Shevuot 33a:7,"[S<small>AGTE JEMAND</small>:] <small>ICH BESCHWÖRE EUCH, ZU KOMMEN UND ZU BEKUNDEN, DASS ICH VON JENEM</small> S<small>CHADENERSATZ, HALBEN<sup>105</sup><i class=""footnote"">Cf. Ex. 21,35,36.</i></small>S<small>CHADENERSATZ</small>, D<small>OPPELTES</small><sup>106</sup><i class=""footnote"">Cf. ib. 22,3.</i><small>ODER</small> V<small>IER- UND</small> F<small>ÜNFFACHES<sup>107</sup><i class=""footnote"">Cf. ib. 21,37.</i>ZU ERHALTEN HABE, DASS JENER MEINE</small> T<small>OCHTER GENOTZÜCHTIGT</small><sup>108</sup><i class=""footnote"">Weswegen er eine Geldbuße zu zahlen hat; cf. Ex. 22,15,16 u. Dt. 22,28,29. Auch die vorher genannten Zahlung en sind Bußzahlungen, die der Beklagte bei einem Geständnisse ohne Zeugen nicht zu zahlen braucht; über den Fall, wenn Zeugen nachher auf treten, besteht weiter eine Meinungsverschiedenheit; cf. Bq. Fol. 75a.</i><small>HAT, DASS ER MEINE</small> T<small>OCHTER VERFÜHRT</small><sup>108</sup><i class=""footnote"">Weswegen er eine Geldbuße zu zahlen hat; cf. Ex. 22,15,16 u. Dt. 22,28,29. Auch die vorher genannten Zahlung en sind Bußzahlungen, die der Beklagte bei einem Geständnisse ohne Zeugen nicht zu zahlen braucht; über den Fall, wenn Zeugen nachher auf treten, besteht weiter eine Meinungsverschiedenheit; cf. Bq. Fol. 75a.</i><small>HAT, DASS MEIN</small> S<small>OHN MICH GESCHLAGEN<sup>109</sup><i class=""footnote"">Ohne Verwundung, u. da er dieserhalb nicht zum Tode verurteilt wird (cf. Syn. Fol. 85b), so hat er eine Geldentschädigung zu zahlen.</i>HAT, DASS JENER AM</small> V<small>ERSÖHNUNGSTAGE MICH GESCHLAGEN ODER MEINE</small> T<small>ENNE IN</small> B<small>RAND GESTECKT<sup>110</sup><i class=""footnote"">Auf diese den Versöhnungstag entweihende Handlungen ist auch eine himmlische Strafe (die Ausrottung) gesetzt, dennoch befreit diese nicht von der Zahlung.</i>HAT, SO SIND SIE SCHULDIG</small>. <sup>vi</sup>"
Shevuot 33a:8,"GEMARA. Sie fragten: Wie ist es, wenn jemand Zeugen einer Geldbuße<sup>111</sup><i class=""footnote"">Der Beklagte könnte vorher ein Geständnis ablegen u. überhaupt frei sein.</i>beschwört?"
Shevuot 33a:9,"Nach R. Elea͑zar b. R. Šimo͑n, welcher sagt, die Zeugen können kommen<sup>112</sup><i class=""footnote"">Dh. wenn nachträglich Zeugen auftreten, so wird der Beklagte trotz seinem Geständnisse verurteilt; demnach sind die Zeugen schuldig.</i>und bekunden, ist dies nicht fraglich,"
Shevuot 33a:10,"fraglich ist dies nur nach den Rabbanan, welche sagen, wer eine Handlung, auf die eine Geldbuße gesetzt ist, eingesteht und darauf Zeugen kommen, sei frei. –"
Shevuot 33a:11,"Welcher Ansicht sind die Rabbanan dieser<sup>113</sup><i class=""footnote"">Wenn Zeugen nach dem Geständnis auftreten.</i>Lehre: wollte man sagen, der des R. Elea͑zar b. R. Šimo͑n bei jener<sup>114</sup><i class=""footnote"">Beim Beschwören eines einzelnen Zeugen, cf. Fol. 32a.</i>Lehre, so sagt er ja, was Geld verursacht, gleiche dem Gelde<sup>115</sup><i class=""footnote"">Somit sollte doch bezüglich des Bußgeldes keine Frage bestehen, da solches nicht weniger ist als das, was eine Geldzahlung nur verursacht.</i>. –"
Shevuot 33a:12,"Vielmehr, der der Rabbanan jener Lehre, welche sagen, was Geld verursacht, gleiche nicht dem Gelde. – Wie ist es nun; wollte er eingestehen, so würde er ja frei sein, somit betrifft das Leugnen keine Geldsache, oder aber: er hat ja nicht eingestanden? –"
Shevuot 33a:13,"Komm und höre: [Sagte jemand:] ich beschwöre euch, zu kommen und zu bekunden, daß ich von jenem Schadenersatz, halben Schadenersatz zu erhalten habe. Der halbe Schadenersatz ist ja eine Geldbuße<sup>116</sup><i class=""footnote"">Als Bußgeld gilt jede Zahlung, die dem Schaden nicht entspricht.</i>. – Nach demjenigen, welcher sagt, er sei eine Geldentschädigung. –"
Shevuot 33a:14,"Allerdings nach demjenigen, welcher sagt, der halbe Schadenersatz sei eine Geldentschädigung, wie ist es aber zu erklären nach demjenigen, welcher sagt, er sei eine Geldbuße!? – Hier handelt es sich um den halben Schadenersatz für Geröllschaden<sup>117</sup><i class=""footnote"">Wenn ein Tier indirekt einen Schaden anrichtet, zBs. durch Aufwirbeln von Geröll beim Laufen.</i>, von dem eine überlieferte Lehre vorhanden ist, daß er eine Geldentschädigung sei. –"
Shevuot 33a:15,"Komm und höre: Doppeltes<sup>118</sup><i class=""footnote"">Beginn des bezügl. Satzes in unserer Mišna.</i>. – Wegen des darin enthaltenen Grundbetrages. –"
Shevuot 33a:16,"Vier- und Fünffaches<sup>118</sup><i class=""footnote"">Beginn des bezügl. Satzes in unserer Mišna.</i>. – Wegen des darin enthaltenen Grundbetrages. –"
Shevuot 33a:17,"Daß jener meine Tochter genotzüchtigt hat, daß jener meine Tochter verführt hat. – Wegen [der Entschädigung für] Beschämung und Wertminderung<sup>119</sup><i class=""footnote"">Neben der in der Schrift genannten Geldbuße von 50 Šeqel hat er noch diese Zahlungen zu leisten, da eine Deflorierte weniger wert ist als eine Jungfrau.</i>. –"
Shevuot 33a:18,"Was lehrt er uns demnach, diese sind ja lauter Geldzahlungen!? – Im Anfangsatze lehrt er uns etwas und im Schlußsatz lehrt er uns etwas; im Anfangsatze lehrt er uns etwas, daß nämlich der halbe Schadenersatz für Geröllschaden eine Geldentschädigung sei, und im Schlußsatze lehrt er uns etwas, den Fall: daß jener am Versöhnungstage meine Tenne in Brand gesteckt hat. –"
Shevuot 33a:19,"Was schließt dies aus? – Dies schließt die Ansicht des R. Neḥunja b. Haqana aus, denn es wird gelehrt, R. Neḥunja b. Haqana vergleiche den Versöhnungstag hinsichtlich der Entschädigung mit dem Šabbath, wie am Šabbath<sup>120</sup><i class=""footnote"">Am Š. ist man wegen eines solchen Falles von der Geldzahlung frei.</i> &amp;c. –"
Shevuot 33a:20,"Komm und höre: [Sagte jemand:] ich beschwöre euch, zu kommen und für mich zu bekunden,"
Shevuot 33b:1,"daß jener über meine Tochter ein übles Gerücht<sup>121</sup><i class=""footnote"">Cf. Dt. 22,13.</i>ausgebracht hat, so sind sie schuldig; hat jener es von selbst eingestanden, so sind sie frei. –"
Shevuot 33b:2,"Hier ist die Ansicht des R. Elea͑zar b. R. Šimo͑n vertreten, welcher sagt, Zeugen können kommen<sup>112</sup><i class=""footnote"">Dh. wenn nachträglich Zeugen auftreten, so wird der Beklagte trotz seinem Geständnisse verurteilt; demnach sind die Zeugen schuldig.</i>und bekunden. –"
Shevuot 33b:3,"Wie ist demnach der Schlußsatz zu erklären: hat jener es von selbst eingestanden, so ist er frei. Dies vertritt ja die Ansicht der Rabbanan!? –"
Shevuot 33b:4,"Das Ganze vertritt die Ansicht des R. Elea͑zar b. R. Šimo͑n, denn er meint es wie folgt: daß jener bei einem Geständnisse frei ist, kann nur dann vorkommen, wenn gar keine Zeugen vorhanden sind und er es von selbst eingestanden hat."
Shevuot 33b:5,"<b>S</b><small>AGTE JEMAND</small>:] <small>ICH BESCHWÖRE EUCH, ZU KOMMEN UND ZU BEKUNDEN, DASS ICH EIN</small> P<small>RIESTER BIN, DASS ICH EIN</small> L<small>EVITE BIN, DASS ICH NICHT DER</small> S<small>OHN EINER</small> G<small>ESCHIEDENEN BIN, DASS ICH NICHT DER</small> S<small>OHN EINER ḤALUÇA BIN, DASS JENER</small><sup>122</sup><i class=""footnote"">Der ihn zu dieser Aufforderung bevollmächtigt hat.</i><small>EIN</small> P<small>RIESTER IST, DASS JENER EIN</small> L<small>EVITE IST, DASS ER NICHT DER</small> S<small>OHN EINER</small> G<small>ESCHIEDENEN IST, DASS ER NICHT DER</small> S<small>OHN EINER ḤALUÇA IST, 
</small>"
Shevuot 33b:6,"DASS JENER DIE T<small>OCHTER VON DIESEM GENOTZÜCHTIGT HAT, DASS JENER DIE</small> T<small>OCHTER VON DIESEM VERFÜHRT HAT, DASS MEIN</small> S<small>OHN MICH VERWUNDET HAT, DASS MEIN</small> N<small>ÄCHSTER AM ŠABBATH MICH VERWUNDET ODER MEINE</small> T<small>ENNE IN</small> B<small>RAND GESTECKT HAT, SO SIND SIE FREI</small>. <sup>vii</sup>"
Shevuot 33b:7,"GEMARA. Also nur in dem Falle, wenn [er sagt, daß] jener ein Priester ist, daß jener ein Levite<sup>123</sup><i class=""footnote"">Also wenn es sich nicht um eine Geldsache handelt.</i>ist, wenn aber: daß dieser bei jenem eine Mine hat, so sind sie schuldig, dagegen lehrt er im Schlußsatze: nur wenn [die Zeugen die Aufforderung] vom Kläger selber gehört<sup>124</sup><i class=""footnote"">Sind sie schuldig.</i>haben!?"
Shevuot 33b:8,"Šemuél erwiderte: Wenn er mit einer Vollmacht kommt. – Die Nehardee͑nser sagten ja aber, daß man über bewegliche Sachen keine Vollmacht schreibe!? – Dies nur, wenn [der Beklagte] leugnet, wenn er aber nicht leugnet, schreibe man wohl."
Shevuot 33b:9,"Die Rabbanan lehrten: Woher, daß die Schrift<sup>125</sup><i class=""footnote"">Im in Rede stehenden Gesetze, Lev. 5,1.</i>nur von einer Geldforderung spricht? R. Elie͑zer erklärte: Hier<sup>125</sup><i class=""footnote"">Im in Rede stehenden Gesetze, Lev. 5,1.</i>heißt es wiederholt <i>oder</i> und dort<sup>126</sup><i class=""footnote"">Beim Depositeneide, Lev. 5,21.</i>heißt es wiederholt <i>oder</i>, wie nun dort nur von einer Geldforderung gesprochen wird, ebenso wird auch hier nur von einer Geldforderung gesprochen."
Shevuot 33b:10,"Wenn man aber vom wiederholt gebrauchten <i>oder</i> beim Totschläger<sup>127</sup><i class=""footnote"">Gf. Num. 35,21.</i> [das Entgegengesetzte] beweisen will: bei diesem heißt es wiederholt <i>oder</i>, und es handelt sich nicht um eine Geldforderung,"
Shevuot 33b:11,"[so ist zu erwidern:] man folgere hinsichtlich des wiederholt gebrauchten <i>oder</i> bei einem Schwure vom wiederholt gebrauchten <i>oder</i> bei einem Schwure, nicht aber folgere man vom wiederholt gebrauchten <i>oder</i> beim Mörder, bei dem es keinen Schwur gibt. Will man ferner vom wiederholt gebrauchten"
Shevuot 33b:12,"<i>oder</i> bei der Ehebruchsverdächtigten<sup>128</sup><i class=""footnote"">Cf. Num. 5,14.</i> [das Entgegengesetzte] beweisen: bei dieser heißt es wiederholt <i>oder</i> bei einem Schwure<sup>129</sup><i class=""footnote"">Der Priester beschwört die Verdächtigte; cf. ib. V. 21.</i>und handelt sich nicht um eine Geldforderung, [so ist zu erwidern:] man folgere hinsichtlich des wiederholt gebrauchten"
Shevuot 33b:13,"<i>oder</i> bei einem Schwure, wobei kein Priester beteiligt ist, vom wiederholt gebrauchten <i>oder</i> bei einem Schwure, wobei kein Priester beteiligt ist, nicht aber folgere man vom wiederholt gebrauchten <i>oder</i> beim Totschläger, bei dem es keinen Schwur gibt, und auch nicht vom wiederholt gebrauchten <i>oder</i> bei der Ehebruchsverdächtigten, obgleich es bei dieser einen Schwur gibt, denn bei dieser ist ein Priester beteiligt."
