Index Title,Ibn Ezra on Genesis
Ibn Ezra on Genesis 25:25:3,"<b>ויקראו שמו.</b> רואיו<i data-commentator=""Yahel Ohr"" data-order=""לד""></i>, ויתכן שפירושו מעשה בפני עצמו<i data-commentator=""Yahel Ohr"" data-order=""לה""></i><i data-commentator=""Karnei Ohr"" data-order=""יב""></i>, ופליאה גדולה היתה זאת הלידה<i data-commentator=""Yahel Ohr"" data-order=""לו""></i> בעבור שכל בן אדם יוצא בשליא שהיא מכסה עליו, והנה שתי השליות נפתחו רנע אחד<i data-commentator=""Yahel Ohr"" data-order=""לז""></i><i data-commentator=""Karnei Ohr"" data-order=""יג""></i>:"
Ibn Ezra on Genesis 25:26:1,"<b>ויקרא שמו.</b> הקורא או יצחק אביו<i data-commentator=""Yahel Ohr"" data-order=""לח""></i><i data-commentator=""Karnei Ohr"" data-order=""יד""></i>:"
Ibn Ezra on Genesis 25:27:1,"<b>יודע ציד,</b> לעולם מלא מרמות<i data-commentator=""Yahel Ohr"" data-order=""לט""></i> כי רוב החיות בדרך מרמה יתפשו<i data-commentator=""Yahel Ohr"" data-order=""מ""></i>, ויעקב הפך עשו כי הוא איש תם<i data-commentator=""Yahel Ohr"" data-order=""מא""></i> גם עשו איש שדה<i data-commentator=""Yahel Ohr"" data-order=""מב""></i><i data-commentator=""Karnei Ohr"" data-order=""טו""></i>, ויעקב יושב אהלים<i data-commentator=""Yahel Ohr"" data-order=""מג""></i><i data-commentator=""Karnei Ohr"" data-order=""טז""></i>, ויתכן להיות פירושו כמו ""יושב אהל ומקנה"" (למעלה ד' כ)<i data-commentator=""Yahel Ohr"" data-order=""מד""></i><i data-commentator=""Karnei Ohr"" data-order=""יז""></i>:"
Ibn Ezra on Genesis 25:28:1,"<b>כי ציד בפיו.</b> מביא ציד בפיו<i data-commentator=""Yahel Ohr"" data-order=""מה""></i><i data-commentator=""Karnei Ohr"" data-order=""יח""></i>:"
Ibn Ezra on Genesis 25:29:1,"<b>והוא עיף.</b> כטעם ""בארץ עיפה"" (ישעי, לב ב)<i data-commentator=""Yahel Ohr"" data-order=""מו""></i> רעב וצמא<i data-commentator=""Yahel Ohr"" data-order=""מז""></i><i data-commentator=""Karnei Ohr"" data-order=""יט""></i>:"
Ibn Ezra on Genesis 25:30:1,"<b>הלעיטני.</b> אין לו חבר<i data-commentator=""Yahel Ohr"" data-order=""מח""></i> והטעם האכילני<i data-commentator=""Yahel Ohr"" data-order=""מט""></i><i data-commentator=""Karnei Ohr"" data-order=""כ""></i>"
Ibn Ezra on Genesis 25:30:2,"וטעם נזיר תבשיל<i data-commentator=""Yahel Ohr"" data-order=""נ""></i><i data-commentator=""Karnei Ohr"" data-order=""כא""></i> רק ויזד מהשניים הנחים<i data-commentator=""Yahel Ohr"" data-order=""נא""></i> והם שני שרשים<i data-commentator=""Yahel Ohr"" data-order=""נב""></i> והפירוש אחר, וכן ""לא ידון רוחי"" (למעלה ו ג) עם ""נדנה"" (דה""א כא כז)<i data-commentator=""Yahel Ohr"" data-order=""נג""></i>:"
Ibn Ezra on Genesis 25:31:1,"<b>מכרה.</b> בחירק<i data-commentator=""Yahel Ohr"" data-order=""נד""></i> כמו ""שלחה הנער"" (למטה מג ח)<i data-commentator=""Yahel Ohr"" data-order=""נה""></i>, ""שכבה עמי"" (למטה לט ז)<i data-commentator=""Yahel Ohr"" data-order=""נו""></i>, והבכורה שיקח פי שנים בממון אביו<i data-commentator=""Yahel Ohr"" data-order=""נז""></i> וי""א שיש לבכור לעולם מעלה על הצעיר לקום מפניו ולשרתו כבן לאב<i data-commentator=""Yahel Ohr"" data-order=""נח""></i><i data-commentator=""Karnei Ohr"" data-order=""כב""></i>:"
Ibn Ezra on Genesis 25:32:1,"<b>וטעם הנה אנכי הולך למות.</b> שבכל יום ויום הוא ממתכן בעצמו כאשר יצא לצוד שמא יהרגוהו החיות<i data-commentator=""Yahel Ohr"" data-order=""נט""></i> ויתכן שימות קודם אביו<i data-commentator=""Yahel Ohr"" data-order=""ס""></i><i data-commentator=""Karnei Ohr"" data-order=""כג""></i>:"
Ibn Ezra on Genesis 25:34:1,"<b>ויבז עשו.</b> גם זאת<i data-commentator=""Yahel Ohr"" data-order=""סא""></i> הבכורה בעבור שראה שאין לאביו עשר<i data-commentator=""Yahel Ohr"" data-order=""סב""></i>, ורבים יתמהו כי עזב לו אברהם ממון רב<i data-commentator=""Yahel Ohr"" data-order=""סג""></i>, וכאילו לא ראו בימיהם עשיר גדול בנעוריו ובא לידי עוני בזקוניו, והעד שהיה יצחק אביו אוהב את עשו בעבור צורכו<i data-commentator=""Yahel Ohr"" data-order=""סד""></i>, ואילו היה הלחם רב בבית אביו, והוא נכבד בעיניו לא מכר בכורתו בעבור נזיד<i data-commentator=""Yahel Ohr"" data-order=""סה""></i>, ואם היה אביו אוכל בכל יום מטעמים מה טעם אמר הביאה לי ציד<i data-commentator=""Yahel Ohr"" data-order=""סו""></i><i data-commentator=""Karnei Ohr"" data-order=""כד""></i>, ולמה לא היה ליעקב בגדים חמודות. ולמה לא נתנה לו אמו כסף וזהב בדרך<i data-commentator=""Yahel Ohr"" data-order=""סז""></i><i data-commentator=""Karnei Ohr"" data-order=""כה""></i> שהוא אומר ונתן לי להם לאכול ובגד ללבוש, ולמה לא שלחה אליו הון והיא אוהבת אותו, כי הוצרך לשמור הצאן, והפסוק שאמר ""ויגדל האיש"" (למטה כו יג) קודם זקנתו, ועורי לב יחשבו כי העושר מעלה גדולה לצדיקים, והנה אליהו יוכיח<i data-commentator=""Yahel Ohr"" data-order=""סח""></i><i data-commentator=""Karnei Ohr"" data-order=""כו""></i>, ועוד ישאלו למה חסר השם ממון ליצחק, אולי יודיעונו למה חסר מאור עיניו, ואל ידחונו בקנה של דרש<i data-commentator=""Yahel Ohr"" data-order=""סט""></i><i data-commentator=""Karnei Ohr"" data-order=""כז""></i> כי יש לו סוד<i data-commentator=""Yahel Ohr"" data-order=""ע""></i><i data-commentator=""Karnei Ohr"" data-order=""כח""></i>, ואין לנו לחפש, כי עמקו מחשבות השם, ואין כח בדעת האדם להבינם<i data-commentator=""Yahel Ohr"" data-order=""עא""></i> וכן אחרים אמרו, הנה צאן יש לו, כי רבקה אמרה לו ""לך נא אל הצאן"" (למטה כז ט)<i data-commentator=""Yahel Ohr"" data-order=""עב""></i> ויתכן<i data-commentator=""Yahel Ohr"" data-order=""עג""></i> שנשאר לו מקנה מעט, גם נכון הוא להיות פי' לך נא אל הצאן, אל מקום הצאן שהן נמכרות:"
Ibn Ezra on Genesis 26:5:1,"<b>וישמור משמרתי.</b> שם כלל<i data-commentator=""Yahel Ohr"" data-order=""א""></i><i data-commentator=""Karnei Ohr"" data-order=""א""></i> כל מה שהוא חייב לשמור ממצות וחוקים ותורות, ויתכן המצוה ""לך לך"" (למעלה יב א) גם ""קח נא את בנך"" (למעלה כב כב)<i data-commentator=""Yahel Ohr"" data-order=""ב""></i>:"
Ibn Ezra on Genesis 26:5:2,"<b>והחוקים.</b> הם חוקות השם שילך האדם אחרי מעשיו<i data-commentator=""Yahel Ohr"" data-order=""ג""></i><i data-commentator=""Karnei Ohr"" data-order=""ב""></i> כאשר אפרש בפסוק שעטנז (ויקרא יט יט)<i data-commentator=""Yahel Ohr"" data-order=""ד""></i>, ואלה החוקות נטועות בלב<i data-commentator=""Yahel Ohr"" data-order=""ה""></i><i data-commentator=""Karnei Ohr"" data-order=""ג""></i>, והתורה שמל עצמו, ובניו ועבדיו<i data-commentator=""Yahel Ohr"" data-order=""ו""></i>, ובפסוק ""והתורה והמצוה"" (שמות כד יב) אבארם היטיב<i data-commentator=""Yahel Ohr"" data-order=""ז""></i>:"
Ibn Ezra on Genesis 26:6:1,"<b>וישב יצחק בגרר.</b> עשה כאשר צוהו השם<i data-commentator=""Yahel Ohr"" data-order=""ח""></i>:"
Ibn Ezra on Genesis 26:7:1,"<b>לאשתו.</b> בעבור אשתו<i data-commentator=""Yahel Ohr"" data-order=""ט""></i> כמו ""פן יאמרו לי"" (שופ' ט נד)<i data-commentator=""Yahel Ohr"" data-order=""י""></i>,"
Ibn Ezra on Genesis 26:7:2,"כי ירא פועל עבר<i data-commentator=""Yahel Ohr"" data-order=""יא""></i>, וכן ""ויהי כי זָקֵן יצחק"" (למטה כז א)<i data-commentator=""Yahel Ohr"" data-order=""יב""></i>, ותחסר מלת ""כי אמר"" פן יהרגוני, וכן ""כי הפרני אלהים"" (למטה מא נב)<i data-commentator=""Yahel Ohr"" data-order=""יג""></i>:"
Ibn Ezra on Genesis 26:12:1,"<b>מאה שערים.</b> בדברי קדמונינו ז""ל שיעור<i data-commentator=""Yahel Ohr"" data-order=""יד""></i><i data-commentator=""Karnei Ohr"" data-order=""ד""></i>, כי מצא מאה משיעור הזרע<i data-commentator=""Yahel Ohr"" data-order=""טו""></i><i data-commentator=""Karnei Ohr"" data-order=""ה""></i>, והוא מגזרת כי ""כמו שער בנפשו"" (משלי כג ז)<i data-commentator=""Yahel Ohr"" data-order=""טז""></i>:"
Ibn Ezra on Genesis 26:13:1,"<b>וגדל.</b> פועל עבר<i data-commentator=""Yahel Ohr"" data-order=""יז""></i><i data-commentator=""Karnei Ohr"" data-order=""ו""></i>:"
Ibn Ezra on Genesis 26:14:1,"<b>ועבדה.</b> עבדים ושפחות שיעבדוהו<i data-commentator=""Yahel Ohr"" data-order=""יח""></i><i data-commentator=""Karnei Ohr"" data-order=""ז""></i> והוא תואר השם<i data-commentator=""Yahel Ohr"" data-order=""יט""></i> או שם<i data-commentator=""Yahel Ohr"" data-order=""כ""></i> כמו סגולה:"
Ibn Ezra on Genesis 26:15:1,"<b>בא</b> סמיכות בארות על שני דרכים<i data-commentator=""Yahel Ohr"" data-order=""כא""></i>:"
Ibn Ezra on Genesis 26:19:1,"<b>מים חיים.</b> שהם נובעים תמיד<i data-commentator=""Yahel Ohr"" data-order=""כב""></i>:"
Ibn Ezra on Genesis 26:20:1,"<b>עשק.</b> ידוע בדברי קדמונים<i data-commentator=""Yahel Ohr"" data-order=""כג""></i><i data-commentator=""Karnei Ohr"" data-order=""ח""></i>, רק במקרא אין לו ריע<i data-commentator=""Yahel Ohr"" data-order=""כד""></i>:"
Ibn Ezra on Genesis 26:25:1,"<b>ויכרו.</b> חפרו<i data-commentator=""Yahel Ohr"" data-order=""כה""></i> וכן ""אשר כריתי לי"" (למטה ג ה)<i data-commentator=""Yahel Ohr"" data-order=""כו""></i>, וכן ""כי יכרה"" (שמות כא לג)<i data-commentator=""Yahel Ohr"" data-order=""כז""></i><i data-commentator=""Karnei Ohr"" data-order=""ט""></i> ""כרה שחת"" (משלי כו כז)<i data-commentator=""Yahel Ohr"" data-order=""כח""></i>:"
Ibn Ezra on Genesis 26:28:1,"<b>בינותינו.</b> ריבוי אחר רבוי<i data-commentator=""Yahel Ohr"" data-order=""כט""></i><i data-commentator=""Karnei Ohr"" data-order=""י""></i>:"
Ibn Ezra on Genesis 26:33:1,"<b>באר שבע.</b> נקרא כן על ב' דברים<i data-commentator=""Yahel Ohr"" data-order=""ל""></i> או היא עיר אחרת<i data-commentator=""Yahel Ohr"" data-order=""לא""></i><i data-commentator=""Karnei Ohr"" data-order=""יא""></i>:"
Ibn Ezra on Genesis 26:34:1,"<b>יהודית.</b> שם<i data-commentator=""Yahel Ohr"" data-order=""לב""></i> ולא הוליד ממנה<i data-commentator=""Yahel Ohr"" data-order=""לג""></i>:"
Ibn Ezra on Genesis 26:34:2,"<b>ובשמת.</b> היא עדה<i data-commentator=""Yahel Ohr"" data-order=""לד""></i> ויש לה שני שמות<i data-commentator=""Yahel Ohr"" data-order=""לה""></i>, ובמקרא נמצאין למאות כן:"
Ibn Ezra on Genesis 26:35:1,"<b>מרת רוח.</b> כל אחת מהן<i data-commentator=""Yahel Ohr"" data-order=""לו""></i><i data-commentator=""Karnei Ohr"" data-order=""יב""></i>, וי""א מלשון ""סורר ומורה"" (דבר' כא יח)<i data-commentator=""Yahel Ohr"" data-order=""לז""></i><i data-commentator=""Karnei Ohr"" data-order=""יג""></i>, ועל דעתי שהוא מגזרת ""מרה כלענה"" (משלי ה, ד)<i data-commentator=""Yahel Ohr"" data-order=""לח""></i><i data-commentator=""Karnei Ohr"" data-order=""יד""></i>, כטעם מרירות נפש<i data-commentator=""Yahel Ohr"" data-order=""לט""></i> וכן כתוב ""כי רעות בנות כנען"" (למטה כח, ה)<i data-commentator=""Yahel Ohr"" data-order=""מ""></i> ונכתבה זו הפרשה שישמרו בני ישראל מבנות כנען:"
Ibn Ezra on Genesis 27:2:1,"<b>הנה נא.</b> כמו עתה<i data-commentator=""Yahel Ohr"" data-order=""א""></i>:"
Ibn Ezra on Genesis 27:3:1,"<b>כליך.</b> יתכן היותו שם כלל<i data-commentator=""Yahel Ohr"" data-order=""ב""></i> והפרט תליך וקשתך<i data-commentator=""Yahel Ohr"" data-order=""ג""></i>, ותליך האשפה התלויה ששם החצים<i data-commentator=""Yahel Ohr"" data-order=""ד""></i>, או תליך כמו חרב<i data-commentator=""Yahel Ohr"" data-order=""ה""></i> ויחסרו וי""ו מן תליך<i data-commentator=""Yahel Ohr"" data-order=""ו""></i>, ""כאדם שת אנוש"" (דה""א א א)<i data-commentator=""Yahel Ohr"" data-order=""ז""></i>:"
Ibn Ezra on Genesis 27:5:1,"<b>ורבקה שומעת.</b> היתה שומעת<i data-commentator=""Yahel Ohr"" data-order=""ח""></i><i data-commentator=""Karnei Ohr"" data-order=""א""></i>:"
Ibn Ezra on Genesis 27:7:1,"<b>לפני מותי.</b> כמו בטרם אמות<i data-commentator=""Yahel Ohr"" data-order=""ט""></i>:"
Ibn Ezra on Genesis 27:11:1,"<b>שעיר.</b> בעל שער<i data-commentator=""Yahel Ohr"" data-order=""י""></i>, וההפך חלק<i data-commentator=""Yahel Ohr"" data-order=""יא""></i>, ויתכן שנקרא כן בעבור היות החלק חלקיו שוים<i data-commentator=""Yahel Ohr"" data-order=""יב""></i>:"
Ibn Ezra on Genesis 27:12:1,"<b>ימושני.</b> כמו יסובני<i data-commentator=""Yahel Ohr"" data-order=""יג""></i> מבעלי הכפל,<i data-commentator=""Yahel Ohr"" data-order=""יד""></i>:"
Ibn Ezra on Genesis 27:12:2,"כמתעתע. כפול<i data-commentator=""Yahel Ohr"" data-order=""טו""></i> מגזרת תועה<i data-commentator=""Yahel Ohr"" data-order=""טז""></i> כאיש שמתעה אחר<i data-commentator=""Yahel Ohr"" data-order=""יז""></i><i data-commentator=""Karnei Ohr"" data-order=""ב""></i>:"
Ibn Ezra on Genesis 27:13:1,"<b>עלי קללתך.</b> אל תפחד שיקלל, ואם יקלל<i data-commentator=""Yahel Ohr"" data-order=""יח""></i> תהי קללתו עלי ולא עליך, וזה משפט דברי הנשים<i data-commentator=""Yahel Ohr"" data-order=""יט""></i> והגאון פי' עלי להסיר קללתך<i data-commentator=""Yahel Ohr"" data-order=""כ""></i>, וי""א חלילה לכזב הנביא<i data-commentator=""Yahel Ohr"" data-order=""כא""></i> רק הוא כן<i data-commentator=""Yahel Ohr"" data-order=""כב""></i><i data-commentator=""Karnei Ohr"" data-order=""ג""></i>:"
Ibn Ezra on Genesis 27:19:1,"<b>אנכי.</b> מי שאנכי ועשו בכורך<i data-commentator=""Yahel Ohr"" data-order=""כג""></i><i data-commentator=""Karnei Ohr"" data-order=""ד""></i>, ואחרים אמרו כי בנחת אמר אנכי, ונשא קול במלת עשו בכורך ואלה דברי רוח, כי הנביאים יתחלקו לב' חלקים, החלק הא' שליח במצות, והחלק השני נביאי העתיד ואם יצטרכו לאמר דבר שאיננו כהוגן לא יזיק<i data-commentator=""Yahel Ohr"" data-order=""כד""></i> רק השליח<i data-commentator=""Yahel Ohr"" data-order=""כה""></i> לא יתכן שיכזב כלל<i data-commentator=""Yahel Ohr"" data-order=""כו""></i>, גם הנה דוד נכתב עליו ""איש האלהים"" (דה""ב ח יד) ואמר ""רוח ד' דבר בי"" (ש""ב כג ב) בלבל דבריו<i data-commentator=""Yahel Ohr"" data-order=""כז""></i> עם אחימלך ואמר ""ויהיו כלי הנערים קדש"" (ש""א כא ו)<i data-commentator=""Yahel Ohr"" data-order=""כח""></i> לצורך שעה, גם אלישע שאמר לחזאל ""לך אמור לו חיה תחיה"" (מ""ב ח' יו""ד)<i data-commentator=""Yahel Ohr"" data-order=""כט""></i> אף על פי שפירושו היה תחיה מחולי זה, הראני השם כי יהרג<i data-commentator=""Yahel Ohr"" data-order=""ל""></i>, וכן מיכיהו אמר תפלת שוא ""עלה והצלח"" (מ""א כב טו) דרך מוסר<i data-commentator=""Yahel Ohr"" data-order=""לא""></i> וכן אמר דניאל ""מרי חלמא לשנאך"" (דניאל ד' טז)<i data-commentator=""Yahel Ohr"" data-order=""לב""></i>, ולהיותו כנגד השם דרך דרש<i data-commentator=""Yahel Ohr"" data-order=""לג""></i> וכן אמר אברהם ""וגם אמנה"" (למעלה כ יב)<i data-commentator=""Yahel Ohr"" data-order=""לד""></i> ""ונשתחוה ונשובה"" (למעלה כב ה)<i data-commentator=""Yahel Ohr"" data-order=""לה""></i>:"
Ibn Ezra on Genesis 27:19:2,"<b>ואכלה מצידי.</b> כמו ""זכרה לי אלוהי לטובה"" (נחמיה ה יט)<i data-commentator=""Yahel Ohr"" data-order=""לו""></i> והאל""ף שרש<i data-commentator=""Yahel Ohr"" data-order=""לז""></i><i data-commentator=""Karnei Ohr"" data-order=""ה""></i>:"
