Sanhedrin 2a:1	<sup>i</sup> <b>G</b>ELDANGELEGENHEITEN$fn1 <small>WERDEN VOR DREI</small> [R<small>ICHTERN VERHANDELT</small>], R<small>AUB UND</small> K<small>ÖRPERVERLETZUNGEN</small>$fn2 <small>VOR DREI</small>, S<small>CHADEN- UND HALBER</small> S<small>CHADENERSATZ</small>$fn3, Z<small>AHLUNG DES</small> D<small>OPPELTEN</small>$fn4 <small>UND DES</small> V<small>IER ODER</small> F<small>ÜNFFACHEN</small>$fn5 <small>VOR DREI</small>,
Sanhedrin 72b:6	Die Rabbanan lehrten:$fn127<i>Und er niedergeschlagen wird</i>, durch jeden Menschen, <i>und tot ist</i>, durch jede Todesart, durch die du ihn töten kannst. – Allerdings muß gelehrt werden, daß er durch jeden Menschen totgeschlagen werden dürfe, denn man könnte glauben, dies sei nur dem Eigentümer erlaubt, weil [der Dieb] weiß, daß niemand sich bei [der Rettung] seines Geldes zurückhält, nicht aber einem anderen, 
Sanhedrin 72b:7	so lehrt er uns, daß er als Verfolger$fn132gelte, somit erfolge dies auch durch einen anderen; wozu aber braucht gelehrt zu werden, daß man ihn durch jede Todesart töten dürfe, 
Sanhedrin 72b:8	dies ist ja vom Mörder zu folgern!? Es wird nämlich gelehrt:$fn133<i>Der geschlagen hat, soll getötet werden, denn er ist ein Mörder</i>; ich weiß nun, daß dies durch die bei ihm genannte Todesart erfolge, woher daß man ihn, wenn man ihn durch die bei ihm genannte Todesart nicht töten kann, durch jede mögliche Todesart töte? Es heißt: <i>soll getötet werden</i>, auf jede Weise!? – 
Sanhedrin 72b:9	Anders ist es hierbei, wo die Schrift ausdrücklich sagt: <i>soll getötet werden</i>. – 
Sanhedrin 72b:10	Sollte man doch hiervon folgern!? – Vom Mörder und vom Bluträcher lehren zwei Schriftverse dasselbe, und wenn zwei Schriftverse dasselbe lehren, so ist hiervon nichts zu folgern.
Sanhedrin 72b:11	Die Rabbanan lehrten:$fn127<i>Einbruch</i>; ich weiß dies nur von einem wirklichen Einbruche$fn134, woher dies von dem Falle, wenn er in [das Haus] durch das Dach, den Hof, oder ein Gehege gelangt$fn135? Es heißt: <i>der Dieb betroffen wird</i>, auf jeden Fall. – Weshalb aber heißt es demnach <i>Einbruch</i>? Weil Diebe meist durch Einbruch [in das Haus einzudringen] pflegen. 
Sanhedrin 72b:12	Ein Anderes lehrt: <i>Einbruch</i>; ich weiß dies nur von einem wirklichen Einbruche, woher dies von dem Falle, wenn er [in das Haus] durch das Dach, den Hof oder ein Gehege gelangt? Es heißt: <i>der Dieb betroffen wird</i>, auf jeden Fall. Weshalb aber heißt es demnach <i>Einbruch</i>? Sein Einbruch ist seine Warnung$fn136.
Sanhedrin 72b:13	R. Hona sagte: Wenn ein Minderjähriger jemand verfolgt, so rette man ihn durch dessen Leben. Er ist also der Ansicht, der Verfolger brauche nicht gewarnt zu werden, weder ein Großjähriger noch ein Minderjähriger. 
Sanhedrin 72b:14	R. Ḥisda wandte gegen R. Hona ein: Ist der Kopf hervorgekommen, so darf man ihm$fn137nichts mehr tun, weil man nicht ein Leben für ein anderes opfern darf. Weshalb nun, [das Kind] ist ja ein Verfolger!? – Anders ist es hierbei, wo die Verfolgung vom Himmel aus erfolgt. 
Sanhedrin 72b:15	Ihm wäre eine Stütze zu erbringen: Wenn jemand seinen Nächsten verfolgt, um ihn zu töten, so spreche man zu ihm: Beachte doch, daß er Jisraélit ist und Glaubensgenosse, und die Tora sagt:$fn138<i>wer Menschenblut vergießt, dessen Blut soll vergossen werden</i>. Die Tora sagt damit, daß man den einen durch das Blut des anderen rette$fn139. – 
Sanhedrin 72b:16	Hier ist die Ansicht des R. Jose b. R. Jehuda vertreten, denn es wird gelehrt: R. Jose b. R. Jehuda sagt, ein Gelehrter brauche nicht gewarnt zu werden, denn die Warnung ist nur deshalb erforderlich, um festzustellen, ob [die Handlung] versehentlich oder vorsätzlich erfolgt ist$fn140. – 
Sanhedrin 72b:17	Komm und höre: Wenn jemand seinen Genossen verfolgt, um ihn zu töten, so spreche man zu ihm: Beachte doch, daß er Jisraélit ist und Glaubensgenosse, und die Tora sagt: <i>wer Menschenblut vergießt, dessen Blut soll vergossen werden</i>. Erwidert er, er wisse, daß dem so sei, so ist er frei, erwidert er aber, eben darum tue er dies, so ist er schuldig!? – 
Sanhedrin 72b:18	Hier handelt es sich um den Fạll, wenn sie sich an zwei Ufern eines Flusses befinden, wo eine Rettung ausgeschlossen$fn141ist. – Was sollten diese$fn142bezwecken!? – Sie müssen ihn aufs Gericht bringen. – Dann ist ja eine Warnung erforderlich!? – 
Sanhedrin 72b:19	Wenn du willst, sage ich: R. Hona kann dir erwidern, er sei der Ansicht des Autors der Lehre von der Warnung, welcher sagt, sein Einbruch sei seine Warnung$fn143.
Sanhedrin 73a:1	<sup>vii</sup><b>F</b><small>OLGENDE HALTE</small>$fn144<small>MAN MIT IHREM</small> L<small>EBEN ZURÜCK</small>: <small>WER JEMAND VERFOLGT</small>, <small>UM IHN ZU TÖTEN</small>, <small>UND WER EINE MÄNNLICHE</small> P<small>ERSON ODER EIN VERLOBTES</small> M<small>ÄDCHEN VERFOLGT</small>$fn145. W<small>ER ABER EINEM</small> T<small>IERE NACHLÄUFT</small>, <small>ODER IM</small> B<small>EGRIFF IST</small>, <small>DEN</small> Š<small>ABBATH ZU ENTWEIHEN ODER</small> G<small>ÖTZENDIENST ZU TREIBEN</small>, <small>DEN DARF MAN NICHT DURCH SEIN</small> L<small>EBEN ZURÜCKHALTEN</small>.
Sanhedrin 73a:2	GEMARA. Die Rabbanan lehrten: Woher, daß man den, der seinen Genossen verfolgt, um ihn zu töten, mit seinem Leben zurückhalten dürfe? Es heißt:$fn146<i>du sollst nicht neben dem Blute deines Nächsten stehen</i>. – Deutet denn dieser Schriftvers hierauf, er ist ja für folgende Lehre zu verwenden: Woher, daß, wenn jemand seinen Nächsten in einem Flusse ertrinken sieht, oder daß ein wildes Tier ihn wegschleppt, oder daß Räuber ihn überfallen, er verpflichtet ist, ihn zu retten? Es heißt: <i>du sollst nicht neben dem Blute deines Nächsten stehen</i>!? – Dem ist auch so. – 
Sanhedrin 73a:3	Woher nun, daß man einen mit seinem Leben zurückhalten dürfe? – Man folgere dies [durch einen Schluß] vom Leichteren auf das Schwerere, von der Verlobten: wenn die Tora von der Verlobten, wenn jemand sie nur bemakeln will, gesagt hat, daß man sie mit seinem Leben rette, um wieviel mehr gilt dies von dem, der seinen Nächsten verfolgt, um ihn zu töten. – 
Sanhedrin 73a:4	Kann denn eine Strafe durch einen Schluß [vom Leichteren auf das Schwerere] gefolgert werden!? – In der Schule Rabbis wurde gelehrt, dies sei durch eine Vergleichung zu folgern:$fn147<i>Dies ist ebenso, wie wenn einer seinen Nächsten überfällt und ermordet</i>; was soll hierbei der Vergleich mit dem Morde? 
Sanhedrin 73a:5	Was lehren sollte, lernt auch. Man vergleiche den Mord mit [der Notzucht] einer Verlobten: wie man die Verlobte mit dem Leben [des Notzüchters] rette, ebenso rette man den [Überfallenen mit dem Leben des] Mörders. – 
Sanhedrin 73a:6	Woher dies von der Verlobten selber? – Nach einer Lehre der Schule R. Jišma͑éls, denn in der Schule R. Jišma͑éls wurde gelehrt: $fn148<i>Ohne daß ihr jemand zuhilfe gekommen ist</i>, wenn ihr aber jemand zu Hilfe kommen will, so tue er dies, wodurch er nur kann.
Sanhedrin 73a:7	Der Text. Woher, daß wenn jemand seinen Nächsten in einem Flusse ertrinken sieht, oder daß ein wildes Tier ihn wegschleppt, oder daß Räuber ihn überfallen, er verpflichtet ist, ihn zu retten? Es heißt: <i>du sollst nicht neben dem Blute deines Nächsten stehen</i>. Wird dies denn hieraus entnommen, dies wird ja aus folgendem entnommen: Woher dies vom Verluste seiner Person? Es heißt:$fn149<i>und sollst ihm zurückgeben</i>$fn150!? – 
Sanhedrin 73a:8	Hieraus könnte man nur entnehmen, daß man dies persönlich tue, nicht aber, daß man sich bemühe und andere herbeischaffe, so lehrt er uns.
Sanhedrin 73a:9	Die Rabbanan lehrten: Wenn jemand seinen Nächsten verfolgt, um ihn zu töten, oder eine männliche Person, oder ein verlobtes Mädchen, oder [eine Frau, und auf die Beschlafung der Tod] durch das Gericht oder die Ausrottungsstrafe$fn151gesetzt ist, so halte man ihn mit seinem Leben zurück. Verfolgt ein Hochpriester eine Witwe, oder ein gewöhnlicher Priester eine Geschiedene oder Ḥaluça, so halte man ihn nicht mit seinem Leben$fn152zurück. 
Sanhedrin 73a:10	Ist die Sünde mit ihr bereits verübt worden, so rette man sie nicht mit seinem Leben; ist jemand vorhanden, der ihr zuhilfe kommen wird, so rette man sie nicht mit seinem Leben. R. Jehuda sagt, auch wenn sie ruft: laßt ihn, damit er mich nicht töte. – 
Sanhedrin 73a:11	Woher dies$fn153? – Die Schrift sagt:$fn154<i>dem Mädchen aber soll man nichts tan, denn das Mädchen hat keine todeswürdige Sünde begangen</i>; [die Schreibart] <i>Knabe</i>$fn155deutet auf eine männliche Person, [die Lesart] <i>Mädchen</i> deutet auf ein verlobtes Mädchen, <i>Sünde</i> deutet auf mit der Ausrottungsstrafe belegte Beschlafungen, <i>todeswürdige</i> deutet auf mit dem Tode durch das Gericht belegte Beschlafungen. – 
Sanhedrin 73a:12	Wozu dies alles? – Dies ist nötig. Würde der Allbarmherzige es nur von einem Knaben geschrieben haben, [so könnte man glauben,] weil [die Beschlafung] desselben widernatürlich ist, nicht aber gelte dies bei einem Mädchen, bei dem dies natürlich ist. 
Sanhedrin 73a:13	Würde der Allbarmherzige es nur von einem Mädchen geschrieben haben, [so könnte man glauben,] weil es bemakelt wird, nicht aber bei einem Knaben, der nicht bemakelt wird. 
Sanhedrin 73a:14	Würde der Allbarmherzige es nur von diesen geschrieben haben, 
Sanhedrin 73b:1	[so könnte man glauben,] bei dem einen, weil es widernatürlich ist, und bei dem anderen, weil es bemakelt wird, nicht aber bei anderen Inzestfällen, wo dies weder widernatürlich noch die Bemakelung sehr bedeutend ist; daher schrieb der Allbarmherzige [das Wort] <i>Sünde</i>. 
Sanhedrin 73b:2	Würde der Allbarmherzige nur [das Wort] <i>Sünde</i> geschrieben haben, so könnte man glauben, auch in Fällen, wo nur ein gewöhnliches Verbot ausgeübt werden würde, daher heißt es <i>todeswürdiges</i>. 
Sanhedrin 73b:3	Und würde der Allbarmherzige nur [das Wort] <i>todeswürdiges</i> geschrieben haben, so könnte man glauben, nur wenn darauf der Tod durch das Gericht gesetzt ist, nicht aber, wenn die Ausrottungsstrafe; daher schrieb der Allbarmherzige auch [das Wort] <i>Sünde</i>. – 
Sanhedrin 73b:4	Sollte doch der Allbarmherzige nur [die Worte] <i>todeswürdige Sünde</i> geschrieben haben, wozu sind <i>Knabe</i> und <i>Mädchen</i> nötig!? – Dem ist auch so, nur schließt von <i>Knabe</i> und <i>Mädchen</i> eines den Götzendienst und eines ein Tier$fn156und [die Entweihung des] Šabbaths aus. – 
Sanhedrin 73b:5	Wozu ist [das eine] nötig nach R. Šimo͑n b. Joḥaj, welcher sagt, wenn jemand Götzendienst treiben will, halte man ihn mit seinem Leben zurück!? – Eines schließt ein Tier und eines schließt die Entweihung des Šabbaths aus. 
Sanhedrin 73b:6	Man könnte nämlich glauben, daß man die Entweihung des Šabbaths von der Entweihung$fn157[Gottes durch] den Götzendienst folgere. – 
Sanhedrin 73b:7	Wie ist es aber nach R. Elea͑zar b. R. Šimo͑n zu erklären, welcher sagt, daß man auch den, der den Šabbath entweihen will, mit seinem Leben zurückhalte, weil man die Entweihung des Šabbaths von der Entweihung [Gottes durch] den Götzendienst folgere!? – Das eine schließt das Tier aus und das andere steht nur nebenbei, denn da der Allbarmherzige <i>Knabe</i> geschrieben hat, schrieb er auch <i>Mädchen</i>$fn158.
Sanhedrin 73b:8	«R. Jehuda sagt, auch wenn sie ruft: laßt ihn, damit er mich nicht töte.» Worüber streiten sie? 
Sanhedrin 73b:9	Raba erwiderte: Über den Fall, wenn sie auf ihre Bemakelung genau achtet, und dies nur deshalb zulassen will, weil sie befürchtet, er würde sie töten. Die Rabbanan sind der Ansicht, der Allbarmherzige hat dabei ihre Remakelung berücksichtigt, und diese achtet ja darauf; R. Jehuda aber ist der Ansicht, der Allbarmherzige sagte deshalb, daß man ihn töte, weil sie sich sonst dem Tode preisgeben würde, diese aber gibt sich ja dem Tode nicht preis. 
Sanhedrin 73b:10	R. Papa sprach zu Abajje: Auch wenn ein Hochpriester eine Witwe [notzüchtigt], bemakelt er sie ja!? Dieser erwiderte: Mit einer bedeutenden Bemakelung hat es der Allbarmherzige streng genommen, mit einer unbedeutenden nicht$fn159.
Sanhedrin 73b:11	«<i>Sünde</i> deutet auf die mit der Ausrottungsstrafe belegten Verbrechen.» Ich will auf einen Widerspruch hinweisen: In folgendem Falle ist die für Mädchen festgesetzte Geldbuße$fn160zu zahlen: wenn jemand seiner Schwester$fn161beigewohnt hat!? 
Sanhedrin 73b:12	Die Rabbanan erzählten dies R. Ḥisda, [und er er widerte:] Sobald er eine Anschmiegung vollzogen hat, hat er sie ja bemakelt und darf somit nicht mehr getötet werden, während er zur Geldbuße erst nach Vollendung des Beischlafes verpflichtet$fn162ist. – 
Sanhedrin 73b:13	Einleuchtend ist dies nach demjenigen, welcher sagt, unter ‘Anschmiegung’ sei die bloße Berührung zu verstehen, wie ist es aber nach demjenigen zu erklären, welcher sagt, unter ‘Anschmiegung’ sei das Hineinbringen der Eichel$fn163zu verstehen!? 
Sanhedrin 73b:14	Vielmehr, erklärte R. Ḥisda, wenn er sie vorher auf widernatürliche Weise und nachher auf natürliche Weise$fn164 beschlafen hat. 
Sanhedrin 73b:15	Raba erklärte, wenn sie ihn läßt, damit er sie nicht töte, und zwar nach R. Jehuda$fn165. 
Sanhedrin 74a:1	R. Papa erklärte: Hier handelt es sich um eine Verführte, nach aller Ansicht$fn166. 
Sanhedrin 74a:2	Abajje erklärte: Wenn man ihn durch [das Zielen auf] eines seiner Glieder zurückhalten$fn167konnte, nach R. Jonathan b. Šaúl. Es wird nämlich gelehrt: R. Jonathan b. Šaúl sagte: Wenn jemand von einem verfolgt wurde und sich durch [das Zielen auf] eines seiner Glieder retten konnte und dies nicht getan$fn168hat, so wird er dieserhalb hingerichtet. – 
Sanhedrin 74a:3	Was ist der Grund des R. Jonathan b. Šaúl? – Es heißt:$fn169<i>wenn zwei Männer mit einander streiten &amp;c</i>., und hierüber sagte R. Elea͑zar, die Schrift spreche von dem Falle, wenn er den anderen töten wollte, denn es heißt:$fn170<i>geschieht aber ein Schaden, so soll einer lassen Leben um Leben</i>, dennoch sagt der Allbarmherzige: $fn169<i>geschieht kein Schaden, so soll er eine Buße entrichten</i>. 
Sanhedrin 74a:4	Allerdings kann es nun vorkommen, wenn du sagst, wenn man ihn durch [das Zielen auf] eines seiner Glieder retten kann, dürfe man ihn nicht mit seinem Leben retten, daß [der Totschläger] eine Buße zu entrichten hat, wenn man nämlich jenen durch [das Zielen auf] eines seiner Glieder retten konnte; 
Sanhedrin 74a:5	wieso aber kann es vorkommen, daß er eine Buße zu zahlen hat, wenn du sagst, selbst wenn man ihn durch [das Zielen auf] eines seiner Glieder retten kann, rette man ihn mit seinem Leben$fn171!? – 
Sanhedrin 74a:6	Vielleicht ist es hierbei anders, denn die Todesstrafe schuldet er diesem, die Geldbuße aber einem anderen!? – 
Sanhedrin 74a:7	Hierbei gibt es keinen Unterschied, denn Raba sagte: Wenn jemand einen verfolgt$fn172und [im Laufen] Gefäße zerbricht, ob die des Verfolgten oder die eines anderen, so ist er [ersatz]frei, denn er schuldet ja sein Leben; 
Sanhedrin 74a:8	wenn abet der Verfolgte [im Laufen] Gefäße zerbricht, so ist er, wenn sie dem Verfolger gehören, [ersatz]frei, und wenn sie einem anderen gehören, [ersatz]pflichtig. Wenn sie dem Verfolger gehören, so ist er [ersatz]frei, weil sein Geld nicht wertvoller sein darf als sein Leben$fn173, wenn sie einem anderen gehören, so ist er [ersatz]pflichtig, weil er sich mit fremdem Gelde rettet. 
Sanhedrin 74a:9	Wenn aber jemand einen Verfolger verfolgt, um [den Verfolgten] zu retten, und er [im Laufen] Gefäße zerbricht, so ist er [ersatz]frei, einerlei ob sie dem Verfolger oder dem Verfolgten oder einem anderen gehören. Aber nicht etwa rechtlich, sondern weil, wenn dem nicht so wäre, kein Mensch jemand aus den Händen des Verfolgers retten wollen würde.
Sanhedrin 74a:10	W<small>ER ABER EINEM</small> T<small>IERE NACHLÄUFT</small>. Es wird gelehrt: R. Šimo͑n b. Joḥaj sagte: [Durch einen Schluß] vom Leichteren auf das Schwerere ist zu entnehmen, daß man einen, der Götzendienst treiben will, mit seinem Leben zurückhalte; wenn man einen wegen der Bemakelung eines Menschen mit seinem Leben zurückhalte, um wieviel mehr wegen der Bemakelung Gottes. – Kann denn eine Strafe durch einen Schluß gefolgert werden!? – Er ist der Ansicht, man könne eine Strafe durch einen Schluß folgern.
Sanhedrin 74a:11	Es wird gelehrt: R. Elea͑zar b. R. Šimo͑n sagte: Wer den Šabbath entweihen will, den halte man mit seinem Leben zurück. Er ist der Ansicht seines Vaters, man könne eine Strafe durch einen Schluß folgern, und er folgert die Entweihung des Šabbaths von der Entweihung [Gottes durch] den Götzendienst.
Sanhedrin 74a:12	R. Joḥanan sagte im Namen des R. Šimo͑n b. Jehoçadaq: Im Söller des Hauses Nithza in Lud stimmten sie ab und beschlossen, daß, wenn man jemand bei Todesandrohung zwingt, eine aller in der Tora genannten Sünden zu begehen, er sie begehe und sich nicht töten lasse, ausgenommen sind Götzendienst, Unzucht und Mord. – 
Sanhedrin 74a:13	Götzendienst etwa nicht, es wird ja gelehrt: R. Jišma͑él sagte: Woher, daß, wenn man jemand bei Todesandrohung zwingt, einem Götzen zu dienen, er ihm diene und sich nicht töten lasse? Es heißt:$fn174<i>er wird durch sie leben</i>, er soll durch sie nicht sterben. 
Sanhedrin 74a:14	Man könnte glauben, auch öffentlich, so heißt es:$fn175<i>entweiht meinen heiligen Namen nicht, damit ich geheiligt werde</i>!? – 
Sanhedrin 74a:15	Sie sind der Ansicht R. Elie͑zers, denn es wird gelehrt: R. Elie͑zer sagte: Wenn es heißt:$fn176<i>mit deiner ganzen Seele</i>, wozu heißt es: <i>mit deinem ganzen Vermögen</i>, und wenn es heißt: <i>mit deinem ganzen Vermögen</i>, wozu heißt es: <i>mit deiner ganzen Seele</i>? 
Sanhedrin 74a:16	Ist es ein Mensch, dem seine Person lieber ist als sein Geld, so heißt es: <i>mit deiner ganzen Seele</i>, und ist es ein Mensch, dem sein Geld lieber ist als seine Person, so heißt es: <i>mit deinem ganzen Vermögen</i>. 
Sanhedrin 74a:17	Hinsichtlich der Unzucht und des Mordes ist dies aus einer Lehre Rabbis zu entnehmen, denn es wird gelehrt: Rabbi sagte:$fn177<i>Dies ist ebenso, wie wenn einer seinen Nächsten überfällt und ermordet</i>; was soll [der Vergleich] mit dem Morde? 
Sanhedrin 74a:18	Was lehren sollte, lernt auch: wie man einen von [der Notzucht] einer Verlobten mit seinem Leben zurückhalte, ebenso halte man [den Mord] mit dem Leben des Mörders zurück. 
Sanhedrin 74a:19	Ferner vergleiche man [die Notzucht] einer Verlobten mit dem Morde: wie man sich eher töten lassen muß, als einen Mord zu begehen, ebenso muß man$fn178sich eher töten lassen, als [eine Notzucht] einer Verlobten zu begehen. – 
Sanhedrin 74a:20	Woher dies vom Morde selber? – Dies ist einleuchtend. So kam einst jemand vor Raba und erzählte ihm: Der Befehlshaber seines Wohnortes befahl mir, jenen zu töten, sonst tötet er mich. Dieser erwiderte: Mag er dich töten, du aber begehe keinen Mord; wer sagt, daß dein Blut röter ist, vielleicht ist das Blut jenes Menschen röter.
Sanhedrin 74a:21	Als R. Dimi kam, sagte er im Namen R. Joḥanans: Dies gilt nur von einer Zeit, in der keine Religionsverfolgung herrscht, zur Zeit der Religionsverfolgung aber muß man sich eher töten lassen, als das leichteste Gebot übertreten. 
Sanhedrin 74a:22	Als Rabin kam, sagte er im Namen R. Joḥanans: Auch nicht zur Zeit der Religionsverfolgung, nur heimlich, öffentlich aber muß man sich eher töten lassen als auch nur das leichteste Gebot übertreten. – 
