Niddah 2a:1	<sup>i</sup> <b>Š</b>AMMAJ <small>SAGT, ALLE</small> F<small>RAUEN HABEN</small>$fn1 <small>AN IHRER</small> Z<small>EIT GENUG</small>$fn2; H<small>ILLEL SAGT, SEIT DER</small> [<small>VORLETZTEN</small>] U<small>NTERSUCHUNG BIS ZUR</small> [<small>LETZTEN</small>] U<small>NTERSUCHUNG</small>$fn3, <small>AUCH WENN VIELE</small> T<small>AGE</small> [<small>DAZWISCHEN LIEGEN</small>],
Niddah 36a:15	Hier handelt es sich um den Fall, wenn sie ein Mädchen im Flusse geboren hat, und [die Blutung] in der ersten Woche aufgehört und in der zweiten Woche nicht aufgehört hat, und er ist der Ansicht, die [Unreinheits]tage wegen der Geburt, während welcher sie nicht wahrgenommen hat, gelten als Zähltage$fn137ihres Flusses$fn138. 
Niddah 36a:16	Rabina sprach zu R. Aši: R. Šamen aus Sikhra sagte uns folgendes: Mar Zuṭra traf in unserer Ortschaft ein und trug vor, die Halakha sei erschwerend$fn139wie Rabh, und die Halakha sei erschwerend$fn140 wie Levi. 
Niddah 36a:17	R. Aši sagte: Die Halakha ist wie Rabh, ob erleichternd oder erschwerend. Meremar trug vor: Die Halakha ist wie Rabh, ob erleichternd oder erschwerend. Die Halakha ist wie Rabh, ob erleichternd oder erschwerend.
Niddah 36b:1	<sup>iv</sup> <b>D</b><small>IE IN</small> G<small>EBURTSWEHEN BEFINDLICHE</small> M<small>ENSTRUIERENDE</small>. W<small>ENN SIE SICH INNERHALB DER ELF</small> T<small>AGE</small>$fn141<small>DREI</small> T<small>AGE IN</small> G<small>EBURTSWEHEN BEFUNDEN HATTE, EINEN</small> S<small>TUNDENTAG SICH ERHOLT HATTE UND DARAUF GEBOREN HAT, SO HAT SIE</small>$fn142<small>IM</small> F<small>LUSSE GEBOREN — SO</small> R. E<small>LIE͑ZER</small>. 
Niddah 36b:2	R. J<small>EHOŠUA͑ SAGT, EINE</small> N<small>ACHT UND DEN</small> [<small>DARAUFFOLGENDEN</small>] T<small>AG, WIE DIE</small> Š<small>ABBATHINACHT MIT DEM ZU DIESER GEHÖRENDEN</small>$fn143T<small>AGE</small>. W<small>ENN SIE SICH NUR VON DEN</small> S<small>CHMERZEN ERHOLT HAT</small>$fn144<small>UND NICHT VON DER</small> B<small>LUTUNG</small>. 
Niddah 36b:3	<sup>v</sup> W<small>IE LANGE DAUERN</small>$fn145<small>DIE</small> G<small>EBURTSWEHEN</small>? R. M<small>EÍR SAGT, AUCH VIERZIG ODER FÜNFZIG</small> T<small>AGE</small>. R. J<small>EHUDA SAGT, SIE HABE MIT IHREM MONAT</small>$fn146<small>GENUG</small>. R. J<small>OSE UND</small> R. Š<small>IMO͑N SAGEN, DIE</small> G<small>EBURTSWEHEN DAUERN NICHT LÄNGER ALS ZWEI</small> W<small>OCHEN</small>$fn145.
Niddah 36b:4	GEMARA. Ist denn, wer Geburtswehen hat, Menstruierende? 
Niddah 36b:5	Rabh erwiderte: Menstruierende für einen Tag$fn147. Šemuél erwiderte: Es ist zu berücksichtigen, sie könnte sich erholen$fn148. 
Niddah 36b:6	R. Jiçḥaq erwiderte: Die Geburtswehen sind nichts$fn149. — Er lehrt ja aber die in Geburtswehen befindliche Menstruierende!? 
Niddah 36b:7	Raba erwiderte: In den Menstruationstagen$fn150ist sie Menstruierende, in den Flußtagen$fn151ist sie rein. 
Niddah 36b:8	Es wird auch gelehrt: Die sich in den Menstruationslagen in Geburtswehen befindet, ist Menstruierende, und wenn in den Flußtagen, so ist sie rein. Zum Beispiel: Wenn sie einen Tag Geburtswehen und zwei sich erholt$fn152hatte, oder zwei Tage Geburtswehen und einen sich erholt hatte, oder sich erholt hatte, Geburtswehen hatte und sich wiederum erholt hatte, so hat sie im Flusse geboren. 
Niddah 36b:9	Wenn sie sich aber einen Tag erholt und zwei Tage Geburtswehen hatte, oder sich zwei Tage erholt und einen Tag Geburtswehen hatte, oder Geburtswehen hatte, sich erholt hatte und wiederum Geburtswehen hatte, so hat sie nicht im Flusse geboren. Die Regel hierbei ist: erfolgen die Geburlswehen unmittelbar vor der Geburt, so hat sie nicht im Flusse geboren; erfolgt die Erholung unmittelbar vor der Geburt, so hat sie im Flusse geboren. 
Niddah 36b:10	Ḥananja, der Bruderssohn des R. Jehošua͑, sagte: Wenn die Geburlswehen in den dritten [Tag]$fn153hineinreichen, so hat sie, selbst wenn sie sich den ganzen Tag$fn154erholt hat, nicht im Flusse geboren. — 
Niddah 36b:11	Was schließt die Regel ein? — Sie schließt die Lehre Ḥananjas ein.
Niddah 36b:12	Woher dies? — Die Rabbanan lehrten:$fn155<i>Ihr Blut</i>, Blut von ihr selbst, nicht aber infolge der Geburt. 
Niddah 36b:13	Du sagst, [nicht] infolge der Geburt, vielleicht ist dem nicht so, sondern [nicht] unverschuldet$fn156!? Wenn es heißt: $fn155<i>wenn ein Weib [ihr Blut] fließen hat viele Tage</i>, so heißt dies ja unverschuldet, somit deutet [das Wort] <i>ihr Blut</i>: Blut von ihr selbst, nicht aber infolge ihrer Geburt. 
Niddah 36b:14	Was veranlaßt dich, [das Blut] infolge der Geburt als rein und unverschuldet als unrein zu erklären? Ich erkläre es infolge der Geburt als rein, weil diesem reines$fn157folgt, und ich erkläre es unverschuldet als unrein, weil diesem kein reines folgt. 
Niddah 36b:15	Im Gegenteil, man sollte es doch unverschuldet als rein erklären, weil auch der Flußbehaftete unverschuldet rein ist!? — Wir befassen uns mit dem Weibe, und beim Weibe gibt es nicht unverschuldet. 
Niddah 36b:16	Wenn du aber willst, sage ich: wieso willst du unverschuldet als rein und infolge der Geburt als unrein erklären, du hast ja nichts unverschuldeteres als dies!? — 
Niddah 36b:17	Demnach ist ja auch hinsichtlich der Menstruierenden ebenso auszulegen!? $fn158<i>Ihr Fluß</i>, der Fluß von ihr selbst, nicht aber infolge der Geburt. 
Niddah 36b:18	Du sagst, [nicht] infolge der Geburt, vielleicht ist dem nicht so, sondern [nicht] unverschuldet!? Wenn es heißt:$fn158<i>wenn ein Weib flußbehaftet ist</i>, so heißt dies ja unverschuldet, somit deutet [das Wort] <i>ihr Fluß</i>, der Fluß von ihr selbst, nicht aber$fn159infolge ihrer Geburt. 
Niddah 36b:19	Reš Laqiš erwiderte: Die Schrift sagt:$fn160<i>verweile sie</i>, es gibt noch ein anderes Verwcilen$fn161diesem gleich, nämlich bei Geburtswehen während der Flußtage. — Vielleicht bei Geburtswehen während der Menstruationstage!? 
Niddah 36b:20	Vielmehr, erwiderte der Vater Šemuéls, die Schrift sagt:$fn162<i>so sei sie zwei Wochen unrein, wie in ihrer Menstruation</i>, nicht aber, wie in ihrem Flusse. Demnach ist sie in ihrem Flusse rein, nämlich bei Geburtswehen in den Flußtagen. — 
Niddah 36b:21	Wenn es nun heißt: <i>so sei sie zwei Wochen unrein, wie in ihrer Menstruation</i>, wozu ist [das Wort] <i>ihr Blut</i> nötig!? — Wenn nicht [das Wort] <i>ihr Blut</i>, könnte man glauben, wie in ihrer Menstruation, nicht aber wie in ihrem Flusse, auch bei ihrer Erholung, so lehrt er uns.
Niddah 36b:22	Šila b. Abina traf eine Entscheidung nach Rabh. Als die Seele Rabhs zur Ruhe einkehren sollte, sprach er zu R. Asi: Geh und sage es$fn163ihm vertraulich, und wenn er darauf nicht hört, so überzeuge ihn. Er aber verstand: tue ihn in den Bann$fn164. 
Niddah 36b:23	Nachdem die Seele Rabhs zur Ruhe eingekehrt war, sprach er zu ihm: Tritt davon zurück, denn Rabh ist davon zurückgetreten. Jener erwiderte: Wäre er davon zurückgetreten, so würde er es mir gesagt$fn165haben. Und er hörte nicht darauf. Da tat er ihn in den Bann. Da sprach jener: Fürchtet der Meister nicht das Feuer? 
Niddah 36b:24	Dieser erwiderte: Ich bin Isi$fn166b. Jehuda, das ist Isi b. Gur Arje, das ist Isi b. Gamliél, das ist Isi b. Mahalalél, ein eherner Mörser$fn167, über den Zerfall keine Gewalt hat. Jener entgegnete ihm: Und ich bin Šila b. Abina, eine eiserne Keule, die den ehernen Mörser zerbricht. 
Niddah 36b:25	Da wurde R. Asi schwach, und er kam aus Kälte$fn168in Hitze und aus Hitze in Kälte. Und die Seele R. Asis kehrte zur Ruhe ein. 
Niddah 37a:1	Hierauf ging Šila und sprach zu seiner Frau: Besorge mir Reiseutensilien$fn169, damit er nicht zu Rabh gehe und über mich rede. Da besorgte sie ihm Reiseutensilien, und die Seele Šilas kehrte zur Ruhe ein. Als sie hierauf eine Myrte$fn170von einer Bahre zur anderen Bahre fliegen sahen, sprachen sie: Es scheint also, daß die Gelehrten sich ausgesöhnt haben.
Niddah 37a:2	Raba fragte: Machen Geburtswehen beim Flusse hinfällig$fn171: 
Niddah 37a:3	macht alles, was unrein ist, hinfällig, und auch diese machen unrein und gleichen somit den Tagen der Menstruation, oder macht nur das hinfällig, was dies$fn172verursacht, diese aber verursachen es nicht? 
Niddah 37a:4	Abajje sprach zu ihm: Der Fluß durch Mißgeschick beweist es: dieser verursacht es nicht$fn173, und er macht hinfällig. 
Niddah 37a:5	Jener erwiderte: Doch, auch dieser verursacht dies, denn wir haben gelernt: Hat er einmal wahrgenommen, so untersuche man ihn$fn110, wenn ein zweites Mal, so untersuche man ihn, wenn ein drittes Mal, so untersuche man ihn nicht$fn174. — 
Niddah 37a:6	Nach R. Elie͑zer aber, welcher sagt, man untersuche ihn auch beim dritten Male, macht es also nicht hinfällig, weil es dies nicht verursacht!? Jener erwiderte: Nach R. Elie͑zer ist dem auch so. — 
Niddah 37a:7	Komm und höre: R. Elie͑zer sagt, man untersuche ihn auch ein drittes Mal, ein viertes Mal untersuche man ihn nicht. Doch wohl hinsichtlich der Hinfälligmachung!? — 
Niddah 37a:8	Nein, hinsichtlich der Verunreinigung dieses Tropfens durch Tragen. — 
Niddah 37a:9	Komm und höre: Das dritte Mal, sagt R. Elie͑zer, untersuche man ihn, das vierte Mal untersuche man ihn nicht. Ich sage es nur hinsichtlich des Opfers und nicht hinsichtlich der Hinfälligmachung$fn175!? — 
Niddah 37a:10	Nach R. Elie͑zer ist auch zu entscheiden, daß das, was nicht verursacht, hinfällig mache, wie ist es aber nach den Rabbanan? — 
Niddah 37a:11	Komm und höre: Der Vater R. Abins lehrte: Der Fluß verursacht sieben [Tage]$fn176, daher macht er sieben [Tage] hinfällig, der Samenerguß verursacht einen Tag$fn176, daher macht er einen Tag hinfällig. 
Niddah 37a:12	Was heißt nun sieben; wollte man sagen, er mache sieben [Tage] unrein, so sollte es doch heißen: der Fluß macht sieben [Tage] unrein. Doch wohl: was verursacht, macht hinfällig, und was nicht verursacht, macht, nicht hinfällig. Schließe hieraus. 
Niddah 37a:13	Abajje sagte: Es ist uns überliefert, daß die Geburtswehen den Fluß nicht hinfällig machen. Solltest du aber einen Autor finden, welcher sagt, sie machen hinfällig, so ist es R. Elie͑zer.
Niddah 37a:14	Es wird gelehrt: R. Marinus sagte: Die Geburt macht beim Flusse nicht$fn177hinfällig. Sie fragten: Werden sie$fn178mitgerechnet? — Abajje sagt, sie mache nicht hinfällig und sie werden nicht mitgerechnet; Raba sagt, sie mache nicht hinfällig und sie werden mitgerechnet. 
Niddah 37a:15	Raba sagte: Dies. entnehme ich aus folgender Lehre:$fn59<i>Und nachher ist sie rein</i>, das ‘nachher’ bezieht sich auf alle, sie dürfen nicht durch eine Unreinheit unterbrochen sein. 
Niddah 37a:16	Allerdings sind sie nicht durch eine Unreinheit unterbrochen, wenn du sagst, sie werden mitgerechnet, wenn du aber sagst, sie werden nicht mitgerechnet, unterbricht sie ja die Geburt. – Und Abajje!? – Er kann dir erwidern: Sie dürfen nicht durch eine Flußunreinheit unterbrochen sein. 
Niddah 37a:17	Raba sagte: So entnehme ich es aus folgender Lehre: $fn59<i>Von ihrem Flusse</i>, nicht aber von ihrem Aussatze: <i>von ihrem Flusse</i>, nicht aber von ihrer Geburt$fn179. – Und Abajje!? – Er kann dir erwidern: lies nur einmal: <i>von ihrem Flusse</i>, nicht aber von ihrem Aussatze, lies aber nicht: nicht aber von ihrer Geburt. – 
Niddah 37a:18	Und Raba!? – Was soll dies: erklärlich ist es, wenn du liest: <i>von ihrem Flusse</i>, nicht aber von ihrer Geburt, denn da er es von der Geburt lehrt, lehrt er wegen der Geburt auch vom Aussatze; wenn du aber nur liest: <i>von ihrem Flusse</i>, nicht aber von ihrem Aussatze, so geht dies ja hervor schon aus [dem Schriftverse]: $fn180<i>wenn der Flußbehaftete von seinem Flusse rein wird</i>, von seinem Flusse, nicht aber von seinem Aussatze!? – 
Niddah 37a:19	Und Abajje!? – Einer spricht vom männlichen Flußbehafteten und einer spricht von der weiblichen Flußbehafteten. Und beides ist nötig. Würde der Allbarmherzige 
Niddah 37b:1	es nur vom männlichen Flußbehafteten geschrieben haben, so könnte man glauben, weil er bei Mißgeschick nicht unrein ist, nicht aber gilt dies von der weiblichen Flußbehafteten, die bei Mißgeschick unrein ist. Daher ist dies nötig. 
Niddah 37b:2	Und würde der Allbarmherzige es nur von der weiblichen Flußbehafteten geschrieben haben, so könnte man glauben, weil sie nicht unrein ist bei [Wiederholung der] Wahrnehmungen, wie bei der$fn181der Tage, nicht aber gilt dies vom männlichen Flußbehafteten, der unrein ist bei [Wiederholung der] Wahrnehmungen wie bei der der Tage. Daher ist dies nötig. 
Niddah 37b:3	Abajje sagte: Ich entnehme dies aus folgender Lehre:$fn182<i>Wie in ihrer Absonderung sei sie unrein</i>. Dies schließt den ein, der ihr beiwohnt; 
Niddah 37b:4	<i>wie in ihrer Absonderung sei sie unrein</i>, dies schließt die Nächte ein; <i>wie in ihrer Absonderung sei sie unrein</i>, dies schließt die im Fluß Gebärende ein, daß sie sieben Reinheitstage verweile. 
Niddah 37b:5	Doch wohl rein von der Geburts[unreinheit]$fn183. – Nein, von der Blut[unreinheit]. 
Niddah 37b:6	Ferner sagte Abajje: So entnehme ich dies aus folgender Lehre: Wie die Tage ihrer Menstruation sind auch die Tage ihrer Geburt; wie ihre Menstruationstage nicht als Flußlage$fn184gelten und bei der Zählung der sieben Tage nicht mitzählen, ebenso sind die Tage der Geburts[unreinheit], die nicht als Flußtage gelten, bei der Zählung der sieben [Tage] nicht mitzuzählen. – 
Niddah 37b:7	Und Raba!? – Hier ist R. Elie͑zer vertreten, welcher sagt, sie machen auch hinfällig. – 
Niddah 37b:8	Ist denn vom Unmöglichen auf das Mögliche$fn185 zu folgern!? 
Niddah 37b:9	R. Aḥadboj b. Ami erwiderte: Hier ist R. Elie͑zer vertreten, welcher sagt, man könne vom Unmöglichen auf das Mögliche folgern. R. Šešeth erwiderte: Die Schrift hat sie eben miteinander$fn186verglichen. Manche lesen: R. Aḥadboj b. Ami erwiderte im Namen des R. Šešeth: Hier ist R. Elie͑zer vertreten, welcher sagt, man folgere vom Unmöglichen auf das Mögliche. R. Papa erwiderte: Die Schrift hat sie eben miteinander verglichen.
Niddah 37b:10	W<small>ENN SIE SICH DREI</small> T<small>AGE IN</small> G<small>EBURTSWEHEN BEFUNDEN HATTE &amp;C</small>. 
Niddah 37b:11	Sie fragten: Wie ist es, wenn sie sich von beiden$fn187erholt hat? – R. Ḥisda sagt, sie sei$fn188unrein, und R. Ḥanina sagt, sie sei$fn189rein. 
Niddah 37b:12	R. Ḥanina sagte: Dies ist ebenso, als wenn ein König mit seinen Truppen voran auszieht. Man weiß, daß es die Truppen des Königs$fn190sind. 
Niddah 37b:13	R. Ḥisda aber sagte: Er müßte dann seine Truppen erst recht vermehren$fn191. – 
Niddah 37b:14	Wir haben gelernt: R. Jehošua͑ sagt, eine Nacht und den [darauf folgenden] Tag, wie die Šabbathnacht mit dem zu dieser gehörenden Tage. Wenn sie sich nur von den Schmerzen erholt hat und nicht von der Blutung. Nur wenn von den Schmerzen und nicht von der Blutung, wenn aber von beiden, ist sie rein. Dies ist eine Widerlegung R. Ḥisdas!? – 
Niddah 37b:15	R. Ḥisda kann dir erwidern: wenn von beiden, ist sie erst recht unrein, denn die Truppen sind ganz ausgeblieben; man könnte aber glauben, wenn nur von den Schmerzen und nicht von der Blutung, sei es möglich, wie die Blutung nicht aufgehört hat, haben auch die Schmerzen nicht aufgehört, nur sei sie von einer Empfindungslosigkeit$fn192befallen worden, so lehrt er uns. – 
Niddah 37b:16	Wir haben gelernt: Wenn sie sich innerhalb der elf Tage drei Tage in Geburtswehen befunden hatte, einen Stundentag sich erholt hatte und dann geboren hat, so hat sie im Flusse geboren. 
Niddah 37b:17	In welchem Falle: wollte man sagen, wie gelehrt$fn193wird, wozu brauchen es drei zu sein, auch zwei [Tage] Geburtswehen und einer der Erholung sollten ja ausreichen; 
Niddah 37b:18	wahrscheinlich meint er es wie folgt: wenn sie drei [Tage] Geburtswehen hatte, und [übergehend] von diesem zum folgenden [Tage] sich erholt hatte, oder wenn sie zwei [Tage] Geburtswehen hatte und einen Stundentag sich erholt hatte, so hat sie im Flusse geboren. Dies ist eine Widerlegung R. Ḥaninas!? – 
Niddah 37b:19	R. Ḥanina kann dir erwidern: nein, tatsächlich, wie gelehrt wird, und er lehrt uns folgendes: obgleich die Geburtswehen am dritten [Tage] nachgelassen$fn194haben und sie sich einen Stundentag erholt hat, ist sie unrein; dies schließt die Ansicht R. Ḥaninas$fn195aus.
Niddah 37b:20	W<small>IE LANGE DAUERN DIE</small> G<small>EBURTSWEHEN</small>? R. M<small>EÍR SAGT &amp;C</small>. Wenn sie auch fünfzig anhalten können, so ist es ja von vierzig selbstverständlich!? R. Ḥisda erwiderte: Das ist kein Einwand, eines gilt von einer Kranken$fn196 und eines von einer Gesunden.
Niddah 37b:21	R. Levi sagte: Das Kind macht rein$fn197nur die Tage, in denen sie als Flußbehaftete$fn198gelten kann. Rabh aber sagte: Auch die Tage, die für die Zählung der Flußbehafteten$fn199geeignet sind. R. Ada b. Ahaba sagte: Nach jgder Ansicht Rabhs, 
Niddah 38a:1	auch die Tage, die zur Hinfälligmachung der Zählung$fn200der Flußbehafteten geeignet sind. – 
Niddah 38a:2	Wir haben gelernt: Wie lange dauern die Geburtswehen? R. Meír sagt, auch vierzig oder fünfzig Tage. 
Niddah 38a:3	Allerdings kann dies nach Rabh vorkommen, nach R. Ada b. Ahaba, gegen Levi aber$fn201ist dies ja ein Einwand!? – 
Niddah 38a:4	Levi kann dir erwidern: er lehrt ja nicht, daß sie an allen rein sei, in den Menstruationstagen ist sie Menstruierende und in den Flußtagen$fn202ist sie rein. 
Niddah 38a:5	Eine andere Lesart. R. Levi sagte: Das Kind macht rein nur die Tage, in denen sie effektiv Flußbehaftete$fn203sein kann, denn es heißt:$fn204<i>ihre Blutung viele Tage</i>. 
Niddah 38a:6	Abba Šaúl aber sagte im Namen Rabhs, auch die Tage, in denen sie nur unsicher Flußbehaftete$fn205sein kann, denn hierbei heißt es:$fn204<i>Tage</i> und <i>alle</i>$fn206<i>Tage</i>. – 
Niddah 38a:7	Wir haben gelernt; Wie lange dauern die Geburtswehen? R. Meír sagt, auch vierzig oder fünfzig Tage. Dies ist ein Einwand gegen beide!? – Er lehrt ja nicht, daß sie an allen rein sei; hat sie Geburtswehen in ihren Menstruationstagen, so ist sie Menstruierende, wenn in ihren Flußtagen, so ist sie rein. – 
Niddah 38a:8	Es wird gelehrt: R. Meír sagte: Manche rechnet auf die Geburtswehen hundertfünfzig Tage, ohne sie zu den Fiußtagen zu zählen. Und zwar: zwei außerhalb$fn207der Zeit, 
Niddah 38a:9	sieben der Menstruation$fn208, zwei nach der Menstruation$fn209, fünfzig, die das Kind rein$fn210macht, 
Niddah 38a:10	achtzig wegen eines Mädchens$fn211, sieben der Menstruation$fn212und zwei$fn209nach der Menstruation$fn213. 
Niddah 38a:11	Sie entgegneten ihm: Demnach kann eine lebenslänglich$fn214als Geburtswehenhabende gelten, ohne Flußbehaftete zu sein!?
